ind,attr,val
742,Measurecode,ami-1
742,MeasureName,heart attack patients given aspirin at arrival
742,Score,100%
742,Sample,8 patients
742,Stateavg,al_ami-1
743,ProviderNumber,10036
743,HospitalName,andalusia regional hospital
743,Address1,849 south three notch street
743,Address2,empty
743,Address3,empty
743,city,andalusia
743,State,al
743,Zipcode,36420
743,countyName,covington
743,PhoneNumber,3342228466
743,HospitalType,acute care hospitals
743,HospitalOwner,proprietary
743,EmergencyService,no
743,condition,heart attack
743,Measurecode,ami-2
743,MeasureName,heart attack patients given aspirin at discharge
743,Score,60%
743,Sample,5 patients
743,Stateavg,al_ami-2
744,ProviderNumber,10036
744,HospitalName,andalusia regional hospital
744,Address1,849 south three notch street
744,Address2,empty
744,Address3,empty
744,city,andalusia
744,State,al
744,Zipcode,36420
744,countyName,covington
744,PhoneNumber,3342228466
744,HospitalType,acute care hospitals
744,HospitalOwner,proprietary
744,EmergencyService,no
744,condition,heart attack
744,Measurecode,ami-3
744,MeasureName,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd)
744,Score,100%
744,Sample,3 patients
744,Stateavg,al_ami-3
745,ProviderNumber,10036
745,HospitalName,andalusia regional hospital
745,Address1,849 south three notch street
745,Address2,empty
745,Address3,empty
745,city,andalusia
745,State,al
745,Zipcode,36420
745,countyName,covington
745,PhoneNumber,3342228466
745,HospitalType,acute care hospitals
745,HospitalOwner,proprietary
745,EmergencyService,no
745,condition,heart attack
745,Measurecode,ami-4
745,MeasureName,heart attack patients given smoking cessation advice/counseling
745,Score,empty
745,Sample,0 patients
745,Stateavg,al_ami-4
746,ProviderNumber,10036
746,HospitalName,andalusia regional hospital
746,Address1,849 south three notch street
746,Address2,empty
746,Address3,empty
746,city,andalusia
746,State,al
746,Zipcode,36420
746,countyName,covington
746,PhoneNumber,3342228466
746,HospitalType,acute care hospitals
746,HospitalOwner,proprietary
746,EmergencyService,no
746,condition,heart attack
746,Measurecode,ami-5
746,MeasureName,heart attack patients given beta blocker at discharge
746,Score,100%
746,Sample,6 patients
746,Stateavg,al_ami-5
747,ProviderNumber,10036
747,HospitalName,andalusia regional hospital
747,Address1,849 south three notch street
747,Address2,empty
747,Address3,empty
747,city,andalusia
747,State,al
747,Zipcode,36420
747,countyName,covington
747,PhoneNumber,3342228466
747,HospitalType,acute care hospitals
747,HospitalOwner,proprietary
747,EmergencyService,no
747,condition,heart attack
747,Measurecode,ami-7a
747,MeasureName,heart attack patients given fibrinolytic medication within 30 minutes of arrival
747,Score,empty
747,Sample,0 patients
747,Stateavg,al_ami-7a
748,ProviderNumber,10036
748,HospitalName,andalusia regional hospital
748,Address1,849 south three notch street
748,Address2,empty
748,Address3,empty
748,city,andalusia
748,State,al
748,Zipcode,36420
748,countyName,covington
748,PhoneNumber,3342228466
748,HospitalType,acute care hospitals
748,HospitalOwner,proprietary
748,EmergencyService,no
748,condition,heart attack
748,Measurecode,ami-8a
748,MeasureName,heart attack patients given pci within 90 minutes of arrival
748,Score,empty
748,Sample,0 patients
748,Stateavg,al_ami-8a
749,ProviderNumber,10036
749,HospitalName,andalusia regional hospital
749,Address1,849 south three notch street
749,Address2,empty
749,Address3,empty
749,city,andalusia
749,State,al
749,Zipcode,36420
749,countyName,covington
749,PhoneNumber,3342228466
749,HospitalType,acute care hospitals
749,HospitalOwner,proprietary
749,EmergencyService,no
749,condition,heart failure
749,Measurecode,hf-1
749,MeasureName,heart failure patients given discharge instructions
749,Score,100%
749,Sample,121 patients
749,Stateavg,al_hf-1
750,ProviderNumber,10036
750,HospitalName,andalusia regional hospital
750,Address1,849 south three notch street
750,Address2,empty
750,Address3,empty
750,city,andalusia
750,State,al
750,Zipcode,36420
750,countyName,covington
750,PhoneNumber,3342228466
750,HospitalType,acute care hospitals
750,HospitalOwner,proprietary
750,EmergencyService,no
750,condition,heart failure
750,Measurecode,hf-2
750,MeasureName,heart failure patients given an evaluation of left ventricular systolic (lvs) function
750,Score,91%
750,Sample,139 patients
750,Stateavg,al_hf-2
751,ProviderNumber,10036
751,HospitalName,andalusia regional hospital
751,Address1,849 south three notch street
751,Address2,empty
751,Address3,empty
751,city,andalusia
751,State,al
751,Zipcode,36420
751,countyName,covington
751,PhoneNumber,3342228466
751,HospitalType,acute care hospitals
751,HospitalOwner,proprietary
751,EmergencyService,no
751,condition,heart failure
751,Measurecode,hf-3
751,MeasureName,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd)
751,Score,86%
751,Sample,21 patients
751,Stateavg,al_hf-3
752,ProviderNumber,10036
752,HospitalName,andalusia regional hospital
752,Address1,849 south three notch street
752,Address2,empty
752,Address3,empty
752,city,andalusia
752,State,al
752,Zipcode,36420
752,countyName,covington
752,PhoneNumber,3342228466
752,HospitalType,acute care hospitals
752,HospitalOwner,proprietary
752,EmergencyService,no
752,condition,heart failure
752,Measurecode,hf-4
752,MeasureName,heart failure patients given smoking cessation advice/counseling
752,Score,100%
752,Sample,32 patients
752,Stateavg,al_hf-4
753,ProviderNumber,10036
753,HospitalName,andalusia regional hospital
753,Address1,849 south three notch street
753,Address2,empty
753,Address3,empty
753,city,andalusia
753,State,al
753,Zipcode,36420
753,countyName,covington
753,PhoneNumber,3342228466
753,HospitalType,acute care hospitals
753,HospitalOwner,proprietary
753,EmergencyService,no
753,condition,pneumonia
753,Measurecode,pn-2
753,MeasureName,pneumonia patients assessed and given pneumococcal vaccination
753,Score,100%
753,Sample,77 patients
753,Stateavg,al_pn-2
754,ProviderNumber,10036
754,HospitalName,andalusia regional hospital
754,Address1,849 south three notch street
754,Address2,empty
754,Address3,empty
754,city,andalusia
754,State,al
754,Zipcode,36420
754,countyName,covington
754,PhoneNumber,3342228466
754,HospitalType,acute care hospitals
754,HospitalOwner,proprietary
754,EmergencyService,no
754,condition,pneumonia
754,Measurecode,pn-3b
754,MeasureName,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics
754,Score,89%
754,Sample,55 patients
754,Stateavg,al_pn-3b
755,ProviderNumber,10036
755,HospitalName,andalusia regional hospital
755,Address1,849 south three notch street
755,Address2,empty
755,Address3,empty
755,city,andalusia
755,State,al
755,Zipcode,36420
755,countyName,covington
755,PhoneNumber,3342228466
755,HospitalType,acute care hospitals
755,HospitalOwner,proprietary
755,EmergencyService,no
755,condition,pneumonia
755,Measurecode,pn-4
755,MeasureName,pneumonia patients given smoking cessation advice/counseling
755,Score,100%
755,Sample,43 patients
755,Stateavg,al_pn-4
756,ProviderNumber,10036
756,HospitalName,andalusia regional hospital
756,Address1,849 south three notch street
756,Address2,empty
756,Address3,empty
756,city,andalusia
756,State,al
756,Zipcode,36420
756,countyName,covington
756,PhoneNumber,3342228466
756,HospitalType,acute care hospitals
756,HospitalOwner,proprietary
756,EmergencyService,no
756,condition,pneumonia
756,Measurecode,pn-5c
756,MeasureName,pneumonia patients given initial antibiotic(s) within 6 hours after arrival
756,Score,97%
756,Sample,93 patients
756,Stateavg,al_pn-5c
757,ProviderNumber,10036
757,HospitalName,andalusia regional hospital
757,Address1,849 south three notch street
757,Address2,empty
757,Address3,empty
757,city,andalusia
757,State,al
757,Zipcode,36420
757,countyName,covington
757,PhoneNumber,3342228466
757,HospitalType,acute care hospitals
757,HospitalOwner,proprietary
757,EmergencyService,no
757,condition,pneumonia
757,Measurecode,pn-6
757,MeasureName,pneumonia patients given the most appropriate initial antibiotic(s)
757,Score,75%
757,Sample,64 patients
757,Stateavg,al_pn-6
758,ProviderNumber,10036
758,HospitalName,andalusia regional hospital
758,Address1,849 south three notch street
758,Address2,empty
758,Address3,empty
758,city,andalusia
758,State,al
758,Zipcode,36420
758,countyName,covington
758,PhoneNumber,3342228466
758,HospitalType,acute care hospitals
758,HospitalOwner,proprietary
758,EmergencyService,no
758,condition,pneumonia
758,Measurecode,pn-7
758,MeasureName,pneumonia patients assessed and given influenza vaccination
758,Score,92%
758,Sample,52 patients
758,Stateavg,al_pn-7
759,ProviderNumber,10036
759,HospitalName,andalusia regional hospital
759,Address1,849 south three notch street
759,Address2,empty
759,Address3,empty
759,city,andalusia
759,State,al
759,Zipcode,36420
759,countyName,covington
759,PhoneNumber,3342228466
759,HospitalType,acute care hospitals
759,HospitalOwner,proprietary
759,EmergencyService,no
759,condition,surgical infection prevention
759,Measurecode,scip-card-2
759,MeasureName,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery
759,Score,89%
759,Sample,19 patients
759,Stateavg,al_scip-card-2
760,ProviderNumber,10036
760,HospitalName,andalusia regional hospital
760,Address1,849 south three notch street
760,Address2,empty
760,Address3,empty
760,city,andalusia
760,State,al
760,Zipcode,36420
760,countyName,covington
760,PhoneNumber,3342228466
760,HospitalType,acute care hospitals
760,HospitalOwner,proprietary
760,EmergencyService,no
760,condition,surgical infection prevention
760,Measurecode,scip-inf-1
760,MeasureName,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
760,Score,97%
760,Sample,139 patients
760,Stateavg,al_scip-inf-1
761,ProviderNumber,10036
761,HospitalName,andalusia regional hospital
761,Address1,849 south three notch street
761,Address2,empty
761,Address3,empty
761,city,andalusia
761,State,al
761,Zipcode,36420
761,countyName,covington
761,PhoneNumber,3342228466
761,HospitalType,acute care hospitals
761,HospitalOwner,proprietary
761,EmergencyService,no
761,condition,surgical infection prevention
761,Measurecode,scip-inf-2
761,MeasureName,surgery patients who were given the  right kind  of antibiotic to help prevent infection
761,Score,88%
761,Sample,141 patients
761,Stateavg,al_scip-inf-2
762,ProviderNumber,10036
762,HospitalName,andalusia regional hospital
762,Address1,849 south three notch street
762,Address2,empty
762,Address3,empty
762,city,andalusia
762,State,al
762,Zipcode,36420
762,countyName,covington
762,PhoneNumber,3342228466
762,HospitalType,acute care hospitals
762,HospitalOwner,proprietary
762,EmergencyService,no
762,condition,surgical infection prevention
762,Measurecode,scip-inf-3
762,MeasureName,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)
762,Score,99%
762,Sample,136 patients
762,Stateavg,al_scip-inf-3
763,ProviderNumber,10036
763,HospitalName,andalusia regional hospital
763,Address1,849 south three notch street
763,Address2,empty
763,Address3,empty
763,city,andalusia
763,State,al
763,Zipcode,36420
763,countyName,covington
763,PhoneNumber,3342228466
763,HospitalType,acute care hospitals
763,HospitalOwner,proprietary
763,EmergencyService,no
763,condition,surgical infection prevention
763,Measurecode,scip-inf-4
763,MeasureName,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
763,Score,empty
763,Sample,0 patients
763,Stateavg,al_scip-inf-4
764,ProviderNumber,10036
764,HospitalName,andalusia regional hospital
764,Address1,849 south three notch street
764,Address2,empty
764,Address3,empty
764,city,andalusia
764,State,al
764,Zipcode,36420
764,countyName,covington
764,PhoneNumber,3342228466
764,HospitalType,acute care hospitals
764,HospitalOwner,proprietary
764,EmergencyService,no
764,condition,surgical infection prevention
764,Measurecode,scip-inf-6
764,MeasureName,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor)
764,Score,100%
764,Sample,204 patients
764,Stateavg,al_scip-inf-6
765,ProviderNumber,10036
765,HospitalName,andalusia regional hospital
765,Address1,849 south three notch street
765,Address2,empty
765,Address3,empty
765,city,andalusia
765,State,al
765,Zipcode,36420
765,countyName,covington
765,PhoneNumber,3342228466
765,HospitalType,acute care hospitals
765,HospitalOwner,proprietary
765,EmergencyService,no
765,condition,surgical infection prevention
765,Measurecode,scip-vte-1
765,MeasureName,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries
765,Score,80%
765,Sample,66 patients
765,Stateavg,al_scip-vte-1
766,ProviderNumber,10036
766,HospitalName,andalusia regional hospital
766,Address1,849 south three notch street
766,Address2,empty
766,Address3,empty
766,city,andalusia
766,State,al
766,Zipcode,36420
766,countyName,covington
766,PhoneNumber,3342228466
766,HospitalType,acute care hospitals
766,HospitalOwner,proprietary
766,EmergencyService,no
766,condition,surgical infection prevention
766,Measurecode,scip-vte-2
766,MeasureName,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery
766,Score,80%
766,Sample,66 patients
766,Stateavg,al_scip-vte-2
767,ProviderNumber,10038
767,HospitalName,stringfellow memorial hospital
767,Address1,301 east 18th st
767,Address2,empty
767,Address3,empty
767,city,anniston
767,State,al
767,Zipcode,36201
767,countyName,calhoun
767,PhoneNumber,2562358900
767,HospitalType,acute care hospitals
767,HospitalOwner,proprietary
767,EmergencyService,yes
767,condition,children s asthma care
767,Measurecode,cac-1
767,MeasureName,children who received reliever medication while hospitalized for asthma
767,Score,100%
767,Sample,9 patients
767,Stateavg,al_cac-1
768,ProviderNumber,10038
768,HospitalName,stringfellow memorial hospital
768,Address1,301 east 18th st
768,Address2,empty
768,Address3,empty
768,city,anniston
768,State,al
768,Zipcode,36201
768,countyName,calhoun
768,PhoneNumber,2562358900
768,HospitalType,acute care hospitals
768,HospitalOwner,proprietary
768,EmergencyService,yes
768,condition,surgical infection prevention
768,Measurecode,scip-inf-1
768,MeasureName,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
768,Score,99%
768,Sample,96 patients
768,Stateavg,al_scip-inf-1
769,ProviderNumber,10038
769,HospitalName,stringfellow memorial hospital
769,Address1,301 east 18th st
769,Address2,empty
769,Address3,empty
769,city,anniston
769,State,al
769,Zipcode,36201
769,countyName,calhoun
769,PhoneNumber,2562358900
769,HospitalType,acute care hospitals
769,HospitalOwner,proprietary
769,EmergencyService,yes
769,condition,surgical infection prevention
769,Measurecode,scip-inf-2
769,MeasureName,surgery patients who were given the  right kind  of antibiotic to help prevent infection
769,Score,93%
769,Sample,98 patients
769,Stateavg,al_scip-inf-2
770,ProviderNumber,10038
770,HospitalName,stringfellow memorial hospital
770,Address1,301 east 18th st
770,Address2,empty
770,Address3,empty
770,city,anniston
770,State,al
770,Zipcode,36201
770,countyName,calhoun
770,PhoneNumber,2562358900
770,HospitalType,acute care hospitals
770,HospitalOwner,proprietary
770,EmergencyService,yes
770,condition,surgical infection prevention
770,Measurecode,scip-inf-3
770,MeasureName,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)
770,Score,93%
770,Sample,95 patients
770,Stateavg,al_scip-inf-3
771,ProviderNumber,10038
771,HospitalName,stringfellow memorial hospital
771,Address1,301 east 18th st
771,Address2,empty
771,Address3,empty
771,city,anniston
771,State,al
771,Zipcode,36201
771,countyName,calhoun
771,PhoneNumber,2562358900
771,HospitalType,acute care hospitals
771,HospitalOwner,proprietary
771,EmergencyService,yes
771,condition,surgical infection prevention
771,Measurecode,scip-inf-4
771,MeasureName,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
771,Score,empty
771,Sample,0 patients
771,Stateavg,al_scip-inf-4
772,ProviderNumber,10038
772,HospitalName,stringfellow memorial hospital
772,Address1,301 east 18th st
772,Address2,empty
772,Address3,empty
772,city,anniston
772,State,al
772,Zipcode,36201
772,countyName,calhoun
772,PhoneNumber,2562358900
772,HospitalType,acute care hospitals
772,HospitalOwner,proprietary
772,EmergencyService,yes
772,condition,surgical infection prevention
772,Measurecode,scip-inf-6
772,MeasureName,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor)
772,Score,100%
772,Sample,195 patients
772,Stateavg,al_scip-inf-6
773,ProviderNumber,10038
773,HospitalName,stringfellow memorial hospital
773,Address1,301 east 18th st
773,Address2,empty
773,Address3,empty
773,city,anniston
773,State,al
773,Zipcode,36201
773,countyName,calhoun
773,PhoneNumber,2562358900
773,HospitalType,acute care hospitals
773,HospitalOwner,proprietary
773,EmergencyService,yes
773,condition,surgical infection prevention
773,Measurecode,scip-vte-1
773,MeasureName,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries
773,Score,90%
773,Sample,117 patients
773,Stateavg,al_scip-vte-1
774,ProviderNumber,10038
774,HospitalName,stringfellow memorial hospital
774,Address1,301 east 18th st
774,Address2,empty
774,Address3,empty
774,city,anniston
774,State,al
774,Zipcode,36201
774,countyName,calhoun
774,PhoneNumber,2562358900
774,HospitalType,acute care hospitals
774,HospitalOwner,proprietary
774,EmergencyService,yes
774,condition,surgical infection prevention
774,Measurecode,scip-vte-2
774,MeasureName,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery
774,Score,89%
774,Sample,116 patients
774,Stateavg,al_scip-vte-2
775,ProviderNumber,10039
775,HospitalName,huntsville hospital
775,Address1,101 sivley rd
775,Address2,empty
775,Address3,empty
775,city,huntsville
775,State,al
775,Zipcode,35801
775,countyName,madison
775,PhoneNumber,2562651000
775,HospitalType,acute care hospitals
775,HospitalOwner,government - hospital district or authority
775,EmergencyService,yes
775,condition,children s asthma care
775,Measurecode,cac-1
775,MeasureName,children who received reliever medication while hospitalized for asthma
775,Score,100%
775,Sample,193 patients
775,Stateavg,al_cac-1
776,ProviderNumber,10039
776,HospitalName,huntsville hospital
776,Address1,101 sivley rd
776,Address2,empty
776,Address3,empty
776,city,huntsville
776,State,al
776,Zipcode,35801
776,countyName,madison
776,PhoneNumber,2562651000
776,HospitalType,acute care hospitals
776,HospitalOwner,government - hospital district or authority
776,EmergencyService,yes
776,condition,children s asthma care
776,Measurecode,cac-2
776,MeasureName,children who received systemic corticosteroid medication (oral and iv medication that reduces inflammation and controls symptoms) while hospitalized for asthma
776,Score,98%
776,Sample,193 patients
776,Stateavg,al_cac-2
777,ProviderNumber,10039
777,HospitalName,huntsville hospital
777,Address1,101 sivley rd
777,Address2,empty
777,Address3,empty
777,city,huntsville
777,State,al
777,Zipcode,35801
777,countyName,madison
777,PhoneNumber,2562651000
777,HospitalType,acute care hospitals
777,HospitalOwner,government - hospital district or authority
777,EmergencyService,yes
777,condition,children s asthma care
777,Measurecode,cac-3
777,MeasureName,children and their caregivers who received a home management plan of care document while hospitalized for asthma
777,Score,14%
777,Sample,193 patients
777,Stateavg,al_cac-3
778,ProviderNumber,10039
778,HospitalName,huntsville hospital
778,Address1,101 sivley rd
778,Address2,empty
778,Address3,empty
778,city,huntsville
778,State,al
778,Zipcode,35801
778,countyName,madison
778,PhoneNumber,2562651000
778,HospitalType,acute care hospitals
778,HospitalOwner,government - hospital district or authority
778,EmergencyService,yes
778,condition,heart attack
778,Measurecode,ami-1
778,MeasureName,heart attack patients given aspirin at arrival
778,Score,98%
778,Sample,155 patients
778,Stateavg,al_ami-1
779,ProviderNumber,10039
779,HospitalName,huntsville hospital
779,Address1,101 sivley rd
779,Address2,empty
779,Address3,empty
779,city,huntsville
779,State,al
779,Zipcode,35801
779,countyName,madison
779,PhoneNumber,2562651000
779,HospitalType,acute care hospitals
779,HospitalOwner,government - hospital district or authority
779,EmergencyService,yes
779,condition,heart attack
779,Measurecode,ami-2
779,MeasureName,heart attack patients given aspirin at discharge
779,Score,100%
779,Sample,323 patients
779,Stateavg,al_ami-2
780,ProviderNumber,10039
780,HospitalName,huntsville hospital
780,Address1,101 sivley rd
780,Address2,empty
780,Address3,empty
780,city,huntsville
780,State,al
780,Zipcode,35801
780,countyName,madison
780,PhoneNumber,2562651000
780,HospitalType,acute care hospitals
780,HospitalOwner,government - hospital district or authority
780,EmergencyService,yes
780,condition,heart attack
780,Measurecode,ami-3
780,MeasureName,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd)
780,Score,97%
780,Sample,77 patients
780,Stateavg,al_ami-3
781,ProviderNumber,10039
781,HospitalName,huntsville hospital
781,Address1,101 sivley rd
781,Address2,empty
781,Address3,empty
781,city,huntsville
781,State,al
781,Zipcode,35801
781,countyName,madison
781,PhoneNumber,2562651000
781,HospitalType,acute care hospitals
781,HospitalOwner,government - hospital district or authority
781,EmergencyService,yes
781,condition,heart attack
781,Measurecode,ami-4
781,MeasureName,heart attack patients given smoking cessation advice/counseling
781,Score,100%
781,Sample,135 patients
781,Stateavg,al_ami-4
782,ProviderNumber,10039
782,HospitalName,huntsville hospital
782,Address1,101 sivley rd
782,Address2,empty
782,Address3,empty
782,city,huntsville
782,State,al
782,Zipcode,35801
782,countyName,madison
782,PhoneNumber,2562651000
782,HospitalType,acute care hospitals
782,HospitalOwner,government - hospital district or authority
782,EmergencyService,yes
782,condition,heart attack
782,Measurecode,ami-5
782,MeasureName,heart attack patients given beta blocker at discharge
782,Score,100%
782,Sample,301 patients
782,Stateavg,al_ami-5
783,ProviderNumber,10039
783,HospitalName,huntsville hospital
783,Address1,101 sivley rd
783,Address2,empty
783,Address3,empty
783,city,huntsville
783,State,al
783,Zipcode,35801
783,countyName,madison
783,PhoneNumber,2562651000
783,HospitalType,acute care hospitals
783,HospitalOwner,government - hospital district or authority
783,EmergencyService,yes
783,condition,heart attack
783,Measurecode,ami-7a
783,MeasureName,heart attack patients given fibrinolytic medication within 30 minutes of arrival
783,Score,empty
783,Sample,0 patients
783,Stateavg,al_ami-7a
784,ProviderNumber,10039
784,HospitalName,huntsville hospital
784,Address1,101 sivley rd
784,Address2,empty
784,Address3,empty
784,city,huntsville
784,State,al
784,Zipcode,35801
784,countyName,madison
784,PhoneNumber,2562651000
784,HospitalType,acute care hospitals
784,HospitalOwner,government - hospital district or authority
784,EmergencyService,yes
784,condition,heart attack
784,Measurecode,ami-8a
784,MeasureName,heart attack patients given pci within 90 minutes of arrival
784,Score,82%
784,Sample,44 patients
784,Stateavg,al_ami-8a
785,ProviderNumber,10039
785,HospitalName,huntsville hospital
785,Address1,101 sivley rd
785,Address2,empty
785,Address3,empty
785,city,huntsville
785,State,al
785,Zipcode,35801
785,countyName,madison
785,PhoneNumber,2562651000
785,HospitalType,acute care hospitals
785,HospitalOwner,government - hospital district or authority
785,EmergencyService,yes
785,condition,heart failure
785,Measurecode,hf-1
785,MeasureName,heart failure patients given discharge instructions
785,Score,72%
785,Sample,264 patients
785,Stateavg,al_hf-1
786,ProviderNumber,10039
786,HospitalName,huntsville hospital
786,Address1,101 sivley rd
786,Address2,empty
786,Address3,empty
786,city,huntsville
786,State,al
786,Zipcode,35801
786,countyName,madison
786,PhoneNumber,2562651000
786,HospitalType,acute care hospitals
786,HospitalOwner,government - hospital district or authority
786,EmergencyService,yes
786,condition,heart failure
786,Measurecode,hf-2
786,MeasureName,heart failure patients given an evaluation of left ventricular systolic (lvs) function
786,Score,95%
786,Sample,303 patients
786,Stateavg,al_hf-2
787,ProviderNumber,10039
787,HospitalName,huntsville hospital
787,Address1,101 sivley rd
787,Address2,empty
787,Address3,empty
787,city,huntsville
787,State,al
787,Zipcode,35801
787,countyName,madison
787,PhoneNumber,2562651000
787,HospitalType,acute care hospitals
787,HospitalOwner,government - hospital district or authority
787,EmergencyService,yes
787,condition,heart failure
787,Measurecode,hf-3
787,MeasureName,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd)
787,Score,98%
787,Sample,102 patients
787,Stateavg,al_hf-3
788,ProviderNumber,10039
788,HospitalName,huntsville hospital
788,Address1,101 sivley rd
788,Address2,empty
788,Address3,empty
788,city,huntsville
788,State,al
788,Zipcode,35801
788,countyName,madison
788,PhoneNumber,2562651000
788,HospitalType,acute care hospitals
788,HospitalOwner,government - hospital district or authority
788,EmergencyService,yes
788,condition,heart failure
788,Measurecode,hf-4
788,MeasureName,heart failure patients given smoking cessation advice/counseling
788,Score,100%
788,Sample,51 patients
788,Stateavg,al_hf-4
789,ProviderNumber,10039
789,HospitalName,huntsville hospital
789,Address1,101 sivley rd
789,Address2,empty
789,Address3,empty
789,city,huntsville
789,State,al
789,Zipcode,35801
789,countyName,madison
789,PhoneNumber,2562651000
789,HospitalType,acute care hospitals
789,HospitalOwner,government - hospital district or authority
789,EmergencyService,yes
789,condition,pneumonia
789,Measurecode,pn-2
789,MeasureName,pneumonia patients assessed and given pneumococcal vaccination
789,Score,96%
789,Sample,509 patients
789,Stateavg,al_pn-2
790,ProviderNumber,10039
790,HospitalName,huntsville hospital
790,Address1,101 sivley rd
790,Address2,empty
790,Address3,empty
790,city,huntsville
790,State,al
790,Zipcode,35801
790,countyName,madison
790,PhoneNumber,2562651000
790,HospitalType,acute care hospitals
790,HospitalOwner,government - hospital district or authority
790,EmergencyService,yes
790,condition,pneumonia
790,Measurecode,pn-3b
790,MeasureName,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics
790,Score,99%
790,Sample,496 patients
790,Stateavg,al_pn-3b
791,ProviderNumber,10039
791,HospitalName,huntsville hospital
791,Address1,101 sivley rd
791,Address2,empty
791,Address3,empty
791,city,huntsville
791,State,al
791,Zipcode,35801
791,countyName,madison
791,PhoneNumber,2562651000
791,HospitalType,acute care hospitals
791,HospitalOwner,government - hospital district or authority
791,EmergencyService,yes
791,condition,pneumonia
791,Measurecode,pn-4
791,MeasureName,pneumonia patients given smoking cessation advice/counseling
791,Score,97%
791,Sample,294 patients
791,Stateavg,al_pn-4
792,ProviderNumber,10039
792,HospitalName,huntsville hospital
792,Address1,101 sivley rd
792,Address2,empty
792,Address3,empty
792,city,huntsville
792,State,al
792,Zipcode,35801
792,countyName,madison
792,PhoneNumber,2562651000
792,HospitalType,acute care hospitals
792,HospitalOwner,government - hospital district or authority
792,EmergencyService,yes
792,condition,pneumonia
792,Measurecode,pn-5c
792,MeasureName,pneumonia patients given initial antibiotic(s) within 6 hours after arrival
792,Score,93%
792,Sample,511 patients
792,Stateavg,al_pn-5c
793,ProviderNumber,10039
793,HospitalName,huntsville hospital
793,Address1,101 sivley rd
793,Address2,empty
793,Address3,empty
793,city,huntsville
793,State,al
793,Zipcode,35801
793,countyName,madison
793,PhoneNumber,2562651000
793,HospitalType,acute care hospitals
793,HospitalOwner,government - hospital district or authority
793,EmergencyService,yes
793,condition,pneumonia
793,Measurecode,pn-6
793,MeasureName,pneumonia patients given the most appropriate initial antibiotic(s)
793,Score,89%
793,Sample,313 patients
793,Stateavg,al_pn-6
794,ProviderNumber,10039
794,HospitalName,huntsville hospital
794,Address1,101 sivley rd
794,Address2,empty
794,Address3,empty
794,city,huntsville
794,State,al
794,Zipcode,35801
794,countyName,madison
794,PhoneNumber,2562651000
794,HospitalType,acute care hospitals
794,HospitalOwner,government - hospital district or authority
794,EmergencyService,yes
794,condition,pneumonia
794,Measurecode,pn-7
794,MeasureName,pneumonia patients assessed and given influenza vaccination
794,Score,89%
794,Sample,409 patients
794,Stateavg,al_pn-7
795,ProviderNumber,10039
795,HospitalName,huntsville hospital
795,Address1,101 sivley rd
795,Address2,empty
795,Address3,empty
795,city,huntsville
795,State,al
795,Zipcode,35801
795,countyName,madison
795,PhoneNumber,2562651000
795,HospitalType,acute care hospitals
795,HospitalOwner,government - hospital district or authority
795,EmergencyService,yes
795,condition,surgical infection prevention
795,Measurecode,scip-card-2
795,MeasureName,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery
795,Score,90%
795,Sample,123 patients
795,Stateavg,al_scip-card-2
796,ProviderNumber,10039
796,HospitalName,huntsville hospital
796,Address1,101 sivley rd
796,Address2,empty
796,Address3,empty
796,city,huntsville
796,State,al
796,Zipcode,35801
796,countyName,madison
796,PhoneNumber,2562651000
796,HospitalType,acute care hospitals
796,HospitalOwner,government - hospital district or authority
796,EmergencyService,yes
796,condition,surgical infection prevention
796,Measurecode,scip-inf-1
796,MeasureName,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
796,Score,95%
796,Sample,601 patients
796,Stateavg,al_scip-inf-1
797,ProviderNumber,10039
797,HospitalName,huntsville hospital
797,Address1,101 sivley rd
797,Address2,empty
797,Address3,empty
797,city,huntsville
797,State,al
797,Zipcode,35801
797,countyName,madison
797,PhoneNumber,2562651000
