tid,attr_name,attr_val
698,HospitalOwner,Voluntary non-profit - Private
698,EmergencyService,No
698,Condition,Heart Attack
698,MeasureCode,AMI-8A
698,MeasureName,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival
698,Score,Empty
698,Sample,0 patients
698,Stateavg,AL_AMI-8A
699,ProviderNumber,10034
699,HospitalName,COMMUNITY HOSPITAL INC
699,Address1,805 FRIENDSHIP ROAD
699,Address2,Empty
699,Address3,Empty
699,City,TALLASSEE
699,State,AL
699,ZipCode,36078
699,CountyName,ELMORE
699,PhoneNumber,3342836541
699,HospitalType,Acute Care Hospitals
699,HospitalOwner,Voluntary non-profit - Private
699,EmergencyService,No
699,Condition,Heart Failure
699,MeasureCode,HF-1
699,MeasureName,Heart Failure Patients Given Discharge Instructions
699,Score,88%
699,Sample,65 patients
699,Stateavg,AL_HF-1
700,ProviderNumber,10034
700,HospitalName,COMMUNITY HOSPITAL INC
700,Address1,805 FRIENDSHIP ROAD
700,Address2,Empty
700,Address3,Empty
700,City,TALLASSEE
700,State,AL
700,ZipCode,36078
700,CountyName,ELMORE
700,PhoneNumber,3342836541
700,HospitalType,Acute Care Hospitals
700,HospitalOwner,Voluntary non-profit - Private
700,EmergencyService,No
700,Condition,Heart Failure
700,MeasureCode,HF-2
700,MeasureName,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function
700,Score,100%
700,Sample,87 patients
700,Stateavg,AL_HF-2
701,ProviderNumber,10034
701,HospitalName,COMMUNITY HOSPITAL INC
701,Address1,805 FRIENDSHIP ROAD
701,Address2,Empty
701,Address3,Empty
701,City,TALLASSEE
701,State,AL
701,ZipCode,36078
701,CountyName,ELMORE
701,PhoneNumber,3342836541
701,HospitalType,Acute Care Hospitals
701,HospitalOwner,Voluntary non-profit - Private
701,EmergencyService,No
701,Condition,Heart Failure
701,MeasureCode,HF-3
701,MeasureName,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
701,Score,100%
701,Sample,30 patients
701,Stateavg,AL_HF-3
702,ProviderNumber,10034
702,HospitalName,COMMUNITY HOSPITAL INC
702,Address1,805 FRIENDSHIP ROAD
702,Address2,Empty
702,Address3,Empty
702,City,TALLASSEE
702,State,AL
702,ZipCode,36078
702,CountyName,ELMORE
702,PhoneNumber,3342836541
702,HospitalType,Acute Care Hospitals
702,HospitalOwner,Voluntary non-profit - Private
702,EmergencyService,No
702,Condition,Heart Failure
702,MeasureCode,HF-4
702,MeasureName,Heart Failure Patients Given Smoking Cessation Advice/Counseling
702,Score,100%
702,Sample,9 patients
702,Stateavg,AL_HF-4
703,ProviderNumber,10034
703,HospitalName,COMMUNITY HOSPITAL INC
703,Address1,805 FRIENDSHIP ROAD
703,Address2,Empty
703,Address3,Empty
703,City,TALLASSEE
703,State,AL
703,ZipCode,36078
703,CountyName,ELMORE
703,PhoneNumber,3342836541
703,HospitalType,Acute Care Hospitals
703,HospitalOwner,Voluntary non-profit - Private
703,EmergencyService,No
703,Condition,Pneumonia
703,MeasureCode,PN-2
703,MeasureName,Pneumonia Patients Assessed and Given Pneumococcal Vaccination
703,Score,87%
703,Sample,70 patients
703,Stateavg,AL_PN-2
704,ProviderNumber,10034
704,HospitalName,COMMUNITY HOSPITAL INC
704,Address1,805 FRIENDSHIP ROAD
704,Address2,Empty
704,Address3,Empty
704,City,TALLASSEE
704,State,AL
704,ZipCode,36078
704,CountyName,ELMORE
704,PhoneNumber,3342836541
704,HospitalType,Acute Care Hospitals
704,HospitalOwner,Voluntary non-profit - Private
704,EmergencyService,No
704,Condition,Pneumonia
704,MeasureCode,PN-3B
704,MeasureName,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics
704,Score,95%
704,Sample,76 patients
704,Stateavg,AL_PN-3B
705,ProviderNumber,10034
705,HospitalName,COMMUNITY HOSPITAL INC
705,Address1,805 FRIENDSHIP ROAD
705,Address2,Empty
705,Address3,Empty
705,City,TALLASSEE
705,State,AL
705,ZipCode,36078
705,CountyName,ELMORE
705,PhoneNumber,3342836541
705,HospitalType,Acute Care Hospitals
705,HospitalOwner,Voluntary non-profit - Private
705,EmergencyService,No
705,Condition,Pneumonia
705,MeasureCode,PN-4
705,MeasureName,Pneumonia Patients Given Smoking Cessation Advice/Counseling
705,Score,90%
705,Sample,41 patients
705,Stateavg,AL_PN-4
706,ProviderNumber,10034
706,HospitalName,COMMUNITY HOSPITAL INC
706,Address1,805 FRIENDSHIP ROAD
706,Address2,Empty
706,Address3,Empty
706,City,TALLASSEE
706,State,AL
706,ZipCode,36078
706,CountyName,ELMORE
706,PhoneNumber,3342836541
706,HospitalType,Acute Care Hospitals
706,HospitalOwner,Voluntary non-profit - Private
706,EmergencyService,No
706,Condition,Pneumonia
706,MeasureCode,PN-5C
706,MeasureName,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival
706,Score,97%
706,Sample,71 patients
706,Stateavg,AL_PN-5C
707,ProviderNumber,10034
707,HospitalName,COMMUNITY HOSPITAL INC
707,Address1,805 FRIENDSHIP ROAD
707,Address2,Empty
707,Address3,Empty
707,City,TALLASSEE
707,State,AL
707,ZipCode,36078
707,CountyName,ELMORE
707,PhoneNumber,3342836541
707,HospitalType,Acute Care Hospitals
707,HospitalOwner,Voluntary non-profit - Private
707,EmergencyService,No
707,Condition,Pneumonia
707,MeasureCode,PN-6
707,MeasureName,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)
707,Score,96%
707,Sample,52 patients
707,Stateavg,AL_PN-6
708,ProviderNumber,10034
708,HospitalName,COMMUNITY HOSPITAL INC
708,Address1,805 FRIENDSHIP ROAD
708,Address2,Empty
708,Address3,Empty
708,City,TALLASSEE
708,State,AL
708,ZipCode,36078
708,CountyName,ELMORE
708,PhoneNumber,3342836541
708,HospitalType,Acute Care Hospitals
708,HospitalOwner,Voluntary non-profit - Private
708,EmergencyService,No
708,Condition,Pneumonia
708,MeasureCode,PN-7
708,MeasureName,Pneumonia Patients Assessed and Given Influenza Vaccination
708,Score,93%
708,Sample,56 patients
708,Stateavg,AL_PN-7
709,ProviderNumber,10034
709,HospitalName,COMMUNITY HOSPITAL INC
709,Address1,805 FRIENDSHIP ROAD
709,Address2,Empty
709,Address3,Empty
709,City,TALLASSEE
709,State,AL
709,ZipCode,36078
709,CountyName,ELMORE
709,PhoneNumber,3342836541
709,HospitalType,Acute Care Hospitals
709,HospitalOwner,Voluntary non-profit - Private
709,EmergencyService,No
709,Condition,Surgical Infection Prevention
709,MeasureCode,SCIP-CARD-2
709,MeasureName,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery
709,Score,100%
709,Sample,3 patients
709,Stateavg,AL_SCIP-CARD-2
710,ProviderNumber,10034
710,HospitalName,COMMUNITY HOSPITAL INC
710,Address1,805 FRIENDSHIP ROAD
710,Address2,Empty
710,Address3,Empty
710,City,TALLASSEE
710,State,AL
710,ZipCode,36078
710,CountyName,ELMORE
710,PhoneNumber,3342836541
710,HospitalType,Acute Care Hospitals
710,HospitalOwner,Voluntary non-profit - Private
710,EmergencyService,No
710,Condition,Surgical Infection Prevention
710,MeasureCode,SCIP-INF-1
710,MeasureName,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
710,Score,100%
710,Sample,10 patients
710,Stateavg,AL_SCIP-INF-1
711,ProviderNumber,10034
711,HospitalName,COMMUNITY HOSPITAL INC
711,Address1,805 FRIENDSHIP ROAD
711,Address2,Empty
711,Address3,Empty
711,City,TALLASSEE
711,State,AL
711,ZipCode,36078
711,CountyName,ELMORE
711,PhoneNumber,3342836541
711,HospitalType,Acute Care Hospitals
711,HospitalOwner,Voluntary non-profit - Private
711,EmergencyService,No
711,Condition,Surgical Infection Prevention
711,MeasureCode,SCIP-INF-2
711,MeasureName,surgery patients who were given the  right kind  of antibiotic to help prevent infection
711,Score,100%
711,Sample,10 patients
711,Stateavg,AL_SCIP-INF-2
712,ProviderNumber,10034
712,HospitalName,COMMUNITY HOSPITAL INC
712,Address1,805 FRIENDSHIP ROAD
712,Address2,Empty
712,Address3,Empty
712,City,TALLASSEE
712,State,AL
712,ZipCode,36078
712,CountyName,ELMORE
712,PhoneNumber,3342836541
712,HospitalType,Acute Care Hospitals
712,HospitalOwner,Voluntary non-profit - Private
712,EmergencyService,No
712,Condition,Surgical Infection Prevention
712,MeasureCode,SCIP-INF-3
712,MeasureName,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)
712,Score,100%
712,Sample,9 patients
712,Stateavg,AL_SCIP-INF-3
713,ProviderNumber,10034
713,HospitalName,COMMUNITY HOSPITAL INC
713,Address1,805 FRIENDSHIP ROAD
713,Address2,Empty
713,Address3,Empty
713,City,TALLASSEE
713,State,AL
713,ZipCode,36078
713,CountyName,ELMORE
713,PhoneNumber,3342836541
713,HospitalType,Acute Care Hospitals
713,HospitalOwner,Voluntary non-profit - Private
713,EmergencyService,No
713,Condition,Surgical Infection Prevention
713,MeasureCode,SCIP-INF-4
713,MeasureName,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
713,Score,Empty
713,Sample,0 patients
713,Stateavg,AL_SCIP-INF-4
714,ProviderNumber,10034
714,HospitalName,COMMUNITY HOSPITAL INC
714,Address1,805 FRIENDSHIP ROAD
714,Address2,Empty
714,Address3,Empty
714,City,TALLASSEE
714,State,AL
714,ZipCode,36078
714,CountyName,ELMORE
714,PhoneNumber,3342836541
714,HospitalType,Acute Care Hospitals
714,HospitalOwner,Voluntary non-profit - Private
714,EmergencyService,No
714,Condition,Surgical Infection Prevention
714,MeasureCode,SCIP-INF-6
714,MeasureName,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor)
714,Score,100%
714,Sample,33 patients
714,Stateavg,AL_SCIP-INF-6
715,ProviderNumber,10034
715,HospitalName,COMMUNITY HOSPITAL INC
715,Address1,805 FRIENDSHIP ROAD
715,Address2,Empty
715,Address3,Empty
715,City,TALLASSEE
715,State,AL
715,ZipCode,36078
715,CountyName,ELMORE
715,PhoneNumber,3342836541
715,HospitalType,Acute Care Hospitals
715,HospitalOwner,Voluntary non-profit - Private
715,EmergencyService,No
715,Condition,Surgical Infection Prevention
715,MeasureCode,SCIP-VTE-1
715,MeasureName,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries
715,Score,88%
715,Sample,24 patients
715,Stateavg,AL_SCIP-VTE-1
716,ProviderNumber,10034
716,HospitalName,COMMUNITY HOSPITAL INC
716,Address1,805 FRIENDSHIP ROAD
716,Address2,Empty
716,Address3,Empty
716,City,TALLASSEE
716,State,AL
716,ZipCode,36078
716,CountyName,ELMORE
716,PhoneNumber,3342836541
716,HospitalType,Acute Care Hospitals
716,HospitalOwner,Voluntary non-profit - Private
716,EmergencyService,No
716,Condition,Surgical Infection Prevention
716,MeasureCode,SCIP-VTE-2
716,MeasureName,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery
716,Score,88%
716,Sample,24 patients
716,Stateavg,AL_SCIP-VTE-2
717,ProviderNumber,10035
717,HospitalName,CULLMAN REGIONAL MEDICAL CENTER
717,Address1,1912 ALABAMA HIGHWAY 157
717,Address2,Empty
717,Address3,Empty
717,City,CULLMAN
717,State,AL
717,ZipCode,35058
717,CountyName,CULLMAN
717,PhoneNumber,2567372000
717,HospitalType,Acute Care Hospitals
717,HospitalOwner,Government - Hospital District or Authority
717,EmergencyService,Yes
717,Condition,Heart Attack
717,MeasureCode,AMI-1
717,MeasureName,Heart Attack Patients Given Aspirin at Arrival
717,Score,100%
717,Sample,51 patients
717,Stateavg,AL_AMI-1
718,ProviderNumber,10035
718,HospitalName,CULLMAN REGIONAL MEDICAL CENTER
718,Address1,1912 ALABAMA HIGHWAY 157
718,Address2,Empty
718,Address3,Empty
718,City,CULLMAN
718,State,AL
718,ZipCode,35058
718,CountyName,CULLMAN
718,PhoneNumber,2567372000
718,HospitalType,Acute Care Hospitals
718,HospitalOwner,Government - Hospital District or Authority
718,EmergencyService,Yes
718,Condition,Heart Attack
718,MeasureCode,AMI-2
718,MeasureName,Heart Attack Patients Given Aspirin at Discharge
718,Score,100%
718,Sample,26 patients
718,Stateavg,AL_AMI-2
719,ProviderNumber,10035
719,HospitalName,CULLMAN REGIONAL MEDICAL CENTER
719,Address1,1912 ALABAMA HIGHWAY 157
719,Address2,Empty
719,Address3,Empty
719,City,CULLMAN
719,State,AL
719,ZipCode,35058
719,CountyName,CULLMAN
719,PhoneNumber,2567372000
719,HospitalType,Acute Care Hospitals
719,HospitalOwner,Government - Hospital District or Authority
719,EmergencyService,Yes
719,Condition,Heart Attack
719,MeasureCode,AMI-3
719,MeasureName,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
719,Score,67%
719,Sample,3 patients
719,Stateavg,AL_AMI-3
720,ProviderNumber,10035
720,HospitalName,CULLMAN REGIONAL MEDICAL CENTER
720,Address1,1912 ALABAMA HIGHWAY 157
720,Address2,Empty
720,Address3,Empty
720,City,CULLMAN
720,State,AL
720,ZipCode,35058
720,CountyName,CULLMAN
720,PhoneNumber,2567372000
720,HospitalType,Acute Care Hospitals
720,HospitalOwner,Government - Hospital District or Authority
720,EmergencyService,Yes
720,Condition,Heart Attack
720,MeasureCode,AMI-4
720,MeasureName,Heart Attack Patients Given Smoking Cessation Advice/Counseling
720,Score,100%
720,Sample,3 patients
720,Stateavg,AL_AMI-4
721,ProviderNumber,10035
721,HospitalName,CULLMAN REGIONAL MEDICAL CENTER
721,Address1,1912 ALABAMA HIGHWAY 157
721,Address2,Empty
721,Address3,Empty
721,City,CULLMAN
721,State,AL
721,ZipCode,35058
721,CountyName,CULLMAN
721,PhoneNumber,2567372000
721,HospitalType,Acute Care Hospitals
721,HospitalOwner,Government - Hospital District or Authority
721,EmergencyService,Yes
721,Condition,Heart Attack
721,MeasureCode,AMI-5
721,MeasureName,Heart Attack Patients Given Beta Blocker at Discharge
721,Score,100%
721,Sample,23 patients
721,Stateavg,AL_AMI-5
722,ProviderNumber,10035
722,HospitalName,CULLMAN REGIONAL MEDICAL CENTER
722,Address1,1912 ALABAMA HIGHWAY 157
722,Address2,Empty
722,Address3,Empty
722,City,CULLMAN
722,State,AL
722,ZipCode,35058
722,CountyName,CULLMAN
722,PhoneNumber,2567372000
722,HospitalType,Acute Care Hospitals
722,HospitalOwner,Government - Hospital District or Authority
722,EmergencyService,Yes
722,Condition,Heart Attack
722,MeasureCode,AMI-7A
722,MeasureName,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival
722,Score,Empty
722,Sample,0 patients
722,Stateavg,AL_AMI-7A
723,ProviderNumber,10035
723,HospitalName,CULLMAN REGIONAL MEDICAL CENTER
723,Address1,1912 ALABAMA HIGHWAY 157
723,Address2,Empty
723,Address3,Empty
723,City,CULLMAN
723,State,AL
723,ZipCode,35058
723,CountyName,CULLMAN
723,PhoneNumber,2567372000
723,HospitalType,Acute Care Hospitals
723,HospitalOwner,Government - Hospital District or Authority
723,EmergencyService,Yes
723,Condition,Heart Attack
723,MeasureCode,AMI-8A
723,MeasureName,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival
723,Score,Empty
723,Sample,0 patients
723,Stateavg,AL_AMI-8A
724,ProviderNumber,10035
724,HospitalName,CULLMAN REGIONAL MEDICAL CENTER
724,Address1,1912 ALABAMA HIGHWAY 157
724,Address2,Empty
724,Address3,Empty
724,City,CULLMAN
724,State,AL
724,ZipCode,35058
724,CountyName,CULLMAN
724,PhoneNumber,2567372000
724,HospitalType,Acute Care Hospitals
724,HospitalOwner,Government - Hospital District or Authority
724,EmergencyService,Yes
724,Condition,Heart Failure
724,MeasureCode,HF-1
724,MeasureName,Heart Failure Patients Given Discharge Instructions
724,Score,99%
724,Sample,158 patients
724,Stateavg,AL_HF-1
725,ProviderNumber,10035
725,HospitalName,CULLMAN REGIONAL MEDICAL CENTER
725,Address1,1912 ALABAMA HIGHWAY 157
725,Address2,Empty
725,Address3,Empty
725,City,CULLMAN
725,State,AL
725,ZipCode,35058
725,CountyName,CULLMAN
725,PhoneNumber,2567372000
725,HospitalType,Acute Care Hospitals
725,HospitalOwner,Government - Hospital District or Authority
725,EmergencyService,Yes
725,Condition,Heart Failure
725,MeasureCode,HF-2
725,MeasureName,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function
725,Score,100%
725,Sample,200 patients
725,Stateavg,AL_HF-2
726,ProviderNumber,10035
726,HospitalName,CULLMAN REGIONAL MEDICAL CENTER
726,Address1,1912 ALABAMA HIGHWAY 157
726,Address2,Empty
726,Address3,Empty
726,City,CULLMAN
726,State,AL
726,ZipCode,35058
726,CountyName,CULLMAN
726,PhoneNumber,2567372000
726,HospitalType,Acute Care Hospitals
726,HospitalOwner,Government - Hospital District or Authority
726,EmergencyService,Yes
726,Condition,Heart Failure
726,MeasureCode,HF-3
726,MeasureName,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
726,Score,97%
726,Sample,37 patients
726,Stateavg,AL_HF-3
727,ProviderNumber,10035
727,HospitalName,CULLMAN REGIONAL MEDICAL CENTER
727,Address1,1912 ALABAMA HIGHWAY 157
727,Address2,Empty
727,Address3,Empty
727,City,CULLMAN
727,State,AL
727,ZipCode,35058
727,CountyName,CULLMAN
727,PhoneNumber,2567372000
727,HospitalType,Acute Care Hospitals
727,HospitalOwner,Government - Hospital District or Authority
727,EmergencyService,Yes
727,Condition,Heart Failure
727,MeasureCode,HF-4
727,MeasureName,Heart Failure Patients Given Smoking Cessation Advice/Counseling
727,Score,100%
727,Sample,42 patients
727,Stateavg,AL_HF-4
728,ProviderNumber,10035
728,HospitalName,CULLMAN REGIONAL MEDICAL CENTER
728,Address1,1912 ALABAMA HIGHWAY 157
728,Address2,Empty
728,Address3,Empty
728,City,CULLMAN
728,State,AL
728,ZipCode,35058
728,CountyName,CULLMAN
728,PhoneNumber,2567372000
728,HospitalType,Acute Care Hospitals
728,HospitalOwner,Government - Hospital District or Authority
728,EmergencyService,Yes
728,Condition,Pneumonia
728,MeasureCode,PN-2
728,MeasureName,Pneumonia Patients Assessed and Given Pneumococcal Vaccination
728,Score,100%
728,Sample,155 patients
728,Stateavg,AL_PN-2
729,ProviderNumber,10035
729,HospitalName,CULLMAN REGIONAL MEDICAL CENTER
729,Address1,1912 ALABAMA HIGHWAY 157
729,Address2,Empty
729,Address3,Empty
729,City,CULLMAN
729,State,AL
729,ZipCode,35058
729,CountyName,CULLMAN
729,PhoneNumber,2567372000
729,HospitalType,Acute Care Hospitals
729,HospitalOwner,Government - Hospital District or Authority
729,EmergencyService,Yes
729,Condition,Pneumonia
729,MeasureCode,PN-3B
729,MeasureName,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics
729,Score,100%
729,Sample,138 patients
729,Stateavg,AL_PN-3B
730,ProviderNumber,10035
730,HospitalName,CULLMAN REGIONAL MEDICAL CENTER
730,Address1,1912 ALABAMA HIGHWAY 157
730,Address2,Empty
730,Address3,Empty
730,City,CULLMAN
730,State,AL
730,ZipCode,35058
730,CountyName,CULLMAN
730,PhoneNumber,2567372000
730,HospitalType,Acute Care Hospitals
730,HospitalOwner,Government - Hospital District or Authority
730,EmergencyService,Yes
730,Condition,Pneumonia
730,MeasureCode,PN-4
730,MeasureName,Pneumonia Patients Given Smoking Cessation Advice/Counseling
730,Score,100%
730,Sample,90 patients
730,Stateavg,AL_PN-4
731,ProviderNumber,10035
731,HospitalName,CULLMAN REGIONAL MEDICAL CENTER
731,Address1,1912 ALABAMA HIGHWAY 157
731,Address2,Empty
731,Address3,Empty
731,City,CULLMAN
731,State,AL
731,ZipCode,35058
731,CountyName,CULLMAN
731,PhoneNumber,2567372000
731,HospitalType,Acute Care Hospitals
731,HospitalOwner,Government - Hospital District or Authority
731,EmergencyService,Yes
731,Condition,Pneumonia
731,MeasureCode,PN-5C
731,MeasureName,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival
731,Score,99%
731,Sample,160 patients
731,Stateavg,AL_PN-5C
732,ProviderNumber,10035
732,HospitalName,CULLMAN REGIONAL MEDICAL CENTER
732,Address1,1912 ALABAMA HIGHWAY 157
732,Address2,Empty
732,Address3,Empty
732,City,CULLMAN
732,State,AL
732,ZipCode,35058
732,CountyName,CULLMAN
732,PhoneNumber,2567372000
732,HospitalType,Acute Care Hospitals
732,HospitalOwner,Government - Hospital District or Authority
732,EmergencyService,Yes
732,Condition,Pneumonia
732,MeasureCode,PN-6
732,MeasureName,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)
732,Score,98%
732,Sample,136 patients
732,Stateavg,AL_PN-6
733,ProviderNumber,10035
733,HospitalName,CULLMAN REGIONAL MEDICAL CENTER
733,Address1,1912 ALABAMA HIGHWAY 157
733,Address2,Empty
733,Address3,Empty
733,City,CULLMAN
733,State,AL
733,ZipCode,35058
733,CountyName,CULLMAN
733,PhoneNumber,2567372000
733,HospitalType,Acute Care Hospitals
733,HospitalOwner,Government - Hospital District or Authority
733,EmergencyService,Yes
733,Condition,Pneumonia
733,MeasureCode,PN-7
733,MeasureName,Pneumonia Patients Assessed and Given Influenza Vaccination
733,Score,98%
733,Sample,125 patients
733,Stateavg,AL_PN-7
734,ProviderNumber,10035
734,HospitalName,CULLMAN REGIONAL MEDICAL CENTER
734,Address1,1912 ALABAMA HIGHWAY 157
734,Address2,Empty
734,Address3,Empty
734,City,CULLMAN
734,State,AL
734,ZipCode,35058
734,CountyName,CULLMAN
734,PhoneNumber,2567372000
734,HospitalType,Acute Care Hospitals
734,HospitalOwner,Government - Hospital District or Authority
734,EmergencyService,Yes
734,Condition,Surgical Infection Prevention
734,MeasureCode,SCIP-CARD-2
734,MeasureName,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery
734,Score,99%
734,Sample,68 patients
734,Stateavg,AL_SCIP-CARD-2
735,ProviderNumber,10035
735,HospitalName,CULLMAN REGIONAL MEDICAL CENTER
735,Address1,1912 ALABAMA HIGHWAY 157
735,Address2,Empty
735,Address3,Empty
735,City,CULLMAN
735,State,AL
735,ZipCode,35058
735,CountyName,CULLMAN
735,PhoneNumber,2567372000
735,HospitalType,Acute Care Hospitals
735,HospitalOwner,Government - Hospital District or Authority
735,EmergencyService,Yes
735,Condition,Surgical Infection Prevention
735,MeasureCode,SCIP-INF-1
735,MeasureName,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
735,Score,99%
735,Sample,411 patients
735,Stateavg,AL_SCIP-INF-1
736,ProviderNumber,10035
736,HospitalName,CULLMAN REGIONAL MEDICAL CENTER
736,Address1,1912 ALABAMA HIGHWAY 157
736,Address2,Empty
736,Address3,Empty
736,City,CULLMAN
736,State,AL
736,ZipCode,35058
736,CountyName,CULLMAN
736,PhoneNumber,2567372000
736,HospitalType,Acute Care Hospitals
736,HospitalOwner,Government - Hospital District or Authority
736,EmergencyService,Yes
736,Condition,Surgical Infection Prevention
736,MeasureCode,SCIP-INF-2
736,MeasureName,surgery patients who were given the  right kind  of antibiotic to help prevent infection
736,Score,98%
736,Sample,417 patients
736,Stateavg,AL_SCIP-INF-2
737,ProviderNumber,10035
737,HospitalName,CULLMAN REGIONAL MEDICAL CENTER
737,Address1,1912 ALABAMA HIGHWAY 157
737,Address2,Empty
737,Address3,Empty
737,City,CULLMAN
737,State,AL
737,ZipCode,35058
737,CountyName,CULLMAN
737,PhoneNumber,2567372000
737,HospitalType,Acute Care Hospitals
737,HospitalOwner,Government - Hospital District or Authority
737,EmergencyService,Yes
737,Condition,Surgical Infection Prevention
737,MeasureCode,SCIP-INF-3
737,MeasureName,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)
737,Score,98%
737,Sample,405 patients
737,Stateavg,AL_SCIP-INF-3
738,ProviderNumber,10035
738,HospitalName,CULLMAN REGIONAL MEDICAL CENTER
738,Address1,1912 ALABAMA HIGHWAY 157
738,Address2,Empty
738,Address3,Empty
738,City,CULLMAN
738,State,AL
738,ZipCode,35058
738,CountyName,CULLMAN
738,PhoneNumber,2567372000
738,HospitalType,Acute Care Hospitals
738,HospitalOwner,Government - Hospital District or Authority
738,EmergencyService,Yes
738,Condition,Surgical Infection Prevention
738,MeasureCode,SCIP-INF-4
738,MeasureName,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
738,Score,Empty
738,Sample,0 patients
738,Stateavg,AL_SCIP-INF-4
739,ProviderNumber,10035
739,HospitalName,CULLMAN REGIONAL MEDICAL CENTER
739,Address1,1912 ALABAMA HIGHWAY 157
739,Address2,Empty
739,Address3,Empty
739,City,CULLMAN
739,State,AL
739,ZipCode,35058
739,CountyName,CULLMAN
739,PhoneNumber,2567372000
739,HospitalType,Acute Care Hospitals
739,HospitalOwner,Government - Hospital District or Authority
739,EmergencyService,Yes
739,Condition,Surgical Infection Prevention
739,MeasureCode,SCIP-INF-6
739,MeasureName,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor)
739,Score,100%
739,Sample,598 patients
739,Stateavg,AL_SCIP-INF-6
740,ProviderNumber,10035
740,HospitalName,CULLMAN REGIONAL MEDICAL CENTER
740,Address1,1912 ALABAMA HIGHWAY 157
740,Address2,Empty
740,Address3,Empty
740,City,CULLMAN
740,State,AL
740,ZipCode,35058
740,CountyName,CULLMAN
740,PhoneNumber,2567372000
740,HospitalType,Acute Care Hospitals
740,HospitalOwner,Government - Hospital District or Authority
740,EmergencyService,Yes
740,Condition,Surgical Infection Prevention
740,MeasureCode,SCIP-VTE-1
740,MeasureName,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries
740,Score,95%
740,Sample,298 patients
740,Stateavg,AL_SCIP-VTE-1
741,ProviderNumber,10035
741,HospitalName,CULLMAN REGIONAL MEDICAL CENTER
741,Address1,1912 ALABAMA HIGHWAY 157
741,Address2,Empty
741,Address3,Empty
741,City,CULLMAN
741,State,AL
741,ZipCode,35058
741,CountyName,CULLMAN
741,PhoneNumber,2567372000
741,HospitalType,Acute Care Hospitals
741,HospitalOwner,Government - Hospital District or Authority
741,EmergencyService,Yes
741,Condition,Surgical Infection Prevention
741,MeasureCode,SCIP-VTE-2
741,MeasureName,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery
741,Score,95%
741,Sample,298 patients
741,Stateavg,AL_SCIP-VTE-2
742,ProviderNumber,10036
742,HospitalName,ANDALUSIA REGIONAL HOSPITAL
742,Address1,849 SOUTH THREE NOTCH STREET
742,Address2,Empty
742,Address3,Empty
742,City,ANDALUSIA
742,State,AL
742,ZipCode,36420
742,CountyName,COVINGTON
742,PhoneNumber,3342228466
742,HospitalType,Acute Care Hospitals
742,HospitalOwner,Proprietary
742,EmergencyService,No
742,Condition,Heart Attack
742,MeasureCode,AMI-1
742,MeasureName,Heart Attack Patients Given Aspirin at Arrival
742,Score,100%
742,Sample,8 patients
742,Stateavg,AL_AMI-1
743,ProviderNumber,10036
743,HospitalName,ANDALUSIA REGIONAL HOSPITAL
743,Address1,849 SOUTH THREE NOTCH STREET
743,Address2,Empty
743,Address3,Empty
743,City,ANDALUSIA
743,State,AL
743,ZipCode,36420
743,CountyName,COVINGTON
743,PhoneNumber,3342228466
743,HospitalType,Acute Care Hospitals
743,HospitalOwner,Proprietary
743,EmergencyService,No
743,Condition,Heart Attack
743,MeasureCode,AMI-2
