Row(rv_index=u'2011-12-05-AA-1544-SAN-ORD', rv_attr=u'Scheduled_Dept', assigned_val=u'11:25')
Row(rv_index=u'2011-12-07-UA-414-LAX-SFO', rv_attr=u'Actual_Arrival', assigned_val=u'7:12')
Row(rv_index=u'2011-12-07-UA-5487-SFO-MRY', rv_attr=u'Actual_Arrival', assigned_val=u'12:13')
Row(rv_index=u'2011-12-07-UA-6273-YYC-SFO', rv_attr=u'Actual_Arrival', assigned_val=u'9:42')
Row(rv_index=u'2011-12-08-AA-1522-SFO-ORD', rv_attr=u'Actual_Arrival', assigned_val=u'December 9; 2011     ')
Row(rv_index=u'2011-12-08-AA-1664-MIA-ATL', rv_attr=u'Actual_Arrival', assigned_val=u'12:02')
Row(rv_index=u'2011-12-08-AA-1733-ORD-PHX', rv_attr=u'Actual_Arrival', assigned_val=u'December 8; 2011     ')
Row(rv_index=u'2011-12-08-AA-2268-PHX-ORD', rv_attr=u'Actual_Arrival', assigned_val=u'11:12')
Row(rv_index=u'2011-12-08-AA-271-MIA-LAX', rv_attr=u'Actual_Arrival', assigned_val=u'2:13')
Row(rv_index=u'2011-12-08-AA-2957-DFW-CVG', rv_attr=u'Actual_Arrival', assigned_val=u'10:51')
Row(rv_index=u'2011-12-08-AA-3063-SLC-LAX', rv_attr=u'Actual_Arrival', assigned_val=u'December 8; 2011     ')
Row(rv_index=u'2011-12-08-AA-3859-IAH-ORD', rv_attr=u'Actual_Arrival', assigned_val=u'9:16')
Row(rv_index=u'2011-12-08-AA-404-MIA-MCO', rv_attr=u'Actual_Arrival', assigned_val=u'7:35')
Row(rv_index=u'2011-12-08-AA-431-MIA-SFO', rv_attr=u'Actual_Arrival', assigned_val=u'11:31')
Row(rv_index=u'2011-12-08-CO-1614-LAX-IAH', rv_attr=u'Actual_Arrival', assigned_val=u'5:09')
Row(rv_index=u'2011-12-08-CO-47-IAH-LAX', rv_attr=u'Actual_Arrival', assigned_val=u'8:51')
Row(rv_index=u'2011-12-08-CO-58-DEN-IAH', rv_attr=u'Actual_Arrival', assigned_val=u'2:40')
Row(rv_index=u'2011-12-08-CO-89-IAH-EWR', rv_attr=u'Actual_Arrival', assigned_val=u'10:16')
Row(rv_index=u'2011-12-08-UA-1500-IAH-GUA', rv_attr=u'Actual_Arrival', assigned_val=u'11:38')
Row(rv_index=u'2011-12-08-UA-248-PHX-ORD', rv_attr=u'Actual_Arrival', assigned_val=u'5:15')
Row(rv_index=u'2011-12-08-UA-248-PHX-ORD', rv_attr=u'Actual_Arrival', assigned_val=u'5:06')
Row(rv_index=u'2011-12-08-UA-2515-DFW-CLT', rv_attr=u'Actual_Arrival', assigned_val=u'10:23')
Row(rv_index=u'2011-12-08-UA-257-JFK-SFO', rv_attr=u'Actual_Arrival', assigned_val=u'5:51')
Row(rv_index=u'2011-12-08-UA-2830-MCO-CLT', rv_attr=u'Actual_Arrival', assigned_val=u'5:10')
Row(rv_index=u'2011-12-08-UA-37-EDI-EWR', rv_attr=u'Actual_Arrival', assigned_val=u'12:01')
Row(rv_index=u'2011-12-08-UA-37-EWR-MCO', rv_attr=u'Actual_Arrival', assigned_val=u'4:18')
Row(rv_index=u'2011-12-08-UA-664-ORD-PHL', rv_attr=u'Actual_Arrival', assigned_val=u'4:26')
Row(rv_index=u'2011-12-08-UA-858-PVG-SFO', rv_attr=u'Actual_Arrival', assigned_val=u'8:13')
Row(rv_index=u'2011-12-09-AA-1221-MCO-ORD', rv_attr=u'Actual_Arrival', assigned_val=u'9:31')
Row(rv_index=u'2011-12-09-AA-1544-SAN-ORD', rv_attr=u'Actual_Arrival', assigned_val=u'5:12')
Row(rv_index=u'2011-12-09-AA-1640-MIA-MCO', rv_attr=u'Actual_Arrival', assigned_val=u'December 9; 2011     ')
Row(rv_index=u'2011-12-09-AA-1733-ORD-PHX', rv_attr=u'Actual_Arrival', assigned_val=u'December 9; 2011     ')
Row(rv_index=u'2011-12-09-AA-2050-ORD-MIA', rv_attr=u'Actual_Arrival', assigned_val=u'2:46')
Row(rv_index=u'2011-12-09-AA-2268-PHX-ORD', rv_attr=u'Actual_Arrival', assigned_val=u'11:52')
Row(rv_index=u'2011-12-09-AA-2525-DFW-MIA', rv_attr=u'Actual_Arrival', assigned_val=u'10:56')
Row(rv_index=u'2011-12-09-AA-2957-DFW-CVG', rv_attr=u'Actual_Arrival', assigned_val=u'10:52')
Row(rv_index=u'2011-12-09-AA-3063-SLC-LAX', rv_attr=u'Actual_Arrival', assigned_val=u'December 9; 2011     ')
Row(rv_index=u'2011-12-09-AA-3756-ORD-SLC', rv_attr=u'Actual_Arrival', assigned_val=u'3:48')
Row(rv_index=u'2011-12-09-AA-415-BOS-ORD', rv_attr=u'Actual_Arrival', assigned_val=u'10:34')
Row(rv_index=u'2011-12-09-AA-431-MIA-SFO', rv_attr=u'Actual_Arrival', assigned_val=u'11:22')
Row(rv_index=u'2011-12-09-AA-4330-CVG-ORD', rv_attr=u'Actual_Arrival', assigned_val=u'3:33')
Row(rv_index=u'2011-12-09-CO-1193-EWR-MCO', rv_attr=u'Actual_Arrival', assigned_val=u'12:16')
Row(rv_index=u'2011-12-09-CO-63-EWR-IAH', rv_attr=u'Actual_Arrival', assigned_val=u'9:15')
Row(rv_index=u'2011-12-09-CO-89-IAH-EWR', rv_attr=u'Actual_Arrival', assigned_val=u'10:01')
Row(rv_index=u'2011-12-09-UA-233-LAX-JFK', rv_attr=u'Actual_Arrival', assigned_val=u'12:29')
Row(rv_index=u'2011-12-09-UA-2515-DFW-CLT', rv_attr=u'Actual_Arrival', assigned_val=u'10:31')
Row(rv_index=u'2011-12-09-UA-2830-MCO-CLT', rv_attr=u'Actual_Arrival', assigned_val=u'5:15')
Row(rv_index=u'2011-12-09-UA-3099-PHX-PHL', rv_attr=u'Actual_Arrival', assigned_val=u'6:08')
Row(rv_index=u'2011-12-09-UA-37-EWR-MCO', rv_attr=u'Actual_Arrival', assigned_val=u'4:30')
Row(rv_index=u'2011-12-09-UA-414-LAX-SFO', rv_attr=u'Actual_Arrival', assigned_val=u'7:09')
Row(rv_index=u'2011-12-09-UA-664-ORD-PHL', rv_attr=u'Actual_Arrival', assigned_val=u'5:10')
Row(rv_index=u'2011-12-09-UA-938-DEN-ORD', rv_attr=u'Actual_Arrival', assigned_val=u'7:45')
Row(rv_index=u'2011-12-10-AA-1165-JFK-MIA', rv_attr=u'Actual_Arrival', assigned_val=u'11:01')
Row(rv_index=u'2011-12-10-AA-1434-DFW-MCO', rv_attr=u'Actual_Arrival', assigned_val=u'10:43')
Row(rv_index=u'2011-12-10-AA-1544-SAN-ORD', rv_attr=u'Actual_Arrival', assigned_val=u'5:19')
Row(rv_index=u'2011-12-10-AA-1640-MIA-MCO', rv_attr=u'Actual_Arrival', assigned_val=u'December 10; 2011     ')
Row(rv_index=u'2011-12-10-AA-1733-ORD-PHX', rv_attr=u'Actual_Arrival', assigned_val=u'December 10; 2011     ')
Row(rv_index=u'2011-12-10-AA-2268-PHX-ORD', rv_attr=u'Actual_Arrival', assigned_val=u'11:17')
Row(rv_index=u'2011-12-10-AA-2312-DFW-DTW', rv_attr=u'Actual_Arrival', assigned_val=u'December 10; 2011     ')
Row(rv_index=u'2011-12-10-AA-3756-ORD-SLC', rv_attr=u'Actual_Arrival', assigned_val=u'2:10')
Row(rv_index=u'2011-12-10-AA-3786-IAH-ORD', rv_attr=u'Actual_Arrival', assigned_val=u'6:23')
Row(rv_index=u'2011-12-10-AA-3804-PHL-ORD', rv_attr=u'Actual_Arrival', assigned_val=u'3:30')
Row(rv_index=u'2011-12-10-AA-400-DFW-JFK', rv_attr=u'Actual_Arrival', assigned_val=u'4:02')
Row(rv_index=u'2011-12-10-AA-415-BOS-ORD', rv_attr=u'Actual_Arrival', assigned_val=u'10:11')
Row(rv_index=u'2011-12-10-AA-4344-ORD-DTW', rv_attr=u'Actual_Arrival', assigned_val=u'1:50')
Row(rv_index=u'2011-12-10-AA-446-DFW-PHL', rv_attr=u'Actual_Arrival', assigned_val=u'4:03')
Row(rv_index=u'2011-12-10-AA-616-DFW-DTW', rv_attr=u'Actual_Arrival', assigned_val=u'12:38')
Row(rv_index=u'2011-12-10-AA-649-ORD-SNA', rv_attr=u'Actual_Arrival', assigned_val=u'December 10; 2011     ')
Row(rv_index=u'2011-12-10-CO-1023-IAH-DEN', rv_attr=u'Actual_Arrival', assigned_val=u'3:00')
Row(rv_index=u'2011-12-10-CO-1090-BOS-IAH', rv_attr=u'Actual_Arrival', assigned_val=u'12:57')
Row(rv_index=u'2011-12-10-CO-1586-IAH-MCO', rv_attr=u'Actual_Arrival', assigned_val=u'10:04')
Row(rv_index=u'2011-12-10-CO-1614-LAX-IAH', rv_attr=u'Actual_Arrival', assigned_val=u'5:21')
Row(rv_index=u'2011-12-10-CO-50-CLE-EWR', rv_attr=u'Actual_Arrival', assigned_val=u'4:40')
Row(rv_index=u'2011-12-10-UA-1500-IAH-GUA', rv_attr=u'Actual_Arrival', assigned_val=u'11:47')
Row(rv_index=u'2011-12-10-UA-257-JFK-SFO', rv_attr=u'Actual_Arrival', assigned_val=u'6:39')
Row(rv_index=u'2011-12-10-UA-2704-DTW-PHX', rv_attr=u'Actual_Arrival', assigned_val=u'1:32')
Row(rv_index=u'2011-12-10-UA-3099-PHX-PHL', rv_attr=u'Actual_Arrival', assigned_val=u'6:00')
Row(rv_index=u'2011-12-10-UA-382-IAD-LAX', rv_attr=u'Actual_Arrival', assigned_val=u'3:31')
Row(rv_index=u'2011-12-11-AA-1279-DFW-PHX', rv_attr=u'Actual_Arrival', assigned_val=u'2:44')
Row(rv_index=u'2011-12-11-AA-1434-DFW-MCO', rv_attr=u'Actual_Arrival', assigned_val=u'10:33')
Row(rv_index=u'2011-12-11-AA-1522-SFO-ORD', rv_attr=u'Actual_Arrival', assigned_val=u'December 12; 2011     ')
Row(rv_index=u'2011-12-11-AA-1733-ORD-PHX', rv_attr=u'Actual_Arrival', assigned_val=u'December 11; 2011     ')
Row(rv_index=u'2011-12-11-AA-3063-SLC-LAX', rv_attr=u'Actual_Arrival', assigned_val=u'December 11; 2011     ')
Row(rv_index=u'2011-12-11-AA-3468-CVG-MIA', rv_attr=u'Actual_Arrival', assigned_val=u'10:15')
Row(rv_index=u'2011-12-11-AA-3756-ORD-SLC', rv_attr=u'Actual_Arrival', assigned_val=u'2:30')
Row(rv_index=u'2011-12-11-AA-400-DFW-JFK', rv_attr=u'Actual_Arrival', assigned_val=u'2:55')
Row(rv_index=u'2011-12-11-AA-4330-CVG-ORD', rv_attr=u'Actual_Arrival', assigned_val=u'3:31')
Row(rv_index=u'2011-12-11-AA-466-IAH-MIA', rv_attr=u'Actual_Arrival', assigned_val=u'8:56')
Row(rv_index=u'2011-12-11-AA-518-MIA-JFK', rv_attr=u'Actual_Arrival', assigned_val=u'9:23')
Row(rv_index=u'2011-12-11-AA-649-ORD-SNA', rv_attr=u'Actual_Arrival', assigned_val=u'December 11; 2011     ')
Row(rv_index=u'2011-12-11-AA-85-JFK-SFO', rv_attr=u'Actual_Arrival', assigned_val=u'6:34')
Row(rv_index=u'2011-12-11-CO-1023-IAH-DEN', rv_attr=u'Actual_Arrival', assigned_val=u'1:13')
Row(rv_index=u'2011-12-11-CO-16-LAX-EWR', rv_attr=u'Actual_Arrival', assigned_val=u'6:44')
Row(rv_index=u'2011-12-11-CO-89-IAH-EWR', rv_attr=u'Actual_Arrival', assigned_val=u'10:27')
Row(rv_index=u'2011-12-11-UA-1500-IAH-GUA', rv_attr=u'Actual_Arrival', assigned_val=u'11:52')
Row(rv_index=u'2011-12-11-UA-257-JFK-SFO', rv_attr=u'Actual_Arrival', assigned_val=u'5:38')
Row(rv_index=u'2011-12-11-UA-2726-FLL-PHL', rv_attr=u'Actual_Arrival', assigned_val=u'6:28')
Row(rv_index=u'2011-12-11-UA-3373-IAD-PHL', rv_attr=u'Actual_Arrival', assigned_val=u'10:22')
Row(rv_index=u'2011-12-11-UA-3515-IAD-MSP', rv_attr=u'Actual_Arrival', assigned_val=u'9:52')
Row(rv_index=u'2011-12-11-UA-37-EDI-EWR', rv_attr=u'Actual_Arrival', assigned_val=u'11:51')
Row(rv_index=u'2011-12-11-UA-664-ORD-PHL', rv_attr=u'Actual_Arrival', assigned_val=u'4:15')
Row(rv_index=u'2011-12-11-UA-843-LAX-ORD', rv_attr=u'Actual_Arrival', assigned_val=u'7:32')
Row(rv_index=u'2011-12-11-UA-854-SFO-IAH', rv_attr=u'Actual_Arrival', assigned_val=u'1:11')
Row(rv_index=u'2011-12-11-UA-858-PVG-SFO', rv_attr=u'Actual_Arrival', assigned_val=u'7:50')
Row(rv_index=u'2011-12-11-UA-938-DEN-ORD', rv_attr=u'Actual_Arrival', assigned_val=u'7:30')
Row(rv_index=u'2011-12-12-AA-1279-DFW-PHX', rv_attr=u'Actual_Arrival', assigned_val=u'2:42')
Row(rv_index=u'2011-12-12-AA-1434-DFW-MCO', rv_attr=u'Actual_Arrival', assigned_val=u'10:38')
Row(rv_index=u'2011-12-12-AA-1522-SFO-ORD', rv_attr=u'Actual_Arrival', assigned_val=u'December 13; 2011     ')
Row(rv_index=u'2011-12-12-AA-1886-BOS-MIA', rv_attr=u'Actual_Arrival', assigned_val=u'2:35')
Row(rv_index=u'2011-12-12-AA-204-LAX-MCO', rv_attr=u'Actual_Arrival', assigned_val=u'December 13; 2011     ')
Row(rv_index=u'2011-12-12-AA-2312-DFW-DTW', rv_attr=u'Actual_Arrival', assigned_val=u'December 12; 2011     ')
Row(rv_index=u'2011-12-12-AA-2525-DFW-MIA', rv_attr=u'Actual_Arrival', assigned_val=u'11:19')
Row(rv_index=u'2011-12-12-AA-3823-LAX-DEN', rv_attr=u'Actual_Arrival', assigned_val=u'December 13; 2011     ')
Row(rv_index=u'2011-12-12-AA-3859-IAH-ORD', rv_attr=u'Actual_Arrival', assigned_val=u'9:17')
Row(rv_index=u'2011-12-12-AA-400-DFW-JFK', rv_attr=u'Actual_Arrival', assigned_val=u'2:51')
Row(rv_index=u'2011-12-12-AA-431-MIA-SFO', rv_attr=u'Actual_Arrival', assigned_val=u'11:32')
Row(rv_index=u'2011-12-12-CO-1586-IAH-MCO', rv_attr=u'Actual_Arrival', assigned_val=u'10:05')
Row(rv_index=u'2011-12-12-CO-58-DEN-IAH', rv_attr=u'Actual_Arrival', assigned_val=u'2:44')
Row(rv_index=u'2011-12-12-CO-62-IAH-EWR', rv_attr=u'Actual_Arrival', assigned_val=u'6:49')
Row(rv_index=u'2011-12-12-CO-63-EWR-IAH', rv_attr=u'Actual_Arrival', assigned_val=u'8:58')
Row(rv_index=u'2011-12-12-CO-89-IAH-EWR', rv_attr=u'Actual_Arrival', assigned_val=u'10:22')
Row(rv_index=u'2011-12-12-UA-233-LAX-JFK', rv_attr=u'Actual_Arrival', assigned_val=u'12:29')
Row(rv_index=u'2011-12-12-UA-248-PHX-ORD', rv_attr=u'Actual_Arrival', assigned_val=u'5:02')
Row(rv_index=u'2011-12-12-UA-248-PHX-ORD', rv_attr=u'Actual_Arrival', assigned_val=u'4:45')
Row(rv_index=u'2011-12-12-UA-3050-PHX-CLT', rv_attr=u'Actual_Arrival', assigned_val=u'4:47')
Row(rv_index=u'2011-12-12-UA-382-IAD-LAX', rv_attr=u'Actual_Arrival', assigned_val=u'3:03')
Row(rv_index=u'2011-12-12-UA-382-IAD-LAX', rv_attr=u'Actual_Arrival', assigned_val=u'3:25')
Row(rv_index=u'2011-12-12-UA-3925-IAD-ORF', rv_attr=u'Actual_Arrival', assigned_val=u'9:29')
Row(rv_index=u'2011-12-12-UA-5487-SFO-MRY', rv_attr=u'Actual_Arrival', assigned_val=u'11:30')
Row(rv_index=u'2011-12-12-UA-858-PVG-SFO', rv_attr=u'Actual_Arrival', assigned_val=u'8:28')
Row(rv_index=u'2011-12-13-AA-1221-MCO-ORD', rv_attr=u'Actual_Arrival', assigned_val=u'9:57')
Row(rv_index=u'2011-12-13-AA-1544-SAN-ORD', rv_attr=u'Actual_Arrival', assigned_val=u'5:04')
Row(rv_index=u'2011-12-13-AA-222-LAX-BOS', rv_attr=u'Actual_Arrival', assigned_val=u'3:08')
Row(rv_index=u'2011-12-13-AA-271-MIA-LAX', rv_attr=u'Actual_Arrival', assigned_val=u'2:16')
Row(rv_index=u'2011-12-13-AA-3809-PHX-LAX', rv_attr=u'Actual_Arrival', assigned_val=u'6:25')
Row(rv_index=u'2011-12-13-AA-3979-CVG-ORD', rv_attr=u'Actual_Arrival', assigned_val=u'7:44')
Row(rv_index=u'2011-12-13-AA-466-IAH-MIA', rv_attr=u'Actual_Arrival', assigned_val=u'9:18')
Row(rv_index=u'2011-12-13-AA-616-DFW-DTW', rv_attr=u'Actual_Arrival', assigned_val=u'12:29')
Row(rv_index=u'2011-12-13-AA-649-ORD-SNA', rv_attr=u'Actual_Arrival', assigned_val=u'December 13; 2011     ')
Row(rv_index=u'2011-12-13-AA-85-JFK-SFO', rv_attr=u'Actual_Arrival', assigned_val=u'6:36')
Row(rv_index=u'2011-12-13-CO-45-EWR-MIA', rv_attr=u'Actual_Arrival', assigned_val=u'7:02')
Row(rv_index=u'2011-12-13-CO-4888-IAH-DAL', rv_attr=u'Actual_Arrival', assigned_val=u'6:40')
Row(rv_index=u'2011-12-13-CO-52-IAH-LAX', rv_attr=u'Actual_Arrival', assigned_val=u'9:29')
Row(rv_index=u'2011-12-13-UA-257-JFK-SFO', rv_attr=u'Actual_Arrival', assigned_val=u'5:50')
Row(rv_index=u'2011-12-13-UA-854-SFO-IAH', rv_attr=u'Actual_Arrival', assigned_val=u'1:31')
Row(rv_index=u'2011-12-14-AA-1434-DFW-MCO', rv_attr=u'Actual_Arrival', assigned_val=u'10:41')
Row(rv_index=u'2011-12-14-AA-1544-SAN-ORD', rv_attr=u'Actual_Arrival', assigned_val=u'5:46')
Row(rv_index=u'2011-12-14-AA-1917-JFK-MCO', rv_attr=u'Actual_Arrival', assigned_val=u'5:37')
Row(rv_index=u'2011-12-14-AA-3063-SLC-LAX', rv_attr=u'Actual_Arrival', assigned_val=u'December 14; 2011     ')
Row(rv_index=u'2011-12-14-AA-3979-CVG-ORD', rv_attr=u'Actual_Arrival', assigned_val=u'8:19')
Row(rv_index=u'2011-12-14-AA-400-DFW-JFK', rv_attr=u'Actual_Arrival', assigned_val=u'2:49')
Row(rv_index=u'2011-12-14-AA-4344-ORD-DTW', rv_attr=u'Actual_Arrival', assigned_val=u'2:52')
Row(rv_index=u'2011-12-14-AA-466-IAH-MIA', rv_attr=u'Actual_Arrival', assigned_val=u'9:10')
Row(rv_index=u'2011-12-14-AA-518-MIA-JFK', rv_attr=u'Actual_Arrival', assigned_val=u'9:22')
Row(rv_index=u'2011-12-14-AA-616-DFW-DTW', rv_attr=u'Actual_Arrival', assigned_val=u'12:31')
Row(rv_index=u'2011-12-14-AA-85-JFK-SFO', rv_attr=u'Actual_Arrival', assigned_val=u'7:14')
Row(rv_index=u'2011-12-14-CO-1193-EWR-MCO', rv_attr=u'Actual_Arrival', assigned_val=u'11:59')
Row(rv_index=u'2011-12-14-CO-1250-MIA-IAH', rv_attr=u'Actual_Arrival', assigned_val=u'4:37')
Row(rv_index=u'2011-12-14-CO-16-LAX-EWR', rv_attr=u'Actual_Arrival', assigned_val=u'6:34')
Row(rv_index=u'2011-12-14-CO-50-CLE-EWR', rv_attr=u'Actual_Arrival', assigned_val=u'4:40')
Row(rv_index=u'2011-12-14-CO-58-DEN-IAH', rv_attr=u'Actual_Arrival', assigned_val=u'2:57')
Row(rv_index=u'2011-12-14-UA-2314-ATL-PHL', rv_attr=u'Actual_Arrival', assigned_val=u'4:48')
Row(rv_index=u'2011-12-14-UA-233-LAX-JFK', rv_attr=u'Actual_Arrival', assigned_val=u'12:29')
Row(rv_index=u'2011-12-14-UA-2726-FLL-PHL', rv_attr=u'Actual_Arrival', assigned_val=u'6:42')
Row(rv_index=u'2011-12-14-UA-2945-PHL-CLT', rv_attr=u'Actual_Arrival', assigned_val=u'1:30')
Row(rv_index=u'2011-12-14-UA-3099-PHX-PHL', rv_attr=u'Actual_Arrival', assigned_val=u'5:59')
Row(rv_index=u'2011-12-14-UA-828-SFO-ORD', rv_attr=u'Actual_Arrival', assigned_val=u'5:16')
Row(rv_index=u'2011-12-15-AA-1522-SFO-ORD', rv_attr=u'Actual_Arrival', assigned_val=u'December 16; 2011     ')
Row(rv_index=u'2011-12-15-AA-2312-DFW-DTW', rv_attr=u'Actual_Arrival', assigned_val=u'December 15; 2011     ')
Row(rv_index=u'2011-12-15-AA-3809-PHX-LAX', rv_attr=u'Actual_Arrival', assigned_val=u'7:11')
Row(rv_index=u'2011-12-15-AA-643-MIA-ORD', rv_attr=u'Actual_Arrival', assigned_val=u'9:18')
Row(rv_index=u'2011-12-15-UA-1500-IAH-GUA', rv_attr=u'Actual_Arrival', assigned_val=u'12:32')
Row(rv_index=u'2011-12-16-AA-1007-MIA-PHX', rv_attr=u'Actual_Arrival', assigned_val=u'8:06')
Row(rv_index=u'2011-12-16-AA-1544-SAN-ORD', rv_attr=u'Actual_Arrival', assigned_val=u'5:16')
Row(rv_index=u'2011-12-16-AA-222-LAX-BOS', rv_attr=u'Actual_Arrival', assigned_val=u'3:29')
Row(rv_index=u'2011-12-16-AA-2525-DFW-MIA', rv_attr=u'Actual_Arrival', assigned_val=u'11:08')
Row(rv_index=u'2011-12-16-AA-3756-ORD-SLC', rv_attr=u'Actual_Arrival', assigned_val=u'2:41')
Row(rv_index=u'2011-12-16-AA-3804-PHL-ORD', rv_attr=u'Actual_Arrival', assigned_val=u'3:42')
Row(rv_index=u'2011-12-16-AA-3809-PHX-LAX', rv_attr=u'Actual_Arrival', assigned_val=u'6:17')
Row(rv_index=u'2011-12-16-AA-404-MIA-MCO', rv_attr=u'Actual_Arrival', assigned_val=u'7:56')
Row(rv_index=u'2011-12-16-AA-4198-ORD-CLE', rv_attr=u'Actual_Arrival', assigned_val=u'12:42')
Row(rv_index=u'2011-12-16-AA-643-MIA-ORD', rv_attr=u'Actual_Arrival', assigned_val=u'9:23')
Row(rv_index=u'2011-12-16-CO-1023-IAH-DEN', rv_attr=u'Actual_Arrival', assigned_val=u'1:26')
Row(rv_index=u'2011-12-16-CO-1193-EWR-MCO', rv_attr=u'Actual_Arrival', assigned_val=u'12:55')
Row(rv_index=u'2011-12-16-CO-1586-IAH-MCO', rv_attr=u'Actual_Arrival', assigned_val=u'10:35')
Row(rv_index=u'2011-12-16-CO-16-LAX-EWR', rv_attr=u'Actual_Arrival', assigned_val=u'7:10')
Row(rv_index=u'2011-12-16-CO-1694-LAX-IAH', rv_attr=u'Actual_Arrival', assigned_val=u'12:44')
Row(rv_index=u'2011-12-16-CO-62-IAH-EWR', rv_attr=u'Actual_Arrival', assigned_val=u'7:02')
Row(rv_index=u'2011-12-16-CO-89-IAH-EWR', rv_attr=u'Actual_Arrival', assigned_val=u'10:39')
Row(rv_index=u'2011-12-16-UA-2515-DFW-CLT', rv_attr=u'Actual_Arrival', assigned_val=u'10:13')
Row(rv_index=u'2011-12-16-UA-2708-EWR-CLT', rv_attr=u'Actual_Arrival', assigned_val=u'5:42')
Row(rv_index=u'2011-12-16-UA-3050-PHX-CLT', rv_attr=u'Actual_Arrival', assigned_val=u'5:16')
Row(rv_index=u'2011-12-16-UA-3515-IAD-MSP', rv_attr=u'Actual_Arrival', assigned_val=u'10:18')
Row(rv_index=u'2011-12-16-UA-3925-IAD-ORF', rv_attr=u'Actual_Arrival', assigned_val=u'9:58')
Row(rv_index=u'2011-12-16-UA-5487-SFO-MRY', rv_attr=u'Actual_Arrival', assigned_val=u'11:45')
Row(rv_index=u'2011-12-16-UA-843-LAX-ORD', rv_attr=u'Actual_Arrival', assigned_val=u'8:17')
Row(rv_index=u'2011-12-16-UA-938-DEN-ORD', rv_attr=u'Actual_Arrival', assigned_val=u'7:14')
Row(rv_index=u'2011-12-17-AA-1007-MIA-PHX', rv_attr=u'Actual_Arrival', assigned_val=u'7:50')
Row(rv_index=u'2011-12-17-AA-1434-DFW-MCO', rv_attr=u'Actual_Arrival', assigned_val=u'10:33')
Row(rv_index=u'2011-12-17-AA-1664-MIA-ATL', rv_attr=u'Actual_Arrival', assigned_val=u'11:57')
Row(rv_index=u'2011-12-17-AA-1917-JFK-MCO', rv_attr=u'Actual_Arrival', assigned_val=u'7:08')
Row(rv_index=u'2011-12-17-AA-204-LAX-MCO', rv_attr=u'Actual_Arrival', assigned_val=u'December 18; 2011     ')
Row(rv_index=u'2011-12-17-AA-2268-PHX-ORD', rv_attr=u'Actual_Arrival', assigned_val=u'11:36')
Row(rv_index=u'2011-12-17-AA-2525-DFW-MIA', rv_attr=u'Actual_Arrival', assigned_val=u'11:02')
Row(rv_index=u'2011-12-17-AA-3-JFK-LAX', rv_attr=u'Actual_Arrival', assigned_val=u'2:40')
Row(rv_index=u'2011-12-17-AA-3979-CVG-ORD', rv_attr=u'Actual_Arrival', assigned_val=u'8:18')
Row(rv_index=u'2011-12-17-AA-404-MIA-MCO', rv_attr=u'Actual_Arrival', assigned_val=u'7:41')
Row(rv_index=u'2011-12-17-AA-4330-CVG-ORD', rv_attr=u'Actual_Arrival', assigned_val=u'4:44')
Row(rv_index=u'2011-12-17-AA-518-MIA-JFK', rv_attr=u'Actual_Arrival', assigned_val=u'9:07')
Row(rv_index=u'2011-12-17-AA-59-JFK-SFO', rv_attr=u'Actual_Arrival', assigned_val=u'10:32')
Row(rv_index=u'2011-12-17-AA-85-JFK-SFO', rv_attr=u'Actual_Arrival', assigned_val=u'6:15')
Row(rv_index=u'2011-12-17-CO-1023-IAH-DEN', rv_attr=u'Actual_Arrival', assigned_val=u'1:54')
Row(rv_index=u'2011-12-17-CO-1193-EWR-MCO', rv_attr=u'Actual_Arrival', assigned_val=u'12:47')
Row(rv_index=u'2011-12-17-CO-1250-MIA-IAH', rv_attr=u'Actual_Arrival', assigned_val=u'4:36')
Row(rv_index=u'2011-12-17-CO-1561-PHX-IAH', rv_attr=u'Actual_Arrival', assigned_val=u'10:55')
Row(rv_index=u'2011-12-17-CO-1614-LAX-IAH', rv_attr=u'Actual_Arrival', assigned_val=u'5:59')
Row(rv_index=u'2011-12-17-CO-58-DEN-IAH', rv_attr=u'Actual_Arrival', assigned_val=u'2:51')
Row(rv_index=u'2011-12-17-UA-248-PHX-ORD', rv_attr=u'Actual_Arrival', assigned_val=u'5:12')
Row(rv_index=u'2011-12-17-UA-248-PHX-ORD', rv_attr=u'Actual_Arrival', assigned_val=u'5:20')
Row(rv_index=u'2011-12-17-UA-257-JFK-SFO', rv_attr=u'Actual_Arrival', assigned_val=u'6:23')
Row(rv_index=u'2011-12-17-UA-2704-DTW-PHX', rv_attr=u'Actual_Arrival', assigned_val=u'1:49')
Row(rv_index=u'2011-12-17-UA-3099-PHX-PHL', rv_attr=u'Actual_Arrival', assigned_val=u'6:11')
Row(rv_index=u'2011-12-17-UA-6273-YYC-SFO', rv_attr=u'Actual_Arrival', assigned_val=u'9:51')
Row(rv_index=u'2011-12-17-UA-664-ORD-PHL', rv_attr=u'Actual_Arrival', assigned_val=u'4:41')
Row(rv_index=u'2011-12-17-UA-843-LAX-ORD', rv_attr=u'Actual_Arrival', assigned_val=u'8:27')
Row(rv_index=u'2011-12-17-UA-938-DEN-ORD', rv_attr=u'Actual_Arrival', assigned_val=u'7:25')
Row(rv_index=u'2011-12-18-AA-1279-DFW-PHX', rv_attr=u'Actual_Arrival', assigned_val=u'3:18')
Row(rv_index=u'2011-12-18-AA-1522-SFO-ORD', rv_attr=u'Actual_Arrival', assigned_val=u'December 19; 2011     ')
