aa	AA-1007-TPA-MIA	12/05/2011 01:55 PM	12/05/2011 02:11 PM	F78	12/05/2011 03:00 PM	12/05/2011 03:01 PM	D5
aa	AA-1514-MIA-LGA	12/05/2011 04:15 PM	12/05/2011 06:01 PM	D6	12/05/2011 07:15 PM	12/05/2011 08:56 PM	D1
flightexplorer	AA-1514-MIA-LGA		12/5/2011 6:01PM EST			12/5/2011 8:32PM EST	
airtravelcenter	AA-1514-MIA-LGA		12/5/11 6:01 PM (-05:00)			12/5/11 8:32 PM (-05:00)	
myrateplan	AA-1514-MIA-LGA		12/5/11 6:01 PM (-05:00)			12/5/11 8:32 PM (-05:00)	
helloflight	AA-1514-MIA-LGA		12/5/11 6:01 PM (-05:00)			12/5/11 8:32 PM (-05:00)	
flytecomm	AA-1514-MIA-LGA		12/5/11 6:01 PM (-05:00)			12/5/11 8:32 PM (-05:00)	
flightaware	AA-1514-MIA-LGA	2011-12-05 04:15PM EST	2011-12-05 06:01PM EST	 D6 	2011-12-05 06:51PM EST	2011-12-05 08:37PM EST	 D1 
wunderground	AA-1514-MIA-LGA	2011-12-05 04:15PM EST	2011-12-05 06:01PM EST	 D6 	2011-12-05 06:51PM EST	2011-12-05 08:37PM EST	 D1 
flights	AA-1514-MIA-LGA	04:15 PM  Mon 05-Dec-2011	06:01 PM  Mon 05-Dec-2011	D6	07:15 PM  Mon 05-Dec-2011	08:56 PM  Mon 05-Dec-2011	D1
businesstravellogue	AA-1514-MIA-LGA	04:15 PM  Mon 05-Dec-2011	06:01 PM  Mon 05-Dec-2011	D6	07:15 PM  Mon 05-Dec-2011	08:56 PM  Mon 05-Dec-2011	D1
flylouisville	AA-1514-MIA-LGA	04:15 PM  Mon 05-Dec-2011	06:01 PM  Mon 05-Dec-2011	D6	07:15 PM  Mon 05-Dec-2011	08:56 PM  Mon 05-Dec-2011	D1
world-flight-tracker	AA-1514-MIA-LGA	2011-12-05 4:15 PM	2011-12-05 6:01 PM		2011-12-05 7:15 PM	2011-12-05 8:56 PM	
flightview	AA-1514-MIA-LGA	4:15 PM, Dec 05	6:01 PM, Dec 05	Terminal D - D6	7:15 PM, Dec 05	8:56 PM, Dec 05	D1
panynj	AA-1514-MIA-LGA	4:15 PM, Dec 05	6:01 PM, Dec 05	Terminal D - D6	7:15 PM, Dec 05	8:56 PM, Dec 05	D1
gofox	AA-1514-MIA-LGA	4:15 PM, Dec 05	6:01 PM, Dec 05		7:15 PM, Dec 05	8:56 PM, Dec 05	
foxbusiness	AA-1514-MIA-LGA	4:15 PM, Dec 05	6:01 PM, Dec 05	Terminal D - D6	7:15 PM, Dec 05	8:56 PM, Dec 05	D1
allegiantair	AA-1514-MIA-LGA	4:15 PM, Dec 05	6:01 PM, Dec 05	Terminal D - D6	7:15 PM, Dec 05	8:56 PM, Dec 05	D1
boston	AA-1514-MIA-LGA	4:15 PM, Dec 05	6:01 PM, Dec 05		7:15 PM, Dec 05	8:53 PM, Dec 05	
travelocity	AA-1514-MIA-LGA	Dec 05 - 4:15pm	Dec 05 - 5:46pm	D6	Dec 05 - 7:15pm	Dec 05 - 8:56pm	D1
orbitz	AA-1514-MIA-LGA	4:15pDec 5	5:46pDec 5	 D6	7:15pDec 5	8:56pDec 5	 D1
weather	AA-1514-MIA-LGA	2011-12-05 04:15 PM			2011-12-05 07:15 PM		
usatoday	AA-1514-MIA-LGA	4:15 PM, Dec 05	6:01 PM, Dec 05		7:15 PM, Dec 05	8:53 PM, Dec 05	
mytripandmore	AA-1514-MIA-LGA	4:15pDec 5	5:46pDec 5	 D6	7:15pDec 5	8:56pDec 5	 D1
flightarrival	AA-1514-MIA-LGA	2011-12-05 04:15 PM			2011-12-05 07:15 PM		
aa	AA-34-LAX-JFK	12/05/2011 08:05 AM	12/05/2011 08:19 AM	48B	12/05/2011 04:30 PM	12/05/2011 04:37 PM	38
flightexplorer	AA-34-LAX-JFK		12/5/2011 8:20AM PST			12/5/2011 4:24PM EST	
airtravelcenter	AA-34-LAX-JFK		12/5/11 8:20 AM (-08:00)			12/5/11 4:23 PM (-05:00)	
myrateplan	AA-34-LAX-JFK		12/5/11 8:20 AM (-08:00)			12/5/11 4:23 PM (-05:00)	
helloflight	AA-34-LAX-JFK		12/5/11 8:20 AM (-08:00)			12/5/11 4:23 PM (-05:00)	
flytecomm	AA-34-LAX-JFK		12/5/11 8:20 AM (-08:00)			12/5/11 4:23 PM (-05:00)	
flightaware	AA-34-LAX-JFK	2011-12-05 08:20AM PST	2011-12-05 08:20AM PST	 48B 	2011-12-05 04:24PM EST	2011-12-05 03:52PM EST	 38 
wunderground	AA-34-LAX-JFK	2011-12-05 08:20AM PST	2011-12-05 08:20AM PST	 48B 	2011-12-05 04:24PM EST	2011-12-05 03:52PM EST	 38 
flights	AA-34-LAX-JFK	08:05 AM  Mon 05-Dec-2011	08:19 AM  Mon 05-Dec-2011	48B	04:30 PM  Mon 05-Dec-2011	04:37 PM  Mon 05-Dec-2011	C38
businesstravellogue	AA-34-LAX-JFK	08:05 AM  Mon 05-Dec-2011	08:19 AM  Mon 05-Dec-2011	48B	04:30 PM  Mon 05-Dec-2011	04:37 PM  Mon 05-Dec-2011	C38
flylouisville	AA-34-LAX-JFK	08:05 AM  Mon 05-Dec-2011	08:19 AM  Mon 05-Dec-2011	48B	04:30 PM  Mon 05-Dec-2011	04:37 PM  Mon 05-Dec-2011	C38
flightstats	AA-34-LAX-JFK	2011-12-05 8:05 AM	2011-12-05 8:19 AM		2011-12-05 4:30 PM	2011-12-05 4:37 PM	
quicktrip	AA-34-LAX-JFK	2011-12-05 8:05 AM	2011-12-05 8:19 AM		2011-12-05 4:30 PM	2011-12-05 4:37 PM	
world-flight-tracker	AA-34-LAX-JFK	2011-12-05 8:05 AM	2011-12-05 8:19 AM		2011-12-05 4:30 PM	2011-12-05 4:37 PM	
flightview	AA-34-LAX-JFK	8:05 AM, Dec 05	8:20 AM, Dec 05	Terminal T4 - 48B	4:30 PM, Dec 05	4:37 PM, Dec 05	Terminal 8 - 38
panynj	AA-34-LAX-JFK	8:05 AM, Dec 05	8:20 AM, Dec 05	Terminal T4 - 48B	4:30 PM, Dec 05	4:37 PM, Dec 05	Terminal 8 - 38
gofox	AA-34-LAX-JFK	8:05 AM, Dec 05	8:20 AM, Dec 05		4:30 PM, Dec 05	4:37 PM, Dec 05	
foxbusiness	AA-34-LAX-JFK	8:05 AM, Dec 05	8:20 AM, Dec 05	Terminal T4 - 48B	4:30 PM, Dec 05	4:37 PM, Dec 05	Terminal 8 - 38
allegiantair	AA-34-LAX-JFK	8:05 AM, Dec 05	8:20 AM, Dec 05	Terminal T4 - 48B	4:30 PM, Dec 05	4:37 PM, Dec 05	Terminal 8 - 38
boston	AA-34-LAX-JFK	8:05 AM, Dec 05	8:20 AM, Dec 05		4:30 PM, Dec 05	4:27 PM, Dec 05	
travelocity	AA-34-LAX-JFK	Dec 05 - 8:05am	Dec 05 - 7:58am	48B/T4	Dec 05 - 4:30pm	Dec 05 - 4:37pm	38/8
orbitz	AA-34-LAX-JFK	8:05aDec 5	7:58aDec 5	 48B	4:30pDec 5	4:37pDec 5	 38
weather	AA-34-LAX-JFK	2011-12-05 08:05 AM			2011-12-05 04:30 PM		
mytripandmore	AA-34-LAX-JFK	8:05aDec 5	7:58aDec 5	 48B	4:30pDec 5	4:37pDec 5	 38
flightwise	AA-34-LAX-JFK	2011-12-05 08:20AM PST	2011-12-05 08:20AM PST	 48B 	2011-12-05 04:24PM EST	2011-12-05 03:52PM EST	 38 
flightarrival	AA-34-LAX-JFK	2011-12-05 8:05 AM	2011-12-05 8:19 AM		2011-12-05 4:30 PM	2011-12-05 4:37 PM	
aa	AA-451-ORD-SFO	12/05/2011 10:05 AM	12/05/2011 10:16 AM	K10	12/05/2011 12:50 PM		56B
aa	AA-451-ORD-SFO	12/05/2011 10:05 AM	12/05/2011 10:16 AM	K10	12/05/2011 12:50 PM	12/05/2011 12:17 PM	56B
flightexplorer	AA-451-ORD-SFO		12/5/2011 10:17AM CST			12/5/2011 12:14PM PST	
flightexplorer	AA-451-ORD-SFO		12/5/2011 10:17AM CST			12/5/2011 12:09PM PST	
airtravelcenter	AA-451-ORD-SFO		12/5/11 10:17 AM (-06:00)			12/5/11 12:27 PM (-08:00)	
airtravelcenter	AA-451-ORD-SFO		12/5/11 10:17 AM (-06:00)			12/5/11 12:13 PM (-08:00)	
myrateplan	AA-451-ORD-SFO		12/5/11 10:17 AM (-06:00)			12/5/11 12:27 PM (-08:00)	
myrateplan	AA-451-ORD-SFO		12/5/11 10:17 AM (-06:00)			12/5/11 12:13 PM (-08:00)	
helloflight	AA-451-ORD-SFO		12/5/11 10:17 AM (-06:00)			12/5/11 12:27 PM (-08:00)	
helloflight	AA-451-ORD-SFO		12/5/11 10:17 AM (-06:00)			12/5/11 12:13 PM (-08:00)	
flytecomm	AA-451-ORD-SFO		12/5/11 10:17 AM (-06:00)			12/5/11 12:27 PM (-08:00)	
flytecomm	AA-451-ORD-SFO		12/5/11 10:17 AM (-06:00)			12/5/11 12:13 PM (-08:00)	
flightaware	AA-451-ORD-SFO	2011-12-05 10:05AM CST	2011-12-05 10:16AM CST	 K10 	2011-12-05 12:04PM PST	2011-12-05 12:14PM PST	 56B 
flightaware	AA-451-ORD-SFO	2011-12-05 10:05AM CST	2011-12-05 10:17AM CST	 K10 	2011-12-05 12:04PM PST	2011-12-05 12:09PM PST	 56B 
wunderground	AA-451-ORD-SFO	2011-12-05 10:05AM CST	2011-12-05 10:16AM CST	 K10 	2011-12-05 12:04PM PST	2011-12-05 12:14PM PST	 56B 
wunderground	AA-451-ORD-SFO	2011-12-05 10:05AM CST	2011-12-05 10:17AM CST	 K10 	2011-12-05 12:04PM PST	2011-12-05 12:09PM PST	 56B 
flights	AA-451-ORD-SFO	10:05 AM  Mon 05-Dec-2011	10:16 AM  Mon 05-Dec-2011	K10	12:50 PM  Mon 05-Dec-2011	12:17 PM  Mon 05-Dec-2011	56B
flights	AA-451-ORD-SFO	10:05 AM  Mon 05-Dec-2011		K10	12:50 PM  Mon 05-Dec-2011		56B
businesstravellogue	AA-451-ORD-SFO	10:05 AM  Mon 05-Dec-2011	10:16 AM  Mon 05-Dec-2011	K10	12:50 PM  Mon 05-Dec-2011	12:17 PM  Mon 05-Dec-2011	56B
businesstravellogue	AA-451-ORD-SFO	10:05 AM  Mon 05-Dec-2011		K10	12:50 PM  Mon 05-Dec-2011		56B
flylouisville	AA-451-ORD-SFO	10:05 AM  Mon 05-Dec-2011	10:16 AM  Mon 05-Dec-2011	K10	12:50 PM  Mon 05-Dec-2011	12:17 PM  Mon 05-Dec-2011	56B
flylouisville	AA-451-ORD-SFO	10:05 AM  Mon 05-Dec-2011		K10	12:50 PM  Mon 05-Dec-2011		56B
flightstats	AA-451-ORD-SFO	2011-12-05 10:05 AM	2011-12-05 10:16 AM		2011-12-05 12:50 PM	2011-12-05 12:17 PM	
quicktrip	AA-451-ORD-SFO	2011-12-05 10:05 AM	2011-12-05 10:16 AM		2011-12-05 12:50 PM	2011-12-05 12:17 PM	
world-flight-tracker	AA-451-ORD-SFO	2011-12-05 10:05 AM	2011-12-05 10:16 AM		2011-12-05 12:50 PM	2011-12-05 12:20 PM (Estimated)	
world-flight-tracker	AA-451-ORD-SFO	2011-12-05 10:05 AM	2011-12-05 10:16 AM		2011-12-05 12:50 PM	2011-12-05 12:17 PM	
flightview	AA-451-ORD-SFO	10:05 AM, Dec 05	10:17 AM, Dec 05	Terminal T3 - K10	12:50 PM, Dec 05	12:17 PM, Dec 05	Terminal 2 - 56B
flightview	AA-451-ORD-SFO	10:05 AM, Dec 05	10:17 AM, Dec 05		12:50 PM, Dec 05		
panynj	AA-451-ORD-SFO	10:05 AM, Dec 05	10:17 AM, Dec 05	Terminal T3 - K10	12:50 PM, Dec 05	12:17 PM, Dec 05	Terminal 2 - 56B
panynj	AA-451-ORD-SFO	10:05 AM, Dec 05	10:17 AM, Dec 05		12:50 PM, Dec 05		
gofox	AA-451-ORD-SFO	10:05 AM, Dec 05	10:17 AM, Dec 05		12:50 PM, Dec 05	12:17 PM, Dec 05	
gofox	AA-451-ORD-SFO	10:05 AM, Dec 05	10:17 AM, Dec 05		12:50 PM, Dec 05		
foxbusiness	AA-451-ORD-SFO	10:05 AM, Dec 05	10:17 AM, Dec 05	Terminal T3 - K10	12:50 PM, Dec 05	12:17 PM, Dec 05	Terminal 2 - 56B
foxbusiness	AA-451-ORD-SFO	10:05 AM, Dec 05	10:17 AM, Dec 05		12:50 PM, Dec 05		
allegiantair	AA-451-ORD-SFO	10:05 AM, Dec 05	10:17 AM, Dec 05	Terminal T3 - K10	12:50 PM, Dec 05	12:17 PM, Dec 05	Terminal 2 - 56B
allegiantair	AA-451-ORD-SFO	10:05 AM, Dec 05	10:17 AM, Dec 05		12:50 PM, Dec 05		
boston	AA-451-ORD-SFO	10:05 AM, Dec 05	10:17 AM, Dec 05		12:50 PM, Dec 05	12:14 PM, Dec 05	
boston	AA-451-ORD-SFO	10:05 AM, Dec 05	10:17 AM, Dec 05		12:50 PM, Dec 05	12:18 PM, Dec 05&nbsp(Estimated)	
travelocity	AA-451-ORD-SFO	Dec 05 - 10:05am	Dec 05 - 10:03am	K10/T3	Dec 05 - 12:50pm	Dec 05 - 12:17pm	56B
travelocity	AA-451-ORD-SFO	Dec 05 - 10:05am	Dec 05 - 10:03am	K10/T3	Dec 05 - 12:50pm	Dec 05 - 12:20pm*	56B
orbitz	AA-451-ORD-SFO	10:05aDec 5	10:03aDec 5	 K10	11:50aDec 5		 56B
orbitz	AA-451-ORD-SFO	10:05aDec 5	10:03aDec 5	 K10	12:50pDec 5	12:17pDec 5	 56B
weather	AA-451-ORD-SFO	2011-12-05 10:05 AM	2011-12-05 10:17 AM		2011-12-05 12:50 PM	2011-12-05 12:15 PM	
weather	AA-451-ORD-SFO	2011-12-05 10:05 AM	2011-12-05 10:17 AM		2011-12-05 12:50 PM	2011-12-05 12:27 PM	
sfo	AA-451-ORD-SFO				2011-12-05 12:50 PM		56
ord	AA-451-ORD-SFO	2011-12-05 10:05 AM		K10	2011-12-05 12:50 PM		56B
usatoday	AA-451-ORD-SFO	2011-12-05 10:05 AM	2011-12-05 10:17 AM		2011-12-05 12:50 PM	2011-12-05 12:27 PM	
ua	UA-2563-CLT-ORD	Mon, Dec 5 8:15 PM	Mon, Dec 5 8:15 PM	B11	Mon, Dec 5 9:16 PM	Mon, Dec 5 9:04 PM	F10
airtravelcenter	UA-2563-CLT-ORD		12/5/11 8:25 PM (-05:00)			12/5/11 8:56 PM (-06:00)	
myrateplan	UA-2563-CLT-ORD		12/5/11 8:25 PM (-05:00)			12/5/11 8:56 PM (-06:00)	
helloflight	UA-2563-CLT-ORD		12/5/11 8:25 PM (-05:00)			12/5/11 8:56 PM (-06:00)	
flytecomm	UA-2563-CLT-ORD		12/5/11 8:25 PM (-05:00)			12/5/11 8:56 PM (-06:00)	
flightaware	UA-2563-CLT-ORD	2011-12-05 08:15PM EST	2011-12-05 08:25PM EST		2011-12-05 09:06PM CST	2011-12-05 08:53PM CST	
wunderground	UA-2563-CLT-ORD	2011-12-05 08:15PM EST	2011-12-05 08:25PM EST		2011-12-05 09:06PM CST	2011-12-05 08:53PM CST	
flights	UA-2563-CLT-ORD	08:15 PM  Mon 05-Dec-2011	08:12 PM  Mon 05-Dec-2011	B11	09:16 PM  Mon 05-Dec-2011	09:04 PM  Mon 05-Dec-2011	F10
businesstravellogue	UA-2563-CLT-ORD	08:15 PM  Mon 05-Dec-2011	08:12 PM  Mon 05-Dec-2011	B11	09:16 PM  Mon 05-Dec-2011	09:04 PM  Mon 05-Dec-2011	F10
flylouisville	UA-2563-CLT-ORD	08:15 PM  Mon 05-Dec-2011	08:12 PM  Mon 05-Dec-2011	B11	09:16 PM  Mon 05-Dec-2011	09:04 PM  Mon 05-Dec-2011	F10
world-flight-tracker	UA-2563-CLT-ORD	2011-12-05 8:15 PM	2011-12-05 8:12 PM		2011-12-05 9:16 PM	2011-12-05 9:04 PM	
travelocity	UA-2563-CLT-ORD	Dec 05 - 8:15pm	Dec 05 - Contact Airline	Not provided by airline	Dec 05 - 9:16pm	Dec 05 - Contact Airline	Not provided by airline
orbitz	UA-2563-CLT-ORD	8:15pDec 5	8:12pDec 5	 B11	9:16pDec 5	9:04pDec 5	 F10
weather	UA-2563-CLT-ORD	2011-12-05 08:15 PM			2011-12-05 09:16 PM		
mytripandmore	UA-2563-CLT-ORD	8:15pDec 5	8:12pDec 5	 B11	9:16pDec 5	9:04pDec 5	 F10
flightwise	UA-2563-CLT-ORD	2011-12-05 08:15PM EST	2011-12-05 08:25PM EST		2011-12-05 09:06PM CST	2011-12-05 08:53PM CST	
CO	CO-1672-PHL-IAH	Mon., Dec.05, 2011 5:34 p.m.	Mon., Dec.05, 2011 5:32 p.m.		Mon., Dec.05, 2011 8:20 p.m.	Mon., Dec.05, 2011 8:31 p.m.	
airtravelcenter	CO-1672-PHL-IAH	12/5/11 5:34 PM (-05:00)			12/5/11 8:20 PM (-06:00)		
myrateplan	CO-1672-PHL-IAH	12/5/11 5:34 PM (-05:00)			12/5/11 8:20 PM (-06:00)		
helloflight	CO-1672-PHL-IAH	12/5/11 5:34 PM (-05:00)			12/5/11 8:20 PM (-06:00)		
flytecomm	CO-1672-PHL-IAH	12/5/11 5:34 PM (-05:00)			12/5/11 8:20 PM (-06:00)		
flightaware	CO-1672-PHL-IAH	2011-12-05 05:34PM EST	2011-12-05 05:46PM EST	 D3 	2011-12-05 08:15PM CST	2011-12-05 08:17PM CST	 24 
wunderground	CO-1672-PHL-IAH	2011-12-05 05:34PM EST	2011-12-05 05:46PM EST	 D3 	2011-12-05 08:15PM CST	2011-12-05 08:17PM CST	 24 
flights	CO-1672-PHL-IAH	05:34 PM  Mon 05-Dec-2011	05:32 PM  Mon 05-Dec-2011	D3	08:20 PM  Mon 05-Dec-2011	08:31 PM  Mon 05-Dec-2011	24
businesstravellogue	CO-1672-PHL-IAH	05:34 PM  Mon 05-Dec-2011	05:32 PM  Mon 05-Dec-2011	D3	08:20 PM  Mon 05-Dec-2011	08:31 PM  Mon 05-Dec-2011	24
flylouisville	CO-1672-PHL-IAH	05:34 PM  Mon 05-Dec-2011	05:32 PM  Mon 05-Dec-2011	D3	08:20 PM  Mon 05-Dec-2011	08:31 PM  Mon 05-Dec-2011	24
flightstats	CO-1672-PHL-IAH	2011-12-05 5:34 PM	2011-12-05 5:32 PM		2011-12-05 8:20 PM	2011-12-05 8:31 PM	
quicktrip	CO-1672-PHL-IAH	2011-12-05 5:34 PM	2011-12-05 5:32 PM		2011-12-05 8:20 PM	2011-12-05 8:31 PM	
world-flight-tracker	CO-1672-PHL-IAH	2011-12-05 5:34 PM	2011-12-05 5:32 PM		2011-12-05 8:20 PM	2011-12-05 8:31 PM	
flightview	CO-1672-PHL-IAH	5:34 PM, Dec 05	5:46 PM, Dec 05	Terminal Conc D - D3	8:20 PM, Dec 05	8:31 PM, Dec 05	Term C - C24
panynj	CO-1672-PHL-IAH	5:34 PM, Dec 05	5:46 PM, Dec 05	Terminal Conc D - D3	8:20 PM, Dec 05	8:31 PM, Dec 05	Term C - C24
gofox	CO-1672-PHL-IAH	5:34 PM, Dec 05	5:46 PM, Dec 05		8:20 PM, Dec 05	8:31 PM, Dec 05	
foxbusiness	CO-1672-PHL-IAH	5:34 PM, Dec 05	5:46 PM, Dec 05	Terminal Conc D - D3	8:20 PM, Dec 05	8:31 PM, Dec 05	Term C - C24
allegiantair	CO-1672-PHL-IAH	5:34 PM, Dec 05	5:46 PM, Dec 05	Terminal Conc D - D3	8:20 PM, Dec 05	8:31 PM, Dec 05	Term C - C24
boston	CO-1672-PHL-IAH	5:34 PM, Dec 05	5:46 PM, Dec 05		8:20 PM, Dec 05	8:18 PM, Dec 05	
travelocity	CO-1672-PHL-IAH	Dec 05 - 5:34pm	Dec 05 - 5:32pm	D3	Dec 05 - 8:20pm	Dec 05 - 8:31pm	C-24
orbitz	CO-1672-PHL-IAH	5:34pDec 5	5:32pDec 5	 D3	8:20pDec 5	8:31pDec 5	 24
weather	CO-1672-PHL-IAH	2011-12-05 05:34 PM			2011-12-05 08:20 PM		
phl	CO-1672-PHL-IAH	2011-12-05 5:34 PM		D3			
usatoday	CO-1672-PHL-IAH	5:34 PM, Dec 05	5:46 PM, Dec 05		8:20 PM, Dec 05	8:18 PM, Dec 05	
flightarrival	CO-1672-PHL-IAH	5:34 PM, Dec 05	5:46 PM, Dec 05		8:20 PM, Dec 05	8:18 PM, Dec 05	
aa	AA-282-YVR-DFW	12/05/2011 08:25 AM	12/05/2011 09:00 AM	E79	12/05/2011 02:15 PM	12/05/2011 02:43 PM	D29
flightexplorer	AA-282-YVR-DFW		12/5/2011 9:00AM PST			12/5/2011 2:34PM CST	
airtravelcenter	AA-282-YVR-DFW		12/5/11 8:59 AM (-08:00)			12/5/11 2:34 PM (-06:00)	
myrateplan	AA-282-YVR-DFW		12/5/11 8:59 AM (-08:00)			12/5/11 2:34 PM (-06:00)	
helloflight	AA-282-YVR-DFW		12/5/11 8:59 AM (-08:00)			12/5/11 2:34 PM (-06:00)	
flytecomm	AA-282-YVR-DFW		12/5/11 8:59 AM (-08:00)			12/5/11 2:34 PM (-06:00)	
flights	AA-282-YVR-DFW	08:25 AM  Mon 05-Dec-2011	09:00 AM  Mon 05-Dec-2011	E79	02:15 PM  Mon 05-Dec-2011	02:43 PM  Mon 05-Dec-2011	D29
businesstravellogue	AA-282-YVR-DFW	08:25 AM  Mon 05-Dec-2011	09:00 AM  Mon 05-Dec-2011	E79	02:15 PM  Mon 05-Dec-2011	02:43 PM  Mon 05-Dec-2011	D29
flylouisville	AA-282-YVR-DFW	08:25 AM  Mon 05-Dec-2011	09:00 AM  Mon 05-Dec-2011	E79	02:15 PM  Mon 05-Dec-2011	02:43 PM  Mon 05-Dec-2011	D29
world-flight-tracker	AA-282-YVR-DFW	2011-12-05 8:25 AM	2011-12-05 9:00 AM		2011-12-05 2:15 PM	2011-12-05 2:43 PM	
flightview	AA-282-YVR-DFW	8:25 AM, Dec 05	8:59 AM, Dec 05	E79	2:15 PM, Dec 05	2:37 PM, Dec 05	D29
panynj	AA-282-YVR-DFW	8:25 AM, Dec 05	8:59 AM, Dec 05	E79	2:15 PM, Dec 05	2:37 PM, Dec 05	D29
gofox	AA-282-YVR-DFW	8:25 AM, Dec 05	8:59 AM, Dec 05		2:15 PM, Dec 05	2:37 PM, Dec 05	
foxbusiness	AA-282-YVR-DFW	8:25 AM, Dec 05	8:59 AM, Dec 05	E79	2:15 PM, Dec 05	2:37 PM, Dec 05	D29
allegiantair	AA-282-YVR-DFW	8:25 AM, Dec 05	8:59 AM, Dec 05	E79	2:15 PM, Dec 05	2:37 PM, Dec 05	D29
boston	AA-282-YVR-DFW	8:25 AM, Dec 05	8:59 AM, Dec 05		2:15 PM, Dec 05	2:37 PM, Dec 05	
travelocity	AA-282-YVR-DFW	Dec 05 - 8:25am	Dec 05 - 8:41am	E79/IT	Dec 05 - 2:15pm	Dec 05 - 2:43pm	D29/D
orbitz	AA-282-YVR-DFW	8:35aDec 5	8:41aDec 5	 E79	2:15pDec 5	2:43pDec 5	 D29
weather	AA-282-YVR-DFW	2011-12-05 08:25 AM			2011-12-05 02:15 PM		
dfw	AA-282-YVR-DFW				2011-12-05 2:15 pm		D29
ua	UA-1197-IAH-MSY	Mon, Dec 5 1:15 PM	Mon, Dec 5 1:15 PM            On Time	E17	Mon, Dec 5 2:25 PM	Mon, Dec 5 2:16 PM	D5
flightexplorer	UA-1197-IAH-MSY	12/5/2011 1:30PM CST			12/5/2011 2:16PM CST		
airtravelcenter	UA-1197-IAH-MSY	12/5/11 1:15 PM (-06:00)			12/5/11 2:25 PM (-06:00)		
airtravelcenter	UA-1197-IAH-MSY		12/5/11 1:30 PM (-06:00)			12/5/11 2:16 PM (-06:00)	
myrateplan	UA-1197-IAH-MSY	12/5/11 1:15 PM (-06:00)			12/5/11 2:25 PM (-06:00)		
myrateplan	UA-1197-IAH-MSY		12/5/11 1:30 PM (-06:00)			12/5/11 2:16 PM (-06:00)	
helloflight	UA-1197-IAH-MSY	12/5/11 1:15 PM (-06:00)			12/5/11 2:25 PM (-06:00)		
helloflight	UA-1197-IAH-MSY		12/5/11 1:30 PM (-06:00)			12/5/11 2:16 PM (-06:00)	
flytecomm	UA-1197-IAH-MSY	12/5/11 1:15 PM (-06:00)			12/5/11 2:25 PM (-06:00)		
flytecomm	UA-1197-IAH-MSY		12/5/11 1:30 PM (-06:00)			12/5/11 2:16 PM (-06:00)	
flightaware	UA-1197-IAH-MSY	2011-12-05 01:15PM CST	2011-12-05 01:30PM CST	 E17 	2011-12-05 02:01PM CST	2011-12-05 02:16PM CST	 D5 
wunderground	UA-1197-IAH-MSY	2011-12-05 01:15PM CST	2011-12-05 01:30PM CST	 E17 	2011-12-05 02:01PM CST	2011-12-05 02:16PM CST	 D5 
flights	UA-1197-IAH-MSY	2011-12-05 01:15 PM		17	2011-12-05 02:25 PM		D5
businesstravellogue	UA-1197-IAH-MSY	2011-12-05 01:15 PM		17	2011-12-05 02:25 PM		D5
flylouisville	UA-1197-IAH-MSY	2011-12-05 01:15 PM		17	2011-12-05 02:25 PM		D5
flightview	UA-1197-IAH-MSY	1:15 PMDec 05			2:16 PMDec 05		
panynj	UA-1197-IAH-MSY	1:15 PMDec 05			2:16 PMDec 05		
gofox	UA-1197-IAH-MSY	1:15 PMDec 05			2:16 PMDec 05		
foxbusiness	UA-1197-IAH-MSY	1:15 PMDec 05			2:16 PMDec 05		
allegiantair	UA-1197-IAH-MSY	1:15 PMDec 05			2:16 PMDec 05		
boston	UA-1197-IAH-MSY	1:15 PMDec 05			1:58 PMDec 05		
orbitz	UA-1197-IAH-MSY	1:15pDec 5		 E17	2:07pDec 5		 D5
mytripandmore	UA-1197-IAH-MSY	1:15pDec 5		 E17	2:07pDec 5		 D5
flightwise	UA-1197-IAH-MSY	2011-12-05 01:15PM CST	2011-12-05 01:30PM CST	 E17 	2011-12-05 02:01PM CST	2011-12-05 02:16PM CST	 D5 
flightarrival	UA-1197-IAH-MSY	1:15 PMDec 05			1:58 PMDec 05		
ua	UA-4922-MAF-IAH	Mon, Dec 5 4:40 PM	Mon, Dec 5 4:50 PM	2	Mon, Dec 5 6:20 PM		A26
airtravelcenter	UA-4922-MAF-IAH		12/5/11 5:03 PM (-06:00)			12/5/11 8:09 PM (-06:00)	
myrateplan	UA-4922-MAF-IAH		12/5/11 5:03 PM (-06:00)			12/5/11 8:09 PM (-06:00)	
helloflight	UA-4922-MAF-IAH		12/5/11 5:03 PM (-06:00)			12/5/11 8:09 PM (-06:00)	
flytecomm	UA-4922-MAF-IAH		12/5/11 5:03 PM (-06:00)			12/5/11 8:09 PM (-06:00)	
flights	UA-4922-MAF-IAH		2011-12-05 04:50 PM	2		2011-12-05 06:20 PM	26
businesstravellogue	UA-4922-MAF-IAH		2011-12-05 04:50 PM	2		2011-12-05 06:20 PM	26
flylouisville	UA-4922-MAF-IAH		2011-12-05 04:50 PM	2		2011-12-05 06:20 PM	26
travelocity	UA-4922-MAF-IAH	Dec 05 - 4:40pm	Dec 05 - Contact Airline	Not provided by airline	Dec 05 - 6:20pm	Dec 05 - Contact Airline	Not provided by airline
orbitz	UA-4922-MAF-IAH	4:40pDec 5	4:50pDec 5	 2	11:12pDec 5		 A26
weather	UA-4922-MAF-IAH	2011-12-05 04:40 PM			2011-12-05 06:20 PM		
usatoday	UA-4922-MAF-IAH	2011-12-05 04:40 PM			2011-12-05 06:20 PM		
