CO	CO-4237-EWR-DTW	Sat., Dec.24, 2011 12:33 p.m.	Sat., Dec.24, 2011 12:40 p.m.		Sat., Dec.24, 2011 2:38 p.m.	Sat., Dec.24, 2011 2:33 p.m.	
usatoday	UA-5936-IAD-EWR		3:03 PMDec 24			3:45 PMDec 24	
flightwise	UA-5936-IAD-EWR	2011-12-24 02:52PM EST	2011-12-24 02:52PM EST		2011-12-24 04:15PM EST	2011-12-24 04:15PM EST	
flightarrival	UA-5936-IAD-EWR		3:03 PMDec 24			3:45 PMDec 24	
aa	AA-586-DFW-CLE	December 24, 2011               09:00 AM    	December 24, 2011               08:55 AM    	 C19	December 24, 2011               12:25 PM    	December 24, 2011               12:11 PM    	 A3    
flightexplorer	AA-586-DFW-CLE		12/24/2011 9:07AM CST			12/24/2011 11:58AM EST	
airtravelcenter	AA-586-DFW-CLE		12/24/11 9:05 AM (-06:00)			12/24/11 11:58 AM (-05:00)	
myrateplan	AA-586-DFW-CLE		12/24/11 9:05 AM (-06:00)			12/24/11 11:58 AM (-05:00)	
helloflight	AA-586-DFW-CLE		12/24/11 9:05 AM (-06:00)			12/24/11 11:58 AM (-05:00)	
flytecomm	AA-586-DFW-CLE		12/24/11 9:05 AM (-06:00)			12/24/11 11:58 AM (-05:00)	
flightaware	AA-586-DFW-CLE	2011-12-24 09:00AM CST	2011-12-24 09:07AM CST	 C19 	2011-12-24 12:03PM EST	2011-12-24 11:58AM EST	 A3 
wunderground	AA-586-DFW-CLE	2011-12-24 09:00AM CST	2011-12-24 09:07AM CST	 C19 	2011-12-24 12:03PM EST	2011-12-24 11:58AM EST	 A3 
flights	AA-586-DFW-CLE	09:00 AM  Sat 24-Dec-2011	08:55 AM  Sat 24-Dec-2011	C19	12:25 PM  Sat 24-Dec-2011	12:11 PM  Sat 24-Dec-2011	A3
businesstravellogue	AA-586-DFW-CLE	09:00 AM  Sat 24-Dec-2011	08:55 AM  Sat 24-Dec-2011	C19	12:25 PM  Sat 24-Dec-2011	12:11 PM  Sat 24-Dec-2011	A3
flylouisville	AA-586-DFW-CLE	09:00 AM  Sat 24-Dec-2011	08:55 AM  Sat 24-Dec-2011	C19	12:25 PM  Sat 24-Dec-2011	12:11 PM  Sat 24-Dec-2011	A3
flightstats	AA-586-DFW-CLE	2011-12-24 9:00 AM	2011-12-24 8:55 AM		2011-12-24 12:25 PM	2011-12-24 12:11 PM	
quicktrip	AA-586-DFW-CLE	2011-12-24 9:00 AM	2011-12-24 8:55 AM		2011-12-24 12:25 PM	2011-12-24 12:11 PM	
world-flight-tracker	AA-586-DFW-CLE	2011-12-24 9:00 AM	2011-12-24 8:55 AM		2011-12-24 12:25 PM	2011-12-24 12:11 PM	
flightview	AA-586-DFW-CLE	9:00 AM, Dec 24	9:06 AM, Dec 24		12:25 PM, Dec 24	12:04 PM, Dec 24	
panynj	AA-586-DFW-CLE	9:00 AM, Dec 24	9:06 AM, Dec 24		12:25 PM, Dec 24	12:04 PM, Dec 24	
gofox	AA-586-DFW-CLE	9:00 AM, Dec 24	9:06 AM, Dec 24		12:25 PM, Dec 24	12:04 PM, Dec 24	
foxbusiness	AA-586-DFW-CLE	9:00 AM, Dec 24	9:06 AM, Dec 24		12:25 PM, Dec 24	12:04 PM, Dec 24	
allegiantair	AA-586-DFW-CLE	9:00 AM, Dec 24	9:06 AM, Dec 24		12:25 PM, Dec 24	12:04 PM, Dec 24	
boston	AA-586-DFW-CLE	9:00 AM, Dec 24	9:06 AM, Dec 24		12:25 PM, Dec 24	12:04 PM, Dec 24	
travelocity	AA-586-DFW-CLE	Dec 24 - 9:00am	Dec 24 - 8:55am	C19/C	Dec 24 - 12:25pm	Dec 24 - 12:11pm	A3
orbitz	AA-586-DFW-CLE	9:00aDec 24	8:55aDec 24	 C19	12:25pDec 24	12:11pDec 24	 A3
weather	AA-586-DFW-CLE	2011-12-24 09:00 AM	2011-12-24 09:07 AM		2011-12-24 12:25 PM	2011-12-24 11:58 AM	
usatoday	AA-586-DFW-CLE	2011-12-24 9:00 AM	2011-12-24 8:55 AM		2011-12-24 12:25 PM	2011-12-24 12:11 PM	
flightwise	AA-586-DFW-CLE	2011-12-24 09:00AM CST	2011-12-24 09:07AM CST	 C19 	2011-12-24 12:03PM EST	2011-12-24 11:58AM EST	 A3 
ua	UA-6427-SPI-ORD	Sat, Dec 24 6:00 AM	Sat, Dec 24 5:56 AM	--	Sat, Dec 24 6:58 AM	Sat, Dec 24 6:55 AM	F2A
flightexplorer	UA-6427-SPI-ORD		12/24/2011 6:11AM CST			12/24/2011 6:52AM CST	
airtravelcenter	UA-6427-SPI-ORD		12/24/11 6:11 AM (-06:00)			12/24/11 6:52 AM (-06:00)	
myrateplan	UA-6427-SPI-ORD		12/24/11 6:11 AM (-06:00)			12/24/11 6:52 AM (-06:00)	
helloflight	UA-6427-SPI-ORD		12/24/11 6:11 AM (-06:00)			12/24/11 6:52 AM (-06:00)	
flytecomm	UA-6427-SPI-ORD		12/24/11 6:11 AM (-06:00)			12/24/11 6:52 AM (-06:00)	
flightaware	UA-6427-SPI-ORD	2011-12-24 06:00AM CST	2011-12-24 06:10AM CST		2011-12-24 06:34AM CST	2011-12-24 06:49AM CST	 F2A 
wunderground	UA-6427-SPI-ORD	2011-12-24 06:00AM CST	2011-12-24 06:10AM CST		2011-12-24 06:34AM CST	2011-12-24 06:49AM CST	 F2A 
flights	UA-6427-SPI-ORD	06:00 AM  Sat 24-Dec-2011	05:56 AM  Sat 24-Dec-2011		06:58 AM  Sat 24-Dec-2011	06:55 AM  Sat 24-Dec-2011	
businesstravellogue	UA-6427-SPI-ORD	06:00 AM  Sat 24-Dec-2011	05:56 AM  Sat 24-Dec-2011		06:58 AM  Sat 24-Dec-2011	06:55 AM  Sat 24-Dec-2011	
flylouisville	UA-6427-SPI-ORD	06:00 AM  Sat 24-Dec-2011	05:56 AM  Sat 24-Dec-2011		06:58 AM  Sat 24-Dec-2011	06:55 AM  Sat 24-Dec-2011	
world-flight-tracker	UA-6427-SPI-ORD	2011-12-24 6:00 AM	2011-12-24 5:56 AM		2011-12-24 6:58 AM	2011-12-24 6:55 AM	
flightview	UA-6427-SPI-ORD	6:00 AM, Dec 24	6:11 AM, Dec 24		6:58 AM, Dec 24	6:55 AM, Dec 24	
panynj	UA-6427-SPI-ORD	6:00 AM, Dec 24	6:11 AM, Dec 24		6:58 AM, Dec 24	6:55 AM, Dec 24	
gofox	UA-6427-SPI-ORD	6:00 AM, Dec 24	6:11 AM, Dec 24		6:58 AM, Dec 24	6:55 AM, Dec 24	
foxbusiness	UA-6427-SPI-ORD	6:00 AM, Dec 24	6:11 AM, Dec 24		6:58 AM, Dec 24	6:55 AM, Dec 24	
allegiantair	UA-6427-SPI-ORD	6:00 AM, Dec 24	6:11 AM, Dec 24		6:58 AM, Dec 24	6:55 AM, Dec 24	
boston	UA-6427-SPI-ORD	6:00 AM, Dec 24	6:11 AM, Dec 24		6:58 AM, Dec 24	6:49 AM, Dec 24	
travelocity	UA-6427-SPI-ORD	Dec 24 - Not Available	Dec 24 - 6:10am	CHK	Dec 24 - Not Available	Dec 24 - 6:55am	F2A
orbitz	UA-6427-SPI-ORD	6:00aDec 24	5:56aDec 24	 -	6:58aDec 24	6:55aDec 24	 F2A
ord	UA-6427-SPI-ORD	2011-12-24 6:00 AM		 	2011-12-24 6:58 AM		F2A
usatoday	UA-6427-SPI-ORD	6:00 AM, Dec 24	6:11 AM, Dec 24		6:58 AM, Dec 24	6:49 AM, Dec 24	
mytripandmore	UA-6427-SPI-ORD	6:00aDec 24	5:56aDec 24	 -	6:58aDec 24	6:55aDec 24	 F2A
ua	UA-288-ORD-MCO	Sat, Dec 24 2:52 PM	Sat, Dec 24 2:54 PM            Delayed	C31	Sat, Dec 24 6:29 PM	Sat, Dec 24 6:31 PM	46
flightexplorer	UA-288-ORD-MCO		12/24/2011 3:09PM CST			12/24/2011 6:25PM EST	
airtravelcenter	UA-288-ORD-MCO		12/24/11 3:09 PM (-06:00)			12/24/11 6:31 PM (-05:00)	
myrateplan	UA-288-ORD-MCO		12/24/11 3:09 PM (-06:00)			12/24/11 6:31 PM (-05:00)	
helloflight	UA-288-ORD-MCO		12/24/11 3:09 PM (-06:00)			12/24/11 6:31 PM (-05:00)	
flytecomm	UA-288-ORD-MCO		12/24/11 3:09 PM (-06:00)			12/24/11 6:31 PM (-05:00)	
flightaware	UA-288-ORD-MCO	2011-12-24 02:52PM CST	2011-12-24 03:09PM CST	 C31 	2011-12-24 06:13PM EST	2011-12-24 06:25PM EST	 46 
wunderground	UA-288-ORD-MCO	2011-12-24 02:52PM CST	2011-12-24 03:09PM CST	 C31 	2011-12-24 06:13PM EST	2011-12-24 06:25PM EST	 46 
flights	UA-288-ORD-MCO		2011-12-24 02:54 PM	C31		2011-12-24 06:31 PM	46
businesstravellogue	UA-288-ORD-MCO		2011-12-24 02:54 PM	C31		2011-12-24 06:31 PM	46
flylouisville	UA-288-ORD-MCO		2011-12-24 02:54 PM	C31		2011-12-24 06:31 PM	46
flightstats	UA-288-ORD-MCO	2011-12-24 2:52 PM	2011-12-24 2:54 PM		2011-12-24 6:29 PM	2011-12-24 6:31 PM	
quicktrip	UA-288-ORD-MCO	2011-12-24 2:52 PM	2011-12-24 2:54 PM		2011-12-24 6:29 PM	2011-12-24 6:31 PM	
flightview	UA-288-ORD-MCO		3:09 PMDec 24			6:31 PMDec 24	
panynj	UA-288-ORD-MCO		3:09 PMDec 24			6:31 PMDec 24	
gofox	UA-288-ORD-MCO		3:09 PMDec 24			6:31 PMDec 24	
foxbusiness	UA-288-ORD-MCO		3:09 PMDec 24			6:31 PMDec 24	
allegiantair	UA-288-ORD-MCO		3:09 PMDec 24			6:31 PMDec 24	
boston	UA-288-ORD-MCO		3:09 PMDec 24			6:26 PMDec 24	
orbitz	UA-288-ORD-MCO	2:52pDec 24	2:54pDec 24	 C31	6:29pDec 24	6:31pDec 24	 46
ord	UA-288-ORD-MCO	2011-12-24 2:52 PM		C31	2011-12-24 6:29 PM		46
mco	UA-288-ORD-MCO				2011-12-24 Sat  18:29	2011-12-24 Sat  18:25	46?
ifly	UA-288-ORD-MCO	2011-12-24 2:52 PM	2011-12-24 2:54 PM		2011-12-24 6:29 PM	2011-12-24 6:31 PM	
usatoday	UA-288-ORD-MCO		3:09 PMDec 24			6:26 PMDec 24	
flightarrival	UA-288-ORD-MCO	2011-12-24 2:52 PM	2011-12-24 2:54 PM		2011-12-24 6:29 PM	2011-12-24 6:31 PM	
aa	AA-1688-CUN-DFW	December 24, 2011               03:20 PM    	December 24, 2011               03:18 PM    	 C15	December 24, 2011               06:20 PM    	December 24, 2011               05:59 PM    	 D17    
airtravelcenter	AA-1688-CUN-DFW		12/24/11 3:33 PM (-06:00)			12/24/11 5:45 PM (-06:00)	
myrateplan	AA-1688-CUN-DFW		12/24/11 3:33 PM (-06:00)			12/24/11 5:45 PM (-06:00)	
helloflight	AA-1688-CUN-DFW		12/24/11 3:33 PM (-06:00)			12/24/11 5:45 PM (-06:00)	
flytecomm	AA-1688-CUN-DFW		12/24/11 3:33 PM (-06:00)			12/24/11 5:45 PM (-06:00)	
flights	AA-1688-CUN-DFW		2011-12-24 03:18 PM	C15		2011-12-24 05:59 PM	D17
businesstravellogue	AA-1688-CUN-DFW		2011-12-24 03:18 PM	C15		2011-12-24 05:59 PM	D17
flylouisville	AA-1688-CUN-DFW		2011-12-24 03:18 PM	C15		2011-12-24 05:59 PM	D17
flightview	AA-1688-CUN-DFW		3:37 PMDec 24			5:42 PMDec 24	
panynj	AA-1688-CUN-DFW		3:37 PMDec 24			5:42 PMDec 24	
gofox	AA-1688-CUN-DFW		3:37 PMDec 24			5:42 PMDec 24	
foxbusiness	AA-1688-CUN-DFW		3:37 PMDec 24			5:42 PMDec 24	
allegiantair	AA-1688-CUN-DFW		3:37 PMDec 24			5:42 PMDec 24	
boston	AA-1688-CUN-DFW		3:37 PMDec 24			5:42 PMDec 24	
travelocity	AA-1688-CUN-DFW	Dec 24 - 3:20pm	Dec 24 - 3:18pm	C15	Dec 24 - 6:20pm	Dec 24 - 5:59pm	D17/D
orbitz	AA-1688-CUN-DFW	3:20pDec 24	3:18pDec 24	 C15	6:20pDec 24	5:59pDec 24	 D17
weather	AA-1688-CUN-DFW	2011-12-24 03:20 PM			2011-12-24 06:20 PM		
dfw	AA-1688-CUN-DFW				2011-12-24 6:20 pm		D17
flightarrival	AA-1688-CUN-DFW		3:37 PMDec 24			5:42 PMDec 24	
aa	AA-630-MCO-JFK	December 24, 2011               12:55 PM    	December 24, 2011               12:52 PM    	 15	December 24, 2011               03:30 PM    	December 24, 2011               03:09 PM    	 34    
flightexplorer	AA-630-MCO-JFK		12/24/2011 1:05PM EST			12/24/2011 2:56PM EST	
airtravelcenter	AA-630-MCO-JFK		12/24/11 1:05 PM (-05:00)			12/24/11 2:56 PM (-05:00)	
myrateplan	AA-630-MCO-JFK		12/24/11 1:05 PM (-05:00)			12/24/11 2:56 PM (-05:00)	
helloflight	AA-630-MCO-JFK		12/24/11 1:05 PM (-05:00)			12/24/11 2:56 PM (-05:00)	
flytecomm	AA-630-MCO-JFK		12/24/11 1:05 PM (-05:00)			12/24/11 2:56 PM (-05:00)	
flightaware	AA-630-MCO-JFK	2011-12-24 12:55PM EST	2011-12-24 01:05PM EST	 15 	2011-12-24 03:18PM EST	2011-12-24 03:05PM EST	 34 
wunderground	AA-630-MCO-JFK	2011-12-24 12:55PM EST	2011-12-24 01:05PM EST	 15 	2011-12-24 03:18PM EST	2011-12-24 03:05PM EST	 34 
flights	AA-630-MCO-JFK	12:55 PM  Sat 24-Dec-2011	12:52 PM  Sat 24-Dec-2011	15	03:30 PM  Sat 24-Dec-2011	03:09 PM  Sat 24-Dec-2011	C34
businesstravellogue	AA-630-MCO-JFK	12:55 PM  Sat 24-Dec-2011	12:52 PM  Sat 24-Dec-2011	15	03:30 PM  Sat 24-Dec-2011	03:09 PM  Sat 24-Dec-2011	C34
flylouisville	AA-630-MCO-JFK	12:55 PM  Sat 24-Dec-2011	12:52 PM  Sat 24-Dec-2011	15	03:30 PM  Sat 24-Dec-2011	03:09 PM  Sat 24-Dec-2011	C34
flightstats	AA-630-MCO-JFK	2011-12-24 12:55 PM	2011-12-24 12:52 PM		2011-12-24 3:30 PM	2011-12-24 3:09 PM	
quicktrip	AA-630-MCO-JFK	2011-12-24 12:55 PM	2011-12-24 12:52 PM		2011-12-24 3:30 PM	2011-12-24 3:09 PM	
world-flight-tracker	AA-630-MCO-JFK	2011-12-24 12:55 PM	2011-12-24 12:52 PM		2011-12-24 3:30 PM	2011-12-24 3:09 PM	
flightview	AA-630-MCO-JFK	12:55 PM, Dec 24	1:05 PM, Dec 24	Terminal A - 15	3:30 PM, Dec 24	3:09 PM, Dec 24	Terminal 8 - 34
panynj	AA-630-MCO-JFK	12:55 PM, Dec 24	1:05 PM, Dec 24	Terminal A - 15	3:30 PM, Dec 24	3:09 PM, Dec 24	Terminal 8 - 34
gofox	AA-630-MCO-JFK	12:55 PM, Dec 24	1:05 PM, Dec 24		3:30 PM, Dec 24	3:09 PM, Dec 24	
foxbusiness	AA-630-MCO-JFK	12:55 PM, Dec 24	1:05 PM, Dec 24	Terminal A - 15	3:30 PM, Dec 24	3:09 PM, Dec 24	Terminal 8 - 34
allegiantair	AA-630-MCO-JFK	12:55 PM, Dec 24	1:05 PM, Dec 24	Terminal A - 15	3:30 PM, Dec 24	3:09 PM, Dec 24	Terminal 8 - 34
boston	AA-630-MCO-JFK	12:55 PM, Dec 24	1:05 PM, Dec 24		3:30 PM, Dec 24	3:06 PM, Dec 24	
travelocity	AA-630-MCO-JFK	Dec 24 - 12:55pm	Dec 24 - 12:52pm	15	Dec 24 - 3:30pm	Dec 24 - 3:09pm	34/8
orbitz	AA-630-MCO-JFK	12:55pDec 24	12:52pDec 24	 15	3:30pDec 24	3:09pDec 24	 34
weather	AA-630-MCO-JFK	2011-12-24 12:55 PM	2011-12-24 01:05 PM		2011-12-24 03:30 PM	2011-12-24 03:04 PM	
mco	AA-630-MCO-JFK	2011-12-24 Sat  12:55		15?			
flightwise	AA-630-MCO-JFK	2011-12-24 12:55PM EST	2011-12-24 01:05PM EST	 15 	2011-12-24 03:18PM EST	2011-12-24 03:05PM EST	 34 
flightarrival	AA-630-MCO-JFK	2011-12-24 12:55 PM	2011-12-24 01:05 PM		2011-12-24 03:30 PM	2011-12-24 03:04 PM	
aa	AA-1597-ORD-MEX	December 24, 2011               09:20 AM    	December 24, 2011               09:23 AM    	 K7	December 24, 2011               01:30 PM    	December 24, 2011     	    
airtravelcenter	AA-1597-ORD-MEX		12/24/11 9:48 AM (-06:00)			12/24/11 1:35 PM (-06:00)	
myrateplan	AA-1597-ORD-MEX		12/24/11 9:48 AM (-06:00)			12/24/11 1:35 PM (-06:00)	
helloflight	AA-1597-ORD-MEX		12/24/11 9:48 AM (-06:00)			12/24/11 1:35 PM (-06:00)	
flytecomm	AA-1597-ORD-MEX		12/24/11 9:48 AM (-06:00)			12/24/11 1:35 PM (-06:00)	
flights	AA-1597-ORD-MEX		2011-12-24 09:23 AM	K7		2011-12-24 01:30 PM	
businesstravellogue	AA-1597-ORD-MEX		2011-12-24 09:23 AM	K7		2011-12-24 01:30 PM	
flylouisville	AA-1597-ORD-MEX		2011-12-24 09:23 AM	K7		2011-12-24 01:30 PM	
flightview	AA-1597-ORD-MEX		9:48 AMDec 24			1:46 PMDec 24	
panynj	AA-1597-ORD-MEX		9:48 AMDec 24			1:46 PMDec 24	
gofox	AA-1597-ORD-MEX		9:48 AMDec 24			1:46 PMDec 24	
foxbusiness	AA-1597-ORD-MEX		9:48 AMDec 24			1:46 PMDec 24	
allegiantair	AA-1597-ORD-MEX		9:48 AMDec 24			1:46 PMDec 24	
boston	AA-1597-ORD-MEX		9:48 AMDec 24			1:46 PMDec 24	
orbitz	AA-1597-ORD-MEX	9:20aDec 24	9:23aDec 24	 K7	2:10pDec 24		 -
ord	AA-1597-ORD-MEX	2011-12-24 9:20 AM		K7	2011-12-24 1:30 PM		 
usatoday	AA-1597-ORD-MEX		9:48 AMDec 24			1:46 PMDec 24	
mytripandmore	AA-1597-ORD-MEX	9:20aDec 24	9:23aDec 24	 K7	2:10pDec 24		 -
aa	AA-4368-ORD-CVG	December 24, 2011               03:15 PM    	December 24, 2011               03:11 PM    	 G14	December 24, 2011               05:25 PM    	December 24, 2011               05:08 PM    	 3    
airtravelcenter	AA-4368-ORD-CVG	12/24/11 3:15 PM (-06:00)			12/24/11 5:25 PM (-05:00)		
myrateplan	AA-4368-ORD-CVG	12/24/11 3:15 PM (-06:00)			12/24/11 5:25 PM (-05:00)		
helloflight	AA-4368-ORD-CVG	12/24/11 3:15 PM (-06:00)			12/24/11 5:25 PM (-05:00)		
flytecomm	AA-4368-ORD-CVG	12/24/11 3:15 PM (-06:00)			12/24/11 5:25 PM (-05:00)		
flightaware	AA-4368-ORD-CVG	2011-12-24 03:15PM CST	2011-12-24 03:22PM CST	 G14 	2011-12-24 05:25PM EST	2011-12-24 05:02PM EST	 3 
wunderground	AA-4368-ORD-CVG	2011-12-24 03:15PM CST	2011-12-24 03:22PM CST	 G14 	2011-12-24 05:25PM EST	2011-12-24 05:02PM EST	 3 
flights	AA-4368-ORD-CVG	03:15 PM  Sat 24-Dec-2011	03:11 PM  Sat 24-Dec-2011	G14	05:25 PM  Sat 24-Dec-2011	05:08 PM  Sat 24-Dec-2011	3
businesstravellogue	AA-4368-ORD-CVG	03:15 PM  Sat 24-Dec-2011	03:11 PM  Sat 24-Dec-2011	G14	05:25 PM  Sat 24-Dec-2011	05:08 PM  Sat 24-Dec-2011	3
flylouisville	AA-4368-ORD-CVG	03:15 PM  Sat 24-Dec-2011	03:11 PM  Sat 24-Dec-2011	G14	05:25 PM  Sat 24-Dec-2011	05:08 PM  Sat 24-Dec-2011	3
flightstats	AA-4368-ORD-CVG	2011-12-24 3:15 PM	2011-12-24 3:11 PM		2011-12-24 5:25 PM	2011-12-24 5:08 PM	
quicktrip	AA-4368-ORD-CVG	2011-12-24 3:15 PM	2011-12-24 3:11 PM		2011-12-24 5:25 PM	2011-12-24 5:08 PM	
world-flight-tracker	AA-4368-ORD-CVG	2011-12-24 3:15 PM	2011-12-24 3:11 PM		2011-12-24 5:25 PM	2011-12-24 5:08 PM	
flightview	AA-4368-ORD-CVG	3:15 PM, Dec 24	3:22 PM, Dec 24	G14	5:25 PM, Dec 24	5:07 PM, Dec 24	Terminal 2
panynj	AA-4368-ORD-CVG	3:15 PM, Dec 24	3:22 PM, Dec 24	G14	5:25 PM, Dec 24	5:07 PM, Dec 24	Terminal 2
gofox	AA-4368-ORD-CVG	3:15 PM, Dec 24	3:22 PM, Dec 24		5:25 PM, Dec 24	5:07 PM, Dec 24	
foxbusiness	AA-4368-ORD-CVG	3:15 PM, Dec 24	3:22 PM, Dec 24	G14	5:25 PM, Dec 24	5:07 PM, Dec 24	Terminal 2
allegiantair	AA-4368-ORD-CVG	3:15 PM, Dec 24	3:22 PM, Dec 24	G14	5:25 PM, Dec 24	5:07 PM, Dec 24	Terminal 2
boston	AA-4368-ORD-CVG	3:15 PM, Dec 24	3:22 PM, Dec 24		5:25 PM, Dec 24	5:07 PM, Dec 24	
travelocity	AA-4368-ORD-CVG	Dec 24 - 3:15pm	Dec 24 - 3:11pm	G14/T3	Dec 24 - 5:25pm	Dec 24 - 5:08pm	3
orbitz	AA-4368-ORD-CVG	3:15pDec 24	3:11pDec 24	 G14	5:25pDec 24	5:08pDec 24	 3
weather	AA-4368-ORD-CVG	2011-12-24 03:15 PM			2011-12-24 05:25 PM		
ord	AA-4368-ORD-CVG	2011-12-24 3:15 PM		G14	2011-12-24 5:25 PM		3
ifly	AA-4368-ORD-CVG	2011-12-24 3:15 PM	2011-12-24 3:11 PM		2011-12-24 5:25 PM	2011-12-24 5:08 PM	
flightarrival	AA-4368-ORD-CVG	3:15 PM, Dec 24	3:22 PM, Dec 24		5:25 PM, Dec 24	5:07 PM, Dec 24	
aa	AA-858-MIA-PHL	December 24, 2011               08:55 AM    	December 24, 2011               08:48 AM    	 D34	December 24, 2011               11:40 AM    	December 24, 2011               11:30 AM    	 A3    
flightexplorer	AA-858-MIA-PHL		12/24/2011 9:08AM EST			12/24/2011 11:25AM EST	
airtravelcenter	AA-858-MIA-PHL		12/24/11 9:07 AM (-05:00)			12/24/11 11:25 AM (-05:00)	
myrateplan	AA-858-MIA-PHL		12/24/11 9:07 AM (-05:00)			12/24/11 11:25 AM (-05:00)	
helloflight	AA-858-MIA-PHL		12/24/11 9:07 AM (-05:00)			12/24/11 11:25 AM (-05:00)	
flytecomm	AA-858-MIA-PHL		12/24/11 9:07 AM (-05:00)			12/24/11 11:25 AM (-05:00)	
flights	AA-858-MIA-PHL		2011-12-24 08:48 AM	D34		2011-12-24 11:30 AM	3
businesstravellogue	AA-858-MIA-PHL		2011-12-24 08:48 AM	D34		2011-12-24 11:30 AM	3
flylouisville	AA-858-MIA-PHL		2011-12-24 08:48 AM	D34		2011-12-24 11:30 AM	3
flightstats	AA-858-MIA-PHL	2011-12-24 8:55 AM	2011-12-24 8:48 AM		2011-12-24 11:40 AM	2011-12-24 11:30 AM	
quicktrip	AA-858-MIA-PHL	2011-12-24 8:55 AM	2011-12-24 8:48 AM		2011-12-24 11:40 AM	2011-12-24 11:30 AM	
flightview	AA-858-MIA-PHL		9:08 AMDec 24			11:26 AMDec 24	
panynj	AA-858-MIA-PHL		9:08 AMDec 24			11:26 AMDec 24	
gofox	AA-858-MIA-PHL		9:08 AMDec 24			11:26 AMDec 24	
foxbusiness	AA-858-MIA-PHL		9:08 AMDec 24			11:26 AMDec 24	
allegiantair	AA-858-MIA-PHL		9:08 AMDec 24			11:26 AMDec 24	
boston	AA-858-MIA-PHL		9:08 AMDec 24			11:26 AMDec 24	
orbitz	AA-858-MIA-PHL	8:55aDec 24	8:48aDec 24	 D34	11:40aDec 24	11:30aDec 24	 A3
usatoday	AA-858-MIA-PHL		9:08 AMDec 24			11:26 AMDec 24	
flightarrival	AA-858-MIA-PHL	2011-12-24 8:55 AM	2011-12-24 8:48 AM		2011-12-24 11:40 AM	2011-12-24 11:30 AM	
ua	UA-867-YYZ-SFO	Sat, Dec 24 7:00 AM	Sat, Dec 24 6:58 AM	169	Sat, Dec 24 9:47 AM	Sat, Dec 24 9:24 AM	92
flightexplorer	UA-867-YYZ-SFO		12/24/2011 7:21AM EST			12/24/2011 9:09AM PST	
airtravelcenter	UA-867-YYZ-SFO		12/24/11 7:21 AM (-05:00)			12/24/11 9:04 AM (-08:00)	
myrateplan	UA-867-YYZ-SFO		12/24/11 7:21 AM (-05:00)			12/24/11 9:04 AM (-08:00)	
helloflight	UA-867-YYZ-SFO		12/24/11 7:21 AM (-05:00)			12/24/11 9:04 AM (-08:00)	
flytecomm	UA-867-YYZ-SFO		12/24/11 7:21 AM (-05:00)			12/24/11 9:04 AM (-08:00)	
flights	UA-867-YYZ-SFO		2011-12-24 06:58 AM	169		2011-12-24 09:24 AM	G92
businesstravellogue	UA-867-YYZ-SFO		2011-12-24 06:58 AM	169		2011-12-24 09:24 AM	G92
flylouisville	UA-867-YYZ-SFO		2011-12-24 06:58 AM	169		2011-12-24 09:24 AM	G92
flightview	UA-867-YYZ-SFO		7:21 AMDec 24			9:24 AMDec 24	
panynj	UA-867-YYZ-SFO		7:21 AMDec 24			9:24 AMDec 24	
gofox	UA-867-YYZ-SFO		7:21 AMDec 24			9:24 AMDec 24	
foxbusiness	UA-867-YYZ-SFO		7:21 AMDec 24			9:24 AMDec 24	
allegiantair	UA-867-YYZ-SFO		7:21 AMDec 24			9:24 AMDec 24	
boston	UA-867-YYZ-SFO		7:21 AMDec 24			9:10 AMDec 24	
travelocity	UA-867-YYZ-SFO	Dec 24 - Not Available	Dec 24 - 7:22am	169	Dec 24 - Not Available	Dec 24 - 9:24am	92
orbitz	UA-867-YYZ-SFO	7:00aDec 24	6:58aDec 24	 169	9:47aDec 24	9:24aDec 24	 92
weather	UA-867-YYZ-SFO	2011-12-24 07:00 AM			2011-12-24 09:47 AM		
flightarrival	UA-867-YYZ-SFO		7:21 AMDec 24			9:10 AMDec 24	
aa	AA-2885-DFW-CVG	December 24, 2011               06:00 PM    	December 24, 2011               06:04 PM    	 B23	December 24, 2011               09:10 PM    	December 24, 2011               09:06 PM    	 1    
flightexplorer	AA-2885-DFW-CVG		12/24/2011 6:21PM CST			12/24/2011 8:50PM EST	
airtravelcenter	AA-2885-DFW-CVG		12/24/11 6:21 PM (-06:00)			12/24/11 8:50 PM (-05:00)	
myrateplan	AA-2885-DFW-CVG		12/24/11 6:21 PM (-06:00)			12/24/11 8:50 PM (-05:00)	
helloflight	AA-2885-DFW-CVG		12/24/11 6:21 PM (-06:00)			12/24/11 8:50 PM (-05:00)	
flytecomm	AA-2885-DFW-CVG		12/24/11 6:21 PM (-06:00)			12/24/11 8:50 PM (-05:00)	
flightaware	AA-2885-DFW-CVG	2011-12-24 06:01PM CST	2011-12-24 06:21PM CST	 B23 	2011-12-24 08:59PM EST	2011-12-24 08:54PM EST	 1 
wunderground	AA-2885-DFW-CVG	2011-12-24 06:01PM CST	2011-12-24 06:21PM CST	 B23 	2011-12-24 08:59PM EST	2011-12-24 08:54PM EST	 1 
flights	AA-2885-DFW-CVG	06:00 PM  Sat 24-Dec-2011	06:04 PM  Sat 24-Dec-2011	B23	09:10 PM  Sat 24-Dec-2011	09:06 PM  Sat 24-Dec-2011	1
