ua	UA-1534-RTB-IAH	Sun, Dec 11 2:05 PM	Sun, Dec 11 2:21 PM	--	Sun, Dec 11 5:01 PM	Sun, Dec 11 5:02 PM	E22
flights	UA-2568-PHL-FLL	07:45 AM  Sun 11-Dec-2011	07:40 AM  Sun 11-Dec-2011	B6	10:41 AM  Sun 11-Dec-2011	10:33 AM  Sun 11-Dec-2011	E7
businesstravellogue	UA-2568-PHL-FLL	07:45 AM  Sun 11-Dec-2011	07:40 AM  Sun 11-Dec-2011	B6	10:41 AM  Sun 11-Dec-2011	10:33 AM  Sun 11-Dec-2011	E7
flylouisville	UA-2568-PHL-FLL	07:45 AM  Sun 11-Dec-2011	07:40 AM  Sun 11-Dec-2011	B6	10:41 AM  Sun 11-Dec-2011	10:33 AM  Sun 11-Dec-2011	E7
flightstats	UA-2568-PHL-FLL	2011-12-11 7:45 AM	2011-12-11 7:40 AM		2011-12-11 10:41 AM	2011-12-11 10:33 AM	
quicktrip	UA-2568-PHL-FLL	2011-12-11 7:45 AM	2011-12-11 7:40 AM		2011-12-11 10:41 AM	2011-12-11 10:33 AM	
world-flight-tracker	UA-2568-PHL-FLL	2011-12-11 7:45 AM	2011-12-11 7:40 AM		2011-12-11 10:41 AM	2011-12-11 10:33 AM	
flightview	UA-2568-PHL-FLL	7:45 AM, Dec 11	8:01 AM, Dec 11	B6	10:41 AM, Dec 11	10:30 AM, Dec 11	Terminal 3 - E7
panynj	UA-2568-PHL-FLL	7:45 AM, Dec 11	8:01 AM, Dec 11	B6	10:41 AM, Dec 11	10:30 AM, Dec 11	Terminal 3 - E7
gofox	UA-2568-PHL-FLL	7:45 AM, Dec 11	8:01 AM, Dec 11		10:41 AM, Dec 11	10:30 AM, Dec 11	
foxbusiness	UA-2568-PHL-FLL	7:45 AM, Dec 11	8:01 AM, Dec 11	B6	10:41 AM, Dec 11	10:30 AM, Dec 11	Terminal 3 - E7
allegiantair	UA-2568-PHL-FLL	7:45 AM, Dec 11	8:01 AM, Dec 11	B6	10:41 AM, Dec 11	10:30 AM, Dec 11	Terminal 3 - E7
boston	UA-2568-PHL-FLL	7:45 AM, Dec 11	8:01 AM, Dec 11		10:41 AM, Dec 11	10:30 AM, Dec 11	
travelocity	UA-2568-PHL-FLL	Dec 11 - 7:45am	Dec 11 - Contact Airline	Not provided by airline	Dec 11 - 10:41am	Dec 11 - Contact Airline	Not provided by airline
orbitz	UA-2568-PHL-FLL	7:45aDec 11	7:40aDec 11	 B6	10:41aDec 11	10:33aDec 11	 E7
weather	UA-2568-PHL-FLL	2011-12-11 07:45 AM			2011-12-11 10:41 AM		
ifly	UA-2568-PHL-FLL	2011-12-11 7:45 AM	2011-12-11 7:40 AM		2011-12-11 10:41 AM	2011-12-11 10:33 AM	
usatoday	UA-2568-PHL-FLL	2011-12-11 7:45 AM	2011-12-11 7:40 AM		2011-12-11 10:41 AM	2011-12-11 10:33 AM	
flightarrival	UA-2568-PHL-FLL	2011-12-11 07:45 AM			2011-12-11 10:41 AM		
ua	UA-1977-CVG-CLT	Sun, Dec 11 1:55 PM	Sun, Dec 11 1:55 PM            Delayed	7	Sun, Dec 11 3:20 PM	Sun, Dec 11 3:08 PM	E15
airtravelcenter	UA-1977-CVG-CLT		12/11/11 1:56 PM (-05:00)			12/11/11 2:59 PM (-05:00)	
myrateplan	UA-1977-CVG-CLT		12/11/11 1:56 PM (-05:00)			12/11/11 2:59 PM (-05:00)	
helloflight	UA-1977-CVG-CLT		12/11/11 1:56 PM (-05:00)			12/11/11 2:59 PM (-05:00)	
flytecomm	UA-1977-CVG-CLT		12/11/11 1:56 PM (-05:00)			12/11/11 2:59 PM (-05:00)	
flights	UA-1977-CVG-CLT		2011-12-11 01:48 PM	7		2011-12-11 03:08 PM	E15
businesstravellogue	UA-1977-CVG-CLT		2011-12-11 01:48 PM	7		2011-12-11 03:08 PM	E15
flylouisville	UA-1977-CVG-CLT		2011-12-11 01:48 PM	7		2011-12-11 03:08 PM	E15
flightstats	UA-1977-CVG-CLT	2011-12-11 1:55 PM	2011-12-11 1:48 PM		2011-12-11 3:20 PM	2011-12-11 3:08 PM	
quicktrip	UA-1977-CVG-CLT	2011-12-11 1:55 PM	2011-12-11 1:48 PM		2011-12-11 3:20 PM	2011-12-11 3:08 PM	
flightview	UA-1977-CVG-CLT		1:56 PMDec 11			3:02 PMDec 11	
panynj	UA-1977-CVG-CLT		1:56 PMDec 11			3:02 PMDec 11	
gofox	UA-1977-CVG-CLT		1:56 PMDec 11			3:02 PMDec 11	
foxbusiness	UA-1977-CVG-CLT		1:56 PMDec 11			3:02 PMDec 11	
allegiantair	UA-1977-CVG-CLT		1:56 PMDec 11			3:02 PMDec 11	
boston	UA-1977-CVG-CLT		1:56 PMDec 11			3:02 PMDec 11	
orbitz	UA-1977-CVG-CLT	1:55pDec 11	1:48pDec 11	 -	3:20pDec 11	3:08pDec 11	 -
usatoday	UA-1977-CVG-CLT		1:56 PMDec 11			3:02 PMDec 11	
aa	AA-2348-DFW-ORD	December 11, 2011               12:05 PM    	December 11, 2011               12:03 PM    	 A19	December 11, 2011               02:25 PM    	December 11, 2011               02:11 PM    	 K8    
flightexplorer	AA-2348-DFW-ORD		12/11/2011 12:15PM CST			12/11/2011 2:08PM CST	
airtravelcenter	AA-2348-DFW-ORD		12/11/11 12:15 PM (-06:00)			12/11/11 2:08 PM (-06:00)	
myrateplan	AA-2348-DFW-ORD		12/11/11 12:15 PM (-06:00)			12/11/11 2:08 PM (-06:00)	
helloflight	AA-2348-DFW-ORD		12/11/11 12:15 PM (-06:00)			12/11/11 2:08 PM (-06:00)	
flytecomm	AA-2348-DFW-ORD		12/11/11 12:15 PM (-06:00)			12/11/11 2:08 PM (-06:00)	
flightaware	AA-2348-DFW-ORD	2011-12-11 12:05PM CST	2011-12-11 12:15PM CST	 A19 	2011-12-11 02:16PM CST	2011-12-11 02:04PM CST	 K8 
wunderground	AA-2348-DFW-ORD	2011-12-11 12:05PM CST	2011-12-11 12:15PM CST	 A19 	2011-12-11 02:16PM CST	2011-12-11 02:04PM CST	 K8 
flights	AA-2348-DFW-ORD	12:05 PM  Sun 11-Dec-2011	12:03 PM  Sun 11-Dec-2011	A19	02:25 PM  Sun 11-Dec-2011	02:11 PM  Sun 11-Dec-2011	K8
businesstravellogue	AA-2348-DFW-ORD	12:05 PM  Sun 11-Dec-2011	12:03 PM  Sun 11-Dec-2011	A19	02:25 PM  Sun 11-Dec-2011	02:11 PM  Sun 11-Dec-2011	K8
flylouisville	AA-2348-DFW-ORD	12:05 PM  Sun 11-Dec-2011	12:03 PM  Sun 11-Dec-2011	A19	02:25 PM  Sun 11-Dec-2011	02:11 PM  Sun 11-Dec-2011	K8
flightstats	AA-2348-DFW-ORD	2011-12-11 12:05 PM	2011-12-11 12:03 PM		2011-12-11 2:25 PM	2011-12-11 2:11 PM	
quicktrip	AA-2348-DFW-ORD	2011-12-11 12:05 PM	2011-12-11 12:03 PM		2011-12-11 2:25 PM	2011-12-11 2:11 PM	
world-flight-tracker	AA-2348-DFW-ORD	2011-12-11 12:05 PM	2011-12-11 12:03 PM		2011-12-11 2:25 PM	2011-12-11 2:11 PM	
flightview	AA-2348-DFW-ORD	12:05 PM, Dec 11	12:15 PM, Dec 11	A19	2:25 PM, Dec 11	2:10 PM, Dec 11	K8
panynj	AA-2348-DFW-ORD	12:05 PM, Dec 11	12:15 PM, Dec 11	A19	2:25 PM, Dec 11	2:10 PM, Dec 11	K8
gofox	AA-2348-DFW-ORD	12:05 PM, Dec 11	12:15 PM, Dec 11		2:25 PM, Dec 11	2:10 PM, Dec 11	
foxbusiness	AA-2348-DFW-ORD	12:05 PM, Dec 11	12:15 PM, Dec 11	A19	2:25 PM, Dec 11	2:10 PM, Dec 11	K8
allegiantair	AA-2348-DFW-ORD	12:05 PM, Dec 11	12:15 PM, Dec 11	A19	2:25 PM, Dec 11	2:10 PM, Dec 11	K8
boston	AA-2348-DFW-ORD	12:05 PM, Dec 11	12:15 PM, Dec 11		2:25 PM, Dec 11	2:10 PM, Dec 11	
travelocity	AA-2348-DFW-ORD	Dec 11 - 12:05pm	Dec 11 - 12:03pm	A19/A	Dec 11 - 2:25pm	Dec 11 - 2:11pm	K8/T3
orbitz	AA-2348-DFW-ORD	12:05pDec 11	12:03pDec 11	 A19	2:25pDec 11	2:11pDec 11	 K8
weather	AA-2348-DFW-ORD	2011-12-11 12:05 PM	2011-12-11 12:15 PM		2011-12-11 02:25 PM	2011-12-11 02:05 PM	
ord	AA-2348-DFW-ORD	2011-12-11 12:05 PM		A19	2011-12-11 2:25 PM		K8
mytripandmore	AA-2348-DFW-ORD	12:05pDec 11	12:03pDec 11	 A19	2:25pDec 11	2:11pDec 11	 K8
ua	UA-520-OGG-LAX	Sun, Dec 11 9:00 PM	Sun, Dec 11 9:00 PM	29	Mon, Dec 12 4:13 AM	Mon, Dec 12 4:13 AM	76
flightexplorer	UA-520-OGG-LAX	12/11/2011 9:00PM HST			12/12/2011 4:13AM PST		
airtravelcenter	UA-520-OGG-LAX		12/11/11 9:11 PM (-10:00)			12/12/11 3:31 AM (-08:00)	
myrateplan	UA-520-OGG-LAX		12/11/11 9:11 PM (-10:00)			12/12/11 3:31 AM (-08:00)	
helloflight	UA-520-OGG-LAX		12/11/11 9:11 PM (-10:00)			12/12/11 3:31 AM (-08:00)	
flytecomm	UA-520-OGG-LAX		12/11/11 9:11 PM (-10:00)			12/12/11 3:31 AM (-08:00)	
flights	UA-520-OGG-LAX	09:00 PM  Sun 11-Dec-2011			04:13 AM  Mon 12-Dec-2011		
businesstravellogue	UA-520-OGG-LAX	09:00 PM  Sun 11-Dec-2011			04:13 AM  Mon 12-Dec-2011		
flylouisville	UA-520-OGG-LAX	09:00 PM  Sun 11-Dec-2011			04:13 AM  Mon 12-Dec-2011		
world-flight-tracker	UA-520-OGG-LAX	2011-12-11 9:00 PM	2011-12-11 9:11 PM (Estimated runway)		2011-12-11 4:13 AM	2011-12-11 3:31 AM (Estimated runway)	
flightview	UA-520-OGG-LAX	9:00 PM, Dec 11		29	4:13 AM, Dec 12		76
panynj	UA-520-OGG-LAX	9:00 PM, Dec 11		29	4:13 AM, Dec 12		76
gofox	UA-520-OGG-LAX	9:00 PM, Dec 11			4:13 AM, Dec 12		
foxbusiness	UA-520-OGG-LAX	9:00 PM, Dec 11		29	4:13 AM, Dec 12		76
allegiantair	UA-520-OGG-LAX	9:00 PM, Dec 11		29	4:13 AM, Dec 12		76
boston	UA-520-OGG-LAX	9:00 PM, Dec 11	Not Available		4:13 AM, Dec 12	Not Available	
travelocity	UA-520-OGG-LAX	Dec 11 - 9:00pm	Dec 11 - Not Available	29	Dec 11 - 4:13am	Dec 11 - Not Available	76
orbitz	UA-520-OGG-LAX	9:00pDec 11		 29	4:13aDec 12		 76
usatoday	UA-520-OGG-LAX	9:00 PM, Dec 11	Not Available		4:13 AM, Dec 12	Not Available	
mytripandmore	UA-520-OGG-LAX	Dec 11 - 9:00pm	Dec 11 - Not Available	29	Dec 11 - 4:13am	Dec 11 - Not Available	76
flightarrival	UA-520-OGG-LAX	9:00 PM, Dec 11	Not Available		4:13 AM, Dec 12	Not Available	
ua	UA-2696-DFW-PHL	Sun, Dec 11 5:40 PM	Sun, Dec 11 5:40 PM	E37	Sun, Dec 11 9:39 PM	Sun, Dec 11 9:51 PM	C18
airtravelcenter	UA-2696-DFW-PHL		12/11/11 5:57 PM (-06:00)			12/11/11 9:47 PM (-05:00)	
myrateplan	UA-2696-DFW-PHL		12/11/11 5:57 PM (-06:00)			12/11/11 9:47 PM (-05:00)	
helloflight	UA-2696-DFW-PHL		12/11/11 5:57 PM (-06:00)			12/11/11 9:47 PM (-05:00)	
flytecomm	UA-2696-DFW-PHL		12/11/11 5:57 PM (-06:00)			12/11/11 9:47 PM (-05:00)	
flightaware	UA-2696-DFW-PHL	2011-12-11 05:40PM CST	2011-12-11 05:59PM CST		2011-12-11 09:29PM EST	2011-12-11 09:45PM EST	
wunderground	UA-2696-DFW-PHL	2011-12-11 05:40PM CST	2011-12-11 05:59PM CST		2011-12-11 09:29PM EST	2011-12-11 09:45PM EST	
flights	UA-2696-DFW-PHL	05:40 PM  Sun 11-Dec-2011	05:44 PM  Sun 11-Dec-2011	E37	09:39 PM  Sun 11-Dec-2011	09:51 PM  Sun 11-Dec-2011	C18
businesstravellogue	UA-2696-DFW-PHL	05:40 PM  Sun 11-Dec-2011	05:44 PM  Sun 11-Dec-2011	E37	09:39 PM  Sun 11-Dec-2011	09:51 PM  Sun 11-Dec-2011	C18
flylouisville	UA-2696-DFW-PHL	05:40 PM  Sun 11-Dec-2011	05:44 PM  Sun 11-Dec-2011	E37	09:39 PM  Sun 11-Dec-2011	09:51 PM  Sun 11-Dec-2011	C18
flightstats	UA-2696-DFW-PHL	2011-12-11 5:40 PM	2011-12-11 5:44 PM		2011-12-11 9:39 PM	2011-12-11 9:51 PM	
quicktrip	UA-2696-DFW-PHL	2011-12-11 5:40 PM	2011-12-11 5:44 PM		2011-12-11 9:39 PM	2011-12-11 9:51 PM	
world-flight-tracker	UA-2696-DFW-PHL	2011-12-11 5:40 PM	2011-12-11 5:44 PM		2011-12-11 9:39 PM	2011-12-11 9:51 PM	
flightview	UA-2696-DFW-PHL	5:40 PM, Dec 11	5:59 PM, Dec 11	E37	9:39 PM, Dec 11	9:39 PM, Dec 11	C18
panynj	UA-2696-DFW-PHL	5:40 PM, Dec 11	5:59 PM, Dec 11	E37	9:39 PM, Dec 11	9:39 PM, Dec 11	C18
gofox	UA-2696-DFW-PHL	5:40 PM, Dec 11	5:59 PM, Dec 11		9:39 PM, Dec 11	9:39 PM, Dec 11	
foxbusiness	UA-2696-DFW-PHL	5:40 PM, Dec 11	5:59 PM, Dec 11	E37	9:39 PM, Dec 11	9:39 PM, Dec 11	C18
allegiantair	UA-2696-DFW-PHL	5:40 PM, Dec 11	5:59 PM, Dec 11	E37	9:39 PM, Dec 11	9:39 PM, Dec 11	C18
boston	UA-2696-DFW-PHL	5:40 PM, Dec 11	5:59 PM, Dec 11		9:39 PM, Dec 11	9:45 PM, Dec 11	
travelocity	UA-2696-DFW-PHL	Dec 11 - 5:40pm	Dec 11 - Contact Airline	Not provided by airline	Dec 11 - 9:39pm	Dec 11 - Contact Airline	Not provided by airline
orbitz	UA-2696-DFW-PHL	5:40pDec 11	5:44pDec 11	 -	9:39pDec 11	9:51pDec 11	 -
weather	UA-2696-DFW-PHL	2011-12-11 05:40 PM			2011-12-11 09:39 PM		
usatoday	UA-2696-DFW-PHL	5:40 PM, Dec 11	5:59 PM, Dec 11		9:39 PM, Dec 11	9:45 PM, Dec 11	
mytripandmore	UA-2696-DFW-PHL	5:40pDec 11	5:44pDec 11	 -	9:39pDec 11	9:51pDec 11	 -
flightwise	UA-2696-DFW-PHL	2011-12-11 05:40PM CST	2011-12-11 05:59PM CST		2011-12-11 09:29PM EST	2011-12-11 09:45PM EST	
flightarrival	UA-2696-DFW-PHL	2011-12-11 05:40 PM			2011-12-11 09:39 PM		
CO	CO-4439-MEM-IAH	Sun., Dec.11, 2011 11:59 a.m.	Sun., Dec.11, 2011 11:49 a.m.		Sun., Dec.11, 2011 1:48 p.m.	Sun., Dec.11, 2011 1:39 p.m.	
airtravelcenter	CO-4439-MEM-IAH	12/11/11 11:59 AM (-06:00)			12/11/11 1:48 PM (-06:00)		
myrateplan	CO-4439-MEM-IAH	12/11/11 11:59 AM (-06:00)			12/11/11 1:48 PM (-06:00)		
helloflight	CO-4439-MEM-IAH	12/11/11 11:59 AM (-06:00)			12/11/11 1:48 PM (-06:00)		
flytecomm	CO-4439-MEM-IAH	12/11/11 11:59 AM (-06:00)			12/11/11 1:48 PM (-06:00)		
flightaware	CO-4439-MEM-IAH	2011-12-11 11:59AM CST	2011-12-11 12:03PM CST		2011-12-11 01:34PM CST	2011-12-11 01:28PM CST	
wunderground	CO-4439-MEM-IAH	2011-12-11 11:59AM CST	2011-12-11 12:03PM CST		2011-12-11 01:34PM CST	2011-12-11 01:28PM CST	
flights	CO-4439-MEM-IAH	11:59 AM  Sun 11-Dec-2011	11:49 AM  Sun 11-Dec-2011	C14	01:48 PM  Sun 11-Dec-2011	01:39 PM  Sun 11-Dec-2011	70
businesstravellogue	CO-4439-MEM-IAH	11:59 AM  Sun 11-Dec-2011	11:49 AM  Sun 11-Dec-2011	C14	01:48 PM  Sun 11-Dec-2011	01:39 PM  Sun 11-Dec-2011	70
flylouisville	CO-4439-MEM-IAH	11:59 AM  Sun 11-Dec-2011	11:49 AM  Sun 11-Dec-2011	C14	01:48 PM  Sun 11-Dec-2011	01:39 PM  Sun 11-Dec-2011	70
flightstats	CO-4439-MEM-IAH	2011-12-11 11:59 AM	2011-12-11 11:49 AM		2011-12-11 1:48 PM	2011-12-11 1:39 PM	
quicktrip	CO-4439-MEM-IAH	2011-12-11 11:59 AM	2011-12-11 11:49 AM		2011-12-11 1:48 PM	2011-12-11 1:39 PM	
world-flight-tracker	CO-4439-MEM-IAH	2011-12-11 11:59 AM	2011-12-11 11:49 AM		2011-12-11 1:48 PM	2011-12-11 1:39 PM	
flightview	CO-4439-MEM-IAH	11:59 AM, Dec 11	12:03 PM, Dec 11	Term B - C14	1:48 PM, Dec 11	1:39 PM, Dec 11	Term B - B70
panynj	CO-4439-MEM-IAH	11:59 AM, Dec 11	12:03 PM, Dec 11	Term B - C14	1:48 PM, Dec 11	1:39 PM, Dec 11	Term B - B70
gofox	CO-4439-MEM-IAH	11:59 AM, Dec 11	12:03 PM, Dec 11		1:48 PM, Dec 11	1:39 PM, Dec 11	
foxbusiness	CO-4439-MEM-IAH	11:59 AM, Dec 11	12:03 PM, Dec 11	Term B - C14	1:48 PM, Dec 11	1:39 PM, Dec 11	Term B - B70
allegiantair	CO-4439-MEM-IAH	11:59 AM, Dec 11	12:03 PM, Dec 11	Term B - C14	1:48 PM, Dec 11	1:39 PM, Dec 11	Term B - B70
boston	CO-4439-MEM-IAH	11:59 AM, Dec 11	12:03 PM, Dec 11		1:48 PM, Dec 11	1:29 PM, Dec 11	
travelocity	CO-4439-MEM-IAH	Dec 11 - 11:59am	Dec 11 - 11:49am	C14	Dec 11 - 1:48pm	Dec 11 - 1:39pm	B70
orbitz	CO-4439-MEM-IAH	11:59aDec 11	11:49aDec 11	 -	1:48pDec 11	1:39pDec 11	 -
weather	CO-4439-MEM-IAH	2011-12-11 11:59 AM			2011-12-11 01:48 PM		
usatoday	CO-4439-MEM-IAH	11:59 AM, Dec 11	12:03 PM, Dec 11		1:48 PM, Dec 11	1:29 PM, Dec 11	
mytripandmore	CO-4439-MEM-IAH	11:59aDec 11	11:49aDec 11	 -	1:48pDec 11	1:39pDec 11	 -
aa	AA-487-JFK-SJU	December 11, 2011               06:25 AM    	December 11, 2011               06:26 AM    	 38	December 11, 2011               11:40 AM    	December 11, 2011               11:09 AM    	 11    
flightexplorer	AA-487-JFK-SJU		12/11/2011 6:44AM EST			12/11/2011 11:05AM AST	
airtravelcenter	AA-487-JFK-SJU		12/11/11 6:44 AM (-05:00)			12/11/11 11:05 AM (-04:00)	
myrateplan	AA-487-JFK-SJU		12/11/11 6:44 AM (-05:00)			12/11/11 11:05 AM (-04:00)	
helloflight	AA-487-JFK-SJU		12/11/11 6:44 AM (-05:00)			12/11/11 11:05 AM (-04:00)	
flytecomm	AA-487-JFK-SJU		12/11/11 6:44 AM (-05:00)			12/11/11 11:05 AM (-04:00)	
flights	AA-487-JFK-SJU		2011-12-11 06:26 AM	C38		2011-12-11 11:09 AM	D11
businesstravellogue	AA-487-JFK-SJU		2011-12-11 06:26 AM	C38		2011-12-11 11:09 AM	D11
flylouisville	AA-487-JFK-SJU		2011-12-11 06:26 AM	C38		2011-12-11 11:09 AM	D11
flightview	AA-487-JFK-SJU		6:44 AMDec 11			11:05 AMDec 11	
panynj	AA-487-JFK-SJU		6:44 AMDec 11			11:05 AMDec 11	
gofox	AA-487-JFK-SJU		6:44 AMDec 11			11:05 AMDec 11	
foxbusiness	AA-487-JFK-SJU		6:44 AMDec 11			11:05 AMDec 11	
allegiantair	AA-487-JFK-SJU		6:44 AMDec 11			11:05 AMDec 11	
boston	AA-487-JFK-SJU		6:44 AMDec 11			11:05 AMDec 11	
travelocity	AA-487-JFK-SJU	Dec 11 - 6:25am	Dec 11 - 6:26am	38/8	Dec 11 - 11:40am	Dec 11 - 11:09am	11
orbitz	AA-487-JFK-SJU	6:25aDec 11	6:26aDec 11	 38	11:40aDec 11	11:09aDec 11	 11
weather	AA-487-JFK-SJU	2011-12-11 06:25 AM			2011-12-11 11:40 AM		
usatoday	AA-487-JFK-SJU		6:44 AMDec 11			11:05 AMDec 11	
mytripandmore	AA-487-JFK-SJU	Dec 11 - 6:25am	Dec 11 - 6:26am	38/8	Dec 11 - 11:40am	Dec 11 - 11:09am	11
ua	UA-858-SFO-DEN	Sun, Dec 11 1:05 PM	Sun, Dec 11 1:01 PM            On Time	73	Sun, Dec 11 4:40 PM	Sun, Dec 11 4:32 PM	B28
flightexplorer	UA-858-SFO-DEN		12/11/2011 1:30PM PST			12/11/2011 4:24PM MST	
airtravelcenter	UA-858-SFO-DEN		12/11/11 1:32 PM (-08:00)			12/11/11 4:31 PM (-07:00)	
myrateplan	UA-858-SFO-DEN		12/11/11 1:32 PM (-08:00)			12/11/11 4:31 PM (-07:00)	
helloflight	UA-858-SFO-DEN		12/11/11 1:32 PM (-08:00)			12/11/11 4:31 PM (-07:00)	
flytecomm	UA-858-SFO-DEN		12/11/11 1:32 PM (-08:00)			12/11/11 4:31 PM (-07:00)	
flights	UA-858-SFO-DEN		2011-12-11 01:01 PM	73		2011-12-11 04:32 PM	B28
businesstravellogue	UA-858-SFO-DEN		2011-12-11 01:01 PM	73		2011-12-11 04:32 PM	B28
flylouisville	UA-858-SFO-DEN		2011-12-11 01:01 PM	73		2011-12-11 04:32 PM	B28
flightstats	UA-858-SFO-DEN	2011-12-11 1:05 PM	2011-12-11 1:01 PM		2011-12-11 4:40 PM	2011-12-11 4:32 PM	
quicktrip	UA-858-SFO-DEN	2011-12-11 1:05 PM	2011-12-11 1:01 PM		2011-12-11 4:40 PM	2011-12-11 4:32 PM	
flightview	UA-858-SFO-DEN		1:32 PMDec 11			4:32 PMDec 11	
panynj	UA-858-SFO-DEN		1:32 PMDec 11			4:32 PMDec 11	
gofox	UA-858-SFO-DEN		1:32 PMDec 11			4:32 PMDec 11	
foxbusiness	UA-858-SFO-DEN		1:32 PMDec 11			4:32 PMDec 11	
allegiantair	UA-858-SFO-DEN		1:32 PMDec 11			4:32 PMDec 11	
boston	UA-858-SFO-DEN		1:32 PMDec 11			4:30 PMDec 11	
orbitz	UA-858-SFO-DEN	1:35pDec 11	1:31pDec 11	 73	4:40pDec 11	4:32pDec 11	 -
den	UA-858-SFO-DEN				2011-12-11 4:40 PM		B28
flightarrival	UA-858-SFO-DEN	2011-12-11 1:05 PM	2011-12-11 1:01 PM		2011-12-11 4:40 PM	2011-12-11 4:32 PM	
ua	UA-3470-ORD-OMA	Sun, Dec 11 1:05 PM	Sun, Dec 11 1:01 PM	C6	Sun, Dec 11 2:32 PM	Sun, Dec 11 2:18 PM	B12
airtravelcenter	UA-3470-ORD-OMA		12/11/11 1:11 PM (-06:00)			12/11/11 2:15 PM (-06:00)	
myrateplan	UA-3470-ORD-OMA		12/11/11 1:11 PM (-06:00)			12/11/11 2:15 PM (-06:00)	
helloflight	UA-3470-ORD-OMA		12/11/11 1:11 PM (-06:00)			12/11/11 2:15 PM (-06:00)	
flytecomm	UA-3470-ORD-OMA		12/11/11 1:11 PM (-06:00)			12/11/11 2:15 PM (-06:00)	
flightaware	UA-3470-ORD-OMA	2011-12-11 01:05PM CST	2011-12-11 01:11PM CST	 C6 	2011-12-11 02:26PM CST	2011-12-11 02:15PM CST	 B12 
wunderground	UA-3470-ORD-OMA	2011-12-11 01:05PM CST	2011-12-11 01:11PM CST	 C6 	2011-12-11 02:26PM CST	2011-12-11 02:15PM CST	 B12 
flights	UA-3470-ORD-OMA	01:05 PM  Sun 11-Dec-2011	01:01 PM  Sun 11-Dec-2011	C6	02:32 PM  Sun 11-Dec-2011	02:18 PM  Sun 11-Dec-2011	B12
businesstravellogue	UA-3470-ORD-OMA	01:05 PM  Sun 11-Dec-2011	01:01 PM  Sun 11-Dec-2011	C6	02:32 PM  Sun 11-Dec-2011	02:18 PM  Sun 11-Dec-2011	B12
flylouisville	UA-3470-ORD-OMA	01:05 PM  Sun 11-Dec-2011	01:01 PM  Sun 11-Dec-2011	C6	02:32 PM  Sun 11-Dec-2011	02:18 PM  Sun 11-Dec-2011	B12
world-flight-tracker	UA-3470-ORD-OMA	2011-12-11 1:05 PM	2011-12-11 1:01 PM		2011-12-11 2:32 PM	2011-12-11 2:18 PM	
flightview	UA-3470-ORD-OMA	1:05 PM, Dec 11	1:11 PM, Dec 11	C6	2:32 PM, Dec 11	2:18 PM, Dec 11	B12
panynj	UA-3470-ORD-OMA	1:05 PM, Dec 11	1:11 PM, Dec 11	C6	2:32 PM, Dec 11	2:18 PM, Dec 11	B12
gofox	UA-3470-ORD-OMA	1:05 PM, Dec 11	1:11 PM, Dec 11		2:32 PM, Dec 11	2:18 PM, Dec 11	
foxbusiness	UA-3470-ORD-OMA	1:05 PM, Dec 11	1:11 PM, Dec 11	C6	2:32 PM, Dec 11	2:18 PM, Dec 11	B12
allegiantair	UA-3470-ORD-OMA	1:05 PM, Dec 11	1:11 PM, Dec 11	C6	2:32 PM, Dec 11	2:18 PM, Dec 11	B12
boston	UA-3470-ORD-OMA	1:05 PM, Dec 11	1:11 PM, Dec 11		2:32 PM, Dec 11	2:14 PM, Dec 11	
travelocity	UA-3470-ORD-OMA	Dec 11 - Not Available	Dec 11 - 1:10pm	C6	Dec 11 - Not Available	Dec 11 - 2:18pm	B12
orbitz	UA-3470-ORD-OMA	1:05pDec 11	1:01pDec 11	 C6	2:32pDec 11	2:18pDec 11	 B12
weather	UA-3470-ORD-OMA	2011-12-11 01:05 PM			2011-12-11 02:32 PM		
usatoday	UA-3470-ORD-OMA	2011-12-11 01:05 PM			2011-12-11 02:32 PM		
ua	UA-2515-TPA-CLT	Sun, Dec 11 8:30 AM	Sun, Dec 11 8:30 AM	F86	Sun, Dec 11 10:11 AM	Sun, Dec 11 10:07 AM	D12
airtravelcenter	UA-2515-TPA-CLT		12/11/11 8:37 AM (-05:00)			12/11/11 9:53 AM (-05:00)	
myrateplan	UA-2515-TPA-CLT		12/11/11 8:37 AM (-05:00)			12/11/11 9:53 AM (-05:00)	
helloflight	UA-2515-TPA-CLT		12/11/11 8:37 AM (-05:00)			12/11/11 9:53 AM (-05:00)	
flytecomm	UA-2515-TPA-CLT		12/11/11 8:37 AM (-05:00)			12/11/11 9:53 AM (-05:00)	
flights	UA-2515-TPA-CLT		2011-12-11 08:22 AM	F86		2011-12-11 10:07 AM	D12
businesstravellogue	UA-2515-TPA-CLT		2011-12-11 08:22 AM	F86		2011-12-11 10:07 AM	D12
flylouisville	UA-2515-TPA-CLT		2011-12-11 08:22 AM	F86		2011-12-11 10:07 AM	D12
flightview	UA-2515-TPA-CLT	8:30 AM, Dec 11	8:37 AM, Dec 11		10:11 AM, Dec 11	9:51 AM, Dec 11	
panynj	UA-2515-TPA-CLT	8:30 AM, Dec 11	8:37 AM, Dec 11		10:11 AM, Dec 11	9:51 AM, Dec 11	
gofox	UA-2515-TPA-CLT	8:30 AM, Dec 11	8:37 AM, Dec 11		10:11 AM, Dec 11	9:51 AM, Dec 11	
foxbusiness	UA-2515-TPA-CLT	8:30 AM, Dec 11	8:37 AM, Dec 11		10:11 AM, Dec 11	9:51 AM, Dec 11	
