aa	AA-1007-TPA-MIA	December 8, 2011               01:55 PM    	December 8, 2011               01:55 PM    	 F80	December 8, 2011               03:00 PM    	December 8, 2011               02:55 PM    	 D12    
ifly	CO-1533-IAH-PIT	2011-12-08 6:50 PM	2011-12-08 6:45 PM		2011-12-08 10:36 PM	2011-12-08 10:16 PM	
aa	AA-3762-IAH-LAX	December 8, 2011               08:00 AM    	December 8, 2011               07:57 AM    	 A30	December 8, 2011               09:40 AM    	December 8, 2011               09:49 AM    	 44I    
flightexplorer	AA-3762-IAH-LAX		12/8/2011 8:15AM CST			12/8/2011 9:35AM PST	
airtravelcenter	AA-3762-IAH-LAX		12/8/11 8:15 AM (-06:00)			12/8/11 9:35 AM (-08:00)	
myrateplan	AA-3762-IAH-LAX		12/8/11 8:15 AM (-06:00)			12/8/11 9:35 AM (-08:00)	
helloflight	AA-3762-IAH-LAX		12/8/11 8:15 AM (-06:00)			12/8/11 9:35 AM (-08:00)	
flytecomm	AA-3762-IAH-LAX		12/8/11 8:15 AM (-06:00)			12/8/11 9:35 AM (-08:00)	
flightaware	AA-3762-IAH-LAX	2011-12-08 08:00AM CST	2011-12-08 08:15AM CST	 A30 	2011-12-08 09:38AM PST	2011-12-08 09:31AM PST	 44I 
wunderground	AA-3762-IAH-LAX	2011-12-08 08:00AM CST	2011-12-08 08:15AM CST	 A30 	2011-12-08 09:38AM PST	2011-12-08 09:31AM PST	 44I 
flights	AA-3762-IAH-LAX	08:00 AM  Thu 08-Dec-2011	08:15 AM  Thu 08-Dec-2011 (Runway)	30	09:40 AM  Thu 08-Dec-2011	09:33 AM  Thu 08-Dec-2011 (Runway)	44E
businesstravellogue	AA-3762-IAH-LAX	08:00 AM  Thu 08-Dec-2011	08:15 AM  Thu 08-Dec-2011 (Runway)	30	09:40 AM  Thu 08-Dec-2011	09:33 AM  Thu 08-Dec-2011 (Runway)	44E
flylouisville	AA-3762-IAH-LAX	08:00 AM  Thu 08-Dec-2011	08:15 AM  Thu 08-Dec-2011 (Runway)	30	09:40 AM  Thu 08-Dec-2011	09:33 AM  Thu 08-Dec-2011 (Runway)	44E
flightstats	AA-3762-IAH-LAX	2011-12-08 8:00 AM	2011-12-08 8:15 AM (runway)		2011-12-08 9:40 AM	2011-12-08 9:33 AM (runway)	
quicktrip	AA-3762-IAH-LAX	2011-12-08 8:00 AM	2011-12-08 8:15 AM (runway)		2011-12-08 9:40 AM	2011-12-08 9:33 AM (runway)	
world-flight-tracker	AA-3762-IAH-LAX	2011-12-08 8:00 AM	2011-12-08 8:15 AM (runway)		2011-12-08 9:40 AM	2011-12-08 9:33 AM (runway)	
flightview	AA-3762-IAH-LAX	8:00 AM, Dec 08	8:15 AM, Dec 08	Terminal A - A30	9:40 AM, Dec 08	9:49 AM, Dec 08	Terminal 4 - 44I
panynj	AA-3762-IAH-LAX	8:00 AM, Dec 08	8:15 AM, Dec 08	Terminal A - A30	9:40 AM, Dec 08	9:49 AM, Dec 08	Terminal 4 - 44I
gofox	AA-3762-IAH-LAX	8:00 AM, Dec 08	8:15 AM, Dec 08		9:40 AM, Dec 08	9:49 AM, Dec 08	
foxbusiness	AA-3762-IAH-LAX	8:00 AM, Dec 08	8:15 AM, Dec 08	Terminal A - A30	9:40 AM, Dec 08	9:49 AM, Dec 08	Terminal 4 - 44I
allegiantair	AA-3762-IAH-LAX	8:00 AM, Dec 08	8:15 AM, Dec 08	Terminal A - A30	9:40 AM, Dec 08	9:49 AM, Dec 08	Terminal 4 - 44I
boston	AA-3762-IAH-LAX	8:00 AM, Dec 08	8:15 AM, Dec 08		9:40 AM, Dec 08	9:31 AM, Dec 08	
travelocity	AA-3762-IAH-LAX	Dec 08 - 8:00am	Dec 08 - 7:57am	A30	Dec 08 - 9:40am	Dec 08 - 9:49am	44I/T4
orbitz	AA-3762-IAH-LAX	8:00aDec 8	7:57aDec 8	 A30	9:40aDec 8	9:49aDec 8	 44I
weather	AA-3762-IAH-LAX	2011-12-08 08:00 AM			2011-12-08 09:40 AM		
ifly	AA-3762-IAH-LAX	2011-12-08 8:00 AM	2011-12-08 8:15 AM (runway)		2011-12-08 9:40 AM	2011-12-08 9:33 AM (runway)	
usatoday	AA-3762-IAH-LAX	2011-12-08 08:00 AM			2011-12-08 09:40 AM		
mytripandmore	AA-3762-IAH-LAX	8:00aDec 8	7:57aDec 8	 A30	9:40aDec 8	9:49aDec 8	 44I
aa	AA-1733-ORD-PHX	December 8, 2011               07:45 PM    	December 8, 2011               07:42 PM    	 H15	December 8, 2011               10:30 PM    	December 8, 2011     	 6    
aa	AA-1733-ORD-PHX	December 8, 2011               07:45 PM    	December 8, 2011               07:42 PM    	 H15	December 8, 2011               10:30 PM    	December 8, 2011     	 6    
flightexplorer	AA-1733-ORD-PHX		12/8/2011 7:55PM CST			12/8/2011 10:20PM MST	
flightexplorer	AA-1733-ORD-PHX		12/8/2011 7:55PM CST			12/8/2011 10:15PM MST	
airtravelcenter	AA-1733-ORD-PHX		12/8/11 7:54 PM (-06:00)			12/8/11 10:20 PM (-07:00)	
airtravelcenter	AA-1733-ORD-PHX		12/8/11 7:54 PM (-06:00)			12/8/11 10:29 PM (-07:00)	
myrateplan	AA-1733-ORD-PHX		12/8/11 7:54 PM (-06:00)			12/8/11 10:20 PM (-07:00)	
myrateplan	AA-1733-ORD-PHX		12/8/11 7:54 PM (-06:00)			12/8/11 10:29 PM (-07:00)	
helloflight	AA-1733-ORD-PHX		12/8/11 7:54 PM (-06:00)			12/8/11 10:20 PM (-07:00)	
helloflight	AA-1733-ORD-PHX		12/8/11 7:54 PM (-06:00)			12/8/11 10:29 PM (-07:00)	
flytecomm	AA-1733-ORD-PHX		12/8/11 7:54 PM (-06:00)			12/8/11 10:20 PM (-07:00)	
flytecomm	AA-1733-ORD-PHX		12/8/11 7:54 PM (-06:00)			12/8/11 10:29 PM (-07:00)	
flightaware	AA-1733-ORD-PHX	2011-12-08 07:45PM CST	2011-12-08 07:55PM CST	 H15 	2011-12-08 10:05PM MST	2011-12-08 10:22PM MST	 6 
flightaware	AA-1733-ORD-PHX	2011-12-08 07:45PM CST	2011-12-08 07:54PM CST	 H15 	2011-12-08 10:05PM MST	2011-12-08 10:07PM MST	 6 
wunderground	AA-1733-ORD-PHX	2011-12-08 07:45PM CST	2011-12-08 07:55PM CST	 H15 	2011-12-08 10:05PM MST	2011-12-08 10:22PM MST	 6 
wunderground	AA-1733-ORD-PHX	2011-12-08 07:45PM CST	2011-12-08 07:54PM CST	 H15 	2011-12-08 10:05PM MST	2011-12-08 10:07PM MST	 6 
flights	AA-1733-ORD-PHX	07:45 PM  Thu 08-Dec-2011		H15	10:30 PM  Thu 08-Dec-2011		6
businesstravellogue	AA-1733-ORD-PHX	07:45 PM  Thu 08-Dec-2011		H15	10:30 PM  Thu 08-Dec-2011		6
flylouisville	AA-1733-ORD-PHX	07:45 PM  Thu 08-Dec-2011		H15	10:30 PM  Thu 08-Dec-2011		6
flightstats	AA-1733-ORD-PHX	2011-12-08 7:45 PM	2011-12-08 7:42 PM		2011-12-08 10:30 PM	2011-12-08 10:27 PM (Estimated)	
quicktrip	AA-1733-ORD-PHX	2011-12-08 7:45 PM	2011-12-08 7:42 PM		2011-12-08 10:30 PM	2011-12-08 10:27 PM (Estimated)	
world-flight-tracker	AA-1733-ORD-PHX	2011-12-08 7:45 PM	2011-12-08 7:42 PM		2011-12-08 10:30 PM	2011-12-08 10:27 PM (Estimated)	
world-flight-tracker	AA-1733-ORD-PHX	2011-12-08 7:45 PM	2011-12-08 7:42 PM		2011-12-08 10:30 PM	2011-12-08 10:23 PM (Estimated)	
flightview	AA-1733-ORD-PHX	7:45 PM, Dec 08	7:55 PM, Dec 08		10:30 PM, Dec 08		
flightview	AA-1733-ORD-PHX	7:45 PM, Dec 08	7:55 PM, Dec 08		10:30 PM, Dec 08		
panynj	AA-1733-ORD-PHX	7:45 PM, Dec 08	7:55 PM, Dec 08		10:30 PM, Dec 08		
panynj	AA-1733-ORD-PHX	7:45 PM, Dec 08	7:55 PM, Dec 08		10:30 PM, Dec 08		
gofox	AA-1733-ORD-PHX	7:45 PM, Dec 08	7:55 PM, Dec 08		10:30 PM, Dec 08		
gofox	AA-1733-ORD-PHX	7:45 PM, Dec 08	7:55 PM, Dec 08		10:30 PM, Dec 08		
foxbusiness	AA-1733-ORD-PHX	7:45 PM, Dec 08	7:55 PM, Dec 08		10:30 PM, Dec 08		
foxbusiness	AA-1733-ORD-PHX	7:45 PM, Dec 08	7:55 PM, Dec 08		10:30 PM, Dec 08		
allegiantair	AA-1733-ORD-PHX	7:45 PM, Dec 08	7:55 PM, Dec 08		10:30 PM, Dec 08		
allegiantair	AA-1733-ORD-PHX	7:45 PM, Dec 08	7:55 PM, Dec 08		10:30 PM, Dec 08		
boston	AA-1733-ORD-PHX	7:45 PM, Dec 08	7:55 PM, Dec 08		10:30 PM, Dec 08	10:19 PM, Dec 08&nbsp(Estimated)	
boston	AA-1733-ORD-PHX	7:45 PM, Dec 08	7:55 PM, Dec 08		10:30 PM, Dec 08	10:29 PM, Dec 08&nbsp(Estimated)	
travelocity	AA-1733-ORD-PHX	Dec 08 - 7:45pm	Dec 08 - 7:42pm	H15/T3	Dec 08 - 10:30pm	Dec 08 - 10:24pm*	6/3
travelocity	AA-1733-ORD-PHX	Dec 08 - 7:45pm	Dec 08 - 7:42pm	H15/T3	Dec 08 - 10:30pm	Dec 08 - 10:26pm*	6/3
orbitz	AA-1733-ORD-PHX	7:45pDec 8	7:42pDec 8	 H15	10:18pDec 8		 6
orbitz	AA-1733-ORD-PHX	7:45pDec 8	7:42pDec 8	 H15	10:24pDec 8		 6
weather	AA-1733-ORD-PHX	2011-12-08 07:45 PM			2011-12-08 10:30 PM		
ord	AA-1733-ORD-PHX	2011-12-08 12/7 7:45 PM		H15	2011-12-08 12/7 10:30 PM		6
usatoday	AA-1733-ORD-PHX	7:45 PM, Dec 08	7:55 PM, Dec 08		10:30 PM, Dec 08	10:19 PM, Dec 08&nbsp(Estimated)	
flightarrival	AA-1733-ORD-PHX	7:45 PM, Dec 08	7:55 PM, Dec 08		10:30 PM, Dec 08	10:29 PM, Dec 08&nbsp(Estimated)	
aa	AA-3509-MIA-ATL	December 8, 2011               05:00 PM    	December 8, 2011               04:58 PM    	 D55	December 8, 2011               07:05 PM    	December 8, 2011               07:00 PM    	 T10    
flightexplorer	AA-3509-MIA-ATL		12/8/2011 5:20PM EST			12/8/2011 6:54PM EST	
airtravelcenter	AA-3509-MIA-ATL		12/8/11 5:19 PM (-05:00)			12/8/11 6:54 PM (-05:00)	
myrateplan	AA-3509-MIA-ATL		12/8/11 5:19 PM (-05:00)			12/8/11 6:54 PM (-05:00)	
helloflight	AA-3509-MIA-ATL		12/8/11 5:19 PM (-05:00)			12/8/11 6:54 PM (-05:00)	
flytecomm	AA-3509-MIA-ATL		12/8/11 5:19 PM (-05:00)			12/8/11 6:54 PM (-05:00)	
flightaware	AA-3509-MIA-ATL	2011-12-08 05:00PM EST	2011-12-08 05:20PM EST	 D55 	2011-12-08 06:49PM EST	2011-12-08 06:49PM EST	 T10 
wunderground	AA-3509-MIA-ATL	2011-12-08 05:00PM EST	2011-12-08 05:20PM EST	 D55 	2011-12-08 06:49PM EST	2011-12-08 06:49PM EST	 T10 
flights	AA-3509-MIA-ATL	05:00 PM  Thu 08-Dec-2011	04:58 PM  Thu 08-Dec-2011	D55	07:05 PM  Thu 08-Dec-2011	07:00 PM  Thu 08-Dec-2011	T10
businesstravellogue	AA-3509-MIA-ATL	05:00 PM  Thu 08-Dec-2011	04:58 PM  Thu 08-Dec-2011	D55	07:05 PM  Thu 08-Dec-2011	07:00 PM  Thu 08-Dec-2011	T10
flylouisville	AA-3509-MIA-ATL	05:00 PM  Thu 08-Dec-2011	04:58 PM  Thu 08-Dec-2011	D55	07:05 PM  Thu 08-Dec-2011	07:00 PM  Thu 08-Dec-2011	T10
flightstats	AA-3509-MIA-ATL	2011-12-08 5:00 PM	2011-12-08 4:58 PM		2011-12-08 7:05 PM	2011-12-08 7:00 PM	
quicktrip	AA-3509-MIA-ATL	2011-12-08 5:00 PM	2011-12-08 4:58 PM		2011-12-08 7:05 PM	2011-12-08 7:00 PM	
world-flight-tracker	AA-3509-MIA-ATL	2011-12-08 5:00 PM	2011-12-08 4:58 PM		2011-12-08 7:05 PM	2011-12-08 7:00 PM	
flightview	AA-3509-MIA-ATL	5:00 PM, Dec 08	5:20 PM, Dec 08	Terminal D - D55	7:05 PM, Dec 08	6:54 PM, Dec 08	T10
panynj	AA-3509-MIA-ATL	5:00 PM, Dec 08	5:20 PM, Dec 08	Terminal D - D55	7:05 PM, Dec 08	6:54 PM, Dec 08	T10
gofox	AA-3509-MIA-ATL	5:00 PM, Dec 08	5:20 PM, Dec 08		7:05 PM, Dec 08	6:54 PM, Dec 08	
foxbusiness	AA-3509-MIA-ATL	5:00 PM, Dec 08	5:20 PM, Dec 08	Terminal D - D55	7:05 PM, Dec 08	6:54 PM, Dec 08	T10
allegiantair	AA-3509-MIA-ATL	5:00 PM, Dec 08	5:20 PM, Dec 08	Terminal D - D55	7:05 PM, Dec 08	6:54 PM, Dec 08	T10
boston	AA-3509-MIA-ATL	5:00 PM, Dec 08	5:20 PM, Dec 08		7:05 PM, Dec 08	6:54 PM, Dec 08	
travelocity	AA-3509-MIA-ATL	Dec 08 - 5:00pm	Dec 08 - 4:58pm	D55	Dec 08 - 7:05pm	Dec 08 - 7:00pm	T10
orbitz	AA-3509-MIA-ATL	5:00pDec 8	4:58pDec 8	 D55	7:05pDec 8	7:01pDec 8	 T10
weather	AA-3509-MIA-ATL	2011-12-08 05:00 PM			2011-12-08 07:05 PM		
mytripandmore	AA-3509-MIA-ATL	5:00pDec 8	4:58pDec 8	 D55	7:05pDec 8	7:01pDec 8	 T10
ua	UA-729-BWI-DEN	Thu, Dec 8 7:30 AM	Thu, Dec 8 7:29 AM	D13	Thu, Dec 8 9:40 AM	Thu, Dec 8 9:29 AM	B28
flightexplorer	UA-729-BWI-DEN		12/8/2011 7:40AM EST			12/8/2011 9:20AM MST	
airtravelcenter	UA-729-BWI-DEN		12/8/11 7:41 AM (-05:00)			12/8/11 9:27 AM (-07:00)	
myrateplan	UA-729-BWI-DEN		12/8/11 7:41 AM (-05:00)			12/8/11 9:27 AM (-07:00)	
helloflight	UA-729-BWI-DEN		12/8/11 7:41 AM (-05:00)			12/8/11 9:27 AM (-07:00)	
flytecomm	UA-729-BWI-DEN		12/8/11 7:41 AM (-05:00)			12/8/11 9:27 AM (-07:00)	
flights	UA-729-BWI-DEN		2011-12-08 07:29 AM	D13		2011-12-08 09:29 AM	B28
businesstravellogue	UA-729-BWI-DEN		2011-12-08 07:29 AM	D13		2011-12-08 09:29 AM	B28
flylouisville	UA-729-BWI-DEN		2011-12-08 07:29 AM	D13		2011-12-08 09:29 AM	B28
flightview	UA-729-BWI-DEN		7:41 AMDec 08			9:29 AMDec 08	
panynj	UA-729-BWI-DEN		7:41 AMDec 08			9:29 AMDec 08	
gofox	UA-729-BWI-DEN		7:41 AMDec 08			9:29 AMDec 08	
foxbusiness	UA-729-BWI-DEN		7:41 AMDec 08			9:29 AMDec 08	
allegiantair	UA-729-BWI-DEN		7:41 AMDec 08			9:29 AMDec 08	
boston	UA-729-BWI-DEN		7:41 AMDec 08			9:26 AMDec 08	
travelocity	UA-729-BWI-DEN	Dec 08 - Not Available	Dec 08 - 7:41am	D13	Dec 08 - Not Available	Dec 08 - 9:29am	B28
orbitz	UA-729-BWI-DEN	7:43aDec 8	7:41aDec 8	 D13	9:40aDec 8	9:29aDec 8	 B28
weather	UA-729-BWI-DEN	2011-12-08 07:30 AM			2011-12-08 09:40 AM		
den	UA-729-BWI-DEN				2011-12-08 9:40 AM		B28
mytripandmore	UA-729-BWI-DEN	7:43aDec 8	7:41aDec 8	 D13	9:40aDec 8	9:29aDec 8	 B28
flightarrival	UA-729-BWI-DEN		7:41 AMDec 08			9:26 AMDec 08	
aa	AA-692-MIA-EWR	December 8, 2011               12:35 PM    	December 8, 2011               01:21 PM    	 E6	December 8, 2011               03:25 PM    	December 8, 2011               04:19 PM    	 34    
flightexplorer	AA-692-MIA-EWR		12/8/2011 1:48PM EST			12/8/2011 3:57PM EST	
airtravelcenter	AA-692-MIA-EWR		12/8/11 1:47 PM (-05:00)			12/8/11 3:57 PM (-05:00)	
myrateplan	AA-692-MIA-EWR		12/8/11 1:47 PM (-05:00)			12/8/11 3:57 PM (-05:00)	
helloflight	AA-692-MIA-EWR		12/8/11 1:47 PM (-05:00)			12/8/11 3:57 PM (-05:00)	
flytecomm	AA-692-MIA-EWR		12/8/11 1:47 PM (-05:00)			12/8/11 3:57 PM (-05:00)	
flightaware	AA-692-MIA-EWR	2011-12-08 12:35PM EST	2011-12-08 01:48PM EST	 E6 	2011-12-08 03:10PM EST	2011-12-08 03:58PM EST	 34 
wunderground	AA-692-MIA-EWR	2011-12-08 12:35PM EST	2011-12-08 01:48PM EST	 E6 	2011-12-08 03:10PM EST	2011-12-08 03:58PM EST	 34 
flights	AA-692-MIA-EWR	12:35 PM  Thu 08-Dec-2011	01:21 PM  Thu 08-Dec-2011	E6	03:25 PM  Thu 08-Dec-2011	04:19 PM  Thu 08-Dec-2011	34
businesstravellogue	AA-692-MIA-EWR	12:35 PM  Thu 08-Dec-2011	01:21 PM  Thu 08-Dec-2011	E6	03:25 PM  Thu 08-Dec-2011	04:19 PM  Thu 08-Dec-2011	34
flylouisville	AA-692-MIA-EWR	12:35 PM  Thu 08-Dec-2011	01:21 PM  Thu 08-Dec-2011	E6	03:25 PM  Thu 08-Dec-2011	04:19 PM  Thu 08-Dec-2011	34
flightstats	AA-692-MIA-EWR	2011-12-08 12:35 PM	2011-12-08 1:21 PM		2011-12-08 3:25 PM	2011-12-08 4:19 PM	
quicktrip	AA-692-MIA-EWR	2011-12-08 12:35 PM	2011-12-08 1:21 PM		2011-12-08 3:25 PM	2011-12-08 4:19 PM	
world-flight-tracker	AA-692-MIA-EWR	2011-12-08 12:35 PM	2011-12-08 1:21 PM		2011-12-08 3:25 PM	2011-12-08 4:19 PM	
flightview	AA-692-MIA-EWR	12:35 PM, Dec 08	1:48 PM, Dec 08	Terminal E - E6	3:25 PM, Dec 08	4:19 PM, Dec 08	34
panynj	AA-692-MIA-EWR	12:35 PM, Dec 08	1:48 PM, Dec 08	Terminal E - E6	3:25 PM, Dec 08	4:19 PM, Dec 08	34
gofox	AA-692-MIA-EWR	12:35 PM, Dec 08	1:48 PM, Dec 08		3:25 PM, Dec 08	4:19 PM, Dec 08	
foxbusiness	AA-692-MIA-EWR	12:35 PM, Dec 08	1:48 PM, Dec 08	Terminal E - E6	3:25 PM, Dec 08	4:19 PM, Dec 08	34
allegiantair	AA-692-MIA-EWR	12:35 PM, Dec 08	1:48 PM, Dec 08	Terminal E - E6	3:25 PM, Dec 08	4:19 PM, Dec 08	34
boston	AA-692-MIA-EWR	12:35 PM, Dec 08	1:48 PM, Dec 08		3:25 PM, Dec 08	4:12 PM, Dec 08	
travelocity	AA-692-MIA-EWR	Dec 08 - 12:35pm	Dec 08 - 1:21pm	E6	Dec 08 - 3:25pm	Dec 08 - 4:19pm	34/A
orbitz	AA-692-MIA-EWR	1:25pDec 8	1:21pDec 8	 E6	3:25pDec 8	4:19pDec 8	 34
weather	AA-692-MIA-EWR	2011-12-08 12:35 PM			2011-12-08 03:25 PM		
ifly	AA-692-MIA-EWR	2011-12-08 12:35 PM	2011-12-08 1:21 PM		2011-12-08 3:25 PM	2011-12-08 4:19 PM	
usatoday	AA-692-MIA-EWR	2011-12-08 12:35 PM	2011-12-08 1:21 PM		2011-12-08 3:25 PM	2011-12-08 4:19 PM	
mytripandmore	AA-692-MIA-EWR	Dec 08 - 12:35pm	Dec 08 - 1:21pm	E6	Dec 08 - 3:25pm	Dec 08 - 4:19pm	34/A
flightarrival	AA-692-MIA-EWR	12:35 PM, Dec 08	1:48 PM, Dec 08		3:25 PM, Dec 08	4:12 PM, Dec 08	
CO	CO-1090-BOS-IAH	Thu., Dec.08, 2011 9:45 a.m.	Thu., Dec.08, 2011 10:11 a.m.		Thu., Dec.08, 2011 1:16 p.m.	Thu., Dec.08, 2011 1:53 p.m.	
flightexplorer	CO-1090-BOS-IAH		12/8/2011 1:15PM EST			12/8/2011 4:22PM CST	
airtravelcenter	CO-1090-BOS-IAH	12/8/11 9:45 AM (-05:00)			12/8/11 1:16 PM (-06:00)		
myrateplan	CO-1090-BOS-IAH	12/8/11 9:45 AM (-05:00)			12/8/11 1:16 PM (-06:00)		
helloflight	CO-1090-BOS-IAH	12/8/11 9:45 AM (-05:00)			12/8/11 1:16 PM (-06:00)		
flytecomm	CO-1090-BOS-IAH	12/8/11 9:45 AM (-05:00)			12/8/11 1:16 PM (-06:00)		
flights	CO-1090-BOS-IAH		2011-12-08 10:11 AM	A7		2011-12-08 01:53 PM	32
businesstravellogue	CO-1090-BOS-IAH		2011-12-08 10:11 AM	A7		2011-12-08 01:53 PM	32
flylouisville	CO-1090-BOS-IAH		2011-12-08 10:11 AM	A7		2011-12-08 01:53 PM	32
flightstats	CO-1090-BOS-IAH	2011-12-08 9:45 AM	2011-12-08 10:11 AM		2011-12-08 1:16 PM	2011-12-08 1:53 PM	
quicktrip	CO-1090-BOS-IAH	2011-12-08 9:45 AM	2011-12-08 10:11 AM		2011-12-08 1:16 PM	2011-12-08 1:53 PM	
flightview	CO-1090-BOS-IAH		10:28 AMDec 08			1:53 PMDec 08	
panynj	CO-1090-BOS-IAH		10:28 AMDec 08			1:53 PMDec 08	
gofox	CO-1090-BOS-IAH		10:28 AMDec 08			1:53 PMDec 08	
foxbusiness	CO-1090-BOS-IAH		10:28 AMDec 08			1:53 PMDec 08	
allegiantair	CO-1090-BOS-IAH		10:28 AMDec 08			1:53 PMDec 08	
boston	CO-1090-BOS-IAH		10:28 AMDec 08			1:47 PMDec 08	
orbitz	CO-1090-BOS-IAH	9:45aDec 8	10:11aDec 8	 A7	1:16pDec 8	1:53pDec 8	 32
weather	CO-1090-BOS-IAH	2011-12-08 09:45 AM			2011-12-08 01:16 PM		
usatoday	CO-1090-BOS-IAH	2011-12-08 09:45 AM			2011-12-08 01:16 PM		
aa	AA-1332-DFW-ATL	December 8, 2011               08:55 PM    	December 8, 2011     	 C26	December 8, 2011               11:45 PM    	December 8, 2011     	 T9    
airtravelcenter	AA-1332-DFW-ATL		12/8/11 8:58 PM (-06:00)			12/8/11 11:36 PM (-05:00)	
myrateplan	AA-1332-DFW-ATL		12/8/11 8:58 PM (-06:00)			12/8/11 11:36 PM (-05:00)	
helloflight	AA-1332-DFW-ATL		12/8/11 8:58 PM (-06:00)			12/8/11 11:36 PM (-05:00)	
flytecomm	AA-1332-DFW-ATL		12/8/11 8:58 PM (-06:00)			12/8/11 11:36 PM (-05:00)	
flightaware	AA-1332-DFW-ATL	2011-12-08 08:55PM CST	2011-12-08 08:58PM CST	 C26 	2011-12-08 11:33PM EST	2011-12-08 11:36PM EST	 T9 
wunderground	AA-1332-DFW-ATL	2011-12-08 08:55PM CST	2011-12-08 08:58PM CST	 C26 	2011-12-08 11:33PM EST	2011-12-08 11:36PM EST	 T9 
flights	AA-1332-DFW-ATL	08:55 PM  Thu 08-Dec-2011		C26	11:45 PM  Thu 08-Dec-2011		T9
businesstravellogue	AA-1332-DFW-ATL	08:55 PM  Thu 08-Dec-2011		C26	11:45 PM  Thu 08-Dec-2011		T9
flylouisville	AA-1332-DFW-ATL	08:55 PM  Thu 08-Dec-2011		C26	11:45 PM  Thu 08-Dec-2011		T9
flightstats	AA-1332-DFW-ATL	2011-12-08 8:55 PM	2011-12-08 8:58 PM (Estimated runway)		2011-12-08 11:45 PM	2011-12-08 11:36 PM (Estimated runway)	
quicktrip	AA-1332-DFW-ATL	2011-12-08 8:55 PM	2011-12-08 8:58 PM (Estimated runway)		2011-12-08 11:45 PM	2011-12-08 11:36 PM (Estimated runway)	
world-flight-tracker	AA-1332-DFW-ATL	2011-12-08 8:55 PM	2011-12-08 8:58 PM (Estimated runway)		2011-12-08 11:45 PM	2011-12-08 11:36 PM (Estimated runway)	
flightview	AA-1332-DFW-ATL	8:55 PM, Dec 08			11:45 PM, Dec 08		
panynj	AA-1332-DFW-ATL	8:55 PM, Dec 08			11:45 PM, Dec 08		
gofox	AA-1332-DFW-ATL	8:55 PM, Dec 08			11:45 PM, Dec 08		
foxbusiness	AA-1332-DFW-ATL	8:55 PM, Dec 08			11:45 PM, Dec 08		
allegiantair	AA-1332-DFW-ATL	8:55 PM, Dec 08			11:45 PM, Dec 08		
boston	AA-1332-DFW-ATL	8:55 PM, Dec 08	Not Available		11:45 PM, Dec 08	Not Available	
travelocity	AA-1332-DFW-ATL	Dec 08 - 8:55pm	Dec 08 - Not Available	C26/C	Dec 08 - 11:45pm	Dec 08 - Not Available	T9
orbitz	AA-1332-DFW-ATL	8:55pDec 8		 C26	11:45pDec 8		 T9
weather	AA-1332-DFW-ATL	2011-12-08 08:55 PM	2011-12-08 09:02 PM		2011-12-08 11:45 PM	2011-12-08 11:35 PM	
dfw	AA-1332-DFW-ATL	2011-12-08 8:55 pm		C26			
mytripandmore	AA-1332-DFW-ATL	8:55pDec 8		 C26	11:45pDec 8		 T9
flightwise	AA-1332-DFW-ATL	2011-12-08 08:55PM CST	2011-12-08 08:58PM CST	 C26 	2011-12-08 11:33PM EST	2011-12-08 11:36PM EST	 T9 
flightarrival	AA-1332-DFW-ATL	8:55 PM, Dec 08	Not Available		11:45 PM, Dec 08	Not Available	
ua	UA-5566-YUM-LAX	Thu, Dec 8 3:21 PM	Thu, Dec 8 3:21 PM	--	Thu, Dec 8 3:38 PM	Thu, Dec 8 3:38 PM	71B2
airtravelcenter	UA-5566-YUM-LAX	12/8/11 3:21 PM (-07:00)			12/8/11 3:38 PM (-08:00)		
myrateplan	UA-5566-YUM-LAX	12/8/11 3:21 PM (-07:00)			12/8/11 3:38 PM (-08:00)		
helloflight	UA-5566-YUM-LAX	12/8/11 3:21 PM (-07:00)			12/8/11 3:38 PM (-08:00)		
flytecomm	UA-5566-YUM-LAX	12/8/11 3:21 PM (-07:00)			12/8/11 3:38 PM (-08:00)		
flights	UA-5566-YUM-LAX	03:21 PM  Thu 08-Dec-2011			03:38 PM  Thu 08-Dec-2011		
businesstravellogue	UA-5566-YUM-LAX	03:21 PM  Thu 08-Dec-2011			03:38 PM  Thu 08-Dec-2011		
flylouisville	UA-5566-YUM-LAX	03:21 PM  Thu 08-Dec-2011			03:38 PM  Thu 08-Dec-2011		
world-flight-tracker	UA-5566-YUM-LAX	2011-12-08 3:21 PM	2011-12-08 3:21 PM (Estimated)		2011-12-08 3:38 PM	2011-12-08 3:38 PM (Estimated)	
flightview	UA-5566-YUM-LAX	3:21 PM, Dec 08			3:38 PM, Dec 08		
panynj	UA-5566-YUM-LAX	3:21 PM, Dec 08			3:38 PM, Dec 08		
gofox	UA-5566-YUM-LAX	3:21 PM, Dec 08			3:38 PM, Dec 08		
foxbusiness	UA-5566-YUM-LAX	3:21 PM, Dec 08			3:38 PM, Dec 08		
allegiantair	UA-5566-YUM-LAX	3:21 PM, Dec 08			3:38 PM, Dec 08		
boston	UA-5566-YUM-LAX	3:21 PM, Dec 08	Not Available		3:38 PM, Dec 08	Not Available	
travelocity	UA-5566-YUM-LAX	Dec 08 - 3:21pm	Dec 08 - Not Available	CHK	Dec 08 - 3:38pm	Dec 08 - Not Available	71B
orbitz	UA-5566-YUM-LAX	3:21pDec 8		 -	3:38pDec 8		 -
mytripandmore	UA-5566-YUM-LAX	3:21pDec 8		 -	3:38pDec 8		 -
