CO	CO-4237-EWR-DTW	Sat., Dec.17, 2011 12:33 p.m.	Sat., Dec.17, 2011 12:34 p.m.		Sat., Dec.17, 2011 2:38 p.m.	Sat., Dec.17, 2011 2:23 p.m.	
airtravelcenter	AA-1874-DFW-EWR		12/17/11 9:56 AM (-06:00)			12/17/11 1:32 PM (-05:00)	
myrateplan	AA-1874-DFW-EWR		12/17/11 9:56 AM (-06:00)			12/17/11 1:32 PM (-05:00)	
helloflight	AA-1874-DFW-EWR		12/17/11 9:56 AM (-06:00)			12/17/11 1:32 PM (-05:00)	
flytecomm	AA-1874-DFW-EWR		12/17/11 9:56 AM (-06:00)			12/17/11 1:32 PM (-05:00)	
flightaware	AA-1874-DFW-EWR	2011-12-17 09:40AM CST	2011-12-17 09:56AM CST	 C20 	2011-12-17 01:32PM EST	2011-12-17 01:28PM EST	 32 
wunderground	AA-1874-DFW-EWR	2011-12-17 09:40AM CST	2011-12-17 09:56AM CST	 C20 	2011-12-17 01:32PM EST	2011-12-17 01:28PM EST	 32 
flights	AA-1874-DFW-EWR	09:40 AM  Sat 17-Dec-2011	09:43 AM  Sat 17-Dec-2011	C20	01:59 PM  Sat 17-Dec-2011	01:34 PM  Sat 17-Dec-2011	32
businesstravellogue	AA-1874-DFW-EWR	09:40 AM  Sat 17-Dec-2011	09:43 AM  Sat 17-Dec-2011	C20	01:59 PM  Sat 17-Dec-2011	01:34 PM  Sat 17-Dec-2011	32
flylouisville	AA-1874-DFW-EWR	09:40 AM  Sat 17-Dec-2011	09:43 AM  Sat 17-Dec-2011	C20	01:59 PM  Sat 17-Dec-2011	01:34 PM  Sat 17-Dec-2011	32
flightstats	AA-1874-DFW-EWR	2011-12-17 9:40 AM	2011-12-17 9:43 AM		2011-12-17 1:59 PM	2011-12-17 1:34 PM	
quicktrip	AA-1874-DFW-EWR	2011-12-17 9:40 AM	2011-12-17 9:43 AM		2011-12-17 1:59 PM	2011-12-17 1:34 PM	
world-flight-tracker	AA-1874-DFW-EWR	2011-12-17 9:40 AM	2011-12-17 9:43 AM		2011-12-17 1:59 PM	2011-12-17 1:34 PM	
flightview	AA-1874-DFW-EWR	9:40 AM, Dec 17	9:56 AM, Dec 17	C20	1:59 PM, Dec 17	1:34 PM, Dec 17	32
panynj	AA-1874-DFW-EWR	9:40 AM, Dec 17	9:56 AM, Dec 17	C20	1:59 PM, Dec 17	1:34 PM, Dec 17	32
gofox	AA-1874-DFW-EWR	9:40 AM, Dec 17	9:56 AM, Dec 17		1:59 PM, Dec 17	1:34 PM, Dec 17	
foxbusiness	AA-1874-DFW-EWR	9:40 AM, Dec 17	9:56 AM, Dec 17	C20	1:59 PM, Dec 17	1:34 PM, Dec 17	32
allegiantair	AA-1874-DFW-EWR	9:40 AM, Dec 17	9:56 AM, Dec 17	C20	1:59 PM, Dec 17	1:34 PM, Dec 17	32
boston	AA-1874-DFW-EWR	9:40 AM, Dec 17	9:56 AM, Dec 17		1:59 PM, Dec 17	1:29 PM, Dec 17	
orbitz	AA-1874-DFW-EWR	9:40aDec 17	9:43aDec 17	 C20	1:59pDec 17	1:34pDec 17	 32
weather	AA-1874-DFW-EWR	2011-12-17 09:40 AM	2011-12-17 09:56 AM		2011-12-17 01:59 PM	2011-12-17 01:28 PM	
usatoday	AA-1874-DFW-EWR	9:40 AM, Dec 17	9:56 AM, Dec 17		1:59 PM, Dec 17	1:29 PM, Dec 17	
mytripandmore	AA-1874-DFW-EWR	9:40aDec 17	9:43aDec 17	 C20	1:59pDec 17	1:34pDec 17	 32
ua	UA-1738-IAH-SAN	Sat, Dec 17 2:30 PM	Sat, Dec 17 2:40 PM	E16	Sat, Dec 17 4:07 PM	Sat, Dec 17 3:48 PM	35
flightexplorer	UA-1738-IAH-SAN		12/17/2011 2:51PM CST			12/17/2011 3:44PM PST	
airtravelcenter	UA-1738-IAH-SAN		12/17/11 2:53 PM (-06:00)			12/17/11 3:44 PM (-08:00)	
myrateplan	UA-1738-IAH-SAN		12/17/11 2:53 PM (-06:00)			12/17/11 3:44 PM (-08:00)	
helloflight	UA-1738-IAH-SAN		12/17/11 2:53 PM (-06:00)			12/17/11 3:44 PM (-08:00)	
flytecomm	UA-1738-IAH-SAN		12/17/11 2:53 PM (-06:00)			12/17/11 3:44 PM (-08:00)	
flightaware	UA-1738-IAH-SAN	2011-12-17 02:30PM CST	2011-12-17 02:53PM CST	 E16 	2011-12-17 03:57PM PST	2011-12-17 03:44PM PST	 35 
wunderground	UA-1738-IAH-SAN	2011-12-17 02:30PM CST	2011-12-17 02:53PM CST	 E16 	2011-12-17 03:57PM PST	2011-12-17 03:44PM PST	 35 
flights	UA-1738-IAH-SAN	02:30 PM  Sat 17-Dec-2011	02:40 PM  Sat 17-Dec-2011	16	04:07 PM  Sat 17-Dec-2011	03:48 PM  Sat 17-Dec-2011	35
businesstravellogue	UA-1738-IAH-SAN	02:30 PM  Sat 17-Dec-2011	02:40 PM  Sat 17-Dec-2011	16	04:07 PM  Sat 17-Dec-2011	03:48 PM  Sat 17-Dec-2011	35
flylouisville	UA-1738-IAH-SAN	02:30 PM  Sat 17-Dec-2011	02:40 PM  Sat 17-Dec-2011	16	04:07 PM  Sat 17-Dec-2011	03:48 PM  Sat 17-Dec-2011	35
world-flight-tracker	UA-1738-IAH-SAN	2011-12-17 2:30 PM	2011-12-17 2:40 PM		2011-12-17 4:07 PM	2011-12-17 3:48 PM	
flightview	UA-1738-IAH-SAN	2:30 PM, Dec 17	2:53 PM, Dec 17	Term C - E16	4:07 PM, Dec 17	3:48 PM, Dec 17	Term 2 - 35
panynj	UA-1738-IAH-SAN	2:30 PM, Dec 17	2:53 PM, Dec 17	Term C - E16	4:07 PM, Dec 17	3:48 PM, Dec 17	Term 2 - 35
gofox	UA-1738-IAH-SAN	2:30 PM, Dec 17	2:53 PM, Dec 17		4:07 PM, Dec 17	3:48 PM, Dec 17	
foxbusiness	UA-1738-IAH-SAN	2:30 PM, Dec 17	2:53 PM, Dec 17	Term C - E16	4:07 PM, Dec 17	3:48 PM, Dec 17	Term 2 - 35
allegiantair	UA-1738-IAH-SAN	2:30 PM, Dec 17	2:53 PM, Dec 17	Term C - E16	4:07 PM, Dec 17	3:48 PM, Dec 17	Term 2 - 35
boston	UA-1738-IAH-SAN	2:30 PM, Dec 17	2:53 PM, Dec 17		4:07 PM, Dec 17	3:45 PM, Dec 17	
orbitz	UA-1738-IAH-SAN	2:30pDec 17	2:40pDec 17	 E16	4:07pDec 17	3:48pDec 17	 35
weather	UA-1738-IAH-SAN	2011-12-17 02:30 PM			2011-12-17 04:07 PM		
usatoday	UA-1738-IAH-SAN	2011-12-17 02:30 PM			2011-12-17 04:07 PM		
flightarrival	UA-1738-IAH-SAN	2011-12-17 02:30 PM			2011-12-17 04:07 PM		
aa	AA-202-LAX-MIA	December 17, 2011               06:10 AM    	December 17, 2011               06:07 AM    	 46A	December 17, 2011               01:55 PM    	December 17, 2011               02:12 PM    	 D3    
flightexplorer	AA-202-LAX-MIA		12/17/2011 6:33AM PST			12/17/2011 1:52PM EST	
airtravelcenter	AA-202-LAX-MIA		12/17/11 6:33 AM (-08:00)			12/17/11 2:01 PM (-05:00)	
myrateplan	AA-202-LAX-MIA		12/17/11 6:33 AM (-08:00)			12/17/11 2:01 PM (-05:00)	
helloflight	AA-202-LAX-MIA		12/17/11 6:33 AM (-08:00)			12/17/11 2:01 PM (-05:00)	
flytecomm	AA-202-LAX-MIA		12/17/11 6:33 AM (-08:00)			12/17/11 2:01 PM (-05:00)	
flightaware	AA-202-LAX-MIA	2011-12-17 06:10AM PST	2011-12-17 06:33AM PST	 46A 	2011-12-17 01:53PM EST	2011-12-17 02:02PM EST	 D3 
wunderground	AA-202-LAX-MIA	2011-12-17 06:10AM PST	2011-12-17 06:33AM PST	 46A 	2011-12-17 01:53PM EST	2011-12-17 02:02PM EST	 D3 
flights	AA-202-LAX-MIA	06:10 AM  Sat 17-Dec-2011	06:07 AM  Sat 17-Dec-2011	46A	01:55 PM  Sat 17-Dec-2011	02:12 PM  Sat 17-Dec-2011	D3
businesstravellogue	AA-202-LAX-MIA	06:10 AM  Sat 17-Dec-2011	06:07 AM  Sat 17-Dec-2011	46A	01:55 PM  Sat 17-Dec-2011	02:12 PM  Sat 17-Dec-2011	D3
flylouisville	AA-202-LAX-MIA	06:10 AM  Sat 17-Dec-2011	06:07 AM  Sat 17-Dec-2011	46A	01:55 PM  Sat 17-Dec-2011	02:12 PM  Sat 17-Dec-2011	D3
flightstats	AA-202-LAX-MIA	2011-12-17 6:10 AM	2011-12-17 6:07 AM		2011-12-17 1:55 PM	2011-12-17 2:12 PM	
quicktrip	AA-202-LAX-MIA	2011-12-17 6:10 AM	2011-12-17 6:07 AM		2011-12-17 1:55 PM	2011-12-17 2:12 PM	
world-flight-tracker	AA-202-LAX-MIA	2011-12-17 6:10 AM	2011-12-17 6:07 AM		2011-12-17 1:55 PM	2011-12-17 2:12 PM	
flightview	AA-202-LAX-MIA	6:10 AM, Dec 17	6:33 AM, Dec 17	Terminal 4 - 46A	1:55 PM, Dec 17	2:12 PM, Dec 17	Terminal D - D3
panynj	AA-202-LAX-MIA	6:10 AM, Dec 17	6:33 AM, Dec 17	Terminal 4 - 46A	1:55 PM, Dec 17	2:12 PM, Dec 17	Terminal D - D3
gofox	AA-202-LAX-MIA	6:10 AM, Dec 17	6:33 AM, Dec 17		1:55 PM, Dec 17	2:12 PM, Dec 17	
foxbusiness	AA-202-LAX-MIA	6:10 AM, Dec 17	6:33 AM, Dec 17	Terminal 4 - 46A	1:55 PM, Dec 17	2:12 PM, Dec 17	Terminal D - D3
allegiantair	AA-202-LAX-MIA	6:10 AM, Dec 17	6:33 AM, Dec 17	Terminal 4 - 46A	1:55 PM, Dec 17	2:12 PM, Dec 17	Terminal D - D3
boston	AA-202-LAX-MIA	6:10 AM, Dec 17	6:33 AM, Dec 17		1:55 PM, Dec 17	2:02 PM, Dec 17	
orbitz	AA-202-LAX-MIA	6:10aDec 17	6:07aDec 17	 46A	1:55pDec 17	2:12pDec 17	 D3
weather	AA-202-LAX-MIA	2011-12-17 06:10 AM	2011-12-17 06:33 AM		2011-12-17 01:55 PM	2011-12-17 01:52 PM	
mia	AA-202-LAX-MIA				1:55P 12-17-11	2011-12-17  2:12P	
mytripandmore	AA-202-LAX-MIA	6:10aDec 17	6:07aDec 17	 46A	1:55pDec 17	2:12pDec 17	 D3
flightarrival	AA-202-LAX-MIA	6:10 AM, Dec 17	6:33 AM, Dec 17		1:55 PM, Dec 17	2:02 PM, Dec 17	
ua	UA-967-FCO-IAD	Sat, Dec 17 10:45 AM	Sat, Dec 17 10:49 AM	HOLD	Sat, Dec 17 3:04 PM	Sat, Dec 17 4:44 PM	C1
airtravelcenter	UA-967-FCO-IAD		12/17/11 12:04 PM (+01:00)			12/17/11 4:25 PM (-05:00)	
myrateplan	UA-967-FCO-IAD		12/17/11 12:04 PM (+01:00)			12/17/11 4:25 PM (-05:00)	
helloflight	UA-967-FCO-IAD		12/17/11 12:04 PM (+01:00)			12/17/11 4:25 PM (-05:00)	
flytecomm	UA-967-FCO-IAD		12/17/11 12:04 PM (+01:00)			12/17/11 4:25 PM (-05:00)	
flights	UA-967-FCO-IAD		2011-12-17 10:49 AM			2011-12-17 04:44 PM	C1
businesstravellogue	UA-967-FCO-IAD		2011-12-17 10:49 AM			2011-12-17 04:44 PM	C1
flylouisville	UA-967-FCO-IAD		2011-12-17 10:49 AM			2011-12-17 04:44 PM	C1
flightview	UA-967-FCO-IAD		12:04 PMDec 17			4:44 PMDec 17	
panynj	UA-967-FCO-IAD		12:04 PMDec 17			4:44 PMDec 17	
gofox	UA-967-FCO-IAD		12:04 PMDec 17			4:44 PMDec 17	
foxbusiness	UA-967-FCO-IAD		12:04 PMDec 17			4:44 PMDec 17	
allegiantair	UA-967-FCO-IAD		12:04 PMDec 17			4:44 PMDec 17	
boston	UA-967-FCO-IAD		12:04 PMDec 17			4:37 PMDec 17	
orbitz	UA-967-FCO-IAD	10:45aDec 17	10:49aDec 17	 -	3:04pDec 17	4:44pDec 17	 C1
weather	UA-967-FCO-IAD	2011-12-17 10:45 AM			2011-12-17 03:04 PM		
usatoday	UA-967-FCO-IAD	2011-12-17 10:45 AM			2011-12-17 03:04 PM		
ua	UA-1451-IAH-SAL	Sat, Dec 17 11:37 AM	Sat, Dec 17 11:53 AM	E22	Sat, Dec 17 2:45 PM	Sat, Dec 17 2:42 PM	--
airtravelcenter	UA-1451-IAH-SAL	12/17/11 11:37 AM (-06:00)			12/17/11 2:45 PM (-06:00)		
airtravelcenter	UA-1451-IAH-SAL		12/17/11 12:03 PM (-06:00)			12/17/11 2:34 PM (-06:00)	
myrateplan	UA-1451-IAH-SAL	12/17/11 11:37 AM (-06:00)			12/17/11 2:45 PM (-06:00)		
myrateplan	UA-1451-IAH-SAL		12/17/11 12:03 PM (-06:00)			12/17/11 2:34 PM (-06:00)	
helloflight	UA-1451-IAH-SAL	12/17/11 11:37 AM (-06:00)			12/17/11 2:45 PM (-06:00)		
helloflight	UA-1451-IAH-SAL		12/17/11 12:03 PM (-06:00)			12/17/11 2:34 PM (-06:00)	
flytecomm	UA-1451-IAH-SAL	12/17/11 11:37 AM (-06:00)			12/17/11 2:45 PM (-06:00)		
flytecomm	UA-1451-IAH-SAL		12/17/11 12:03 PM (-06:00)			12/17/11 2:34 PM (-06:00)	
flights	UA-1451-IAH-SAL	11:37 AM  Sat 17-Dec-2011	11:53 AM  Sat 17-Dec-2011	22	02:45 PM  Sat 17-Dec-2011	02:42 PM  Sat 17-Dec-2011	HOLD
businesstravellogue	UA-1451-IAH-SAL	11:37 AM  Sat 17-Dec-2011	11:53 AM  Sat 17-Dec-2011	22	02:45 PM  Sat 17-Dec-2011	02:42 PM  Sat 17-Dec-2011	HOLD
flylouisville	UA-1451-IAH-SAL	11:37 AM  Sat 17-Dec-2011	11:53 AM  Sat 17-Dec-2011	22	02:45 PM  Sat 17-Dec-2011	02:42 PM  Sat 17-Dec-2011	HOLD
world-flight-tracker	UA-1451-IAH-SAL	2011-12-17 11:37 AM	2011-12-17 11:53 AM		2011-12-17 2:45 PM	2011-12-17 2:42 PM	
flightview	UA-1451-IAH-SAL	11:37 AM, Dec 17	12:03 PM, Dec 17		2:45 PM, Dec 17	2:42 PM, Dec 17	
panynj	UA-1451-IAH-SAL	11:37 AM, Dec 17	12:03 PM, Dec 17		2:45 PM, Dec 17	2:42 PM, Dec 17	
gofox	UA-1451-IAH-SAL	11:37 AM, Dec 17	12:03 PM, Dec 17		2:45 PM, Dec 17	2:42 PM, Dec 17	
foxbusiness	UA-1451-IAH-SAL	11:37 AM, Dec 17	12:03 PM, Dec 17		2:45 PM, Dec 17	2:42 PM, Dec 17	
allegiantair	UA-1451-IAH-SAL	11:37 AM, Dec 17	12:03 PM, Dec 17		2:45 PM, Dec 17	2:42 PM, Dec 17	
boston	UA-1451-IAH-SAL	11:37 AM, Dec 17	12:03 PM, Dec 17		2:45 PM, Dec 17	2:27 PM, Dec 17	
orbitz	UA-1451-IAH-SAL	11:37aDec 17	11:53aDec 17	 E22	2:45pDec 17	2:42pDec 17	 -
weather	UA-1451-IAH-SAL	2011-12-17 11:37 AM			2011-12-17 02:45 PM		
flightarrival	UA-1451-IAH-SAL	2011-12-17 11:37 AM			2011-12-17 02:45 PM		
ua	UA-988-DFW-DEN	Sat, Dec 17 6:10 AM	Sat, Dec 17 6:16 AM	E2	Sat, Dec 17 7:20 AM	Sat, Dec 17 7:19 AM	B44
flightexplorer	UA-988-DFW-DEN		12/17/2011 6:37AM CST			12/17/2011 7:11AM MST	
airtravelcenter	UA-988-DFW-DEN		12/17/11 6:38 AM (-06:00)			12/17/11 7:17 AM (-07:00)	
myrateplan	UA-988-DFW-DEN		12/17/11 6:38 AM (-06:00)			12/17/11 7:17 AM (-07:00)	
helloflight	UA-988-DFW-DEN		12/17/11 6:38 AM (-06:00)			12/17/11 7:17 AM (-07:00)	
flytecomm	UA-988-DFW-DEN		12/17/11 6:38 AM (-06:00)			12/17/11 7:17 AM (-07:00)	
flights	UA-988-DFW-DEN		2011-12-17 06:16 AM	E2		2011-12-17 07:19 AM	B44
businesstravellogue	UA-988-DFW-DEN		2011-12-17 06:16 AM	E2		2011-12-17 07:19 AM	B44
flylouisville	UA-988-DFW-DEN		2011-12-17 06:16 AM	E2		2011-12-17 07:19 AM	B44
flightview	UA-988-DFW-DEN		6:38 AMDec 17			7:19 AMDec 17	
panynj	UA-988-DFW-DEN		6:38 AMDec 17			7:19 AMDec 17	
gofox	UA-988-DFW-DEN		6:38 AMDec 17			7:19 AMDec 17	
foxbusiness	UA-988-DFW-DEN		6:38 AMDec 17			7:19 AMDec 17	
allegiantair	UA-988-DFW-DEN		6:38 AMDec 17			7:19 AMDec 17	
boston	UA-988-DFW-DEN		6:38 AMDec 17			7:16 AMDec 17	
travelocity	UA-988-DFW-DEN	Dec 17 - Not Available	Dec 17 - 6:38am	E2	Dec 17 - Not Available	Dec 17 - 7:19am	B44
orbitz	UA-988-DFW-DEN	6:10aDec 17	6:16aDec 17	 E2	7:20aDec 17	7:19aDec 17	 B44
weather	UA-988-DFW-DEN	2011-12-17 06:10 AM			2011-12-17 07:20 AM		
den	UA-988-DFW-DEN				2011-12-17 7:20 AM		B44
usatoday	UA-988-DFW-DEN	2011-12-17 06:10 AM			2011-12-17 07:20 AM		
mytripandmore	UA-988-DFW-DEN	6:10aDec 17	6:16aDec 17	 E2	7:20aDec 17	7:19aDec 17	 B44
flightarrival	UA-988-DFW-DEN	2011-12-17 06:10 AM			2011-12-17 07:20 AM		
ua	UA-316-SNA-DEN	Sat, Dec 17 7:32 AM	Sat, Dec 17 7:32 AM	11	Sat, Dec 17 10:55 AM	Sat, Dec 17 10:59 AM	B25
airtravelcenter	UA-316-SNA-DEN		12/17/11 7:44 AM (-08:00)			12/17/11 10:51 AM (-07:00)	
myrateplan	UA-316-SNA-DEN		12/17/11 7:44 AM (-08:00)			12/17/11 10:51 AM (-07:00)	
helloflight	UA-316-SNA-DEN		12/17/11 7:44 AM (-08:00)			12/17/11 10:51 AM (-07:00)	
flytecomm	UA-316-SNA-DEN		12/17/11 7:44 AM (-08:00)			12/17/11 10:51 AM (-07:00)	
flightaware	UA-316-SNA-DEN	2011-12-17 07:32AM PST	2011-12-17 07:43AM PST	 11 	2011-12-17 10:47AM MST	2011-12-17 10:46AM MST	 B25 
wunderground	UA-316-SNA-DEN	2011-12-17 07:32AM PST	2011-12-17 07:43AM PST	 11 	2011-12-17 10:47AM MST	2011-12-17 10:46AM MST	 B25 
flights	UA-316-SNA-DEN	07:32 AM  Sat 17-Dec-2011	07:32 AM  Sat 17-Dec-2011	11	10:55 AM  Sat 17-Dec-2011	10:59 AM  Sat 17-Dec-2011	B25
businesstravellogue	UA-316-SNA-DEN	07:32 AM  Sat 17-Dec-2011	07:32 AM  Sat 17-Dec-2011	11	10:55 AM  Sat 17-Dec-2011	10:59 AM  Sat 17-Dec-2011	B25
flylouisville	UA-316-SNA-DEN	07:32 AM  Sat 17-Dec-2011	07:32 AM  Sat 17-Dec-2011	11	10:55 AM  Sat 17-Dec-2011	10:59 AM  Sat 17-Dec-2011	B25
world-flight-tracker	UA-316-SNA-DEN	2011-12-17 7:32 AM	2011-12-17 7:32 AM		2011-12-17 10:55 AM	2011-12-17 10:59 AM	
flightview	UA-316-SNA-DEN	7:32 AM, Dec 17	7:44 AM, Dec 17	11	10:55 AM, Dec 17	10:59 AM, Dec 17	B25
panynj	UA-316-SNA-DEN	7:32 AM, Dec 17	7:44 AM, Dec 17	11	10:55 AM, Dec 17	10:59 AM, Dec 17	B25
gofox	UA-316-SNA-DEN	7:32 AM, Dec 17	7:44 AM, Dec 17		10:55 AM, Dec 17	10:59 AM, Dec 17	
foxbusiness	UA-316-SNA-DEN	7:32 AM, Dec 17	7:44 AM, Dec 17	11	10:55 AM, Dec 17	10:59 AM, Dec 17	B25
allegiantair	UA-316-SNA-DEN	7:32 AM, Dec 17	7:44 AM, Dec 17	11	10:55 AM, Dec 17	10:59 AM, Dec 17	B25
boston	UA-316-SNA-DEN	7:32 AM, Dec 17	7:44 AM, Dec 17		10:55 AM, Dec 17	10:51 AM, Dec 17	
orbitz	UA-316-SNA-DEN	7:43aDec 17	7:43aDec 17	 11	10:55aDec 17	10:59aDec 17	 -
weather	UA-316-SNA-DEN	2011-12-17 07:32 AM			2011-12-17 10:55 AM		
den	UA-316-SNA-DEN				2011-12-17 10:55 AM		B25
flightwise	UA-316-SNA-DEN	2011-12-17 07:32AM PST	2011-12-17 07:43AM PST	 11 	2011-12-17 10:47AM MST	2011-12-17 10:46AM MST	 B25 
flightarrival	UA-316-SNA-DEN	7:32 AM, Dec 17	7:44 AM, Dec 17		10:55 AM, Dec 17	10:51 AM, Dec 17	
aa	AA-24-SFO-JFK	December 17, 2011               07:00 AM    	December 17, 2011               06:57 AM    	 57	December 17, 2011               03:30 PM    	December 17, 2011               03:33 PM    	 42    
airtravelcenter	AA-24-SFO-JFK		12/17/11 7:13 AM (-08:00)			12/17/11 3:11 PM (-05:00)	
myrateplan	AA-24-SFO-JFK		12/17/11 7:13 AM (-08:00)			12/17/11 3:11 PM (-05:00)	
helloflight	AA-24-SFO-JFK		12/17/11 7:13 AM (-08:00)			12/17/11 3:11 PM (-05:00)	
flytecomm	AA-24-SFO-JFK		12/17/11 7:13 AM (-08:00)			12/17/11 3:11 PM (-05:00)	
flightaware	AA-24-SFO-JFK	2011-12-17 07:00AM PST	2011-12-17 07:13AM PST	 57 	2011-12-17 03:19PM EST	2011-12-17 03:23PM EST	 42 
wunderground	AA-24-SFO-JFK	2011-12-17 07:00AM PST	2011-12-17 07:13AM PST	 57 	2011-12-17 03:19PM EST	2011-12-17 03:23PM EST	 42 
flights	AA-24-SFO-JFK	07:00 AM  Sat 17-Dec-2011	06:57 AM  Sat 17-Dec-2011	57	03:30 PM  Sat 17-Dec-2011	03:33 PM  Sat 17-Dec-2011	C42
businesstravellogue	AA-24-SFO-JFK	07:00 AM  Sat 17-Dec-2011	06:57 AM  Sat 17-Dec-2011	57	03:30 PM  Sat 17-Dec-2011	03:33 PM  Sat 17-Dec-2011	C42
flylouisville	AA-24-SFO-JFK	07:00 AM  Sat 17-Dec-2011	06:57 AM  Sat 17-Dec-2011	57	03:30 PM  Sat 17-Dec-2011	03:33 PM  Sat 17-Dec-2011	C42
flightstats	AA-24-SFO-JFK	2011-12-17 7:00 AM	2011-12-17 6:57 AM		2011-12-17 3:30 PM	2011-12-17 3:33 PM	
quicktrip	AA-24-SFO-JFK	2011-12-17 7:00 AM	2011-12-17 6:57 AM		2011-12-17 3:30 PM	2011-12-17 3:33 PM	
world-flight-tracker	AA-24-SFO-JFK	2011-12-17 7:00 AM	2011-12-17 6:57 AM		2011-12-17 3:30 PM	2011-12-17 3:33 PM	
flightview	AA-24-SFO-JFK	7:00 AM, Dec 17	7:13 AM, Dec 17	Terminal 2 - 57	3:30 PM, Dec 17	3:33 PM, Dec 17	Terminal 8 - 42
panynj	AA-24-SFO-JFK	7:00 AM, Dec 17	7:13 AM, Dec 17	Terminal 2 - 57	3:30 PM, Dec 17	3:33 PM, Dec 17	Terminal 8 - 42
gofox	AA-24-SFO-JFK	7:00 AM, Dec 17	7:13 AM, Dec 17		3:30 PM, Dec 17	3:33 PM, Dec 17	
foxbusiness	AA-24-SFO-JFK	7:00 AM, Dec 17	7:13 AM, Dec 17	Terminal 2 - 57	3:30 PM, Dec 17	3:33 PM, Dec 17	Terminal 8 - 42
allegiantair	AA-24-SFO-JFK	7:00 AM, Dec 17	7:13 AM, Dec 17	Terminal 2 - 57	3:30 PM, Dec 17	3:33 PM, Dec 17	Terminal 8 - 42
boston	AA-24-SFO-JFK	7:00 AM, Dec 17	7:13 AM, Dec 17		3:30 PM, Dec 17	3:23 PM, Dec 17	
orbitz	AA-24-SFO-JFK	7:00aDec 17	6:57aDec 17	 57	3:30pDec 17	3:33pDec 17	 42
weather	AA-24-SFO-JFK	2011-12-17 07:00 AM			2011-12-17 03:30 PM		
usatoday	AA-24-SFO-JFK	2011-12-17 07:00 AM			2011-12-17 03:30 PM		
mytripandmore	AA-24-SFO-JFK	7:00aDec 17	6:57aDec 17	 57	3:30pDec 17	3:33pDec 17	 42
flightarrival	AA-24-SFO-JFK	2011-12-17 7:00 AM	2011-12-17 6:57 AM		2011-12-17 3:30 PM	2011-12-17 3:33 PM	
aa	AA-404-MIA-MCO	December 17, 2011               06:45 AM    	December 17, 2011               06:40 AM    	 E5	December 17, 2011               07:45 AM    	December 17, 2011               07:41 AM    	 15    
flightexplorer	AA-404-MIA-MCO		12/17/2011 6:55AM EST			12/17/2011 7:38AM EST	
airtravelcenter	AA-404-MIA-MCO		12/17/11 6:55 AM (-05:00)			12/17/11 7:38 AM (-05:00)	
myrateplan	AA-404-MIA-MCO		12/17/11 6:55 AM (-05:00)			12/17/11 7:38 AM (-05:00)	
helloflight	AA-404-MIA-MCO		12/17/11 6:55 AM (-05:00)			12/17/11 7:38 AM (-05:00)	
flytecomm	AA-404-MIA-MCO		12/17/11 6:55 AM (-05:00)			12/17/11 7:38 AM (-05:00)	
flightaware	AA-404-MIA-MCO	2011-12-17 06:45AM EST	2011-12-17 06:55AM EST	 E5 	2011-12-17 07:36AM EST	2011-12-17 07:32AM EST	 15 
wunderground	AA-404-MIA-MCO	2011-12-17 06:45AM EST	2011-12-17 06:55AM EST	 E5 	2011-12-17 07:36AM EST	2011-12-17 07:32AM EST	 15 
flights	AA-404-MIA-MCO	06:45 AM  Sat 17-Dec-2011	06:40 AM  Sat 17-Dec-2011	E5	07:45 AM  Sat 17-Dec-2011	07:41 AM  Sat 17-Dec-2011	15
businesstravellogue	AA-404-MIA-MCO	06:45 AM  Sat 17-Dec-2011	06:40 AM  Sat 17-Dec-2011	E5	07:45 AM  Sat 17-Dec-2011	07:41 AM  Sat 17-Dec-2011	15
flylouisville	AA-404-MIA-MCO	06:45 AM  Sat 17-Dec-2011	06:40 AM  Sat 17-Dec-2011	E5	07:45 AM  Sat 17-Dec-2011	07:41 AM  Sat 17-Dec-2011	15
flightstats	AA-404-MIA-MCO	2011-12-17 6:45 AM	2011-12-17 6:40 AM		2011-12-17 7:45 AM	2011-12-17 7:41 AM	
quicktrip	AA-404-MIA-MCO	2011-12-17 6:45 AM	2011-12-17 6:40 AM		2011-12-17 7:45 AM	2011-12-17 7:41 AM	
world-flight-tracker	AA-404-MIA-MCO	2011-12-17 6:45 AM	2011-12-17 6:40 AM		2011-12-17 7:45 AM	2011-12-17 7:41 AM	
flightview	AA-404-MIA-MCO	6:45 AM, Dec 17	6:55 AM, Dec 17	Terminal E - E5	7:45 AM, Dec 17	7:33 AM, Dec 17	15
panynj	AA-404-MIA-MCO	6:45 AM, Dec 17	6:55 AM, Dec 17	Terminal E - E5	7:45 AM, Dec 17	7:33 AM, Dec 17	15
gofox	AA-404-MIA-MCO	6:45 AM, Dec 17	6:55 AM, Dec 17		7:45 AM, Dec 17	7:33 AM, Dec 17	
foxbusiness	AA-404-MIA-MCO	6:45 AM, Dec 17	6:55 AM, Dec 17	Terminal E - E5	7:45 AM, Dec 17	7:33 AM, Dec 17	15
allegiantair	AA-404-MIA-MCO	6:45 AM, Dec 17	6:55 AM, Dec 17	Terminal E - E5	7:45 AM, Dec 17	7:33 AM, Dec 17	15
boston	AA-404-MIA-MCO	6:45 AM, Dec 17	6:55 AM, Dec 17		7:45 AM, Dec 17	7:33 AM, Dec 17	
travelocity	AA-404-MIA-MCO	Dec 17 - 6:45am	Dec 17 - 6:40am	E5	Dec 17 - 7:45am	Dec 17 - 7:41am	15
