ua	UA-1534-RTB-IAH	Sat, Dec 10 2:05 PM	Sat, Dec 10 5:00 PM	--	Sat, Dec 10 5:01 PM	Sat, Dec 10 7:44 PM	E24
wunderground	UA-2897-PHX-DTW	2011-12-10 10:10AM MST	2011-12-10 10:37AM MST		2011-12-10 04:03PM EST	2011-12-10 03:57PM EST	
flights	UA-2897-PHX-DTW		2011-12-10 10:19 AM	A12		2011-12-10 04:12 PM	D14
businesstravellogue	UA-2897-PHX-DTW		2011-12-10 10:19 AM	A12		2011-12-10 04:12 PM	D14
flylouisville	UA-2897-PHX-DTW		2011-12-10 10:19 AM	A12		2011-12-10 04:12 PM	D14
flightview	UA-2897-PHX-DTW		10:38 AMDec 10			4:08 PMDec 10	
panynj	UA-2897-PHX-DTW		10:38 AMDec 10			4:08 PMDec 10	
gofox	UA-2897-PHX-DTW		10:38 AMDec 10			4:08 PMDec 10	
foxbusiness	UA-2897-PHX-DTW		10:38 AMDec 10			4:08 PMDec 10	
allegiantair	UA-2897-PHX-DTW		10:38 AMDec 10			4:08 PMDec 10	
boston	UA-2897-PHX-DTW		10:38 AMDec 10			4:08 PMDec 10	
orbitz	UA-2897-PHX-DTW	10:10aDec 10	10:19aDec 10	 -	4:13pDec 10	4:12pDec 10	 -
aa	AA-1520-LAX-MIA	December 10, 2011               11:00 AM    	December 10, 2011               11:04 AM    	 41	December 10, 2011               06:45 PM    	December 10, 2011               06:36 PM    	 D14    
airtravelcenter	AA-1520-LAX-MIA		12/10/11 11:22 AM (-08:00)			12/10/11 6:28 PM (-05:00)	
myrateplan	AA-1520-LAX-MIA		12/10/11 11:22 AM (-08:00)			12/10/11 6:28 PM (-05:00)	
helloflight	AA-1520-LAX-MIA		12/10/11 11:22 AM (-08:00)			12/10/11 6:28 PM (-05:00)	
flytecomm	AA-1520-LAX-MIA		12/10/11 11:22 AM (-08:00)			12/10/11 6:28 PM (-05:00)	
flightaware	AA-1520-LAX-MIA	2011-12-10 11:00AM PST	2011-12-10 11:22AM PST	 41 	2011-12-10 06:23PM EST	2011-12-10 06:25PM EST	 D14 
wunderground	AA-1520-LAX-MIA	2011-12-10 11:00AM PST	2011-12-10 11:22AM PST	 41 	2011-12-10 06:23PM EST	2011-12-10 06:25PM EST	 D14 
flights	AA-1520-LAX-MIA	11:00 AM  Sat 10-Dec-2011	11:04 AM  Sat 10-Dec-2011	41	06:45 PM  Sat 10-Dec-2011	06:36 PM  Sat 10-Dec-2011	D14
businesstravellogue	AA-1520-LAX-MIA	11:00 AM  Sat 10-Dec-2011	11:04 AM  Sat 10-Dec-2011	41	06:45 PM  Sat 10-Dec-2011	06:36 PM  Sat 10-Dec-2011	D14
flylouisville	AA-1520-LAX-MIA	11:00 AM  Sat 10-Dec-2011	11:04 AM  Sat 10-Dec-2011	41	06:45 PM  Sat 10-Dec-2011	06:36 PM  Sat 10-Dec-2011	D14
flightstats	AA-1520-LAX-MIA	2011-12-10 11:00 AM	2011-12-10 11:04 AM		2011-12-10 6:45 PM	2011-12-10 6:36 PM	
quicktrip	AA-1520-LAX-MIA	2011-12-10 11:00 AM	2011-12-10 11:04 AM		2011-12-10 6:45 PM	2011-12-10 6:36 PM	
world-flight-tracker	AA-1520-LAX-MIA	2011-12-10 11:00 AM	2011-12-10 11:04 AM		2011-12-10 6:45 PM	2011-12-10 6:36 PM	
flightview	AA-1520-LAX-MIA	11:00 AM, Dec 10	11:22 AM, Dec 10	Terminal 4 - 41	6:45 PM, Dec 10	6:36 PM, Dec 10	Terminal D - D14
panynj	AA-1520-LAX-MIA	11:00 AM, Dec 10	11:22 AM, Dec 10	Terminal 4 - 41	6:45 PM, Dec 10	6:36 PM, Dec 10	Terminal D - D14
gofox	AA-1520-LAX-MIA	11:00 AM, Dec 10	11:22 AM, Dec 10		6:45 PM, Dec 10	6:36 PM, Dec 10	
foxbusiness	AA-1520-LAX-MIA	11:00 AM, Dec 10	11:22 AM, Dec 10	Terminal 4 - 41	6:45 PM, Dec 10	6:36 PM, Dec 10	Terminal D - D14
allegiantair	AA-1520-LAX-MIA	11:00 AM, Dec 10	11:22 AM, Dec 10	Terminal 4 - 41	6:45 PM, Dec 10	6:36 PM, Dec 10	Terminal D - D14
boston	AA-1520-LAX-MIA	11:00 AM, Dec 10	11:22 AM, Dec 10		6:45 PM, Dec 10	6:26 PM, Dec 10	
travelocity	AA-1520-LAX-MIA	Dec 10 - 11:00am	Dec 10 - 11:04am	41/T4	Dec 10 - 6:45pm	Dec 10 - 6:36pm	D14
orbitz	AA-1520-LAX-MIA	11:00aDec 10	11:04aDec 10	 41	6:45pDec 10	6:36pDec 10	 D14
weather	AA-1520-LAX-MIA	2011-12-10 11:00 AM			2011-12-10 06:45 PM		
mia	AA-1520-LAX-MIA				6:45P 12-10-11	2011-12-10  6:36P	
usatoday	AA-1520-LAX-MIA	2011-12-10 11:00 AM	2011-12-10 11:04 AM		2011-12-10 6:45 PM	2011-12-10 6:36 PM	
flightwise	AA-1520-LAX-MIA	2011-12-10 11:00AM PST	2011-12-10 11:22AM PST	 41 	2011-12-10 06:23PM EST	2011-12-10 06:25PM EST	 D14 
aa	AA-2428-DFW-IAH	December 10, 2011               02:25 PM    	December 10, 2011               02:25 PM    	 D40	December 10, 2011               03:30 PM    	December 10, 2011               03:28 PM    	 A27    
flightexplorer	AA-2428-DFW-IAH		12/10/2011 2:40PM CST			12/10/2011 3:23PM CST	
airtravelcenter	AA-2428-DFW-IAH		12/10/11 2:39 PM (-06:00)			12/10/11 3:23 PM (-06:00)	
myrateplan	AA-2428-DFW-IAH		12/10/11 2:39 PM (-06:00)			12/10/11 3:23 PM (-06:00)	
helloflight	AA-2428-DFW-IAH		12/10/11 2:39 PM (-06:00)			12/10/11 3:23 PM (-06:00)	
flytecomm	AA-2428-DFW-IAH		12/10/11 2:39 PM (-06:00)			12/10/11 3:23 PM (-06:00)	
flightaware	AA-2428-DFW-IAH	2011-12-10 02:25PM CST	2011-12-10 02:40PM CST	 D40 	2011-12-10 03:18PM CST	2011-12-10 03:20PM CST	 A27 
wunderground	AA-2428-DFW-IAH	2011-12-10 02:25PM CST	2011-12-10 02:40PM CST	 D40 	2011-12-10 03:18PM CST	2011-12-10 03:20PM CST	 A27 
flights	AA-2428-DFW-IAH		2011-12-10 02:25 PM	D40		2011-12-10 03:28 PM	27
businesstravellogue	AA-2428-DFW-IAH		2011-12-10 02:25 PM	D40		2011-12-10 03:28 PM	27
flylouisville	AA-2428-DFW-IAH		2011-12-10 02:25 PM	D40		2011-12-10 03:28 PM	27
flightstats	AA-2428-DFW-IAH	2011-12-10 2:25 PM	2011-12-10 2:25 PM		2011-12-10 3:30 PM	2011-12-10 3:28 PM	
quicktrip	AA-2428-DFW-IAH	2011-12-10 2:25 PM	2011-12-10 2:25 PM		2011-12-10 3:30 PM	2011-12-10 3:28 PM	
flightview	AA-2428-DFW-IAH		2:40 PMDec 10			3:21 PMDec 10	
panynj	AA-2428-DFW-IAH		2:40 PMDec 10			3:21 PMDec 10	
gofox	AA-2428-DFW-IAH		2:40 PMDec 10			3:21 PMDec 10	
foxbusiness	AA-2428-DFW-IAH		2:40 PMDec 10			3:21 PMDec 10	
allegiantair	AA-2428-DFW-IAH		2:40 PMDec 10			3:21 PMDec 10	
boston	AA-2428-DFW-IAH		2:40 PMDec 10			3:21 PMDec 10	
orbitz	AA-2428-DFW-IAH	2:25pDec 10	2:25pDec 10	 D40	3:30pDec 10	3:28pDec 10	 A27
dfw	AA-2428-DFW-IAH	2011-12-10 2:25 pm		D40			
mytripandmore	AA-2428-DFW-IAH	2:25pDec 10	2:25pDec 10	 D40	3:30pDec 10	3:28pDec 10	 A27
ua	UA-5151-JAX-EWR	Sat, Dec 10 11:20 AM	Sat, Dec 10 11:36 AM	A6	Sat, Dec 10 1:37 PM	Sat, Dec 10 1:44 PM	A25
airtravelcenter	UA-5151-JAX-EWR	12/10/11 11:20 AM (-05:00)			12/10/11 1:37 PM (-05:00)		
myrateplan	UA-5151-JAX-EWR	12/10/11 11:20 AM (-05:00)			12/10/11 1:37 PM (-05:00)		
helloflight	UA-5151-JAX-EWR	12/10/11 11:20 AM (-05:00)			12/10/11 1:37 PM (-05:00)		
flytecomm	UA-5151-JAX-EWR	12/10/11 11:20 AM (-05:00)			12/10/11 1:37 PM (-05:00)		
flights	UA-5151-JAX-EWR		2011-12-10 11:36 AM	A6		2011-12-10 01:44 PM	25
businesstravellogue	UA-5151-JAX-EWR		2011-12-10 11:36 AM	A6		2011-12-10 01:44 PM	25
flylouisville	UA-5151-JAX-EWR		2011-12-10 11:36 AM	A6		2011-12-10 01:44 PM	25
flightview	UA-5151-JAX-EWR		11:50 AMDec 10			1:31 PMDec 10	
panynj	UA-5151-JAX-EWR		11:50 AMDec 10			1:31 PMDec 10	
gofox	UA-5151-JAX-EWR		11:50 AMDec 10			1:31 PMDec 10	
foxbusiness	UA-5151-JAX-EWR		11:50 AMDec 10			1:31 PMDec 10	
allegiantair	UA-5151-JAX-EWR		11:50 AMDec 10			1:31 PMDec 10	
boston	UA-5151-JAX-EWR		11:50 AMDec 10			1:31 PMDec 10	
travelocity	UA-5151-JAX-EWR	Dec 10 - 11:20am	Dec 10 - Contact Airline	Not provided by airline	Dec 10 - 1:37pm	Dec 10 - Contact Airline	Not provided by airline
orbitz	UA-5151-JAX-EWR	11:20aDec 10	11:36aDec 10	 -	1:37pDec 10	1:44pDec 10	 -
weather	UA-5151-JAX-EWR	2011-12-10 11:20 AM			2011-12-10 01:37 PM		
usatoday	UA-5151-JAX-EWR	2011-12-10 11:20 AM			2011-12-10 01:37 PM		
flightarrival	UA-5151-JAX-EWR	2011-12-10 11:20 AM			2011-12-10 01:37 PM		
aa	AA-3548-CVG-MIA	December 10, 2011               06:05 PM    	December 10, 2011               05:58 PM    	 5	December 10, 2011               08:45 PM    	December 10, 2011               08:34 PM    	 D55    
airtravelcenter	AA-3548-CVG-MIA		12/10/11 6:11 PM (-05:00)			12/10/11 8:24 PM (-05:00)	
myrateplan	AA-3548-CVG-MIA		12/10/11 6:11 PM (-05:00)			12/10/11 8:24 PM (-05:00)	
helloflight	AA-3548-CVG-MIA		12/10/11 6:11 PM (-05:00)			12/10/11 8:24 PM (-05:00)	
flytecomm	AA-3548-CVG-MIA		12/10/11 6:11 PM (-05:00)			12/10/11 8:24 PM (-05:00)	
flightaware	AA-3548-CVG-MIA	2011-12-10 06:05PM EST	2011-12-10 06:11PM EST	 5 	2011-12-10 08:40PM EST	2011-12-10 08:21PM EST	 D55 
wunderground	AA-3548-CVG-MIA	2011-12-10 06:05PM EST	2011-12-10 06:11PM EST	 5 	2011-12-10 08:40PM EST	2011-12-10 08:21PM EST	 D55 
flights	AA-3548-CVG-MIA	06:05 PM  Sat 10-Dec-2011	05:58 PM  Sat 10-Dec-2011	5	08:45 PM  Sat 10-Dec-2011	08:34 PM  Sat 10-Dec-2011	D55
businesstravellogue	AA-3548-CVG-MIA	06:05 PM  Sat 10-Dec-2011	05:58 PM  Sat 10-Dec-2011	5	08:45 PM  Sat 10-Dec-2011	08:34 PM  Sat 10-Dec-2011	D55
flylouisville	AA-3548-CVG-MIA	06:05 PM  Sat 10-Dec-2011	05:58 PM  Sat 10-Dec-2011	5	08:45 PM  Sat 10-Dec-2011	08:34 PM  Sat 10-Dec-2011	D55
flightstats	AA-3548-CVG-MIA	2011-12-10 6:05 PM	2011-12-10 5:58 PM		2011-12-10 8:45 PM	2011-12-10 8:34 PM	
quicktrip	AA-3548-CVG-MIA	2011-12-10 6:05 PM	2011-12-10 5:58 PM		2011-12-10 8:45 PM	2011-12-10 8:34 PM	
world-flight-tracker	AA-3548-CVG-MIA	2011-12-10 6:05 PM	2011-12-10 5:58 PM		2011-12-10 8:45 PM	2011-12-10 8:34 PM	
flightview	AA-3548-CVG-MIA	6:05 PM, Dec 10	6:11 PM, Dec 10	Terminal 2	8:45 PM, Dec 10	8:34 PM, Dec 10	Terminal D - D55
panynj	AA-3548-CVG-MIA	6:05 PM, Dec 10	6:11 PM, Dec 10	Terminal 2	8:45 PM, Dec 10	8:34 PM, Dec 10	Terminal D - D55
gofox	AA-3548-CVG-MIA	6:05 PM, Dec 10	6:11 PM, Dec 10		8:45 PM, Dec 10	8:34 PM, Dec 10	
foxbusiness	AA-3548-CVG-MIA	6:05 PM, Dec 10	6:11 PM, Dec 10	Terminal 2	8:45 PM, Dec 10	8:34 PM, Dec 10	Terminal D - D55
allegiantair	AA-3548-CVG-MIA	6:05 PM, Dec 10	6:11 PM, Dec 10	Terminal 2	8:45 PM, Dec 10	8:34 PM, Dec 10	Terminal D - D55
boston	AA-3548-CVG-MIA	6:05 PM, Dec 10	6:11 PM, Dec 10		8:45 PM, Dec 10	8:22 PM, Dec 10	
travelocity	AA-3548-CVG-MIA	Dec 10 - 6:05pm	Dec 10 - 5:58pm	5	Dec 10 - 8:45pm	Dec 10 - 8:34pm	D55
orbitz	AA-3548-CVG-MIA	6:05pDec 10	5:58pDec 10	 5	8:45pDec 10	8:34pDec 10	 D55
weather	AA-3548-CVG-MIA	2011-12-10 06:05 PM			2011-12-10 08:45 PM		
mytripandmore	AA-3548-CVG-MIA	6:05pDec 10	5:58pDec 10	 5	8:45pDec 10	8:34pDec 10	 D55
flightwise	AA-3548-CVG-MIA	2011-12-10 06:05PM EST	2011-12-10 06:11PM EST	 5 	2011-12-10 08:40PM EST	2011-12-10 08:21PM EST	 D55 
flightarrival	AA-3548-CVG-MIA	2011-12-10 06:05 PM			2011-12-10 08:45 PM		
ua	UA-5812-YOW-IAD	Sat, Dec 10 2:22 PM	Sat, Dec 10 2:22 PM	--	Sat, Dec 10 4:02 PM	Sat, Dec 10 4:02 PM	A5D
airtravelcenter	UA-5812-YOW-IAD	12/10/11 2:22 PM (-05:00)			12/10/11 4:02 PM (-05:00)		
myrateplan	UA-5812-YOW-IAD	12/10/11 2:22 PM (-05:00)			12/10/11 4:02 PM (-05:00)		
helloflight	UA-5812-YOW-IAD	12/10/11 2:22 PM (-05:00)			12/10/11 4:02 PM (-05:00)		
flytecomm	UA-5812-YOW-IAD	12/10/11 2:22 PM (-05:00)			12/10/11 4:02 PM (-05:00)		
flights	UA-5812-YOW-IAD	2011-12-10 02:22 PM			2011-12-10 04:02 PM		A5
businesstravellogue	UA-5812-YOW-IAD	2011-12-10 02:22 PM			2011-12-10 04:02 PM		A5
flylouisville	UA-5812-YOW-IAD	2011-12-10 02:22 PM			2011-12-10 04:02 PM		A5
flightview	UA-5812-YOW-IAD	2:22 PMDec 10			4:02 PMDec 10		
panynj	UA-5812-YOW-IAD	2:22 PMDec 10			4:02 PMDec 10		
gofox	UA-5812-YOW-IAD	2:22 PMDec 10			4:02 PMDec 10		
foxbusiness	UA-5812-YOW-IAD	2:22 PMDec 10			4:02 PMDec 10		
allegiantair	UA-5812-YOW-IAD	2:22 PMDec 10			4:02 PMDec 10		
boston	UA-5812-YOW-IAD	2:22 PMDec 10			3:51 PMDec 10		
travelocity	UA-5812-YOW-IAD	Dec 10 - 2:22pm	Dec 10 - Not Available	CHK	Dec 10 - 4:02pm	Dec 10 - Not Available	A5D
orbitz	UA-5812-YOW-IAD	2:22pDec 10		 -	4:02pDec 10		 -
weather	UA-5812-YOW-IAD	2011-12-10 02:22 PM			2011-12-10 04:02 PM		
iad	UA-5812-YOW-IAD				2011-12-10 16:02 	2011-12-10 16:02 	
flightarrival	UA-5812-YOW-IAD	2:22 PMDec 10			3:51 PMDec 10		
aa	AA-1917-JFK-MCO	December 10, 2011               02:55 PM    	December 10, 2011               02:51 PM    	 37	December 10, 2011               05:55 PM    	December 10, 2011               05:54 PM    	 16    
flightexplorer	AA-1917-JFK-MCO		12/10/2011 3:15PM EST			12/10/2011 5:51PM EST	
airtravelcenter	AA-1917-JFK-MCO		12/10/11 3:15 PM (-05:00)			12/10/11 5:51 PM (-05:00)	
myrateplan	AA-1917-JFK-MCO		12/10/11 3:15 PM (-05:00)			12/10/11 5:51 PM (-05:00)	
helloflight	AA-1917-JFK-MCO		12/10/11 3:15 PM (-05:00)			12/10/11 5:51 PM (-05:00)	
flytecomm	AA-1917-JFK-MCO		12/10/11 3:15 PM (-05:00)			12/10/11 5:51 PM (-05:00)	
flightaware	AA-1917-JFK-MCO	2011-12-10 02:55PM EST	2011-12-10 03:15PM EST	 37 	2011-12-10 05:52PM EST	2011-12-10 05:45PM EST	 16 
wunderground	AA-1917-JFK-MCO	2011-12-10 02:55PM EST	2011-12-10 03:15PM EST	 37 	2011-12-10 05:52PM EST	2011-12-10 05:45PM EST	 16 
flights	AA-1917-JFK-MCO	02:55 PM  Sat 10-Dec-2011	02:51 PM  Sat 10-Dec-2011	C37	05:55 PM  Sat 10-Dec-2011	05:54 PM  Sat 10-Dec-2011	16
businesstravellogue	AA-1917-JFK-MCO	02:55 PM  Sat 10-Dec-2011	02:51 PM  Sat 10-Dec-2011	C37	05:55 PM  Sat 10-Dec-2011	05:54 PM  Sat 10-Dec-2011	16
flylouisville	AA-1917-JFK-MCO	02:55 PM  Sat 10-Dec-2011	02:51 PM  Sat 10-Dec-2011	C37	05:55 PM  Sat 10-Dec-2011	05:54 PM  Sat 10-Dec-2011	16
flightstats	AA-1917-JFK-MCO	2011-12-10 2:55 PM	2011-12-10 2:51 PM		2011-12-10 5:55 PM	2011-12-10 5:54 PM	
quicktrip	AA-1917-JFK-MCO	2011-12-10 2:55 PM	2011-12-10 2:51 PM		2011-12-10 5:55 PM	2011-12-10 5:54 PM	
world-flight-tracker	AA-1917-JFK-MCO	2011-12-10 2:55 PM	2011-12-10 2:51 PM		2011-12-10 5:55 PM	2011-12-10 5:54 PM	
flightview	AA-1917-JFK-MCO	2:55 PM, Dec 10	3:15 PM, Dec 10	Terminal 8 - 37	5:55 PM, Dec 10	5:46 PM, Dec 10	16
panynj	AA-1917-JFK-MCO	2:55 PM, Dec 10	3:15 PM, Dec 10	Terminal 8 - 37	5:55 PM, Dec 10	5:46 PM, Dec 10	16
gofox	AA-1917-JFK-MCO	2:55 PM, Dec 10	3:15 PM, Dec 10		5:55 PM, Dec 10	5:46 PM, Dec 10	
foxbusiness	AA-1917-JFK-MCO	2:55 PM, Dec 10	3:15 PM, Dec 10	Terminal 8 - 37	5:55 PM, Dec 10	5:46 PM, Dec 10	16
allegiantair	AA-1917-JFK-MCO	2:55 PM, Dec 10	3:15 PM, Dec 10	Terminal 8 - 37	5:55 PM, Dec 10	5:46 PM, Dec 10	16
boston	AA-1917-JFK-MCO	2:55 PM, Dec 10	3:15 PM, Dec 10		5:55 PM, Dec 10	5:46 PM, Dec 10	
travelocity	AA-1917-JFK-MCO	Dec 10 - 2:55pm	Dec 10 - 2:51pm	37/8	Dec 10 - 5:55pm	Dec 10 - 5:54pm	16
orbitz	AA-1917-JFK-MCO	2:55pDec 10	2:51pDec 10	 37	5:55pDec 10	5:54pDec 10	 16
weather	AA-1917-JFK-MCO	2011-12-10 02:55 PM			2011-12-10 05:55 PM		
mco	AA-1917-JFK-MCO				2011-12-10 Sat  17:55	2011-12-10 Sat  17:45	16?
flightwise	AA-1917-JFK-MCO	2011-12-10 02:55PM EST	2011-12-10 03:15PM EST	 37 	2011-12-10 05:52PM EST	2011-12-10 05:45PM EST	 16 
flightarrival	AA-1917-JFK-MCO	2:55 PM, Dec 10	3:15 PM, Dec 10		5:55 PM, Dec 10	5:46 PM, Dec 10	
ua	UA-1473-EWR-LAX	Sat, Dec 10 6:00 PM	Sat, Dec 10 6:07 PM            Delayed	C135	Sat, Dec 10 9:10 PM	Sat, Dec 10 9:03 PM	60
flightexplorer	UA-1473-EWR-LAX		12/10/2011 6:27PM EST			12/10/2011 9:00PM PST	
airtravelcenter	UA-1473-EWR-LAX	12/10/11 6:00 PM (-05:00)			12/10/11 9:10 PM (-08:00)		
airtravelcenter	UA-1473-EWR-LAX		12/10/11 6:29 PM (-05:00)			12/10/11 9:00 PM (-08:00)	
myrateplan	UA-1473-EWR-LAX	12/10/11 6:00 PM (-05:00)			12/10/11 9:10 PM (-08:00)		
myrateplan	UA-1473-EWR-LAX		12/10/11 6:29 PM (-05:00)			12/10/11 9:00 PM (-08:00)	
helloflight	UA-1473-EWR-LAX	12/10/11 6:00 PM (-05:00)			12/10/11 9:10 PM (-08:00)		
helloflight	UA-1473-EWR-LAX		12/10/11 6:29 PM (-05:00)			12/10/11 9:00 PM (-08:00)	
flytecomm	UA-1473-EWR-LAX	12/10/11 6:00 PM (-05:00)			12/10/11 9:10 PM (-08:00)		
flytecomm	UA-1473-EWR-LAX		12/10/11 6:29 PM (-05:00)			12/10/11 9:00 PM (-08:00)	
flightaware	UA-1473-EWR-LAX	2011-12-10 06:00PM EST	2011-12-10 06:28PM EST	 135 	2011-12-10 08:53PM PST	2011-12-10 09:00PM PST	 60 
wunderground	UA-1473-EWR-LAX	2011-12-10 06:00PM EST	2011-12-10 06:28PM EST	 135 	2011-12-10 08:53PM PST	2011-12-10 09:00PM PST	 60 
flights	UA-1473-EWR-LAX		2011-12-10 06:07 PM	135		2011-12-10 09:10 PM	60
businesstravellogue	UA-1473-EWR-LAX		2011-12-10 06:07 PM	135		2011-12-10 09:10 PM	60
flylouisville	UA-1473-EWR-LAX		2011-12-10 06:07 PM	135		2011-12-10 09:10 PM	60
flightstats	UA-1473-EWR-LAX	2011-12-10 6:00 PM	2011-12-10 6:07 PM		2011-12-10 9:10 PM	2011-12-10 8:58 PM (runway)	
quicktrip	UA-1473-EWR-LAX	2011-12-10 6:00 PM	2011-12-10 6:07 PM		2011-12-10 9:10 PM	2011-12-10 8:58 PM (runway)	
flightview	UA-1473-EWR-LAX		6:29 PMDec 10			8:57 PMDec 10	
panynj	UA-1473-EWR-LAX		6:29 PMDec 10			8:57 PMDec 10	
gofox	UA-1473-EWR-LAX		6:29 PMDec 10			8:57 PMDec 10	
foxbusiness	UA-1473-EWR-LAX		6:29 PMDec 10			8:57 PMDec 10	
allegiantair	UA-1473-EWR-LAX		6:29 PMDec 10			8:57 PMDec 10	
boston	UA-1473-EWR-LAX		6:29 PMDec 10			8:57 PMDec 10	
orbitz	UA-1473-EWR-LAX	6:00pDec 10	6:07pDec 10	 135	8:56pDec 10		 60
mytripandmore	UA-1473-EWR-LAX	6:00pDec 10	6:07pDec 10	 135	8:56pDec 10		 60
aa	AA-1597-BOS-ORD	December 10, 2011               06:00 AM    	December 10, 2011               06:04 AM    	 B31	December 10, 2011               08:05 AM    	December 10, 2011               07:55 AM    	 H9    
airtravelcenter	AA-1597-BOS-ORD		12/10/11 6:26 AM (-05:00)			12/10/11 7:46 AM (-06:00)	
myrateplan	AA-1597-BOS-ORD		12/10/11 6:26 AM (-05:00)			12/10/11 7:46 AM (-06:00)	
helloflight	AA-1597-BOS-ORD		12/10/11 6:26 AM (-05:00)			12/10/11 7:46 AM (-06:00)	
flytecomm	AA-1597-BOS-ORD		12/10/11 6:26 AM (-05:00)			12/10/11 7:46 AM (-06:00)	
flights	AA-1597-BOS-ORD		2011-12-10 06:04 AM	B31		2011-12-10 07:55 AM	H9
businesstravellogue	AA-1597-BOS-ORD		2011-12-10 06:04 AM	B31		2011-12-10 07:55 AM	H9
flylouisville	AA-1597-BOS-ORD		2011-12-10 06:04 AM	B31		2011-12-10 07:55 AM	H9
flightstats	AA-1597-BOS-ORD	2011-12-10 6:00 AM	2011-12-10 6:04 AM		2011-12-10 8:05 AM	2011-12-10 7:55 AM	
quicktrip	AA-1597-BOS-ORD	2011-12-10 6:00 AM	2011-12-10 6:04 AM		2011-12-10 8:05 AM	2011-12-10 7:55 AM	
flightview	AA-1597-BOS-ORD		6:27 AMDec 10			7:43 AMDec 10	
panynj	AA-1597-BOS-ORD		6:27 AMDec 10			7:43 AMDec 10	
gofox	AA-1597-BOS-ORD		6:27 AMDec 10			7:43 AMDec 10	
foxbusiness	AA-1597-BOS-ORD		6:27 AMDec 10			7:43 AMDec 10	
allegiantair	AA-1597-BOS-ORD		6:27 AMDec 10			7:43 AMDec 10	
boston	AA-1597-BOS-ORD		6:27 AMDec 10			7:43 AMDec 10	
travelocity	AA-1597-BOS-ORD	Dec 10 - 6:00am	Dec 10 - 6:04am	B31	Dec 10 - 8:05am	Dec 10 - 7:55am	H9/T3
orbitz	AA-1597-BOS-ORD	6:00aDec 10	6:04aDec 10	 B31	8:05aDec 10	7:55aDec 10	 H9
weather	AA-1597-BOS-ORD	2011-12-10 06:00 AM			2011-12-10 08:05 AM		
ord	AA-1597-BOS-ORD	2011-12-10 6:00 AM		B31	2011-12-10 8:05 AM		H9
ifly	AA-1597-BOS-ORD	2011-12-10 6:00 AM	2011-12-10 6:04 AM		2011-12-10 8:05 AM	2011-12-10 7:55 AM	
usatoday	AA-1597-BOS-ORD	2011-12-10 06:00 AM			2011-12-10 08:05 AM		
flightarrival	AA-1597-BOS-ORD	2011-12-10 06:00 AM			2011-12-10 08:05 AM		
aa	AA-1835-ORD-SFO	December 10, 2011               04:15 PM    	December 10, 2011               04:13 PM    	 H15	December 10, 2011               06:50 PM    	December 10, 2011     	 56A    
aa	AA-1835-ORD-SFO	December 10, 2011               04:15 PM    	December 10, 2011               04:13 PM    	 H15	December 10, 2011               06:50 PM    	December 10, 2011               06:29 PM    	 56A    
flightexplorer	AA-1835-ORD-SFO		12/10/2011 4:27PM CST			12/10/2011 6:28PM PST	
flightexplorer	AA-1835-ORD-SFO		12/10/2011 4:27PM CST			12/10/2011 6:20PM PST	
airtravelcenter	AA-1835-ORD-SFO		12/10/11 4:27 PM (-06:00)			12/10/11 6:20 PM (-08:00)	
airtravelcenter	AA-1835-ORD-SFO		12/10/11 4:27 PM (-06:00)			12/10/11 6:26 PM (-08:00)	
myrateplan	AA-1835-ORD-SFO		12/10/11 4:27 PM (-06:00)			12/10/11 6:20 PM (-08:00)	
myrateplan	AA-1835-ORD-SFO		12/10/11 4:27 PM (-06:00)			12/10/11 6:26 PM (-08:00)	
helloflight	AA-1835-ORD-SFO		12/10/11 4:27 PM (-06:00)			12/10/11 6:20 PM (-08:00)	
helloflight	AA-1835-ORD-SFO		12/10/11 4:27 PM (-06:00)			12/10/11 6:26 PM (-08:00)	
flytecomm	AA-1835-ORD-SFO		12/10/11 4:27 PM (-06:00)			12/10/11 6:20 PM (-08:00)	
flytecomm	AA-1835-ORD-SFO		12/10/11 4:27 PM (-06:00)			12/10/11 6:26 PM (-08:00)	
flightaware	AA-1835-ORD-SFO	2011-12-10 04:15PM CST	2011-12-10 04:27PM CST	 H15 	2011-12-10 06:30PM PST	2011-12-10 06:27PM PST	 56A 
flightaware	AA-1835-ORD-SFO	2011-12-10 04:15PM CST	2011-12-10 04:27PM CST	 H15 	2011-12-10 06:30PM PST	2011-12-10 06:25PM PST	 56A 
wunderground	AA-1835-ORD-SFO	2011-12-10 04:15PM CST	2011-12-10 04:27PM CST	 H15 	2011-12-10 06:30PM PST	2011-12-10 06:27PM PST	 56A 
wunderground	AA-1835-ORD-SFO	2011-12-10 04:15PM CST	2011-12-10 04:27PM CST	 H15 	2011-12-10 06:30PM PST	2011-12-10 06:25PM PST	 56A 
flights	AA-1835-ORD-SFO	04:15 PM  Sat 10-Dec-2011		H15	06:50 PM  Sat 10-Dec-2011		56A
flights	AA-1835-ORD-SFO	04:15 PM  Sat 10-Dec-2011	04:13 PM  Sat 10-Dec-2011	H15	06:50 PM  Sat 10-Dec-2011	06:29 PM  Sat 10-Dec-2011	56A
businesstravellogue	AA-1835-ORD-SFO	04:15 PM  Sat 10-Dec-2011		H15	06:50 PM  Sat 10-Dec-2011		56A
