CO	CO-4237-EWR-DTW	Sat., Dec.31, 2011 12:33 p.m.	Sat., Dec.31, 2011 12:29 p.m.		Sat., Dec.31, 2011 2:38 p.m.	Sat., Dec.31, 2011 2:15 p.m.	
world-flight-tracker	AA-3979-CVG-ORD	2011-12-31 7:30 AM	2011-12-31 7:24 AM		2011-12-31 8:00 AM	2011-12-31 7:31 AM	
flightview	AA-3979-CVG-ORD	7:30 AM, Dec 31	7:34 AM, Dec 31	Terminal 2	8:00 AM, Dec 31	7:27 AM, Dec 31	G10
panynj	AA-3979-CVG-ORD	7:30 AM, Dec 31	7:34 AM, Dec 31	Terminal 2	8:00 AM, Dec 31	7:27 AM, Dec 31	G10
gofox	AA-3979-CVG-ORD	7:30 AM, Dec 31	7:34 AM, Dec 31		8:00 AM, Dec 31	7:27 AM, Dec 31	
foxbusiness	AA-3979-CVG-ORD	7:30 AM, Dec 31	7:34 AM, Dec 31	Terminal 2	8:00 AM, Dec 31	7:27 AM, Dec 31	G10
allegiantair	AA-3979-CVG-ORD	7:30 AM, Dec 31	7:34 AM, Dec 31	Terminal 2	8:00 AM, Dec 31	7:27 AM, Dec 31	G10
boston	AA-3979-CVG-ORD	7:30 AM, Dec 31	7:34 AM, Dec 31		8:00 AM, Dec 31	7:27 AM, Dec 31	
travelocity	AA-3979-CVG-ORD	Dec 31 - 7:30am	Dec 31 - 7:24am	5	Dec 31 - 8:00am	Dec 31 - 7:31am	G10/T3
orbitz	AA-3979-CVG-ORD	7:30aDec 31	7:24aDec 31	 5	8:00aDec 31	7:31aDec 31	 G10
weather	AA-3979-CVG-ORD	2011-12-31 07:30 AM			2011-12-31 08:00 AM		
ord	AA-3979-CVG-ORD	2011-12-31 7:30 AM		5	2011-12-31 8:00 AM		G10
usatoday	AA-3979-CVG-ORD	2011-12-31 07:30 AM			2011-12-31 08:00 AM		
ua	UA-4463-EWR-ORD	Sat, Dec 31 1:59 PM	Sat, Dec 31 1:59 PM	A26X	Sat, Dec 31 3:32 PM	Sat, Dec 31 3:32 PM	B1
airtravelcenter	UA-4463-EWR-ORD	12/31/11 1:59 PM (-05:00)			12/31/11 3:32 PM (-06:00)		
myrateplan	UA-4463-EWR-ORD	12/31/11 1:59 PM (-05:00)			12/31/11 3:32 PM (-06:00)		
helloflight	UA-4463-EWR-ORD	12/31/11 1:59 PM (-05:00)			12/31/11 3:32 PM (-06:00)		
flytecomm	UA-4463-EWR-ORD	12/31/11 1:59 PM (-05:00)			12/31/11 3:32 PM (-06:00)		
flights	UA-4463-EWR-ORD	01:59 PM  Sat 31-Dec-2011		26	03:32 PM  Sat 31-Dec-2011		B1
businesstravellogue	UA-4463-EWR-ORD	01:59 PM  Sat 31-Dec-2011		26	03:32 PM  Sat 31-Dec-2011		B1
flylouisville	UA-4463-EWR-ORD	01:59 PM  Sat 31-Dec-2011		26	03:32 PM  Sat 31-Dec-2011		B1
flightstats	UA-4463-EWR-ORD	2011-12-31 1:59 PM	2011-12-31 1:59 PM (Estimated)		2011-12-31 3:32 PM	2011-12-31 3:32 PM (Estimated)	
quicktrip	UA-4463-EWR-ORD	2011-12-31 1:59 PM	2011-12-31 1:59 PM (Estimated)		2011-12-31 3:32 PM	2011-12-31 3:32 PM (Estimated)	
world-flight-tracker	UA-4463-EWR-ORD	2011-12-31 1:59 PM	2011-12-31 1:59 PM (Estimated)		2011-12-31 3:32 PM	2011-12-31 3:32 PM (Estimated)	
flightview	UA-4463-EWR-ORD	1:59 PM, Dec 31		Main Term - A26X	3:32 PM, Dec 31		Term 1 - B1
panynj	UA-4463-EWR-ORD	1:59 PM, Dec 31		Main Term - A26X	3:32 PM, Dec 31		Term 1 - B1
gofox	UA-4463-EWR-ORD	1:59 PM, Dec 31			3:32 PM, Dec 31		
foxbusiness	UA-4463-EWR-ORD	1:59 PM, Dec 31		Main Term - A26X	3:32 PM, Dec 31		Term 1 - B1
allegiantair	UA-4463-EWR-ORD	1:59 PM, Dec 31		Main Term - A26X	3:32 PM, Dec 31		Term 1 - B1
boston	UA-4463-EWR-ORD	1:59 PM, Dec 31	Not Available		3:32 PM, Dec 31	Not Available	
travelocity	UA-4463-EWR-ORD	Dec 31 - 1:59pm	Dec 31 - Contact Airline	Not provided by airline	Dec 31 - 3:32pm	Dec 31 - Contact Airline	Not provided by airline
orbitz	UA-4463-EWR-ORD	1:59pDec 31		 -	3:32pDec 31		 -
weather	UA-4463-EWR-ORD	2011-12-31 01:59 PM			2011-12-31 03:32 PM		
mytripandmore	UA-4463-EWR-ORD	1:59pDec 31		 -	3:32pDec 31		 -
flightarrival	UA-4463-EWR-ORD	2011-12-31 01:59 PM			2011-12-31 03:32 PM		
aa	AA-2415-MIA-PUJ	December 31, 2011               12:00 PM    	December 31, 2011               11:58 AM    	 D33	December 31, 2011               03:15 PM    	December 31, 2011               03:32 PM    	    
airtravelcenter	AA-2415-MIA-PUJ		12/31/11 12:21 PM (-05:00)			12/31/11 3:06 PM (-04:00)	
myrateplan	AA-2415-MIA-PUJ		12/31/11 12:21 PM (-05:00)			12/31/11 3:06 PM (-04:00)	
helloflight	AA-2415-MIA-PUJ		12/31/11 12:21 PM (-05:00)			12/31/11 3:06 PM (-04:00)	
flytecomm	AA-2415-MIA-PUJ		12/31/11 12:21 PM (-05:00)			12/31/11 3:06 PM (-04:00)	
flights	AA-2415-MIA-PUJ	12:00 PM  Sat 31-Dec-2011	11:58 AM  Sat 31-Dec-2011		03:15 PM  Sat 31-Dec-2011	03:32 PM  Sat 31-Dec-2011	
businesstravellogue	AA-2415-MIA-PUJ	12:00 PM  Sat 31-Dec-2011	11:58 AM  Sat 31-Dec-2011		03:15 PM  Sat 31-Dec-2011	03:32 PM  Sat 31-Dec-2011	
flylouisville	AA-2415-MIA-PUJ	12:00 PM  Sat 31-Dec-2011	11:58 AM  Sat 31-Dec-2011		03:15 PM  Sat 31-Dec-2011	03:32 PM  Sat 31-Dec-2011	
world-flight-tracker	AA-2415-MIA-PUJ	2011-12-31 12:00 PM	2011-12-31 11:58 AM		2011-12-31 3:15 PM	2011-12-31 3:32 PM	
flightview	AA-2415-MIA-PUJ	12:00 PM, Dec 31	12:21 PM, Dec 31		3:15 PM, Dec 31	3:12 PM, Dec 31	
panynj	AA-2415-MIA-PUJ	12:00 PM, Dec 31	12:21 PM, Dec 31		3:15 PM, Dec 31	3:12 PM, Dec 31	
gofox	AA-2415-MIA-PUJ	12:00 PM, Dec 31	12:21 PM, Dec 31		3:15 PM, Dec 31	3:12 PM, Dec 31	
foxbusiness	AA-2415-MIA-PUJ	12:00 PM, Dec 31	12:21 PM, Dec 31		3:15 PM, Dec 31	3:12 PM, Dec 31	
allegiantair	AA-2415-MIA-PUJ	12:00 PM, Dec 31	12:21 PM, Dec 31		3:15 PM, Dec 31	3:12 PM, Dec 31	
boston	AA-2415-MIA-PUJ	12:00 PM, Dec 31	12:21 PM, Dec 31		2:15 PM, Dec 31	2:12 PM, Dec 31	
travelocity	AA-2415-MIA-PUJ	Dec 31 - 12:00noon	Dec 31 - 11:58am	D33	Dec 31 - 3:15pm	Dec 31 - 3:32pm	Not provided by airline
orbitz	AA-2415-MIA-PUJ	12:00pDec 31	11:58aDec 31	 D33	3:15pDec 31	3:32pDec 31	 -
mytripandmore	AA-2415-MIA-PUJ	Dec 31 - 12:00noon	Dec 31 - 11:58am	D33	Dec 31 - 3:15pm	Dec 31 - 3:32pm	Not provided by airline
flightarrival	AA-2415-MIA-PUJ	12:00 PM, Dec 31	12:21 PM, Dec 31		2:15 PM, Dec 31	2:12 PM, Dec 31	
ua	UA-270-DEN-MCO	Sat, Dec 31 12:44 PM	Sat, Dec 31 12:52 PM            Delayed	B38	Sat, Dec 31 6:06 PM	Sat, Dec 31 6:00 PM	42
flightexplorer	UA-270-DEN-MCO		12/31/2011 1:02PM MST			12/31/2011 5:55PM EST	
airtravelcenter	UA-270-DEN-MCO		12/31/11 1:04 PM (-07:00)			12/31/11 6:02 PM (-05:00)	
myrateplan	UA-270-DEN-MCO		12/31/11 1:04 PM (-07:00)			12/31/11 6:02 PM (-05:00)	
helloflight	UA-270-DEN-MCO		12/31/11 1:04 PM (-07:00)			12/31/11 6:02 PM (-05:00)	
flytecomm	UA-270-DEN-MCO		12/31/11 1:04 PM (-07:00)			12/31/11 6:02 PM (-05:00)	
flightaware	UA-270-DEN-MCO	2011-12-31 12:44PM MST	2011-12-31 01:04PM MST	 B38 	2011-12-31 05:58PM EST	2011-12-31 05:56PM EST	 42 
wunderground	UA-270-DEN-MCO	2011-12-31 12:44PM MST	2011-12-31 01:04PM MST	 B38 	2011-12-31 05:58PM EST	2011-12-31 05:56PM EST	 42 
flights	UA-270-DEN-MCO		2011-12-31 12:52 PM	B38		2011-12-31 06:00 PM	42
businesstravellogue	UA-270-DEN-MCO		2011-12-31 12:52 PM	B38		2011-12-31 06:00 PM	42
flylouisville	UA-270-DEN-MCO		2011-12-31 12:52 PM	B38		2011-12-31 06:00 PM	42
flightstats	UA-270-DEN-MCO	2011-12-31 12:44 PM	2011-12-31 12:52 PM		2011-12-31 6:06 PM	2011-12-31 6:00 PM	
quicktrip	UA-270-DEN-MCO	2011-12-31 12:44 PM	2011-12-31 12:52 PM		2011-12-31 6:06 PM	2011-12-31 6:00 PM	
flightview	UA-270-DEN-MCO		1:04 PMDec 31			6:00 PMDec 31	
panynj	UA-270-DEN-MCO		1:04 PMDec 31			6:00 PMDec 31	
gofox	UA-270-DEN-MCO		1:04 PMDec 31			6:00 PMDec 31	
foxbusiness	UA-270-DEN-MCO		1:04 PMDec 31			6:00 PMDec 31	
allegiantair	UA-270-DEN-MCO		1:04 PMDec 31			6:00 PMDec 31	
boston	UA-270-DEN-MCO		1:04 PMDec 31			5:57 PMDec 31	
orbitz	UA-270-DEN-MCO	12:44pDec 31	12:52pDec 31	 B38	6:06pDec 31	6:00pDec 31	 42
den	UA-270-DEN-MCO	2011-12-31 12:44 PM		B38			
mco	UA-270-DEN-MCO				2011-12-31 Sat  18:06	2011-12-31 Sat  18:02	42?
usatoday	UA-270-DEN-MCO		1:04 PMDec 31			5:57 PMDec 31	
CO	CO-1011-IAH-EGE	Sat., Dec.31, 2011 11:30 a.m.	Sat., Dec.31, 2011 12:40 p.m.		Sat., Dec.31, 2011 1:27 p.m.	Sat., Dec.31, 2011 2:51 p.m.	
flightexplorer	CO-1011-IAH-EGE		12/31/2011 1:05PM CST			12/31/2011 2:45PM MST	
airtravelcenter	CO-1011-IAH-EGE	12/31/11 11:30 AM (-06:00)			12/31/11 1:27 PM (-07:00)		
myrateplan	CO-1011-IAH-EGE	12/31/11 11:30 AM (-06:00)			12/31/11 1:27 PM (-07:00)		
helloflight	CO-1011-IAH-EGE	12/31/11 11:30 AM (-06:00)			12/31/11 1:27 PM (-07:00)		
flytecomm	CO-1011-IAH-EGE	12/31/11 11:30 AM (-06:00)			12/31/11 1:27 PM (-07:00)		
flightaware	CO-1011-IAH-EGE	2011-12-31 11:30AM CST	2011-12-31 01:06PM CST	 E21 	2011-12-31 01:06PM MST	2011-12-31 02:46PM MST	
wunderground	CO-1011-IAH-EGE	2011-12-31 11:30AM CST	2011-12-31 01:06PM CST	 E21 	2011-12-31 01:06PM MST	2011-12-31 02:46PM MST	
flights	CO-1011-IAH-EGE		2011-12-31 12:40 PM	21		2011-12-31 02:51 PM	3
businesstravellogue	CO-1011-IAH-EGE		2011-12-31 12:40 PM	21		2011-12-31 02:51 PM	3
flylouisville	CO-1011-IAH-EGE		2011-12-31 12:40 PM	21		2011-12-31 02:51 PM	3
flightstats	CO-1011-IAH-EGE	2011-12-31 11:30 AM	2011-12-31 12:40 PM		2011-12-31 1:27 PM	2011-12-31 2:51 PM	
quicktrip	CO-1011-IAH-EGE	2011-12-31 11:30 AM	2011-12-31 12:40 PM		2011-12-31 1:27 PM	2011-12-31 2:51 PM	
flightview	CO-1011-IAH-EGE		1:06 PMDec 31			2:51 PMDec 31	
panynj	CO-1011-IAH-EGE		1:06 PMDec 31			2:51 PMDec 31	
gofox	CO-1011-IAH-EGE		1:06 PMDec 31			2:51 PMDec 31	
foxbusiness	CO-1011-IAH-EGE		1:06 PMDec 31			2:51 PMDec 31	
allegiantair	CO-1011-IAH-EGE		1:06 PMDec 31			2:51 PMDec 31	
boston	CO-1011-IAH-EGE		1:06 PMDec 31			2:51 PMDec 31	
orbitz	CO-1011-IAH-EGE	11:30aDec 31	12:40pDec 31	 E21	1:27pDec 31	2:51pDec 31	 -
ifly	CO-1011-IAH-EGE	2011-12-31 11:30 AM	2011-12-31 12:40 PM		2011-12-31 1:27 PM	2011-12-31 2:51 PM	
mytripandmore	CO-1011-IAH-EGE	11:30aDec 31	12:40pDec 31	 E21	1:27pDec 31	2:51pDec 31	 -
aa	AA-204-LAX-MCO	December 31, 2011               11:25 PM    	December 31, 2011     	 42A	January 1, 2011               06:55 AM    	January 1, 2011     	 TBA    
flightexplorer	AA-204-LAX-MCO		12/31/2011 12:18AM PST			12/31/2011 7:33AM EST	
flightexplorer	AA-204-LAX-MCO	12/31/2011 11:25PM PST			1/1/2012 6:55AM EST		
airtravelcenter	AA-204-LAX-MCO		12/31/11 11:29 PM (-08:00)			1/1/12 6:46 AM (-05:00)	
myrateplan	AA-204-LAX-MCO		12/31/11 11:29 PM (-08:00)			1/1/12 6:46 AM (-05:00)	
helloflight	AA-204-LAX-MCO		12/31/11 11:29 PM (-08:00)			1/1/12 6:46 AM (-05:00)	
flytecomm	AA-204-LAX-MCO		12/31/11 11:29 PM (-08:00)			1/1/12 6:46 AM (-05:00)	
flightaware	AA-204-LAX-MCO	2011-12-31 11:25PM PST	2011-12-31 12:18AM PST	 43 	2011-12-31 06:53AM EST	2011-12-31 07:28AM EST	 14 
wunderground	AA-204-LAX-MCO	2011-12-31 11:25PM PST	2011-12-31 12:18AM PST	 43 	2011-12-31 06:53AM EST	2011-12-31 07:28AM EST	 14 
flights	AA-204-LAX-MCO	11:25 PM  Sat 31-Dec-2011			06:55 AM  Sun 01-Jan-2012		
businesstravellogue	AA-204-LAX-MCO	11:25 PM  Sat 31-Dec-2011			06:55 AM  Sun 01-Jan-2012		
flylouisville	AA-204-LAX-MCO	11:25 PM  Sat 31-Dec-2011			06:55 AM  Sun 01-Jan-2012		
flightstats	AA-204-LAX-MCO	2011-12-31 11:25 PM	2011-12-31 11:25 PM (Estimated)		2011-12-31 6:55 AM	2011-12-31 6:55 AM (Estimated)	
quicktrip	AA-204-LAX-MCO	2011-12-31 11:25 PM	2011-12-31 11:25 PM (Estimated)		2011-12-31 6:55 AM	2011-12-31 6:55 AM (Estimated)	
world-flight-tracker	AA-204-LAX-MCO	2011-12-31 11:25 PM	2011-12-31 11:25 PM (Estimated)		2011-12-31 6:55 AM	2011-12-31 6:55 AM (Estimated)	
flightview	AA-204-LAX-MCO	11:25 PM, Dec 31		Terminal 4 - 42A	6:55 AM, Jan 01		TBA
panynj	AA-204-LAX-MCO	11:25 PM, Dec 31		Terminal 4 - 42A	6:55 AM, Jan 01		TBA
gofox	AA-204-LAX-MCO	11:25 PM, Dec 31			6:55 AM, Jan 01		
foxbusiness	AA-204-LAX-MCO	11:25 PM, Dec 31		Terminal 4 - 42A	6:55 AM, Jan 01		TBA
allegiantair	AA-204-LAX-MCO	11:25 PM, Dec 31		Terminal 4 - 42A	6:55 AM, Jan 01		TBA
boston	AA-204-LAX-MCO		12:18 AMDec 31			7:28 AMDec 31	
boston	AA-204-LAX-MCO	11:25 PMDec 31			6:55 AMJan 01		
travelocity	AA-204-LAX-MCO	Dec 31 - 11:25pm	Dec 31 - Not Available	42A/T4	Jan 01 - 6:55am	Jan 01 - Not Available	TBA
orbitz	AA-204-LAX-MCO	11:25pDec 31		 42A	6:55aJan 1		 TBA
weather	AA-204-LAX-MCO	2011-12-31 11:25 PM	2011-12-31 12:18 AM		2011-12-31 06:55 AM	2011-12-31 07:33 AM	
mco	AA-204-LAX-MCO				2011-12-31 Sat  06:55	2011-12-31 Sat  07:39	14?
usatoday	AA-204-LAX-MCO		12:18 AMDec 31			7:28 AMDec 31	
flightarrival	AA-204-LAX-MCO	2011-12-31 11:25 PM	2011-12-31 12:18 AM		2011-12-31 06:55 AM	2011-12-31 07:33 AM	
ua	UA-750-SFO-PIT	Sat, Dec 31 4:50 PM	Sat, Dec 31 5:38 PM	87	Sun, Jan 1 12:28 AM	Sun, Jan 1 1:21 AM	C53
flightexplorer	UA-750-SFO-PIT		12/31/2011 5:46PM PST			1/1/2012 12:54AM EST	
airtravelcenter	UA-750-SFO-PIT		12/31/11 5:48 PM (-08:00)			1/1/12 12:55 AM (-05:00)	
myrateplan	UA-750-SFO-PIT		12/31/11 5:48 PM (-08:00)			1/1/12 12:55 AM (-05:00)	
helloflight	UA-750-SFO-PIT		12/31/11 5:48 PM (-08:00)			1/1/12 12:55 AM (-05:00)	
flytecomm	UA-750-SFO-PIT		12/31/11 5:48 PM (-08:00)			1/1/12 12:55 AM (-05:00)	
flightaware	UA-750-SFO-PIT	2011-12-31 04:50PM PST	2011-12-31 05:48PM PST	 87 	2011-12-31 12:27AM EST	2011-12-31 12:53AM EST	 C53 
wunderground	UA-750-SFO-PIT	2011-12-31 04:50PM PST	2011-12-31 05:48PM PST	 87 	2011-12-31 12:27AM EST	2011-12-31 12:53AM EST	 C53 
flights	UA-750-SFO-PIT	04:50 PM  Sat 31-Dec-2011		87	12:28 AM  Sun 01-Jan-2012		C53
businesstravellogue	UA-750-SFO-PIT	04:50 PM  Sat 31-Dec-2011		87	12:28 AM  Sun 01-Jan-2012		C53
flylouisville	UA-750-SFO-PIT	04:50 PM  Sat 31-Dec-2011		87	12:28 AM  Sun 01-Jan-2012		C53
world-flight-tracker	UA-750-SFO-PIT	2011-12-31 4:50 PM	2011-12-31 5:38 PM		2011-12-31 12:28 AM	2011-12-31 1:21 AM (Estimated)	
flightview	UA-750-SFO-PIT	4:50 PM, Dec 31	5:48 PM, Dec 31		12:28 AM, Jan 01		
panynj	UA-750-SFO-PIT	4:50 PM, Dec 31	5:48 PM, Dec 31		12:28 AM, Jan 01		
gofox	UA-750-SFO-PIT	4:50 PM, Dec 31	5:48 PM, Dec 31		12:28 AM, Jan 01		
foxbusiness	UA-750-SFO-PIT	4:50 PM, Dec 31	5:48 PM, Dec 31		12:28 AM, Jan 01		
allegiantair	UA-750-SFO-PIT	4:50 PM, Dec 31	5:48 PM, Dec 31		12:28 AM, Jan 01		
boston	UA-750-SFO-PIT	4:50 PM, Dec 31	5:48 PM, Dec 31		12:28 AM, Jan 01	12:55 AM, Jan 01&nbsp(Estimated)	
travelocity	UA-750-SFO-PIT	Dec 31 - Not Available	Dec 31 - 5:50pm	87	Dec 31 - Not Available	Dec 31 - 1:21am*	CHK
orbitz	UA-750-SFO-PIT	4:50pDec 31	5:38pDec 31	 87	2:14aJan 1		 C53
weather	UA-750-SFO-PIT	2011-12-31 04:50 PM			2011-12-31 12:28 AM		
usatoday	UA-750-SFO-PIT	4:50 PM, Dec 31	5:48 PM, Dec 31		12:28 AM, Jan 01	12:55 AM, Jan 01&nbsp(Estimated)	
mytripandmore	UA-750-SFO-PIT	4:50pDec 31	5:38pDec 31	 87	2:14aJan 1		 C53
ua	UA-2568-PHL-FLL	Sat, Dec 31 7:45 AM	Sat, Dec 31 7:45 AM	A24	Sat, Dec 31 10:41 AM	Sat, Dec 31 10:26 AM	E7
airtravelcenter	UA-2568-PHL-FLL	12/31/11 7:45 AM (-05:00)			12/31/11 10:41 AM (-05:00)		
myrateplan	UA-2568-PHL-FLL	12/31/11 7:45 AM (-05:00)			12/31/11 10:41 AM (-05:00)		
helloflight	UA-2568-PHL-FLL	12/31/11 7:45 AM (-05:00)			12/31/11 10:41 AM (-05:00)		
flytecomm	UA-2568-PHL-FLL	12/31/11 7:45 AM (-05:00)			12/31/11 10:41 AM (-05:00)		
flights	UA-2568-PHL-FLL	07:45 AM  Sat 31-Dec-2011	07:41 AM  Sat 31-Dec-2011	24	10:41 AM  Sat 31-Dec-2011	10:26 AM  Sat 31-Dec-2011	E7
businesstravellogue	UA-2568-PHL-FLL	07:45 AM  Sat 31-Dec-2011	07:41 AM  Sat 31-Dec-2011	24	10:41 AM  Sat 31-Dec-2011	10:26 AM  Sat 31-Dec-2011	E7
flylouisville	UA-2568-PHL-FLL	07:45 AM  Sat 31-Dec-2011	07:41 AM  Sat 31-Dec-2011	24	10:41 AM  Sat 31-Dec-2011	10:26 AM  Sat 31-Dec-2011	E7
flightstats	UA-2568-PHL-FLL	2011-12-31 7:45 AM	2011-12-31 7:41 AM		2011-12-31 10:41 AM	2011-12-31 10:26 AM	
quicktrip	UA-2568-PHL-FLL	2011-12-31 7:45 AM	2011-12-31 7:41 AM		2011-12-31 10:41 AM	2011-12-31 10:26 AM	
world-flight-tracker	UA-2568-PHL-FLL	2011-12-31 7:45 AM	2011-12-31 7:41 AM		2011-12-31 10:41 AM	2011-12-31 10:26 AM	
flightview	UA-2568-PHL-FLL	7:45 AM, Dec 31	7:56 AM, Dec 31	A24	10:41 AM, Dec 31	10:23 AM, Dec 31	Terminal 3 - E7
panynj	UA-2568-PHL-FLL	7:45 AM, Dec 31	7:56 AM, Dec 31	A24	10:41 AM, Dec 31	10:23 AM, Dec 31	Terminal 3 - E7
gofox	UA-2568-PHL-FLL	7:45 AM, Dec 31	7:56 AM, Dec 31		10:41 AM, Dec 31	10:23 AM, Dec 31	
foxbusiness	UA-2568-PHL-FLL	7:45 AM, Dec 31	7:56 AM, Dec 31	A24	10:41 AM, Dec 31	10:23 AM, Dec 31	Terminal 3 - E7
allegiantair	UA-2568-PHL-FLL	7:45 AM, Dec 31	7:56 AM, Dec 31	A24	10:41 AM, Dec 31	10:23 AM, Dec 31	Terminal 3 - E7
boston	UA-2568-PHL-FLL	7:45 AM, Dec 31	7:56 AM, Dec 31		10:41 AM, Dec 31	10:23 AM, Dec 31	
travelocity	UA-2568-PHL-FLL	Dec 31 - 7:45am	Dec 31 - Contact Airline	Not provided by airline	Dec 31 - 10:41am	Dec 31 - Contact Airline	Not provided by airline
orbitz	UA-2568-PHL-FLL	7:45aDec 31	7:41aDec 31	 -	10:41aDec 31	10:26aDec 31	 -
weather	UA-2568-PHL-FLL	2011-12-31 07:45 AM			2011-12-31 10:41 AM		
flightarrival	UA-2568-PHL-FLL	7:45 AM, Dec 31	7:56 AM, Dec 31		10:41 AM, Dec 31	10:23 AM, Dec 31	
ua	UA-597-HNL-LAX	Sat, Dec 31 11:08 PM	Sat, Dec 31 11:08 PM	10	Sun, Jan 1 6:25 AM	Sun, Jan 1 6:25 AM	76
flightexplorer	UA-597-HNL-LAX	12/31/2011 11:08PM HST			1/1/2012 6:25AM PST		
airtravelcenter	UA-597-HNL-LAX		12/31/11 11:18 PM (-10:00)			1/1/12 6:07 AM (-08:00)	
myrateplan	UA-597-HNL-LAX		12/31/11 11:18 PM (-10:00)			1/1/12 6:07 AM (-08:00)	
helloflight	UA-597-HNL-LAX		12/31/11 11:18 PM (-10:00)			1/1/12 6:07 AM (-08:00)	
flytecomm	UA-597-HNL-LAX		12/31/11 11:18 PM (-10:00)			1/1/12 6:07 AM (-08:00)	
flights	UA-597-HNL-LAX	11:08 PM  Sat 31-Dec-2011		10	06:25 AM  Sun 01-Jan-2012		76
businesstravellogue	UA-597-HNL-LAX	11:08 PM  Sat 31-Dec-2011		10	06:25 AM  Sun 01-Jan-2012		76
flylouisville	UA-597-HNL-LAX	11:08 PM  Sat 31-Dec-2011		10	06:25 AM  Sun 01-Jan-2012		76
world-flight-tracker	UA-597-HNL-LAX	2011-12-31 11:08 PM	2011-12-31 11:08 PM (Estimated)		2011-12-31 6:25 AM	2011-12-31 6:25 AM (Estimated)	
flightview	UA-597-HNL-LAX	11:08 PM, Dec 31		10	6:25 AM, Jan 01		76
panynj	UA-597-HNL-LAX	11:08 PM, Dec 31		10	6:25 AM, Jan 01		76
gofox	UA-597-HNL-LAX	11:08 PM, Dec 31			6:25 AM, Jan 01		
foxbusiness	UA-597-HNL-LAX	11:08 PM, Dec 31		10	6:25 AM, Jan 01		76
allegiantair	UA-597-HNL-LAX	11:08 PM, Dec 31		10	6:25 AM, Jan 01		76
boston	UA-597-HNL-LAX	11:08 PMDec 31			6:25 AMJan 01		
travelocity	UA-597-HNL-LAX	Dec 31 - 11:08pm	Dec 31 - Not Available	10	Dec 31 - 6:25am	Dec 31 - Not Available	76
orbitz	UA-597-HNL-LAX	11:08pDec 31		 10	6:25aJan 1		 76
weather	UA-597-HNL-LAX	2011-12-31 11:08 PM			2011-12-31 06:25 AM		
aa	AA-2348-DFW-ORD	December 31, 2011               12:05 PM    	December 31, 2011               12:03 PM    	 A18	December 31, 2011               02:25 PM    	December 31, 2011               02:15 PM    	 K3    
flightexplorer	AA-2348-DFW-ORD		12/31/2011 12:12PM CST			12/31/2011 2:01PM CST	
airtravelcenter	AA-2348-DFW-ORD		12/31/11 12:12 PM (-06:00)			12/31/11 2:04 PM (-06:00)	
myrateplan	AA-2348-DFW-ORD		12/31/11 12:12 PM (-06:00)			12/31/11 2:04 PM (-06:00)	
helloflight	AA-2348-DFW-ORD		12/31/11 12:12 PM (-06:00)			12/31/11 2:04 PM (-06:00)	
flytecomm	AA-2348-DFW-ORD		12/31/11 12:12 PM (-06:00)			12/31/11 2:04 PM (-06:00)	
flightaware	AA-2348-DFW-ORD	2011-12-31 12:05PM CST	2011-12-31 12:12PM CST	 A18 	2011-12-31 02:08PM CST	2011-12-31 02:01PM CST	 K3 
wunderground	AA-2348-DFW-ORD	2011-12-31 12:05PM CST	2011-12-31 12:12PM CST	 A18 	2011-12-31 02:08PM CST	2011-12-31 02:01PM CST	 K3 
flights	AA-2348-DFW-ORD	12:05 PM  Sat 31-Dec-2011	12:03 PM  Sat 31-Dec-2011	A18	02:25 PM  Sat 31-Dec-2011	02:15 PM  Sat 31-Dec-2011	K3
businesstravellogue	AA-2348-DFW-ORD	12:05 PM  Sat 31-Dec-2011	12:03 PM  Sat 31-Dec-2011	A18	02:25 PM  Sat 31-Dec-2011	02:15 PM  Sat 31-Dec-2011	K3
flylouisville	AA-2348-DFW-ORD	12:05 PM  Sat 31-Dec-2011	12:03 PM  Sat 31-Dec-2011	A18	02:25 PM  Sat 31-Dec-2011	02:15 PM  Sat 31-Dec-2011	K3
flightstats	AA-2348-DFW-ORD	2011-12-31 12:05 PM	2011-12-31 12:03 PM		2011-12-31 2:25 PM	2011-12-31 2:15 PM	
quicktrip	AA-2348-DFW-ORD	2011-12-31 12:05 PM	2011-12-31 12:03 PM		2011-12-31 2:25 PM	2011-12-31 2:15 PM	
world-flight-tracker	AA-2348-DFW-ORD	2011-12-31 12:05 PM	2011-12-31 12:03 PM		2011-12-31 2:25 PM	2011-12-31 2:15 PM	
flightview	AA-2348-DFW-ORD	12:05 PM, Dec 31	12:12 PM, Dec 31	A18	2:25 PM, Dec 31	2:06 PM, Dec 31	K3
panynj	AA-2348-DFW-ORD	12:05 PM, Dec 31	12:12 PM, Dec 31	A18	2:25 PM, Dec 31	2:06 PM, Dec 31	K3
gofox	AA-2348-DFW-ORD	12:05 PM, Dec 31	12:12 PM, Dec 31		2:25 PM, Dec 31	2:06 PM, Dec 31	
foxbusiness	AA-2348-DFW-ORD	12:05 PM, Dec 31	12:12 PM, Dec 31	A18	2:25 PM, Dec 31	2:06 PM, Dec 31	K3
allegiantair	AA-2348-DFW-ORD	12:05 PM, Dec 31	12:12 PM, Dec 31	A18	2:25 PM, Dec 31	2:06 PM, Dec 31	K3
boston	AA-2348-DFW-ORD	12:05 PM, Dec 31	12:12 PM, Dec 31		2:25 PM, Dec 31	2:06 PM, Dec 31	
