CO	CO-4237-EWR-DTW	Fri., Dec.16, 2011 12:17 p.m.	Fri., Dec.16, 2011 12:11 p.m.		Fri., Dec.16, 2011 2:24 p.m.	Fri., Dec.16, 2011 2:17 p.m.	
businesstravellogue	AA-1917-JFK-MCO	02:55 PM  Fri 16-Dec-2011	02:54 PM  Fri 16-Dec-2011	C46	05:55 PM  Fri 16-Dec-2011	05:42 PM  Fri 16-Dec-2011	16
flylouisville	AA-1917-JFK-MCO	02:55 PM  Fri 16-Dec-2011	02:54 PM  Fri 16-Dec-2011	C46	05:55 PM  Fri 16-Dec-2011	05:42 PM  Fri 16-Dec-2011	16
flightstats	AA-1917-JFK-MCO	2011-12-16 2:55 PM	2011-12-16 2:54 PM		2011-12-16 5:55 PM	2011-12-16 5:42 PM	
quicktrip	AA-1917-JFK-MCO	2011-12-16 2:55 PM	2011-12-16 2:54 PM		2011-12-16 5:55 PM	2011-12-16 5:42 PM	
world-flight-tracker	AA-1917-JFK-MCO	2011-12-16 2:55 PM	2011-12-16 2:54 PM		2011-12-16 5:55 PM	2011-12-16 5:42 PM	
flightview	AA-1917-JFK-MCO	2:55 PM, Dec 16	3:22 PM, Dec 16	Terminal 8 - 46	5:55 PM, Dec 16	5:42 PM, Dec 16	16
panynj	AA-1917-JFK-MCO	2:55 PM, Dec 16	3:22 PM, Dec 16	Terminal 8 - 46	5:55 PM, Dec 16	5:42 PM, Dec 16	16
gofox	AA-1917-JFK-MCO	2:55 PM, Dec 16	3:22 PM, Dec 16		5:55 PM, Dec 16	5:42 PM, Dec 16	
foxbusiness	AA-1917-JFK-MCO	2:55 PM, Dec 16	3:22 PM, Dec 16	Terminal 8 - 46	5:55 PM, Dec 16	5:42 PM, Dec 16	16
allegiantair	AA-1917-JFK-MCO	2:55 PM, Dec 16	3:22 PM, Dec 16	Terminal 8 - 46	5:55 PM, Dec 16	5:42 PM, Dec 16	16
boston	AA-1917-JFK-MCO	2:55 PM, Dec 16	3:22 PM, Dec 16		5:55 PM, Dec 16	5:42 PM, Dec 16	
travelocity	AA-1917-JFK-MCO	Dec 16 - 2:55pm	Dec 16 - 2:54pm	46/8	Dec 16 - 5:55pm	Dec 16 - 5:42pm	16
orbitz	AA-1917-JFK-MCO	2:55pDec 16	2:54pDec 16	 46	5:55pDec 16	5:42pDec 16	 16
weather	AA-1917-JFK-MCO	2011-12-16 02:55 PM			2011-12-16 05:55 PM		
mco	AA-1917-JFK-MCO				2011-12-16 Fri  17:55	2011-12-16 Fri  17:43	16?
flightwise	AA-1917-JFK-MCO	2011-12-16 02:55PM EST	2011-12-16 03:22PM EST	 46 	2011-12-16 05:50PM EST	2011-12-16 05:37PM EST	 16 
ua	UA-1473-EWR-LAX	Fri, Dec 16 6:00 PM	Fri, Dec 16 6:02 PM            Delayed	C81	Fri, Dec 16 9:18 PM	Fri, Dec 16 8:57 PM	62
flightexplorer	UA-1473-EWR-LAX		12/16/2011 6:24PM EST			12/16/2011 8:45PM PST	
airtravelcenter	UA-1473-EWR-LAX		12/16/11 6:25 PM (-05:00)			12/16/11 8:45 PM (-08:00)	
airtravelcenter	UA-1473-EWR-LAX	12/16/11 6:00 PM (-05:00)			12/16/11 9:18 PM (-08:00)		
myrateplan	UA-1473-EWR-LAX		12/16/11 6:25 PM (-05:00)			12/16/11 8:45 PM (-08:00)	
myrateplan	UA-1473-EWR-LAX	12/16/11 6:00 PM (-05:00)			12/16/11 9:18 PM (-08:00)		
helloflight	UA-1473-EWR-LAX		12/16/11 6:25 PM (-05:00)			12/16/11 8:45 PM (-08:00)	
helloflight	UA-1473-EWR-LAX	12/16/11 6:00 PM (-05:00)			12/16/11 9:18 PM (-08:00)		
flytecomm	UA-1473-EWR-LAX		12/16/11 6:25 PM (-05:00)			12/16/11 8:45 PM (-08:00)	
flytecomm	UA-1473-EWR-LAX	12/16/11 6:00 PM (-05:00)			12/16/11 9:18 PM (-08:00)		
flightaware	UA-1473-EWR-LAX	2011-12-16 06:00PM EST	2011-12-16 06:24PM EST	 C81 	2011-12-16 08:49PM PST	2011-12-16 08:44PM PST	 62 
wunderground	UA-1473-EWR-LAX	2011-12-16 06:00PM EST	2011-12-16 06:24PM EST	 C81 	2011-12-16 08:49PM PST	2011-12-16 08:44PM PST	 62 
flights	UA-1473-EWR-LAX		2011-12-16 06:02 PM	81		2011-12-16 08:57 PM	62
businesstravellogue	UA-1473-EWR-LAX		2011-12-16 06:02 PM	81		2011-12-16 08:57 PM	62
flylouisville	UA-1473-EWR-LAX		2011-12-16 06:02 PM	81		2011-12-16 08:57 PM	62
flightstats	UA-1473-EWR-LAX	2011-12-16 6:00 PM	2011-12-16 6:02 PM		2011-12-16 9:18 PM	2011-12-16 8:57 PM	
quicktrip	UA-1473-EWR-LAX	2011-12-16 6:00 PM	2011-12-16 6:02 PM		2011-12-16 9:18 PM	2011-12-16 8:57 PM	
flightview	UA-1473-EWR-LAX		6:25 PMDec 16			8:57 PMDec 16	
panynj	UA-1473-EWR-LAX		6:25 PMDec 16			8:57 PMDec 16	
gofox	UA-1473-EWR-LAX		6:25 PMDec 16			8:57 PMDec 16	
foxbusiness	UA-1473-EWR-LAX		6:25 PMDec 16			8:57 PMDec 16	
allegiantair	UA-1473-EWR-LAX		6:25 PMDec 16			8:57 PMDec 16	
boston	UA-1473-EWR-LAX		6:25 PMDec 16			8:45 PMDec 16	
orbitz	UA-1473-EWR-LAX	6:00pDec 16	6:02pDec 16	 C81	8:26pDec 16		 62
ifly	UA-1473-EWR-LAX	2011-12-16 6:00 PM	2011-12-16 6:02 PM		2011-12-16 9:18 PM	2011-12-16 8:57 PM	
usatoday	UA-1473-EWR-LAX		6:25 PMDec 16			8:45 PMDec 16	
flightarrival	UA-1473-EWR-LAX		6:25 PMDec 16			8:45 PMDec 16	
aa	AA-1597-BOS-ORD	December 16, 2011               06:00 AM    	December 16, 2011               05:54 AM    	 B36	December 16, 2011               08:05 AM    	December 16, 2011               07:40 AM    	 H11A    
airtravelcenter	AA-1597-BOS-ORD		12/16/11 6:13 AM (-05:00)			12/16/11 7:36 AM (-06:00)	
myrateplan	AA-1597-BOS-ORD		12/16/11 6:13 AM (-05:00)			12/16/11 7:36 AM (-06:00)	
helloflight	AA-1597-BOS-ORD		12/16/11 6:13 AM (-05:00)			12/16/11 7:36 AM (-06:00)	
flytecomm	AA-1597-BOS-ORD		12/16/11 6:13 AM (-05:00)			12/16/11 7:36 AM (-06:00)	
flights	AA-1597-BOS-ORD		2011-12-16 05:54 AM	B36		2011-12-16 07:40 AM	H11A
businesstravellogue	AA-1597-BOS-ORD		2011-12-16 05:54 AM	B36		2011-12-16 07:40 AM	H11A
flylouisville	AA-1597-BOS-ORD		2011-12-16 05:54 AM	B36		2011-12-16 07:40 AM	H11A
flightstats	AA-1597-BOS-ORD	2011-12-16 6:00 AM	2011-12-16 5:54 AM		2011-12-16 8:05 AM	2011-12-16 7:40 AM	
quicktrip	AA-1597-BOS-ORD	2011-12-16 6:00 AM	2011-12-16 5:54 AM		2011-12-16 8:05 AM	2011-12-16 7:40 AM	
flightview	AA-1597-BOS-ORD		6:13 AMDec 16			7:38 AMDec 16	
panynj	AA-1597-BOS-ORD		6:13 AMDec 16			7:38 AMDec 16	
gofox	AA-1597-BOS-ORD		6:13 AMDec 16			7:38 AMDec 16	
foxbusiness	AA-1597-BOS-ORD		6:13 AMDec 16			7:38 AMDec 16	
allegiantair	AA-1597-BOS-ORD		6:13 AMDec 16			7:38 AMDec 16	
boston	AA-1597-BOS-ORD		6:13 AMDec 16			7:38 AMDec 16	
travelocity	AA-1597-BOS-ORD	Dec 16 - 6:00am	Dec 16 - 5:54am	B36	Dec 16 - 8:05am	Dec 16 - 7:40am	H11A/T3
orbitz	AA-1597-BOS-ORD	6:00aDec 16	5:54aDec 16	 B36	8:05aDec 16	7:40aDec 16	 H10
weather	AA-1597-BOS-ORD	2011-12-16 06:00 AM			2011-12-16 08:05 AM		
ord	AA-1597-BOS-ORD	2011-12-16 6:00 AM		B36	2011-12-16 8:05 AM		H11A
flightarrival	AA-1597-BOS-ORD		6:13 AMDec 16			7:38 AMDec 16	
aa	AA-1835-ORD-SFO	December 16, 2011               04:15 PM    	December 16, 2011               04:17 PM    	 H12	December 16, 2011               06:50 PM    	December 16, 2011               06:20 PM    	 57    
aa	AA-1835-ORD-SFO	December 16, 2011               04:15 PM    	December 16, 2011               04:17 PM    	 H12	December 16, 2011               06:50 PM    	December 16, 2011     	 57    
airtravelcenter	AA-1835-ORD-SFO		12/16/11 4:29 PM (-06:00)			12/16/11 6:16 PM (-08:00)	
airtravelcenter	AA-1835-ORD-SFO		12/16/11 4:29 PM (-06:00)			12/16/11 6:15 PM (-08:00)	
myrateplan	AA-1835-ORD-SFO		12/16/11 4:29 PM (-06:00)			12/16/11 6:16 PM (-08:00)	
myrateplan	AA-1835-ORD-SFO		12/16/11 4:29 PM (-06:00)			12/16/11 6:15 PM (-08:00)	
helloflight	AA-1835-ORD-SFO		12/16/11 4:29 PM (-06:00)			12/16/11 6:16 PM (-08:00)	
helloflight	AA-1835-ORD-SFO		12/16/11 4:29 PM (-06:00)			12/16/11 6:15 PM (-08:00)	
flytecomm	AA-1835-ORD-SFO		12/16/11 4:29 PM (-06:00)			12/16/11 6:16 PM (-08:00)	
flytecomm	AA-1835-ORD-SFO		12/16/11 4:29 PM (-06:00)			12/16/11 6:15 PM (-08:00)	
flightaware	AA-1835-ORD-SFO	2011-12-16 04:15PM CST	2011-12-16 04:29PM CST	 H12 	2011-12-16 06:17PM PST	2011-12-16 06:18PM PST	 57 
flightaware	AA-1835-ORD-SFO	2011-12-16 04:15PM CST	2011-12-16 04:29PM CST	 H12 	2011-12-16 06:17PM PST	2011-12-16 06:16PM PST	 57 
wunderground	AA-1835-ORD-SFO	2011-12-16 04:15PM CST	2011-12-16 04:29PM CST	 H12 	2011-12-16 06:17PM PST	2011-12-16 06:18PM PST	 57 
wunderground	AA-1835-ORD-SFO	2011-12-16 04:15PM CST	2011-12-16 04:29PM CST	 H12 	2011-12-16 06:17PM PST	2011-12-16 06:16PM PST	 57 
flights	AA-1835-ORD-SFO	04:15 PM  Fri 16-Dec-2011	04:17 PM  Fri 16-Dec-2011	H12	06:50 PM  Fri 16-Dec-2011	06:20 PM  Fri 16-Dec-2011	57
flights	AA-1835-ORD-SFO	04:15 PM  Fri 16-Dec-2011		H12	06:50 PM  Fri 16-Dec-2011		57
businesstravellogue	AA-1835-ORD-SFO	04:15 PM  Fri 16-Dec-2011	04:17 PM  Fri 16-Dec-2011	H12	06:50 PM  Fri 16-Dec-2011	06:20 PM  Fri 16-Dec-2011	57
businesstravellogue	AA-1835-ORD-SFO	04:15 PM  Fri 16-Dec-2011		H12	06:50 PM  Fri 16-Dec-2011		57
flylouisville	AA-1835-ORD-SFO	04:15 PM  Fri 16-Dec-2011	04:17 PM  Fri 16-Dec-2011	H12	06:50 PM  Fri 16-Dec-2011	06:20 PM  Fri 16-Dec-2011	57
flylouisville	AA-1835-ORD-SFO	04:15 PM  Fri 16-Dec-2011		H12	06:50 PM  Fri 16-Dec-2011		57
flightstats	AA-1835-ORD-SFO	2011-12-16 4:15 PM	2011-12-16 4:17 PM		2011-12-16 6:50 PM	2011-12-16 6:20 PM	
quicktrip	AA-1835-ORD-SFO	2011-12-16 4:15 PM	2011-12-16 4:17 PM		2011-12-16 6:50 PM	2011-12-16 6:20 PM	
world-flight-tracker	AA-1835-ORD-SFO	2011-12-16 4:15 PM	2011-12-16 4:17 PM		2011-12-16 6:50 PM	2011-12-16 6:24 PM (Estimated)	
world-flight-tracker	AA-1835-ORD-SFO	2011-12-16 4:15 PM	2011-12-16 4:17 PM		2011-12-16 6:50 PM	2011-12-16 6:20 PM	
flightview	AA-1835-ORD-SFO	4:15 PM, Dec 16	4:29 PM, Dec 16	Terminal 3 - H12	6:50 PM, Dec 16	6:20 PM, Dec 16	Terminal 2 - 57
flightview	AA-1835-ORD-SFO	4:15 PM, Dec 16	4:29 PM, Dec 16		6:50 PM, Dec 16		
panynj	AA-1835-ORD-SFO	4:15 PM, Dec 16	4:29 PM, Dec 16	Terminal 3 - H12	6:50 PM, Dec 16	6:20 PM, Dec 16	Terminal 2 - 57
panynj	AA-1835-ORD-SFO	4:15 PM, Dec 16	4:29 PM, Dec 16		6:50 PM, Dec 16		
gofox	AA-1835-ORD-SFO	4:15 PM, Dec 16	4:29 PM, Dec 16		6:50 PM, Dec 16	6:20 PM, Dec 16	
gofox	AA-1835-ORD-SFO	4:15 PM, Dec 16	4:29 PM, Dec 16		6:50 PM, Dec 16		
foxbusiness	AA-1835-ORD-SFO	4:15 PM, Dec 16	4:29 PM, Dec 16	Terminal 3 - H12	6:50 PM, Dec 16	6:20 PM, Dec 16	Terminal 2 - 57
foxbusiness	AA-1835-ORD-SFO	4:15 PM, Dec 16	4:29 PM, Dec 16		6:50 PM, Dec 16		
allegiantair	AA-1835-ORD-SFO	4:15 PM, Dec 16	4:29 PM, Dec 16	Terminal 3 - H12	6:50 PM, Dec 16	6:20 PM, Dec 16	Terminal 2 - 57
allegiantair	AA-1835-ORD-SFO	4:15 PM, Dec 16	4:29 PM, Dec 16		6:50 PM, Dec 16		
boston	AA-1835-ORD-SFO	4:15 PM, Dec 16	4:29 PM, Dec 16		6:50 PM, Dec 16	6:17 PM, Dec 16	
boston	AA-1835-ORD-SFO	4:15 PM, Dec 16	4:29 PM, Dec 16		6:50 PM, Dec 16	6:20 PM, Dec 16&nbsp(Estimated)	
travelocity	AA-1835-ORD-SFO	Dec 16 - 4:15pm	Dec 16 - 4:17pm	H12/T3	Dec 16 - 6:50pm	Dec 16 - 6:20pm	57
travelocity	AA-1835-ORD-SFO	Dec 16 - 4:15pm	Dec 16 - 4:17pm	H12/T3	Dec 16 - 6:50pm	Dec 16 - 6:24pm*	57
orbitz	AA-1835-ORD-SFO	4:15pDec 16	4:17pDec 16	 H12	6:50pDec 16	6:20pDec 16	 57
orbitz	AA-1835-ORD-SFO	4:15pDec 16	4:17pDec 16	 H12	5:58pDec 16		 57
weather	AA-1835-ORD-SFO	2011-12-16 04:15 PM			2011-12-16 06:50 PM		
weather	AA-1835-ORD-SFO	2011-12-16 04:15 PM	2011-12-16 04:29 PM		2011-12-16 06:50 PM	2011-12-16 06:20 PM	
sfo	AA-1835-ORD-SFO				2011-12-16 6:50 PM		57
ord	AA-1835-ORD-SFO	2011-12-16 4:15 PM		H12	2011-12-16 6:50 PM		57
mytripandmore	AA-1835-ORD-SFO	4:15pDec 16	4:17pDec 16	 H12	5:58pDec 16		 57
flightwise	AA-1835-ORD-SFO	2011-12-16 04:15PM CST	2011-12-16 04:29PM CST	 H12 	2011-12-16 06:17PM PST	2011-12-16 06:16PM PST	 57 
ua	UA-2704-DTW-PHX	Fri, Dec 16 11:15 AM	Fri, Dec 16 11:15 AM	D14	Fri, Dec 16 1:40 PM	Fri, Dec 16 1:27 PM	A11
airtravelcenter	UA-2704-DTW-PHX		12/16/11 11:23 AM (-05:00)			12/16/11 1:11 PM (-07:00)	
myrateplan	UA-2704-DTW-PHX		12/16/11 11:23 AM (-05:00)			12/16/11 1:11 PM (-07:00)	
helloflight	UA-2704-DTW-PHX		12/16/11 11:23 AM (-05:00)			12/16/11 1:11 PM (-07:00)	
flytecomm	UA-2704-DTW-PHX		12/16/11 11:23 AM (-05:00)			12/16/11 1:11 PM (-07:00)	
flights	UA-2704-DTW-PHX		2011-12-16 11:14 AM	D14		2011-12-16 01:27 PM	A11
businesstravellogue	UA-2704-DTW-PHX		2011-12-16 11:14 AM	D14		2011-12-16 01:27 PM	A11
flylouisville	UA-2704-DTW-PHX		2011-12-16 11:14 AM	D14		2011-12-16 01:27 PM	A11
flightstats	UA-2704-DTW-PHX	2011-12-16 11:15 AM	2011-12-16 11:14 AM		2011-12-16 1:40 PM	2011-12-16 1:27 PM	
quicktrip	UA-2704-DTW-PHX	2011-12-16 11:15 AM	2011-12-16 11:14 AM		2011-12-16 1:40 PM	2011-12-16 1:27 PM	
flightview	UA-2704-DTW-PHX		11:23 AMDec 16			1:23 PMDec 16	
panynj	UA-2704-DTW-PHX		11:23 AMDec 16			1:23 PMDec 16	
gofox	UA-2704-DTW-PHX		11:23 AMDec 16			1:23 PMDec 16	
foxbusiness	UA-2704-DTW-PHX		11:23 AMDec 16			1:23 PMDec 16	
allegiantair	UA-2704-DTW-PHX		11:23 AMDec 16			1:23 PMDec 16	
boston	UA-2704-DTW-PHX		11:23 AMDec 16			1:23 PMDec 16	
travelocity	UA-2704-DTW-PHX	Dec 16 - 11:15am	Dec 16 - Contact Airline	Not provided by airline	Dec 16 - 1:40pm	Dec 16 - Contact Airline	Not provided by airline
orbitz	UA-2704-DTW-PHX	11:15aDec 16	11:14aDec 16	 -	1:40pDec 16	1:27pDec 16	 -
weather	UA-2704-DTW-PHX	2011-12-16 11:15 AM			2011-12-16 01:40 PM		
ifly	UA-2704-DTW-PHX	2011-12-16 11:15 AM	2011-12-16 11:14 AM		2011-12-16 1:40 PM	2011-12-16 1:27 PM	
mytripandmore	UA-2704-DTW-PHX	11:15aDec 16	11:14aDec 16	 -	1:40pDec 16	1:27pDec 16	 -
flightarrival	UA-2704-DTW-PHX	2011-12-16 11:15 AM			2011-12-16 01:40 PM		
CO	CO-41-EWR-LAX	Fri., Dec.16, 2011 3:15 p.m.	Fri., Dec.16, 2011 3:14 p.m.		Fri., Dec.16, 2011 6:33 p.m.	Fri., Dec.16, 2011 6:20 p.m.	
airtravelcenter	CO-41-EWR-LAX	12/16/11 3:15 PM (-05:00)			12/16/11 6:33 PM (-08:00)		
myrateplan	CO-41-EWR-LAX	12/16/11 3:15 PM (-05:00)			12/16/11 6:33 PM (-08:00)		
helloflight	CO-41-EWR-LAX	12/16/11 3:15 PM (-05:00)			12/16/11 6:33 PM (-08:00)		
flytecomm	CO-41-EWR-LAX	12/16/11 3:15 PM (-05:00)			12/16/11 6:33 PM (-08:00)		
flightaware	CO-41-EWR-LAX	2011-12-16 03:15PM EST	2011-12-16 03:33PM EST	 126 	2011-12-16 05:54PM PST	2011-12-16 06:03PM PST	 61 
wunderground	CO-41-EWR-LAX	2011-12-16 03:15PM EST	2011-12-16 03:33PM EST	 126 	2011-12-16 05:54PM PST	2011-12-16 06:03PM PST	 61 
flights	CO-41-EWR-LAX		2011-12-16 03:14 PM	126		2011-12-16 06:20 PM	61
businesstravellogue	CO-41-EWR-LAX		2011-12-16 03:14 PM	126		2011-12-16 06:20 PM	61
flylouisville	CO-41-EWR-LAX		2011-12-16 03:14 PM	126		2011-12-16 06:20 PM	61
flightstats	CO-41-EWR-LAX	2011-12-16 3:15 PM	2011-12-16 3:14 PM		2011-12-16 6:33 PM	2011-12-16 6:20 PM	
quicktrip	CO-41-EWR-LAX	2011-12-16 3:15 PM	2011-12-16 3:14 PM		2011-12-16 6:33 PM	2011-12-16 6:20 PM	
flightview	CO-41-EWR-LAX		3:34 PMDec 16			6:20 PMDec 16	
panynj	CO-41-EWR-LAX		3:34 PMDec 16			6:20 PMDec 16	
gofox	CO-41-EWR-LAX		3:34 PMDec 16			6:20 PMDec 16	
foxbusiness	CO-41-EWR-LAX		3:34 PMDec 16			6:20 PMDec 16	
allegiantair	CO-41-EWR-LAX		3:34 PMDec 16			6:20 PMDec 16	
boston	CO-41-EWR-LAX		3:34 PMDec 16			6:10 PMDec 16	
orbitz	CO-41-EWR-LAX	3:15pDec 16	3:14pDec 16	 126	6:33pDec 16	6:20pDec 16	 61
ua	UA-419-DEN-IAD	Fri, Dec 16 8:28 AM	Fri, Dec 16 8:25 AM	B45	Fri, Dec 16 1:41 PM	Fri, Dec 16 1:34 PM	C19
flightexplorer	UA-419-DEN-IAD		12/16/2011 8:45AM MST			12/16/2011 1:29PM EST	
airtravelcenter	UA-419-DEN-IAD		12/16/11 8:47 AM (-07:00)			12/16/11 1:24 PM (-05:00)	
myrateplan	UA-419-DEN-IAD		12/16/11 8:47 AM (-07:00)			12/16/11 1:24 PM (-05:00)	
helloflight	UA-419-DEN-IAD		12/16/11 8:47 AM (-07:00)			12/16/11 1:24 PM (-05:00)	
flytecomm	UA-419-DEN-IAD		12/16/11 8:47 AM (-07:00)			12/16/11 1:24 PM (-05:00)	
flightaware	UA-419-DEN-IAD	2011-12-16 08:28AM MST	2011-12-16 08:46AM MST	 B45 	2011-12-16 01:24PM EST	2011-12-16 01:30PM EST	 C19 
wunderground	UA-419-DEN-IAD	2011-12-16 08:28AM MST	2011-12-16 08:46AM MST	 B45 	2011-12-16 01:24PM EST	2011-12-16 01:30PM EST	 C19 
flights	UA-419-DEN-IAD		2011-12-16 08:25 AM	B45		2011-12-16 01:34 PM	C19
businesstravellogue	UA-419-DEN-IAD		2011-12-16 08:25 AM	B45		2011-12-16 01:34 PM	C19
flylouisville	UA-419-DEN-IAD		2011-12-16 08:25 AM	B45		2011-12-16 01:34 PM	C19
flightview	UA-419-DEN-IAD		8:47 AMDec 16			1:34 PMDec 16	
panynj	UA-419-DEN-IAD		8:47 AMDec 16			1:34 PMDec 16	
gofox	UA-419-DEN-IAD		8:47 AMDec 16			1:34 PMDec 16	
foxbusiness	UA-419-DEN-IAD		8:47 AMDec 16			1:34 PMDec 16	
allegiantair	UA-419-DEN-IAD		8:47 AMDec 16			1:34 PMDec 16	
boston	UA-419-DEN-IAD		8:47 AMDec 16			1:34 PMDec 16	
travelocity	UA-419-DEN-IAD	Dec 16 - Not Available	Dec 16 - 8:46am	B45	Dec 16 - Not Available	Dec 16 - 1:34pm	C19
orbitz	UA-419-DEN-IAD	8:28aDec 16	8:25aDec 16	 B45	1:41pDec 16	1:34pDec 16	 C19
weather	UA-419-DEN-IAD	2011-12-16 08:28 AM	2011-12-16 08:47 AM		2011-12-16 01:41 PM	2011-12-16 01:30 PM	
den	UA-419-DEN-IAD	2011-12-16 8:28 AM		B45			
iad	UA-419-DEN-IAD				2011-12-16 13:41 	2011-12-16 13:35 	
usatoday	UA-419-DEN-IAD		8:47 AMDec 16			1:34 PMDec 16	
mytripandmore	UA-419-DEN-IAD	Dec 16 - Not Available	Dec 16 - 8:46am	B45	Dec 16 - Not Available	Dec 16 - 1:34pm	C19
flightwise	UA-419-DEN-IAD	2011-12-16 08:28AM MST	2011-12-16 08:46AM MST	 B45 	2011-12-16 01:24PM EST	2011-12-16 01:30PM EST	 C19 
flightarrival	UA-419-DEN-IAD		8:47 AMDec 16			1:34 PMDec 16	
ua	UA-655-MCO-ORD	Fri, Dec 16 8:15 PM	Fri, Dec 16 8:17 PM	46	Fri, Dec 16 10:12 PM	Fri, Dec 16 10:02 PM	C25
flightexplorer	UA-655-MCO-ORD		12/16/2011 8:30PM EST			12/16/2011 10:00PM CST	
airtravelcenter	UA-655-MCO-ORD		12/16/11 8:31 PM (-05:00)			12/16/11 10:00 PM (-06:00)	
myrateplan	UA-655-MCO-ORD		12/16/11 8:31 PM (-05:00)			12/16/11 10:00 PM (-06:00)	
helloflight	UA-655-MCO-ORD		12/16/11 8:31 PM (-05:00)			12/16/11 10:00 PM (-06:00)	
flytecomm	UA-655-MCO-ORD		12/16/11 8:31 PM (-05:00)			12/16/11 10:00 PM (-06:00)	
flightaware	UA-655-MCO-ORD	2011-12-16 08:15PM EST	2011-12-16 08:31PM EST	 46 	2011-12-16 10:00PM CST	2011-12-16 09:58PM CST	 C25 
wunderground	UA-655-MCO-ORD	2011-12-16 08:15PM EST	2011-12-16 08:31PM EST	 46 	2011-12-16 10:00PM CST	2011-12-16 09:58PM CST	 C25 
flights	UA-655-MCO-ORD	08:15 PM  Fri 16-Dec-2011	08:17 PM  Fri 16-Dec-2011	46	10:12 PM  Fri 16-Dec-2011	10:02 PM  Fri 16-Dec-2011	C25
businesstravellogue	UA-655-MCO-ORD	08:15 PM  Fri 16-Dec-2011	08:17 PM  Fri 16-Dec-2011	46	10:12 PM  Fri 16-Dec-2011	10:02 PM  Fri 16-Dec-2011	C25
flylouisville	UA-655-MCO-ORD	08:15 PM  Fri 16-Dec-2011	08:17 PM  Fri 16-Dec-2011	46	10:12 PM  Fri 16-Dec-2011	10:02 PM  Fri 16-Dec-2011	C25
world-flight-tracker	UA-655-MCO-ORD	2011-12-16 8:15 PM	2011-12-16 8:17 PM		2011-12-16 10:12 PM	2011-12-16 10:02 PM	
flightview	UA-655-MCO-ORD	8:15 PM, Dec 16	8:31 PM, Dec 16	46	10:12 PM, Dec 16	10:02 PM, Dec 16	C25
panynj	UA-655-MCO-ORD	8:15 PM, Dec 16	8:31 PM, Dec 16	46	10:12 PM, Dec 16	10:02 PM, Dec 16	C25
gofox	UA-655-MCO-ORD	8:15 PM, Dec 16	8:31 PM, Dec 16		10:12 PM, Dec 16	10:02 PM, Dec 16	
foxbusiness	UA-655-MCO-ORD	8:15 PM, Dec 16	8:31 PM, Dec 16	46	10:12 PM, Dec 16	10:02 PM, Dec 16	C25
allegiantair	UA-655-MCO-ORD	8:15 PM, Dec 16	8:31 PM, Dec 16	46	10:12 PM, Dec 16	10:02 PM, Dec 16	C25
boston	UA-655-MCO-ORD	8:15 PM, Dec 16	8:31 PM, Dec 16		10:12 PM, Dec 16	10:02 PM, Dec 16	
travelocity	UA-655-MCO-ORD	Dec 16 - Not Available	Dec 16 - 8:31pm	46	Dec 16 - Not Available	Dec 16 - 10:02pm	C25
orbitz	UA-655-MCO-ORD	8:29pDec 16	8:31pDec 16	 46	10:13pDec 16	10:02pDec 16	 -
weather	UA-655-MCO-ORD	2011-12-16 08:15 PM			2011-12-16 10:12 PM		
ord	UA-655-MCO-ORD	2011-12-16 8:15 PM		46	2011-12-16 10:12 PM		C25
mco	UA-655-MCO-ORD	2011-12-16 Fri  20:15		46?			
mytripandmore	UA-655-MCO-ORD	8:29pDec 16	8:31pDec 16	 46	10:13pDec 16	10:02pDec 16	 -
flightarrival	UA-655-MCO-ORD	2011-12-16 08:15 PM			2011-12-16 10:12 PM		
ua	UA-1141-EWR-BOS	Fri, Dec 16 8:00 PM	Fri, Dec 16 7:57 PM	C88	Fri, Dec 16 9:25 PM	Fri, Dec 16 8:58 PM	A6
flightexplorer	UA-1141-EWR-BOS	12/16/2011 8:01PM EST			12/16/2011 8:50PM EST		
airtravelcenter	UA-1141-EWR-BOS	12/16/11 8:00 PM (-05:00)			12/16/11 9:25 PM (-05:00)		
myrateplan	UA-1141-EWR-BOS	12/16/11 8:00 PM (-05:00)			12/16/11 9:25 PM (-05:00)		
helloflight	UA-1141-EWR-BOS	12/16/11 8:00 PM (-05:00)			12/16/11 9:25 PM (-05:00)		
flytecomm	UA-1141-EWR-BOS	12/16/11 8:00 PM (-05:00)			12/16/11 9:25 PM (-05:00)		
flightaware	UA-1141-EWR-BOS	2011-12-16 08:00PM EST	2011-12-16 07:57PM EST	 C88 	2011-12-16 09:15PM EST	2011-12-16 09:15PM EST	 A6 
wunderground	UA-1141-EWR-BOS	2011-12-16 08:00PM EST	2011-12-16 07:57PM EST	 C88 	2011-12-16 09:15PM EST	2011-12-16 09:15PM EST	 A6 
flights	UA-1141-EWR-BOS	08:00 PM  Fri 16-Dec-2011		88	09:25 PM  Fri 16-Dec-2011		A6
businesstravellogue	UA-1141-EWR-BOS	08:00 PM  Fri 16-Dec-2011		88	09:25 PM  Fri 16-Dec-2011		A6
flylouisville	UA-1141-EWR-BOS	08:00 PM  Fri 16-Dec-2011		88	09:25 PM  Fri 16-Dec-2011		A6
flightstats	UA-1141-EWR-BOS	2011-12-16 8:00 PM	2011-12-16 7:57 PM		2011-12-16 9:25 PM	2011-12-16 9:25 PM (Estimated)	
quicktrip	UA-1141-EWR-BOS	2011-12-16 8:00 PM	2011-12-16 7:57 PM		2011-12-16 9:25 PM	2011-12-16 9:25 PM (Estimated)	
