CO	CO-4237-EWR-DTW	Mon., Dec.19, 2011 12:17 p.m.	Mon., Dec.19, 2011 12:16 p.m.		Mon., Dec.19, 2011 2:24 p.m.	Mon., Dec.19, 2011 2:17 p.m.	
gofox	CO-1669-SFO-IAH		2:44 PMDec 19			8:13 PMDec 19	
foxbusiness	CO-1669-SFO-IAH		2:44 PMDec 19			8:13 PMDec 19	
allegiantair	CO-1669-SFO-IAH		2:44 PMDec 19			8:13 PMDec 19	
boston	CO-1669-SFO-IAH		2:44 PMDec 19			8:08 PMDec 19	
orbitz	CO-1669-SFO-IAH	2:35pDec 19	2:30pDec 19	 90	8:15pDec 19	8:13pDec 19	 E3
usatoday	CO-1669-SFO-IAH		2:44 PMDec 19			8:08 PMDec 19	
flightwise	CO-1669-SFO-IAH	2011-12-19 02:35PM PST	2011-12-19 02:44PM PST	 90 	2011-12-19 08:07PM CST	2011-12-19 08:07PM CST	 E3 
aa	AA-203-MIA-LAX	December 19, 2011               02:10 PM    	December 19, 2011               02:05 PM    	 D20	December 19, 2011               05:00 PM    	December 19, 2011               04:44 PM    	 212    
flightexplorer	AA-203-MIA-LAX		12/19/2011 2:22PM EST			12/19/2011 4:38PM PST	
airtravelcenter	AA-203-MIA-LAX		12/19/11 2:21 PM (-05:00)			12/19/11 4:38 PM (-08:00)	
myrateplan	AA-203-MIA-LAX		12/19/11 2:21 PM (-05:00)			12/19/11 4:38 PM (-08:00)	
helloflight	AA-203-MIA-LAX		12/19/11 2:21 PM (-05:00)			12/19/11 4:38 PM (-08:00)	
flytecomm	AA-203-MIA-LAX		12/19/11 2:21 PM (-05:00)			12/19/11 4:38 PM (-08:00)	
flightaware	AA-203-MIA-LAX	2011-12-19 02:10PM EST	2011-12-19 02:22PM EST	 D20 	2011-12-19 04:36PM PST	2011-12-19 04:33PM PST	 212 
wunderground	AA-203-MIA-LAX	2011-12-19 02:10PM EST	2011-12-19 02:22PM EST	 D20 	2011-12-19 04:36PM PST	2011-12-19 04:33PM PST	 212 
flights	AA-203-MIA-LAX	02:10 PM  Mon 19-Dec-2011	02:05 PM  Mon 19-Dec-2011	D20	05:00 PM  Mon 19-Dec-2011	04:44 PM  Mon 19-Dec-2011	42B
businesstravellogue	AA-203-MIA-LAX	02:10 PM  Mon 19-Dec-2011	02:05 PM  Mon 19-Dec-2011	D20	05:00 PM  Mon 19-Dec-2011	04:44 PM  Mon 19-Dec-2011	42B
flylouisville	AA-203-MIA-LAX	02:10 PM  Mon 19-Dec-2011	02:05 PM  Mon 19-Dec-2011	D20	05:00 PM  Mon 19-Dec-2011	04:44 PM  Mon 19-Dec-2011	42B
flightstats	AA-203-MIA-LAX	2011-12-19 2:10 PM	2011-12-19 2:05 PM		2011-12-19 5:00 PM	2011-12-19 4:44 PM	
quicktrip	AA-203-MIA-LAX	2011-12-19 2:10 PM	2011-12-19 2:05 PM		2011-12-19 5:00 PM	2011-12-19 4:44 PM	
world-flight-tracker	AA-203-MIA-LAX	2011-12-19 2:10 PM	2011-12-19 2:05 PM		2011-12-19 5:00 PM	2011-12-19 4:44 PM	
flightview	AA-203-MIA-LAX	2:10 PM, Dec 19	2:22 PM, Dec 19	D20	5:00 PM, Dec 19	4:44 PM, Dec 19	Terminal 4 - 212
panynj	AA-203-MIA-LAX	2:10 PM, Dec 19	2:22 PM, Dec 19	D20	5:00 PM, Dec 19	4:44 PM, Dec 19	Terminal 4 - 212
gofox	AA-203-MIA-LAX	2:10 PM, Dec 19	2:22 PM, Dec 19		5:00 PM, Dec 19	4:44 PM, Dec 19	
foxbusiness	AA-203-MIA-LAX	2:10 PM, Dec 19	2:22 PM, Dec 19	D20	5:00 PM, Dec 19	4:44 PM, Dec 19	Terminal 4 - 212
allegiantair	AA-203-MIA-LAX	2:10 PM, Dec 19	2:22 PM, Dec 19	D20	5:00 PM, Dec 19	4:44 PM, Dec 19	Terminal 4 - 212
boston	AA-203-MIA-LAX	2:10 PM, Dec 19	2:22 PM, Dec 19		5:00 PM, Dec 19	4:34 PM, Dec 19	
travelocity	AA-203-MIA-LAX	Dec 19 - 2:10pm	Dec 19 - 2:05pm	D20	Dec 19 - 5:00pm	Dec 19 - 4:44pm	40/T4
orbitz	AA-203-MIA-LAX	2:10pDec 19	2:05pDec 19	 D20	5:00pDec 19	4:44pDec 19	 212
weather	AA-203-MIA-LAX	2011-12-19 02:10 PM			2011-12-19 05:00 PM		
ifly	AA-203-MIA-LAX	2011-12-19 2:10 PM	2011-12-19 2:05 PM		2011-12-19 5:00 PM	2011-12-19 4:44 PM	
usatoday	AA-203-MIA-LAX	2011-12-19 2:10 PM	2011-12-19 2:05 PM		2011-12-19 5:00 PM	2011-12-19 4:44 PM	
mytripandmore	AA-203-MIA-LAX	2:10pDec 19	2:05pDec 19	 D20	5:00pDec 19	4:44pDec 19	 212
flightwise	AA-203-MIA-LAX	2011-12-19 02:10PM EST	2011-12-19 02:22PM EST	 D20 	2011-12-19 04:36PM PST	2011-12-19 04:33PM PST	 212 
flightarrival	AA-203-MIA-LAX	2011-12-19 2:10 PM	2011-12-19 2:05 PM		2011-12-19 5:00 PM	2011-12-19 4:44 PM	
aa	AA-866-MIA-PHL	December 19, 2011               09:55 PM    	December 19, 2011     	 D39	December 20, 2011               12:25 AM    	December 20, 2011     	 A3    
flightexplorer	AA-866-MIA-PHL		12/18/2011 10:08PM EST			12/19/2011 12:26AM EST	
flightexplorer	AA-866-MIA-PHL	12/19/2011 9:55PM EST			12/20/2011 12:25AM EST		
airtravelcenter	AA-866-MIA-PHL		12/19/11 10:02 PM (-05:00)			12/20/11 12:22 AM (-05:00)	
myrateplan	AA-866-MIA-PHL		12/19/11 10:02 PM (-05:00)			12/20/11 12:22 AM (-05:00)	
helloflight	AA-866-MIA-PHL		12/19/11 10:02 PM (-05:00)			12/20/11 12:22 AM (-05:00)	
flytecomm	AA-866-MIA-PHL		12/19/11 10:02 PM (-05:00)			12/20/11 12:22 AM (-05:00)	
flightaware	AA-866-MIA-PHL	2011-12-19 09:55PM EST	2011-12-19 10:08PM EST	 D47 	2011-12-19 12:22AM EST	2011-12-19 12:28AM EST	 A3 
wunderground	AA-866-MIA-PHL	2011-12-19 09:55PM EST	2011-12-19 10:08PM EST	 D47 	2011-12-19 12:22AM EST	2011-12-19 12:28AM EST	 A3 
flights	AA-866-MIA-PHL	09:55 PM  Mon 19-Dec-2011		D39	12:25 AM  Tue 20-Dec-2011		3
businesstravellogue	AA-866-MIA-PHL	09:55 PM  Mon 19-Dec-2011		D39	12:25 AM  Tue 20-Dec-2011		3
flylouisville	AA-866-MIA-PHL	09:55 PM  Mon 19-Dec-2011		D39	12:25 AM  Tue 20-Dec-2011		3
flightstats	AA-866-MIA-PHL	2011-12-19 9:55 PM	2011-12-19 9:55 PM (Estimated)		2011-12-19 12:25 AM	2011-12-19 12:25 AM (Estimated)	
quicktrip	AA-866-MIA-PHL	2011-12-19 9:55 PM	2011-12-19 9:55 PM (Estimated)		2011-12-19 12:25 AM	2011-12-19 12:25 AM (Estimated)	
world-flight-tracker	AA-866-MIA-PHL	2011-12-19 9:55 PM	2011-12-19 9:55 PM (Estimated)		2011-12-19 12:25 AM	2011-12-19 12:25 AM (Estimated)	
flightview	AA-866-MIA-PHL	9:55 PM, Dec 19			12:25 AM, Dec 20		
panynj	AA-866-MIA-PHL	9:55 PM, Dec 19			12:25 AM, Dec 20		
gofox	AA-866-MIA-PHL	9:55 PM, Dec 19			12:25 AM, Dec 20		
foxbusiness	AA-866-MIA-PHL	9:55 PM, Dec 19			12:25 AM, Dec 20		
allegiantair	AA-866-MIA-PHL	9:55 PM, Dec 19			12:25 AM, Dec 20		
boston	AA-866-MIA-PHL	9:55 PM, Dec 19	Not Available		12:25 AM, Dec 20	Not Available	
travelocity	AA-866-MIA-PHL	Dec 19 - 9:55pm	Dec 19 - Not Available	D39	Dec 20 - 12:25am	Dec 20 - Not Available	A3/A
orbitz	AA-866-MIA-PHL	9:55pDec 19		 D39	12:25aDec 20		 A3
weather	AA-866-MIA-PHL	2011-12-19 09:55 PM	2011-12-19 10:08 PM		2011-12-19 12:25 AM	2011-12-19 12:23 AM	
ifly	AA-866-MIA-PHL	2011-12-19 9:55 PM	2011-12-19 9:55 PM (Estimated)		2011-12-19 12:25 AM	2011-12-19 12:25 AM (Estimated)	
usatoday	AA-866-MIA-PHL	9:55 PM, Dec 19	Not Available		12:25 AM, Dec 20	Not Available	
mytripandmore	AA-866-MIA-PHL	9:55pDec 19		 D39	12:25aDec 20		 A3
ua	UA-2481-PHL-MSP	Mon, Dec 19 1:39 PM	Mon, Dec 19 1:39 PM	B9	Mon, Dec 19 3:33 PM	Mon, Dec 19 3:30 PM	E2
airtravelcenter	UA-2481-PHL-MSP		12/19/11 1:46 PM (-05:00)			12/19/11 3:30 PM (-06:00)	
myrateplan	UA-2481-PHL-MSP		12/19/11 1:46 PM (-05:00)			12/19/11 3:30 PM (-06:00)	
helloflight	UA-2481-PHL-MSP		12/19/11 1:46 PM (-05:00)			12/19/11 3:30 PM (-06:00)	
flytecomm	UA-2481-PHL-MSP		12/19/11 1:46 PM (-05:00)			12/19/11 3:30 PM (-06:00)	
flightaware	UA-2481-PHL-MSP	2011-12-19 01:39PM EST	2011-12-19 01:46PM EST		2011-12-19 03:32PM CST	2011-12-19 03:27PM CST	
wunderground	UA-2481-PHL-MSP	2011-12-19 01:39PM EST	2011-12-19 01:46PM EST		2011-12-19 03:32PM CST	2011-12-19 03:27PM CST	
flights	UA-2481-PHL-MSP	01:39 PM  Mon 19-Dec-2011	01:35 PM  Mon 19-Dec-2011	B9	03:33 PM  Mon 19-Dec-2011	03:30 PM  Mon 19-Dec-2011	E2
businesstravellogue	UA-2481-PHL-MSP	01:39 PM  Mon 19-Dec-2011	01:35 PM  Mon 19-Dec-2011	B9	03:33 PM  Mon 19-Dec-2011	03:30 PM  Mon 19-Dec-2011	E2
flylouisville	UA-2481-PHL-MSP	01:39 PM  Mon 19-Dec-2011	01:35 PM  Mon 19-Dec-2011	B9	03:33 PM  Mon 19-Dec-2011	03:30 PM  Mon 19-Dec-2011	E2
flightstats	UA-2481-PHL-MSP	2011-12-19 1:39 PM	2011-12-19 1:35 PM		2011-12-19 3:33 PM	2011-12-19 3:30 PM	
quicktrip	UA-2481-PHL-MSP	2011-12-19 1:39 PM	2011-12-19 1:35 PM		2011-12-19 3:33 PM	2011-12-19 3:30 PM	
world-flight-tracker	UA-2481-PHL-MSP	2011-12-19 1:39 PM	2011-12-19 1:35 PM		2011-12-19 3:33 PM	2011-12-19 3:30 PM	
flightview	UA-2481-PHL-MSP	1:39 PM, Dec 19	1:46 PM, Dec 19	B9	3:33 PM, Dec 19	3:33 PM, Dec 19	E2
panynj	UA-2481-PHL-MSP	1:39 PM, Dec 19	1:46 PM, Dec 19	B9	3:33 PM, Dec 19	3:33 PM, Dec 19	E2
gofox	UA-2481-PHL-MSP	1:39 PM, Dec 19	1:46 PM, Dec 19		3:33 PM, Dec 19	3:33 PM, Dec 19	
foxbusiness	UA-2481-PHL-MSP	1:39 PM, Dec 19	1:46 PM, Dec 19	B9	3:33 PM, Dec 19	3:33 PM, Dec 19	E2
allegiantair	UA-2481-PHL-MSP	1:39 PM, Dec 19	1:46 PM, Dec 19	B9	3:33 PM, Dec 19	3:33 PM, Dec 19	E2
boston	UA-2481-PHL-MSP	1:39 PM, Dec 19	1:46 PM, Dec 19		3:33 PM, Dec 19	3:27 PM, Dec 19	
travelocity	UA-2481-PHL-MSP	Dec 19 - 1:39pm	Dec 19 - Contact Airline	Not provided by airline	Dec 19 - 3:33pm	Dec 19 - Contact Airline	Not provided by airline
orbitz	UA-2481-PHL-MSP	1:39pDec 19	1:35pDec 19	 -	3:33pDec 19	3:30pDec 19	 -
weather	UA-2481-PHL-MSP	2011-12-19 01:39 PM			2011-12-19 03:33 PM		
usatoday	UA-2481-PHL-MSP	2011-12-19 1:39 PM	2011-12-19 1:35 PM		2011-12-19 3:33 PM	2011-12-19 3:30 PM	
ua	UA-6370-SFO-RDM	Mon, Dec 19 9:29 PM	Mon, Dec 19 9:29 PM	77A	Mon, Dec 19 11:02 PM	Mon, Dec 19 11:02 PM	--
airtravelcenter	UA-6370-SFO-RDM		12/19/11 9:37 PM (-08:00)			12/19/11 10:48 PM (-08:00)	
myrateplan	UA-6370-SFO-RDM		12/19/11 9:37 PM (-08:00)			12/19/11 10:48 PM (-08:00)	
helloflight	UA-6370-SFO-RDM		12/19/11 9:37 PM (-08:00)			12/19/11 10:48 PM (-08:00)	
flytecomm	UA-6370-SFO-RDM		12/19/11 9:37 PM (-08:00)			12/19/11 10:48 PM (-08:00)	
flightaware	UA-6370-SFO-RDM	2011-12-19 09:29PM PST	2011-12-19 09:37PM PST	 77A 	2011-12-19 10:40PM PST	2011-12-19 10:48PM PST	
wunderground	UA-6370-SFO-RDM	2011-12-19 09:29PM PST	2011-12-19 09:37PM PST	 77A 	2011-12-19 10:40PM PST	2011-12-19 10:48PM PST	
flights	UA-6370-SFO-RDM	09:29 PM  Mon 19-Dec-2011			11:02 PM  Mon 19-Dec-2011		
businesstravellogue	UA-6370-SFO-RDM	09:29 PM  Mon 19-Dec-2011			11:02 PM  Mon 19-Dec-2011		
flylouisville	UA-6370-SFO-RDM	09:29 PM  Mon 19-Dec-2011			11:02 PM  Mon 19-Dec-2011		
world-flight-tracker	UA-6370-SFO-RDM	2011-12-19 9:29 PM	2011-12-19 9:37 PM (Estimated runway)		2011-12-19 11:02 PM	2011-12-19 10:48 PM (Estimated runway)	
flightview	UA-6370-SFO-RDM	9:29 PM, Dec 19			11:02 PM, Dec 19		
panynj	UA-6370-SFO-RDM	9:29 PM, Dec 19			11:02 PM, Dec 19		
gofox	UA-6370-SFO-RDM	9:29 PM, Dec 19			11:02 PM, Dec 19		
foxbusiness	UA-6370-SFO-RDM	9:29 PM, Dec 19			11:02 PM, Dec 19		
allegiantair	UA-6370-SFO-RDM	9:29 PM, Dec 19			11:02 PM, Dec 19		
boston	UA-6370-SFO-RDM	9:29 PM, Dec 19	Not Available		11:02 PM, Dec 19	Not Available	
travelocity	UA-6370-SFO-RDM	Dec 19 - 9:29pm	Dec 19 - Not Available	77A	Dec 19 - 11:02pm	Dec 19 - Not Available	CHK
orbitz	UA-6370-SFO-RDM	9:29pDec 19		 77A	11:02pDec 19		 -
flightwise	UA-6370-SFO-RDM	2011-12-19 09:29PM PST	2011-12-19 09:37PM PST	 77A 	2011-12-19 10:40PM PST	2011-12-19 10:48PM PST	
ua	UA-4251-JAX-IAH	Mon, Dec 19 6:05 PM	Mon, Dec 19 6:05 PM            On Time	--	Mon, Dec 19 7:45 PM	Mon, Dec 19 7:45 PM	B71A
airtravelcenter	UA-4251-JAX-IAH	12/19/11 6:05 PM (-05:00)			12/19/11 7:45 PM (-06:00)		
myrateplan	UA-4251-JAX-IAH	12/19/11 6:05 PM (-05:00)			12/19/11 7:45 PM (-06:00)		
helloflight	UA-4251-JAX-IAH	12/19/11 6:05 PM (-05:00)			12/19/11 7:45 PM (-06:00)		
flytecomm	UA-4251-JAX-IAH	12/19/11 6:05 PM (-05:00)			12/19/11 7:45 PM (-06:00)		
flights	UA-4251-JAX-IAH	2011-12-19 06:05 PM		A8	2011-12-19 07:45 PM		71A
businesstravellogue	UA-4251-JAX-IAH	2011-12-19 06:05 PM		A8	2011-12-19 07:45 PM		71A
flylouisville	UA-4251-JAX-IAH	2011-12-19 06:05 PM		A8	2011-12-19 07:45 PM		71A
flightview	UA-4251-JAX-IAH	6:05 PMDec 19			7:45 PMDec 19		
panynj	UA-4251-JAX-IAH	6:05 PMDec 19			7:45 PMDec 19		
gofox	UA-4251-JAX-IAH	6:05 PMDec 19			7:45 PMDec 19		
foxbusiness	UA-4251-JAX-IAH	6:05 PMDec 19			7:45 PMDec 19		
allegiantair	UA-4251-JAX-IAH	6:05 PMDec 19			7:45 PMDec 19		
boston	UA-4251-JAX-IAH	7:48 PMDec 19			8:49 PMDec 19		
orbitz	UA-4251-JAX-IAH	6:05pDec 19		 -	7:45pDec 19		 -
mytripandmore	UA-4251-JAX-IAH	6:05pDec 19		 -	7:45pDec 19		 -
flightarrival	UA-4251-JAX-IAH	7:48 PMDec 19			8:49 PMDec 19		
aa	AA-524-ICT-DFW	December 19, 2011               02:40 PM    	December 19, 2011               02:38 PM    	 5	December 19, 2011               04:00 PM    	December 19, 2011               04:03 PM    	 A22    
flightexplorer	AA-524-ICT-DFW		12/19/2011 2:48PM CST			12/19/2011 3:44PM CST	
airtravelcenter	AA-524-ICT-DFW		12/19/11 2:48 PM (-06:00)			12/19/11 3:44 PM (-06:00)	
myrateplan	AA-524-ICT-DFW		12/19/11 2:48 PM (-06:00)			12/19/11 3:44 PM (-06:00)	
helloflight	AA-524-ICT-DFW		12/19/11 2:48 PM (-06:00)			12/19/11 3:44 PM (-06:00)	
flytecomm	AA-524-ICT-DFW		12/19/11 2:48 PM (-06:00)			12/19/11 3:44 PM (-06:00)	
flights	AA-524-ICT-DFW		2011-12-19 02:38 PM	5		2011-12-19 04:03 PM	A22
businesstravellogue	AA-524-ICT-DFW		2011-12-19 02:38 PM	5		2011-12-19 04:03 PM	A22
flylouisville	AA-524-ICT-DFW		2011-12-19 02:38 PM	5		2011-12-19 04:03 PM	A22
flightview	AA-524-ICT-DFW		2:48 PMDec 19			3:55 PMDec 19	
panynj	AA-524-ICT-DFW		2:48 PMDec 19			3:55 PMDec 19	
gofox	AA-524-ICT-DFW		2:48 PMDec 19			3:55 PMDec 19	
foxbusiness	AA-524-ICT-DFW		2:48 PMDec 19			3:55 PMDec 19	
allegiantair	AA-524-ICT-DFW		2:48 PMDec 19			3:55 PMDec 19	
boston	AA-524-ICT-DFW		2:48 PMDec 19			3:55 PMDec 19	
travelocity	AA-524-ICT-DFW	Dec 19 - 2:40pm	Dec 19 - 2:38pm	5/1	Dec 19 - 4:00pm	Dec 19 - 4:03pm	A22/A
orbitz	AA-524-ICT-DFW	2:40pDec 19	2:38pDec 19	 5	4:00pDec 19	4:03pDec 19	 A22
weather	AA-524-ICT-DFW	2011-12-19 02:40 PM			2011-12-19 04:00 PM		
dfw	AA-524-ICT-DFW				2011-12-19 4:00 pm		A22
usatoday	AA-524-ICT-DFW	2011-12-19 02:40 PM			2011-12-19 04:00 PM		
flightarrival	AA-524-ICT-DFW	2011-12-19 02:40 PM			2011-12-19 04:00 PM		
aa	AA-3787-LAX-IAH	December 19, 2011               06:55 AM    	December 19, 2011               06:54 AM    	 44E	December 19, 2011               12:05 PM    	December 19, 2011               12:15 PM    	 A29    
flightexplorer	AA-3787-LAX-IAH		12/19/2011 7:07AM PST			12/19/2011 11:58AM CST	
airtravelcenter	AA-3787-LAX-IAH		12/19/11 7:07 AM (-08:00)			12/19/11 11:58 AM (-06:00)	
myrateplan	AA-3787-LAX-IAH		12/19/11 7:07 AM (-08:00)			12/19/11 11:58 AM (-06:00)	
helloflight	AA-3787-LAX-IAH		12/19/11 7:07 AM (-08:00)			12/19/11 11:58 AM (-06:00)	
flytecomm	AA-3787-LAX-IAH		12/19/11 7:07 AM (-08:00)			12/19/11 11:58 AM (-06:00)	
flightaware	AA-3787-LAX-IAH	2011-12-19 06:55AM PST	2011-12-19 07:07AM PST	 44E 	2011-12-19 11:50AM CST	2011-12-19 11:56AM CST	 A29 
wunderground	AA-3787-LAX-IAH	2011-12-19 06:55AM PST	2011-12-19 07:07AM PST	 44E 	2011-12-19 11:50AM CST	2011-12-19 11:56AM CST	 A29 
flights	AA-3787-LAX-IAH	06:55 AM  Mon 19-Dec-2011	06:54 AM  Mon 19-Dec-2011	44E	12:05 PM  Mon 19-Dec-2011	12:15 PM  Mon 19-Dec-2011	29
businesstravellogue	AA-3787-LAX-IAH	06:55 AM  Mon 19-Dec-2011	06:54 AM  Mon 19-Dec-2011	44E	12:05 PM  Mon 19-Dec-2011	12:15 PM  Mon 19-Dec-2011	29
flylouisville	AA-3787-LAX-IAH	06:55 AM  Mon 19-Dec-2011	06:54 AM  Mon 19-Dec-2011	44E	12:05 PM  Mon 19-Dec-2011	12:15 PM  Mon 19-Dec-2011	29
flightstats	AA-3787-LAX-IAH	2011-12-19 6:55 AM	2011-12-19 6:54 AM		2011-12-19 12:05 PM	2011-12-19 12:15 PM	
quicktrip	AA-3787-LAX-IAH	2011-12-19 6:55 AM	2011-12-19 6:54 AM		2011-12-19 12:05 PM	2011-12-19 12:15 PM	
world-flight-tracker	AA-3787-LAX-IAH	2011-12-19 6:55 AM	2011-12-19 6:54 AM		2011-12-19 12:05 PM	2011-12-19 12:15 PM	
flightview	AA-3787-LAX-IAH	6:55 AM, Dec 19	7:07 AM, Dec 19	Terminal 4 - 44E	12:05 PM, Dec 19	12:15 PM, Dec 19	Terminal A - A29
panynj	AA-3787-LAX-IAH	6:55 AM, Dec 19	7:07 AM, Dec 19	Terminal 4 - 44E	12:05 PM, Dec 19	12:15 PM, Dec 19	Terminal A - A29
gofox	AA-3787-LAX-IAH	6:55 AM, Dec 19	7:07 AM, Dec 19		12:05 PM, Dec 19	12:15 PM, Dec 19	
foxbusiness	AA-3787-LAX-IAH	6:55 AM, Dec 19	7:07 AM, Dec 19	Terminal 4 - 44E	12:05 PM, Dec 19	12:15 PM, Dec 19	Terminal A - A29
allegiantair	AA-3787-LAX-IAH	6:55 AM, Dec 19	7:07 AM, Dec 19	Terminal 4 - 44E	12:05 PM, Dec 19	12:15 PM, Dec 19	Terminal A - A29
boston	AA-3787-LAX-IAH	6:55 AM, Dec 19	7:07 AM, Dec 19		12:05 PM, Dec 19	11:56 AM, Dec 19	
travelocity	AA-3787-LAX-IAH	Dec 19 - 6:55am	Dec 19 - 6:54am	44E/T4	Dec 19 - 12:05pm	Dec 19 - 12:15pm	A29
orbitz	AA-3787-LAX-IAH	6:55aDec 19	6:54aDec 19	 44E	12:05pDec 19	12:15pDec 19	 A29
weather	AA-3787-LAX-IAH	2011-12-19 06:55 AM			2011-12-19 12:05 PM		
ifly	AA-3787-LAX-IAH	2011-12-19 6:55 AM	2011-12-19 6:54 AM		2011-12-19 12:05 PM	2011-12-19 12:15 PM	
flightarrival	AA-3787-LAX-IAH	6:55 AM, Dec 19	7:07 AM, Dec 19		12:05 PM, Dec 19	11:56 AM, Dec 19	
ua	UA-1473-SDQ-EWR	Mon, Dec 19 1:25 PM	Mon, Dec 19 1:21 PM	HOLD	Mon, Dec 19 4:31 PM	Mon, Dec 19 4:42 PM	C137
airtravelcenter	UA-1473-SDQ-EWR	12/19/11 1:25 PM (-04:00)			12/19/11 4:31 PM (-05:00)		
myrateplan	UA-1473-SDQ-EWR	12/19/11 1:25 PM (-04:00)			12/19/11 4:31 PM (-05:00)		
helloflight	UA-1473-SDQ-EWR	12/19/11 1:25 PM (-04:00)			12/19/11 4:31 PM (-05:00)		
flytecomm	UA-1473-SDQ-EWR	12/19/11 1:25 PM (-04:00)			12/19/11 4:31 PM (-05:00)		
flights	UA-1473-SDQ-EWR		2011-12-19 01:21 PM	A-5		2011-12-19 04:42 PM	137
businesstravellogue	UA-1473-SDQ-EWR		2011-12-19 01:21 PM	A-5		2011-12-19 04:42 PM	137
flylouisville	UA-1473-SDQ-EWR		2011-12-19 01:21 PM	A-5		2011-12-19 04:42 PM	137
flightview	UA-1473-SDQ-EWR		1:25 PMDec 19			4:42 PMDec 19	
panynj	UA-1473-SDQ-EWR		1:25 PMDec 19			4:42 PMDec 19	
gofox	UA-1473-SDQ-EWR		1:25 PMDec 19			4:42 PMDec 19	
foxbusiness	UA-1473-SDQ-EWR		1:25 PMDec 19			4:42 PMDec 19	
allegiantair	UA-1473-SDQ-EWR		1:25 PMDec 19			4:42 PMDec 19	
boston	UA-1473-SDQ-EWR		1:25 PMDec 19			4:25 PMDec 19	
travelocity	UA-1473-SDQ-EWR	Dec 19 - 1:25pm	Dec 19 - Contact Airline	Not provided by airline	Dec 19 - 4:31pm	Dec 19 - Contact Airline	Not provided by airline
orbitz	UA-1473-SDQ-EWR	1:25pDec 19	1:21pDec 19	 OLD	4:31pDec 19	4:42pDec 19	 137
weather	UA-1473-SDQ-EWR	2011-12-19 01:25 PM			2011-12-19 04:31 PM		
usatoday	UA-1473-SDQ-EWR	2011-12-19 01:25 PM			2011-12-19 04:31 PM		
aa	AA-149-IAD-LAX	December 19, 2011               08:15 AM    	December 19, 2011               08:16 AM    	 B71	December 19, 2011               11:10 AM    	December 19, 2011               10:46 AM    	 42B    
flightexplorer	AA-149-IAD-LAX		12/19/2011 8:32AM EST			12/19/2011 10:40AM PST	
airtravelcenter	AA-149-IAD-LAX		12/19/11 8:32 AM (-05:00)			12/19/11 10:40 AM (-08:00)	
myrateplan	AA-149-IAD-LAX		12/19/11 8:32 AM (-05:00)			12/19/11 10:40 AM (-08:00)	
helloflight	AA-149-IAD-LAX		12/19/11 8:32 AM (-05:00)			12/19/11 10:40 AM (-08:00)	
flytecomm	AA-149-IAD-LAX		12/19/11 8:32 AM (-05:00)			12/19/11 10:40 AM (-08:00)	
flightaware	AA-149-IAD-LAX	2011-12-19 08:15AM EST	2011-12-19 08:31AM EST	 B71 	2011-12-19 10:43AM PST	2011-12-19 10:40AM PST	 42B 
wunderground	AA-149-IAD-LAX	2011-12-19 08:15AM EST	2011-12-19 08:31AM EST	 B71 	2011-12-19 10:43AM PST	2011-12-19 10:40AM PST	 42B 
flights	AA-149-IAD-LAX	08:15 AM  Mon 19-Dec-2011	08:16 AM  Mon 19-Dec-2011	B71	11:10 AM  Mon 19-Dec-2011	10:46 AM  Mon 19-Dec-2011	42B
businesstravellogue	AA-149-IAD-LAX	08:15 AM  Mon 19-Dec-2011	08:16 AM  Mon 19-Dec-2011	B71	11:10 AM  Mon 19-Dec-2011	10:46 AM  Mon 19-Dec-2011	42B
flylouisville	AA-149-IAD-LAX	08:15 AM  Mon 19-Dec-2011	08:16 AM  Mon 19-Dec-2011	B71	11:10 AM  Mon 19-Dec-2011	10:46 AM  Mon 19-Dec-2011	42B
flightstats	AA-149-IAD-LAX	2011-12-19 8:15 AM	2011-12-19 8:16 AM		2011-12-19 11:10 AM	2011-12-19 10:46 AM	
quicktrip	AA-149-IAD-LAX	2011-12-19 8:15 AM	2011-12-19 8:16 AM		2011-12-19 11:10 AM	2011-12-19 10:46 AM	
world-flight-tracker	AA-149-IAD-LAX	2011-12-19 8:15 AM	2011-12-19 8:16 AM		2011-12-19 11:10 AM	2011-12-19 10:46 AM	
flightview	AA-149-IAD-LAX	8:15 AM, Dec 19	8:32 AM, Dec 19	B71	11:10 AM, Dec 19	10:46 AM, Dec 19	Terminal 4 - 42B
panynj	AA-149-IAD-LAX	8:15 AM, Dec 19	8:32 AM, Dec 19	B71	11:10 AM, Dec 19	10:46 AM, Dec 19	Terminal 4 - 42B
gofox	AA-149-IAD-LAX	8:15 AM, Dec 19	8:32 AM, Dec 19		11:10 AM, Dec 19	10:46 AM, Dec 19	
foxbusiness	AA-149-IAD-LAX	8:15 AM, Dec 19	8:32 AM, Dec 19	B71	11:10 AM, Dec 19	10:46 AM, Dec 19	Terminal 4 - 42B
allegiantair	AA-149-IAD-LAX	8:15 AM, Dec 19	8:32 AM, Dec 19	B71	11:10 AM, Dec 19	10:46 AM, Dec 19	Terminal 4 - 42B
boston	AA-149-IAD-LAX	8:15 AM, Dec 19	8:32 AM, Dec 19		11:10 AM, Dec 19	10:41 AM, Dec 19	
travelocity	AA-149-IAD-LAX	Dec 19 - 8:15am	Dec 19 - 8:16am	B71	Dec 19 - 11:10am	Dec 19 - 10:46am	42B/T4
orbitz	AA-149-IAD-LAX	8:15aDec 19	8:16aDec 19	 B71	11:10aDec 19	10:46aDec 19	 42B
