aa	AA-1007-TPA-MIA	12/02/2011 01:55 PM	12/02/2011 02:13 PM	F78	12/02/2011 03:00 PM	12/02/2011 03:05 PM	D5
orbitz	UA-1472-EWR-MCO	11:15aDec 2	11:16aDec 2	 102	2:10pDec 2	2:00pDec 2	 36
weather	UA-1472-EWR-MCO	2011-12-02 11:15 AM			2011-12-02 02:10 PM		
mytripandmore	UA-1472-EWR-MCO	11:15aDec 2	11:16aDec 2	 102	2:10pDec 2	2:00pDec 2	 36
flightwise	UA-1472-EWR-MCO	2011-12-02 11:15AM EST	2011-12-02 11:35AM EST	 102 	2011-12-02 01:40PM EST	2011-12-02 01:52PM EST	 36 
ua	UA-3622-ORD-DTW	Fri, Dec 2 9:40 PM	Fri, Dec 2 9:40 PM            On Time	C1	Fri, Dec 2 11:47 PM	Fri, Dec 2 11:47 PM	D4
airtravelcenter	UA-3622-ORD-DTW	12/2/11 9:40 PM (-06:00)			12/2/11 11:47 PM (-05:00)		
myrateplan	UA-3622-ORD-DTW	12/2/11 9:40 PM (-06:00)			12/2/11 11:47 PM (-05:00)		
helloflight	UA-3622-ORD-DTW	12/2/11 9:40 PM (-06:00)			12/2/11 11:47 PM (-05:00)		
flytecomm	UA-3622-ORD-DTW	12/2/11 9:40 PM (-06:00)			12/2/11 11:47 PM (-05:00)		
flights	UA-3622-ORD-DTW	2011-12-02 09:40 PM		C1	2011-12-02 11:47 PM		D4
businesstravellogue	UA-3622-ORD-DTW	2011-12-02 09:40 PM		C1	2011-12-02 11:47 PM		D4
flylouisville	UA-3622-ORD-DTW	2011-12-02 09:40 PM		C1	2011-12-02 11:47 PM		D4
flightstats	UA-3622-ORD-DTW	2011-12-02 9:40 PM	2011-12-02 9:40 PM (Estimated)		2011-12-02 11:47 PM	2011-12-02 11:47 PM (Estimated)	
quicktrip	UA-3622-ORD-DTW	2011-12-02 9:40 PM	2011-12-02 9:40 PM (Estimated)		2011-12-02 11:47 PM	2011-12-02 11:47 PM (Estimated)	
flightview	UA-3622-ORD-DTW	9:40 PMDec 02			11:47 PMDec 02		
panynj	UA-3622-ORD-DTW	9:40 PMDec 02			11:47 PMDec 02		
gofox	UA-3622-ORD-DTW	9:40 PMDec 02			11:47 PMDec 02		
foxbusiness	UA-3622-ORD-DTW	9:40 PMDec 02			11:47 PMDec 02		
allegiantair	UA-3622-ORD-DTW	9:40 PMDec 02			11:47 PMDec 02		
boston	UA-3622-ORD-DTW	9:40 PMDec 02			11:47 PMDec 02		
orbitz	UA-3622-ORD-DTW	9:40pDec 2		 C1	11:47pDec 2		 D4
ord	UA-3622-ORD-DTW	2011-12-02 9:40 PM		C1	2011-12-02 11:47 PM		D4
usatoday	UA-3622-ORD-DTW	9:40 PMDec 02			11:47 PMDec 02		
mytripandmore	UA-3622-ORD-DTW	9:40pDec 2		 C1	11:47pDec 2		 D4
flightarrival	UA-3622-ORD-DTW	9:40 PMDec 02			11:47 PMDec 02		
ua	UA-1117-EWR-SFO	Fri, Dec 2 3:35 PM	Fri, Dec 2 3:54 PM	C75	Fri, Dec 2 6:57 PM	Fri, Dec 2 7:10 PM	89
flightexplorer	UA-1117-EWR-SFO		12/2/2011 4:07PM EST			12/2/2011 6:51PM PST	
airtravelcenter	UA-1117-EWR-SFO		12/2/11 4:08 PM (-05:00)			12/2/11 6:48 PM (-08:00)	
myrateplan	UA-1117-EWR-SFO		12/2/11 4:08 PM (-05:00)			12/2/11 6:48 PM (-08:00)	
helloflight	UA-1117-EWR-SFO		12/2/11 4:08 PM (-05:00)			12/2/11 6:48 PM (-08:00)	
flytecomm	UA-1117-EWR-SFO		12/2/11 4:08 PM (-05:00)			12/2/11 6:48 PM (-08:00)	
flightaware	UA-1117-EWR-SFO	2011-12-02 03:35PM EST	2011-12-02 04:08PM EST	 C75 	2011-12-02 06:45PM PST	2011-12-02 06:48PM PST	
wunderground	UA-1117-EWR-SFO	2011-12-02 03:35PM EST	2011-12-02 04:08PM EST	 C75 	2011-12-02 06:45PM PST	2011-12-02 06:48PM PST	
flights	UA-1117-EWR-SFO	03:35 PM  Fri 02-Dec-2011			06:57 PM  Fri 02-Dec-2011		
businesstravellogue	UA-1117-EWR-SFO	03:35 PM  Fri 02-Dec-2011			06:57 PM  Fri 02-Dec-2011		
flylouisville	UA-1117-EWR-SFO	03:35 PM  Fri 02-Dec-2011			06:57 PM  Fri 02-Dec-2011		
flightstats	UA-1117-EWR-SFO	2011-12-02 3:35 PM	2011-12-02 3:54 PM		2011-12-02 6:57 PM	2011-12-02 7:05 PM (Estimated)	
quicktrip	UA-1117-EWR-SFO	2011-12-02 3:35 PM	2011-12-02 3:54 PM		2011-12-02 6:57 PM	2011-12-02 7:05 PM (Estimated)	
world-flight-tracker	UA-1117-EWR-SFO	2011-12-02 3:35 PM	2011-12-02 3:54 PM		2011-12-02 6:57 PM	2011-12-02 7:05 PM (Estimated)	
flightview	UA-1117-EWR-SFO	3:35 PM, Dec 02	4:08 PM, Dec 02		6:57 PM, Dec 02		
panynj	UA-1117-EWR-SFO	3:35 PM, Dec 02	4:08 PM, Dec 02		6:57 PM, Dec 02		
gofox	UA-1117-EWR-SFO	3:35 PM, Dec 02	4:08 PM, Dec 02		6:57 PM, Dec 02		
foxbusiness	UA-1117-EWR-SFO	3:35 PM, Dec 02	4:08 PM, Dec 02		6:57 PM, Dec 02		
allegiantair	UA-1117-EWR-SFO	3:35 PM, Dec 02	4:08 PM, Dec 02		6:57 PM, Dec 02		
boston	UA-1117-EWR-SFO	3:35 PM, Dec 02	4:08 PM, Dec 02		6:57 PM, Dec 02	6:53 PM, Dec 02&nbsp(Estimated)	
travelocity	UA-1117-EWR-SFO	Dec 02 - 3:35pm	Dec 02 - Contact Airline	Not provided by airline	Dec 02 - 6:57pm	Dec 02 - Contact Airline	Not provided by airline
orbitz	UA-1117-EWR-SFO	3:35pDec 2	3:54pDec 2	 C75	7:23pDec 2		 89
weather	UA-1117-EWR-SFO	2011-12-02 03:35 PM	2011-12-02 04:08 PM		2011-12-02 06:57 PM	2011-12-02 06:48 PM	
usatoday	UA-1117-EWR-SFO	2011-12-02 03:35 PM	2011-12-02 04:08 PM		2011-12-02 06:57 PM	2011-12-02 06:48 PM	
mytripandmore	UA-1117-EWR-SFO	3:35pDec 2	3:54pDec 2	 C75	7:23pDec 2		 89
flightarrival	UA-1117-EWR-SFO	2011-12-02 03:35 PM	2011-12-02 04:08 PM		2011-12-02 06:57 PM	2011-12-02 06:48 PM	
ua	UA-386-DEN-BOS	Fri, Dec 2 12:43 PM	Fri, Dec 2 12:43 PM            On Time	B41	Fri, Dec 2 6:27 PM	Fri, Dec 2 6:08 PM	C21
airtravelcenter	UA-386-DEN-BOS		12/2/11 12:53 PM (-07:00)			12/2/11 6:04 PM (-05:00)	
myrateplan	UA-386-DEN-BOS		12/2/11 12:53 PM (-07:00)			12/2/11 6:04 PM (-05:00)	
helloflight	UA-386-DEN-BOS		12/2/11 12:53 PM (-07:00)			12/2/11 6:04 PM (-05:00)	
flytecomm	UA-386-DEN-BOS		12/2/11 12:53 PM (-07:00)			12/2/11 6:04 PM (-05:00)	
flightaware	UA-386-DEN-BOS	2011-12-02 12:43PM MST	2011-12-02 12:53PM MST	 B41 	2011-12-02 06:14PM EST	2011-12-02 06:02PM EST	 C21 
wunderground	UA-386-DEN-BOS	2011-12-02 12:43PM MST	2011-12-02 12:53PM MST	 B41 	2011-12-02 06:14PM EST	2011-12-02 06:02PM EST	 C21 
flights	UA-386-DEN-BOS		2011-12-02 12:43 PM	B41		2011-12-02 06:08 PM	C21
businesstravellogue	UA-386-DEN-BOS		2011-12-02 12:43 PM	B41		2011-12-02 06:08 PM	C21
flylouisville	UA-386-DEN-BOS		2011-12-02 12:43 PM	B41		2011-12-02 06:08 PM	C21
flightstats	UA-386-DEN-BOS	2011-12-02 12:43 PM	2011-12-02 12:43 PM		2011-12-02 6:27 PM	2011-12-02 6:08 PM	
quicktrip	UA-386-DEN-BOS	2011-12-02 12:43 PM	2011-12-02 12:43 PM		2011-12-02 6:27 PM	2011-12-02 6:08 PM	
flightview	UA-386-DEN-BOS		12:53 PMDec 02			6:08 PMDec 02	
panynj	UA-386-DEN-BOS		12:53 PMDec 02			6:08 PMDec 02	
gofox	UA-386-DEN-BOS		12:53 PMDec 02			6:08 PMDec 02	
foxbusiness	UA-386-DEN-BOS		12:53 PMDec 02			6:08 PMDec 02	
allegiantair	UA-386-DEN-BOS		12:53 PMDec 02			6:08 PMDec 02	
boston	UA-386-DEN-BOS		12:53 PMDec 02			6:03 PMDec 02	
orbitz	UA-386-DEN-BOS	12:43pDec 2	12:43pDec 2	 B41	6:27pDec 2	6:08pDec 2	 C21
den	UA-386-DEN-BOS	2011-12-02 12:43 PM		B41			
ifly	UA-386-DEN-BOS	2011-12-02 12:43 PM	2011-12-02 12:43 PM		2011-12-02 6:27 PM	2011-12-02 6:08 PM	
usatoday	UA-386-DEN-BOS		12:53 PMDec 02			6:03 PMDec 02	
flightarrival	UA-386-DEN-BOS	2011-12-02 12:43 PM	2011-12-02 12:43 PM		2011-12-02 6:27 PM	2011-12-02 6:08 PM	
CO	CO-4805-CLE-SBN	Fri., Dec.02, 2011 4:50 p.m.	Fri., Dec.02, 2011 4:50 p.m.		Fri., Dec.02, 2011 6:13 p.m.	Fri., Dec.02, 2011 6:17 p.m.	
airtravelcenter	CO-4805-CLE-SBN		12/2/11 5:14 PM (-05:00)			12/2/11 6:12 PM (-05:00)	
myrateplan	CO-4805-CLE-SBN		12/2/11 5:14 PM (-05:00)			12/2/11 6:12 PM (-05:00)	
helloflight	CO-4805-CLE-SBN		12/2/11 5:14 PM (-05:00)			12/2/11 6:12 PM (-05:00)	
flytecomm	CO-4805-CLE-SBN		12/2/11 5:14 PM (-05:00)			12/2/11 6:12 PM (-05:00)	
flights	CO-4805-CLE-SBN		2011-12-02 04:50 PM	D28A		2011-12-02 06:17 PM	
businesstravellogue	CO-4805-CLE-SBN		2011-12-02 04:50 PM	D28A		2011-12-02 06:17 PM	
flylouisville	CO-4805-CLE-SBN		2011-12-02 04:50 PM	D28A		2011-12-02 06:17 PM	
flightstats	CO-4805-CLE-SBN	2011-12-02 4:50 PM	2011-12-02 4:50 PM		2011-12-02 6:13 PM	2011-12-02 6:17 PM	
quicktrip	CO-4805-CLE-SBN	2011-12-02 4:50 PM	2011-12-02 4:50 PM		2011-12-02 6:13 PM	2011-12-02 6:17 PM	
flightview	CO-4805-CLE-SBN		5:14 PMDec 02			6:13 PMDec 02	
panynj	CO-4805-CLE-SBN		5:14 PMDec 02			6:13 PMDec 02	
gofox	CO-4805-CLE-SBN		5:14 PMDec 02			6:13 PMDec 02	
foxbusiness	CO-4805-CLE-SBN		5:14 PMDec 02			6:13 PMDec 02	
allegiantair	CO-4805-CLE-SBN		5:14 PMDec 02			6:13 PMDec 02	
boston	CO-4805-CLE-SBN		5:14 PMDec 02			6:13 PMDec 02	
orbitz	CO-4805-CLE-SBN	4:50pDec 2	4:50pDec 2	 D28A	6:13pDec 2	6:17pDec 2	 -
weather	CO-4805-CLE-SBN	2011-12-02 04:50 PM			2011-12-02 06:13 PM		
ifly	CO-4805-CLE-SBN	2011-12-02 4:50 PM	2011-12-02 4:50 PM		2011-12-02 6:13 PM	2011-12-02 6:17 PM	
aa	AA-1853-JFK-MIA	12/02/2011 04:30 PM	12/02/2011 05:08 PM	8	12/02/2011 08:00 PM	12/02/2011 07:46 PM	D38
airtravelcenter	AA-1853-JFK-MIA		12/2/11 5:09 PM (-05:00)			12/2/11 7:41 PM (-05:00)	
myrateplan	AA-1853-JFK-MIA		12/2/11 5:09 PM (-05:00)			12/2/11 7:41 PM (-05:00)	
helloflight	AA-1853-JFK-MIA		12/2/11 5:09 PM (-05:00)			12/2/11 7:41 PM (-05:00)	
flytecomm	AA-1853-JFK-MIA		12/2/11 5:09 PM (-05:00)			12/2/11 7:41 PM (-05:00)	
flightaware	AA-1853-JFK-MIA	2011-12-02 04:30PM EST	2011-12-02 05:08PM EST	 8 	2011-12-02 07:18PM EST	2011-12-02 07:41PM EST	 D38 
wunderground	AA-1853-JFK-MIA	2011-12-02 04:30PM EST	2011-12-02 05:08PM EST	 8 	2011-12-02 07:18PM EST	2011-12-02 07:41PM EST	 D38 
flights	AA-1853-JFK-MIA	04:30 PM  Fri 02-Dec-2011	05:08 PM  Fri 02-Dec-2011	B8	08:00 PM  Fri 02-Dec-2011	07:46 PM  Fri 02-Dec-2011	D38
businesstravellogue	AA-1853-JFK-MIA	04:30 PM  Fri 02-Dec-2011	05:08 PM  Fri 02-Dec-2011	B8	08:00 PM  Fri 02-Dec-2011	07:46 PM  Fri 02-Dec-2011	D38
flylouisville	AA-1853-JFK-MIA	04:30 PM  Fri 02-Dec-2011	05:08 PM  Fri 02-Dec-2011	B8	08:00 PM  Fri 02-Dec-2011	07:46 PM  Fri 02-Dec-2011	D38
world-flight-tracker	AA-1853-JFK-MIA	2011-12-02 4:30 PM	2011-12-02 5:08 PM		2011-12-02 8:00 PM	2011-12-02 7:46 PM	
flightview	AA-1853-JFK-MIA	4:30 PM, Dec 02	5:09 PM, Dec 02	Terminal 8 - 8	8:00 PM, Dec 02	7:46 PM, Dec 02	Terminal D - D38
panynj	AA-1853-JFK-MIA	4:30 PM, Dec 02	5:09 PM, Dec 02	Terminal 8 - 8	8:00 PM, Dec 02	7:46 PM, Dec 02	Terminal D - D38
gofox	AA-1853-JFK-MIA	4:30 PM, Dec 02	5:09 PM, Dec 02		8:00 PM, Dec 02	7:46 PM, Dec 02	
foxbusiness	AA-1853-JFK-MIA	4:30 PM, Dec 02	5:09 PM, Dec 02	Terminal 8 - 8	8:00 PM, Dec 02	7:46 PM, Dec 02	Terminal D - D38
allegiantair	AA-1853-JFK-MIA	4:30 PM, Dec 02	5:09 PM, Dec 02	Terminal 8 - 8	8:00 PM, Dec 02	7:46 PM, Dec 02	Terminal D - D38
boston	AA-1853-JFK-MIA	4:30 PM, Dec 02	5:09 PM, Dec 02		8:00 PM, Dec 02	7:39 PM, Dec 02	
travelocity	AA-1853-JFK-MIA	Dec 02 - 4:30pm	Dec 02 - 4:49pm	8/8	Dec 02 - 8:00pm	Dec 02 - 7:46pm	D38
orbitz	AA-1853-JFK-MIA	4:50pDec 2	4:49pDec 2	 8	8:00pDec 2	7:46pDec 2	 D38
weather	AA-1853-JFK-MIA	2011-12-02 04:30 PM			2011-12-02 08:00 PM		
mia	AA-1853-JFK-MIA				8:00P 12-02-11	2011-12-02  7:46P	
usatoday	AA-1853-JFK-MIA	2011-12-02 04:30 PM			2011-12-02 08:00 PM		
mytripandmore	AA-1853-JFK-MIA	Dec 02 - 4:30pm	Dec 02 - 4:49pm	8/8	Dec 02 - 8:00pm	Dec 02 - 7:46pm	D38
ua	UA-5877-DEN-MCI	Fri, Dec 2 9:45 PM	Fri, Dec 2 9:41 PM	B61	Sat, Dec 3 12:15 AM	Sat, Dec 3 12:15 AM	--
airtravelcenter	UA-5877-DEN-MCI	12/2/11 9:45 PM (-07:00)			12/3/11 12:15 AM (-06:00)		
myrateplan	UA-5877-DEN-MCI	12/2/11 9:45 PM (-07:00)			12/3/11 12:15 AM (-06:00)		
helloflight	UA-5877-DEN-MCI	12/2/11 9:45 PM (-07:00)			12/3/11 12:15 AM (-06:00)		
flytecomm	UA-5877-DEN-MCI	12/2/11 9:45 PM (-07:00)			12/3/11 12:15 AM (-06:00)		
flightaware	UA-5877-DEN-MCI	2011-12-02 09:45PM MST	2011-12-02 09:52PM MST	 B61 	2011-12-02 12:11AM CST	2011-12-02 12:02AM CST	
wunderground	UA-5877-DEN-MCI	2011-12-02 09:45PM MST	2011-12-02 09:52PM MST	 B61 	2011-12-02 12:11AM CST	2011-12-02 12:02AM CST	
flights	UA-5877-DEN-MCI	09:45 PM  Fri 02-Dec-2011			12:15 AM  Sat 03-Dec-2011		
businesstravellogue	UA-5877-DEN-MCI	09:45 PM  Fri 02-Dec-2011			12:15 AM  Sat 03-Dec-2011		
flylouisville	UA-5877-DEN-MCI	09:45 PM  Fri 02-Dec-2011			12:15 AM  Sat 03-Dec-2011		
world-flight-tracker	UA-5877-DEN-MCI	2011-12-02 9:45 PM	2011-12-02 9:41 PM		2011-12-02 12:15 AM		
flightview	UA-5877-DEN-MCI	9:45 PM, Dec 02	9:53 PM, Dec 02		12:15 AM, Dec 03		
panynj	UA-5877-DEN-MCI	9:45 PM, Dec 02	9:53 PM, Dec 02		12:15 AM, Dec 03		
gofox	UA-5877-DEN-MCI	9:45 PM, Dec 02	9:53 PM, Dec 02		12:15 AM, Dec 03		
foxbusiness	UA-5877-DEN-MCI	9:45 PM, Dec 02	9:53 PM, Dec 02		12:15 AM, Dec 03		
allegiantair	UA-5877-DEN-MCI	9:45 PM, Dec 02	9:53 PM, Dec 02		12:15 AM, Dec 03		
boston	UA-5877-DEN-MCI	9:45 PM, Dec 02	9:53 PM, Dec 02		12:15 AM, Dec 03	12:04 AM, Dec 03&nbsp(Estimated)	
travelocity	UA-5877-DEN-MCI	Dec 02 - Not Available	Dec 02 - 9:52pm	B61	Dec 02 - 12:15am	Dec 02 - Not Available	CHK
orbitz	UA-5877-DEN-MCI	9:45pDec 2	9:41pDec 2	 B61	12:09aDec 3		 -
weather	UA-5877-DEN-MCI	2011-12-02 09:45 PM			2011-12-02 12:15 AM		
den	UA-5877-DEN-MCI	2011-12-02 9:45 PM		B61			
flightarrival	UA-5877-DEN-MCI	2011-12-02 09:45 PM			2011-12-02 12:15 AM		
CO	CO-1473-EWR-LAX	Fri., Dec.02, 2011 5:45 p.m.	Fri., Dec.02, 2011 5:43 p.m.		Fri., Dec.02, 2011 9:07 p.m.	Fri., Dec.02, 2011 9:02 p.m.	
flightexplorer	CO-1473-EWR-LAX		12/2/2011 6:12PM EST			12/2/2011 8:57PM PST	
airtravelcenter	CO-1473-EWR-LAX	12/2/11 5:45 PM (-05:00)			12/2/11 9:07 PM (-08:00)		
myrateplan	CO-1473-EWR-LAX	12/2/11 5:45 PM (-05:00)			12/2/11 9:07 PM (-08:00)		
helloflight	CO-1473-EWR-LAX	12/2/11 5:45 PM (-05:00)			12/2/11 9:07 PM (-08:00)		
flytecomm	CO-1473-EWR-LAX	12/2/11 5:45 PM (-05:00)			12/2/11 9:07 PM (-08:00)		
flightaware	CO-1473-EWR-LAX	2011-12-02 05:45PM EST	2011-12-02 06:12PM EST	 133 	2011-12-02 08:57PM PST	2011-12-02 08:57PM PST	 62 
wunderground	CO-1473-EWR-LAX	2011-12-02 05:45PM EST	2011-12-02 06:12PM EST	 133 	2011-12-02 08:57PM PST	2011-12-02 08:57PM PST	 62 
flights	CO-1473-EWR-LAX		2011-12-02 05:43 PM	133		2011-12-02 09:02 PM	62
businesstravellogue	CO-1473-EWR-LAX		2011-12-02 05:43 PM	133		2011-12-02 09:02 PM	62
flylouisville	CO-1473-EWR-LAX		2011-12-02 05:43 PM	133		2011-12-02 09:02 PM	62
flightstats	CO-1473-EWR-LAX	2011-12-02 5:45 PM	2011-12-02 5:43 PM		2011-12-02 9:07 PM	2011-12-02 9:02 PM	
quicktrip	CO-1473-EWR-LAX	2011-12-02 5:45 PM	2011-12-02 5:43 PM		2011-12-02 9:07 PM	2011-12-02 9:02 PM	
flightview	CO-1473-EWR-LAX		6:13 PMDec 02			9:02 PMDec 02	
panynj	CO-1473-EWR-LAX		6:13 PMDec 02			9:02 PMDec 02	
gofox	CO-1473-EWR-LAX		6:13 PMDec 02			9:02 PMDec 02	
foxbusiness	CO-1473-EWR-LAX		6:13 PMDec 02			9:02 PMDec 02	
allegiantair	CO-1473-EWR-LAX		6:13 PMDec 02			9:02 PMDec 02	
boston	CO-1473-EWR-LAX		6:13 PMDec 02			8:58 PMDec 02	
orbitz	CO-1473-EWR-LAX	5:45pDec 2	5:43pDec 2	 C133	9:07pDec 2	9:02pDec 2	 62
ifly	CO-1473-EWR-LAX	2011-12-02 5:45 PM	2011-12-02 5:43 PM		2011-12-02 9:07 PM	2011-12-02 9:02 PM	
usatoday	CO-1473-EWR-LAX		6:13 PMDec 02			8:58 PMDec 02	
flightarrival	CO-1473-EWR-LAX	2011-12-02 5:45 PM	2011-12-02 5:43 PM		2011-12-02 9:07 PM	2011-12-02 9:02 PM	
ua	UA-793-MCO-IAD	Fri, Dec 2 9:00 AM	Fri, Dec 2 8:56 AM	46	Fri, Dec 2 11:09 AM	Fri, Dec 2 11:00 AM	C19
flightexplorer	UA-793-MCO-IAD		12/2/2011 9:12AM EST			12/2/2011 10:52AM EST	
airtravelcenter	UA-793-MCO-IAD		12/2/11 9:13 AM (-05:00)			12/2/11 10:59 AM (-05:00)	
myrateplan	UA-793-MCO-IAD		12/2/11 9:13 AM (-05:00)			12/2/11 10:59 AM (-05:00)	
helloflight	UA-793-MCO-IAD		12/2/11 9:13 AM (-05:00)			12/2/11 10:59 AM (-05:00)	
flytecomm	UA-793-MCO-IAD		12/2/11 9:13 AM (-05:00)			12/2/11 10:59 AM (-05:00)	
flights	UA-793-MCO-IAD		2011-12-02 08:56 AM	46		2011-12-02 11:00 AM	C19
businesstravellogue	UA-793-MCO-IAD		2011-12-02 08:56 AM	46		2011-12-02 11:00 AM	C19
flylouisville	UA-793-MCO-IAD		2011-12-02 08:56 AM	46		2011-12-02 11:00 AM	C19
flightview	UA-793-MCO-IAD		9:13 AMDec 02			11:00 AMDec 02	
panynj	UA-793-MCO-IAD		9:13 AMDec 02			11:00 AMDec 02	
gofox	UA-793-MCO-IAD		9:13 AMDec 02			11:00 AMDec 02	
foxbusiness	UA-793-MCO-IAD		9:13 AMDec 02			11:00 AMDec 02	
allegiantair	UA-793-MCO-IAD		9:13 AMDec 02			11:00 AMDec 02	
boston	UA-793-MCO-IAD		9:13 AMDec 02			10:54 AMDec 02	
travelocity	UA-793-MCO-IAD	Dec 02 - Not Available	Dec 02 - 9:13am	46	Dec 02 - Not Available	Dec 02 - 11:00am	C19
orbitz	UA-793-MCO-IAD	9:17aDec 2	9:13aDec 2	 46	11:09aDec 2	11:00aDec 2	 C19
weather	UA-793-MCO-IAD	2011-12-02 09:00 AM			2011-12-02 11:09 AM		
mco	UA-793-MCO-IAD	2011-12-02 Fri  09:00		46?			
usatoday	UA-793-MCO-IAD		9:13 AMDec 02			10:54 AMDec 02	
flightarrival	UA-793-MCO-IAD	2011-12-02 09:00 AM			2011-12-02 11:09 AM		
aa	AA-1047-MCO-MIA	12/02/2011 08:45 AM	12/02/2011 08:59 AM	16	12/02/2011 09:50 AM	12/02/2011 09:47 AM	D20
flightexplorer	AA-1047-MCO-MIA		12/2/2011 8:59AM EST			12/2/2011 9:44AM EST	
airtravelcenter	AA-1047-MCO-MIA		12/2/11 8:58 AM (-05:00)			12/2/11 9:44 AM (-05:00)	
myrateplan	AA-1047-MCO-MIA		12/2/11 8:58 AM (-05:00)			12/2/11 9:44 AM (-05:00)	
helloflight	AA-1047-MCO-MIA		12/2/11 8:58 AM (-05:00)			12/2/11 9:44 AM (-05:00)	
flytecomm	AA-1047-MCO-MIA		12/2/11 8:58 AM (-05:00)			12/2/11 9:44 AM (-05:00)	
flights	AA-1047-MCO-MIA		2011-12-02 08:59 AM	16		2011-12-02 09:47 AM	D20
businesstravellogue	AA-1047-MCO-MIA		2011-12-02 08:59 AM	16		2011-12-02 09:47 AM	D20
flylouisville	AA-1047-MCO-MIA		2011-12-02 08:59 AM	16		2011-12-02 09:47 AM	D20
flightview	AA-1047-MCO-MIA		8:59 AMDec 02			9:47 AMDec 02	
panynj	AA-1047-MCO-MIA		8:59 AMDec 02			9:47 AMDec 02	
gofox	AA-1047-MCO-MIA		8:59 AMDec 02			9:47 AMDec 02	
foxbusiness	AA-1047-MCO-MIA		8:59 AMDec 02			9:47 AMDec 02	
allegiantair	AA-1047-MCO-MIA		8:59 AMDec 02			9:47 AMDec 02	
boston	AA-1047-MCO-MIA		8:59 AMDec 02			9:42 AMDec 02	
travelocity	AA-1047-MCO-MIA	Dec 02 - 8:45am	Dec 02 - 8:42am	16	Dec 02 - 9:50am	Dec 02 - 9:47am	D20
orbitz	AA-1047-MCO-MIA	8:45aDec 2	8:42aDec 2	 16	9:50aDec 2	9:47aDec 2	 D20
weather	AA-1047-MCO-MIA	2011-12-02 08:45 AM	2011-12-02 08:59 AM		2011-12-02 09:50 AM	2011-12-02 09:40 AM	
mco	AA-1047-MCO-MIA	2011-12-02 Fri  08:45		16?			
mia	AA-1047-MCO-MIA				9:50A 12-02-11	2011-12-02  9:47A	
CO	CO-1688-IAH-DTW	Fri., Dec.02, 2011 4:20 p.m.	Fri., Dec.02, 2011 4:16 p.m.		Fri., Dec.02, 2011 8:15 p.m.	Fri., Dec.02, 2011 7:55 p.m.	
flightexplorer	CO-1688-IAH-DTW		12/2/2011 4:29PM CST			12/2/2011 7:45PM EST	
airtravelcenter	CO-1688-IAH-DTW	12/2/11 4:20 PM (-06:00)			12/2/11 8:15 PM (-05:00)		
myrateplan	CO-1688-IAH-DTW	12/2/11 4:20 PM (-06:00)			12/2/11 8:15 PM (-05:00)		
helloflight	CO-1688-IAH-DTW	12/2/11 4:20 PM (-06:00)			12/2/11 8:15 PM (-05:00)		
flytecomm	CO-1688-IAH-DTW	12/2/11 4:20 PM (-06:00)			12/2/11 8:15 PM (-05:00)		
flightaware	CO-1688-IAH-DTW	2011-12-02 04:20PM CST	2011-12-02 04:30PM CST	 18 	2011-12-02 07:44PM EST	2011-12-02 07:45PM EST	 D-8 
wunderground	CO-1688-IAH-DTW	2011-12-02 04:20PM CST	2011-12-02 04:30PM CST	 18 	2011-12-02 07:44PM EST	2011-12-02 07:45PM EST	 D-8 
flights	CO-1688-IAH-DTW	04:20 PM  Fri 02-Dec-2011	04:16 PM  Fri 02-Dec-2011	18	08:15 PM  Fri 02-Dec-2011	07:55 PM  Fri 02-Dec-2011	D8
businesstravellogue	CO-1688-IAH-DTW	04:20 PM  Fri 02-Dec-2011	04:16 PM  Fri 02-Dec-2011	18	08:15 PM  Fri 02-Dec-2011	07:55 PM  Fri 02-Dec-2011	D8
flylouisville	CO-1688-IAH-DTW	04:20 PM  Fri 02-Dec-2011	04:16 PM  Fri 02-Dec-2011	18	08:15 PM  Fri 02-Dec-2011	07:55 PM  Fri 02-Dec-2011	D8
flightstats	CO-1688-IAH-DTW	2011-12-02 4:20 PM	2011-12-02 4:16 PM		2011-12-02 8:15 PM	2011-12-02 7:55 PM	
quicktrip	CO-1688-IAH-DTW	2011-12-02 4:20 PM	2011-12-02 4:16 PM		2011-12-02 8:15 PM	2011-12-02 7:55 PM	
world-flight-tracker	CO-1688-IAH-DTW	2011-12-02 4:20 PM	2011-12-02 4:16 PM		2011-12-02 8:15 PM	2011-12-02 7:55 PM	
flightview	CO-1688-IAH-DTW	4:20 PM, Dec 02	4:30 PM, Dec 02	Term C - C18	8:15 PM, Dec 02	7:55 PM, Dec 02	North Term - D8
panynj	CO-1688-IAH-DTW	4:20 PM, Dec 02	4:30 PM, Dec 02	Term C - C18	8:15 PM, Dec 02	7:55 PM, Dec 02	North Term - D8
gofox	CO-1688-IAH-DTW	4:20 PM, Dec 02	4:30 PM, Dec 02		8:15 PM, Dec 02	7:55 PM, Dec 02	
foxbusiness	CO-1688-IAH-DTW	4:20 PM, Dec 02	4:30 PM, Dec 02	Term C - C18	8:15 PM, Dec 02	7:55 PM, Dec 02	North Term - D8
allegiantair	CO-1688-IAH-DTW	4:20 PM, Dec 02	4:30 PM, Dec 02	Term C - C18	8:15 PM, Dec 02	7:55 PM, Dec 02	North Term - D8
boston	CO-1688-IAH-DTW	4:20 PM, Dec 02	4:30 PM, Dec 02		8:15 PM, Dec 02	7:45 PM, Dec 02	
