aa	AA-1007-TPA-MIA	12/01/2011 01:55 PM	12/01/2011 02:07 PM	F78	12/01/2011 03:00 PM	12/01/2011 02:57 PM	D5
businesstravellogue	AA-177-JFK-SFO	05:40 PM  Thu 01-Dec-2011	05:58 PM  Thu 01-Dec-2011	C43	09:10 PM  Thu 01-Dec-2011	08:51 PM  Thu 01-Dec-2011	56A
flylouisville	AA-177-JFK-SFO	05:40 PM  Thu 01-Dec-2011	05:58 PM  Thu 01-Dec-2011	C43	09:10 PM  Thu 01-Dec-2011	08:51 PM  Thu 01-Dec-2011	56A
flightstats	AA-177-JFK-SFO	2011-12-01 5:40 PM	2011-12-01 5:58 PM		2011-12-01 9:10 PM	2011-12-01 8:51 PM	
quicktrip	AA-177-JFK-SFO	2011-12-01 5:40 PM	2011-12-01 5:58 PM		2011-12-01 9:10 PM	2011-12-01 8:51 PM	
world-flight-tracker	AA-177-JFK-SFO	2011-12-01 5:40 PM	2011-12-01 5:58 PM		2011-12-01 9:10 PM	2011-12-01 8:51 PM	
flightview	AA-177-JFK-SFO	5:40 PM, Dec 01	5:59 PM, Dec 01	Terminal 8 - 43	9:10 PM, Dec 01	8:51 PM, Dec 01	Terminal 2 - 56A
panynj	AA-177-JFK-SFO	5:40 PM, Dec 01	5:59 PM, Dec 01	Terminal 8 - 43	9:10 PM, Dec 01	8:51 PM, Dec 01	Terminal 2 - 56A
gofox	AA-177-JFK-SFO	5:40 PM, Dec 01	5:59 PM, Dec 01		9:10 PM, Dec 01	8:51 PM, Dec 01	
foxbusiness	AA-177-JFK-SFO	5:40 PM, Dec 01	5:59 PM, Dec 01	Terminal 8 - 43	9:10 PM, Dec 01	8:51 PM, Dec 01	Terminal 2 - 56A
allegiantair	AA-177-JFK-SFO	5:40 PM, Dec 01	5:59 PM, Dec 01	Terminal 8 - 43	9:10 PM, Dec 01	8:51 PM, Dec 01	Terminal 2 - 56A
boston	AA-177-JFK-SFO	5:40 PM, Dec 01	5:59 PM, Dec 01		9:10 PM, Dec 01	8:49 PM, Dec 01	
travelocity	AA-177-JFK-SFO	Dec 01 - 5:40pm	Dec 01 - 5:40pm	43/8	Dec 01 - 9:10pm	Dec 01 - 8:51pm	56A
orbitz	AA-177-JFK-SFO	5:40pDec 1	5:40pDec 1	 43	9:10pDec 1	8:51pDec 1	 56A
weather	AA-177-JFK-SFO	2011-12-01 05:40 PM			2011-12-01 09:10 PM		
sfo	AA-177-JFK-SFO				2011-12-01 9:10 PM		56
flightwise	AA-177-JFK-SFO	2011-12-01 05:40PM EST	2011-12-01 05:58PM EST	 43 	2011-12-01 08:35PM PST	2011-12-01 08:40PM PST	 56A 
ua	UA-947-PDX-DEN	Thu, Dec 1 3:14 PM	Thu, Dec 1 3:11 PM            On Time	E3	Thu, Dec 1 6:45 PM	Thu, Dec 1 6:46 PM	B37
airtravelcenter	UA-947-PDX-DEN		12/1/11 3:21 PM (-08:00)			12/1/11 6:34 PM (-07:00)	
myrateplan	UA-947-PDX-DEN		12/1/11 3:21 PM (-08:00)			12/1/11 6:34 PM (-07:00)	
helloflight	UA-947-PDX-DEN		12/1/11 3:21 PM (-08:00)			12/1/11 6:34 PM (-07:00)	
flytecomm	UA-947-PDX-DEN		12/1/11 3:21 PM (-08:00)			12/1/11 6:34 PM (-07:00)	
flights	UA-947-PDX-DEN		2011-12-01 03:11 PM	E3		2011-12-01 06:46 PM	B37
businesstravellogue	UA-947-PDX-DEN		2011-12-01 03:11 PM	E3		2011-12-01 06:46 PM	B37
flylouisville	UA-947-PDX-DEN		2011-12-01 03:11 PM	E3		2011-12-01 06:46 PM	B37
flightview	UA-947-PDX-DEN		3:21 PMDec 01			6:46 PMDec 01	
panynj	UA-947-PDX-DEN		3:21 PMDec 01			6:46 PMDec 01	
gofox	UA-947-PDX-DEN		3:21 PMDec 01			6:46 PMDec 01	
foxbusiness	UA-947-PDX-DEN		3:21 PMDec 01			6:46 PMDec 01	
allegiantair	UA-947-PDX-DEN		3:21 PMDec 01			6:46 PMDec 01	
boston	UA-947-PDX-DEN		3:21 PMDec 01			6:39 PMDec 01	
orbitz	UA-947-PDX-DEN	3:14pDec 1	3:11pDec 1	 E3	6:45pDec 1	6:46pDec 1	 B37
ua	UA-6422-IAD-IAH	Thu, Dec 1 10:08 PM	Thu, Dec 1 10:08 PM	D8	Fri, Dec 2 12:30 AM	Fri, Dec 2 12:30 AM	--
airtravelcenter	UA-6422-IAD-IAH		12/1/11 10:14 PM (-05:00)			12/1/11 11:50 PM (-06:00)	
myrateplan	UA-6422-IAD-IAH		12/1/11 10:14 PM (-05:00)			12/1/11 11:50 PM (-06:00)	
helloflight	UA-6422-IAD-IAH		12/1/11 10:14 PM (-05:00)			12/1/11 11:50 PM (-06:00)	
flytecomm	UA-6422-IAD-IAH		12/1/11 10:14 PM (-05:00)			12/1/11 11:50 PM (-06:00)	
flightaware	UA-6422-IAD-IAH	2011-12-01 10:08PM EST	2011-12-01 10:18PM EST	 D8 	2011-12-01 12:10AM CST	2011-12-01 12:20AM CST	
wunderground	UA-6422-IAD-IAH	2011-12-01 10:08PM EST	2011-12-01 10:18PM EST	 D8 	2011-12-01 12:10AM CST	2011-12-01 12:20AM CST	
flights	UA-6422-IAD-IAH	10:08 PM  Thu 01-Dec-2011			12:30 AM  Fri 02-Dec-2011		
businesstravellogue	UA-6422-IAD-IAH	10:08 PM  Thu 01-Dec-2011			12:30 AM  Fri 02-Dec-2011		
flylouisville	UA-6422-IAD-IAH	10:08 PM  Thu 01-Dec-2011			12:30 AM  Fri 02-Dec-2011		
flightstats	UA-6422-IAD-IAH	2011-12-01 10:08 PM	2011-12-01 10:14 PM (Estimated runway)		2011-12-01 12:30 AM	2011-12-01 11:50 PM (Estimated runway)	
quicktrip	UA-6422-IAD-IAH	2011-12-01 10:08 PM	2011-12-01 10:14 PM (Estimated runway)		2011-12-01 12:30 AM	2011-12-01 11:50 PM (Estimated runway)	
world-flight-tracker	UA-6422-IAD-IAH	2011-12-01 10:08 PM	2011-12-01 10:14 PM (Estimated runway)		2011-12-01 12:30 AM	2011-12-01 11:50 PM (Estimated runway)	
flightview	UA-6422-IAD-IAH	10:08 PM, Dec 01		D8	12:30 AM, Dec 02		Terminal C
panynj	UA-6422-IAD-IAH	10:08 PM, Dec 01		D8	12:30 AM, Dec 02		Terminal C
gofox	UA-6422-IAD-IAH	10:08 PM, Dec 01			12:30 AM, Dec 02		
foxbusiness	UA-6422-IAD-IAH	10:08 PM, Dec 01		D8	12:30 AM, Dec 02		Terminal C
allegiantair	UA-6422-IAD-IAH	10:08 PM, Dec 01		D8	12:30 AM, Dec 02		Terminal C
boston	UA-6422-IAD-IAH	10:08 PM, Dec 01	Not Available		12:30 AM, Dec 02	Not Available	
travelocity	UA-6422-IAD-IAH	Dec 01 - 10:08pm	Dec 01 - Not Available	D8	Dec 01 - 12:30am	Dec 01 - Not Available	CHK
orbitz	UA-6422-IAD-IAH	10:08pDec 1		 D8	12:30aDec 2		 -
weather	UA-6422-IAD-IAH	2011-12-01 10:08 PM			2011-12-01 12:30 AM		
iad	UA-6422-IAD-IAH	2011-12-01 22:08 	2011-12-01 22:08 				
usatoday	UA-6422-IAD-IAH	10:08 PM, Dec 01	Not Available		12:30 AM, Dec 02	Not Available	
mytripandmore	UA-6422-IAD-IAH	10:08pDec 1		 D8	12:30aDec 2		 -
ua	UA-4705-CID-IAH	Thu, Dec 1 6:55 AM	Thu, Dec 1 6:53 AM	--	Thu, Dec 1 9:15 AM	Thu, Dec 1 9:24 AM	B63
airtravelcenter	UA-4705-CID-IAH	12/1/11 6:55 AM (-06:00)			12/1/11 9:15 AM (-06:00)		
myrateplan	UA-4705-CID-IAH	12/1/11 6:55 AM (-06:00)			12/1/11 9:15 AM (-06:00)		
helloflight	UA-4705-CID-IAH	12/1/11 6:55 AM (-06:00)			12/1/11 9:15 AM (-06:00)		
flytecomm	UA-4705-CID-IAH	12/1/11 6:55 AM (-06:00)			12/1/11 9:15 AM (-06:00)		
flights	UA-4705-CID-IAH	06:55 AM  Thu 01-Dec-2011	06:53 AM  Thu 01-Dec-2011	C5	09:15 AM  Thu 01-Dec-2011	09:24 AM  Thu 01-Dec-2011	63
businesstravellogue	UA-4705-CID-IAH	06:55 AM  Thu 01-Dec-2011	06:53 AM  Thu 01-Dec-2011	C5	09:15 AM  Thu 01-Dec-2011	09:24 AM  Thu 01-Dec-2011	63
flylouisville	UA-4705-CID-IAH	06:55 AM  Thu 01-Dec-2011	06:53 AM  Thu 01-Dec-2011	C5	09:15 AM  Thu 01-Dec-2011	09:24 AM  Thu 01-Dec-2011	63
world-flight-tracker	UA-4705-CID-IAH	2011-12-01 6:55 AM	2011-12-01 6:53 AM		2011-12-01 9:15 AM	2011-12-01 9:24 AM	
flightview	UA-4705-CID-IAH	6:55 AM, Dec 01	7:00 AM, Dec 01		9:15 AM, Dec 01	9:24 AM, Dec 01	
panynj	UA-4705-CID-IAH	6:55 AM, Dec 01	7:00 AM, Dec 01		9:15 AM, Dec 01	9:24 AM, Dec 01	
gofox	UA-4705-CID-IAH	6:55 AM, Dec 01	7:00 AM, Dec 01		9:15 AM, Dec 01	9:24 AM, Dec 01	
foxbusiness	UA-4705-CID-IAH	6:55 AM, Dec 01	7:00 AM, Dec 01		9:15 AM, Dec 01	9:24 AM, Dec 01	
allegiantair	UA-4705-CID-IAH	6:55 AM, Dec 01	7:00 AM, Dec 01		9:15 AM, Dec 01	9:24 AM, Dec 01	
boston	UA-4705-CID-IAH	6:55 AM, Dec 01	7:00 AM, Dec 01		9:15 AM, Dec 01	9:10 AM, Dec 01	
travelocity	UA-4705-CID-IAH	Dec 01 - 6:55am	Dec 01 - Contact Airline	Not provided by airline	Dec 01 - 9:15am	Dec 01 - Contact Airline	Not provided by airline
orbitz	UA-4705-CID-IAH	6:55aDec 1	6:53aDec 1	 -	9:15aDec 1	9:24aDec 1	 -
weather	UA-4705-CID-IAH	2011-12-01 06:55 AM			2011-12-01 09:15 AM		
usatoday	UA-4705-CID-IAH	6:55 AM, Dec 01	7:00 AM, Dec 01		9:15 AM, Dec 01	9:10 AM, Dec 01	
mytripandmore	UA-4705-CID-IAH	Dec 01 - 6:55am	Dec 01 - Contact Airline	Not provided by airline	Dec 01 - 9:15am	Dec 01 - Contact Airline	Not provided by airline
flightarrival	UA-4705-CID-IAH	6:55 AM, Dec 01	7:00 AM, Dec 01		9:15 AM, Dec 01	9:10 AM, Dec 01	
ua	UA-4455-IAH-MSP	Thu, Dec 1 8:05 AM	Thu, Dec 1 8:00 AM	B63	Thu, Dec 1 10:59 AM	Thu, Dec 1 10:36 AM	E9
airtravelcenter	UA-4455-IAH-MSP	12/1/11 8:05 AM (-06:00)			12/1/11 10:59 AM (-06:00)		
myrateplan	UA-4455-IAH-MSP	12/1/11 8:05 AM (-06:00)			12/1/11 10:59 AM (-06:00)		
helloflight	UA-4455-IAH-MSP	12/1/11 8:05 AM (-06:00)			12/1/11 10:59 AM (-06:00)		
flytecomm	UA-4455-IAH-MSP	12/1/11 8:05 AM (-06:00)			12/1/11 10:59 AM (-06:00)		
flights	UA-4455-IAH-MSP		2011-12-01 08:00 AM	63		2011-12-01 10:36 AM	E9
businesstravellogue	UA-4455-IAH-MSP		2011-12-01 08:00 AM	63		2011-12-01 10:36 AM	E9
flylouisville	UA-4455-IAH-MSP		2011-12-01 08:00 AM	63		2011-12-01 10:36 AM	E9
flightview	UA-4455-IAH-MSP		8:14 AMDec 01			10:36 AMDec 01	
panynj	UA-4455-IAH-MSP		8:14 AMDec 01			10:36 AMDec 01	
gofox	UA-4455-IAH-MSP		8:14 AMDec 01			10:36 AMDec 01	
foxbusiness	UA-4455-IAH-MSP		8:14 AMDec 01			10:36 AMDec 01	
allegiantair	UA-4455-IAH-MSP		8:14 AMDec 01			10:36 AMDec 01	
boston	UA-4455-IAH-MSP		8:14 AMDec 01			10:27 AMDec 01	
travelocity	UA-4455-IAH-MSP	Dec 01 - 8:05am	Dec 01 - Contact Airline	Not provided by airline	Dec 01 - 10:59am	Dec 01 - Contact Airline	Not provided by airline
orbitz	UA-4455-IAH-MSP	8:05aDec 1	8:00aDec 1	 B63	10:59aDec 1	10:36aDec 1	 E9
weather	UA-4455-IAH-MSP	2011-12-01 08:05 AM			2011-12-01 10:59 AM		
usatoday	UA-4455-IAH-MSP		8:14 AMDec 01			10:27 AMDec 01	
ua	UA-3073-PHX-IAH	Thu, Dec 1 7:50 PM	Thu, Dec 1 8:02 PM	A10	Thu, Dec 1 11:24 PM	Thu, Dec 1 11:34 PM	A18
airtravelcenter	UA-3073-PHX-IAH		12/1/11 8:18 PM (-07:00)			12/1/11 11:20 PM (-06:00)	
myrateplan	UA-3073-PHX-IAH		12/1/11 8:18 PM (-07:00)			12/1/11 11:20 PM (-06:00)	
helloflight	UA-3073-PHX-IAH		12/1/11 8:18 PM (-07:00)			12/1/11 11:20 PM (-06:00)	
flytecomm	UA-3073-PHX-IAH		12/1/11 8:18 PM (-07:00)			12/1/11 11:20 PM (-06:00)	
flightaware	UA-3073-PHX-IAH	2011-12-01 07:50PM MST	2011-12-01 08:18PM MST		2011-12-01 11:14PM CST	2011-12-01 11:20PM CST	
wunderground	UA-3073-PHX-IAH	2011-12-01 07:50PM MST	2011-12-01 08:18PM MST		2011-12-01 11:14PM CST	2011-12-01 11:20PM CST	
flights	UA-3073-PHX-IAH	07:50 PM  Thu 01-Dec-2011	08:02 PM  Thu 01-Dec-2011	A10	11:24 PM  Thu 01-Dec-2011	11:17 PM  Thu 01-Dec-2011 (Runway)	18
businesstravellogue	UA-3073-PHX-IAH	07:50 PM  Thu 01-Dec-2011	08:02 PM  Thu 01-Dec-2011	A10	11:24 PM  Thu 01-Dec-2011	11:17 PM  Thu 01-Dec-2011 (Runway)	18
flylouisville	UA-3073-PHX-IAH	07:50 PM  Thu 01-Dec-2011	08:02 PM  Thu 01-Dec-2011	A10	11:24 PM  Thu 01-Dec-2011	11:17 PM  Thu 01-Dec-2011 (Runway)	18
flightstats	UA-3073-PHX-IAH	2011-12-01 7:50 PM	2011-12-01 8:02 PM		2011-12-01 11:24 PM	2011-12-01 11:17 PM (runway)	
quicktrip	UA-3073-PHX-IAH	2011-12-01 7:50 PM	2011-12-01 8:02 PM		2011-12-01 11:24 PM	2011-12-01 11:17 PM (runway)	
world-flight-tracker	UA-3073-PHX-IAH	2011-12-01 7:50 PM	2011-12-01 8:02 PM		2011-12-01 11:24 PM	2011-12-01 11:17 PM (runway)	
flightview	UA-3073-PHX-IAH	7:50 PM, Dec 01	8:18 PM, Dec 01	Terminal 4	11:24 PM, Dec 01	11:19 PM, Dec 01	A18
panynj	UA-3073-PHX-IAH	7:50 PM, Dec 01	8:18 PM, Dec 01	Terminal 4	11:24 PM, Dec 01	11:19 PM, Dec 01	A18
gofox	UA-3073-PHX-IAH	7:50 PM, Dec 01	8:18 PM, Dec 01		11:24 PM, Dec 01	11:19 PM, Dec 01	
foxbusiness	UA-3073-PHX-IAH	7:50 PM, Dec 01	8:18 PM, Dec 01	Terminal 4	11:24 PM, Dec 01	11:19 PM, Dec 01	A18
allegiantair	UA-3073-PHX-IAH	7:50 PM, Dec 01	8:18 PM, Dec 01	Terminal 4	11:24 PM, Dec 01	11:19 PM, Dec 01	A18
boston	UA-3073-PHX-IAH	7:50 PM, Dec 01	8:18 PM, Dec 01		11:24 PM, Dec 01	11:19 PM, Dec 01	
travelocity	UA-3073-PHX-IAH	Dec 01 - 7:50pm	Dec 01 - Contact Airline	Not provided by airline	Dec 01 - 11:24pm	Dec 01 - Contact Airline	Not provided by airline
orbitz	UA-3073-PHX-IAH	7:50pDec 1	8:02pDec 1	 -	11:48pDec 1		 -
weather	UA-3073-PHX-IAH	2011-12-01 07:50 PM			2011-12-01 11:24 PM		
usatoday	UA-3073-PHX-IAH	2011-12-01 07:50 PM			2011-12-01 11:24 PM		
mytripandmore	UA-3073-PHX-IAH	7:50pDec 1	8:02pDec 1	 -	11:48pDec 1		 -
flightarrival	UA-3073-PHX-IAH	2011-12-01 07:50 PM			2011-12-01 11:24 PM		
aa	AA-1223-DFW-DEN	12/01/2011 12:15 PM	12/01/2011 12:43 PM	C27	12/01/2011 01:15 PM	12/01/2011 01:24 PM	A47
flightexplorer	AA-1223-DFW-DEN		12/1/2011 12:44PM CST			12/1/2011 1:24PM MST	
airtravelcenter	AA-1223-DFW-DEN		12/1/11 12:44 PM (-06:00)			12/1/11 1:24 PM (-07:00)	
myrateplan	AA-1223-DFW-DEN		12/1/11 12:44 PM (-06:00)			12/1/11 1:24 PM (-07:00)	
helloflight	AA-1223-DFW-DEN		12/1/11 12:44 PM (-06:00)			12/1/11 1:24 PM (-07:00)	
flytecomm	AA-1223-DFW-DEN		12/1/11 12:44 PM (-06:00)			12/1/11 1:24 PM (-07:00)	
flightaware	AA-1223-DFW-DEN	2011-12-01 12:15PM CST	2011-12-01 12:44PM CST	 C27 	2011-12-01 12:53PM MST	2011-12-01 01:24PM MST	 A47 
wunderground	AA-1223-DFW-DEN	2011-12-01 12:15PM CST	2011-12-01 12:44PM CST	 C27 	2011-12-01 12:53PM MST	2011-12-01 01:24PM MST	 A47 
flights	AA-1223-DFW-DEN		2011-12-01 12:43 PM	C27		2011-12-01 01:24 PM	A47
businesstravellogue	AA-1223-DFW-DEN		2011-12-01 12:43 PM	C27		2011-12-01 01:24 PM	A47
flylouisville	AA-1223-DFW-DEN		2011-12-01 12:43 PM	C27		2011-12-01 01:24 PM	A47
flightstats	AA-1223-DFW-DEN	2011-12-01 12:15 PM	2011-12-01 12:43 PM		2011-12-01 1:15 PM	2011-12-01 1:24 PM	
quicktrip	AA-1223-DFW-DEN	2011-12-01 12:15 PM	2011-12-01 12:43 PM		2011-12-01 1:15 PM	2011-12-01 1:24 PM	
flightview	AA-1223-DFW-DEN		12:44 PMDec 01			1:24 PMDec 01	
panynj	AA-1223-DFW-DEN		12:44 PMDec 01			1:24 PMDec 01	
gofox	AA-1223-DFW-DEN		12:44 PMDec 01			1:24 PMDec 01	
foxbusiness	AA-1223-DFW-DEN		12:44 PMDec 01			1:24 PMDec 01	
allegiantair	AA-1223-DFW-DEN		12:44 PMDec 01			1:24 PMDec 01	
boston	AA-1223-DFW-DEN		12:44 PMDec 01			1:24 PMDec 01	
orbitz	AA-1223-DFW-DEN	12:30pDec 1	12:29pDec 1	 C27	1:15pDec 1	1:24pDec 1	 A47
den	AA-1223-DFW-DEN				2011-12-01 1:15 PM		A47
dfw	AA-1223-DFW-DEN	2011-12-01 12:15 pm		C27			
flightwise	AA-1223-DFW-DEN	2011-12-01 12:15PM CST	2011-12-01 12:44PM CST	 C27 	2011-12-01 12:53PM MST	2011-12-01 01:24PM MST	 A47 
flightarrival	AA-1223-DFW-DEN		12:44 PMDec 01			1:24 PMDec 01	
aa	AA-119-EWR-LAX	12/01/2011 06:15 PM	12/01/2011 06:51 PM	32	12/01/2011 09:40 PM		49A
flightexplorer	AA-119-EWR-LAX		12/1/2011 6:52PM EST			12/1/2011 9:41PM PST	
airtravelcenter	AA-119-EWR-LAX		12/1/11 6:52 PM (-05:00)			12/1/11 9:43 PM (-08:00)	
myrateplan	AA-119-EWR-LAX		12/1/11 6:52 PM (-05:00)			12/1/11 9:43 PM (-08:00)	
helloflight	AA-119-EWR-LAX		12/1/11 6:52 PM (-05:00)			12/1/11 9:43 PM (-08:00)	
flytecomm	AA-119-EWR-LAX		12/1/11 6:52 PM (-05:00)			12/1/11 9:43 PM (-08:00)	
flightaware	AA-119-EWR-LAX	2011-12-01 06:15PM EST	2011-12-01 06:52PM EST	 32 	2011-12-01 09:30PM PST	2011-12-01 09:41PM PST	 49A 
wunderground	AA-119-EWR-LAX	2011-12-01 06:15PM EST	2011-12-01 06:52PM EST	 32 	2011-12-01 09:30PM PST	2011-12-01 09:41PM PST	 49A 
flights	AA-119-EWR-LAX	06:15 PM  Thu 01-Dec-2011		32	09:40 PM  Thu 01-Dec-2011		49A
businesstravellogue	AA-119-EWR-LAX	06:15 PM  Thu 01-Dec-2011		32	09:40 PM  Thu 01-Dec-2011		49A
flylouisville	AA-119-EWR-LAX	06:15 PM  Thu 01-Dec-2011		32	09:40 PM  Thu 01-Dec-2011		49A
flightstats	AA-119-EWR-LAX	2011-12-01 6:15 PM	2011-12-01 6:51 PM		2011-12-01 9:40 PM	2011-12-01 9:55 PM (Estimated)	
quicktrip	AA-119-EWR-LAX	2011-12-01 6:15 PM	2011-12-01 6:51 PM		2011-12-01 9:40 PM	2011-12-01 9:55 PM (Estimated)	
world-flight-tracker	AA-119-EWR-LAX	2011-12-01 6:15 PM	2011-12-01 6:51 PM		2011-12-01 9:40 PM	2011-12-01 9:55 PM (Estimated)	
flightview	AA-119-EWR-LAX	6:15 PM, Dec 01	6:52 PM, Dec 01		9:40 PM, Dec 01		
panynj	AA-119-EWR-LAX	6:15 PM, Dec 01	6:52 PM, Dec 01		9:40 PM, Dec 01		
gofox	AA-119-EWR-LAX	6:15 PM, Dec 01	6:52 PM, Dec 01		9:40 PM, Dec 01		
foxbusiness	AA-119-EWR-LAX	6:15 PM, Dec 01	6:52 PM, Dec 01		9:40 PM, Dec 01		
allegiantair	AA-119-EWR-LAX	6:15 PM, Dec 01	6:52 PM, Dec 01		9:40 PM, Dec 01		
boston	AA-119-EWR-LAX	6:15 PM, Dec 01	6:52 PM, Dec 01		9:40 PM, Dec 01	9:44 PM, Dec 01&nbsp(Estimated)	
travelocity	AA-119-EWR-LAX	Dec 01 - 6:15pm	Dec 01 - 6:15pm	32/A	Dec 01 - 9:40pm	Dec 01 - 9:55pm*	49A/T4
orbitz	AA-119-EWR-LAX	6:15pDec 1	6:15pDec 1	 32	10:10pDec 1		 49A
weather	AA-119-EWR-LAX	2011-12-01 06:15 PM			2011-12-01 09:40 PM		
aa	AA-1623-EWR-MIA	12/01/2011 02:29 PM	12/01/2011 02:43 PM	34	12/01/2011 05:39 PM	12/01/2011 05:10 PM	D48
flightexplorer	AA-1623-EWR-MIA		12/1/2011 2:44PM EST			12/1/2011 5:06PM EST	
airtravelcenter	AA-1623-EWR-MIA		12/1/11 2:44 PM (-05:00)			12/1/11 5:06 PM (-05:00)	
myrateplan	AA-1623-EWR-MIA		12/1/11 2:44 PM (-05:00)			12/1/11 5:06 PM (-05:00)	
helloflight	AA-1623-EWR-MIA		12/1/11 2:44 PM (-05:00)			12/1/11 5:06 PM (-05:00)	
flytecomm	AA-1623-EWR-MIA		12/1/11 2:44 PM (-05:00)			12/1/11 5:06 PM (-05:00)	
flightaware	AA-1623-EWR-MIA	2011-12-01 02:29PM EST	2011-12-01 02:44PM EST	 34 	2011-12-01 04:48PM EST	2011-12-01 05:06PM EST	 D48 
wunderground	AA-1623-EWR-MIA	2011-12-01 02:29PM EST	2011-12-01 02:44PM EST	 34 	2011-12-01 04:48PM EST	2011-12-01 05:06PM EST	 D48 
flights	AA-1623-EWR-MIA	02:29 PM  Thu 01-Dec-2011	02:43 PM  Thu 01-Dec-2011	34	05:39 PM  Thu 01-Dec-2011	05:10 PM  Thu 01-Dec-2011	D48
businesstravellogue	AA-1623-EWR-MIA	02:29 PM  Thu 01-Dec-2011	02:43 PM  Thu 01-Dec-2011	34	05:39 PM  Thu 01-Dec-2011	05:10 PM  Thu 01-Dec-2011	D48
flylouisville	AA-1623-EWR-MIA	02:29 PM  Thu 01-Dec-2011	02:43 PM  Thu 01-Dec-2011	34	05:39 PM  Thu 01-Dec-2011	05:10 PM  Thu 01-Dec-2011	D48
world-flight-tracker	AA-1623-EWR-MIA	2011-12-01 2:29 PM	2011-12-01 2:43 PM		2011-12-01 5:39 PM	2011-12-01 5:10 PM	
flightview	AA-1623-EWR-MIA	2:29 PM, Dec 01	2:44 PM, Dec 01	34	5:39 PM, Dec 01	5:10 PM, Dec 01	Terminal D - D48
panynj	AA-1623-EWR-MIA	2:29 PM, Dec 01	2:44 PM, Dec 01	34	5:39 PM, Dec 01	5:10 PM, Dec 01	Terminal D - D48
gofox	AA-1623-EWR-MIA	2:29 PM, Dec 01	2:44 PM, Dec 01		5:39 PM, Dec 01	5:10 PM, Dec 01	
foxbusiness	AA-1623-EWR-MIA	2:29 PM, Dec 01	2:44 PM, Dec 01	34	5:39 PM, Dec 01	5:10 PM, Dec 01	Terminal D - D48
allegiantair	AA-1623-EWR-MIA	2:29 PM, Dec 01	2:44 PM, Dec 01	34	5:39 PM, Dec 01	5:10 PM, Dec 01	Terminal D - D48
boston	AA-1623-EWR-MIA	2:29 PM, Dec 01	2:44 PM, Dec 01		5:39 PM, Dec 01	5:05 PM, Dec 01	
travelocity	AA-1623-EWR-MIA	Dec 01 - 2:29pm	Dec 01 - 2:33pm	34/A	Dec 01 - 5:39pm	Dec 01 - 5:10pm	D48
orbitz	AA-1623-EWR-MIA	2:29pDec 1	2:33pDec 1	 34	5:39pDec 1	5:10pDec 1	 D48
weather	AA-1623-EWR-MIA	2011-12-01 02:29 PM			2011-12-01 05:39 PM		
mia	AA-1623-EWR-MIA				5:39P 12-01-11	2011-12-01  5:12P	
mytripandmore	AA-1623-EWR-MIA	2:29pDec 1	2:33pDec 1	 34	5:39pDec 1	5:10pDec 1	 D48
flightwise	AA-1623-EWR-MIA	2011-12-01 02:29PM EST	2011-12-01 02:44PM EST	 34 	2011-12-01 04:48PM EST	2011-12-01 05:06PM EST	 D48 
flightarrival	AA-1623-EWR-MIA	2011-12-01 02:29 PM			2011-12-01 05:39 PM		
aa	AA-1223-CLT-DFW	12/01/2011 09:05 AM	12/01/2011 10:11 AM	A11	12/01/2011 11:10 AM	12/01/2011 11:33 AM	C27
flightexplorer	AA-1223-CLT-DFW		12/1/2011 10:11AM EST			12/1/2011 11:19AM CST	
airtravelcenter	AA-1223-CLT-DFW		12/1/11 10:11 AM (-05:00)			12/1/11 11:19 AM (-06:00)	
myrateplan	AA-1223-CLT-DFW		12/1/11 10:11 AM (-05:00)			12/1/11 11:19 AM (-06:00)	
helloflight	AA-1223-CLT-DFW		12/1/11 10:11 AM (-05:00)			12/1/11 11:19 AM (-06:00)	
flytecomm	AA-1223-CLT-DFW		12/1/11 10:11 AM (-05:00)			12/1/11 11:19 AM (-06:00)	
flights	AA-1223-CLT-DFW		2011-12-01 10:11 AM	A11		2011-12-01 11:33 AM	C27
businesstravellogue	AA-1223-CLT-DFW		2011-12-01 10:11 AM	A11		2011-12-01 11:33 AM	C27
flylouisville	AA-1223-CLT-DFW		2011-12-01 10:11 AM	A11		2011-12-01 11:33 AM	C27
flightview	AA-1223-CLT-DFW		10:11 AMDec 01			11:31 AMDec 01	
panynj	AA-1223-CLT-DFW		10:11 AMDec 01			11:31 AMDec 01	
gofox	AA-1223-CLT-DFW		10:11 AMDec 01			11:31 AMDec 01	
foxbusiness	AA-1223-CLT-DFW		10:11 AMDec 01			11:31 AMDec 01	
allegiantair	AA-1223-CLT-DFW		10:11 AMDec 01			11:31 AMDec 01	
boston	AA-1223-CLT-DFW		10:11 AMDec 01			11:31 AMDec 01	
travelocity	AA-1223-CLT-DFW	Dec 01 - 9:05am	Dec 01 - 9:18am	A11	Dec 01 - 11:10am	Dec 01 - 11:33am	C27/C
orbitz	AA-1223-CLT-DFW	9:15aDec 1	9:18aDec 1	 A11	11:10aDec 1	11:33aDec 1	 C27
weather	AA-1223-CLT-DFW	2011-12-01 09:05 AM			2011-12-01 11:10 AM		
usatoday	AA-1223-CLT-DFW	2011-12-01 09:05 AM			2011-12-01 11:10 AM		
mytripandmore	AA-1223-CLT-DFW	Dec 01 - 9:05am	Dec 01 - 9:18am	A11	Dec 01 - 11:10am	Dec 01 - 11:33am	C27/C
flightarrival	AA-1223-CLT-DFW	2011-12-01 09:05 AM			2011-12-01 11:10 AM		
