CO	CO-4237-EWR-DTW	Thu., Dec.22, 2011 12:17 p.m.	Thu., Dec.22, 2011 12:16 p.m.		Thu., Dec.22, 2011 2:24 p.m.	Thu., Dec.22, 2011 2:20 p.m.	
flightwise	CO-57-EWR-MCO	2011-12-22 03:20PM EST	2011-12-22 03:43PM EST	 C88 	2011-12-22 05:56PM EST	2011-12-22 06:11PM EST	 35 
flightarrival	CO-57-EWR-MCO		3:44 PMDec 22			6:12 PMDec 22	
aa	AA-3-JFK-LAX	December 22, 2011               12:00 PM    	December 22, 2011               11:56 AM    	 39	December 22, 2011               03:15 PM    	December 22, 2011               03:11 PM    	 47B    
flightexplorer	AA-3-JFK-LAX		12/22/2011 12:13PM EST			12/22/2011 3:07PM PST	
airtravelcenter	AA-3-JFK-LAX		12/22/11 12:13 PM (-05:00)			12/22/11 3:07 PM (-08:00)	
myrateplan	AA-3-JFK-LAX		12/22/11 12:13 PM (-05:00)			12/22/11 3:07 PM (-08:00)	
helloflight	AA-3-JFK-LAX		12/22/11 12:13 PM (-05:00)			12/22/11 3:07 PM (-08:00)	
flytecomm	AA-3-JFK-LAX		12/22/11 12:13 PM (-05:00)			12/22/11 3:07 PM (-08:00)	
flightaware	AA-3-JFK-LAX	2011-12-22 12:00PM EST	2011-12-22 12:13PM EST	 39 	2011-12-22 03:07PM PST	2011-12-22 03:03PM PST	 47B 
wunderground	AA-3-JFK-LAX	2011-12-22 12:00PM EST	2011-12-22 12:13PM EST	 39 	2011-12-22 03:07PM PST	2011-12-22 03:03PM PST	 47B 
flights	AA-3-JFK-LAX	12:00 PM  Thu 22-Dec-2011	11:56 AM  Thu 22-Dec-2011	C39	03:15 PM  Thu 22-Dec-2011	03:11 PM  Thu 22-Dec-2011	47B
businesstravellogue	AA-3-JFK-LAX	12:00 PM  Thu 22-Dec-2011	11:56 AM  Thu 22-Dec-2011	C39	03:15 PM  Thu 22-Dec-2011	03:11 PM  Thu 22-Dec-2011	47B
flylouisville	AA-3-JFK-LAX	12:00 PM  Thu 22-Dec-2011	11:56 AM  Thu 22-Dec-2011	C39	03:15 PM  Thu 22-Dec-2011	03:11 PM  Thu 22-Dec-2011	47B
flightstats	AA-3-JFK-LAX	2011-12-22 12:00 PM	2011-12-22 11:56 AM		2011-12-22 3:15 PM	2011-12-22 3:11 PM	
quicktrip	AA-3-JFK-LAX	2011-12-22 12:00 PM	2011-12-22 11:56 AM		2011-12-22 3:15 PM	2011-12-22 3:11 PM	
world-flight-tracker	AA-3-JFK-LAX	2011-12-22 12:00 PM	2011-12-22 11:56 AM		2011-12-22 3:15 PM	2011-12-22 3:11 PM	
flightview	AA-3-JFK-LAX	12:00 PM, Dec 22	12:13 PM, Dec 22	Terminal 8 - 39	3:15 PM, Dec 22	3:11 PM, Dec 22	Terminal 4 - 47B
panynj	AA-3-JFK-LAX	12:00 PM, Dec 22	12:13 PM, Dec 22	Terminal 8 - 39	3:15 PM, Dec 22	3:11 PM, Dec 22	Terminal 4 - 47B
gofox	AA-3-JFK-LAX	12:00 PM, Dec 22	12:13 PM, Dec 22		3:15 PM, Dec 22	3:11 PM, Dec 22	
foxbusiness	AA-3-JFK-LAX	12:00 PM, Dec 22	12:13 PM, Dec 22	Terminal 8 - 39	3:15 PM, Dec 22	3:11 PM, Dec 22	Terminal 4 - 47B
allegiantair	AA-3-JFK-LAX	12:00 PM, Dec 22	12:13 PM, Dec 22	Terminal 8 - 39	3:15 PM, Dec 22	3:11 PM, Dec 22	Terminal 4 - 47B
boston	AA-3-JFK-LAX	12:00 PM, Dec 22	12:13 PM, Dec 22		3:15 PM, Dec 22	3:04 PM, Dec 22	
travelocity	AA-3-JFK-LAX	Dec 22 - 12:00noon	Dec 22 - 11:56am	39/8	Dec 22 - 3:15pm	Dec 22 - 3:11pm	47B/T4
orbitz	AA-3-JFK-LAX	12:00pDec 22	11:56aDec 22	 39	3:15pDec 22	3:11pDec 22	 47B
weather	AA-3-JFK-LAX	2011-12-22 12:00 PM	2011-12-22 12:13 PM		2011-12-22 03:15 PM	2011-12-22 03:03 PM	
usatoday	AA-3-JFK-LAX	2011-12-22 12:00 PM	2011-12-22 11:56 AM		2011-12-22 3:15 PM	2011-12-22 3:11 PM	
mytripandmore	AA-3-JFK-LAX	12:00pDec 22	11:56aDec 22	 39	3:15pDec 22	3:11pDec 22	 47B
aa	AA-3702-ORD-DEN	December 22, 2011               10:20 AM    	December 22, 2011               10:27 AM    	 H1B	December 22, 2011               11:55 AM    	December 22, 2011               12:32 PM    	 A47    
flightexplorer	AA-3702-ORD-DEN		12/22/2011 11:01AM CST			12/22/2011 12:12PM MST	
airtravelcenter	AA-3702-ORD-DEN		12/22/11 11:01 AM (-06:00)			12/22/11 12:12 PM (-07:00)	
myrateplan	AA-3702-ORD-DEN		12/22/11 11:01 AM (-06:00)			12/22/11 12:12 PM (-07:00)	
helloflight	AA-3702-ORD-DEN		12/22/11 11:01 AM (-06:00)			12/22/11 12:12 PM (-07:00)	
flytecomm	AA-3702-ORD-DEN		12/22/11 11:01 AM (-06:00)			12/22/11 12:12 PM (-07:00)	
flightaware	AA-3702-ORD-DEN	2011-12-22 10:20AM CST	2011-12-22 11:01AM CST	 H1B 	2011-12-22 11:32AM MST	2011-12-22 12:21PM MST	 A47 
wunderground	AA-3702-ORD-DEN	2011-12-22 10:20AM CST	2011-12-22 11:01AM CST	 H1B 	2011-12-22 11:32AM MST	2011-12-22 12:21PM MST	 A47 
flights	AA-3702-ORD-DEN	10:20 AM  Thu 22-Dec-2011	10:27 AM  Thu 22-Dec-2011	H1B	11:55 AM  Thu 22-Dec-2011	12:32 PM  Thu 22-Dec-2011	A47
businesstravellogue	AA-3702-ORD-DEN	10:20 AM  Thu 22-Dec-2011	10:27 AM  Thu 22-Dec-2011	H1B	11:55 AM  Thu 22-Dec-2011	12:32 PM  Thu 22-Dec-2011	A47
flylouisville	AA-3702-ORD-DEN	10:20 AM  Thu 22-Dec-2011	10:27 AM  Thu 22-Dec-2011	H1B	11:55 AM  Thu 22-Dec-2011	12:32 PM  Thu 22-Dec-2011	A47
flightstats	AA-3702-ORD-DEN	2011-12-22 10:20 AM	2011-12-22 10:27 AM		2011-12-22 11:55 AM	2011-12-22 12:32 PM	
quicktrip	AA-3702-ORD-DEN	2011-12-22 10:20 AM	2011-12-22 10:27 AM		2011-12-22 11:55 AM	2011-12-22 12:32 PM	
world-flight-tracker	AA-3702-ORD-DEN	2011-12-22 10:20 AM	2011-12-22 10:27 AM		2011-12-22 11:55 AM	2011-12-22 12:32 PM	
flightview	AA-3702-ORD-DEN	10:20 AM, Dec 22	11:01 AM, Dec 22	H1B	11:55 AM, Dec 22	12:27 PM, Dec 22	A47
panynj	AA-3702-ORD-DEN	10:20 AM, Dec 22	11:01 AM, Dec 22	H1B	11:55 AM, Dec 22	12:27 PM, Dec 22	A47
gofox	AA-3702-ORD-DEN	10:20 AM, Dec 22	11:01 AM, Dec 22		11:55 AM, Dec 22	12:27 PM, Dec 22	
foxbusiness	AA-3702-ORD-DEN	10:20 AM, Dec 22	11:01 AM, Dec 22	H1B	11:55 AM, Dec 22	12:27 PM, Dec 22	A47
allegiantair	AA-3702-ORD-DEN	10:20 AM, Dec 22	11:01 AM, Dec 22	H1B	11:55 AM, Dec 22	12:27 PM, Dec 22	A47
boston	AA-3702-ORD-DEN	10:20 AM, Dec 22	11:01 AM, Dec 22		11:55 AM, Dec 22	12:27 PM, Dec 22	
travelocity	AA-3702-ORD-DEN	Dec 22 - 10:20am	Dec 22 - 10:27am	H1B/T3	Dec 22 - 11:55am	Dec 22 - 12:32pm	A47
orbitz	AA-3702-ORD-DEN	10:20aDec 22	10:27aDec 22	 H1B	11:55aDec 22	12:32pDec 22	 A47
weather	AA-3702-ORD-DEN	2011-12-22 10:20 AM			2011-12-22 11:55 AM		
den	AA-3702-ORD-DEN				2011-12-22 11:55 AM		A47
ord	AA-3702-ORD-DEN	2011-12-22 10:20 AM		H1B	2011-12-22 11:55 AM		A47
flightarrival	AA-3702-ORD-DEN	2011-12-22 10:20 AM			2011-12-22 11:55 AM		
ua	UA-1043-DEN-LAS	Thu, Dec 22 8:10 PM	Thu, Dec 22 8:10 PM	B20	Thu, Dec 22 9:18 PM	Thu, Dec 22 9:18 PM	D50
flightexplorer	UA-1043-DEN-LAS	12/22/2011 8:10PM MST			12/22/2011 9:18PM PST		
airtravelcenter	UA-1043-DEN-LAS	12/22/11 8:10 PM (-07:00)			12/22/11 9:18 PM (-08:00)		
myrateplan	UA-1043-DEN-LAS	12/22/11 8:10 PM (-07:00)			12/22/11 9:18 PM (-08:00)		
helloflight	UA-1043-DEN-LAS	12/22/11 8:10 PM (-07:00)			12/22/11 9:18 PM (-08:00)		
flytecomm	UA-1043-DEN-LAS	12/22/11 8:10 PM (-07:00)			12/22/11 9:18 PM (-08:00)		
flightaware	UA-1043-DEN-LAS	2011-12-22 08:10PM MST	2011-12-22 08:20PM MST		2011-12-22 08:38PM PST	2011-12-22 08:48PM PST	
wunderground	UA-1043-DEN-LAS	2011-12-22 08:10PM MST	2011-12-22 08:20PM MST		2011-12-22 08:38PM PST	2011-12-22 08:48PM PST	
flights	UA-1043-DEN-LAS	08:10 PM  Thu 22-Dec-2011		B20	09:18 PM  Thu 22-Dec-2011		D50
businesstravellogue	UA-1043-DEN-LAS	08:10 PM  Thu 22-Dec-2011		B20	09:18 PM  Thu 22-Dec-2011		D50
flylouisville	UA-1043-DEN-LAS	08:10 PM  Thu 22-Dec-2011		B20	09:18 PM  Thu 22-Dec-2011		D50
world-flight-tracker	UA-1043-DEN-LAS	2011-12-22 8:10 PM	2011-12-22 8:10 PM (Estimated)		2011-12-22 9:18 PM	2011-12-22 9:18 PM (Estimated)	
flightview	UA-1043-DEN-LAS	8:10 PM, Dec 22		Terminal Conc B - B20	9:18 PM, Dec 22		Term 1 - D50
panynj	UA-1043-DEN-LAS	8:10 PM, Dec 22		Terminal Conc B - B20	9:18 PM, Dec 22		Term 1 - D50
gofox	UA-1043-DEN-LAS	8:10 PM, Dec 22			9:18 PM, Dec 22		
foxbusiness	UA-1043-DEN-LAS	8:10 PM, Dec 22		Terminal Conc B - B20	9:18 PM, Dec 22		Term 1 - D50
allegiantair	UA-1043-DEN-LAS	8:10 PM, Dec 22		Terminal Conc B - B20	9:18 PM, Dec 22		Term 1 - D50
boston	UA-1043-DEN-LAS	8:10 PM, Dec 22	Not Available		9:18 PM, Dec 22	Not Available	
travelocity	UA-1043-DEN-LAS	Dec 22 - 8:10pm	Dec 22 - Contact Airline	Not provided by airline	Dec 22 - 9:18pm	Dec 22 - Contact Airline	Not provided by airline
orbitz	UA-1043-DEN-LAS	8:10pDec 22		 B20	9:18pDec 22		 D50
weather	UA-1043-DEN-LAS	2011-12-22 08:10 PM	2011-12-22 09:57 PM		2011-12-22 09:18 PM	2011-12-22 10:33 PM	
usatoday	UA-1043-DEN-LAS	8:10 PM, Dec 22	Not Available		9:18 PM, Dec 22	Not Available	
flightwise	UA-1043-DEN-LAS	2011-12-22 08:10PM MST	2011-12-22 08:20PM MST		2011-12-22 08:38PM PST	2011-12-22 08:48PM PST	
ua	UA-546-ORD-SFO	Thu, Dec 22 12:07 PM	Thu, Dec 22 12:06 PM            On Time	C17	Thu, Dec 22 2:53 PM	Thu, Dec 22 2:52 PM	80
airtravelcenter	UA-546-ORD-SFO		12/22/11 12:17 PM (-06:00)			12/22/11 2:18 PM (-08:00)	
myrateplan	UA-546-ORD-SFO		12/22/11 12:17 PM (-06:00)			12/22/11 2:18 PM (-08:00)	
helloflight	UA-546-ORD-SFO		12/22/11 12:17 PM (-06:00)			12/22/11 2:18 PM (-08:00)	
flytecomm	UA-546-ORD-SFO		12/22/11 12:17 PM (-06:00)			12/22/11 2:18 PM (-08:00)	
flights	UA-546-ORD-SFO		2011-12-22 12:06 PM	C17		2011-12-22 02:52 PM	80
businesstravellogue	UA-546-ORD-SFO		2011-12-22 12:06 PM	C17		2011-12-22 02:52 PM	80
flylouisville	UA-546-ORD-SFO		2011-12-22 12:06 PM	C17		2011-12-22 02:52 PM	80
flightview	UA-546-ORD-SFO		12:54 PMDec 22			2:52 PMDec 22	
panynj	UA-546-ORD-SFO		12:54 PMDec 22			2:52 PMDec 22	
gofox	UA-546-ORD-SFO		12:54 PMDec 22			2:52 PMDec 22	
foxbusiness	UA-546-ORD-SFO		12:54 PMDec 22			2:52 PMDec 22	
allegiantair	UA-546-ORD-SFO		12:54 PMDec 22			2:52 PMDec 22	
boston	UA-546-ORD-SFO		12:54 PMDec 22			2:49 PMDec 22	
orbitz	UA-546-ORD-SFO	12:07pDec 22	12:06pDec 22	 C17	2:53pDec 22	2:52pDec 22	 80
aa	AA-431-MIA-SFO	December 22, 2011               08:35 AM    	December 22, 2011               08:51 AM    	 D2	December 22, 2011               11:50 AM    	December 22, 2011               11:45 AM    	 58B    
flightexplorer	AA-431-MIA-SFO		12/22/2011 9:10AM EST			12/22/2011 11:35AM PST	
airtravelcenter	AA-431-MIA-SFO		12/22/11 9:10 AM (-05:00)			12/22/11 11:35 AM (-08:00)	
myrateplan	AA-431-MIA-SFO		12/22/11 9:10 AM (-05:00)			12/22/11 11:35 AM (-08:00)	
helloflight	AA-431-MIA-SFO		12/22/11 9:10 AM (-05:00)			12/22/11 11:35 AM (-08:00)	
flytecomm	AA-431-MIA-SFO		12/22/11 9:10 AM (-05:00)			12/22/11 11:35 AM (-08:00)	
flightaware	AA-431-MIA-SFO	2011-12-22 08:35AM EST	2011-12-22 09:10AM EST	 D2 	2011-12-22 11:24AM PST	2011-12-22 11:40AM PST	 58B 
wunderground	AA-431-MIA-SFO	2011-12-22 08:35AM EST	2011-12-22 09:10AM EST	 D2 	2011-12-22 11:24AM PST	2011-12-22 11:40AM PST	 58B 
flights	AA-431-MIA-SFO	08:35 AM  Thu 22-Dec-2011	08:51 AM  Thu 22-Dec-2011	D2	11:50 AM  Thu 22-Dec-2011	11:45 AM  Thu 22-Dec-2011	58B
businesstravellogue	AA-431-MIA-SFO	08:35 AM  Thu 22-Dec-2011	08:51 AM  Thu 22-Dec-2011	D2	11:50 AM  Thu 22-Dec-2011	11:45 AM  Thu 22-Dec-2011	58B
flylouisville	AA-431-MIA-SFO	08:35 AM  Thu 22-Dec-2011	08:51 AM  Thu 22-Dec-2011	D2	11:50 AM  Thu 22-Dec-2011	11:45 AM  Thu 22-Dec-2011	58B
flightstats	AA-431-MIA-SFO	2011-12-22 8:35 AM	2011-12-22 8:51 AM		2011-12-22 11:50 AM	2011-12-22 11:45 AM	
quicktrip	AA-431-MIA-SFO	2011-12-22 8:35 AM	2011-12-22 8:51 AM		2011-12-22 11:50 AM	2011-12-22 11:45 AM	
world-flight-tracker	AA-431-MIA-SFO	2011-12-22 8:35 AM	2011-12-22 8:51 AM		2011-12-22 11:50 AM	2011-12-22 11:45 AM	
flightview	AA-431-MIA-SFO	8:35 AM, Dec 22	9:10 AM, Dec 22	D2	11:50 AM, Dec 22	11:45 AM, Dec 22	Terminal 2 - 58B
panynj	AA-431-MIA-SFO	8:35 AM, Dec 22	9:10 AM, Dec 22	D2	11:50 AM, Dec 22	11:45 AM, Dec 22	Terminal 2 - 58B
gofox	AA-431-MIA-SFO	8:35 AM, Dec 22	9:10 AM, Dec 22		11:50 AM, Dec 22	11:45 AM, Dec 22	
foxbusiness	AA-431-MIA-SFO	8:35 AM, Dec 22	9:10 AM, Dec 22	D2	11:50 AM, Dec 22	11:45 AM, Dec 22	Terminal 2 - 58B
allegiantair	AA-431-MIA-SFO	8:35 AM, Dec 22	9:10 AM, Dec 22	D2	11:50 AM, Dec 22	11:45 AM, Dec 22	Terminal 2 - 58B
boston	AA-431-MIA-SFO	8:35 AM, Dec 22	9:10 AM, Dec 22		11:50 AM, Dec 22	11:41 AM, Dec 22	
travelocity	AA-431-MIA-SFO	Dec 22 - 8:35am	Dec 22 - 8:51am	D2	Dec 22 - 11:50am	Dec 22 - 11:45am	58B
orbitz	AA-431-MIA-SFO	8:35aDec 22	8:51aDec 22	 D2	11:50aDec 22	11:45aDec 22	 58B
weather	AA-431-MIA-SFO	2011-12-22 08:35 AM	2011-12-22 09:10 AM		2011-12-22 11:50 AM	2011-12-22 11:41 AM	
sfo	AA-431-MIA-SFO				2011-12-22 11:50 AM		58
ifly	AA-431-MIA-SFO	2011-12-22 8:35 AM	2011-12-22 8:51 AM		2011-12-22 11:50 AM	2011-12-22 11:45 AM	
usatoday	AA-431-MIA-SFO	2011-12-22 08:35 AM	2011-12-22 09:10 AM		2011-12-22 11:50 AM	2011-12-22 11:41 AM	
mytripandmore	AA-431-MIA-SFO	8:35aDec 22	8:51aDec 22	 D2	11:50aDec 22	11:45aDec 22	 58B
ua	UA-1657-DCA-IAH	Thu, Dec 22 7:00 AM	Thu, Dec 22 7:07 AM	12	Thu, Dec 22 9:38 AM	Thu, Dec 22 10:27 AM	C-33
flightexplorer	UA-1657-DCA-IAH		12/22/2011 7:48AM EST			12/22/2011 10:13AM CST	
airtravelcenter	UA-1657-DCA-IAH	12/22/11 7:00 AM (-05:00)			12/22/11 9:38 AM (-06:00)		
myrateplan	UA-1657-DCA-IAH	12/22/11 7:00 AM (-05:00)			12/22/11 9:38 AM (-06:00)		
helloflight	UA-1657-DCA-IAH	12/22/11 7:00 AM (-05:00)			12/22/11 9:38 AM (-06:00)		
flytecomm	UA-1657-DCA-IAH	12/22/11 7:00 AM (-05:00)			12/22/11 9:38 AM (-06:00)		
flightaware	UA-1657-DCA-IAH	2011-12-22 07:00AM EST	2011-12-22 07:50AM EST	 12 	2011-12-22 09:01AM CST	2011-12-22 10:13AM CST	 33 
wunderground	UA-1657-DCA-IAH	2011-12-22 07:00AM EST	2011-12-22 07:50AM EST	 12 	2011-12-22 09:01AM CST	2011-12-22 10:13AM CST	 33 
flights	UA-1657-DCA-IAH	07:00 AM  Thu 22-Dec-2011	07:07 AM  Thu 22-Dec-2011	12	09:38 AM  Thu 22-Dec-2011	10:27 AM  Thu 22-Dec-2011	33
businesstravellogue	UA-1657-DCA-IAH	07:00 AM  Thu 22-Dec-2011	07:07 AM  Thu 22-Dec-2011	12	09:38 AM  Thu 22-Dec-2011	10:27 AM  Thu 22-Dec-2011	33
flylouisville	UA-1657-DCA-IAH	07:00 AM  Thu 22-Dec-2011	07:07 AM  Thu 22-Dec-2011	12	09:38 AM  Thu 22-Dec-2011	10:27 AM  Thu 22-Dec-2011	33
world-flight-tracker	UA-1657-DCA-IAH	2011-12-22 7:00 AM	2011-12-22 7:07 AM		2011-12-22 9:38 AM	2011-12-22 10:27 AM	
flightview	UA-1657-DCA-IAH	7:00 AM, Dec 22	7:50 AM, Dec 22	Term B - 12	9:38 AM, Dec 22	10:27 AM, Dec 22	Term C - C33
panynj	UA-1657-DCA-IAH	7:00 AM, Dec 22	7:50 AM, Dec 22	Term B - 12	9:38 AM, Dec 22	10:27 AM, Dec 22	Term C - C33
gofox	UA-1657-DCA-IAH	7:00 AM, Dec 22	7:50 AM, Dec 22		9:38 AM, Dec 22	10:27 AM, Dec 22	
foxbusiness	UA-1657-DCA-IAH	7:00 AM, Dec 22	7:50 AM, Dec 22	Term B - 12	9:38 AM, Dec 22	10:27 AM, Dec 22	Term C - C33
allegiantair	UA-1657-DCA-IAH	7:00 AM, Dec 22	7:50 AM, Dec 22	Term B - 12	9:38 AM, Dec 22	10:27 AM, Dec 22	Term C - C33
boston	UA-1657-DCA-IAH	7:00 AM, Dec 22	7:50 AM, Dec 22		9:38 AM, Dec 22	10:14 AM, Dec 22	
travelocity	UA-1657-DCA-IAH	Dec 22 - 7:00am	Dec 22 - Contact Airline	Not provided by airline	Dec 22 - 9:38am	Dec 22 - Contact Airline	Not provided by airline
orbitz	UA-1657-DCA-IAH	7:00aDec 22	7:07aDec 22	 12	9:38aDec 22	10:27aDec 22	 33
weather	UA-1657-DCA-IAH	2011-12-22 07:00 AM	2011-12-22 07:50 AM		2011-12-22 09:38 AM	2011-12-22 10:09 AM	
usatoday	UA-1657-DCA-IAH	2011-12-22 07:00 AM	2011-12-22 07:50 AM		2011-12-22 09:38 AM	2011-12-22 10:09 AM	
mytripandmore	UA-1657-DCA-IAH	7:00aDec 22	7:07aDec 22	 12	9:38aDec 22	10:27aDec 22	 33
flightwise	UA-1657-DCA-IAH	2011-12-22 07:00AM EST	2011-12-22 07:50AM EST	 12 	2011-12-22 09:01AM CST	2011-12-22 10:13AM CST	 33 
flightarrival	UA-1657-DCA-IAH	2011-12-22 07:00 AM	2011-12-22 07:50 AM		2011-12-22 09:38 AM	2011-12-22 10:09 AM	
ua	UA-2690-PHL-NAS	Thu, Dec 22 9:45 AM	Thu, Dec 22 9:45 AM            Delayed	A18	Thu, Dec 22 12:50 PM	Thu, Dec 22 12:27 PM	C
airtravelcenter	UA-2690-PHL-NAS		12/22/11 10:04 AM (-05:00)			12/22/11 12:16 PM (-05:00)	
myrateplan	UA-2690-PHL-NAS		12/22/11 10:04 AM (-05:00)			12/22/11 12:16 PM (-05:00)	
helloflight	UA-2690-PHL-NAS		12/22/11 10:04 AM (-05:00)			12/22/11 12:16 PM (-05:00)	
flytecomm	UA-2690-PHL-NAS		12/22/11 10:04 AM (-05:00)			12/22/11 12:16 PM (-05:00)	
flights	UA-2690-PHL-NAS		2011-12-22 09:39 AM	18		2011-12-22 12:27 PM	C
businesstravellogue	UA-2690-PHL-NAS		2011-12-22 09:39 AM	18		2011-12-22 12:27 PM	C
flylouisville	UA-2690-PHL-NAS		2011-12-22 09:39 AM	18		2011-12-22 12:27 PM	C
flightview	UA-2690-PHL-NAS		10:05 AMDec 22			12:22 PMDec 22	
panynj	UA-2690-PHL-NAS		10:05 AMDec 22			12:22 PMDec 22	
gofox	UA-2690-PHL-NAS		10:05 AMDec 22			12:22 PMDec 22	
foxbusiness	UA-2690-PHL-NAS		10:05 AMDec 22			12:22 PMDec 22	
allegiantair	UA-2690-PHL-NAS		10:05 AMDec 22			12:22 PMDec 22	
boston	UA-2690-PHL-NAS		10:05 AMDec 22			12:22 PMDec 22	
orbitz	UA-2690-PHL-NAS	9:45aDec 22	9:39aDec 22	 -	12:50pDec 22	12:27pDec 22	 -
aa	AA-4330-ORD-CVG	December 22, 2011               12:50 PM    	December 22, 2011               12:47 PM    	 G10	December 22, 2011               02:55 PM    	December 22, 2011               03:14 PM    	 5    
flightexplorer	AA-4330-ORD-CVG		12/22/2011 1:16PM CST			12/22/2011 3:09PM EST	
airtravelcenter	AA-4330-ORD-CVG		12/22/11 1:16 PM (-06:00)			12/22/11 3:09 PM (-05:00)	
myrateplan	AA-4330-ORD-CVG		12/22/11 1:16 PM (-06:00)			12/22/11 3:09 PM (-05:00)	
helloflight	AA-4330-ORD-CVG		12/22/11 1:16 PM (-06:00)			12/22/11 3:09 PM (-05:00)	
flytecomm	AA-4330-ORD-CVG		12/22/11 1:16 PM (-06:00)			12/22/11 3:09 PM (-05:00)	
flights	AA-4330-ORD-CVG		2011-12-22 12:47 PM	G10		2011-12-22 03:14 PM	5
businesstravellogue	AA-4330-ORD-CVG		2011-12-22 12:47 PM	G10		2011-12-22 03:14 PM	5
flylouisville	AA-4330-ORD-CVG		2011-12-22 12:47 PM	G10		2011-12-22 03:14 PM	5
flightstats	AA-4330-ORD-CVG	2011-12-22 12:50 PM	2011-12-22 12:47 PM		2011-12-22 2:55 PM	2011-12-22 3:14 PM	
quicktrip	AA-4330-ORD-CVG	2011-12-22 12:50 PM	2011-12-22 12:47 PM		2011-12-22 2:55 PM	2011-12-22 3:14 PM	
flightview	AA-4330-ORD-CVG		1:16 PMDec 22			3:09 PMDec 22	
panynj	AA-4330-ORD-CVG		1:16 PMDec 22			3:09 PMDec 22	
gofox	AA-4330-ORD-CVG		1:16 PMDec 22			3:09 PMDec 22	
foxbusiness	AA-4330-ORD-CVG		1:16 PMDec 22			3:09 PMDec 22	
allegiantair	AA-4330-ORD-CVG		1:16 PMDec 22			3:09 PMDec 22	
boston	AA-4330-ORD-CVG		1:16 PMDec 22			3:09 PMDec 22	
travelocity	AA-4330-ORD-CVG	Dec 22 - 12:50pm	Dec 22 - 12:47pm	G10/T3	Dec 22 - 2:55pm	Dec 22 - 3:14pm	5
orbitz	AA-4330-ORD-CVG	12:50pDec 22	12:47pDec 22	 G10	2:55pDec 22	3:14pDec 22	 5
weather	AA-4330-ORD-CVG	2011-12-22 12:50 PM			2011-12-22 02:55 PM		
ord	AA-4330-ORD-CVG	2011-12-22 12:50 PM		G10	2011-12-22 2:55 PM		5
ifly	AA-4330-ORD-CVG	2011-12-22 12:50 PM	2011-12-22 12:47 PM		2011-12-22 2:55 PM	2011-12-22 3:14 PM	
flightarrival	AA-4330-ORD-CVG		1:16 PMDec 22			3:09 PMDec 22	
ua	UA-5182-IAD-IAH	Thu, Dec 22 5:15 PM	Thu, Dec 22 5:09 PM            On Time	A2B	Thu, Dec 22 7:49 PM	Thu, Dec 22 7:49 PM	B87
airtravelcenter	UA-5182-IAD-IAH		12/22/11 5:25 PM (-05:00)			12/22/11 7:42 PM (-06:00)	
myrateplan	UA-5182-IAD-IAH		12/22/11 5:25 PM (-05:00)			12/22/11 7:42 PM (-06:00)	
helloflight	UA-5182-IAD-IAH		12/22/11 5:25 PM (-05:00)			12/22/11 7:42 PM (-06:00)	
flytecomm	UA-5182-IAD-IAH		12/22/11 5:25 PM (-05:00)			12/22/11 7:42 PM (-06:00)	
flights	UA-5182-IAD-IAH		2011-12-22 05:09 PM	A2		2011-12-22 07:49 PM	87
businesstravellogue	UA-5182-IAD-IAH		2011-12-22 05:09 PM	A2		2011-12-22 07:49 PM	87
flylouisville	UA-5182-IAD-IAH		2011-12-22 05:09 PM	A2		2011-12-22 07:49 PM	87
flightview	UA-5182-IAD-IAH		5:25 PMDec 22			7:47 PMDec 22	
panynj	UA-5182-IAD-IAH		5:25 PMDec 22			7:47 PMDec 22	
gofox	UA-5182-IAD-IAH		5:25 PMDec 22			7:47 PMDec 22	
foxbusiness	UA-5182-IAD-IAH		5:25 PMDec 22			7:47 PMDec 22	
allegiantair	UA-5182-IAD-IAH		5:25 PMDec 22			7:47 PMDec 22	
boston	UA-5182-IAD-IAH		5:25 PMDec 22			7:47 PMDec 22	
orbitz	UA-5182-IAD-IAH	5:15pDec 22	5:09pDec 22	 -	7:47pDec 22		 -
iad	UA-5182-IAD-IAH	2011-12-22 17:15 	2011-12-22 17:15 				
mytripandmore	UA-5182-IAD-IAH	5:15pDec 22	5:09pDec 22	 -	7:47pDec 22		 -
aa	AA-3822-DEN-LAX	December 22, 2011               04:40 PM    	December 22, 2011               05:52 PM    	 A49	December 22, 2011               06:20 PM    	December 22, 2011     	 44I    
airtravelcenter	AA-3822-DEN-LAX		12/22/11 6:28 PM (-07:00)			12/22/11 7:11 PM (-08:00)	
myrateplan	AA-3822-DEN-LAX		12/22/11 6:28 PM (-07:00)			12/22/11 7:11 PM (-08:00)	
helloflight	AA-3822-DEN-LAX		12/22/11 6:28 PM (-07:00)			12/22/11 7:11 PM (-08:00)	
flytecomm	AA-3822-DEN-LAX		12/22/11 6:28 PM (-07:00)			12/22/11 7:11 PM (-08:00)	
flightaware	AA-3822-DEN-LAX	2011-12-22 04:40PM MST	2011-12-22 06:28PM MST	 A49 	2011-12-22 05:41PM PST	2011-12-22 07:16PM PST	 44I 
wunderground	AA-3822-DEN-LAX	2011-12-22 04:40PM MST	2011-12-22 06:28PM MST	 A49 	2011-12-22 05:41PM PST	2011-12-22 07:16PM PST	 44I 
flights	AA-3822-DEN-LAX	04:40 PM  Thu 22-Dec-2011		A49	06:20 PM  Thu 22-Dec-2011		44
