aa	AA-1007-TPA-MIA	January 3, 2012               01:55 PM    	January 3, 2012               01:51 PM    	 F78	January 3, 2012               03:00 PM    	January 3, 2012               02:48 PM    	 D12    
flightview	UA-828-SFO-ORD	11:10 PMJan 03			5:20 AMJan 04		
panynj	UA-828-SFO-ORD	11:10 PMJan 03			5:20 AMJan 04		
gofox	UA-828-SFO-ORD	11:10 PMJan 03			5:20 AMJan 04		
foxbusiness	UA-828-SFO-ORD	11:10 PMJan 03			5:20 AMJan 04		
allegiantair	UA-828-SFO-ORD	11:10 PMJan 03			5:20 AMJan 04		
boston	UA-828-SFO-ORD	11:10 PMJan 03			5:20 AMJan 04		
orbitz	UA-828-SFO-ORD	11:10pJan 3		 -	5:20aJan 4		 -
flightarrival	UA-828-SFO-ORD	2012-01-03 11:10 PM	2012-01-03 11:17 PM (Estimated runway)		2012-01-03 5:20 AM	2012-01-03 4:50 AM (Estimated runway)	
aa	AA-1198-LAX-LAS	January 3, 2012               08:20 PM    	January 3, 2012               08:13 PM    	 45	January 3, 2012               09:25 PM    	January 3, 2012     	 D39    
flightexplorer	AA-1198-LAX-LAS		1/3/2012 8:26PM PST			1/3/2012 9:16PM PST	
airtravelcenter	AA-1198-LAX-LAS		1/3/12 8:26 PM (-08:00)			1/3/12 9:12 PM (-08:00)	
myrateplan	AA-1198-LAX-LAS		1/3/12 8:26 PM (-08:00)			1/3/12 9:12 PM (-08:00)	
helloflight	AA-1198-LAX-LAS		1/3/12 8:26 PM (-08:00)			1/3/12 9:12 PM (-08:00)	
flytecomm	AA-1198-LAX-LAS		1/3/12 8:26 PM (-08:00)			1/3/12 9:12 PM (-08:00)	
flightaware	AA-1198-LAX-LAS	2012-01-03 08:20PM PST	2012-01-03 08:26PM PST	 45 	2012-01-03 09:26PM PST	2012-01-03 09:16PM PST	 D39 
wunderground	AA-1198-LAX-LAS	2012-01-03 08:20PM PST	2012-01-03 08:26PM PST	 45 	2012-01-03 09:26PM PST	2012-01-03 09:16PM PST	 D39 
flights	AA-1198-LAX-LAS	08:20 PM  Tue 03-Jan-2012		45	09:25 PM  Tue 03-Jan-2012		D39
businesstravellogue	AA-1198-LAX-LAS	08:20 PM  Tue 03-Jan-2012		45	09:25 PM  Tue 03-Jan-2012		D39
flylouisville	AA-1198-LAX-LAS	08:20 PM  Tue 03-Jan-2012		45	09:25 PM  Tue 03-Jan-2012		D39
world-flight-tracker	AA-1198-LAX-LAS	2012-01-03 8:20 PM	2012-01-03 8:13 PM		2012-01-03 9:25 PM	2012-01-03 9:23 PM (Estimated)	
flightview	AA-1198-LAX-LAS	8:20 PM, Jan 03	8:26 PM, Jan 03		9:25 PM, Jan 03		
panynj	AA-1198-LAX-LAS	8:20 PM, Jan 03	8:26 PM, Jan 03		9:25 PM, Jan 03		
gofox	AA-1198-LAX-LAS	8:20 PM, Jan 03	8:26 PM, Jan 03		9:25 PM, Jan 03		
foxbusiness	AA-1198-LAX-LAS	8:20 PM, Jan 03	8:26 PM, Jan 03		9:25 PM, Jan 03		
allegiantair	AA-1198-LAX-LAS	8:20 PM, Jan 03	8:26 PM, Jan 03		9:25 PM, Jan 03		
boston	AA-1198-LAX-LAS	8:20 PM, Jan 03	8:26 PM, Jan 03		9:25 PM, Jan 03	9:21 PM, Jan 03&nbsp(Estimated)	
orbitz	AA-1198-LAX-LAS	8:20pJan 3	8:13pJan 3	 45	9:21pJan 3		 D39
weather	AA-1198-LAX-LAS	2012-01-03 08:20 PM			2012-01-03 09:25 PM		
ua	UA-4391-MSP-EWR	Tue, Jan 3 9:15 AM	Tue, Jan 3 9:15 AM	E9	Tue, Jan 3 12:55 PM	Tue, Jan 3 1:02 PM	C70
airtravelcenter	UA-4391-MSP-EWR	1/3/12 9:15 AM (-06:00)			1/3/12 12:55 PM (-05:00)		
myrateplan	UA-4391-MSP-EWR	1/3/12 9:15 AM (-06:00)			1/3/12 12:55 PM (-05:00)		
helloflight	UA-4391-MSP-EWR	1/3/12 9:15 AM (-06:00)			1/3/12 12:55 PM (-05:00)		
flytecomm	UA-4391-MSP-EWR	1/3/12 9:15 AM (-06:00)			1/3/12 12:55 PM (-05:00)		
flights	UA-4391-MSP-EWR	09:15 AM  Tue 03-Jan-2012	09:15 AM  Tue 03-Jan-2012	E9	12:55 PM  Tue 03-Jan-2012	01:02 PM  Tue 03-Jan-2012	70
businesstravellogue	UA-4391-MSP-EWR	09:15 AM  Tue 03-Jan-2012	09:15 AM  Tue 03-Jan-2012	E9	12:55 PM  Tue 03-Jan-2012	01:02 PM  Tue 03-Jan-2012	70
flylouisville	UA-4391-MSP-EWR	09:15 AM  Tue 03-Jan-2012	09:15 AM  Tue 03-Jan-2012	E9	12:55 PM  Tue 03-Jan-2012	01:02 PM  Tue 03-Jan-2012	70
world-flight-tracker	UA-4391-MSP-EWR	2012-01-03 9:15 AM	2012-01-03 9:15 AM		2012-01-03 12:55 PM	2012-01-03 1:02 PM	
flightview	UA-4391-MSP-EWR	9:15 AM, Jan 03	9:40 AM, Jan 03	Terminal Conc E - E9	12:55 PM, Jan 03	1:02 PM, Jan 03	Main Term - C70
panynj	UA-4391-MSP-EWR	9:15 AM, Jan 03	9:40 AM, Jan 03	Terminal Conc E - E9	12:55 PM, Jan 03	1:02 PM, Jan 03	Main Term - C70
gofox	UA-4391-MSP-EWR	9:15 AM, Jan 03	9:40 AM, Jan 03		12:55 PM, Jan 03	1:02 PM, Jan 03	
foxbusiness	UA-4391-MSP-EWR	9:15 AM, Jan 03	9:40 AM, Jan 03	Terminal Conc E - E9	12:55 PM, Jan 03	1:02 PM, Jan 03	Main Term - C70
allegiantair	UA-4391-MSP-EWR	9:15 AM, Jan 03	9:40 AM, Jan 03	Terminal Conc E - E9	12:55 PM, Jan 03	1:02 PM, Jan 03	Main Term - C70
boston	UA-4391-MSP-EWR	9:15 AM, Jan 03	9:40 AM, Jan 03		12:55 PM, Jan 03	12:58 PM, Jan 03	
orbitz	UA-4391-MSP-EWR	9:15aJan 3	9:15aJan 3	 E9	12:55pJan 3	1:02pJan 3	 C70
weather	UA-4391-MSP-EWR	2012-01-03 09:15 AM			2012-01-03 12:55 PM		
ua	UA-897-BOS-IAD	Tue, Jan 3 9:36 AM	Tue, Jan 3 9:42 AM	C16	Tue, Jan 3 11:19 AM	Tue, Jan 3 11:14 AM	C14
airtravelcenter	UA-897-BOS-IAD		1/3/12 9:58 AM (-05:00)			1/3/12 11:00 AM (-05:00)	
myrateplan	UA-897-BOS-IAD		1/3/12 9:58 AM (-05:00)			1/3/12 11:00 AM (-05:00)	
helloflight	UA-897-BOS-IAD		1/3/12 9:58 AM (-05:00)			1/3/12 11:00 AM (-05:00)	
flytecomm	UA-897-BOS-IAD		1/3/12 9:58 AM (-05:00)			1/3/12 11:00 AM (-05:00)	
flights	UA-897-BOS-IAD		2012-01-03 09:42 AM	C16		2012-01-03 11:14 AM	C14
businesstravellogue	UA-897-BOS-IAD		2012-01-03 09:42 AM	C16		2012-01-03 11:14 AM	C14
flylouisville	UA-897-BOS-IAD		2012-01-03 09:42 AM	C16		2012-01-03 11:14 AM	C14
flightstats	UA-897-BOS-IAD	2012-01-03 9:36 AM	2012-01-03 9:42 AM		2012-01-03 11:19 AM	2012-01-03 11:14 AM	
quicktrip	UA-897-BOS-IAD	2012-01-03 9:36 AM	2012-01-03 9:42 AM		2012-01-03 11:19 AM	2012-01-03 11:14 AM	
flightview	UA-897-BOS-IAD		9:58 AMJan 03			11:14 AMJan 03	
panynj	UA-897-BOS-IAD		9:58 AMJan 03			11:14 AMJan 03	
gofox	UA-897-BOS-IAD		9:58 AMJan 03			11:14 AMJan 03	
foxbusiness	UA-897-BOS-IAD		9:58 AMJan 03			11:14 AMJan 03	
allegiantair	UA-897-BOS-IAD		9:58 AMJan 03			11:14 AMJan 03	
boston	UA-897-BOS-IAD		9:58 AMJan 03			11:12 AMJan 03	
orbitz	UA-897-BOS-IAD	9:36aJan 3	9:42aJan 3	 C16	11:19aJan 3	11:14aJan 3	 C14
weather	UA-897-BOS-IAD	2012-01-03 09:36 AM	2012-01-03 09:58 AM		2012-01-03 11:19 AM	2012-01-03 11:05 AM	
iad	UA-897-BOS-IAD				2012-01-03 11:19 	2012-01-03 11:20 	
ifly	UA-897-BOS-IAD	2012-01-03 9:36 AM	2012-01-03 9:42 AM		2012-01-03 11:19 AM	2012-01-03 11:14 AM	
usatoday	UA-897-BOS-IAD	2012-01-03 9:36 AM	2012-01-03 9:42 AM		2012-01-03 11:19 AM	2012-01-03 11:14 AM	
mytripandmore	UA-897-BOS-IAD	9:36aJan 3	9:42aJan 3	 C16	11:19aJan 3	11:14aJan 3	 C14
flightarrival	UA-897-BOS-IAD	2012-01-03 09:36 AM	2012-01-03 09:58 AM		2012-01-03 11:19 AM	2012-01-03 11:05 AM	
ua	UA-884-ORD-EWR	Tue, Jan 3 7:00 PM	Tue, Jan 3 7:40 PM	C22	Tue, Jan 3 10:11 PM	Tue, Jan 3 10:32 PM	16
flightexplorer	UA-884-ORD-EWR		1/3/2012 7:55PM CST			1/3/2012 10:28PM EST	
airtravelcenter	UA-884-ORD-EWR		1/3/12 7:56 PM (-06:00)			1/3/12 10:28 PM (-05:00)	
myrateplan	UA-884-ORD-EWR		1/3/12 7:56 PM (-06:00)			1/3/12 10:28 PM (-05:00)	
helloflight	UA-884-ORD-EWR		1/3/12 7:56 PM (-06:00)			1/3/12 10:28 PM (-05:00)	
flytecomm	UA-884-ORD-EWR		1/3/12 7:56 PM (-06:00)			1/3/12 10:28 PM (-05:00)	
flightaware	UA-884-ORD-EWR	2012-01-03 07:00PM CST	2012-01-03 07:56PM CST	 C22 	2012-01-03 09:46PM EST	2012-01-03 10:24PM EST	 16 
wunderground	UA-884-ORD-EWR	2012-01-03 07:00PM CST	2012-01-03 07:56PM CST	 C22 	2012-01-03 09:46PM EST	2012-01-03 10:24PM EST	 16 
flights	UA-884-ORD-EWR	07:00 PM  Tue 03-Jan-2012	07:40 PM  Tue 03-Jan-2012	C22	10:11 PM  Tue 03-Jan-2012	10:32 PM  Tue 03-Jan-2012	16
businesstravellogue	UA-884-ORD-EWR	07:00 PM  Tue 03-Jan-2012	07:40 PM  Tue 03-Jan-2012	C22	10:11 PM  Tue 03-Jan-2012	10:32 PM  Tue 03-Jan-2012	16
flylouisville	UA-884-ORD-EWR	07:00 PM  Tue 03-Jan-2012	07:40 PM  Tue 03-Jan-2012	C22	10:11 PM  Tue 03-Jan-2012	10:32 PM  Tue 03-Jan-2012	16
flightstats	UA-884-ORD-EWR	2012-01-03 7:00 PM	2012-01-03 7:40 PM		2012-01-03 10:11 PM	2012-01-03 10:32 PM	
quicktrip	UA-884-ORD-EWR	2012-01-03 7:00 PM	2012-01-03 7:40 PM		2012-01-03 10:11 PM	2012-01-03 10:32 PM	
world-flight-tracker	UA-884-ORD-EWR	2012-01-03 7:00 PM	2012-01-03 7:40 PM		2012-01-03 10:11 PM	2012-01-03 10:32 PM	
flightview	UA-884-ORD-EWR	7:00 PM, Jan 03	7:56 PM, Jan 03	C22	10:11 PM, Jan 03	10:32 PM, Jan 03	16
panynj	UA-884-ORD-EWR	7:00 PM, Jan 03	7:56 PM, Jan 03	C22	10:11 PM, Jan 03	10:32 PM, Jan 03	16
gofox	UA-884-ORD-EWR	7:00 PM, Jan 03	7:56 PM, Jan 03		10:11 PM, Jan 03	10:32 PM, Jan 03	
foxbusiness	UA-884-ORD-EWR	7:00 PM, Jan 03	7:56 PM, Jan 03	C22	10:11 PM, Jan 03	10:32 PM, Jan 03	16
allegiantair	UA-884-ORD-EWR	7:00 PM, Jan 03	7:56 PM, Jan 03	C22	10:11 PM, Jan 03	10:32 PM, Jan 03	16
boston	UA-884-ORD-EWR	7:00 PM, Jan 03	7:56 PM, Jan 03		10:11 PM, Jan 03	10:24 PM, Jan 03	
orbitz	UA-884-ORD-EWR	7:15pJan 3	7:55pJan 3	 C22	10:11pJan 3	10:32pJan 3	 -
weather	UA-884-ORD-EWR	2012-01-03 07:00 PM			2012-01-03 10:11 PM		
ord	UA-884-ORD-EWR	2012-01-03 7:00 PM		C22	2012-01-03 10:11 PM		16
ifly	UA-884-ORD-EWR	2012-01-03 7:00 PM	2012-01-03 7:40 PM		2012-01-03 10:11 PM	2012-01-03 10:32 PM	
usatoday	UA-884-ORD-EWR	2012-01-03 7:00 PM	2012-01-03 7:40 PM		2012-01-03 10:11 PM	2012-01-03 10:32 PM	
flightarrival	UA-884-ORD-EWR	2012-01-03 07:00 PM			2012-01-03 10:11 PM		
aa	AA-2495-BDL-DFW	January 3, 2012               06:15 PM    	January 3, 2012               06:10 PM    	 A26	January 3, 2012               09:25 PM    	January 3, 2012               08:42 PM    	 D17    
airtravelcenter	AA-2495-BDL-DFW		1/3/12 6:20 PM (-05:00)			1/3/12 8:40 PM (-06:00)	
myrateplan	AA-2495-BDL-DFW		1/3/12 6:20 PM (-05:00)			1/3/12 8:40 PM (-06:00)	
helloflight	AA-2495-BDL-DFW		1/3/12 6:20 PM (-05:00)			1/3/12 8:40 PM (-06:00)	
flytecomm	AA-2495-BDL-DFW		1/3/12 6:20 PM (-05:00)			1/3/12 8:40 PM (-06:00)	
flights	AA-2495-BDL-DFW		2012-01-03 06:10 PM	26		2012-01-03 08:42 PM	D17
businesstravellogue	AA-2495-BDL-DFW		2012-01-03 06:10 PM	26		2012-01-03 08:42 PM	D17
flylouisville	AA-2495-BDL-DFW		2012-01-03 06:10 PM	26		2012-01-03 08:42 PM	D17
flightview	AA-2495-BDL-DFW		6:20 PMJan 03			8:38 PMJan 03	
panynj	AA-2495-BDL-DFW		6:20 PMJan 03			8:38 PMJan 03	
gofox	AA-2495-BDL-DFW		6:20 PMJan 03			8:38 PMJan 03	
foxbusiness	AA-2495-BDL-DFW		6:20 PMJan 03			8:38 PMJan 03	
allegiantair	AA-2495-BDL-DFW		6:20 PMJan 03			8:38 PMJan 03	
boston	AA-2495-BDL-DFW		6:20 PMJan 03			8:38 PMJan 03	
orbitz	AA-2495-BDL-DFW	6:15pJan 3	6:10pJan 3	 A26	9:25pJan 3	8:42pJan 3	 D17
weather	AA-2495-BDL-DFW	2012-01-03 06:15 PM			2012-01-03 09:25 PM		
dfw	AA-2495-BDL-DFW				2012-01-03 9:25 pm		D17
flightarrival	AA-2495-BDL-DFW		6:20 PMJan 03			8:38 PMJan 03	
ua	UA-1960-CHA-CLT	Tue, Jan 3 4:08 PM	Tue, Jan 3 4:30 PM	1	Tue, Jan 3 5:35 PM	Tue, Jan 3 6:03 PM	E31
airtravelcenter	UA-1960-CHA-CLT	1/3/12 4:08 PM (-05:00)			1/3/12 5:35 PM (-05:00)		
myrateplan	UA-1960-CHA-CLT	1/3/12 4:08 PM (-05:00)			1/3/12 5:35 PM (-05:00)		
helloflight	UA-1960-CHA-CLT	1/3/12 4:08 PM (-05:00)			1/3/12 5:35 PM (-05:00)		
flytecomm	UA-1960-CHA-CLT	1/3/12 4:08 PM (-05:00)			1/3/12 5:35 PM (-05:00)		
flights	UA-1960-CHA-CLT	04:08 PM  Tue 03-Jan-2012	04:30 PM  Tue 03-Jan-2012	1	05:35 PM  Tue 03-Jan-2012	06:03 PM  Tue 03-Jan-2012	E31
businesstravellogue	UA-1960-CHA-CLT	04:08 PM  Tue 03-Jan-2012	04:30 PM  Tue 03-Jan-2012	1	05:35 PM  Tue 03-Jan-2012	06:03 PM  Tue 03-Jan-2012	E31
flylouisville	UA-1960-CHA-CLT	04:08 PM  Tue 03-Jan-2012	04:30 PM  Tue 03-Jan-2012	1	05:35 PM  Tue 03-Jan-2012	06:03 PM  Tue 03-Jan-2012	E31
world-flight-tracker	UA-1960-CHA-CLT	2012-01-03 4:08 PM	2012-01-03 4:30 PM		2012-01-03 5:35 PM	2012-01-03 6:03 PM	
flightview	UA-1960-CHA-CLT	4:08 PM, Jan 03	4:41 PM, Jan 03		5:35 PM, Jan 03	5:49 PM, Jan 03	
panynj	UA-1960-CHA-CLT	4:08 PM, Jan 03	4:41 PM, Jan 03		5:35 PM, Jan 03	5:49 PM, Jan 03	
gofox	UA-1960-CHA-CLT	4:08 PM, Jan 03	4:41 PM, Jan 03		5:35 PM, Jan 03	5:49 PM, Jan 03	
foxbusiness	UA-1960-CHA-CLT	4:08 PM, Jan 03	4:41 PM, Jan 03		5:35 PM, Jan 03	5:49 PM, Jan 03	
allegiantair	UA-1960-CHA-CLT	4:08 PM, Jan 03	4:41 PM, Jan 03		5:35 PM, Jan 03	5:49 PM, Jan 03	
boston	UA-1960-CHA-CLT	4:08 PM, Jan 03	4:41 PM, Jan 03		5:35 PM, Jan 03	5:49 PM, Jan 03	
orbitz	UA-1960-CHA-CLT	4:08pJan 3	4:30pJan 3	 1	5:35pJan 3	6:03pJan 3	 E31
weather	UA-1960-CHA-CLT	2012-01-03 04:08 PM			2012-01-03 05:35 PM		
mytripandmore	UA-1960-CHA-CLT	4:08pJan 3	4:30pJan 3	 1	5:35pJan 3	6:03pJan 3	 E31
aa	AA-524-DFW-DTW	January 3, 2012               05:25 PM    	January 3, 2012               05:26 PM    	 C6	January 3, 2012               08:55 PM    	January 3, 2012               09:13 PM    	 D17    
flightexplorer	AA-524-DFW-DTW		1/3/2012 5:38PM CST			1/3/2012 8:48PM EST	
airtravelcenter	AA-524-DFW-DTW		1/3/12 5:38 PM (-06:00)			1/3/12 8:48 PM (-05:00)	
myrateplan	AA-524-DFW-DTW		1/3/12 5:38 PM (-06:00)			1/3/12 8:48 PM (-05:00)	
helloflight	AA-524-DFW-DTW		1/3/12 5:38 PM (-06:00)			1/3/12 8:48 PM (-05:00)	
flytecomm	AA-524-DFW-DTW		1/3/12 5:38 PM (-06:00)			1/3/12 8:48 PM (-05:00)	
flightaware	AA-524-DFW-DTW	2012-01-03 05:25PM CST	2012-01-03 05:38PM CST	 C6 	2012-01-03 08:52PM EST	2012-01-03 08:48PM EST	 D17 
wunderground	AA-524-DFW-DTW	2012-01-03 05:25PM CST	2012-01-03 05:38PM CST	 C6 	2012-01-03 08:52PM EST	2012-01-03 08:48PM EST	 D17 
flights	AA-524-DFW-DTW		2012-01-03 05:26 PM	C6		2012-01-03 09:13 PM	D17
businesstravellogue	AA-524-DFW-DTW		2012-01-03 05:26 PM	C6		2012-01-03 09:13 PM	D17
flylouisville	AA-524-DFW-DTW		2012-01-03 05:26 PM	C6		2012-01-03 09:13 PM	D17
flightstats	AA-524-DFW-DTW	2012-01-03 5:25 PM	2012-01-03 5:26 PM		2012-01-03 8:55 PM	2012-01-03 9:13 PM	
quicktrip	AA-524-DFW-DTW	2012-01-03 5:25 PM	2012-01-03 5:26 PM		2012-01-03 8:55 PM	2012-01-03 9:13 PM	
flightview	AA-524-DFW-DTW		5:38 PMJan 03			9:02 PMJan 03	
panynj	AA-524-DFW-DTW		5:38 PMJan 03			9:02 PMJan 03	
gofox	AA-524-DFW-DTW		5:38 PMJan 03			9:02 PMJan 03	
foxbusiness	AA-524-DFW-DTW		5:38 PMJan 03			9:02 PMJan 03	
allegiantair	AA-524-DFW-DTW		5:38 PMJan 03			9:02 PMJan 03	
boston	AA-524-DFW-DTW		5:38 PMJan 03			9:02 PMJan 03	
orbitz	AA-524-DFW-DTW	5:25pJan 3	5:26pJan 3	 C6	8:55pJan 3	9:13pJan 3	 D17
dfw	AA-524-DFW-DTW	2012-01-03 5:25 pm		C7			
mytripandmore	AA-524-DFW-DTW	5:25pJan 3	5:26pJan 3	 C6	8:55pJan 3	9:13pJan 3	 D17
flightarrival	AA-524-DFW-DTW		5:38 PMJan 03			9:02 PMJan 03	
ua	UA-867-SFO-LAX	Tue, Jan 3 11:35 AM	Tue, Jan 3 11:31 AM            On Time	85	Tue, Jan 3 1:08 PM	Tue, Jan 3 1:05 PM	70B
flightexplorer	UA-867-SFO-LAX		1/3/2012 11:56AM PST			1/3/2012 12:56PM PST	
airtravelcenter	UA-867-SFO-LAX		1/3/12 11:58 AM (-08:00)			1/3/12 12:56 PM (-08:00)	
myrateplan	UA-867-SFO-LAX		1/3/12 11:58 AM (-08:00)			1/3/12 12:56 PM (-08:00)	
helloflight	UA-867-SFO-LAX		1/3/12 11:58 AM (-08:00)			1/3/12 12:56 PM (-08:00)	
flytecomm	UA-867-SFO-LAX		1/3/12 11:58 AM (-08:00)			1/3/12 12:56 PM (-08:00)	
flightaware	UA-867-SFO-LAX	2012-01-03 11:35AM PST	2012-01-03 11:57AM PST	 85 	2012-01-03 12:49PM PST	2012-01-03 12:53PM PST	 70B 
wunderground	UA-867-SFO-LAX	2012-01-03 11:35AM PST	2012-01-03 11:57AM PST	 85 	2012-01-03 12:49PM PST	2012-01-03 12:53PM PST	 70B 
flights	UA-867-SFO-LAX		2012-01-03 11:31 AM	85		2012-01-03 01:05 PM	70B
businesstravellogue	UA-867-SFO-LAX		2012-01-03 11:31 AM	85		2012-01-03 01:05 PM	70B
flylouisville	UA-867-SFO-LAX		2012-01-03 11:31 AM	85		2012-01-03 01:05 PM	70B
flightstats	UA-867-SFO-LAX	2012-01-03 11:35 AM	2012-01-03 11:31 AM		2012-01-03 1:08 PM	2012-01-03 1:05 PM	
quicktrip	UA-867-SFO-LAX	2012-01-03 11:35 AM	2012-01-03 11:31 AM		2012-01-03 1:08 PM	2012-01-03 1:05 PM	
flightview	UA-867-SFO-LAX		11:58 AMJan 03			1:05 PMJan 03	
panynj	UA-867-SFO-LAX		11:58 AMJan 03			1:05 PMJan 03	
gofox	UA-867-SFO-LAX		11:58 AMJan 03			1:05 PMJan 03	
foxbusiness	UA-867-SFO-LAX		11:58 AMJan 03			1:05 PMJan 03	
allegiantair	UA-867-SFO-LAX		11:58 AMJan 03			1:05 PMJan 03	
boston	UA-867-SFO-LAX		11:58 AMJan 03			12:53 PMJan 03	
orbitz	UA-867-SFO-LAX	11:35aJan 3	11:31aJan 3	 85	1:08pJan 3	1:05pJan 3	 70B
usatoday	UA-867-SFO-LAX	2012-01-03 11:35 AM	2012-01-03 11:31 AM		2012-01-03 1:08 PM	2012-01-03 1:05 PM	
mytripandmore	UA-867-SFO-LAX	11:35aJan 3	11:31aJan 3	 85	1:08pJan 3	1:05pJan 3	 70B
flightarrival	UA-867-SFO-LAX		11:58 AMJan 03			12:53 PMJan 03	
ua	UA-1676-ORD-IAH	Tue, Jan 3 2:00 PM	Tue, Jan 3 2:01 PM	B2	Tue, Jan 3 4:46 PM	Tue, Jan 3 4:24 PM	C-33
flightexplorer	UA-1676-ORD-IAH		1/3/2012 2:11PM CST			1/3/2012 4:14PM CST	
airtravelcenter	UA-1676-ORD-IAH	1/3/12 2:00 PM (-06:00)			1/3/12 4:46 PM (-06:00)		
myrateplan	UA-1676-ORD-IAH	1/3/12 2:00 PM (-06:00)			1/3/12 4:46 PM (-06:00)		
helloflight	UA-1676-ORD-IAH	1/3/12 2:00 PM (-06:00)			1/3/12 4:46 PM (-06:00)		
flytecomm	UA-1676-ORD-IAH	1/3/12 2:00 PM (-06:00)			1/3/12 4:46 PM (-06:00)		
flights	UA-1676-ORD-IAH		2012-01-03 02:01 PM	B2		2012-01-03 04:24 PM	33
businesstravellogue	UA-1676-ORD-IAH		2012-01-03 02:01 PM	B2		2012-01-03 04:24 PM	33
flylouisville	UA-1676-ORD-IAH		2012-01-03 02:01 PM	B2		2012-01-03 04:24 PM	33
flightview	UA-1676-ORD-IAH		2:13 PMJan 03			4:24 PMJan 03	
panynj	UA-1676-ORD-IAH		2:13 PMJan 03			4:24 PMJan 03	
gofox	UA-1676-ORD-IAH		2:13 PMJan 03			4:24 PMJan 03	
foxbusiness	UA-1676-ORD-IAH		2:13 PMJan 03			4:24 PMJan 03	
allegiantair	UA-1676-ORD-IAH		2:13 PMJan 03			4:24 PMJan 03	
boston	UA-1676-ORD-IAH		2:13 PMJan 03			4:12 PMJan 03	
orbitz	UA-1676-ORD-IAH	2:00pJan 3	2:01pJan 3	 B2	4:46pJan 3	4:24pJan 3	 33
weather	UA-1676-ORD-IAH	2012-01-03 02:00 PM			2012-01-03 04:46 PM		
usatoday	UA-1676-ORD-IAH		2:13 PMJan 03			4:12 PMJan 03	
mytripandmore	UA-1676-ORD-IAH	2:00pJan 3	2:01pJan 3	 B2	4:46pJan 3	4:24pJan 3	 33
flightarrival	UA-1676-ORD-IAH	2012-01-03 02:00 PM			2012-01-03 04:46 PM		
ua	UA-5403-RDM-PDX	Tue, Jan 3 1:40 PM	Tue, Jan 3 1:40 PM	--	Tue, Jan 3 2:23 PM	Tue, Jan 3 2:23 PM	E7
airtravelcenter	UA-5403-RDM-PDX	1/3/12 1:40 PM (-08:00)			1/3/12 2:23 PM (-08:00)		
myrateplan	UA-5403-RDM-PDX	1/3/12 1:40 PM (-08:00)			1/3/12 2:23 PM (-08:00)		
helloflight	UA-5403-RDM-PDX	1/3/12 1:40 PM (-08:00)			1/3/12 2:23 PM (-08:00)		
flytecomm	UA-5403-RDM-PDX	1/3/12 1:40 PM (-08:00)			1/3/12 2:23 PM (-08:00)		
flightaware	UA-5403-RDM-PDX	2012-01-03 01:40PM PST	2012-01-03 01:50PM PST		2012-01-03 02:03PM PST	2012-01-03 02:13PM PST	 E7 
wunderground	UA-5403-RDM-PDX	2012-01-03 01:40PM PST	2012-01-03 01:50PM PST		2012-01-03 02:03PM PST	2012-01-03 02:13PM PST	 E7 
flights	UA-5403-RDM-PDX	2012-01-03 01:40 PM			2012-01-03 02:23 PM		E7
businesstravellogue	UA-5403-RDM-PDX	2012-01-03 01:40 PM			2012-01-03 02:23 PM		E7
flylouisville	UA-5403-RDM-PDX	2012-01-03 01:40 PM			2012-01-03 02:23 PM		E7
flightview	UA-5403-RDM-PDX	1:40 PMJan 03			2:23 PMJan 03		
panynj	UA-5403-RDM-PDX	1:40 PMJan 03			2:23 PMJan 03		
gofox	UA-5403-RDM-PDX	1:40 PMJan 03			2:23 PMJan 03		
foxbusiness	UA-5403-RDM-PDX	1:40 PMJan 03			2:23 PMJan 03		
allegiantair	UA-5403-RDM-PDX	1:40 PMJan 03			2:23 PMJan 03		
boston	UA-5403-RDM-PDX	1:40 PMJan 03			2:23 PMJan 03		
usatoday	UA-5403-RDM-PDX	1:40 PMJan 03			2:23 PMJan 03		
aa	AA-474-DFW-ATL	January 3, 2012               12:35 PM    	January 3, 2012               12:29 PM    	 C30	January 3, 2012               03:35 PM    	January 3, 2012               03:31 PM    	 T12    
flightexplorer	AA-474-DFW-ATL		1/3/2012 12:43PM CST			1/3/2012 3:26PM EST	
airtravelcenter	AA-474-DFW-ATL		1/3/12 12:41 PM (-06:00)			1/3/12 3:26 PM (-05:00)	
myrateplan	AA-474-DFW-ATL		1/3/12 12:41 PM (-06:00)			1/3/12 3:26 PM (-05:00)	
helloflight	AA-474-DFW-ATL		1/3/12 12:41 PM (-06:00)			1/3/12 3:26 PM (-05:00)	
flytecomm	AA-474-DFW-ATL		1/3/12 12:41 PM (-06:00)			1/3/12 3:26 PM (-05:00)	
flightaware	AA-474-DFW-ATL	2012-01-03 12:35PM CST	2012-01-03 12:43PM CST	 C30 	2012-01-03 03:31PM EST	2012-01-03 03:23PM EST	 T12 
wunderground	AA-474-DFW-ATL	2012-01-03 12:35PM CST	2012-01-03 12:43PM CST	 C30 	2012-01-03 03:31PM EST	2012-01-03 03:23PM EST	 T12 
flights	AA-474-DFW-ATL		2012-01-03 12:29 PM	C30		2012-01-03 03:31 PM	T12
businesstravellogue	AA-474-DFW-ATL		2012-01-03 12:29 PM	C30		2012-01-03 03:31 PM	T12
flylouisville	AA-474-DFW-ATL		2012-01-03 12:29 PM	C30		2012-01-03 03:31 PM	T12
flightstats	AA-474-DFW-ATL	2012-01-03 12:35 PM	2012-01-03 12:29 PM		2012-01-03 3:35 PM	2012-01-03 3:31 PM	
