aa	AA-2446-LAX-DFW	12/07/2011 01:10 PM	12/07/2011 01:19 PM	42B	12/07/2011 06:10 PM	12/07/2011 06:08 PM	C2
flylouisville	AA-1066-MEX-DFW		2011-12-07 06:22 AM	36		2011-12-07 08:41 AM	D38
flightview	AA-1066-MEX-DFW		6:27 AMDec 07			8:31 AMDec 07	
panynj	AA-1066-MEX-DFW		6:27 AMDec 07			8:31 AMDec 07	
gofox	AA-1066-MEX-DFW		6:27 AMDec 07			8:31 AMDec 07	
foxbusiness	AA-1066-MEX-DFW		6:27 AMDec 07			8:31 AMDec 07	
allegiantair	AA-1066-MEX-DFW		6:27 AMDec 07			8:31 AMDec 07	
boston	AA-1066-MEX-DFW		6:27 AMDec 07			8:31 AMDec 07	
travelocity	AA-1066-MEX-DFW	Dec 07 - 6:05am	Dec 07 - 5:58am	36	Dec 07 - 8:50am	Dec 07 - 8:41am	D38/D
orbitz	AA-1066-MEX-DFW	6:05aDec 7	5:58aDec 7	 36	8:50aDec 7	8:41aDec 7	 D38
weather	AA-1066-MEX-DFW	2011-12-07 06:05 AM			2011-12-07 08:50 AM		
usatoday	AA-1066-MEX-DFW		6:27 AMDec 07			8:31 AMDec 07	
mytripandmore	AA-1066-MEX-DFW	Dec 07 - 6:05am	Dec 07 - 5:58am	36	Dec 07 - 8:50am	Dec 07 - 8:41am	D38/D
flightarrival	AA-1066-MEX-DFW		6:27 AMDec 07			8:31 AMDec 07	
ua	UA-675-PHL-ORD	Wed, Dec 7 6:00 AM	Wed, Dec 7 5:57 AM	D9	Wed, Dec 7 7:18 AM	Wed, Dec 7 7:10 AM	B6
flightexplorer	UA-675-PHL-ORD		12/7/2011 6:12AM EST			12/7/2011 7:09AM CST	
airtravelcenter	UA-675-PHL-ORD		12/7/11 6:13 AM (-05:00)			12/7/11 7:09 AM (-06:00)	
myrateplan	UA-675-PHL-ORD		12/7/11 6:13 AM (-05:00)			12/7/11 7:09 AM (-06:00)	
helloflight	UA-675-PHL-ORD		12/7/11 6:13 AM (-05:00)			12/7/11 7:09 AM (-06:00)	
flytecomm	UA-675-PHL-ORD		12/7/11 6:13 AM (-05:00)			12/7/11 7:09 AM (-06:00)	
flights	UA-675-PHL-ORD		2011-12-07 05:57 AM	D9		2011-12-07 07:10 AM	B6
businesstravellogue	UA-675-PHL-ORD		2011-12-07 05:57 AM	D9		2011-12-07 07:10 AM	B6
flylouisville	UA-675-PHL-ORD		2011-12-07 05:57 AM	D9		2011-12-07 07:10 AM	B6
flightview	UA-675-PHL-ORD		6:13 AMDec 07			7:10 AMDec 07	
panynj	UA-675-PHL-ORD		6:13 AMDec 07			7:10 AMDec 07	
gofox	UA-675-PHL-ORD		6:13 AMDec 07			7:10 AMDec 07	
foxbusiness	UA-675-PHL-ORD		6:13 AMDec 07			7:10 AMDec 07	
allegiantair	UA-675-PHL-ORD		6:13 AMDec 07			7:10 AMDec 07	
boston	UA-675-PHL-ORD		6:13 AMDec 07			7:11 AMDec 07	
travelocity	UA-675-PHL-ORD	Dec 07 - Not Available	Dec 07 - 6:12am	D9	Dec 07 - Not Available	Dec 07 - 7:10am	B6
orbitz	UA-675-PHL-ORD	6:15aDec 7	6:12aDec 7	 D9	7:18aDec 7	7:10aDec 7	 B6
weather	UA-675-PHL-ORD	2011-12-07 06:00 AM			2011-12-07 07:18 AM		
ord	UA-675-PHL-ORD	2011-12-07 6:00 AM		D9	2011-12-07 7:18 AM		B6
usatoday	UA-675-PHL-ORD		6:13 AMDec 07			7:11 AMDec 07	
mytripandmore	UA-675-PHL-ORD	6:15aDec 7	6:12aDec 7	 D9	7:18aDec 7	7:10aDec 7	 B6
flightarrival	UA-675-PHL-ORD		6:13 AMDec 07			7:11 AMDec 07	
aa	AA-1886-BOS-MIA	12/07/2011 10:45 AM	12/07/2011 11:01 AM	B34	12/07/2011 02:20 PM	12/07/2011 02:22 PM	D8
flightexplorer	AA-1886-BOS-MIA		12/7/2011 11:02AM EST			12/7/2011 2:16PM EST	
airtravelcenter	AA-1886-BOS-MIA		12/7/11 11:02 AM (-05:00)			12/7/11 2:16 PM (-05:00)	
myrateplan	AA-1886-BOS-MIA		12/7/11 11:02 AM (-05:00)			12/7/11 2:16 PM (-05:00)	
helloflight	AA-1886-BOS-MIA		12/7/11 11:02 AM (-05:00)			12/7/11 2:16 PM (-05:00)	
flytecomm	AA-1886-BOS-MIA		12/7/11 11:02 AM (-05:00)			12/7/11 2:16 PM (-05:00)	
flights	AA-1886-BOS-MIA		2011-12-07 11:01 AM	B34		2011-12-07 02:22 PM	D8
businesstravellogue	AA-1886-BOS-MIA		2011-12-07 11:01 AM	B34		2011-12-07 02:22 PM	D8
flylouisville	AA-1886-BOS-MIA		2011-12-07 11:01 AM	B34		2011-12-07 02:22 PM	D8
flightview	AA-1886-BOS-MIA		11:02 AMDec 07			2:22 PMDec 07	
panynj	AA-1886-BOS-MIA		11:02 AMDec 07			2:22 PMDec 07	
gofox	AA-1886-BOS-MIA		11:02 AMDec 07			2:22 PMDec 07	
foxbusiness	AA-1886-BOS-MIA		11:02 AMDec 07			2:22 PMDec 07	
allegiantair	AA-1886-BOS-MIA		11:02 AMDec 07			2:22 PMDec 07	
boston	AA-1886-BOS-MIA		11:02 AMDec 07			2:14 PMDec 07	
travelocity	AA-1886-BOS-MIA	Dec 07 - 10:45am	Dec 07 - 10:46am	B34	Dec 07 - 2:20pm	Dec 07 - 2:22pm	D8
orbitz	AA-1886-BOS-MIA	10:45aDec 7	10:46aDec 7	 B34	2:20pDec 7	2:22pDec 7	 D8
weather	AA-1886-BOS-MIA	2011-12-07 10:45 AM			2011-12-07 02:20 PM		
mia	AA-1886-BOS-MIA				2:20P 12-07-11	2011-12-07  2:22P	
usatoday	AA-1886-BOS-MIA		11:02 AMDec 07			2:14 PMDec 07	
ua	UA-6280-ORD-SBN	Wed, Dec 7 3:20 PM	Wed, Dec 7 Cancelled	HOLD	Wed, Dec 7 5:01 PM		A7
airtravelcenter	UA-6280-ORD-SBN	12/7/11 3:20 PM (-06:00)			12/7/11 5:01 PM (-05:00)		
myrateplan	UA-6280-ORD-SBN	12/7/11 3:20 PM (-06:00)			12/7/11 5:01 PM (-05:00)		
helloflight	UA-6280-ORD-SBN	12/7/11 3:20 PM (-06:00)			12/7/11 5:01 PM (-05:00)		
flytecomm	UA-6280-ORD-SBN	12/7/11 3:20 PM (-06:00)			12/7/11 5:01 PM (-05:00)		
flightaware	UA-6280-ORD-SBN	2011-12-07 03:20PM CST	2011-12-07 Cancelled	 F2B 	2011-12-07 04:37PM EST	2011-12-07 Cancelled	 A7 
flightaware	UA-6280-ORD-SBN	2011-12-07 03:20PM CST	2011-12-07 Cancelled	 F2B 	2011-12-07 04:37PM EST	2011-12-07 Cancelled	 A7 
wunderground	UA-6280-ORD-SBN	2011-12-07 03:20PM CST	2011-12-07 Cancelled	 F2B 	2011-12-07 04:37PM EST	2011-12-07 Cancelled	 A7 
wunderground	UA-6280-ORD-SBN	2011-12-07 03:20PM CST	2011-12-07 Cancelled	 F2B 	2011-12-07 04:37PM EST	2011-12-07 Cancelled	 A7 
flights	UA-6280-ORD-SBN		2011-12-07 03:20 PM	F2B		2011-12-07 05:01 PM	
businesstravellogue	UA-6280-ORD-SBN		2011-12-07 03:20 PM	F2B		2011-12-07 05:01 PM	
flylouisville	UA-6280-ORD-SBN		2011-12-07 03:20 PM	F2B		2011-12-07 05:01 PM	
flightview	UA-6280-ORD-SBN	3:20 PMDec 07			5:01 PMDec 07		
panynj	UA-6280-ORD-SBN	3:20 PMDec 07			5:01 PMDec 07		
gofox	UA-6280-ORD-SBN	3:20 PMDec 07			5:01 PMDec 07		
foxbusiness	UA-6280-ORD-SBN	3:20 PMDec 07			5:01 PMDec 07		
allegiantair	UA-6280-ORD-SBN	3:20 PMDec 07			5:01 PMDec 07		
boston	UA-6280-ORD-SBN	3:20 PMDec 07			5:01 PMDec 07		
orbitz	UA-6280-ORD-SBN	3:20pDec 7		 F2B	5:01pDec 7		 A7
mytripandmore	UA-6280-ORD-SBN	3:20pDec 7		 F2B	5:01pDec 7		 A7
flightwise	UA-6280-ORD-SBN	2011-12-07 03:20PM CST	2011-12-07 Cancelled	 F2B 	2011-12-07 04:37PM EST	2011-12-07 Cancelled	 A7 
flightarrival	UA-6280-ORD-SBN	3:20 PMDec 07			5:01 PMDec 07		
ua	UA-4218-MEM-EWR	Wed, Dec 7 3:07 PM	Wed, Dec 7 4:51 PM            Delayed	C14	Wed, Dec 7 6:48 PM	Wed, Dec 7 8:33 PM	C70
airtravelcenter	UA-4218-MEM-EWR	12/7/11 3:07 PM (-06:00)			12/7/11 6:48 PM (-05:00)		
myrateplan	UA-4218-MEM-EWR	12/7/11 3:07 PM (-06:00)			12/7/11 6:48 PM (-05:00)		
helloflight	UA-4218-MEM-EWR	12/7/11 3:07 PM (-06:00)			12/7/11 6:48 PM (-05:00)		
flytecomm	UA-4218-MEM-EWR	12/7/11 3:07 PM (-06:00)			12/7/11 6:48 PM (-05:00)		
flights	UA-4218-MEM-EWR		2011-12-07 04:51 PM	C14		2011-12-07 06:48 PM	70
businesstravellogue	UA-4218-MEM-EWR		2011-12-07 04:51 PM	C14		2011-12-07 06:48 PM	70
flylouisville	UA-4218-MEM-EWR		2011-12-07 04:51 PM	C14		2011-12-07 06:48 PM	70
flightview	UA-4218-MEM-EWR		4:51 PMDec 07			8:33 PMDec 07	
panynj	UA-4218-MEM-EWR		4:51 PMDec 07			8:33 PMDec 07	
gofox	UA-4218-MEM-EWR		4:51 PMDec 07			8:33 PMDec 07	
foxbusiness	UA-4218-MEM-EWR		4:51 PMDec 07			8:33 PMDec 07	
allegiantair	UA-4218-MEM-EWR		4:51 PMDec 07			8:33 PMDec 07	
boston	UA-4218-MEM-EWR	3:07 PMDec 07			8:26 PMDec 07		
orbitz	UA-4218-MEM-EWR	3:07pDec 7	4:51pDec 7	 C14	10:18pDec 7		 C70
flightarrival	UA-4218-MEM-EWR	3:07 PMDec 07			8:26 PMDec 07		
ua	UA-442-ORD-BDL	Wed, Dec 7 4:11 PM	Wed, Dec 7 4:20 PM            Delayed	B6	Wed, Dec 7 7:16 PM	Wed, Dec 7 7:16 PM	23
flightexplorer	UA-442-ORD-BDL		12/7/2011 4:30PM CST			12/7/2011 7:04PM EST	
airtravelcenter	UA-442-ORD-BDL		12/7/11 4:32 PM (-06:00)			12/7/11 7:07 PM (-05:00)	
myrateplan	UA-442-ORD-BDL		12/7/11 4:32 PM (-06:00)			12/7/11 7:07 PM (-05:00)	
helloflight	UA-442-ORD-BDL		12/7/11 4:32 PM (-06:00)			12/7/11 7:07 PM (-05:00)	
flytecomm	UA-442-ORD-BDL		12/7/11 4:32 PM (-06:00)			12/7/11 7:07 PM (-05:00)	
flightaware	UA-442-ORD-BDL	2011-12-07 04:11PM CST	2011-12-07 04:32PM CST	 B6 	2011-12-07 07:01PM EST	2011-12-07 07:04PM EST	 23 
wunderground	UA-442-ORD-BDL	2011-12-07 04:11PM CST	2011-12-07 04:32PM CST	 B6 	2011-12-07 07:01PM EST	2011-12-07 07:04PM EST	 23 
flights	UA-442-ORD-BDL		2011-12-07 04:20 PM	B6		2011-12-07 07:16 PM	23
businesstravellogue	UA-442-ORD-BDL		2011-12-07 04:20 PM	B6		2011-12-07 07:16 PM	23
flylouisville	UA-442-ORD-BDL		2011-12-07 04:20 PM	B6		2011-12-07 07:16 PM	23
flightview	UA-442-ORD-BDL		4:32 PMDec 07			7:09 PMDec 07	
panynj	UA-442-ORD-BDL		4:32 PMDec 07			7:09 PMDec 07	
gofox	UA-442-ORD-BDL		4:32 PMDec 07			7:09 PMDec 07	
foxbusiness	UA-442-ORD-BDL		4:32 PMDec 07			7:09 PMDec 07	
allegiantair	UA-442-ORD-BDL		4:32 PMDec 07			7:09 PMDec 07	
boston	UA-442-ORD-BDL		4:32 PMDec 07			7:09 PMDec 07	
orbitz	UA-442-ORD-BDL	4:22pDec 7	4:31pDec 7	 B6	7:14pDec 7		 -
ord	UA-442-ORD-BDL	2011-12-07 4:11 PM		B6	2011-12-07 7:16 PM		23
flightwise	UA-442-ORD-BDL	2011-12-07 04:11PM CST	2011-12-07 04:32PM CST	 B6 	2011-12-07 07:01PM EST	2011-12-07 07:04PM EST	 23 
aa	AA-1710-DFW-IAD	12/07/2011 08:40 PM		C28	12/08/2011 12:15 AM		B73
flightexplorer	AA-1710-DFW-IAD		12/6/2011 9:22PM CST			12/7/2011 12:28AM EST	
flightexplorer	AA-1710-DFW-IAD	12/7/2011 8:40PM CST			12/8/2011 12:15AM EST		
airtravelcenter	AA-1710-DFW-IAD		12/7/11 8:42 PM (-06:00)			12/7/11 11:45 PM (-05:00)	
myrateplan	AA-1710-DFW-IAD		12/7/11 8:42 PM (-06:00)			12/7/11 11:45 PM (-05:00)	
helloflight	AA-1710-DFW-IAD		12/7/11 8:42 PM (-06:00)			12/7/11 11:45 PM (-05:00)	
flytecomm	AA-1710-DFW-IAD		12/7/11 8:42 PM (-06:00)			12/7/11 11:45 PM (-05:00)	
flights	AA-1710-DFW-IAD	2011-12-07 08:40 PM		C28	2011-12-07 12:15 AM		B73
businesstravellogue	AA-1710-DFW-IAD	2011-12-07 08:40 PM		C28	2011-12-07 12:15 AM		B73
flylouisville	AA-1710-DFW-IAD	2011-12-07 08:40 PM		C28	2011-12-07 12:15 AM		B73
flightstats	AA-1710-DFW-IAD	2011-12-07 8:40 PM	2011-12-07 8:42 PM (Estimated runway)		2011-12-07 12:15 AM	2011-12-07 11:45 PM (Estimated runway)	
quicktrip	AA-1710-DFW-IAD	2011-12-07 8:40 PM	2011-12-07 8:42 PM (Estimated runway)		2011-12-07 12:15 AM	2011-12-07 11:45 PM (Estimated runway)	
flightview	AA-1710-DFW-IAD	8:40 PMDec 07			12:15 AMDec 08		
panynj	AA-1710-DFW-IAD	8:40 PMDec 07			12:15 AMDec 08		
gofox	AA-1710-DFW-IAD	8:40 PMDec 07			12:15 AMDec 08		
foxbusiness	AA-1710-DFW-IAD	8:40 PMDec 07			12:15 AMDec 08		
allegiantair	AA-1710-DFW-IAD	8:40 PMDec 07			12:15 AMDec 08		
boston	AA-1710-DFW-IAD	8:40 PMDec 07			12:15 AMDec 08		
orbitz	AA-1710-DFW-IAD	8:40pDec 7		 C28	12:15aDec 8		 B73
iad	AA-1710-DFW-IAD				2011-12-07 00:15 	2011-12-07 00:15 	
mytripandmore	AA-1710-DFW-IAD	8:40pDec 7		 C28	12:15aDec 8		 B73
ua	UA-4461-CVG-EWR	Wed, Dec 7 4:25 PM	Wed, Dec 7 6:12 PM            Delayed	2	Wed, Dec 7 6:25 PM	Wed, Dec 7 8:14 PM	A26X
airtravelcenter	UA-4461-CVG-EWR	12/7/11 4:25 PM (-05:00)			12/7/11 6:25 PM (-05:00)		
myrateplan	UA-4461-CVG-EWR	12/7/11 4:25 PM (-05:00)			12/7/11 6:25 PM (-05:00)		
helloflight	UA-4461-CVG-EWR	12/7/11 4:25 PM (-05:00)			12/7/11 6:25 PM (-05:00)		
flytecomm	UA-4461-CVG-EWR	12/7/11 4:25 PM (-05:00)			12/7/11 6:25 PM (-05:00)		
flights	UA-4461-CVG-EWR		2011-12-07 06:12 PM	2		2011-12-07 08:14 PM	26
businesstravellogue	UA-4461-CVG-EWR		2011-12-07 06:12 PM	2		2011-12-07 08:14 PM	26
flylouisville	UA-4461-CVG-EWR		2011-12-07 06:12 PM	2		2011-12-07 08:14 PM	26
flightstats	UA-4461-CVG-EWR	2011-12-07 4:25 PM	2011-12-07 6:12 PM		2011-12-07 6:25 PM	2011-12-07 8:14 PM	
quicktrip	UA-4461-CVG-EWR	2011-12-07 4:25 PM	2011-12-07 6:12 PM		2011-12-07 6:25 PM	2011-12-07 8:14 PM	
flightview	UA-4461-CVG-EWR		6:31 PMDec 07			8:14 PMDec 07	
panynj	UA-4461-CVG-EWR		6:31 PMDec 07			8:14 PMDec 07	
gofox	UA-4461-CVG-EWR		6:31 PMDec 07			8:14 PMDec 07	
foxbusiness	UA-4461-CVG-EWR		6:31 PMDec 07			8:14 PMDec 07	
allegiantair	UA-4461-CVG-EWR		6:31 PMDec 07			8:14 PMDec 07	
boston	UA-4461-CVG-EWR		6:31 PMDec 07			8:07 PMDec 07	
orbitz	UA-4461-CVG-EWR	4:25pDec 7	6:12pDec 7	 2	6:25pDec 7	8:14pDec 7	 A26X
usatoday	UA-4461-CVG-EWR	2011-12-07 4:25 PM	2011-12-07 6:12 PM		2011-12-07 6:25 PM	2011-12-07 8:14 PM	
flightarrival	UA-4461-CVG-EWR		6:31 PMDec 07			8:07 PMDec 07	
aa	AA-3824-DEN-LAX	12/07/2011 08:10 PM	12/07/2011 08:16 PM	A49	12/07/2011 09:50 PM		44E
airtravelcenter	AA-3824-DEN-LAX		12/7/11 8:17 PM (-07:00)			12/7/11 9:17 PM (-08:00)	
myrateplan	AA-3824-DEN-LAX		12/7/11 8:17 PM (-07:00)			12/7/11 9:17 PM (-08:00)	
helloflight	AA-3824-DEN-LAX		12/7/11 8:17 PM (-07:00)			12/7/11 9:17 PM (-08:00)	
flytecomm	AA-3824-DEN-LAX		12/7/11 8:17 PM (-07:00)			12/7/11 9:17 PM (-08:00)	
flightaware	AA-3824-DEN-LAX	2011-12-07 08:10PM MST	2011-12-07 08:17PM MST	 A49 	2011-12-07 09:26PM PST	2011-12-07 09:15PM PST	 44E 
wunderground	AA-3824-DEN-LAX	2011-12-07 08:10PM MST	2011-12-07 08:17PM MST	 A49 	2011-12-07 09:26PM PST	2011-12-07 09:15PM PST	 44E 
flights	AA-3824-DEN-LAX	08:10 PM  Wed 07-Dec-2011		A49	09:50 PM  Wed 07-Dec-2011		44E
businesstravellogue	AA-3824-DEN-LAX	08:10 PM  Wed 07-Dec-2011		A49	09:50 PM  Wed 07-Dec-2011		44E
flylouisville	AA-3824-DEN-LAX	08:10 PM  Wed 07-Dec-2011		A49	09:50 PM  Wed 07-Dec-2011		44E
flightstats	AA-3824-DEN-LAX	2011-12-07 8:10 PM	2011-12-07 8:16 PM		2011-12-07 9:50 PM	2011-12-07 9:26 PM (Estimated)	
quicktrip	AA-3824-DEN-LAX	2011-12-07 8:10 PM	2011-12-07 8:16 PM		2011-12-07 9:50 PM	2011-12-07 9:26 PM (Estimated)	
world-flight-tracker	AA-3824-DEN-LAX	2011-12-07 8:10 PM	2011-12-07 8:16 PM		2011-12-07 9:50 PM	2011-12-07 9:26 PM (Estimated)	
flightview	AA-3824-DEN-LAX	8:10 PM, Dec 07	8:17 PM, Dec 07		9:50 PM, Dec 07		
panynj	AA-3824-DEN-LAX	8:10 PM, Dec 07	8:17 PM, Dec 07		9:50 PM, Dec 07		
gofox	AA-3824-DEN-LAX	8:10 PM, Dec 07	8:17 PM, Dec 07		9:50 PM, Dec 07		
foxbusiness	AA-3824-DEN-LAX	8:10 PM, Dec 07	8:17 PM, Dec 07		9:50 PM, Dec 07		
allegiantair	AA-3824-DEN-LAX	8:10 PM, Dec 07	8:17 PM, Dec 07		9:50 PM, Dec 07		
boston	AA-3824-DEN-LAX	8:10 PM, Dec 07	8:17 PM, Dec 07		9:50 PM, Dec 07	9:20 PM, Dec 07&nbsp(Estimated)	
travelocity	AA-3824-DEN-LAX	Dec 07 - 8:10pm	Dec 07 - 8:05pm	A49	Dec 07 - 9:50pm	Dec 07 - 9:26pm*	44E/T4
orbitz	AA-3824-DEN-LAX	8:10pDec 7	8:05pDec 7	 A49	8:58pDec 7		 44E
weather	AA-3824-DEN-LAX	2011-12-07 08:10 PM			2011-12-07 09:50 PM		
den	AA-3824-DEN-LAX	2011-12-07 8:10 PM		A49			
usatoday	AA-3824-DEN-LAX	2011-12-07 08:10 PM			2011-12-07 09:50 PM		
flightwise	AA-3824-DEN-LAX	2011-12-07 08:10PM MST	2011-12-07 08:17PM MST	 A49 	2011-12-07 09:26PM PST	2011-12-07 09:15PM PST	 44E 
ua	UA-927-DEN-SFO	Wed, Dec 7 6:42 PM	Wed, Dec 7 6:39 PM            On Time	B46	Wed, Dec 7 8:35 PM	Wed, Dec 7 8:09 PM	73
flightexplorer	UA-927-DEN-SFO		12/7/2011 6:54PM MST			12/7/2011 7:57PM PST	
airtravelcenter	UA-927-DEN-SFO		12/7/11 6:56 PM (-07:00)			12/7/11 7:57 PM (-08:00)	
myrateplan	UA-927-DEN-SFO		12/7/11 6:56 PM (-07:00)			12/7/11 7:57 PM (-08:00)	
helloflight	UA-927-DEN-SFO		12/7/11 6:56 PM (-07:00)			12/7/11 7:57 PM (-08:00)	
flytecomm	UA-927-DEN-SFO		12/7/11 6:56 PM (-07:00)			12/7/11 7:57 PM (-08:00)	
flights	UA-927-DEN-SFO		2011-12-07 06:39 PM	B46		2011-12-07 08:09 PM	73
businesstravellogue	UA-927-DEN-SFO		2011-12-07 06:39 PM	B46		2011-12-07 08:09 PM	73
flylouisville	UA-927-DEN-SFO		2011-12-07 06:39 PM	B46		2011-12-07 08:09 PM	73
flightview	UA-927-DEN-SFO		6:56 PMDec 07			8:09 PMDec 07	
panynj	UA-927-DEN-SFO		6:56 PMDec 07			8:09 PMDec 07	
gofox	UA-927-DEN-SFO		6:56 PMDec 07			8:09 PMDec 07	
foxbusiness	UA-927-DEN-SFO		6:56 PMDec 07			8:09 PMDec 07	
allegiantair	UA-927-DEN-SFO		6:56 PMDec 07			8:09 PMDec 07	
boston	UA-927-DEN-SFO		6:56 PMDec 07			8:03 PMDec 07	
orbitz	UA-927-DEN-SFO	6:58pDec 7	6:55pDec 7	 B46	8:35pDec 7	8:09pDec 7	 73
den	UA-927-DEN-SFO	2011-12-07 6:42 PM		B46			
usatoday	UA-927-DEN-SFO		6:56 PMDec 07			8:03 PMDec 07	
aa	AA-295-MIA-ORD	12/07/2011 03:45 PM	12/07/2011 03:53 PM	D1	12/07/2011 06:15 PM	12/07/2011 05:55 PM	K7
airtravelcenter	AA-295-MIA-ORD		12/7/11 3:53 PM (-05:00)			12/7/11 5:34 PM (-06:00)	
myrateplan	AA-295-MIA-ORD		12/7/11 3:53 PM (-05:00)			12/7/11 5:34 PM (-06:00)	
helloflight	AA-295-MIA-ORD		12/7/11 3:53 PM (-05:00)			12/7/11 5:34 PM (-06:00)	
flytecomm	AA-295-MIA-ORD		12/7/11 3:53 PM (-05:00)			12/7/11 5:34 PM (-06:00)	
flightaware	AA-295-MIA-ORD	2011-12-07 03:45PM EST	2011-12-07 03:53PM EST	 D1 	2011-12-07 05:29PM CST	2011-12-07 05:34PM CST	 K7 
wunderground	AA-295-MIA-ORD	2011-12-07 03:45PM EST	2011-12-07 03:53PM EST	 D1 	2011-12-07 05:29PM CST	2011-12-07 05:34PM CST	 K7 
flights	AA-295-MIA-ORD	03:45 PM  Wed 07-Dec-2011	03:53 PM  Wed 07-Dec-2011	D1	06:15 PM  Wed 07-Dec-2011	05:55 PM  Wed 07-Dec-2011	K7
businesstravellogue	AA-295-MIA-ORD	03:45 PM  Wed 07-Dec-2011	03:53 PM  Wed 07-Dec-2011	D1	06:15 PM  Wed 07-Dec-2011	05:55 PM  Wed 07-Dec-2011	K7
flylouisville	AA-295-MIA-ORD	03:45 PM  Wed 07-Dec-2011	03:53 PM  Wed 07-Dec-2011	D1	06:15 PM  Wed 07-Dec-2011	05:55 PM  Wed 07-Dec-2011	K7
flightstats	AA-295-MIA-ORD	2011-12-07 3:45 PM	2011-12-07 3:53 PM		2011-12-07 6:15 PM	2011-12-07 5:55 PM	
quicktrip	AA-295-MIA-ORD	2011-12-07 3:45 PM	2011-12-07 3:53 PM		2011-12-07 6:15 PM	2011-12-07 5:55 PM	
world-flight-tracker	AA-295-MIA-ORD	2011-12-07 3:45 PM	2011-12-07 3:53 PM		2011-12-07 6:15 PM	2011-12-07 5:55 PM	
flightview	AA-295-MIA-ORD	3:45 PM, Dec 07	3:53 PM, Dec 07	Terminal D - D1	6:15 PM, Dec 07	5:40 PM, Dec 07	K7
panynj	AA-295-MIA-ORD	3:45 PM, Dec 07	3:53 PM, Dec 07	Terminal D - D1	6:15 PM, Dec 07	5:40 PM, Dec 07	K7
gofox	AA-295-MIA-ORD	3:45 PM, Dec 07	3:53 PM, Dec 07		6:15 PM, Dec 07	5:40 PM, Dec 07	
foxbusiness	AA-295-MIA-ORD	3:45 PM, Dec 07	3:53 PM, Dec 07	Terminal D - D1	6:15 PM, Dec 07	5:40 PM, Dec 07	K7
allegiantair	AA-295-MIA-ORD	3:45 PM, Dec 07	3:53 PM, Dec 07	Terminal D - D1	6:15 PM, Dec 07	5:40 PM, Dec 07	K7
boston	AA-295-MIA-ORD	3:45 PM, Dec 07	3:53 PM, Dec 07		6:15 PM, Dec 07	5:40 PM, Dec 07	
travelocity	AA-295-MIA-ORD	Dec 07 - 3:45pm	Dec 07 - 3:41pm	D1	Dec 07 - 6:15pm	Dec 07 - 5:55pm	K7/T3
orbitz	AA-295-MIA-ORD	3:45pDec 7	3:41pDec 7	 D1	6:15pDec 7	5:55pDec 7	 K7
weather	AA-295-MIA-ORD	2011-12-07 03:45 PM			2011-12-07 06:15 PM		
ord	AA-295-MIA-ORD	2011-12-07 3:45 PM		D1	2011-12-07 6:15 PM		K7
ifly	AA-295-MIA-ORD	2011-12-07 3:45 PM	2011-12-07 3:53 PM		2011-12-07 6:15 PM	2011-12-07 5:55 PM	
usatoday	AA-295-MIA-ORD	2011-12-07 3:45 PM	2011-12-07 3:53 PM		2011-12-07 6:15 PM	2011-12-07 5:55 PM	
mytripandmore	AA-295-MIA-ORD	3:45pDec 7	3:41pDec 7	 D1	6:15pDec 7	5:55pDec 7	 K7
flightarrival	AA-295-MIA-ORD	3:45 PM, Dec 07	3:53 PM, Dec 07		6:15 PM, Dec 07	5:40 PM, Dec 07	
aa	AA-4242-CLE-JFK	12/08/2011 12:20 PM	12/08/2011 12:18 PM	A3	12/07/2011 02:00 PM	12/07/2011 01:32 PM	32I
flightexplorer	AA-4242-CLE-JFK		12/7/2011 12:18PM EST			12/7/2011 1:13PM EST	
airtravelcenter	AA-4242-CLE-JFK		12/7/11 12:18 PM (-05:00)			12/7/11 1:13 PM (-05:00)	
myrateplan	AA-4242-CLE-JFK		12/7/11 12:18 PM (-05:00)			12/7/11 1:13 PM (-05:00)	
helloflight	AA-4242-CLE-JFK		12/7/11 12:18 PM (-05:00)			12/7/11 1:13 PM (-05:00)	
flytecomm	AA-4242-CLE-JFK		12/7/11 12:18 PM (-05:00)			12/7/11 1:13 PM (-05:00)	
flights	AA-4242-CLE-JFK	12:20 PM  Wed 07-Dec-2011	12:18 PM  Wed 07-Dec-2011 (Runway)	A3	02:00 PM  Wed 07-Dec-2011	01:26 PM  Wed 07-Dec-2011 (Runway)	C32I
businesstravellogue	AA-4242-CLE-JFK	12:20 PM  Wed 07-Dec-2011	12:18 PM  Wed 07-Dec-2011 (Runway)	A3	02:00 PM  Wed 07-Dec-2011	01:26 PM  Wed 07-Dec-2011 (Runway)	C32I
flylouisville	AA-4242-CLE-JFK	12:20 PM  Wed 07-Dec-2011	12:18 PM  Wed 07-Dec-2011 (Runway)	A3	02:00 PM  Wed 07-Dec-2011	01:26 PM  Wed 07-Dec-2011 (Runway)	C32I
flightstats	AA-4242-CLE-JFK	2011-12-07 12:20 PM	2011-12-07 12:18 PM (runway)		2011-12-07 2:00 PM	2011-12-07 1:26 PM (runway)	
quicktrip	AA-4242-CLE-JFK	2011-12-07 12:20 PM	2011-12-07 12:18 PM (runway)		2011-12-07 2:00 PM	2011-12-07 1:26 PM (runway)	
world-flight-tracker	AA-4242-CLE-JFK	2011-12-07 12:20 PM	2011-12-07 12:18 PM (runway)		2011-12-07 2:00 PM	2011-12-07 1:26 PM (runway)	
