CO	CO-4237-EWR-DTW	Sun., Dec.25, 2011 12:09 p.m.	Sun., Dec.25, 2011 12:02 p.m.		Sun., Dec.25, 2011 2:16 p.m.	Sun., Dec.25, 2011 2:03 p.m.	
boston	UA-1693-MCO-IAH	8:35 AM, Dec 25	9:00 AM, Dec 25		10:17 AM, Dec 25	10:18 AM, Dec 25	
travelocity	UA-1693-MCO-IAH	Dec 25 - 8:35am	Dec 25 - Contact Airline	Not provided by airline	Dec 25 - 10:17am	Dec 25 - Contact Airline	Not provided by airline
orbitz	UA-1693-MCO-IAH	8:35aDec 25	8:37aDec 25	 39	10:17aDec 25	10:23aDec 25	 E6
weather	UA-1693-MCO-IAH	2011-12-25 08:35 AM	2011-12-25 09:00 AM		2011-12-25 10:17 AM	2011-12-25 10:05 AM	
usatoday	UA-1693-MCO-IAH	2011-12-25 8:35 AM	2011-12-25 8:37 AM		2011-12-25 10:17 AM	2011-12-25 10:23 AM	
flightwise	UA-1693-MCO-IAH	2011-12-25 08:35AM EST	2011-12-25 09:00AM EST	 39 	2011-12-25 10:07AM CST	2011-12-25 10:04AM CST	 E6 
CO	CO-1712-IAH-SFO	Sun., Dec.25, 2011 9:00 p.m.	Sun., Dec.25, 2011 9:04 p.m.		Sun., Dec.25, 2011 11:20 p.m.	Sun., Dec.25, 2011 10:59 p.m.	
flightexplorer	CO-1712-IAH-SFO		12/25/2011 9:14PM CST			12/25/2011 10:46PM PST	
airtravelcenter	CO-1712-IAH-SFO	12/25/11 9:00 PM (-06:00)			12/25/11 11:20 PM (-08:00)		
myrateplan	CO-1712-IAH-SFO	12/25/11 9:00 PM (-06:00)			12/25/11 11:20 PM (-08:00)		
helloflight	CO-1712-IAH-SFO	12/25/11 9:00 PM (-06:00)			12/25/11 11:20 PM (-08:00)		
flytecomm	CO-1712-IAH-SFO	12/25/11 9:00 PM (-06:00)			12/25/11 11:20 PM (-08:00)		
flightaware	CO-1712-IAH-SFO	2011-12-25 09:00PM CST	2011-12-25 09:15PM CST	 E3 	2011-12-25 10:51PM PST	2011-12-25 10:47PM PST	 89 
wunderground	CO-1712-IAH-SFO	2011-12-25 09:00PM CST	2011-12-25 09:15PM CST	 E3 	2011-12-25 10:51PM PST	2011-12-25 10:47PM PST	 89 
flights	CO-1712-IAH-SFO		2011-12-25 09:04 PM	3		2011-12-25 11:20 PM	89
businesstravellogue	CO-1712-IAH-SFO		2011-12-25 09:04 PM	3		2011-12-25 11:20 PM	89
flylouisville	CO-1712-IAH-SFO		2011-12-25 09:04 PM	3		2011-12-25 11:20 PM	89
flightstats	CO-1712-IAH-SFO	2011-12-25 9:00 PM	2011-12-25 9:04 PM		2011-12-25 11:20 PM	2011-12-25 10:59 PM (Estimated)	
quicktrip	CO-1712-IAH-SFO	2011-12-25 9:00 PM	2011-12-25 9:04 PM		2011-12-25 11:20 PM	2011-12-25 10:59 PM (Estimated)	
flightview	CO-1712-IAH-SFO		9:15 PMDec 25			10:49 PMDec 25	
panynj	CO-1712-IAH-SFO		9:15 PMDec 25			10:49 PMDec 25	
gofox	CO-1712-IAH-SFO		9:15 PMDec 25			10:49 PMDec 25	
foxbusiness	CO-1712-IAH-SFO		9:15 PMDec 25			10:49 PMDec 25	
allegiantair	CO-1712-IAH-SFO		9:15 PMDec 25			10:49 PMDec 25	
boston	CO-1712-IAH-SFO		9:15 PMDec 25			10:47 PMDec 25	
orbitz	CO-1712-IAH-SFO	9:00pDec 25	9:04pDec 25	 E3	10:26pDec 25		 89
sfo	CO-1712-IAH-SFO				2011-12-25 11:20 PM		89
ifly	CO-1712-IAH-SFO	2011-12-25 9:00 PM	2011-12-25 9:04 PM		2011-12-25 11:20 PM	2011-12-25 10:59 PM (Estimated)	
usatoday	CO-1712-IAH-SFO		9:15 PMDec 25			10:47 PMDec 25	
flightarrival	CO-1712-IAH-SFO	2011-12-25 9:00 PM	2011-12-25 9:04 PM		2011-12-25 11:20 PM	2011-12-25 10:59 PM (Estimated)	
CO	CO-1293-FLL-EWR	Sun., Dec.25, 2011 8:07 a.m.	Sun., Dec.25, 2011 8:01 a.m.		Sun., Dec.25, 2011 11:02 a.m.	Sun., Dec.25, 2011 10:42 a.m.	
flightexplorer	CO-1293-FLL-EWR		12/25/2011 8:14AM EST			12/25/2011 10:38AM EST	
airtravelcenter	CO-1293-FLL-EWR	12/25/11 8:07 AM (-05:00)			12/25/11 11:02 AM (-05:00)		
myrateplan	CO-1293-FLL-EWR	12/25/11 8:07 AM (-05:00)			12/25/11 11:02 AM (-05:00)		
helloflight	CO-1293-FLL-EWR	12/25/11 8:07 AM (-05:00)			12/25/11 11:02 AM (-05:00)		
flytecomm	CO-1293-FLL-EWR	12/25/11 8:07 AM (-05:00)			12/25/11 11:02 AM (-05:00)		
flightaware	CO-1293-FLL-EWR	2011-12-25 08:07AM EST	2011-12-25 08:15AM EST	 C3 	2011-12-25 10:44AM EST	2011-12-25 10:34AM EST	 C96 
wunderground	CO-1293-FLL-EWR	2011-12-25 08:07AM EST	2011-12-25 08:15AM EST	 C3 	2011-12-25 10:44AM EST	2011-12-25 10:34AM EST	 C96 
flights	CO-1293-FLL-EWR	08:07 AM  Sun 25-Dec-2011	08:01 AM  Sun 25-Dec-2011	C3	11:02 AM  Sun 25-Dec-2011	10:42 AM  Sun 25-Dec-2011	96
businesstravellogue	CO-1293-FLL-EWR	08:07 AM  Sun 25-Dec-2011	08:01 AM  Sun 25-Dec-2011	C3	11:02 AM  Sun 25-Dec-2011	10:42 AM  Sun 25-Dec-2011	96
flylouisville	CO-1293-FLL-EWR	08:07 AM  Sun 25-Dec-2011	08:01 AM  Sun 25-Dec-2011	C3	11:02 AM  Sun 25-Dec-2011	10:42 AM  Sun 25-Dec-2011	96
flightstats	CO-1293-FLL-EWR	2011-12-25 8:07 AM	2011-12-25 8:01 AM		2011-12-25 11:02 AM	2011-12-25 10:42 AM	
quicktrip	CO-1293-FLL-EWR	2011-12-25 8:07 AM	2011-12-25 8:01 AM		2011-12-25 11:02 AM	2011-12-25 10:42 AM	
world-flight-tracker	CO-1293-FLL-EWR	2011-12-25 8:07 AM	2011-12-25 8:01 AM		2011-12-25 11:02 AM	2011-12-25 10:42 AM	
flightview	CO-1293-FLL-EWR	8:07 AM, Dec 25	8:15 AM, Dec 25	Term 1 - C3	11:02 AM, Dec 25	10:42 AM, Dec 25	Term C - C96
panynj	CO-1293-FLL-EWR	8:07 AM, Dec 25	8:15 AM, Dec 25	Term 1 - C3	11:02 AM, Dec 25	10:42 AM, Dec 25	Term C - C96
gofox	CO-1293-FLL-EWR	8:07 AM, Dec 25	8:15 AM, Dec 25		11:02 AM, Dec 25	10:42 AM, Dec 25	
foxbusiness	CO-1293-FLL-EWR	8:07 AM, Dec 25	8:15 AM, Dec 25	Term 1 - C3	11:02 AM, Dec 25	10:42 AM, Dec 25	Term C - C96
allegiantair	CO-1293-FLL-EWR	8:07 AM, Dec 25	8:15 AM, Dec 25	Term 1 - C3	11:02 AM, Dec 25	10:42 AM, Dec 25	Term C - C96
boston	CO-1293-FLL-EWR	8:07 AM, Dec 25	8:15 AM, Dec 25		11:02 AM, Dec 25	10:35 AM, Dec 25	
travelocity	CO-1293-FLL-EWR	Dec 25 - 8:07am	Dec 25 - 8:01am	C3	Dec 25 - 11:02am	Dec 25 - 10:42am	C96
orbitz	CO-1293-FLL-EWR	8:07aDec 25	8:01aDec 25	 C3	11:02aDec 25	10:42aDec 25	 C96
weather	CO-1293-FLL-EWR	2011-12-25 08:07 AM			2011-12-25 11:02 AM		
mytripandmore	CO-1293-FLL-EWR	Dec 25 - 8:07am	Dec 25 - 8:01am	C3	Dec 25 - 11:02am	Dec 25 - 10:42am	C96
flightarrival	CO-1293-FLL-EWR	2011-12-25 08:07 AM			2011-12-25 11:02 AM		
ua	UA-3373-PHL-IAD	Sun, Dec 25 10:15 AM	Sun, Dec 25 10:15 AM            On Time	D7	Sun, Dec 25 11:18 AM	Sun, Dec 25 11:05 AM	C28
flightexplorer	UA-3373-PHL-IAD		12/25/2011 10:29AM EST			12/25/2011 11:05AM EST	
airtravelcenter	UA-3373-PHL-IAD		12/25/11 10:28 AM (-05:00)			12/25/11 11:05 AM (-05:00)	
myrateplan	UA-3373-PHL-IAD		12/25/11 10:28 AM (-05:00)			12/25/11 11:05 AM (-05:00)	
helloflight	UA-3373-PHL-IAD		12/25/11 10:28 AM (-05:00)			12/25/11 11:05 AM (-05:00)	
flytecomm	UA-3373-PHL-IAD		12/25/11 10:28 AM (-05:00)			12/25/11 11:05 AM (-05:00)	
flightaware	UA-3373-PHL-IAD	2011-12-25 10:15AM EST	2011-12-25 10:29AM EST	 D7 	2011-12-25 10:54AM EST	2011-12-25 11:05AM EST	 C28 
wunderground	UA-3373-PHL-IAD	2011-12-25 10:15AM EST	2011-12-25 10:29AM EST	 D7 	2011-12-25 10:54AM EST	2011-12-25 11:05AM EST	 C28 
flights	UA-3373-PHL-IAD		2011-12-25 10:15 AM	D7		2011-12-25 11:05 AM	C28
businesstravellogue	UA-3373-PHL-IAD		2011-12-25 10:15 AM	D7		2011-12-25 11:05 AM	C28
flylouisville	UA-3373-PHL-IAD		2011-12-25 10:15 AM	D7		2011-12-25 11:05 AM	C28
flightview	UA-3373-PHL-IAD		10:29 AMDec 25			11:05 AMDec 25	
panynj	UA-3373-PHL-IAD		10:29 AMDec 25			11:05 AMDec 25	
gofox	UA-3373-PHL-IAD		10:29 AMDec 25			11:05 AMDec 25	
foxbusiness	UA-3373-PHL-IAD		10:29 AMDec 25			11:05 AMDec 25	
allegiantair	UA-3373-PHL-IAD		10:29 AMDec 25			11:05 AMDec 25	
boston	UA-3373-PHL-IAD		10:29 AMDec 25			11:03 AMDec 25	
orbitz	UA-3373-PHL-IAD	10:15aDec 25	10:15aDec 25	 D7	11:18aDec 25	11:05aDec 25	 C28
flightwise	UA-3373-PHL-IAD	2011-12-25 10:15AM EST	2011-12-25 10:29AM EST	 D7 	2011-12-25 10:54AM EST	2011-12-25 11:05AM EST	 C28 
flightarrival	UA-3373-PHL-IAD		10:29 AMDec 25			11:03 AMDec 25	
aa	AA-1920-LAX-SFO	December 25, 2011               07:00 AM    	December 25, 2011               06:54 AM    	 46B	December 25, 2011               08:15 AM    	December 25, 2011               08:02 AM    	 56A    
flightexplorer	AA-1920-LAX-SFO		12/25/2011 7:10AM PST			12/25/2011 7:55AM PST	
airtravelcenter	AA-1920-LAX-SFO		12/25/11 7:10 AM (-08:00)			12/25/11 7:55 AM (-08:00)	
myrateplan	AA-1920-LAX-SFO		12/25/11 7:10 AM (-08:00)			12/25/11 7:55 AM (-08:00)	
helloflight	AA-1920-LAX-SFO		12/25/11 7:10 AM (-08:00)			12/25/11 7:55 AM (-08:00)	
flytecomm	AA-1920-LAX-SFO		12/25/11 7:10 AM (-08:00)			12/25/11 7:55 AM (-08:00)	
flightaware	AA-1920-LAX-SFO	2011-12-25 07:00AM PST	2011-12-25 07:10AM PST	 46B 	2011-12-25 08:08AM PST	2011-12-25 07:58AM PST	 56A 
wunderground	AA-1920-LAX-SFO	2011-12-25 07:00AM PST	2011-12-25 07:10AM PST	 46B 	2011-12-25 08:08AM PST	2011-12-25 07:58AM PST	 56A 
flights	AA-1920-LAX-SFO	07:00 AM  Sun 25-Dec-2011	06:54 AM  Sun 25-Dec-2011	46B	08:15 AM  Sun 25-Dec-2011	08:02 AM  Sun 25-Dec-2011	56A
businesstravellogue	AA-1920-LAX-SFO	07:00 AM  Sun 25-Dec-2011	06:54 AM  Sun 25-Dec-2011	46B	08:15 AM  Sun 25-Dec-2011	08:02 AM  Sun 25-Dec-2011	56A
flylouisville	AA-1920-LAX-SFO	07:00 AM  Sun 25-Dec-2011	06:54 AM  Sun 25-Dec-2011	46B	08:15 AM  Sun 25-Dec-2011	08:02 AM  Sun 25-Dec-2011	56A
flightstats	AA-1920-LAX-SFO	2011-12-25 7:00 AM	2011-12-25 6:54 AM		2011-12-25 8:15 AM	2011-12-25 8:02 AM	
quicktrip	AA-1920-LAX-SFO	2011-12-25 7:00 AM	2011-12-25 6:54 AM		2011-12-25 8:15 AM	2011-12-25 8:02 AM	
world-flight-tracker	AA-1920-LAX-SFO	2011-12-25 7:00 AM	2011-12-25 6:54 AM		2011-12-25 8:15 AM	2011-12-25 8:02 AM	
flightview	AA-1920-LAX-SFO	7:00 AM, Dec 25	7:10 AM, Dec 25	Terminal 4 - 46B	8:15 AM, Dec 25	8:02 AM, Dec 25	Terminal 2 - 56A
panynj	AA-1920-LAX-SFO	7:00 AM, Dec 25	7:10 AM, Dec 25	Terminal 4 - 46B	8:15 AM, Dec 25	8:02 AM, Dec 25	Terminal 2 - 56A
gofox	AA-1920-LAX-SFO	7:00 AM, Dec 25	7:10 AM, Dec 25		8:15 AM, Dec 25	8:02 AM, Dec 25	
foxbusiness	AA-1920-LAX-SFO	7:00 AM, Dec 25	7:10 AM, Dec 25	Terminal 4 - 46B	8:15 AM, Dec 25	8:02 AM, Dec 25	Terminal 2 - 56A
allegiantair	AA-1920-LAX-SFO	7:00 AM, Dec 25	7:10 AM, Dec 25	Terminal 4 - 46B	8:15 AM, Dec 25	8:02 AM, Dec 25	Terminal 2 - 56A
boston	AA-1920-LAX-SFO	7:00 AM, Dec 25	7:10 AM, Dec 25		8:15 AM, Dec 25	7:59 AM, Dec 25	
travelocity	AA-1920-LAX-SFO	Dec 25 - 7:00am	Dec 25 - 6:54am	46B/T4	Dec 25 - 8:15am	Dec 25 - 8:02am	56A
orbitz	AA-1920-LAX-SFO	7:00aDec 25	6:54aDec 25	 46B	8:15aDec 25	8:02aDec 25	 56A
weather	AA-1920-LAX-SFO	2011-12-25 07:00 AM	2011-12-25 07:10 AM		2011-12-25 08:15 AM	2011-12-25 07:55 AM	
sfo	AA-1920-LAX-SFO				2011-12-25 8:15 AM		56
usatoday	AA-1920-LAX-SFO	7:00 AM, Dec 25	7:10 AM, Dec 25		8:15 AM, Dec 25	7:59 AM, Dec 25	
mytripandmore	AA-1920-LAX-SFO	Dec 25 - 7:00am	Dec 25 - 6:54am	46B/T4	Dec 25 - 8:15am	Dec 25 - 8:02am	56A
flightwise	AA-1920-LAX-SFO	2011-12-25 07:00AM PST	2011-12-25 07:10AM PST	 46B 	2011-12-25 08:08AM PST	2011-12-25 07:58AM PST	 56A 
flightarrival	AA-1920-LAX-SFO	2011-12-25 07:00 AM	2011-12-25 07:10 AM		2011-12-25 08:15 AM	2011-12-25 07:55 AM	
aa	AA-1572-DFW-IAD	December 25, 2011               08:10 AM    	December 25, 2011               08:06 AM    	 C11	December 25, 2011               11:50 AM    	December 25, 2011               11:36 AM    	 B71    
flightexplorer	AA-1572-DFW-IAD		12/25/2011 8:19AM CST			12/25/2011 11:32AM EST	
airtravelcenter	AA-1572-DFW-IAD		12/25/11 8:18 AM (-06:00)			12/25/11 11:32 AM (-05:00)	
myrateplan	AA-1572-DFW-IAD		12/25/11 8:18 AM (-06:00)			12/25/11 11:32 AM (-05:00)	
helloflight	AA-1572-DFW-IAD		12/25/11 8:18 AM (-06:00)			12/25/11 11:32 AM (-05:00)	
flytecomm	AA-1572-DFW-IAD		12/25/11 8:18 AM (-06:00)			12/25/11 11:32 AM (-05:00)	
flightaware	AA-1572-DFW-IAD	2011-12-25 08:10AM CST	2011-12-25 08:19AM CST	 C11 	2011-12-25 11:41AM EST	2011-12-25 11:26AM EST	 B71 
wunderground	AA-1572-DFW-IAD	2011-12-25 08:10AM CST	2011-12-25 08:19AM CST	 C11 	2011-12-25 11:41AM EST	2011-12-25 11:26AM EST	 B71 
flights	AA-1572-DFW-IAD		2011-12-25 08:06 AM	C11		2011-12-25 11:36 AM	B71
businesstravellogue	AA-1572-DFW-IAD		2011-12-25 08:06 AM	C11		2011-12-25 11:36 AM	B71
flylouisville	AA-1572-DFW-IAD		2011-12-25 08:06 AM	C11		2011-12-25 11:36 AM	B71
flightstats	AA-1572-DFW-IAD	2011-12-25 8:10 AM	2011-12-25 8:06 AM		2011-12-25 11:50 AM	2011-12-25 11:36 AM	
quicktrip	AA-1572-DFW-IAD	2011-12-25 8:10 AM	2011-12-25 8:06 AM		2011-12-25 11:50 AM	2011-12-25 11:36 AM	
flightview	AA-1572-DFW-IAD		8:19 AMDec 25			11:27 AMDec 25	
panynj	AA-1572-DFW-IAD		8:19 AMDec 25			11:27 AMDec 25	
gofox	AA-1572-DFW-IAD		8:19 AMDec 25			11:27 AMDec 25	
foxbusiness	AA-1572-DFW-IAD		8:19 AMDec 25			11:27 AMDec 25	
allegiantair	AA-1572-DFW-IAD		8:19 AMDec 25			11:27 AMDec 25	
boston	AA-1572-DFW-IAD		8:19 AMDec 25			11:27 AMDec 25	
orbitz	AA-1572-DFW-IAD	8:10aDec 25	8:06aDec 25	 C11	11:50aDec 25	11:36aDec 25	 B71
usatoday	AA-1572-DFW-IAD		8:19 AMDec 25			11:27 AMDec 25	
ua	UA-4379-MTY-IAH	Sun, Dec 25 3:08 PM	Sun, Dec 25 3:08 PM            On Time	-11-	Sun, Dec 25 4:30 PM	Sun, Dec 25 4:44 PM	D-3
airtravelcenter	UA-4379-MTY-IAH	12/25/11 3:08 PM (-06:00)			12/25/11 4:30 PM (-06:00)		
myrateplan	UA-4379-MTY-IAH	12/25/11 3:08 PM (-06:00)			12/25/11 4:30 PM (-06:00)		
helloflight	UA-4379-MTY-IAH	12/25/11 3:08 PM (-06:00)			12/25/11 4:30 PM (-06:00)		
flytecomm	UA-4379-MTY-IAH	12/25/11 3:08 PM (-06:00)			12/25/11 4:30 PM (-06:00)		
flights	UA-4379-MTY-IAH	2011-12-25 03:08 PM		11	2011-12-25 04:30 PM		3
businesstravellogue	UA-4379-MTY-IAH	2011-12-25 03:08 PM		11	2011-12-25 04:30 PM		3
flylouisville	UA-4379-MTY-IAH	2011-12-25 03:08 PM		11	2011-12-25 04:30 PM		3
flightview	UA-4379-MTY-IAH	3:08 PMDec 25			4:44 PMDec 25		
panynj	UA-4379-MTY-IAH	3:08 PMDec 25			4:44 PMDec 25		
gofox	UA-4379-MTY-IAH	3:08 PMDec 25			4:44 PMDec 25		
foxbusiness	UA-4379-MTY-IAH	3:08 PMDec 25			4:44 PMDec 25		
allegiantair	UA-4379-MTY-IAH	3:08 PMDec 25			4:44 PMDec 25		
boston	UA-4379-MTY-IAH	3:19 PMDec 25			4:17 PMDec 25		
orbitz	UA-4379-MTY-IAH	3:08pDec 25		 -	4:58pDec 25		 -
flightarrival	UA-4379-MTY-IAH	3:19 PMDec 25			4:17 PMDec 25		
ua	UA-1099-LIM-EWR	Sun, Dec 25 11:39 PM	Sun, Dec 25 11:39 PM	--	Mon, Dec 26 7:30 AM	Mon, Dec 26 7:30 AM	C123
airtravelcenter	UA-1099-LIM-EWR	12/25/11 11:39 PM (-05:00)			12/26/11 7:30 AM (-05:00)		
myrateplan	UA-1099-LIM-EWR	12/25/11 11:39 PM (-05:00)			12/26/11 7:30 AM (-05:00)		
helloflight	UA-1099-LIM-EWR	12/25/11 11:39 PM (-05:00)			12/26/11 7:30 AM (-05:00)		
flytecomm	UA-1099-LIM-EWR	12/25/11 11:39 PM (-05:00)			12/26/11 7:30 AM (-05:00)		
flights	UA-1099-LIM-EWR	11:39 PM  Sun 25-Dec-2011			07:30 AM  Mon 26-Dec-2011		
businesstravellogue	UA-1099-LIM-EWR	11:39 PM  Sun 25-Dec-2011			07:30 AM  Mon 26-Dec-2011		
flylouisville	UA-1099-LIM-EWR	11:39 PM  Sun 25-Dec-2011			07:30 AM  Mon 26-Dec-2011		
flightview	UA-1099-LIM-EWR	11:39 PM, Dec 25			7:30 AM, Dec 26		
panynj	UA-1099-LIM-EWR	11:39 PM, Dec 25			7:30 AM, Dec 26		
gofox	UA-1099-LIM-EWR	11:39 PM, Dec 25			7:30 AM, Dec 26		
foxbusiness	UA-1099-LIM-EWR	11:39 PM, Dec 25			7:30 AM, Dec 26		
allegiantair	UA-1099-LIM-EWR	11:39 PM, Dec 25			7:30 AM, Dec 26		
boston	UA-1099-LIM-EWR	11:39 PM, Dec 25	Not Available		7:30 AM, Dec 26	Not Available	
travelocity	UA-1099-LIM-EWR	Dec 25 - 11:39pm	Dec 25 - Contact Airline	Not provided by airline	Dec 26 - 7:30am	Dec 26 - Contact Airline	Not provided by airline
orbitz	UA-1099-LIM-EWR	11:39pDec 24	12:27aDec 25	 -	7:30aDec 25	7:47aDec 25	 -
weather	UA-1099-LIM-EWR	2011-12-25 11:39 PM			2011-12-25 07:30 AM		
flightarrival	UA-1099-LIM-EWR	2011-12-25 11:39 PM			2011-12-25 07:30 AM		
CO	CO-1193-EWR-MCO	Sun., Dec.25, 2011 9:20 a.m.	Sun., Dec.25, 2011 9:16 a.m.		Sun., Dec.25, 2011 12:19 p.m.	Sun., Dec.25, 2011 12:07 p.m.	
flightexplorer	CO-1193-EWR-MCO		12/25/2011 9:33AM EST			12/25/2011 12:00PM EST	
airtravelcenter	CO-1193-EWR-MCO	12/25/11 9:20 AM (-05:00)			12/25/11 12:19 PM (-05:00)		
myrateplan	CO-1193-EWR-MCO	12/25/11 9:20 AM (-05:00)			12/25/11 12:19 PM (-05:00)		
helloflight	CO-1193-EWR-MCO	12/25/11 9:20 AM (-05:00)			12/25/11 12:19 PM (-05:00)		
flytecomm	CO-1193-EWR-MCO	12/25/11 9:20 AM (-05:00)			12/25/11 12:19 PM (-05:00)		
flightaware	CO-1193-EWR-MCO	2011-12-25 09:20AM EST	2011-12-25 09:34AM EST	 C90 	2011-12-25 12:19PM EST	2011-12-25 12:01PM EST	 39 
wunderground	CO-1193-EWR-MCO	2011-12-25 09:20AM EST	2011-12-25 09:34AM EST	 C90 	2011-12-25 12:19PM EST	2011-12-25 12:01PM EST	 39 
flights	CO-1193-EWR-MCO	09:20 AM  Sun 25-Dec-2011	09:16 AM  Sun 25-Dec-2011	90	12:19 PM  Sun 25-Dec-2011	12:07 PM  Sun 25-Dec-2011	39
businesstravellogue	CO-1193-EWR-MCO	09:20 AM  Sun 25-Dec-2011	09:16 AM  Sun 25-Dec-2011	90	12:19 PM  Sun 25-Dec-2011	12:07 PM  Sun 25-Dec-2011	39
flylouisville	CO-1193-EWR-MCO	09:20 AM  Sun 25-Dec-2011	09:16 AM  Sun 25-Dec-2011	90	12:19 PM  Sun 25-Dec-2011	12:07 PM  Sun 25-Dec-2011	39
flightstats	CO-1193-EWR-MCO	2011-12-25 9:20 AM	2011-12-25 9:16 AM		2011-12-25 12:19 PM	2011-12-25 12:07 PM	
quicktrip	CO-1193-EWR-MCO	2011-12-25 9:20 AM	2011-12-25 9:16 AM		2011-12-25 12:19 PM	2011-12-25 12:07 PM	
world-flight-tracker	CO-1193-EWR-MCO	2011-12-25 9:20 AM	2011-12-25 9:16 AM		2011-12-25 12:19 PM	2011-12-25 12:07 PM	
flightview	CO-1193-EWR-MCO	9:20 AM, Dec 25	9:34 AM, Dec 25	Term C - C90	12:19 PM, Dec 25	12:07 PM, Dec 25	Term B - 39
panynj	CO-1193-EWR-MCO	9:20 AM, Dec 25	9:34 AM, Dec 25	Term C - C90	12:19 PM, Dec 25	12:07 PM, Dec 25	Term B - 39
gofox	CO-1193-EWR-MCO	9:20 AM, Dec 25	9:34 AM, Dec 25		12:19 PM, Dec 25	12:07 PM, Dec 25	
foxbusiness	CO-1193-EWR-MCO	9:20 AM, Dec 25	9:34 AM, Dec 25	Term C - C90	12:19 PM, Dec 25	12:07 PM, Dec 25	Term B - 39
allegiantair	CO-1193-EWR-MCO	9:20 AM, Dec 25	9:34 AM, Dec 25	Term C - C90	12:19 PM, Dec 25	12:07 PM, Dec 25	Term B - 39
boston	CO-1193-EWR-MCO	9:20 AM, Dec 25	9:34 AM, Dec 25		12:19 PM, Dec 25	12:01 PM, Dec 25	
travelocity	CO-1193-EWR-MCO	Dec 25 - 9:20am	Dec 25 - 9:16am	C90	Dec 25 - 12:19pm	Dec 25 - 12:07pm	39
orbitz	CO-1193-EWR-MCO	9:20aDec 25	9:16aDec 25	 C90	12:19pDec 25	12:07pDec 25	 39
weather	CO-1193-EWR-MCO	2011-12-25 09:20 AM			2011-12-25 12:19 PM		
mco	CO-1193-EWR-MCO				2011-12-25 Sun  12:19	2011-12-25 Sun  12:15	39?
mytripandmore	CO-1193-EWR-MCO	9:20aDec 25	9:16aDec 25	 C90	12:19pDec 25	12:07pDec 25	 39
flightarrival	CO-1193-EWR-MCO	9:20 AM, Dec 25	9:34 AM, Dec 25		12:19 PM, Dec 25	12:01 PM, Dec 25	
CO	CO-1162-IAH-SEA	Sun., Dec.25, 2011 2:43 p.m.	Sun., Dec.25, 2011 3:49 p.m.		Sun., Dec.25, 2011 5:35 p.m.	Sun., Dec.25, 2011 6:12 p.m.	
flightexplorer	CO-1162-IAH-SEA		12/25/2011 4:06PM CST			12/25/2011 6:08PM PST	
airtravelcenter	CO-1162-IAH-SEA	12/25/11 2:43 PM (-06:00)			12/25/11 5:35 PM (-08:00)		
myrateplan	CO-1162-IAH-SEA	12/25/11 2:43 PM (-06:00)			12/25/11 5:35 PM (-08:00)		
helloflight	CO-1162-IAH-SEA	12/25/11 2:43 PM (-06:00)			12/25/11 5:35 PM (-08:00)		
flytecomm	CO-1162-IAH-SEA	12/25/11 2:43 PM (-06:00)			12/25/11 5:35 PM (-08:00)		
flights	CO-1162-IAH-SEA		2011-12-25 03:49 PM	12		2011-12-25 06:12 PM	14
businesstravellogue	CO-1162-IAH-SEA		2011-12-25 03:49 PM	12		2011-12-25 06:12 PM	14
flylouisville	CO-1162-IAH-SEA		2011-12-25 03:49 PM	12		2011-12-25 06:12 PM	14
flightstats	CO-1162-IAH-SEA	2011-12-25 2:43 PM	2011-12-25 3:49 PM		2011-12-25 5:35 PM	2011-12-25 6:12 PM	
quicktrip	CO-1162-IAH-SEA	2011-12-25 2:43 PM	2011-12-25 3:49 PM		2011-12-25 5:35 PM	2011-12-25 6:12 PM	
flightview	CO-1162-IAH-SEA		4:07 PMDec 25			6:12 PMDec 25	
panynj	CO-1162-IAH-SEA		4:07 PMDec 25			6:12 PMDec 25	
gofox	CO-1162-IAH-SEA		4:07 PMDec 25			6:12 PMDec 25	
foxbusiness	CO-1162-IAH-SEA		4:07 PMDec 25			6:12 PMDec 25	
allegiantair	CO-1162-IAH-SEA		4:07 PMDec 25			6:12 PMDec 25	
boston	CO-1162-IAH-SEA		4:07 PMDec 25			6:06 PMDec 25	
travelocity	CO-1162-IAH-SEA	Dec 25 - 2:43pm	Dec 25 - 3:49pm	E12	Dec 25 - 5:35pm	Dec 25 - 6:12pm	N14
orbitz	CO-1162-IAH-SEA	2:43pDec 25	3:49pDec 25	 E12	5:35pDec 25	6:12pDec 25	 N14
weather	CO-1162-IAH-SEA	2011-12-25 02:43 PM			2011-12-25 05:35 PM		
ifly	CO-1162-IAH-SEA	2011-12-25 2:43 PM	2011-12-25 3:49 PM		2011-12-25 5:35 PM	2011-12-25 6:12 PM	
usatoday	CO-1162-IAH-SEA	2011-12-25 02:43 PM			2011-12-25 05:35 PM		
flightarrival	CO-1162-IAH-SEA	2011-12-25 2:43 PM	2011-12-25 3:49 PM		2011-12-25 5:35 PM	2011-12-25 6:12 PM	
ua	UA-952-ORD-IAD	Sun, Dec 25 11:14 AM	Sun, Dec 25 11:10 AM            On Time	B9	Sun, Dec 25 2:00 PM	Sun, Dec 25 1:38 PM	C23
flightexplorer	UA-952-ORD-IAD		12/25/2011 11:22AM CST			12/25/2011 1:33PM EST	
airtravelcenter	UA-952-ORD-IAD		12/25/11 11:22 AM (-06:00)			12/25/11 1:29 PM (-05:00)	
myrateplan	UA-952-ORD-IAD		12/25/11 11:22 AM (-06:00)			12/25/11 1:29 PM (-05:00)	
