ua	UA-1534-RTB-IAH	Sat, Dec 3 2:05 PM	Sat, Dec 3 2:59 PM	--	Sat, Dec 3 5:01 PM	Sat, Dec 3 5:49 PM	E17
usatoday	AA-3787-LAX-IAH	6:55 AM, Dec 03	7:07 AM, Dec 03		12:05 PM, Dec 03	11:53 AM, Dec 03	
flightarrival	AA-3787-LAX-IAH	2011-12-03 06:55 AM			2011-12-03 12:05 PM		
CO	CO-4245-EWR-CVG	Sat., Dec.03, 2011 4:05 p.m.	Sat., Dec.03, 2011 3:59 p.m.		Sat., Dec.03, 2011 6:13 p.m.	Sat., Dec.03, 2011 5:47 p.m.	
airtravelcenter	CO-4245-EWR-CVG	12/3/11 4:05 PM (-05:00)			12/3/11 6:13 PM (-05:00)		
myrateplan	CO-4245-EWR-CVG	12/3/11 4:05 PM (-05:00)			12/3/11 6:13 PM (-05:00)		
helloflight	CO-4245-EWR-CVG	12/3/11 4:05 PM (-05:00)			12/3/11 6:13 PM (-05:00)		
flytecomm	CO-4245-EWR-CVG	12/3/11 4:05 PM (-05:00)			12/3/11 6:13 PM (-05:00)		
flightaware	CO-4245-EWR-CVG	2011-12-03 04:05PM EST	2011-12-03 04:09PM EST		2011-12-03 06:09PM EST	2011-12-03 05:41PM EST	
flightaware	CO-4245-EWR-CVG	2011-12-03 04:05PM EST	2011-12-03 04:09PM EST		2011-12-03 06:09PM EST	2011-12-03 05:41PM EST	
wunderground	CO-4245-EWR-CVG	2011-12-03 04:05PM EST	2011-12-03 04:09PM EST		2011-12-03 06:09PM EST	2011-12-03 05:41PM EST	
wunderground	CO-4245-EWR-CVG	2011-12-03 04:05PM EST	2011-12-03 04:09PM EST		2011-12-03 06:09PM EST	2011-12-03 05:41PM EST	
flights	CO-4245-EWR-CVG	04:05 PM  Sat 03-Dec-2011	03:59 PM  Sat 03-Dec-2011		06:13 PM  Sat 03-Dec-2011	05:47 PM  Sat 03-Dec-2011	
businesstravellogue	CO-4245-EWR-CVG	04:05 PM  Sat 03-Dec-2011	03:59 PM  Sat 03-Dec-2011		06:13 PM  Sat 03-Dec-2011	05:47 PM  Sat 03-Dec-2011	
flylouisville	CO-4245-EWR-CVG	04:05 PM  Sat 03-Dec-2011	03:59 PM  Sat 03-Dec-2011		06:13 PM  Sat 03-Dec-2011	05:47 PM  Sat 03-Dec-2011	
flightstats	CO-4245-EWR-CVG	2011-12-03 4:05 PM	2011-12-03 3:59 PM		2011-12-03 6:13 PM	2011-12-03 5:47 PM	
quicktrip	CO-4245-EWR-CVG	2011-12-03 4:05 PM	2011-12-03 3:59 PM		2011-12-03 6:13 PM	2011-12-03 5:47 PM	
world-flight-tracker	CO-4245-EWR-CVG	2011-12-03 4:05 PM	2011-12-03 3:59 PM		2011-12-03 6:13 PM	2011-12-03 5:47 PM	
flightview	CO-4245-EWR-CVG	4:05 PM, Dec 03	4:10 PM, Dec 03	Term A - A26	6:13 PM, Dec 03	5:47 PM, Dec 03	Term 2
panynj	CO-4245-EWR-CVG	4:05 PM, Dec 03	4:10 PM, Dec 03	Term A - A26	6:13 PM, Dec 03	5:47 PM, Dec 03	Term 2
gofox	CO-4245-EWR-CVG	4:05 PM, Dec 03	4:10 PM, Dec 03		6:13 PM, Dec 03	5:47 PM, Dec 03	
foxbusiness	CO-4245-EWR-CVG	4:05 PM, Dec 03	4:10 PM, Dec 03	Term A - A26	6:13 PM, Dec 03	5:47 PM, Dec 03	Term 2
allegiantair	CO-4245-EWR-CVG	4:05 PM, Dec 03	4:10 PM, Dec 03	Term A - A26	6:13 PM, Dec 03	5:47 PM, Dec 03	Term 2
boston	CO-4245-EWR-CVG	4:05 PM, Dec 03	4:10 PM, Dec 03		6:13 PM, Dec 03	5:46 PM, Dec 03	
travelocity	CO-4245-EWR-CVG	Dec 03 - 4:05pm	Dec 03 - 3:59pm	A26	Dec 03 - 6:13pm	Dec 03 - 5:47pm	Not provided by airline
orbitz	CO-4245-EWR-CVG	4:05pDec 3	3:59pDec 3	 -	6:13pDec 3	5:47pDec 3	 -
weather	CO-4245-EWR-CVG	2011-12-03 04:05 PM			2011-12-03 06:13 PM		
ifly	CO-4245-EWR-CVG	2011-12-03 4:05 PM	2011-12-03 3:59 PM		2011-12-03 6:13 PM	2011-12-03 5:47 PM	
mytripandmore	CO-4245-EWR-CVG	4:05pDec 3	3:59pDec 3	 -	6:13pDec 3	5:47pDec 3	 -
flightwise	CO-4245-EWR-CVG	2011-12-03 04:05PM EST	2011-12-03 04:09PM EST		2011-12-03 06:09PM EST	2011-12-03 05:41PM EST	
ua	UA-1473-SDQ-EWR	Sat, Dec 3 1:26 PM	Sat, Dec 3 1:15 PM	--	Sat, Dec 3 4:28 PM	Sat, Dec 3 4:12 PM	C133
airtravelcenter	UA-1473-SDQ-EWR	12/3/11 1:26 PM (-04:00)			12/3/11 4:28 PM (-05:00)		
myrateplan	UA-1473-SDQ-EWR	12/3/11 1:26 PM (-04:00)			12/3/11 4:28 PM (-05:00)		
helloflight	UA-1473-SDQ-EWR	12/3/11 1:26 PM (-04:00)			12/3/11 4:28 PM (-05:00)		
flytecomm	UA-1473-SDQ-EWR	12/3/11 1:26 PM (-04:00)			12/3/11 4:28 PM (-05:00)		
flights	UA-1473-SDQ-EWR		2011-12-03 01:15 PM	A-3		2011-12-03 04:12 PM	133
businesstravellogue	UA-1473-SDQ-EWR		2011-12-03 01:15 PM	A-3		2011-12-03 04:12 PM	133
flylouisville	UA-1473-SDQ-EWR		2011-12-03 01:15 PM	A-3		2011-12-03 04:12 PM	133
flightview	UA-1473-SDQ-EWR		1:26 PMDec 03			4:12 PMDec 03	
panynj	UA-1473-SDQ-EWR		1:26 PMDec 03			4:12 PMDec 03	
gofox	UA-1473-SDQ-EWR		1:26 PMDec 03			4:12 PMDec 03	
foxbusiness	UA-1473-SDQ-EWR		1:26 PMDec 03			4:12 PMDec 03	
allegiantair	UA-1473-SDQ-EWR		1:26 PMDec 03			4:12 PMDec 03	
boston	UA-1473-SDQ-EWR		1:26 PMDec 03			4:04 PMDec 03	
travelocity	UA-1473-SDQ-EWR	Dec 03 - 1:26pm	Dec 03 - Contact Airline	Not provided by airline	Dec 03 - 4:28pm	Dec 03 - Contact Airline	Not provided by airline
orbitz	UA-1473-SDQ-EWR	1:26pDec 3	1:15pDec 3	 -	4:28pDec 3	4:12pDec 3	 -
weather	UA-1473-SDQ-EWR	2011-12-03 01:26 PM			2011-12-03 04:28 PM		
mytripandmore	UA-1473-SDQ-EWR	Dec 03 - 1:26pm	Dec 03 - Contact Airline	Not provided by airline	Dec 03 - 4:28pm	Dec 03 - Contact Airline	Not provided by airline
flightarrival	UA-1473-SDQ-EWR	2011-12-03 01:26 PM			2011-12-03 04:28 PM		
aa	AA-149-IAD-LAX	12/03/2011 08:15 AM	12/03/2011 08:22 AM	B71	12/03/2011 11:10 AM	12/03/2011 10:58 AM	48A
flightexplorer	AA-149-IAD-LAX		12/3/2011 8:23AM EST			12/3/2011 10:56AM PST	
airtravelcenter	AA-149-IAD-LAX		12/3/11 8:23 AM (-05:00)			12/3/11 10:56 AM (-08:00)	
myrateplan	AA-149-IAD-LAX		12/3/11 8:23 AM (-05:00)			12/3/11 10:56 AM (-08:00)	
helloflight	AA-149-IAD-LAX		12/3/11 8:23 AM (-05:00)			12/3/11 10:56 AM (-08:00)	
flytecomm	AA-149-IAD-LAX		12/3/11 8:23 AM (-05:00)			12/3/11 10:56 AM (-08:00)	
flightaware	AA-149-IAD-LAX	2011-12-03 08:15AM EST	2011-12-03 08:23AM EST	 B71 	2011-12-03 10:38AM PST	2011-12-03 10:48AM PST	 48A 
wunderground	AA-149-IAD-LAX	2011-12-03 08:15AM EST	2011-12-03 08:23AM EST	 B71 	2011-12-03 10:38AM PST	2011-12-03 10:48AM PST	 48A 
flights	AA-149-IAD-LAX	08:15 AM  Sat 03-Dec-2011	08:22 AM  Sat 03-Dec-2011	B71	11:10 AM  Sat 03-Dec-2011	10:58 AM  Sat 03-Dec-2011	48A
businesstravellogue	AA-149-IAD-LAX	08:15 AM  Sat 03-Dec-2011	08:22 AM  Sat 03-Dec-2011	B71	11:10 AM  Sat 03-Dec-2011	10:58 AM  Sat 03-Dec-2011	48A
flylouisville	AA-149-IAD-LAX	08:15 AM  Sat 03-Dec-2011	08:22 AM  Sat 03-Dec-2011	B71	11:10 AM  Sat 03-Dec-2011	10:58 AM  Sat 03-Dec-2011	48A
flightstats	AA-149-IAD-LAX	2011-12-03 8:15 AM	2011-12-03 8:22 AM		2011-12-03 11:10 AM	2011-12-03 10:58 AM	
quicktrip	AA-149-IAD-LAX	2011-12-03 8:15 AM	2011-12-03 8:22 AM		2011-12-03 11:10 AM	2011-12-03 10:58 AM	
world-flight-tracker	AA-149-IAD-LAX	2011-12-03 8:15 AM	2011-12-03 8:22 AM		2011-12-03 11:10 AM	2011-12-03 10:58 AM	
flightview	AA-149-IAD-LAX	8:15 AM, Dec 03	8:23 AM, Dec 03	B71	11:10 AM, Dec 03	10:58 AM, Dec 03	Terminal T4 - 48A
panynj	AA-149-IAD-LAX	8:15 AM, Dec 03	8:23 AM, Dec 03	B71	11:10 AM, Dec 03	10:58 AM, Dec 03	Terminal T4 - 48A
gofox	AA-149-IAD-LAX	8:15 AM, Dec 03	8:23 AM, Dec 03		11:10 AM, Dec 03	10:58 AM, Dec 03	
foxbusiness	AA-149-IAD-LAX	8:15 AM, Dec 03	8:23 AM, Dec 03	B71	11:10 AM, Dec 03	10:58 AM, Dec 03	Terminal T4 - 48A
allegiantair	AA-149-IAD-LAX	8:15 AM, Dec 03	8:23 AM, Dec 03	B71	11:10 AM, Dec 03	10:58 AM, Dec 03	Terminal T4 - 48A
boston	AA-149-IAD-LAX	8:15 AM, Dec 03	8:23 AM, Dec 03		11:10 AM, Dec 03	10:53 AM, Dec 03	
travelocity	AA-149-IAD-LAX	Dec 03 - 8:15am	Dec 03 - 8:08am	B71	Dec 03 - 11:10am	Dec 03 - 10:58am	48A/T4
orbitz	AA-149-IAD-LAX	8:15aDec 3	8:08aDec 3	 B71	11:10aDec 3	10:58aDec 3	 48A
weather	AA-149-IAD-LAX	2011-12-03 08:15 AM	2011-12-03 08:23 AM		2011-12-03 11:10 AM	2011-12-03 10:51 AM	
ifly	AA-149-IAD-LAX	2011-12-03 8:15 AM	2011-12-03 8:22 AM		2011-12-03 11:10 AM	2011-12-03 10:58 AM	
flightarrival	AA-149-IAD-LAX	8:15 AM, Dec 03	8:23 AM, Dec 03		11:10 AM, Dec 03	10:53 AM, Dec 03	
ua	UA-2802-MSP-PHX	Sat, Dec 3 7:20 AM	Sat, Dec 3 7:20 AM	C9	Sat, Dec 3 10:09 AM	Sat, Dec 3 10:04 AM	A11
airtravelcenter	UA-2802-MSP-PHX	12/3/11 7:20 AM (-06:00)			12/3/11 10:09 AM (-07:00)		
myrateplan	UA-2802-MSP-PHX	12/3/11 7:20 AM (-06:00)			12/3/11 10:09 AM (-07:00)		
helloflight	UA-2802-MSP-PHX	12/3/11 7:20 AM (-06:00)			12/3/11 10:09 AM (-07:00)		
flytecomm	UA-2802-MSP-PHX	12/3/11 7:20 AM (-06:00)			12/3/11 10:09 AM (-07:00)		
flightaware	UA-2802-MSP-PHX	2011-12-03 07:20AM CST	2011-12-03 07:45AM CST		2011-12-03 09:21AM MST	2011-12-03 09:58AM MST	
wunderground	UA-2802-MSP-PHX	2011-12-03 07:20AM CST	2011-12-03 07:45AM CST		2011-12-03 09:21AM MST	2011-12-03 09:58AM MST	
flights	UA-2802-MSP-PHX	07:20 AM  Sat 03-Dec-2011	07:17 AM  Sat 03-Dec-2011	C9	10:09 AM  Sat 03-Dec-2011	10:04 AM  Sat 03-Dec-2011	A11
businesstravellogue	UA-2802-MSP-PHX	07:20 AM  Sat 03-Dec-2011	07:17 AM  Sat 03-Dec-2011	C9	10:09 AM  Sat 03-Dec-2011	10:04 AM  Sat 03-Dec-2011	A11
flylouisville	UA-2802-MSP-PHX	07:20 AM  Sat 03-Dec-2011	07:17 AM  Sat 03-Dec-2011	C9	10:09 AM  Sat 03-Dec-2011	10:04 AM  Sat 03-Dec-2011	A11
flightstats	UA-2802-MSP-PHX	2011-12-03 7:20 AM	2011-12-03 7:17 AM		2011-12-03 10:09 AM	2011-12-03 10:04 AM	
quicktrip	UA-2802-MSP-PHX	2011-12-03 7:20 AM	2011-12-03 7:17 AM		2011-12-03 10:09 AM	2011-12-03 10:04 AM	
world-flight-tracker	UA-2802-MSP-PHX	2011-12-03 7:20 AM	2011-12-03 7:17 AM		2011-12-03 10:09 AM	2011-12-03 10:04 AM	
flightview	UA-2802-MSP-PHX	7:20 AM, Dec 03	7:46 AM, Dec 03	C9	10:09 AM, Dec 03	9:57 AM, Dec 03	Terminal 4
panynj	UA-2802-MSP-PHX	7:20 AM, Dec 03	7:46 AM, Dec 03	C9	10:09 AM, Dec 03	9:57 AM, Dec 03	Terminal 4
gofox	UA-2802-MSP-PHX	7:20 AM, Dec 03	7:46 AM, Dec 03		10:09 AM, Dec 03	9:57 AM, Dec 03	
foxbusiness	UA-2802-MSP-PHX	7:20 AM, Dec 03	7:46 AM, Dec 03	C9	10:09 AM, Dec 03	9:57 AM, Dec 03	Terminal 4
allegiantair	UA-2802-MSP-PHX	7:20 AM, Dec 03	7:46 AM, Dec 03	C9	10:09 AM, Dec 03	9:57 AM, Dec 03	Terminal 4
boston	UA-2802-MSP-PHX	7:20 AM, Dec 03	7:46 AM, Dec 03		10:09 AM, Dec 03	9:57 AM, Dec 03	
travelocity	UA-2802-MSP-PHX	Dec 03 - 7:20am	Dec 03 - Contact Airline	Not provided by airline	Dec 03 - 10:09am	Dec 03 - Contact Airline	Not provided by airline
orbitz	UA-2802-MSP-PHX	7:20aDec 3	7:17aDec 3	 -	10:01aDec 3		 -
weather	UA-2802-MSP-PHX	2011-12-03 07:20 AM			2011-12-03 10:09 AM		
mytripandmore	UA-2802-MSP-PHX	Dec 03 - 7:20am	Dec 03 - Contact Airline	Not provided by airline	Dec 03 - 10:09am	Dec 03 - Contact Airline	Not provided by airline
flightwise	UA-2802-MSP-PHX	2011-12-03 07:20AM CST	2011-12-03 07:45AM CST		2011-12-03 09:21AM MST	2011-12-03 09:58AM MST	
CO	CO-1705-CLE-LAX	Sat., Dec.03, 2011 5:30 p.m.	Sat., Dec.03, 2011 5:29 p.m.		Sat., Dec.03, 2011 7:34 p.m.	Sat., Dec.03, 2011 7:31 p.m.	
flightexplorer	CO-1705-CLE-LAX		12/3/2011 5:41PM EST			12/3/2011 7:18PM PST	
airtravelcenter	CO-1705-CLE-LAX	12/3/11 5:30 PM (-05:00)			12/3/11 7:34 PM (-08:00)		
myrateplan	CO-1705-CLE-LAX	12/3/11 5:30 PM (-05:00)			12/3/11 7:34 PM (-08:00)		
helloflight	CO-1705-CLE-LAX	12/3/11 5:30 PM (-05:00)			12/3/11 7:34 PM (-08:00)		
flytecomm	CO-1705-CLE-LAX	12/3/11 5:30 PM (-05:00)			12/3/11 7:34 PM (-08:00)		
flightaware	CO-1705-CLE-LAX	2011-12-03 05:30PM EST	2011-12-03 05:42PM EST	 C3 	2011-12-03 07:22PM PST	2011-12-03 07:18PM PST	 60 
wunderground	CO-1705-CLE-LAX	2011-12-03 05:30PM EST	2011-12-03 05:42PM EST	 C3 	2011-12-03 07:22PM PST	2011-12-03 07:18PM PST	 60 
flights	CO-1705-CLE-LAX	05:30 PM  Sat 03-Dec-2011		C3	07:34 PM  Sat 03-Dec-2011		60
businesstravellogue	CO-1705-CLE-LAX	05:30 PM  Sat 03-Dec-2011		C3	07:34 PM  Sat 03-Dec-2011		60
flylouisville	CO-1705-CLE-LAX	05:30 PM  Sat 03-Dec-2011		C3	07:34 PM  Sat 03-Dec-2011		60
flightstats	CO-1705-CLE-LAX	2011-12-03 5:30 PM	2011-12-03 5:29 PM		2011-12-03 7:34 PM	2011-12-03 7:31 PM (Estimated)	
quicktrip	CO-1705-CLE-LAX	2011-12-03 5:30 PM	2011-12-03 5:29 PM		2011-12-03 7:34 PM	2011-12-03 7:31 PM (Estimated)	
world-flight-tracker	CO-1705-CLE-LAX	2011-12-03 5:30 PM	2011-12-03 5:29 PM		2011-12-03 7:34 PM	2011-12-03 7:31 PM (Estimated)	
flightview	CO-1705-CLE-LAX	5:30 PM, Dec 03	5:42 PM, Dec 03		7:34 PM, Dec 03		
panynj	CO-1705-CLE-LAX	5:30 PM, Dec 03	5:42 PM, Dec 03		7:34 PM, Dec 03		
gofox	CO-1705-CLE-LAX	5:30 PM, Dec 03	5:42 PM, Dec 03		7:34 PM, Dec 03		
foxbusiness	CO-1705-CLE-LAX	5:30 PM, Dec 03	5:42 PM, Dec 03		7:34 PM, Dec 03		
allegiantair	CO-1705-CLE-LAX	5:30 PM, Dec 03	5:42 PM, Dec 03		7:34 PM, Dec 03		
boston	CO-1705-CLE-LAX	5:30 PM, Dec 03	5:42 PM, Dec 03		7:34 PM, Dec 03	7:16 PM, Dec 03&nbsp(Estimated)	
travelocity	CO-1705-CLE-LAX	Dec 03 - 5:30pm	Dec 03 - 5:29pm	C03	Dec 03 - 7:34pm	Dec 03 - 7:47pm*	60
orbitz	CO-1705-CLE-LAX	5:30pDec 3	5:29pDec 3	 C03	8:00pDec 3		 60
weather	CO-1705-CLE-LAX	2011-12-03 05:30 PM			2011-12-03 07:34 PM		
usatoday	CO-1705-CLE-LAX	2011-12-03 05:30 PM			2011-12-03 07:34 PM		
mytripandmore	CO-1705-CLE-LAX	5:30pDec 3	5:29pDec 3	 C03	8:00pDec 3		 60
flightarrival	CO-1705-CLE-LAX	5:30 PM, Dec 03	5:42 PM, Dec 03		7:34 PM, Dec 03	7:16 PM, Dec 03&nbsp(Estimated)	
ua	UA-523-PHX-SFO	Sat, Dec 3 8:41 PM	Sat, Dec 3 9:23 PM            Delayed	5	Sat, Dec 3 9:49 PM	Sat, Dec 3 10:23 PM	73
airtravelcenter	UA-523-PHX-SFO		12/3/11 9:35 PM (-07:00)			12/3/11 10:12 PM (-08:00)	
myrateplan	UA-523-PHX-SFO		12/3/11 9:35 PM (-07:00)			12/3/11 10:12 PM (-08:00)	
helloflight	UA-523-PHX-SFO		12/3/11 9:35 PM (-07:00)			12/3/11 10:12 PM (-08:00)	
flytecomm	UA-523-PHX-SFO		12/3/11 9:35 PM (-07:00)			12/3/11 10:12 PM (-08:00)	
flightaware	UA-523-PHX-SFO	2011-12-03 08:41PM MST	2011-12-03 09:36PM MST	 5 	2011-12-03 09:20PM PST	2011-12-03 10:12PM PST	 73 
wunderground	UA-523-PHX-SFO	2011-12-03 08:41PM MST	2011-12-03 09:36PM MST	 5 	2011-12-03 09:20PM PST	2011-12-03 10:12PM PST	 73 
flights	UA-523-PHX-SFO		2011-12-03 09:23 PM	5		2011-12-03 09:49 PM	73
businesstravellogue	UA-523-PHX-SFO		2011-12-03 09:23 PM	5		2011-12-03 09:49 PM	73
flylouisville	UA-523-PHX-SFO		2011-12-03 09:23 PM	5		2011-12-03 09:49 PM	73
flightview	UA-523-PHX-SFO		9:36 PMDec 03			10:22 PMDec 03	
panynj	UA-523-PHX-SFO		9:36 PMDec 03			10:22 PMDec 03	
gofox	UA-523-PHX-SFO		9:36 PMDec 03			10:22 PMDec 03	
foxbusiness	UA-523-PHX-SFO		9:36 PMDec 03			10:22 PMDec 03	
allegiantair	UA-523-PHX-SFO		9:36 PMDec 03			10:22 PMDec 03	
boston	UA-523-PHX-SFO		9:36 PMDec 03			10:22 PMDec 03	
orbitz	UA-523-PHX-SFO	8:41pDec 3	9:23pDec 3	 5	10:57pDec 3		 73
flightwise	UA-523-PHX-SFO	2011-12-03 08:41PM MST	2011-12-03 09:36PM MST	 5 	2011-12-03 09:20PM PST	2011-12-03 10:12PM PST	 73 
ua	UA-6344-SMF-LAX	Sat, Dec 3 6:59 PM	Sat, Dec 3 6:52 PM            On Time	15	Sat, Dec 3 8:30 PM	Sat, Dec 3 8:22 PM	82
airtravelcenter	UA-6344-SMF-LAX	12/3/11 6:59 PM (-08:00)			12/3/11 8:30 PM (-08:00)		
myrateplan	UA-6344-SMF-LAX	12/3/11 6:59 PM (-08:00)			12/3/11 8:30 PM (-08:00)		
helloflight	UA-6344-SMF-LAX	12/3/11 6:59 PM (-08:00)			12/3/11 8:30 PM (-08:00)		
flytecomm	UA-6344-SMF-LAX	12/3/11 6:59 PM (-08:00)			12/3/11 8:30 PM (-08:00)		
flightaware	UA-6344-SMF-LAX	2011-12-03 06:59PM PST	2011-12-03 07:14PM PST	 15 	2011-12-03 08:01PM PST	2011-12-03 08:11PM PST	 82 
wunderground	UA-6344-SMF-LAX	2011-12-03 06:59PM PST	2011-12-03 07:14PM PST	 15 	2011-12-03 08:01PM PST	2011-12-03 08:11PM PST	 82 
flights	UA-6344-SMF-LAX		2011-12-03 06:52 PM	15		2011-12-03 08:30 PM	82
businesstravellogue	UA-6344-SMF-LAX		2011-12-03 06:52 PM	15		2011-12-03 08:30 PM	82
flylouisville	UA-6344-SMF-LAX		2011-12-03 06:52 PM	15		2011-12-03 08:30 PM	82
flightview	UA-6344-SMF-LAX		7:14 PMDec 03			8:11 PMDec 03	
panynj	UA-6344-SMF-LAX		7:14 PMDec 03			8:11 PMDec 03	
gofox	UA-6344-SMF-LAX		7:14 PMDec 03			8:11 PMDec 03	
foxbusiness	UA-6344-SMF-LAX		7:14 PMDec 03			8:11 PMDec 03	
allegiantair	UA-6344-SMF-LAX		7:14 PMDec 03			8:11 PMDec 03	
boston	UA-6344-SMF-LAX		7:14 PMDec 03			8:11 PMDec 03	
orbitz	UA-6344-SMF-LAX	7:20pDec 3	7:13pDec 3	 -	8:30pDec 3	8:22pDec 3	 -
usatoday	UA-6344-SMF-LAX		7:14 PMDec 03			8:11 PMDec 03	
ua	UA-854-SFO-IAH	Sat, Dec 3 7:55 AM	Sat, Dec 3 7:53 AM	83	Sat, Dec 3 1:41 PM	Sat, Dec 3 1:18 PM	C16
airtravelcenter	UA-854-SFO-IAH		12/3/11 8:06 AM (-08:00)			12/3/11 1:17 PM (-06:00)	
myrateplan	UA-854-SFO-IAH		12/3/11 8:06 AM (-08:00)			12/3/11 1:17 PM (-06:00)	
helloflight	UA-854-SFO-IAH		12/3/11 8:06 AM (-08:00)			12/3/11 1:17 PM (-06:00)	
flytecomm	UA-854-SFO-IAH		12/3/11 8:06 AM (-08:00)			12/3/11 1:17 PM (-06:00)	
flights	UA-854-SFO-IAH		2011-12-03 07:53 AM	83		2011-12-03 01:18 PM	16
businesstravellogue	UA-854-SFO-IAH		2011-12-03 07:53 AM	83		2011-12-03 01:18 PM	16
flylouisville	UA-854-SFO-IAH		2011-12-03 07:53 AM	83		2011-12-03 01:18 PM	16
flightstats	UA-854-SFO-IAH	2011-12-03 7:55 AM	2011-12-03 7:53 AM		2011-12-03 1:41 PM	2011-12-03 1:18 PM	
quicktrip	UA-854-SFO-IAH	2011-12-03 7:55 AM	2011-12-03 7:53 AM		2011-12-03 1:41 PM	2011-12-03 1:18 PM	
flightview	UA-854-SFO-IAH		8:06 AMDec 03			1:18 PMDec 03	
panynj	UA-854-SFO-IAH		8:06 AMDec 03			1:18 PMDec 03	
gofox	UA-854-SFO-IAH		8:06 AMDec 03			1:18 PMDec 03	
foxbusiness	UA-854-SFO-IAH		8:06 AMDec 03			1:18 PMDec 03	
allegiantair	UA-854-SFO-IAH		8:06 AMDec 03			1:18 PMDec 03	
boston	UA-854-SFO-IAH		8:06 AMDec 03			1:15 PMDec 03	
travelocity	UA-854-SFO-IAH	Dec 03 - Not Available	Dec 03 - 8:05am	83	Dec 03 - Not Available	Dec 03 - 1:18pm	C16
orbitz	UA-854-SFO-IAH	7:55aDec 3	7:53aDec 3	 83	1:41pDec 3	1:18pDec 3	 C16
weather	UA-854-SFO-IAH	2011-12-03 07:55 AM	2011-12-03 08:06 AM		2011-12-03 01:41 PM	2011-12-03 01:17 PM	
mytripandmore	UA-854-SFO-IAH	7:55aDec 3	7:53aDec 3	 83	1:41pDec 3	1:18pDec 3	 C16
flightarrival	UA-854-SFO-IAH	2011-12-03 07:55 AM	2011-12-03 08:06 AM		2011-12-03 01:41 PM	2011-12-03 01:17 PM	
ua	UA-898-PEK-IAD	Sat, Dec 3 6:25 PM	Sat, Dec 3 6:25 PM	E30	Sat, Dec 3 6:45 PM	Sat, Dec 3 6:26 PM	C3
airtravelcenter	UA-898-PEK-IAD		12/3/11 6:54 PM (+08:00)			12/3/11 6:15 PM (-05:00)	
myrateplan	UA-898-PEK-IAD		12/3/11 6:54 PM (+08:00)			12/3/11 6:15 PM (-05:00)	
helloflight	UA-898-PEK-IAD		12/3/11 6:54 PM (+08:00)			12/3/11 6:15 PM (-05:00)	
flytecomm	UA-898-PEK-IAD		12/3/11 6:54 PM (+08:00)			12/3/11 6:15 PM (-05:00)	
flights	UA-898-PEK-IAD	06:25 PM  Sat 03-Dec-2011	06:25 PM  Sat 03-Dec-2011	E30	06:45 PM  Sat 03-Dec-2011	06:26 PM  Sat 03-Dec-2011	C3
businesstravellogue	UA-898-PEK-IAD	06:25 PM  Sat 03-Dec-2011	06:25 PM  Sat 03-Dec-2011	E30	06:45 PM  Sat 03-Dec-2011	06:26 PM  Sat 03-Dec-2011	C3
flylouisville	UA-898-PEK-IAD	06:25 PM  Sat 03-Dec-2011	06:25 PM  Sat 03-Dec-2011	E30	06:45 PM  Sat 03-Dec-2011	06:26 PM  Sat 03-Dec-2011	C3
world-flight-tracker	UA-898-PEK-IAD	2011-12-03 6:25 PM	2011-12-03 6:25 PM		2011-12-03 6:45 PM	2011-12-03 6:26 PM	
flightview	UA-898-PEK-IAD	6:25 PM, Dec 03	6:25 PM, Dec 03	E30	6:45 PM, Dec 03	6:26 PM, Dec 03	C3
panynj	UA-898-PEK-IAD	6:25 PM, Dec 03	6:25 PM, Dec 03	E30	6:45 PM, Dec 03	6:26 PM, Dec 03	C3
gofox	UA-898-PEK-IAD	6:25 PM, Dec 03	6:25 PM, Dec 03		6:45 PM, Dec 03	6:26 PM, Dec 03	
foxbusiness	UA-898-PEK-IAD	6:25 PM, Dec 03	6:25 PM, Dec 03	E30	6:45 PM, Dec 03	6:26 PM, Dec 03	C3
allegiantair	UA-898-PEK-IAD	6:25 PM, Dec 03	6:25 PM, Dec 03	E30	6:45 PM, Dec 03	6:26 PM, Dec 03	C3
boston	UA-898-PEK-IAD	6:25 PM, Dec 03	6:25 PM, Dec 03		6:45 PM, Dec 03	6:24 PM, Dec 03	
travelocity	UA-898-PEK-IAD	Dec 03 - Not Available	Dec 03 - 6:54pm	E30	Dec 03 - Not Available	Dec 03 - 6:26pm	C3
orbitz	UA-898-PEK-IAD	6:25pDec 3	6:25pDec 3	 E30	6:45pDec 3	6:26pDec 3	 C3
weather	UA-898-PEK-IAD	2011-12-03 06:25 PM			2011-12-03 06:45 PM		
flightarrival	UA-898-PEK-IAD	6:25 PM, Dec 03	6:25 PM, Dec 03		6:45 PM, Dec 03	6:24 PM, Dec 03	
CO	CO-63-EWR-IAH	Sat., Dec.03, 2011 5:25 p.m.	Sat., Dec.03, 2011 5:23 p.m.		Sat., Dec.03, 2011 8:19 p.m.	Sat., Dec.03, 2011 8:14 p.m.	
airtravelcenter	CO-63-EWR-IAH	12/3/11 5:25 PM (-05:00)			12/3/11 8:19 PM (-06:00)		
flightaware	CO-63-EWR-IAH	2011-12-03 05:25PM EST	2011-12-03 05:34PM EST	 C81 	2011-12-03 08:09PM CST	2011-12-03 07:52PM CST	 39 
wunderground	CO-63-EWR-IAH	2011-12-03 05:25PM EST	2011-12-03 05:34PM EST	 C81 	2011-12-03 08:09PM CST	2011-12-03 07:52PM CST	 39 
