CO	CO-4237-EWR-DTW	Tue., Dec.20, 2011 12:17 p.m.	Tue., Dec.20, 2011 12:12 p.m.		Tue., Dec.20, 2011 2:24 p.m.	Tue., Dec.20, 2011 2:24 p.m.	
flightview	UA-288-SMF-ORD		7:19 AMDec 20			1:19 PMDec 20	
panynj	UA-288-SMF-ORD		7:19 AMDec 20			1:19 PMDec 20	
gofox	UA-288-SMF-ORD		7:19 AMDec 20			1:19 PMDec 20	
foxbusiness	UA-288-SMF-ORD		7:19 AMDec 20			1:19 PMDec 20	
allegiantair	UA-288-SMF-ORD		7:19 AMDec 20			1:19 PMDec 20	
boston	UA-288-SMF-ORD		7:19 AMDec 20			1:14 PMDec 20	
travelocity	UA-288-SMF-ORD	Dec 20 - Not Available	Dec 20 - 7:18am	15	Dec 20 - Not Available	Dec 20 - 1:19pm	B8
orbitz	UA-288-SMF-ORD	6:15aDec 20	6:33aDec 20	 15	12:18pDec 20	1:19pDec 20	 B8
weather	UA-288-SMF-ORD	2011-12-20 06:15 AM			2011-12-20 12:18 PM		
ord	UA-288-SMF-ORD	2011-12-20 6:15 AM		15	2011-12-20 12:18 PM		B8
usatoday	UA-288-SMF-ORD		7:19 AMDec 20			1:14 PMDec 20	
mytripandmore	UA-288-SMF-ORD	Dec 20 - Not Available	Dec 20 - 7:18am	15	Dec 20 - Not Available	Dec 20 - 1:19pm	B8
aa	AA-3979-CVG-ORD	December 20, 2011               07:30 AM    	December 20, 2011               07:25 AM    	 3	December 20, 2011               08:00 AM    	December 20, 2011               07:32 AM    	 H3B    
flightexplorer	AA-3979-CVG-ORD		12/20/2011 7:35AM EST			12/20/2011 7:25AM CST	
airtravelcenter	AA-3979-CVG-ORD		12/20/11 7:34 AM (-05:00)			12/20/11 7:25 AM (-06:00)	
myrateplan	AA-3979-CVG-ORD		12/20/11 7:34 AM (-05:00)			12/20/11 7:25 AM (-06:00)	
helloflight	AA-3979-CVG-ORD		12/20/11 7:34 AM (-05:00)			12/20/11 7:25 AM (-06:00)	
flytecomm	AA-3979-CVG-ORD		12/20/11 7:34 AM (-05:00)			12/20/11 7:25 AM (-06:00)	
flightaware	AA-3979-CVG-ORD	2011-12-20 07:30AM EST	2011-12-20 07:35AM EST	 3 	2011-12-20 07:46AM CST	2011-12-20 07:22AM CST	 H3B 
wunderground	AA-3979-CVG-ORD	2011-12-20 07:30AM EST	2011-12-20 07:35AM EST	 3 	2011-12-20 07:46AM CST	2011-12-20 07:22AM CST	 H3B 
flights	AA-3979-CVG-ORD	07:30 AM  Tue 20-Dec-2011	07:25 AM  Tue 20-Dec-2011	3	08:00 AM  Tue 20-Dec-2011	07:32 AM  Tue 20-Dec-2011	H3B
businesstravellogue	AA-3979-CVG-ORD	07:30 AM  Tue 20-Dec-2011	07:25 AM  Tue 20-Dec-2011	3	08:00 AM  Tue 20-Dec-2011	07:32 AM  Tue 20-Dec-2011	H3B
flylouisville	AA-3979-CVG-ORD	07:30 AM  Tue 20-Dec-2011	07:25 AM  Tue 20-Dec-2011	3	08:00 AM  Tue 20-Dec-2011	07:32 AM  Tue 20-Dec-2011	H3B
flightstats	AA-3979-CVG-ORD	2011-12-20 7:30 AM	2011-12-20 7:25 AM		2011-12-20 8:00 AM	2011-12-20 7:32 AM	
quicktrip	AA-3979-CVG-ORD	2011-12-20 7:30 AM	2011-12-20 7:25 AM		2011-12-20 8:00 AM	2011-12-20 7:32 AM	
world-flight-tracker	AA-3979-CVG-ORD	2011-12-20 7:30 AM	2011-12-20 7:25 AM		2011-12-20 8:00 AM	2011-12-20 7:32 AM	
flightview	AA-3979-CVG-ORD	7:30 AM, Dec 20	7:35 AM, Dec 20	Terminal 2	8:00 AM, Dec 20	7:27 AM, Dec 20	H3B
panynj	AA-3979-CVG-ORD	7:30 AM, Dec 20	7:35 AM, Dec 20	Terminal 2	8:00 AM, Dec 20	7:27 AM, Dec 20	H3B
gofox	AA-3979-CVG-ORD	7:30 AM, Dec 20	7:35 AM, Dec 20		8:00 AM, Dec 20	7:27 AM, Dec 20	
foxbusiness	AA-3979-CVG-ORD	7:30 AM, Dec 20	7:35 AM, Dec 20	Terminal 2	8:00 AM, Dec 20	7:27 AM, Dec 20	H3B
allegiantair	AA-3979-CVG-ORD	7:30 AM, Dec 20	7:35 AM, Dec 20	Terminal 2	8:00 AM, Dec 20	7:27 AM, Dec 20	H3B
boston	AA-3979-CVG-ORD	7:30 AM, Dec 20	7:35 AM, Dec 20		8:00 AM, Dec 20	7:27 AM, Dec 20	
travelocity	AA-3979-CVG-ORD	Dec 20 - 7:30am	Dec 20 - 7:25am	3	Dec 20 - 8:00am	Dec 20 - 7:32am	H3B/T3
orbitz	AA-3979-CVG-ORD	7:30aDec 20	7:25aDec 20	 3	8:00aDec 20	7:32aDec 20	 H3B
weather	AA-3979-CVG-ORD	2011-12-20 07:30 AM			2011-12-20 08:00 AM		
ord	AA-3979-CVG-ORD	2011-12-20 7:30 AM		3	2011-12-20 8:00 AM		H3B
mytripandmore	AA-3979-CVG-ORD	7:30aDec 20	7:25aDec 20	 3	8:00aDec 20	7:32aDec 20	 H3B
flightarrival	AA-3979-CVG-ORD	2011-12-20 07:30 AM			2011-12-20 08:00 AM		
aa	AA-2415-MIA-PUJ	December 20, 2011               12:00 PM    	December 20, 2011               12:10 PM    	 D34	December 20, 2011               03:15 PM    	December 20, 2011               03:16 PM    	    
airtravelcenter	AA-2415-MIA-PUJ		12/20/11 12:21 PM (-05:00)			12/20/11 3:04 PM (-04:00)	
myrateplan	AA-2415-MIA-PUJ		12/20/11 12:21 PM (-05:00)			12/20/11 3:04 PM (-04:00)	
helloflight	AA-2415-MIA-PUJ		12/20/11 12:21 PM (-05:00)			12/20/11 3:04 PM (-04:00)	
flytecomm	AA-2415-MIA-PUJ		12/20/11 12:21 PM (-05:00)			12/20/11 3:04 PM (-04:00)	
flights	AA-2415-MIA-PUJ	12:00 PM  Tue 20-Dec-2011	12:10 PM  Tue 20-Dec-2011		03:15 PM  Tue 20-Dec-2011	03:16 PM  Tue 20-Dec-2011	
businesstravellogue	AA-2415-MIA-PUJ	12:00 PM  Tue 20-Dec-2011	12:10 PM  Tue 20-Dec-2011		03:15 PM  Tue 20-Dec-2011	03:16 PM  Tue 20-Dec-2011	
flylouisville	AA-2415-MIA-PUJ	12:00 PM  Tue 20-Dec-2011	12:10 PM  Tue 20-Dec-2011		03:15 PM  Tue 20-Dec-2011	03:16 PM  Tue 20-Dec-2011	
world-flight-tracker	AA-2415-MIA-PUJ	2011-12-20 12:00 PM	2011-12-20 12:10 PM		2011-12-20 3:15 PM	2011-12-20 3:16 PM	
flightview	AA-2415-MIA-PUJ	12:00 PM, Dec 20	12:21 PM, Dec 20		3:15 PM, Dec 20	3:08 PM, Dec 20	
panynj	AA-2415-MIA-PUJ	12:00 PM, Dec 20	12:21 PM, Dec 20		3:15 PM, Dec 20	3:08 PM, Dec 20	
gofox	AA-2415-MIA-PUJ	12:00 PM, Dec 20	12:21 PM, Dec 20		3:15 PM, Dec 20	3:08 PM, Dec 20	
foxbusiness	AA-2415-MIA-PUJ	12:00 PM, Dec 20	12:21 PM, Dec 20		3:15 PM, Dec 20	3:08 PM, Dec 20	
allegiantair	AA-2415-MIA-PUJ	12:00 PM, Dec 20	12:21 PM, Dec 20		3:15 PM, Dec 20	3:08 PM, Dec 20	
boston	AA-2415-MIA-PUJ	12:00 PM, Dec 20	12:21 PM, Dec 20		2:15 PM, Dec 20	2:08 PM, Dec 20	
travelocity	AA-2415-MIA-PUJ	Dec 20 - 12:00noon	Dec 20 - 12:10pm	D34	Dec 20 - 3:15pm	Dec 20 - 3:16pm	Not provided by airline
orbitz	AA-2415-MIA-PUJ	12:00pDec 20	12:10pDec 20	 D34	3:15pDec 20	3:16pDec 20	 -
mytripandmore	AA-2415-MIA-PUJ	Dec 20 - 12:00noon	Dec 20 - 12:10pm	D34	Dec 20 - 3:15pm	Dec 20 - 3:16pm	Not provided by airline
aa	AA-352-ORD-LGA	December 20, 2011               05:20 PM    	December 20, 2011               05:16 PM    	 H14	December 20, 2011               08:30 PM    	December 20, 2011               08:04 PM    	 D3    
flightexplorer	AA-352-ORD-LGA		12/20/2011 5:28PM CST			12/20/2011 7:52PM EST	
airtravelcenter	AA-352-ORD-LGA		12/20/11 5:26 PM (-06:00)			12/20/11 7:52 PM (-05:00)	
myrateplan	AA-352-ORD-LGA		12/20/11 5:26 PM (-06:00)			12/20/11 7:52 PM (-05:00)	
helloflight	AA-352-ORD-LGA		12/20/11 5:26 PM (-06:00)			12/20/11 7:52 PM (-05:00)	
flytecomm	AA-352-ORD-LGA		12/20/11 5:26 PM (-06:00)			12/20/11 7:52 PM (-05:00)	
flightaware	AA-352-ORD-LGA	2011-12-20 05:20PM CST	2011-12-20 05:28PM CST	 H14 	2011-12-20 08:05PM EST	2011-12-20 08:00PM EST	 D3 
wunderground	AA-352-ORD-LGA	2011-12-20 05:20PM CST	2011-12-20 05:28PM CST	 H14 	2011-12-20 08:05PM EST	2011-12-20 08:00PM EST	 D3 
flights	AA-352-ORD-LGA	05:20 PM  Tue 20-Dec-2011	05:16 PM  Tue 20-Dec-2011	H14	08:30 PM  Tue 20-Dec-2011	08:04 PM  Tue 20-Dec-2011	D3
businesstravellogue	AA-352-ORD-LGA	05:20 PM  Tue 20-Dec-2011	05:16 PM  Tue 20-Dec-2011	H14	08:30 PM  Tue 20-Dec-2011	08:04 PM  Tue 20-Dec-2011	D3
flylouisville	AA-352-ORD-LGA	05:20 PM  Tue 20-Dec-2011	05:16 PM  Tue 20-Dec-2011	H14	08:30 PM  Tue 20-Dec-2011	08:04 PM  Tue 20-Dec-2011	D3
world-flight-tracker	AA-352-ORD-LGA	2011-12-20 5:20 PM	2011-12-20 5:16 PM		2011-12-20 8:30 PM	2011-12-20 8:04 PM	
flightview	AA-352-ORD-LGA	5:20 PM, Dec 20	5:28 PM, Dec 20	H14	8:30 PM, Dec 20	8:04 PM, Dec 20	D3
panynj	AA-352-ORD-LGA	5:20 PM, Dec 20	5:28 PM, Dec 20	H14	8:30 PM, Dec 20	8:04 PM, Dec 20	D3
gofox	AA-352-ORD-LGA	5:20 PM, Dec 20	5:28 PM, Dec 20		8:30 PM, Dec 20	8:04 PM, Dec 20	
foxbusiness	AA-352-ORD-LGA	5:20 PM, Dec 20	5:28 PM, Dec 20	H14	8:30 PM, Dec 20	8:04 PM, Dec 20	D3
allegiantair	AA-352-ORD-LGA	5:20 PM, Dec 20	5:28 PM, Dec 20	H14	8:30 PM, Dec 20	8:04 PM, Dec 20	D3
boston	AA-352-ORD-LGA	5:20 PM, Dec 20	5:28 PM, Dec 20		8:30 PM, Dec 20	8:00 PM, Dec 20	
travelocity	AA-352-ORD-LGA	Dec 20 - 5:20pm	Dec 20 - 5:16pm	H14/T3	Dec 20 - 8:30pm	Dec 20 - 8:04pm	D3
orbitz	AA-352-ORD-LGA	5:20pDec 20	5:16pDec 20	 H14	8:30pDec 20	8:04pDec 20	 D3
weather	AA-352-ORD-LGA	2011-12-20 05:20 PM			2011-12-20 08:30 PM		
ord	AA-352-ORD-LGA	2011-12-20 5:20 PM		H14	2011-12-20 8:30 PM		D3
mytripandmore	AA-352-ORD-LGA	5:20pDec 20	5:16pDec 20	 H14	8:30pDec 20	8:04pDec 20	 D3
ua	UA-270-DEN-MCO	Tue, Dec 20 12:40 PM	Tue, Dec 20 12:38 PM            On Time	B47	Tue, Dec 20 6:01 PM	Tue, Dec 20 5:56 PM	42
flightexplorer	UA-270-DEN-MCO		12/20/2011 12:49PM MST			12/20/2011 5:50PM EST	
airtravelcenter	UA-270-DEN-MCO		12/20/11 12:50 PM (-07:00)			12/20/11 5:57 PM (-05:00)	
myrateplan	UA-270-DEN-MCO		12/20/11 12:50 PM (-07:00)			12/20/11 5:57 PM (-05:00)	
helloflight	UA-270-DEN-MCO		12/20/11 12:50 PM (-07:00)			12/20/11 5:57 PM (-05:00)	
flytecomm	UA-270-DEN-MCO		12/20/11 12:50 PM (-07:00)			12/20/11 5:57 PM (-05:00)	
flights	UA-270-DEN-MCO		2011-12-20 12:38 PM	B47		2011-12-20 05:56 PM	42
businesstravellogue	UA-270-DEN-MCO		2011-12-20 12:38 PM	B47		2011-12-20 05:56 PM	42
flylouisville	UA-270-DEN-MCO		2011-12-20 12:38 PM	B47		2011-12-20 05:56 PM	42
flightstats	UA-270-DEN-MCO	2011-12-20 12:40 PM	2011-12-20 12:38 PM		2011-12-20 6:01 PM	2011-12-20 5:56 PM	
quicktrip	UA-270-DEN-MCO	2011-12-20 12:40 PM	2011-12-20 12:38 PM		2011-12-20 6:01 PM	2011-12-20 5:56 PM	
flightview	UA-270-DEN-MCO		12:50 PMDec 20			5:56 PMDec 20	
panynj	UA-270-DEN-MCO		12:50 PMDec 20			5:56 PMDec 20	
gofox	UA-270-DEN-MCO		12:50 PMDec 20			5:56 PMDec 20	
foxbusiness	UA-270-DEN-MCO		12:50 PMDec 20			5:56 PMDec 20	
allegiantair	UA-270-DEN-MCO		12:50 PMDec 20			5:56 PMDec 20	
boston	UA-270-DEN-MCO		12:50 PMDec 20			5:52 PMDec 20	
orbitz	UA-270-DEN-MCO	12:40pDec 20	12:38pDec 20	 B47	6:01pDec 20	5:56pDec 20	 42
den	UA-270-DEN-MCO	2011-12-20 12:40 PM		B47			
ifly	UA-270-DEN-MCO	2011-12-20 12:40 PM	2011-12-20 12:38 PM		2011-12-20 6:01 PM	2011-12-20 5:56 PM	
usatoday	UA-270-DEN-MCO		12:50 PMDec 20			5:52 PMDec 20	
mytripandmore	UA-270-DEN-MCO	12:40pDec 20	12:38pDec 20	 B47	6:01pDec 20	5:56pDec 20	 42
flightarrival	UA-270-DEN-MCO	2011-12-20 12:40 PM	2011-12-20 12:38 PM		2011-12-20 6:01 PM	2011-12-20 5:56 PM	
CO	CO-1011-IAH-EGE	Tue., Dec.20, 2011 11:30 a.m.	Tue., Dec.20, 2011 11:39 a.m.		Tue., Dec.20, 2011 1:28 p.m.	Tue., Dec.20, 2011 1:45 p.m.	
flightexplorer	CO-1011-IAH-EGE		12/20/2011 11:58AM CST			12/20/2011 1:40PM MST	
airtravelcenter	CO-1011-IAH-EGE	12/20/11 11:30 AM (-06:00)			12/20/11 1:28 PM (-07:00)		
myrateplan	CO-1011-IAH-EGE	12/20/11 11:30 AM (-06:00)			12/20/11 1:28 PM (-07:00)		
helloflight	CO-1011-IAH-EGE	12/20/11 11:30 AM (-06:00)			12/20/11 1:28 PM (-07:00)		
flytecomm	CO-1011-IAH-EGE	12/20/11 11:30 AM (-06:00)			12/20/11 1:28 PM (-07:00)		
flightaware	CO-1011-IAH-EGE	2011-12-20 11:30AM CST	2011-12-20 11:59AM CST	 35 	2011-12-20 01:18PM MST	2011-12-20 01:41PM MST	
wunderground	CO-1011-IAH-EGE	2011-12-20 11:30AM CST	2011-12-20 11:59AM CST	 35 	2011-12-20 01:18PM MST	2011-12-20 01:41PM MST	
flights	CO-1011-IAH-EGE		2011-12-20 11:39 AM	35		2011-12-20 01:45 PM	3
businesstravellogue	CO-1011-IAH-EGE		2011-12-20 11:39 AM	35		2011-12-20 01:45 PM	3
flylouisville	CO-1011-IAH-EGE		2011-12-20 11:39 AM	35		2011-12-20 01:45 PM	3
flightstats	CO-1011-IAH-EGE	2011-12-20 11:30 AM	2011-12-20 11:39 AM		2011-12-20 1:28 PM	2011-12-20 1:45 PM	
quicktrip	CO-1011-IAH-EGE	2011-12-20 11:30 AM	2011-12-20 11:39 AM		2011-12-20 1:28 PM	2011-12-20 1:45 PM	
flightview	CO-1011-IAH-EGE		11:59 AMDec 20			1:45 PMDec 20	
panynj	CO-1011-IAH-EGE		11:59 AMDec 20			1:45 PMDec 20	
gofox	CO-1011-IAH-EGE		11:59 AMDec 20			1:45 PMDec 20	
foxbusiness	CO-1011-IAH-EGE		11:59 AMDec 20			1:45 PMDec 20	
allegiantair	CO-1011-IAH-EGE		11:59 AMDec 20			1:45 PMDec 20	
boston	CO-1011-IAH-EGE		11:59 AMDec 20			1:46 PMDec 20	
orbitz	CO-1011-IAH-EGE	11:30aDec 20	11:39aDec 20	 35	1:28pDec 20	1:45pDec 20	 -
ifly	CO-1011-IAH-EGE	2011-12-20 11:30 AM	2011-12-20 11:39 AM		2011-12-20 1:28 PM	2011-12-20 1:45 PM	
usatoday	CO-1011-IAH-EGE		11:59 AMDec 20			1:46 PMDec 20	
flightwise	CO-1011-IAH-EGE	2011-12-20 11:30AM CST	2011-12-20 11:59AM CST	 35 	2011-12-20 01:18PM MST	2011-12-20 01:41PM MST	
aa	AA-204-LAX-MCO	December 20, 2011               11:25 PM    	December 20, 2011     	 45	December 21, 2011               06:55 AM    	December 21, 2011     	 TBA    
flightexplorer	AA-204-LAX-MCO		12/19/2011 11:35PM PST			12/20/2011 6:32AM EST	
flightexplorer	AA-204-LAX-MCO	12/20/2011 11:25PM PST			12/21/2011 6:55AM EST		
airtravelcenter	AA-204-LAX-MCO		12/20/11 11:28 PM (-08:00)			12/21/11 6:46 AM (-05:00)	
myrateplan	AA-204-LAX-MCO		12/20/11 11:28 PM (-08:00)			12/21/11 6:46 AM (-05:00)	
helloflight	AA-204-LAX-MCO		12/20/11 11:28 PM (-08:00)			12/21/11 6:46 AM (-05:00)	
flytecomm	AA-204-LAX-MCO		12/20/11 11:28 PM (-08:00)			12/21/11 6:46 AM (-05:00)	
flightaware	AA-204-LAX-MCO	2011-12-20 11:25PM PST	2011-12-20 11:35PM PST	 45 	2011-12-20 06:51AM EST	2011-12-20 06:43AM EST	 16 
wunderground	AA-204-LAX-MCO	2011-12-20 11:25PM PST	2011-12-20 11:35PM PST	 45 	2011-12-20 06:51AM EST	2011-12-20 06:43AM EST	 16 
flights	AA-204-LAX-MCO	11:25 PM  Tue 20-Dec-2011			06:55 AM  Wed 21-Dec-2011		
businesstravellogue	AA-204-LAX-MCO	11:25 PM  Tue 20-Dec-2011			06:55 AM  Wed 21-Dec-2011		
flylouisville	AA-204-LAX-MCO	11:25 PM  Tue 20-Dec-2011			06:55 AM  Wed 21-Dec-2011		
flightstats	AA-204-LAX-MCO	2011-12-20 11:25 PM	2011-12-20 11:25 PM (Estimated)		2011-12-20 6:55 AM	2011-12-20 6:55 AM (Estimated)	
quicktrip	AA-204-LAX-MCO	2011-12-20 11:25 PM	2011-12-20 11:25 PM (Estimated)		2011-12-20 6:55 AM	2011-12-20 6:55 AM (Estimated)	
world-flight-tracker	AA-204-LAX-MCO	2011-12-20 11:25 PM	2011-12-20 11:25 PM (Estimated)		2011-12-20 6:55 AM	2011-12-20 6:55 AM (Estimated)	
flightview	AA-204-LAX-MCO	11:25 PM, Dec 20		Terminal 4 - 45	6:55 AM, Dec 21		TBA
panynj	AA-204-LAX-MCO	11:25 PM, Dec 20		Terminal 4 - 45	6:55 AM, Dec 21		TBA
gofox	AA-204-LAX-MCO	11:25 PM, Dec 20			6:55 AM, Dec 21		
foxbusiness	AA-204-LAX-MCO	11:25 PM, Dec 20		Terminal 4 - 45	6:55 AM, Dec 21		TBA
allegiantair	AA-204-LAX-MCO	11:25 PM, Dec 20		Terminal 4 - 45	6:55 AM, Dec 21		TBA
boston	AA-204-LAX-MCO	11:25 PM, Dec 20	Not Available		6:55 AM, Dec 21	Not Available	
travelocity	AA-204-LAX-MCO	Dec 20 - 11:25pm	Dec 20 - Not Available	45/T4	Dec 21 - 6:55am	Dec 21 - Not Available	TBA
orbitz	AA-204-LAX-MCO	11:25pDec 20		 45	6:55aDec 21		 TBA
weather	AA-204-LAX-MCO	2011-12-20 11:25 PM	2011-12-20 11:35 PM		2011-12-20 06:55 AM	2011-12-20 06:42 AM	
mco	AA-204-LAX-MCO				2011-12-20 Tue  06:55	2011-12-20 Tue  06:42	16?
usatoday	AA-204-LAX-MCO	2011-12-20 11:25 PM	2011-12-20 11:25 PM (Estimated)		2011-12-20 6:55 AM	2011-12-20 6:55 AM (Estimated)	
mytripandmore	AA-204-LAX-MCO	Dec 20 - 11:25pm	Dec 20 - Not Available	45/T4	Dec 21 - 6:55am	Dec 21 - Not Available	TBA
flightarrival	AA-204-LAX-MCO	2011-12-20 11:25 PM	2011-12-20 11:35 PM		2011-12-20 06:55 AM	2011-12-20 06:42 AM	
CO	CO-1661-IAH-ATL	Tue., Dec.20, 2011 7:10 p.m.	Tue., Dec.20, 2011 7:20 p.m.		Tue., Dec.20, 2011 10:20 p.m.	Tue., Dec.20, 2011 10:06 p.m.	
flightexplorer	CO-1661-IAH-ATL		12/20/2011 7:34PM CST			12/20/2011 10:02PM EST	
flightexplorer	CO-1661-IAH-ATL		12/20/2011 7:34PM CST			12/20/2011 10:01PM EST	
airtravelcenter	CO-1661-IAH-ATL	12/20/11 7:10 PM (-06:00)			12/20/11 10:20 PM (-05:00)		
myrateplan	CO-1661-IAH-ATL	12/20/11 7:10 PM (-06:00)			12/20/11 10:20 PM (-05:00)		
helloflight	CO-1661-IAH-ATL	12/20/11 7:10 PM (-06:00)			12/20/11 10:20 PM (-05:00)		
flytecomm	CO-1661-IAH-ATL	12/20/11 7:10 PM (-06:00)			12/20/11 10:20 PM (-05:00)		
flightaware	CO-1661-IAH-ATL	2011-12-20 07:10PM CST	2011-12-20 07:35PM CST	 19 	2011-12-20 09:51PM EST	2011-12-20 09:58PM EST	 D12 
flightaware	CO-1661-IAH-ATL	2011-12-20 07:10PM CST	2011-12-20 07:35PM CST	 19 	2011-12-20 09:51PM EST	2011-12-20 10:01PM EST	 D12 
wunderground	CO-1661-IAH-ATL	2011-12-20 07:10PM CST	2011-12-20 07:35PM CST	 19 	2011-12-20 09:51PM EST	2011-12-20 09:58PM EST	 D12 
wunderground	CO-1661-IAH-ATL	2011-12-20 07:10PM CST	2011-12-20 07:35PM CST	 19 	2011-12-20 09:51PM EST	2011-12-20 10:01PM EST	 D12 
flights	CO-1661-IAH-ATL		2011-12-20 07:20 PM	19		2011-12-20 10:20 PM	D12
flights	CO-1661-IAH-ATL		2011-12-20 07:20 PM	19		2011-12-20 10:06 PM	D12
businesstravellogue	CO-1661-IAH-ATL		2011-12-20 07:20 PM	19		2011-12-20 10:20 PM	D12
businesstravellogue	CO-1661-IAH-ATL		2011-12-20 07:20 PM	19		2011-12-20 10:06 PM	D12
flylouisville	CO-1661-IAH-ATL		2011-12-20 07:20 PM	19		2011-12-20 10:20 PM	D12
flylouisville	CO-1661-IAH-ATL		2011-12-20 07:20 PM	19		2011-12-20 10:06 PM	D12
flightstats	CO-1661-IAH-ATL	2011-12-20 7:10 PM	2011-12-20 7:20 PM		2011-12-20 10:20 PM	2011-12-20 10:06 PM	
quicktrip	CO-1661-IAH-ATL	2011-12-20 7:10 PM	2011-12-20 7:20 PM		2011-12-20 10:20 PM	2011-12-20 10:06 PM	
flightview	CO-1661-IAH-ATL		7:35 PMDec 20			9:59 PMDec 20	
flightview	CO-1661-IAH-ATL		7:35 PMDec 20			10:06 PMDec 20	
panynj	CO-1661-IAH-ATL		7:35 PMDec 20			9:59 PMDec 20	
panynj	CO-1661-IAH-ATL		7:35 PMDec 20			10:06 PMDec 20	
gofox	CO-1661-IAH-ATL		7:35 PMDec 20			9:59 PMDec 20	
gofox	CO-1661-IAH-ATL		7:35 PMDec 20			10:06 PMDec 20	
foxbusiness	CO-1661-IAH-ATL		7:35 PMDec 20			9:59 PMDec 20	
foxbusiness	CO-1661-IAH-ATL		7:35 PMDec 20			10:06 PMDec 20	
allegiantair	CO-1661-IAH-ATL		7:35 PMDec 20			9:59 PMDec 20	
allegiantair	CO-1661-IAH-ATL		7:35 PMDec 20			10:06 PMDec 20	
boston	CO-1661-IAH-ATL		7:35 PMDec 20			10:03 PMDec 20	
boston	CO-1661-IAH-ATL		7:35 PMDec 20			9:59 PMDec 20	
orbitz	CO-1661-IAH-ATL	7:10pDec 20	7:20pDec 20	 19	9:40pDec 20		 D12
orbitz	CO-1661-IAH-ATL	7:10pDec 20	7:20pDec 20	 19	10:20pDec 20	10:06pDec 20	 D12
ifly	CO-1661-IAH-ATL	2011-12-20 7:10 PM	2011-12-20 7:20 PM		2011-12-20 10:20 PM	2011-12-20 10:06 PM	
usatoday	CO-1661-IAH-ATL		7:35 PMDec 20			10:03 PMDec 20	
flightwise	CO-1661-IAH-ATL	2011-12-20 07:10PM CST	2011-12-20 07:35PM CST	 19 	2011-12-20 09:51PM EST	2011-12-20 10:01PM EST	 D12 
aa	AA-1436-DFW-CLT	December 20, 2011               11:30 AM    	December 20, 2011               11:29 AM    	 A22	December 20, 2011               02:40 PM    	December 20, 2011               02:34 PM    	 A9    
flightexplorer	AA-1436-DFW-CLT		12/20/2011 11:41AM CST			12/20/2011 2:30PM EST	
airtravelcenter	AA-1436-DFW-CLT		12/20/11 11:40 AM (-06:00)			12/20/11 2:30 PM (-05:00)	
myrateplan	AA-1436-DFW-CLT		12/20/11 11:40 AM (-06:00)			12/20/11 2:30 PM (-05:00)	
helloflight	AA-1436-DFW-CLT		12/20/11 11:40 AM (-06:00)			12/20/11 2:30 PM (-05:00)	
flytecomm	AA-1436-DFW-CLT		12/20/11 11:40 AM (-06:00)			12/20/11 2:30 PM (-05:00)	
flightaware	AA-1436-DFW-CLT	2011-12-20 11:30AM CST	2011-12-20 11:41AM CST	 A22 	2011-12-20 02:36PM EST	2011-12-20 02:27PM EST	 A9 
wunderground	AA-1436-DFW-CLT	2011-12-20 11:30AM CST	2011-12-20 11:41AM CST	 A22 	2011-12-20 02:36PM EST	2011-12-20 02:27PM EST	 A9 
flights	AA-1436-DFW-CLT		2011-12-20 11:29 AM	A22		2011-12-20 02:34 PM	A9
businesstravellogue	AA-1436-DFW-CLT		2011-12-20 11:29 AM	A22		2011-12-20 02:34 PM	A9
flylouisville	AA-1436-DFW-CLT		2011-12-20 11:29 AM	A22		2011-12-20 02:34 PM	A9
flightstats	AA-1436-DFW-CLT	2011-12-20 11:30 AM	2011-12-20 11:29 AM		2011-12-20 2:40 PM	2011-12-20 2:34 PM	
quicktrip	AA-1436-DFW-CLT	2011-12-20 11:30 AM	2011-12-20 11:29 AM		2011-12-20 2:40 PM	2011-12-20 2:34 PM	
flightview	AA-1436-DFW-CLT		11:41 AMDec 20			2:28 PMDec 20	
panynj	AA-1436-DFW-CLT		11:41 AMDec 20			2:28 PMDec 20	
gofox	AA-1436-DFW-CLT		11:41 AMDec 20			2:28 PMDec 20	
foxbusiness	AA-1436-DFW-CLT		11:41 AMDec 20			2:28 PMDec 20	
allegiantair	AA-1436-DFW-CLT		11:41 AMDec 20			2:28 PMDec 20	
boston	AA-1436-DFW-CLT		11:41 AMDec 20			2:28 PMDec 20	
orbitz	AA-1436-DFW-CLT	11:30aDec 20	11:29aDec 20	 A22	2:40pDec 20	2:34pDec 20	 A9
dfw	AA-1436-DFW-CLT	2011-12-20 11:30 am		A22			
ifly	AA-1436-DFW-CLT	2011-12-20 11:30 AM	2011-12-20 11:29 AM		2011-12-20 2:40 PM	2011-12-20 2:34 PM	
mytripandmore	AA-1436-DFW-CLT	11:30aDec 20	11:29aDec 20	 A22	2:40pDec 20	2:34pDec 20	 A9
flightwise	AA-1436-DFW-CLT	2011-12-20 11:30AM CST	2011-12-20 11:41AM CST	 A22 	2011-12-20 02:36PM EST	2011-12-20 02:27PM EST	 A9 
flightarrival	AA-1436-DFW-CLT	2011-12-20 11:30 AM	2011-12-20 11:29 AM		2011-12-20 2:40 PM	2011-12-20 2:34 PM	
ua	UA-750-SFO-PIT	Tue, Dec 20 4:50 PM	Tue, Dec 20 4:47 PM	72	Wed, Dec 21 12:28 AM	Wed, Dec 21 12:42 AM	C53
flightexplorer	UA-750-SFO-PIT		12/20/2011 5:08PM PST			12/21/2011 12:41AM EST	
