CO	CO-4237-EWR-DTW	Fri., Dec.30, 2011 12:17 p.m.	Fri., Dec.30, 2011 12:12 p.m.		Fri., Dec.30, 2011 2:24 p.m.	Fri., Dec.30, 2011 2:16 p.m.	
wunderground	AA-1798-LAX-SFO	2011-12-30 07:15PM PST	2011-12-30 08:38PM PST	 46B 	2011-12-30 08:22PM PST	2011-12-30 09:30PM PST	 58A 
flights	AA-1798-LAX-SFO	07:15 PM  Fri 30-Dec-2011		46B	08:30 PM  Fri 30-Dec-2011		58A
businesstravellogue	AA-1798-LAX-SFO	07:15 PM  Fri 30-Dec-2011		46B	08:30 PM  Fri 30-Dec-2011		58A
flylouisville	AA-1798-LAX-SFO	07:15 PM  Fri 30-Dec-2011		46B	08:30 PM  Fri 30-Dec-2011		58A
flightstats	AA-1798-LAX-SFO	2011-12-30 7:15 PM	2011-12-30 8:22 PM		2011-12-30 8:30 PM	2011-12-30 9:32 PM (Estimated)	
quicktrip	AA-1798-LAX-SFO	2011-12-30 7:15 PM	2011-12-30 8:22 PM		2011-12-30 8:30 PM	2011-12-30 9:32 PM (Estimated)	
world-flight-tracker	AA-1798-LAX-SFO	2011-12-30 7:15 PM	2011-12-30 8:22 PM		2011-12-30 8:30 PM	2011-12-30 9:32 PM (Estimated)	
flightview	AA-1798-LAX-SFO	7:15 PM, Dec 30	8:38 PM, Dec 30		8:30 PM, Dec 30		
panynj	AA-1798-LAX-SFO	7:15 PM, Dec 30	8:38 PM, Dec 30		8:30 PM, Dec 30		
gofox	AA-1798-LAX-SFO	7:15 PM, Dec 30	8:38 PM, Dec 30		8:30 PM, Dec 30		
foxbusiness	AA-1798-LAX-SFO	7:15 PM, Dec 30	8:38 PM, Dec 30		8:30 PM, Dec 30		
allegiantair	AA-1798-LAX-SFO	7:15 PM, Dec 30	8:38 PM, Dec 30		8:30 PM, Dec 30		
boston	AA-1798-LAX-SFO	7:15 PM, Dec 30	8:38 PM, Dec 30		8:30 PM, Dec 30	9:34 PM, Dec 30&nbsp(Estimated)	
travelocity	AA-1798-LAX-SFO	Dec 30 - 7:15pm	Dec 30 - 8:22pm	46B/T4	Dec 30 - 8:30pm	Dec 30 - 9:32pm*	58A
orbitz	AA-1798-LAX-SFO	7:15pDec 30	8:22pDec 30	 46B	10:48pDec 30		 58A
weather	AA-1798-LAX-SFO	2011-12-30 07:15 PM			2011-12-30 08:30 PM		
sfo	AA-1798-LAX-SFO				2011-12-30 8:30 PM		58
ifly	AA-1798-LAX-SFO	2011-12-30 7:15 PM	2011-12-30 8:22 PM		2011-12-30 8:30 PM	2011-12-30 9:32 PM (Estimated)	
usatoday	AA-1798-LAX-SFO	2011-12-30 07:15 PM			2011-12-30 08:30 PM		
flightarrival	AA-1798-LAX-SFO	2011-12-30 7:15 PM	2011-12-30 8:22 PM		2011-12-30 8:30 PM	2011-12-30 9:32 PM (Estimated)	
ua	UA-4202-CLT-IAH	Fri, Dec 30 6:15 AM	Fri, Dec 30 6:15 AM	A12	Fri, Dec 30 8:20 AM	Fri, Dec 30 8:18 AM	B72
airtravelcenter	UA-4202-CLT-IAH	12/30/11 6:15 AM (-05:00)			12/30/11 8:20 AM (-06:00)		
myrateplan	UA-4202-CLT-IAH	12/30/11 6:15 AM (-05:00)			12/30/11 8:20 AM (-06:00)		
helloflight	UA-4202-CLT-IAH	12/30/11 6:15 AM (-05:00)			12/30/11 8:20 AM (-06:00)		
flytecomm	UA-4202-CLT-IAH	12/30/11 6:15 AM (-05:00)			12/30/11 8:20 AM (-06:00)		
flights	UA-4202-CLT-IAH	06:15 AM  Fri 30-Dec-2011	06:15 AM  Fri 30-Dec-2011	A12	08:20 AM  Fri 30-Dec-2011	08:18 AM  Fri 30-Dec-2011	72
businesstravellogue	UA-4202-CLT-IAH	06:15 AM  Fri 30-Dec-2011	06:15 AM  Fri 30-Dec-2011	A12	08:20 AM  Fri 30-Dec-2011	08:18 AM  Fri 30-Dec-2011	72
flylouisville	UA-4202-CLT-IAH	06:15 AM  Fri 30-Dec-2011	06:15 AM  Fri 30-Dec-2011	A12	08:20 AM  Fri 30-Dec-2011	08:18 AM  Fri 30-Dec-2011	72
world-flight-tracker	UA-4202-CLT-IAH	2011-12-30 6:15 AM	2011-12-30 6:15 AM		2011-12-30 8:20 AM	2011-12-30 8:18 AM	
flightview	UA-4202-CLT-IAH	6:15 AM, Dec 30	6:44 AM, Dec 30	Main Term - A12	8:20 AM, Dec 30	8:18 AM, Dec 30	Term B - B72
panynj	UA-4202-CLT-IAH	6:15 AM, Dec 30	6:44 AM, Dec 30	Main Term - A12	8:20 AM, Dec 30	8:18 AM, Dec 30	Term B - B72
gofox	UA-4202-CLT-IAH	6:15 AM, Dec 30	6:44 AM, Dec 30		8:20 AM, Dec 30	8:18 AM, Dec 30	
foxbusiness	UA-4202-CLT-IAH	6:15 AM, Dec 30	6:44 AM, Dec 30	Main Term - A12	8:20 AM, Dec 30	8:18 AM, Dec 30	Term B - B72
allegiantair	UA-4202-CLT-IAH	6:15 AM, Dec 30	6:44 AM, Dec 30	Main Term - A12	8:20 AM, Dec 30	8:18 AM, Dec 30	Term B - B72
boston	UA-4202-CLT-IAH	6:15 AM, Dec 30	6:44 AM, Dec 30		8:20 AM, Dec 30	8:10 AM, Dec 30	
travelocity	UA-4202-CLT-IAH	Dec 30 - 6:15am	Dec 30 - Contact Airline	Not provided by airline	Dec 30 - 8:20am	Dec 30 - Contact Airline	Not provided by airline
orbitz	UA-4202-CLT-IAH	6:15aDec 30	6:15aDec 30	 -	8:20aDec 30	8:18aDec 30	 -
weather	UA-4202-CLT-IAH	2011-12-30 06:15 AM			2011-12-30 08:20 AM		
usatoday	UA-4202-CLT-IAH	2011-12-30 06:15 AM			2011-12-30 08:20 AM		
mytripandmore	UA-4202-CLT-IAH	Dec 30 - 6:15am	Dec 30 - Contact Airline	Not provided by airline	Dec 30 - 8:20am	Dec 30 - Contact Airline	Not provided by airline
aa	AA-1890-LAX-ORD	December 30, 2011               05:45 PM    	December 30, 2011               05:41 PM    	 47B	December 30, 2011               11:40 PM    	December 30, 2011     	 H17    
flightexplorer	AA-1890-LAX-ORD		12/30/2011 5:52PM PST			12/30/2011 11:17PM CST	
airtravelcenter	AA-1890-LAX-ORD		12/30/11 5:52 PM (-08:00)			12/30/11 11:17 PM (-06:00)	
myrateplan	AA-1890-LAX-ORD		12/30/11 5:52 PM (-08:00)			12/30/11 11:17 PM (-06:00)	
helloflight	AA-1890-LAX-ORD		12/30/11 5:52 PM (-08:00)			12/30/11 11:17 PM (-06:00)	
flytecomm	AA-1890-LAX-ORD		12/30/11 5:52 PM (-08:00)			12/30/11 11:17 PM (-06:00)	
flightaware	AA-1890-LAX-ORD	2011-12-30 05:45PM PST	2011-12-30 05:52PM PST	 47B 	2011-12-30 11:19PM CST	2011-12-30 11:17PM CST	 H17 
wunderground	AA-1890-LAX-ORD	2011-12-30 05:45PM PST	2011-12-30 05:52PM PST	 47B 	2011-12-30 11:19PM CST	2011-12-30 11:17PM CST	 H17 
flights	AA-1890-LAX-ORD	05:45 PM  Fri 30-Dec-2011	05:41 PM  Fri 30-Dec-2011	47B	11:40 PM  Fri 30-Dec-2011	11:14 PM  Fri 30-Dec-2011 (Runway)	H17
businesstravellogue	AA-1890-LAX-ORD	05:45 PM  Fri 30-Dec-2011	05:41 PM  Fri 30-Dec-2011	47B	11:40 PM  Fri 30-Dec-2011	11:14 PM  Fri 30-Dec-2011 (Runway)	H17
flylouisville	AA-1890-LAX-ORD	05:45 PM  Fri 30-Dec-2011	05:41 PM  Fri 30-Dec-2011	47B	11:40 PM  Fri 30-Dec-2011	11:14 PM  Fri 30-Dec-2011 (Runway)	H17
flightstats	AA-1890-LAX-ORD	2011-12-30 5:45 PM	2011-12-30 5:41 PM		2011-12-30 11:40 PM	2011-12-30 11:14 PM (runway)	
quicktrip	AA-1890-LAX-ORD	2011-12-30 5:45 PM	2011-12-30 5:41 PM		2011-12-30 11:40 PM	2011-12-30 11:14 PM (runway)	
world-flight-tracker	AA-1890-LAX-ORD	2011-12-30 5:45 PM	2011-12-30 5:41 PM		2011-12-30 11:40 PM	2011-12-30 11:14 PM (runway)	
flightview	AA-1890-LAX-ORD	5:45 PM, Dec 30	5:52 PM, Dec 30	Terminal 4 - 47B	11:40 PM, Dec 30	11:18 PM, Dec 30	Terminal 3 - H17
panynj	AA-1890-LAX-ORD	5:45 PM, Dec 30	5:52 PM, Dec 30	Terminal 4 - 47B	11:40 PM, Dec 30	11:18 PM, Dec 30	Terminal 3 - H17
gofox	AA-1890-LAX-ORD	5:45 PM, Dec 30	5:52 PM, Dec 30		11:40 PM, Dec 30	11:18 PM, Dec 30	
foxbusiness	AA-1890-LAX-ORD	5:45 PM, Dec 30	5:52 PM, Dec 30	Terminal 4 - 47B	11:40 PM, Dec 30	11:18 PM, Dec 30	Terminal 3 - H17
allegiantair	AA-1890-LAX-ORD	5:45 PM, Dec 30	5:52 PM, Dec 30	Terminal 4 - 47B	11:40 PM, Dec 30	11:18 PM, Dec 30	Terminal 3 - H17
boston	AA-1890-LAX-ORD	5:45 PM, Dec 30	5:52 PM, Dec 30		11:40 PM, Dec 30	11:18 PM, Dec 30	
travelocity	AA-1890-LAX-ORD	Dec 30 - 5:45pm	Dec 30 - 5:41pm	47B/T4	Dec 30 - 11:40pm	Dec 30 - 11:19pm	H17/T3
orbitz	AA-1890-LAX-ORD	5:45pDec 30	5:41pDec 30	 47B	10:50pDec 30		 H17
weather	AA-1890-LAX-ORD	2011-12-30 05:45 PM			2011-12-30 11:40 PM		
ord	AA-1890-LAX-ORD	2011-12-30 5:45 PM		47B	2011-12-30 11:40 PM		H17
ifly	AA-1890-LAX-ORD	2011-12-30 5:45 PM	2011-12-30 5:41 PM		2011-12-30 11:40 PM	2011-12-30 11:14 PM (runway)	
usatoday	AA-1890-LAX-ORD	2011-12-30 05:45 PM			2011-12-30 11:40 PM		
mytripandmore	AA-1890-LAX-ORD	Dec 30 - 5:45pm	Dec 30 - 5:41pm	47B/T4	Dec 30 - 11:40pm	Dec 30 - 11:19pm	H17/T3
flightarrival	AA-1890-LAX-ORD	2011-12-30 5:45 PM	2011-12-30 5:41 PM		2011-12-30 11:40 PM	2011-12-30 11:14 PM (runway)	
aa	AA-3711-LAX-IAH	December 30, 2011               07:40 PM    	December 30, 2011     	 44I	December 31, 2011               12:45 AM    	December 31, 2011     	 A26    
airtravelcenter	AA-3711-LAX-IAH		12/30/11 7:49 PM (-08:00)			12/31/11 12:40 AM (-06:00)	
myrateplan	AA-3711-LAX-IAH		12/30/11 7:49 PM (-08:00)			12/31/11 12:40 AM (-06:00)	
helloflight	AA-3711-LAX-IAH		12/30/11 7:49 PM (-08:00)			12/31/11 12:40 AM (-06:00)	
flytecomm	AA-3711-LAX-IAH		12/30/11 7:49 PM (-08:00)			12/31/11 12:40 AM (-06:00)	
flightaware	AA-3711-LAX-IAH	2011-12-30 07:40PM PST	2011-12-30 07:49PM PST	 44I 	2011-12-30 12:31AM CST	2011-12-30 12:40AM CST	 A26 
wunderground	AA-3711-LAX-IAH	2011-12-30 07:40PM PST	2011-12-30 07:49PM PST	 44I 	2011-12-30 12:31AM CST	2011-12-30 12:40AM CST	 A26 
flights	AA-3711-LAX-IAH	07:40 PM  Fri 30-Dec-2011		44	12:45 AM  Sat 31-Dec-2011		26
businesstravellogue	AA-3711-LAX-IAH	07:40 PM  Fri 30-Dec-2011		44	12:45 AM  Sat 31-Dec-2011		26
flylouisville	AA-3711-LAX-IAH	07:40 PM  Fri 30-Dec-2011		44	12:45 AM  Sat 31-Dec-2011		26
flightstats	AA-3711-LAX-IAH	2011-12-30 7:40 PM	2011-12-30 7:40 PM (Estimated)		2011-12-30 12:45 AM	2011-12-30 12:45 AM (Estimated)	
quicktrip	AA-3711-LAX-IAH	2011-12-30 7:40 PM	2011-12-30 7:40 PM (Estimated)		2011-12-30 12:45 AM	2011-12-30 12:45 AM (Estimated)	
world-flight-tracker	AA-3711-LAX-IAH	2011-12-30 7:40 PM	2011-12-30 7:40 PM (Estimated)		2011-12-30 12:45 AM	2011-12-30 12:45 AM (Estimated)	
flightview	AA-3711-LAX-IAH	7:40 PM, Dec 30		Terminal 4 - 44I	12:45 AM, Dec 31		Terminal A - A26
panynj	AA-3711-LAX-IAH	7:40 PM, Dec 30		Terminal 4 - 44I	12:45 AM, Dec 31		Terminal A - A26
gofox	AA-3711-LAX-IAH	7:40 PM, Dec 30			12:45 AM, Dec 31		
foxbusiness	AA-3711-LAX-IAH	7:40 PM, Dec 30		Terminal 4 - 44I	12:45 AM, Dec 31		Terminal A - A26
allegiantair	AA-3711-LAX-IAH	7:40 PM, Dec 30		Terminal 4 - 44I	12:45 AM, Dec 31		Terminal A - A26
boston	AA-3711-LAX-IAH	7:40 PM, Dec 30	Not Available		12:45 AM, Dec 31	Not Available	
travelocity	AA-3711-LAX-IAH	Dec 30 - 7:40pm	Dec 30 - Not Available	44I/T4	Dec 31 - 12:45am	Dec 31 - Not Available	A26
orbitz	AA-3711-LAX-IAH	7:40pDec 30		 44I	12:45aDec 31		 A26
weather	AA-3711-LAX-IAH	2011-12-30 07:40 PM			2011-12-30 12:45 AM		
usatoday	AA-3711-LAX-IAH	7:40 PM, Dec 30	Not Available		12:45 AM, Dec 31	Not Available	
mytripandmore	AA-3711-LAX-IAH	7:40pDec 30		 44I	12:45aDec 31		 A26
ua	UA-1724-EWR-PBI	Fri, Dec 30 9:25 AM	Fri, Dec 30 9:37 AM	C112	Fri, Dec 30 12:30 PM	Fri, Dec 30 12:32 PM	B4
flightexplorer	UA-1724-EWR-PBI		12/30/2011 9:53AM EST			12/30/2011 12:28PM EST	
flightexplorer	UA-1724-EWR-PBI		12/30/2011 11:43AM EST			12/30/2011 2:13PM EST	
airtravelcenter	UA-1724-EWR-PBI		12/30/11 9:55 AM (-05:00)			12/30/11 12:28 PM (-05:00)	
airtravelcenter	UA-1724-EWR-PBI	12/30/11 9:25 AM (-05:00)			12/30/11 12:30 PM (-05:00)		
myrateplan	UA-1724-EWR-PBI		12/30/11 9:55 AM (-05:00)			12/30/11 12:28 PM (-05:00)	
myrateplan	UA-1724-EWR-PBI	12/30/11 9:25 AM (-05:00)			12/30/11 12:30 PM (-05:00)		
helloflight	UA-1724-EWR-PBI		12/30/11 9:55 AM (-05:00)			12/30/11 12:28 PM (-05:00)	
helloflight	UA-1724-EWR-PBI	12/30/11 9:25 AM (-05:00)			12/30/11 12:30 PM (-05:00)		
flytecomm	UA-1724-EWR-PBI		12/30/11 9:55 AM (-05:00)			12/30/11 12:28 PM (-05:00)	
flytecomm	UA-1724-EWR-PBI	12/30/11 9:25 AM (-05:00)			12/30/11 12:30 PM (-05:00)		
flights	UA-1724-EWR-PBI		2011-12-30 09:37 AM	112		2011-12-30 12:32 PM	B4
businesstravellogue	UA-1724-EWR-PBI		2011-12-30 09:37 AM	112		2011-12-30 12:32 PM	B4
flylouisville	UA-1724-EWR-PBI		2011-12-30 09:37 AM	112		2011-12-30 12:32 PM	B4
flightview	UA-1724-EWR-PBI		9:55 AMDec 30			12:32 PMDec 30	
panynj	UA-1724-EWR-PBI		9:55 AMDec 30			12:32 PMDec 30	
gofox	UA-1724-EWR-PBI		9:55 AMDec 30			12:32 PMDec 30	
foxbusiness	UA-1724-EWR-PBI		9:55 AMDec 30			12:32 PMDec 30	
allegiantair	UA-1724-EWR-PBI		9:55 AMDec 30			12:32 PMDec 30	
boston	UA-1724-EWR-PBI		9:55 AMDec 30			12:22 PMDec 30	
travelocity	UA-1724-EWR-PBI	Dec 30 - 9:25am	Dec 30 - Contact Airline	Not provided by airline	Dec 30 - 12:30pm	Dec 30 - Contact Airline	Not provided by airline
orbitz	UA-1724-EWR-PBI	9:25aDec 30	9:37aDec 30	 112	12:30pDec 30	12:32pDec 30	 B4
weather	UA-1724-EWR-PBI	2011-12-30 09:25 AM			2011-12-30 12:30 PM		
usatoday	UA-1724-EWR-PBI		9:55 AMDec 30			12:22 PMDec 30	
mytripandmore	UA-1724-EWR-PBI	Dec 30 - 9:25am	Dec 30 - Contact Airline	Not provided by airline	Dec 30 - 12:30pm	Dec 30 - Contact Airline	Not provided by airline
ua	UA-91-TLV-EWR	Fri, Dec 30 11:10 PM	Fri, Dec 30 11:10 PM	C9	Sat, Dec 31 4:19 AM	Sat, Dec 31 4:37 AM	C121
airtravelcenter	UA-91-TLV-EWR	12/30/11 11:10 PM (+02:00)			12/31/11 4:19 AM (-05:00)		
myrateplan	UA-91-TLV-EWR	12/30/11 11:10 PM (+02:00)			12/31/11 4:19 AM (-05:00)		
helloflight	UA-91-TLV-EWR	12/30/11 11:10 PM (+02:00)			12/31/11 4:19 AM (-05:00)		
flytecomm	UA-91-TLV-EWR	12/30/11 11:10 PM (+02:00)			12/31/11 4:19 AM (-05:00)		
flights	UA-91-TLV-EWR	2011-12-30 11:10 PM		C9	2011-12-30 04:19 AM		121
businesstravellogue	UA-91-TLV-EWR	2011-12-30 11:10 PM		C9	2011-12-30 04:19 AM		121
flylouisville	UA-91-TLV-EWR	2011-12-30 11:10 PM		C9	2011-12-30 04:19 AM		121
flightview	UA-91-TLV-EWR	11:10 PMDec 30			4:19 AMDec 31		
panynj	UA-91-TLV-EWR	11:10 PMDec 30			4:19 AMDec 31		
gofox	UA-91-TLV-EWR	11:10 PMDec 30			4:19 AMDec 31		
foxbusiness	UA-91-TLV-EWR	11:10 PMDec 30			4:19 AMDec 31		
allegiantair	UA-91-TLV-EWR	11:10 PMDec 30			4:19 AMDec 31		
boston	UA-91-TLV-EWR	11:10 PMDec 30			4:19 AMDec 31		
travelocity	UA-91-TLV-EWR	Dec 30 - 11:10pm	Dec 30 - Contact Airline	Not provided by airline	Dec 31 - 4:19am	Dec 31 - Contact Airline	Not provided by airline
orbitz	UA-91-TLV-EWR	11:10pDec 30		 C9	4:19aDec 31		 121
weather	UA-91-TLV-EWR	2011-12-30 11:10 PM			2011-12-30 04:19 AM		
mytripandmore	UA-91-TLV-EWR	11:10pDec 30		 C9	4:19aDec 31		 121
ua	UA-456-BOS-SFO	Fri, Dec 30 9:55 AM	Fri, Dec 30 10:12 AM	C18	Fri, Dec 30 1:44 PM	Fri, Dec 30 1:44 PM	83
airtravelcenter	UA-456-BOS-SFO		12/30/11 10:30 AM (-05:00)			12/30/11 1:36 PM (-08:00)	
myrateplan	UA-456-BOS-SFO		12/30/11 10:30 AM (-05:00)			12/30/11 1:36 PM (-08:00)	
helloflight	UA-456-BOS-SFO		12/30/11 10:30 AM (-05:00)			12/30/11 1:36 PM (-08:00)	
flytecomm	UA-456-BOS-SFO		12/30/11 10:30 AM (-05:00)			12/30/11 1:36 PM (-08:00)	
flightaware	UA-456-BOS-SFO	2011-12-30 09:55AM EST	2011-12-30 10:31AM EST	 C18 	2011-12-30 01:10PM PST	2011-12-30 01:36PM PST	 83 
wunderground	UA-456-BOS-SFO	2011-12-30 09:55AM EST	2011-12-30 10:31AM EST	 C18 	2011-12-30 01:10PM PST	2011-12-30 01:36PM PST	 83 
flights	UA-456-BOS-SFO	09:55 AM  Fri 30-Dec-2011		C18	01:44 PM  Fri 30-Dec-2011		83
businesstravellogue	UA-456-BOS-SFO	09:55 AM  Fri 30-Dec-2011		C18	01:44 PM  Fri 30-Dec-2011		83
flylouisville	UA-456-BOS-SFO	09:55 AM  Fri 30-Dec-2011		C18	01:44 PM  Fri 30-Dec-2011		83
world-flight-tracker	UA-456-BOS-SFO	2011-12-30 9:55 AM	2011-12-30 10:12 AM		2011-12-30 1:44 PM	2011-12-30 1:44 PM (Estimated)	
flightview	UA-456-BOS-SFO	9:55 AM, Dec 30	10:31 AM, Dec 30		1:44 PM, Dec 30		
panynj	UA-456-BOS-SFO	9:55 AM, Dec 30	10:31 AM, Dec 30		1:44 PM, Dec 30		
gofox	UA-456-BOS-SFO	9:55 AM, Dec 30	10:31 AM, Dec 30		1:44 PM, Dec 30		
foxbusiness	UA-456-BOS-SFO	9:55 AM, Dec 30	10:31 AM, Dec 30		1:44 PM, Dec 30		
allegiantair	UA-456-BOS-SFO	9:55 AM, Dec 30	10:31 AM, Dec 30		1:44 PM, Dec 30		
boston	UA-456-BOS-SFO	9:55 AM, Dec 30	10:31 AM, Dec 30		1:44 PM, Dec 30	1:41 PM, Dec 30&nbsp(Estimated)	
travelocity	UA-456-BOS-SFO	Dec 30 - Not Available	Dec 30 - 10:31am	C18	Dec 30 - Not Available	Dec 30 - 1:44pm*	83
orbitz	UA-456-BOS-SFO	9:55aDec 30	10:12aDec 30	 C18	1:44pDec 30		 83
weather	UA-456-BOS-SFO	2011-12-30 09:55 AM	2011-12-30 10:31 AM		2011-12-30 01:44 PM	2011-12-30 01:36 PM	
flightwise	UA-456-BOS-SFO	2011-12-30 09:55AM EST	2011-12-30 10:31AM EST	 C18 	2011-12-30 01:10PM PST	2011-12-30 01:36PM PST	 83 
aa	AA-5026-CVG-ORD	December 30, 2011               08:35 PM    	December 30, 2011               08:37 PM    	 5	December 30, 2011               09:10 PM    	December 30, 2011               09:27 PM    	 L6A    
airtravelcenter	AA-5026-CVG-ORD		12/30/11 9:26 PM (-05:00)			12/30/11 9:26 PM (-06:00)	
myrateplan	AA-5026-CVG-ORD		12/30/11 9:26 PM (-05:00)			12/30/11 9:26 PM (-06:00)	
helloflight	AA-5026-CVG-ORD		12/30/11 9:26 PM (-05:00)			12/30/11 9:26 PM (-06:00)	
flytecomm	AA-5026-CVG-ORD		12/30/11 9:26 PM (-05:00)			12/30/11 9:26 PM (-06:00)	
flightaware	AA-5026-CVG-ORD	2011-12-30 08:35PM EST	2011-12-30 09:26PM EST	 5 	2011-12-30 08:48PM CST	2011-12-30 09:24PM CST	 L6A 
wunderground	AA-5026-CVG-ORD	2011-12-30 08:35PM EST	2011-12-30 09:26PM EST	 5 	2011-12-30 08:48PM CST	2011-12-30 09:24PM CST	 L6A 
flights	AA-5026-CVG-ORD		2011-12-30 08:37 PM	5		2011-12-30 09:27 PM	L6A
businesstravellogue	AA-5026-CVG-ORD		2011-12-30 08:37 PM	5		2011-12-30 09:27 PM	L6A
flylouisville	AA-5026-CVG-ORD		2011-12-30 08:37 PM	5		2011-12-30 09:27 PM	L6A
flightstats	AA-5026-CVG-ORD	2011-12-30 8:35 PM	2011-12-30 8:37 PM		2011-12-30 9:10 PM	2011-12-30 9:27 PM	
quicktrip	AA-5026-CVG-ORD	2011-12-30 8:35 PM	2011-12-30 8:37 PM		2011-12-30 9:10 PM	2011-12-30 9:27 PM	
flightview	AA-5026-CVG-ORD		9:26 PMDec 30			9:29 PMDec 30	
panynj	AA-5026-CVG-ORD		9:26 PMDec 30			9:29 PMDec 30	
gofox	AA-5026-CVG-ORD		9:26 PMDec 30			9:29 PMDec 30	
foxbusiness	AA-5026-CVG-ORD		9:26 PMDec 30			9:29 PMDec 30	
allegiantair	AA-5026-CVG-ORD		9:26 PMDec 30			9:29 PMDec 30	
boston	AA-5026-CVG-ORD		9:26 PMDec 30			9:29 PMDec 30	
orbitz	AA-5026-CVG-ORD	8:35pDec 30	8:37pDec 30	 5	9:10pDec 30	9:27pDec 30	 L6A
ord	AA-5026-CVG-ORD	2011-12-30 8:35 PM		5	2011-12-30 9:10 PM		L6A
usatoday	AA-5026-CVG-ORD		9:26 PMDec 30			9:29 PMDec 30	
flightwise	AA-5026-CVG-ORD	2011-12-30 08:35PM EST	2011-12-30 09:26PM EST	 5 	2011-12-30 08:48PM CST	2011-12-30 09:24PM CST	 L6A 
ua	UA-1014-IAH-CUN	Fri, Dec 30 10:30 AM	Fri, Dec 30 10:37 AM	E10	Fri, Dec 30 12:50 PM	Fri, Dec 30 1:04 PM	32
airtravelcenter	UA-1014-IAH-CUN	12/30/11 10:30 AM (-06:00)			12/30/11 12:50 PM (-06:00)		
myrateplan	UA-1014-IAH-CUN	12/30/11 10:30 AM (-06:00)			12/30/11 12:50 PM (-06:00)		
helloflight	UA-1014-IAH-CUN	12/30/11 10:30 AM (-06:00)			12/30/11 12:50 PM (-06:00)		
flytecomm	UA-1014-IAH-CUN	12/30/11 10:30 AM (-06:00)			12/30/11 12:50 PM (-06:00)		
flights	UA-1014-IAH-CUN	10:30 AM  Fri 30-Dec-2011	10:37 AM  Fri 30-Dec-2011	10	12:50 PM  Fri 30-Dec-2011	01:04 PM  Fri 30-Dec-2011	32
businesstravellogue	UA-1014-IAH-CUN	10:30 AM  Fri 30-Dec-2011	10:37 AM  Fri 30-Dec-2011	10	12:50 PM  Fri 30-Dec-2011	01:04 PM  Fri 30-Dec-2011	32
flylouisville	UA-1014-IAH-CUN	10:30 AM  Fri 30-Dec-2011	10:37 AM  Fri 30-Dec-2011	10	12:50 PM  Fri 30-Dec-2011	01:04 PM  Fri 30-Dec-2011	32
world-flight-tracker	UA-1014-IAH-CUN	2011-12-30 10:30 AM	2011-12-30 10:37 AM		2011-12-30 12:50 PM	2011-12-30 1:04 PM	
flightview	UA-1014-IAH-CUN	10:30 AM, Dec 30	11:04 AM, Dec 30	Term E - E10	12:50 PM, Dec 30	1:04 PM, Dec 30	Main Term - 32
panynj	UA-1014-IAH-CUN	10:30 AM, Dec 30	11:04 AM, Dec 30	Term E - E10	12:50 PM, Dec 30	1:04 PM, Dec 30	Main Term - 32
gofox	UA-1014-IAH-CUN	10:30 AM, Dec 30	11:04 AM, Dec 30		12:50 PM, Dec 30	1:04 PM, Dec 30	
foxbusiness	UA-1014-IAH-CUN	10:30 AM, Dec 30	11:04 AM, Dec 30	Term E - E10	12:50 PM, Dec 30	1:04 PM, Dec 30	Main Term - 32
allegiantair	UA-1014-IAH-CUN	10:30 AM, Dec 30	11:04 AM, Dec 30	Term E - E10	12:50 PM, Dec 30	1:04 PM, Dec 30	Main Term - 32
boston	UA-1014-IAH-CUN	10:30 AM, Dec 30	11:04 AM, Dec 30		12:50 PM, Dec 30	12:47 PM, Dec 30	
travelocity	UA-1014-IAH-CUN	Dec 30 - 10:30am	Dec 30 - Contact Airline	Not provided by airline	Dec 30 - 12:50pm	Dec 30 - Contact Airline	Not provided by airline
orbitz	UA-1014-IAH-CUN	10:30aDec 30	10:37aDec 30	 E10	12:50pDec 30	1:04pDec 30	 32
weather	UA-1014-IAH-CUN	2011-12-30 10:30 AM	2011-12-30 11:04 AM		2011-12-30 12:50 PM	2011-12-30 12:47 PM	
usatoday	UA-1014-IAH-CUN	2011-12-30 10:30 AM	2011-12-30 11:04 AM		2011-12-30 12:50 PM	2011-12-30 12:47 PM	
mytripandmore	UA-1014-IAH-CUN	Dec 30 - 10:30am	Dec 30 - Contact Airline	Not provided by airline	Dec 30 - 12:50pm	Dec 30 - Contact Airline	Not provided by airline
flightarrival	UA-1014-IAH-CUN	2011-12-30 10:30 AM	2011-12-30 11:04 AM		2011-12-30 12:50 PM	2011-12-30 12:47 PM	
aa	AA-1184-DFW-IAH	December 30, 2011               06:15 PM    	December 30, 2011     	 C16	December 30, 2011               07:20 PM    	December 30, 2011     	 A27    
flightexplorer	AA-1184-DFW-IAH	12/30/2011 6:15PM CST			12/30/2011 7:12PM CST		
airtravelcenter	AA-1184-DFW-IAH		12/30/11 6:30 PM (-06:00)			12/30/11 7:12 PM (-06:00)	
myrateplan	AA-1184-DFW-IAH		12/30/11 6:30 PM (-06:00)			12/30/11 7:12 PM (-06:00)	
helloflight	AA-1184-DFW-IAH		12/30/11 6:30 PM (-06:00)			12/30/11 7:12 PM (-06:00)	
flytecomm	AA-1184-DFW-IAH		12/30/11 6:30 PM (-06:00)			12/30/11 7:12 PM (-06:00)	
flights	AA-1184-DFW-IAH	2011-12-30 06:15 PM		C16	2011-12-30 07:20 PM		27
