ua	UA-1534-RTB-IAH	Sun, Dec 4 2:05 PM	Sun, Dec 4 1:53 PM	--	Sun, Dec 4 5:01 PM	Sun, Dec 4 4:43 PM	E2
CO	CO-4805-CLE-SBN	Sun., Dec.04, 2011 4:50 p.m.	Sun., Dec.04, 2011 4:40 p.m.		Sun., Dec.04, 2011 6:13 p.m.	Sun., Dec.04, 2011 6:00 p.m.	
airtravelcenter	CO-4805-CLE-SBN		12/4/11 4:50 PM (-05:00)			12/4/11 5:52 PM (-05:00)	
myrateplan	CO-4805-CLE-SBN		12/4/11 4:50 PM (-05:00)			12/4/11 5:52 PM (-05:00)	
helloflight	CO-4805-CLE-SBN		12/4/11 4:50 PM (-05:00)			12/4/11 5:52 PM (-05:00)	
flytecomm	CO-4805-CLE-SBN		12/4/11 4:50 PM (-05:00)			12/4/11 5:52 PM (-05:00)	
flights	CO-4805-CLE-SBN		2011-12-04 04:40 PM	D17C		2011-12-04 06:00 PM	
businesstravellogue	CO-4805-CLE-SBN		2011-12-04 04:40 PM	D17C		2011-12-04 06:00 PM	
flylouisville	CO-4805-CLE-SBN		2011-12-04 04:40 PM	D17C		2011-12-04 06:00 PM	
flightstats	CO-4805-CLE-SBN	2011-12-04 4:50 PM	2011-12-04 4:40 PM		2011-12-04 6:13 PM	2011-12-04 6:00 PM	
quicktrip	CO-4805-CLE-SBN	2011-12-04 4:50 PM	2011-12-04 4:40 PM		2011-12-04 6:13 PM	2011-12-04 6:00 PM	
flightview	CO-4805-CLE-SBN		4:50 PMDec 04			5:54 PMDec 04	
panynj	CO-4805-CLE-SBN		4:50 PMDec 04			5:54 PMDec 04	
gofox	CO-4805-CLE-SBN		4:50 PMDec 04			5:54 PMDec 04	
foxbusiness	CO-4805-CLE-SBN		4:50 PMDec 04			5:54 PMDec 04	
allegiantair	CO-4805-CLE-SBN		4:50 PMDec 04			5:54 PMDec 04	
boston	CO-4805-CLE-SBN		4:50 PMDec 04			5:54 PMDec 04	
orbitz	CO-4805-CLE-SBN	4:50pDec 4	4:40pDec 4	 D17C	6:13pDec 4	6:00pDec 4	 -
weather	CO-4805-CLE-SBN	2011-12-04 04:50 PM			2011-12-04 06:13 PM		
ifly	CO-4805-CLE-SBN	2011-12-04 4:50 PM	2011-12-04 4:40 PM		2011-12-04 6:13 PM	2011-12-04 6:00 PM	
usatoday	CO-4805-CLE-SBN	2011-12-04 04:50 PM			2011-12-04 06:13 PM		
flightarrival	CO-4805-CLE-SBN	2011-12-04 04:50 PM			2011-12-04 06:13 PM		
aa	AA-1853-JFK-MIA	12/04/2011 04:30 PM	12/04/2011 04:45 PM	36	12/04/2011 08:00 PM	12/04/2011 07:51 PM	D49
flightexplorer	AA-1853-JFK-MIA		12/4/2011 4:45PM EST			12/4/2011 7:08PM EST	
airtravelcenter	AA-1853-JFK-MIA		12/4/11 4:45 PM (-05:00)			12/4/11 7:08 PM (-05:00)	
myrateplan	AA-1853-JFK-MIA		12/4/11 4:45 PM (-05:00)			12/4/11 7:08 PM (-05:00)	
helloflight	AA-1853-JFK-MIA		12/4/11 4:45 PM (-05:00)			12/4/11 7:08 PM (-05:00)	
flytecomm	AA-1853-JFK-MIA		12/4/11 4:45 PM (-05:00)			12/4/11 7:08 PM (-05:00)	
flightaware	AA-1853-JFK-MIA	2011-12-04 04:30PM EST	2011-12-04 04:45PM EST	 36 	2011-12-04 06:55PM EST	2011-12-04 07:08PM EST	 D49 
wunderground	AA-1853-JFK-MIA	2011-12-04 04:30PM EST	2011-12-04 04:45PM EST	 36 	2011-12-04 06:55PM EST	2011-12-04 07:08PM EST	 D49 
flights	AA-1853-JFK-MIA	04:30 PM  Sun 04-Dec-2011	04:45 PM  Sun 04-Dec-2011	C36	08:00 PM  Sun 04-Dec-2011	07:51 PM  Sun 04-Dec-2011	D49
businesstravellogue	AA-1853-JFK-MIA	04:30 PM  Sun 04-Dec-2011	04:45 PM  Sun 04-Dec-2011	C36	08:00 PM  Sun 04-Dec-2011	07:51 PM  Sun 04-Dec-2011	D49
flylouisville	AA-1853-JFK-MIA	04:30 PM  Sun 04-Dec-2011	04:45 PM  Sun 04-Dec-2011	C36	08:00 PM  Sun 04-Dec-2011	07:51 PM  Sun 04-Dec-2011	D49
world-flight-tracker	AA-1853-JFK-MIA	2011-12-04 4:30 PM	2011-12-04 4:45 PM		2011-12-04 8:00 PM	2011-12-04 7:51 PM	
flightview	AA-1853-JFK-MIA	4:30 PM, Dec 04	4:45 PM, Dec 04	Terminal 8 - 36	8:00 PM, Dec 04	7:51 PM, Dec 04	Terminal D - D49
panynj	AA-1853-JFK-MIA	4:30 PM, Dec 04	4:45 PM, Dec 04	Terminal 8 - 36	8:00 PM, Dec 04	7:51 PM, Dec 04	Terminal D - D49
gofox	AA-1853-JFK-MIA	4:30 PM, Dec 04	4:45 PM, Dec 04		8:00 PM, Dec 04	7:51 PM, Dec 04	
foxbusiness	AA-1853-JFK-MIA	4:30 PM, Dec 04	4:45 PM, Dec 04	Terminal 8 - 36	8:00 PM, Dec 04	7:51 PM, Dec 04	Terminal D - D49
allegiantair	AA-1853-JFK-MIA	4:30 PM, Dec 04	4:45 PM, Dec 04	Terminal 8 - 36	8:00 PM, Dec 04	7:51 PM, Dec 04	Terminal D - D49
boston	AA-1853-JFK-MIA	4:30 PM, Dec 04	4:45 PM, Dec 04		8:00 PM, Dec 04	7:23 PM, Dec 04	
travelocity	AA-1853-JFK-MIA	Dec 04 - 4:30pm	Dec 04 - 4:29pm	36/8	Dec 04 - 8:00pm	Dec 04 - 7:51pm	D49
orbitz	AA-1853-JFK-MIA	4:30pDec 4	4:29pDec 4	 36	8:00pDec 4	7:51pDec 4	 D49
weather	AA-1853-JFK-MIA	2011-12-04 04:30 PM			2011-12-04 08:00 PM		
mia	AA-1853-JFK-MIA				8:00P 12-04-11	2011-12-04  7:25P	
flightwise	AA-1853-JFK-MIA	2011-12-04 04:30PM EST	2011-12-04 04:45PM EST	 36 	2011-12-04 06:55PM EST	2011-12-04 07:08PM EST	 D49 
flightarrival	AA-1853-JFK-MIA	4:30 PM, Dec 04	4:45 PM, Dec 04		8:00 PM, Dec 04	7:23 PM, Dec 04	
ua	UA-5877-DEN-MCI	Sun, Dec 4 9:43 PM	Sun, Dec 4 9:45 PM	B63	Mon, Dec 5 12:13 AM	Mon, Dec 5 12:22 AM	--
airtravelcenter	UA-5877-DEN-MCI	12/4/11 9:43 PM (-07:00)			12/5/11 12:13 AM (-06:00)		
myrateplan	UA-5877-DEN-MCI	12/4/11 9:43 PM (-07:00)			12/5/11 12:13 AM (-06:00)		
helloflight	UA-5877-DEN-MCI	12/4/11 9:43 PM (-07:00)			12/5/11 12:13 AM (-06:00)		
flytecomm	UA-5877-DEN-MCI	12/4/11 9:43 PM (-07:00)			12/5/11 12:13 AM (-06:00)		
flightaware	UA-5877-DEN-MCI	2011-12-04 09:43PM MST	2011-12-04 09:45PM MST	 B63 	2011-12-04 12:10AM CST	2011-12-04 12:12AM CST	
wunderground	UA-5877-DEN-MCI	2011-12-04 09:43PM MST	2011-12-04 09:45PM MST	 B63 	2011-12-04 12:10AM CST	2011-12-04 12:12AM CST	
flights	UA-5877-DEN-MCI	09:43 PM  Sun 04-Dec-2011			12:13 AM  Mon 05-Dec-2011		
businesstravellogue	UA-5877-DEN-MCI	09:43 PM  Sun 04-Dec-2011			12:13 AM  Mon 05-Dec-2011		
flylouisville	UA-5877-DEN-MCI	09:43 PM  Sun 04-Dec-2011			12:13 AM  Mon 05-Dec-2011		
world-flight-tracker	UA-5877-DEN-MCI	2011-12-04 9:43 PM	2011-12-04 9:45 PM		2011-12-04 12:13 AM		
flightview	UA-5877-DEN-MCI	9:43 PM, Dec 04		B63	12:13 AM, Dec 05		Terminal A
panynj	UA-5877-DEN-MCI	9:43 PM, Dec 04		B63	12:13 AM, Dec 05		Terminal A
gofox	UA-5877-DEN-MCI	9:43 PM, Dec 04			12:13 AM, Dec 05		
foxbusiness	UA-5877-DEN-MCI	9:43 PM, Dec 04		B63	12:13 AM, Dec 05		Terminal A
allegiantair	UA-5877-DEN-MCI	9:43 PM, Dec 04		B63	12:13 AM, Dec 05		Terminal A
boston	UA-5877-DEN-MCI	9:43 PM, Dec 04	9:43 PM, Dec 04&nbsp(Estimated)		12:13 AM, Dec 05	12:06 AM, Dec 05&nbsp(Estimated)	
travelocity	UA-5877-DEN-MCI	Dec 04 - Not Available	Dec 04 - 9:45pm	B63	Dec 04 - 12:13am	Dec 04 - Not Available	CHK
orbitz	UA-5877-DEN-MCI	9:43pDec 4	9:45pDec 4	 B63	12:31aDec 5		 -
weather	UA-5877-DEN-MCI	2011-12-04 09:43 PM			2011-12-04 12:13 AM		
den	UA-5877-DEN-MCI	2011-12-04 9:43 PM		B63			
mytripandmore	UA-5877-DEN-MCI	9:43pDec 4	9:45pDec 4	 B63	12:31aDec 5		 -
ua	UA-5915-GSP-IAD	Sun, Dec 4 10:16 AM	Sun, Dec 4 10:08 AM	--	Sun, Dec 4 11:40 AM	Sun, Dec 4 11:26 AM	C18R
airtravelcenter	UA-5915-GSP-IAD	12/4/11 10:16 AM (-05:00)			12/4/11 11:40 AM (-05:00)		
myrateplan	UA-5915-GSP-IAD	12/4/11 10:16 AM (-05:00)			12/4/11 11:40 AM (-05:00)		
helloflight	UA-5915-GSP-IAD	12/4/11 10:16 AM (-05:00)			12/4/11 11:40 AM (-05:00)		
flytecomm	UA-5915-GSP-IAD	12/4/11 10:16 AM (-05:00)			12/4/11 11:40 AM (-05:00)		
flights	UA-5915-GSP-IAD		2011-12-04 10:08 AM			2011-12-04 11:26 AM	C18
businesstravellogue	UA-5915-GSP-IAD		2011-12-04 10:08 AM			2011-12-04 11:26 AM	C18
flylouisville	UA-5915-GSP-IAD		2011-12-04 10:08 AM			2011-12-04 11:26 AM	C18
flightview	UA-5915-GSP-IAD		10:18 AMDec 04			11:26 AMDec 04	
panynj	UA-5915-GSP-IAD		10:18 AMDec 04			11:26 AMDec 04	
gofox	UA-5915-GSP-IAD		10:18 AMDec 04			11:26 AMDec 04	
foxbusiness	UA-5915-GSP-IAD		10:18 AMDec 04			11:26 AMDec 04	
allegiantair	UA-5915-GSP-IAD		10:18 AMDec 04			11:26 AMDec 04	
boston	UA-5915-GSP-IAD		10:18 AMDec 04			11:20 AMDec 04	
travelocity	UA-5915-GSP-IAD	Dec 04 - Not Available	Dec 04 - 10:17am	CHK	Dec 04 - Not Available	Dec 04 - 11:26am	C18R
orbitz	UA-5915-GSP-IAD	10:25aDec 4	10:17aDec 4	 -	11:40aDec 4	11:26aDec 4	 -
weather	UA-5915-GSP-IAD	2011-12-04 10:16 AM			2011-12-04 11:40 AM		
usatoday	UA-5915-GSP-IAD	2011-12-04 10:16 AM			2011-12-04 11:40 AM		
mytripandmore	UA-5915-GSP-IAD	10:25aDec 4	10:17aDec 4	 -	11:40aDec 4	11:26aDec 4	 -
CO	CO-1473-EWR-LAX	Sun., Dec.04, 2011 5:45 p.m.	Sun., Dec.04, 2011 5:46 p.m.		Sun., Dec.04, 2011 9:07 p.m.	Sun., Dec.04, 2011 9:06 p.m.	
flightexplorer	CO-1473-EWR-LAX		12/4/2011 6:10PM EST			12/4/2011 9:08PM PST	
airtravelcenter	CO-1473-EWR-LAX	12/4/11 5:45 PM (-05:00)			12/4/11 9:07 PM (-08:00)		
myrateplan	CO-1473-EWR-LAX	12/4/11 5:45 PM (-05:00)			12/4/11 9:07 PM (-08:00)		
helloflight	CO-1473-EWR-LAX	12/4/11 5:45 PM (-05:00)			12/4/11 9:07 PM (-08:00)		
flytecomm	CO-1473-EWR-LAX	12/4/11 5:45 PM (-05:00)			12/4/11 9:07 PM (-08:00)		
flightaware	CO-1473-EWR-LAX	2011-12-04 05:45PM EST	2011-12-04 06:11PM EST	 133 	2011-12-04 08:54PM PST	2011-12-04 09:08PM PST	 61 
wunderground	CO-1473-EWR-LAX	2011-12-04 05:45PM EST	2011-12-04 06:11PM EST	 133 	2011-12-04 08:54PM PST	2011-12-04 09:08PM PST	 61 
flights	CO-1473-EWR-LAX		2011-12-04 05:46 PM	133		2011-12-04 09:07 PM	61
businesstravellogue	CO-1473-EWR-LAX		2011-12-04 05:46 PM	133		2011-12-04 09:07 PM	61
flylouisville	CO-1473-EWR-LAX		2011-12-04 05:46 PM	133		2011-12-04 09:07 PM	61
flightstats	CO-1473-EWR-LAX	2011-12-04 5:45 PM	2011-12-04 5:46 PM		2011-12-04 9:07 PM	2011-12-04 9:06 PM (runway)	
quicktrip	CO-1473-EWR-LAX	2011-12-04 5:45 PM	2011-12-04 5:46 PM		2011-12-04 9:07 PM	2011-12-04 9:06 PM (runway)	
flightview	CO-1473-EWR-LAX		6:12 PMDec 04			9:05 PMDec 04	
panynj	CO-1473-EWR-LAX		6:12 PMDec 04			9:05 PMDec 04	
gofox	CO-1473-EWR-LAX		6:12 PMDec 04			9:05 PMDec 04	
foxbusiness	CO-1473-EWR-LAX		6:12 PMDec 04			9:05 PMDec 04	
allegiantair	CO-1473-EWR-LAX		6:12 PMDec 04			9:05 PMDec 04	
boston	CO-1473-EWR-LAX		6:12 PMDec 04			9:05 PMDec 04	
orbitz	CO-1473-EWR-LAX	5:45pDec 4	5:46pDec 4	 133	9:15pDec 4		 61
usatoday	CO-1473-EWR-LAX		6:12 PMDec 04			9:05 PMDec 04	
mytripandmore	CO-1473-EWR-LAX	5:45pDec 4	5:46pDec 4	 133	9:15pDec 4		 61
ua	UA-793-MCO-IAD	Sun, Dec 4 9:00 AM	Sun, Dec 4 8:54 AM	46	Sun, Dec 4 11:10 AM	Sun, Dec 4 10:59 AM	C14
flightexplorer	UA-793-MCO-IAD		12/4/2011 9:09AM EST			12/4/2011 10:54AM EST	
airtravelcenter	UA-793-MCO-IAD		12/4/11 9:10 AM (-05:00)			12/4/11 11:00 AM (-05:00)	
myrateplan	UA-793-MCO-IAD		12/4/11 9:10 AM (-05:00)			12/4/11 11:00 AM (-05:00)	
helloflight	UA-793-MCO-IAD		12/4/11 9:10 AM (-05:00)			12/4/11 11:00 AM (-05:00)	
flytecomm	UA-793-MCO-IAD		12/4/11 9:10 AM (-05:00)			12/4/11 11:00 AM (-05:00)	
flights	UA-793-MCO-IAD		2011-12-04 08:54 AM	46		2011-12-04 10:59 AM	C14
businesstravellogue	UA-793-MCO-IAD		2011-12-04 08:54 AM	46		2011-12-04 10:59 AM	C14
flylouisville	UA-793-MCO-IAD		2011-12-04 08:54 AM	46		2011-12-04 10:59 AM	C14
flightview	UA-793-MCO-IAD		9:10 AMDec 04			10:59 AMDec 04	
panynj	UA-793-MCO-IAD		9:10 AMDec 04			10:59 AMDec 04	
gofox	UA-793-MCO-IAD		9:10 AMDec 04			10:59 AMDec 04	
foxbusiness	UA-793-MCO-IAD		9:10 AMDec 04			10:59 AMDec 04	
allegiantair	UA-793-MCO-IAD		9:10 AMDec 04			10:59 AMDec 04	
boston	UA-793-MCO-IAD		9:10 AMDec 04			10:59 AMDec 04	
travelocity	UA-793-MCO-IAD	Dec 04 - Not Available	Dec 04 - 9:10am	CHK	Dec 04 - Not Available	Dec 04 - 10:59am	C14
orbitz	UA-793-MCO-IAD	9:00aDec 4	8:54aDec 4	 46	11:10aDec 4	10:59aDec 4	 C14
weather	UA-793-MCO-IAD	2011-12-04 09:00 AM			2011-12-04 11:10 AM		
iad	UA-793-MCO-IAD				2011-12-04 11:10 	2011-12-04 10:59 	
mco	UA-793-MCO-IAD	2011-12-04 Sun  09:00		46?			
usatoday	UA-793-MCO-IAD	2011-12-04 09:00 AM			2011-12-04 11:10 AM		
flightarrival	UA-793-MCO-IAD	2011-12-04 09:00 AM			2011-12-04 11:10 AM		
aa	AA-1047-MCO-MIA	12/04/2011 08:45 AM	12/04/2011 09:01 AM	15	12/04/2011 09:50 AM	12/04/2011 09:51 AM	D8
airtravelcenter	AA-1047-MCO-MIA		12/4/11 8:58 AM (-05:00)			12/4/11 9:35 AM (-05:00)	
myrateplan	AA-1047-MCO-MIA		12/4/11 8:58 AM (-05:00)			12/4/11 9:35 AM (-05:00)	
helloflight	AA-1047-MCO-MIA		12/4/11 8:58 AM (-05:00)			12/4/11 9:35 AM (-05:00)	
flytecomm	AA-1047-MCO-MIA		12/4/11 8:58 AM (-05:00)			12/4/11 9:35 AM (-05:00)	
flights	AA-1047-MCO-MIA		2011-12-04 09:01 AM	15		2011-12-04 09:51 AM	D8
businesstravellogue	AA-1047-MCO-MIA		2011-12-04 09:01 AM	15		2011-12-04 09:51 AM	D8
flylouisville	AA-1047-MCO-MIA		2011-12-04 09:01 AM	15		2011-12-04 09:51 AM	D8
flightview	AA-1047-MCO-MIA		9:02 AMDec 04			9:51 AMDec 04	
panynj	AA-1047-MCO-MIA		9:02 AMDec 04			9:51 AMDec 04	
gofox	AA-1047-MCO-MIA		9:02 AMDec 04			9:51 AMDec 04	
foxbusiness	AA-1047-MCO-MIA		9:02 AMDec 04			9:51 AMDec 04	
allegiantair	AA-1047-MCO-MIA		9:02 AMDec 04			9:51 AMDec 04	
boston	AA-1047-MCO-MIA		9:02 AMDec 04			9:44 AMDec 04	
travelocity	AA-1047-MCO-MIA	Dec 04 - 8:45am	Dec 04 - 8:43am	15	Dec 04 - 9:50am	Dec 04 - 9:51am	D8
orbitz	AA-1047-MCO-MIA	8:45aDec 4	8:43aDec 4	 15	9:50aDec 4	9:51aDec 4	 D8
weather	AA-1047-MCO-MIA	2011-12-04 08:45 AM	2011-12-04 09:02 AM		2011-12-04 09:50 AM	2011-12-04 09:35 AM	
mco	AA-1047-MCO-MIA	2011-12-04 Sun  08:45		15?			
mia	AA-1047-MCO-MIA				9:50A 12-04-11	2011-12-04  9:51A	
mytripandmore	AA-1047-MCO-MIA	8:45aDec 4	8:43aDec 4	 15	9:50aDec 4	9:51aDec 4	 D8
ua	UA-2496-RDU-CLT	Sun, Dec 4 9:15 AM	Sun, Dec 4 9:15 AM	D13	Sun, Dec 4 10:21 AM	Sun, Dec 4 9:54 AM	D8
airtravelcenter	UA-2496-RDU-CLT		12/4/11 9:20 AM (-05:00)			12/4/11 9:51 AM (-05:00)	
myrateplan	UA-2496-RDU-CLT		12/4/11 9:20 AM (-05:00)			12/4/11 9:51 AM (-05:00)	
helloflight	UA-2496-RDU-CLT		12/4/11 9:20 AM (-05:00)			12/4/11 9:51 AM (-05:00)	
flytecomm	UA-2496-RDU-CLT		12/4/11 9:20 AM (-05:00)			12/4/11 9:51 AM (-05:00)	
flights	UA-2496-RDU-CLT	09:15 AM  Sun 04-Dec-2011	09:10 AM  Sun 04-Dec-2011	D13	10:21 AM  Sun 04-Dec-2011	09:54 AM  Sun 04-Dec-2011	D8
businesstravellogue	UA-2496-RDU-CLT	09:15 AM  Sun 04-Dec-2011	09:10 AM  Sun 04-Dec-2011	D13	10:21 AM  Sun 04-Dec-2011	09:54 AM  Sun 04-Dec-2011	D8
flylouisville	UA-2496-RDU-CLT	09:15 AM  Sun 04-Dec-2011	09:10 AM  Sun 04-Dec-2011	D13	10:21 AM  Sun 04-Dec-2011	09:54 AM  Sun 04-Dec-2011	D8
world-flight-tracker	UA-2496-RDU-CLT	2011-12-04 9:15 AM	2011-12-04 9:10 AM		2011-12-04 10:21 AM	2011-12-04 9:54 AM	
flightview	UA-2496-RDU-CLT	9:15 AM, Dec 04	9:20 AM, Dec 04		10:21 AM, Dec 04	9:52 AM, Dec 04	
panynj	UA-2496-RDU-CLT	9:15 AM, Dec 04	9:20 AM, Dec 04		10:21 AM, Dec 04	9:52 AM, Dec 04	
gofox	UA-2496-RDU-CLT	9:15 AM, Dec 04	9:20 AM, Dec 04		10:21 AM, Dec 04	9:52 AM, Dec 04	
foxbusiness	UA-2496-RDU-CLT	9:15 AM, Dec 04	9:20 AM, Dec 04		10:21 AM, Dec 04	9:52 AM, Dec 04	
allegiantair	UA-2496-RDU-CLT	9:15 AM, Dec 04	9:20 AM, Dec 04		10:21 AM, Dec 04	9:52 AM, Dec 04	
boston	UA-2496-RDU-CLT	9:15 AM, Dec 04	9:20 AM, Dec 04		10:21 AM, Dec 04	9:52 AM, Dec 04	
travelocity	UA-2496-RDU-CLT	Dec 04 - 9:15am	Dec 04 - Contact Airline	Not provided by airline	Dec 04 - 10:21am	Dec 04 - Contact Airline	Not provided by airline
orbitz	UA-2496-RDU-CLT	9:15aDec 4	9:10aDec 4	 -	10:21aDec 4	9:54aDec 4	 -
weather	UA-2496-RDU-CLT	2011-12-04 09:15 AM			2011-12-04 10:21 AM		
mytripandmore	UA-2496-RDU-CLT	9:15aDec 4	9:10aDec 4	 -	10:21aDec 4	9:54aDec 4	 -
flightarrival	UA-2496-RDU-CLT	9:15 AM, Dec 04	9:20 AM, Dec 04		10:21 AM, Dec 04	9:52 AM, Dec 04	
CO	CO-1688-IAH-DTW	Sun., Dec.04, 2011 4:20 p.m.	Sun., Dec.04, 2011 4:21 p.m.		Sun., Dec.04, 2011 8:15 p.m.	Sun., Dec.04, 2011 8:30 p.m.	
flightexplorer	CO-1688-IAH-DTW		12/4/2011 5:07PM CST			12/4/2011 8:18PM EST	
airtravelcenter	CO-1688-IAH-DTW	12/4/11 4:20 PM (-06:00)			12/4/11 8:15 PM (-05:00)		
myrateplan	CO-1688-IAH-DTW	12/4/11 4:20 PM (-06:00)			12/4/11 8:15 PM (-05:00)		
helloflight	CO-1688-IAH-DTW	12/4/11 4:20 PM (-06:00)			12/4/11 8:15 PM (-05:00)		
flytecomm	CO-1688-IAH-DTW	12/4/11 4:20 PM (-06:00)			12/4/11 8:15 PM (-05:00)		
flightaware	CO-1688-IAH-DTW	2011-12-04 04:20PM CST	2011-12-04 05:08PM CST	 E23 	2011-12-04 08:05PM EST	2011-12-04 08:05PM EST	 D-8 
wunderground	CO-1688-IAH-DTW	2011-12-04 04:20PM CST	2011-12-04 05:08PM CST	 E23 	2011-12-04 08:05PM EST	2011-12-04 08:05PM EST	 D-8 
flights	CO-1688-IAH-DTW	04:20 PM  Sun 04-Dec-2011	04:21 PM  Sun 04-Dec-2011	23	08:15 PM  Sun 04-Dec-2011	08:30 PM  Sun 04-Dec-2011	D8
businesstravellogue	CO-1688-IAH-DTW	04:20 PM  Sun 04-Dec-2011	04:21 PM  Sun 04-Dec-2011	23	08:15 PM  Sun 04-Dec-2011	08:30 PM  Sun 04-Dec-2011	D8
flylouisville	CO-1688-IAH-DTW	04:20 PM  Sun 04-Dec-2011	04:21 PM  Sun 04-Dec-2011	23	08:15 PM  Sun 04-Dec-2011	08:30 PM  Sun 04-Dec-2011	D8
flightstats	CO-1688-IAH-DTW	2011-12-04 4:20 PM	2011-12-04 4:21 PM		2011-12-04 8:15 PM	2011-12-04 8:30 PM	
quicktrip	CO-1688-IAH-DTW	2011-12-04 4:20 PM	2011-12-04 4:21 PM		2011-12-04 8:15 PM	2011-12-04 8:30 PM	
world-flight-tracker	CO-1688-IAH-DTW	2011-12-04 4:20 PM	2011-12-04 4:21 PM		2011-12-04 8:15 PM	2011-12-04 8:30 PM	
flightview	CO-1688-IAH-DTW	4:20 PM, Dec 04	5:08 PM, Dec 04	Term C - E23	8:15 PM, Dec 04	8:30 PM, Dec 04	North Term - D8
panynj	CO-1688-IAH-DTW	4:20 PM, Dec 04	5:08 PM, Dec 04	Term C - E23	8:15 PM, Dec 04	8:30 PM, Dec 04	North Term - D8
gofox	CO-1688-IAH-DTW	4:20 PM, Dec 04	5:08 PM, Dec 04		8:15 PM, Dec 04	8:30 PM, Dec 04	
foxbusiness	CO-1688-IAH-DTW	4:20 PM, Dec 04	5:08 PM, Dec 04	Term C - E23	8:15 PM, Dec 04	8:30 PM, Dec 04	North Term - D8
allegiantair	CO-1688-IAH-DTW	4:20 PM, Dec 04	5:08 PM, Dec 04	Term C - E23	8:15 PM, Dec 04	8:30 PM, Dec 04	North Term - D8
boston	CO-1688-IAH-DTW	4:20 PM, Dec 04	5:08 PM, Dec 04		8:15 PM, Dec 04	8:19 PM, Dec 04	
travelocity	CO-1688-IAH-DTW	Dec 04 - 4:20pm	Dec 04 - 4:21pm	E23	Dec 04 - 8:15pm	Dec 04 - 8:30pm	D-8
orbitz	CO-1688-IAH-DTW	4:20pDec 4	4:21pDec 4	 E23	8:15pDec 4	8:30pDec 4	 D-8
weather	CO-1688-IAH-DTW	2011-12-04 04:20 PM			2011-12-04 08:15 PM		
usatoday	CO-1688-IAH-DTW	2011-12-04 04:20 PM			2011-12-04 08:15 PM		
mytripandmore	CO-1688-IAH-DTW	4:20pDec 4	4:21pDec 4	 E23	8:15pDec 4	8:30pDec 4	 D-8
flightarrival	CO-1688-IAH-DTW	2011-12-04 04:20 PM			2011-12-04 08:15 PM		
aa	AA-3715-ORD-PHL	12/04/2011 10:30 PM		H1A	12/05/2011 01:15 AM		A7
flightexplorer	AA-3715-ORD-PHL		12/3/2011 11:12PM CST			12/4/2011 1:33AM EST	
flightexplorer	AA-3715-ORD-PHL	12/4/2011 10:30PM CST			12/5/2011 1:15AM EST		
airtravelcenter	AA-3715-ORD-PHL		12/4/11 10:49 PM (-06:00)			12/5/11 1:18 AM (-05:00)	
myrateplan	AA-3715-ORD-PHL		12/4/11 10:49 PM (-06:00)			12/5/11 1:18 AM (-05:00)	
helloflight	AA-3715-ORD-PHL		12/4/11 10:49 PM (-06:00)			12/5/11 1:18 AM (-05:00)	
flytecomm	AA-3715-ORD-PHL		12/4/11 10:49 PM (-06:00)			12/5/11 1:18 AM (-05:00)	
flightaware	AA-3715-ORD-PHL	2011-12-04 10:30PM CST	2011-12-04 11:12PM CST	 G10 	2011-12-04 01:05AM EST	2011-12-04 01:25AM EST	 A7 
wunderground	AA-3715-ORD-PHL	2011-12-04 10:30PM CST	2011-12-04 11:12PM CST	 G10 	2011-12-04 01:05AM EST	2011-12-04 01:25AM EST	 A7 
flights	AA-3715-ORD-PHL	10:30 PM  Sun 04-Dec-2011		H2	01:15 AM  Mon 05-Dec-2011		7
businesstravellogue	AA-3715-ORD-PHL	10:30 PM  Sun 04-Dec-2011		H2	01:15 AM  Mon 05-Dec-2011		7
flylouisville	AA-3715-ORD-PHL	10:30 PM  Sun 04-Dec-2011		H2	01:15 AM  Mon 05-Dec-2011		7
flightstats	AA-3715-ORD-PHL	2011-12-04 10:30 PM	2011-12-04 10:49 PM (Estimated runway)		2011-12-04 1:15 AM	2011-12-04 1:18 AM (Estimated runway)	
quicktrip	AA-3715-ORD-PHL	2011-12-04 10:30 PM	2011-12-04 10:49 PM (Estimated runway)		2011-12-04 1:15 AM	2011-12-04 1:18 AM (Estimated runway)	
world-flight-tracker	AA-3715-ORD-PHL	2011-12-04 10:30 PM	2011-12-04 10:49 PM (Estimated runway)		2011-12-04 1:15 AM	2011-12-04 1:18 AM (Estimated runway)	
flightview	AA-3715-ORD-PHL	10:30 PM, Dec 04		Terminal 3	1:15 AM, Dec 05		Terminal A
panynj	AA-3715-ORD-PHL	10:30 PM, Dec 04		Terminal 3	1:15 AM, Dec 05		Terminal A
gofox	AA-3715-ORD-PHL	10:30 PM, Dec 04			1:15 AM, Dec 05		
foxbusiness	AA-3715-ORD-PHL	10:30 PM, Dec 04		Terminal 3	1:15 AM, Dec 05		Terminal A
allegiantair	AA-3715-ORD-PHL	10:30 PM, Dec 04		Terminal 3	1:15 AM, Dec 05		Terminal A
boston	AA-3715-ORD-PHL	10:30 PM, Dec 04	Not Available		1:15 AM, Dec 05	Not Available	
travelocity	AA-3715-ORD-PHL	Dec 04 - 10:30pm	Dec 04 - Not Available	H1A/T3	Dec 05 - 1:15am	Dec 05 - Not Available	A7/A
orbitz	AA-3715-ORD-PHL	10:30pDec 4		 H1A	1:15aDec 5		 A7
weather	AA-3715-ORD-PHL	2011-12-04 10:30 PM			2011-12-04 01:15 AM		
