CO	CO-4237-EWR-DTW	Mon., Dec.26, 2011 12:17 p.m.	Mon., Dec.26, 2011 12:12 p.m.		Mon., Dec.26, 2011 2:24 p.m.	Mon., Dec.26, 2011 2:03 p.m.	
airtravelcenter	AA-1835-ORD-SFO		12/26/11 6:54 PM (-06:00)			12/26/11 9:15 PM (-08:00)	
airtravelcenter	AA-1835-ORD-SFO		12/26/11 6:29 PM (-06:00)			12/26/11 8:32 PM (-08:00)	
myrateplan	AA-1835-ORD-SFO		12/26/11 6:54 PM (-06:00)			12/26/11 9:15 PM (-08:00)	
myrateplan	AA-1835-ORD-SFO		12/26/11 6:29 PM (-06:00)			12/26/11 8:32 PM (-08:00)	
helloflight	AA-1835-ORD-SFO		12/26/11 6:54 PM (-06:00)			12/26/11 9:15 PM (-08:00)	
helloflight	AA-1835-ORD-SFO		12/26/11 6:29 PM (-06:00)			12/26/11 8:32 PM (-08:00)	
flytecomm	AA-1835-ORD-SFO		12/26/11 6:54 PM (-06:00)			12/26/11 9:15 PM (-08:00)	
flytecomm	AA-1835-ORD-SFO		12/26/11 6:29 PM (-06:00)			12/26/11 8:32 PM (-08:00)	
flightaware	AA-1835-ORD-SFO	2011-12-26 04:15PM CST	2011-12-26 06:11PM CST	 H12 	2011-12-26 06:36PM PST	2011-12-26 08:32PM PST	 55 
flightaware	AA-1835-ORD-SFO	2011-12-26 04:15PM CST	2011-12-26 06:29PM CST	 H12 	2011-12-26 06:47PM PST	2011-12-26 08:33PM PST	 55 
wunderground	AA-1835-ORD-SFO	2011-12-26 04:15PM CST	2011-12-26 06:11PM CST	 H12 	2011-12-26 06:36PM PST	2011-12-26 08:32PM PST	 55 
wunderground	AA-1835-ORD-SFO	2011-12-26 04:15PM CST	2011-12-26 06:29PM CST	 H12 	2011-12-26 06:47PM PST	2011-12-26 08:33PM PST	 55 
flights	AA-1835-ORD-SFO	04:15 PM  Mon 26-Dec-2011		H12	06:50 PM  Mon 26-Dec-2011		55
flights	AA-1835-ORD-SFO	04:15 PM  Mon 26-Dec-2011		H12	06:50 PM  Mon 26-Dec-2011		55
businesstravellogue	AA-1835-ORD-SFO	04:15 PM  Mon 26-Dec-2011		H12	06:50 PM  Mon 26-Dec-2011		55
businesstravellogue	AA-1835-ORD-SFO	04:15 PM  Mon 26-Dec-2011		H12	06:50 PM  Mon 26-Dec-2011		55
flylouisville	AA-1835-ORD-SFO	04:15 PM  Mon 26-Dec-2011		H12	06:50 PM  Mon 26-Dec-2011		55
flylouisville	AA-1835-ORD-SFO	04:15 PM  Mon 26-Dec-2011		H12	06:50 PM  Mon 26-Dec-2011		55
flightstats	AA-1835-ORD-SFO	2011-12-26 4:15 PM	2011-12-26 6:08 PM		2011-12-26 6:50 PM	2011-12-26 8:42 PM (Estimated)	
quicktrip	AA-1835-ORD-SFO	2011-12-26 4:15 PM	2011-12-26 6:08 PM		2011-12-26 6:50 PM	2011-12-26 8:42 PM (Estimated)	
world-flight-tracker	AA-1835-ORD-SFO	2011-12-26 4:15 PM	2011-12-26 6:08 PM		2011-12-26 6:50 PM	2011-12-26 8:42 PM (Estimated)	
world-flight-tracker	AA-1835-ORD-SFO	2011-12-26 4:15 PM	2011-12-26 6:00 PM (Estimated)		2011-12-26 6:50 PM	2011-12-26 8:42 PM (Estimated)	
flightview	AA-1835-ORD-SFO	4:15 PM, Dec 26	6:29 PM, Dec 26		6:50 PM, Dec 26		
flightview	AA-1835-ORD-SFO	4:15 PM, Dec 26		Terminal 3 - H12	6:50 PM, Dec 26		Terminal 2 - 55
panynj	AA-1835-ORD-SFO	4:15 PM, Dec 26	6:29 PM, Dec 26		6:50 PM, Dec 26		
panynj	AA-1835-ORD-SFO	4:15 PM, Dec 26		Terminal 3 - H12	6:50 PM, Dec 26		Terminal 2 - 55
gofox	AA-1835-ORD-SFO	4:15 PM, Dec 26	6:29 PM, Dec 26		6:50 PM, Dec 26		
gofox	AA-1835-ORD-SFO	4:15 PM, Dec 26			6:50 PM, Dec 26		
foxbusiness	AA-1835-ORD-SFO	4:15 PM, Dec 26	6:29 PM, Dec 26		6:50 PM, Dec 26		
foxbusiness	AA-1835-ORD-SFO	4:15 PM, Dec 26		Terminal 3 - H12	6:50 PM, Dec 26		Terminal 2 - 55
allegiantair	AA-1835-ORD-SFO	4:15 PM, Dec 26	6:29 PM, Dec 26		6:50 PM, Dec 26		
allegiantair	AA-1835-ORD-SFO	4:15 PM, Dec 26		Terminal 3 - H12	6:50 PM, Dec 26		Terminal 2 - 55
boston	AA-1835-ORD-SFO	4:15 PM, Dec 26	6:29 PM, Dec 26		6:50 PM, Dec 26	8:34 PM, Dec 26&nbsp(Estimated)	
boston	AA-1835-ORD-SFO	4:15 PM, Dec 26	4:15 PM, Dec 26&nbsp(Estimated)		6:50 PM, Dec 26	6:36 PM, Dec 26&nbsp(Estimated)	
orbitz	AA-1835-ORD-SFO	4:15pDec 26		 H12	10:34pDec 26		 55
orbitz	AA-1835-ORD-SFO	4:15pDec 26	6:08pDec 26	 H12	10:34pDec 26		 55
weather	AA-1835-ORD-SFO	2011-12-26 04:15 PM			2011-12-26 06:50 PM		
weather	AA-1835-ORD-SFO	2011-12-26 04:15 PM	2011-12-26 04:30 PM		2011-12-26 06:50 PM	2011-12-26 06:46 PM	
sfo	AA-1835-ORD-SFO				2011-12-26 6:50 PM		55
ord	AA-1835-ORD-SFO	2011-12-26 4:15 PM		H12	2011-12-26 6:50 PM		55
ifly	AA-1835-ORD-SFO	2011-12-26 4:15 PM	2011-12-26 6:08 PM		2011-12-26 6:50 PM	2011-12-26 8:42 PM (Estimated)	
flightwise	AA-1835-ORD-SFO	2011-12-26 04:15PM CST	2011-12-26 06:11PM CST	 H12 	2011-12-26 06:36PM PST	2011-12-26 08:32PM PST	 55 
flightarrival	AA-1835-ORD-SFO	4:15 PM, Dec 26	4:15 PM, Dec 26&nbsp(Estimated)		6:50 PM, Dec 26	6:36 PM, Dec 26&nbsp(Estimated)	
ua	UA-2704-DTW-PHX	Mon, Dec 26 11:15 AM	Mon, Dec 26 11:23 AM	D14	Mon, Dec 26 1:40 PM	Mon, Dec 26 1:30 PM	A8
airtravelcenter	UA-2704-DTW-PHX		12/26/11 11:31 AM (-05:00)			12/26/11 1:10 PM (-07:00)	
myrateplan	UA-2704-DTW-PHX		12/26/11 11:31 AM (-05:00)			12/26/11 1:10 PM (-07:00)	
helloflight	UA-2704-DTW-PHX		12/26/11 11:31 AM (-05:00)			12/26/11 1:10 PM (-07:00)	
flytecomm	UA-2704-DTW-PHX		12/26/11 11:31 AM (-05:00)			12/26/11 1:10 PM (-07:00)	
flights	UA-2704-DTW-PHX		2011-12-26 11:23 AM	D14		2011-12-26 01:30 PM	A8
businesstravellogue	UA-2704-DTW-PHX		2011-12-26 11:23 AM	D14		2011-12-26 01:30 PM	A8
flylouisville	UA-2704-DTW-PHX		2011-12-26 11:23 AM	D14		2011-12-26 01:30 PM	A8
flightstats	UA-2704-DTW-PHX	2011-12-26 11:15 AM	2011-12-26 11:23 AM		2011-12-26 1:40 PM	2011-12-26 1:30 PM	
quicktrip	UA-2704-DTW-PHX	2011-12-26 11:15 AM	2011-12-26 11:23 AM		2011-12-26 1:40 PM	2011-12-26 1:30 PM	
flightview	UA-2704-DTW-PHX		11:31 AMDec 26			1:18 PMDec 26	
panynj	UA-2704-DTW-PHX		11:31 AMDec 26			1:18 PMDec 26	
gofox	UA-2704-DTW-PHX		11:31 AMDec 26			1:18 PMDec 26	
foxbusiness	UA-2704-DTW-PHX		11:31 AMDec 26			1:18 PMDec 26	
allegiantair	UA-2704-DTW-PHX		11:31 AMDec 26			1:18 PMDec 26	
boston	UA-2704-DTW-PHX		11:31 AMDec 26			1:18 PMDec 26	
orbitz	UA-2704-DTW-PHX	11:15aDec 26	11:23aDec 26	 -	1:40pDec 26	1:30pDec 26	 -
weather	UA-2704-DTW-PHX	2011-12-26 11:15 AM			2011-12-26 01:40 PM		
usatoday	UA-2704-DTW-PHX	2011-12-26 11:15 AM			2011-12-26 01:40 PM		
mytripandmore	UA-2704-DTW-PHX	11:15aDec 26	11:23aDec 26	 -	1:40pDec 26	1:30pDec 26	 -
flightarrival	UA-2704-DTW-PHX	2011-12-26 11:15 AM			2011-12-26 01:40 PM		
CO	CO-41-EWR-LAX	Mon., Dec.26, 2011 3:15 p.m.	Mon., Dec.26, 2011 3:17 p.m.		Mon., Dec.26, 2011 6:33 p.m.	Mon., Dec.26, 2011 6:23 p.m.	
airtravelcenter	CO-41-EWR-LAX	12/26/11 3:15 PM (-05:00)			12/26/11 6:33 PM (-08:00)		
myrateplan	CO-41-EWR-LAX	12/26/11 3:15 PM (-05:00)			12/26/11 6:33 PM (-08:00)		
helloflight	CO-41-EWR-LAX	12/26/11 3:15 PM (-05:00)			12/26/11 6:33 PM (-08:00)		
flytecomm	CO-41-EWR-LAX	12/26/11 3:15 PM (-05:00)			12/26/11 6:33 PM (-08:00)		
flightaware	CO-41-EWR-LAX	2011-12-26 03:15PM EST	2011-12-26 03:31PM EST	 C82 	2011-12-26 06:16PM PST	2011-12-26 06:15PM PST	 61 
wunderground	CO-41-EWR-LAX	2011-12-26 03:15PM EST	2011-12-26 03:31PM EST	 C82 	2011-12-26 06:16PM PST	2011-12-26 06:15PM PST	 61 
flights	CO-41-EWR-LAX	03:15 PM  Mon 26-Dec-2011	03:17 PM  Mon 26-Dec-2011	82	06:33 PM  Mon 26-Dec-2011	06:23 PM  Mon 26-Dec-2011	61
businesstravellogue	CO-41-EWR-LAX	03:15 PM  Mon 26-Dec-2011	03:17 PM  Mon 26-Dec-2011	82	06:33 PM  Mon 26-Dec-2011	06:23 PM  Mon 26-Dec-2011	61
flylouisville	CO-41-EWR-LAX	03:15 PM  Mon 26-Dec-2011	03:17 PM  Mon 26-Dec-2011	82	06:33 PM  Mon 26-Dec-2011	06:23 PM  Mon 26-Dec-2011	61
flightstats	CO-41-EWR-LAX	2011-12-26 3:15 PM	2011-12-26 3:17 PM		2011-12-26 6:33 PM	2011-12-26 6:23 PM	
quicktrip	CO-41-EWR-LAX	2011-12-26 3:15 PM	2011-12-26 3:17 PM		2011-12-26 6:33 PM	2011-12-26 6:23 PM	
world-flight-tracker	CO-41-EWR-LAX	2011-12-26 3:15 PM	2011-12-26 3:17 PM		2011-12-26 6:33 PM	2011-12-26 6:23 PM	
flightview	CO-41-EWR-LAX	3:15 PM, Dec 26		Term C - C82	6:33 PM, Dec 26	6:23 PM, Dec 26	Term 6 - 61
panynj	CO-41-EWR-LAX	3:15 PM, Dec 26		Term C - C82	6:33 PM, Dec 26	6:23 PM, Dec 26	Term 6 - 61
gofox	CO-41-EWR-LAX	3:15 PM, Dec 26			6:33 PM, Dec 26	6:23 PM, Dec 26	
foxbusiness	CO-41-EWR-LAX	3:15 PM, Dec 26		Term C - C82	6:33 PM, Dec 26	6:23 PM, Dec 26	Term 6 - 61
allegiantair	CO-41-EWR-LAX	3:15 PM, Dec 26		Term C - C82	6:33 PM, Dec 26	6:23 PM, Dec 26	Term 6 - 61
boston	CO-41-EWR-LAX	3:15 PM, Dec 26	Not Available		6:33 PM, Dec 26	Not Available	
orbitz	CO-41-EWR-LAX	3:15pDec 26	3:17pDec 26	 C82	6:33pDec 26	6:23pDec 26	 61
weather	CO-41-EWR-LAX	2011-12-26 03:15 PM			2011-12-26 06:33 PM		
usatoday	CO-41-EWR-LAX	3:15 PM, Dec 26	Not Available		6:33 PM, Dec 26	Not Available	
mytripandmore	CO-41-EWR-LAX	3:15pDec 26	3:17pDec 26	 C82	6:33pDec 26	6:23pDec 26	 61
ua	UA-419-DEN-IAD	Mon, Dec 26 8:28 AM	Mon, Dec 26 8:23 AM	B41	Mon, Dec 26 1:41 PM	Mon, Dec 26 1:25 PM	C19
flightexplorer	UA-419-DEN-IAD		12/26/2011 8:31AM MST			12/26/2011 1:13PM EST	
airtravelcenter	UA-419-DEN-IAD		12/26/11 8:32 AM (-07:00)			12/26/11 1:20 PM (-05:00)	
myrateplan	UA-419-DEN-IAD		12/26/11 8:32 AM (-07:00)			12/26/11 1:20 PM (-05:00)	
helloflight	UA-419-DEN-IAD		12/26/11 8:32 AM (-07:00)			12/26/11 1:20 PM (-05:00)	
flytecomm	UA-419-DEN-IAD		12/26/11 8:32 AM (-07:00)			12/26/11 1:20 PM (-05:00)	
flightaware	UA-419-DEN-IAD	2011-12-26 08:28AM MST	2011-12-26 08:31AM MST	 B41 	2011-12-26 01:31PM EST	2011-12-26 01:20PM EST	 C19 
wunderground	UA-419-DEN-IAD	2011-12-26 08:28AM MST	2011-12-26 08:31AM MST	 B41 	2011-12-26 01:31PM EST	2011-12-26 01:20PM EST	 C19 
flights	UA-419-DEN-IAD		2011-12-26 08:23 AM	B41		2011-12-26 01:25 PM	C19
businesstravellogue	UA-419-DEN-IAD		2011-12-26 08:23 AM	B41		2011-12-26 01:25 PM	C19
flylouisville	UA-419-DEN-IAD		2011-12-26 08:23 AM	B41		2011-12-26 01:25 PM	C19
flightview	UA-419-DEN-IAD		8:32 AMDec 26			1:25 PMDec 26	
panynj	UA-419-DEN-IAD		8:32 AMDec 26			1:25 PMDec 26	
gofox	UA-419-DEN-IAD		8:32 AMDec 26			1:25 PMDec 26	
foxbusiness	UA-419-DEN-IAD		8:32 AMDec 26			1:25 PMDec 26	
allegiantair	UA-419-DEN-IAD		8:32 AMDec 26			1:25 PMDec 26	
boston	UA-419-DEN-IAD		8:32 AMDec 26			1:20 PMDec 26	
travelocity	UA-419-DEN-IAD	Dec 26 - Not Available	Dec 26 - 8:31am	B41	Dec 26 - Not Available	Dec 26 - 1:25pm	C19
orbitz	UA-419-DEN-IAD	8:28aDec 26	8:23aDec 26	 B41	1:41pDec 26	1:25pDec 26	 C19
weather	UA-419-DEN-IAD	2011-12-26 08:28 AM			2011-12-26 01:41 PM		
iad	UA-419-DEN-IAD				2011-12-26 13:41 	2011-12-26 13:26 	
usatoday	UA-419-DEN-IAD	2011-12-26 08:28 AM			2011-12-26 01:41 PM		
mytripandmore	UA-419-DEN-IAD	Dec 26 - Not Available	Dec 26 - 8:31am	B41	Dec 26 - Not Available	Dec 26 - 1:25pm	C19
ua	UA-655-MCO-ORD	Mon, Dec 26 8:15 PM	Mon, Dec 26 8:08 PM	42	Mon, Dec 26 10:12 PM	Mon, Dec 26 9:38 PM	B12
flightexplorer	UA-655-MCO-ORD		12/26/2011 8:17PM EST			12/26/2011 9:34PM CST	
airtravelcenter	UA-655-MCO-ORD		12/26/11 8:16 PM (-05:00)			12/26/11 9:34 PM (-06:00)	
myrateplan	UA-655-MCO-ORD		12/26/11 8:16 PM (-05:00)			12/26/11 9:34 PM (-06:00)	
helloflight	UA-655-MCO-ORD		12/26/11 8:16 PM (-05:00)			12/26/11 9:34 PM (-06:00)	
flytecomm	UA-655-MCO-ORD		12/26/11 8:16 PM (-05:00)			12/26/11 9:34 PM (-06:00)	
flightaware	UA-655-MCO-ORD	2011-12-26 08:15PM EST	2011-12-26 08:17PM EST	 42 	2011-12-26 09:55PM CST	2011-12-26 09:32PM CST	 B12 
wunderground	UA-655-MCO-ORD	2011-12-26 08:15PM EST	2011-12-26 08:17PM EST	 42 	2011-12-26 09:55PM CST	2011-12-26 09:32PM CST	 B12 
flights	UA-655-MCO-ORD	08:15 PM  Mon 26-Dec-2011	08:08 PM  Mon 26-Dec-2011	42	10:12 PM  Mon 26-Dec-2011	09:38 PM  Mon 26-Dec-2011	B12
businesstravellogue	UA-655-MCO-ORD	08:15 PM  Mon 26-Dec-2011	08:08 PM  Mon 26-Dec-2011	42	10:12 PM  Mon 26-Dec-2011	09:38 PM  Mon 26-Dec-2011	B12
flylouisville	UA-655-MCO-ORD	08:15 PM  Mon 26-Dec-2011	08:08 PM  Mon 26-Dec-2011	42	10:12 PM  Mon 26-Dec-2011	09:38 PM  Mon 26-Dec-2011	B12
world-flight-tracker	UA-655-MCO-ORD	2011-12-26 8:15 PM	2011-12-26 8:08 PM		2011-12-26 10:12 PM	2011-12-26 9:38 PM	
flightview	UA-655-MCO-ORD	8:15 PM, Dec 26	8:17 PM, Dec 26	42	10:12 PM, Dec 26	9:38 PM, Dec 26	B12
panynj	UA-655-MCO-ORD	8:15 PM, Dec 26	8:17 PM, Dec 26	42	10:12 PM, Dec 26	9:38 PM, Dec 26	B12
gofox	UA-655-MCO-ORD	8:15 PM, Dec 26	8:17 PM, Dec 26		10:12 PM, Dec 26	9:38 PM, Dec 26	
foxbusiness	UA-655-MCO-ORD	8:15 PM, Dec 26	8:17 PM, Dec 26	42	10:12 PM, Dec 26	9:38 PM, Dec 26	B12
allegiantair	UA-655-MCO-ORD	8:15 PM, Dec 26	8:17 PM, Dec 26	42	10:12 PM, Dec 26	9:38 PM, Dec 26	B12
boston	UA-655-MCO-ORD	8:15 PM, Dec 26	8:17 PM, Dec 26		10:12 PM, Dec 26	9:36 PM, Dec 26	
orbitz	UA-655-MCO-ORD	8:15pDec 26	8:08pDec 26	 42	10:12pDec 26	9:38pDec 26	 B12
weather	UA-655-MCO-ORD	2011-12-26 08:15 PM			2011-12-26 10:12 PM		
ord	UA-655-MCO-ORD	2011-12-26 8:15 PM		42	2011-12-26 10:12 PM		B12
mco	UA-655-MCO-ORD	2011-12-26 Mon  20:15		42?			
usatoday	UA-655-MCO-ORD	2011-12-26 08:15 PM			2011-12-26 10:12 PM		
flightarrival	UA-655-MCO-ORD	2011-12-26 08:15 PM			2011-12-26 10:12 PM		
ua	UA-1141-EWR-BOS	Mon, Dec 26 8:00 PM	Mon, Dec 26 8:06 PM	C132	Mon, Dec 26 9:25 PM	Mon, Dec 26 9:13 PM	A6
flightexplorer	UA-1141-EWR-BOS	12/26/2011 8:01PM EST			12/26/2011 8:50PM EST		
airtravelcenter	UA-1141-EWR-BOS		12/26/11 8:01 PM (-05:00)			12/26/11 8:38 PM (-05:00)	
airtravelcenter	UA-1141-EWR-BOS	12/26/11 8:00 PM (-05:00)			12/26/11 9:25 PM (-05:00)		
myrateplan	UA-1141-EWR-BOS		12/26/11 8:01 PM (-05:00)			12/26/11 8:38 PM (-05:00)	
myrateplan	UA-1141-EWR-BOS	12/26/11 8:00 PM (-05:00)			12/26/11 9:25 PM (-05:00)		
helloflight	UA-1141-EWR-BOS		12/26/11 8:01 PM (-05:00)			12/26/11 8:38 PM (-05:00)	
helloflight	UA-1141-EWR-BOS	12/26/11 8:00 PM (-05:00)			12/26/11 9:25 PM (-05:00)		
flytecomm	UA-1141-EWR-BOS		12/26/11 8:01 PM (-05:00)			12/26/11 8:38 PM (-05:00)	
flytecomm	UA-1141-EWR-BOS	12/26/11 8:00 PM (-05:00)			12/26/11 9:25 PM (-05:00)		
flightaware	UA-1141-EWR-BOS	2011-12-26 08:00PM EST	2011-12-26 08:06PM EST	 132 	2011-12-26 09:15PM EST	2011-12-26 09:21PM EST	 A6 
wunderground	UA-1141-EWR-BOS	2011-12-26 08:00PM EST	2011-12-26 08:06PM EST	 132 	2011-12-26 09:15PM EST	2011-12-26 09:21PM EST	 A6 
flights	UA-1141-EWR-BOS	08:00 PM  Mon 26-Dec-2011		132	09:25 PM  Mon 26-Dec-2011		A6
businesstravellogue	UA-1141-EWR-BOS	08:00 PM  Mon 26-Dec-2011		132	09:25 PM  Mon 26-Dec-2011		A6
flylouisville	UA-1141-EWR-BOS	08:00 PM  Mon 26-Dec-2011		132	09:25 PM  Mon 26-Dec-2011		A6
flightstats	UA-1141-EWR-BOS	2011-12-26 8:00 PM	2011-12-26 8:06 PM		2011-12-26 9:25 PM	2011-12-26 9:17 PM (Estimated)	
quicktrip	UA-1141-EWR-BOS	2011-12-26 8:00 PM	2011-12-26 8:06 PM		2011-12-26 9:25 PM	2011-12-26 9:17 PM (Estimated)	
world-flight-tracker	UA-1141-EWR-BOS	2011-12-26 8:00 PM	2011-12-26 8:06 PM		2011-12-26 9:25 PM	2011-12-26 9:17 PM (Estimated)	
flightview	UA-1141-EWR-BOS	8:00 PM, Dec 26		Term C - C132	9:25 PM, Dec 26		Term A - A6
panynj	UA-1141-EWR-BOS	8:00 PM, Dec 26		Term C - C132	9:25 PM, Dec 26		Term A - A6
gofox	UA-1141-EWR-BOS	8:00 PM, Dec 26			9:25 PM, Dec 26		
foxbusiness	UA-1141-EWR-BOS	8:00 PM, Dec 26		Term C - C132	9:25 PM, Dec 26		Term A - A6
allegiantair	UA-1141-EWR-BOS	8:00 PM, Dec 26		Term C - C132	9:25 PM, Dec 26		Term A - A6
boston	UA-1141-EWR-BOS	8:00 PM, Dec 26	8:01 PM, Dec 26&nbsp(Estimated)		9:25 PM, Dec 26	8:38 PM, Dec 26&nbsp(Estimated)	
orbitz	UA-1141-EWR-BOS	8:00pDec 26	8:06pDec 26	 132	9:37pDec 26		 A6
weather	UA-1141-EWR-BOS	2011-12-26 08:00 PM			2011-12-26 09:25 PM		
usatoday	UA-1141-EWR-BOS	8:00 PM, Dec 26	8:01 PM, Dec 26&nbsp(Estimated)		9:25 PM, Dec 26	8:38 PM, Dec 26&nbsp(Estimated)	
ua	UA-271-DEN-ONT	Mon, Dec 26 9:35 PM	Mon, Dec 26 9:34 PM            On Time	B25	Mon, Dec 26 10:57 PM	Mon, Dec 26 10:38 PM	203
flightexplorer	UA-271-DEN-ONT		12/26/2011 9:43PM MST			12/26/2011 10:32PM PST	
airtravelcenter	UA-271-DEN-ONT		12/26/11 9:45 PM (-07:00)			12/26/11 10:36 PM (-08:00)	
myrateplan	UA-271-DEN-ONT		12/26/11 9:45 PM (-07:00)			12/26/11 10:36 PM (-08:00)	
helloflight	UA-271-DEN-ONT		12/26/11 9:45 PM (-07:00)			12/26/11 10:36 PM (-08:00)	
flytecomm	UA-271-DEN-ONT		12/26/11 9:45 PM (-07:00)			12/26/11 10:36 PM (-08:00)	
flightaware	UA-271-DEN-ONT	2011-12-26 09:35PM MST	2011-12-26 09:45PM MST	 B25 	2011-12-26 10:31PM PST	2011-12-26 10:32PM PST	 203 
wunderground	UA-271-DEN-ONT	2011-12-26 09:35PM MST	2011-12-26 09:45PM MST	 B25 	2011-12-26 10:31PM PST	2011-12-26 10:32PM PST	 203 
flights	UA-271-DEN-ONT		2011-12-26 09:34 PM	B25		2011-12-26 10:57 PM	203
businesstravellogue	UA-271-DEN-ONT		2011-12-26 09:34 PM	B25		2011-12-26 10:57 PM	203
flylouisville	UA-271-DEN-ONT		2011-12-26 09:34 PM	B25		2011-12-26 10:57 PM	203
flightview	UA-271-DEN-ONT		9:45 PMDec 26			10:38 PMDec 26	
panynj	UA-271-DEN-ONT		9:45 PMDec 26			10:38 PMDec 26	
gofox	UA-271-DEN-ONT		9:45 PMDec 26			10:38 PMDec 26	
foxbusiness	UA-271-DEN-ONT		9:45 PMDec 26			10:38 PMDec 26	
allegiantair	UA-271-DEN-ONT		9:45 PMDec 26			10:38 PMDec 26	
boston	UA-271-DEN-ONT		9:45 PMDec 26			10:38 PMDec 26	
orbitz	UA-271-DEN-ONT	9:35pDec 26	9:34pDec 26	 B25	10:19pDec 26		 203
den	UA-271-DEN-ONT	2011-12-26 9:35 PM		B25			
usatoday	UA-271-DEN-ONT		9:45 PMDec 26			10:38 PMDec 26	
flightarrival	UA-271-DEN-ONT		9:45 PMDec 26			10:38 PMDec 26	
aa	AA-177-JFK-SFO	December 26, 2011               05:40 PM    	December 26, 2011               06:52 PM    	 36	December 26, 2011               09:10 PM    	December 26, 2011     	 58B    
flightexplorer	AA-177-JFK-SFO	12/26/2011 7:23PM EST			12/26/2011 10:32PM PST		
flightexplorer	AA-177-JFK-SFO		12/26/2011 7:23PM EST			12/26/2011 10:29PM PST	
airtravelcenter	AA-177-JFK-SFO		12/26/11 7:23 PM (-05:00)			12/26/11 10:32 PM (-08:00)	
myrateplan	AA-177-JFK-SFO		12/26/11 7:23 PM (-05:00)			12/26/11 10:32 PM (-08:00)	
helloflight	AA-177-JFK-SFO		12/26/11 7:23 PM (-05:00)			12/26/11 10:32 PM (-08:00)	
flytecomm	AA-177-JFK-SFO		12/26/11 7:23 PM (-05:00)			12/26/11 10:32 PM (-08:00)	
flightaware	AA-177-JFK-SFO	2011-12-26 05:40PM EST	2011-12-26 07:23PM EST	 36 	2011-12-26 08:41PM PST	2011-12-26 10:31PM PST	 58B 
wunderground	AA-177-JFK-SFO	2011-12-26 05:40PM EST	2011-12-26 07:23PM EST	 36 	2011-12-26 08:41PM PST	2011-12-26 10:31PM PST	 58B 
flights	AA-177-JFK-SFO	05:40 PM  Mon 26-Dec-2011		C44	09:10 PM  Mon 26-Dec-2011		56A
businesstravellogue	AA-177-JFK-SFO	05:40 PM  Mon 26-Dec-2011		C44	09:10 PM  Mon 26-Dec-2011		56A
flylouisville	AA-177-JFK-SFO	05:40 PM  Mon 26-Dec-2011		C44	09:10 PM  Mon 26-Dec-2011		56A
flightstats	AA-177-JFK-SFO	2011-12-26 5:40 PM	2011-12-26 6:52 PM		2011-12-26 9:10 PM	2011-12-26 9:10 PM (Estimated)	
quicktrip	AA-177-JFK-SFO	2011-12-26 5:40 PM	2011-12-26 6:52 PM		2011-12-26 9:10 PM	2011-12-26 9:10 PM (Estimated)	
world-flight-tracker	AA-177-JFK-SFO	2011-12-26 5:40 PM	2011-12-26 6:52 PM		2011-12-26 9:10 PM	2011-12-26 9:10 PM (Estimated)	
flightview	AA-177-JFK-SFO	5:40 PM, Dec 26	7:23 PM, Dec 26		9:10 PM, Dec 26		
panynj	AA-177-JFK-SFO	5:40 PM, Dec 26	7:23 PM, Dec 26		9:10 PM, Dec 26		
gofox	AA-177-JFK-SFO	5:40 PM, Dec 26	7:23 PM, Dec 26		9:10 PM, Dec 26		
foxbusiness	AA-177-JFK-SFO	5:40 PM, Dec 26	7:23 PM, Dec 26		9:10 PM, Dec 26		
allegiantair	AA-177-JFK-SFO	5:40 PM, Dec 26	7:23 PM, Dec 26		9:10 PM, Dec 26		
boston	AA-177-JFK-SFO	5:40 PM, Dec 26	7:23 PM, Dec 26		9:10 PM, Dec 26	10:35 PM, Dec 26&nbsp(Estimated)	
orbitz	AA-177-JFK-SFO	5:40pDec 26	6:52pDec 26	 36	11:54pDec 26		 58B
weather	AA-177-JFK-SFO	2011-12-26 05:40 PM			2011-12-26 09:10 PM		
sfo	AA-177-JFK-SFO				2011-12-26 9:10 PM		58
ifly	AA-177-JFK-SFO	2011-12-26 5:40 PM	2011-12-26 6:52 PM		2011-12-26 9:10 PM	2011-12-26 9:10 PM (Estimated)	
flightarrival	AA-177-JFK-SFO	5:40 PM, Dec 26	7:23 PM, Dec 26		9:10 PM, Dec 26	10:35 PM, Dec 26&nbsp(Estimated)	
ua	UA-6422-IAD-IAH	Mon, Dec 26 9:55 PM	Mon, Dec 26 9:55 PM	A2B	Tue, Dec 27 12:20 AM	Tue, Dec 27 12:20 AM	--
flightexplorer	UA-6422-IAD-IAH		12/25/2011 10:05PM EST			12/26/2011 12:11AM CST	
flightexplorer	UA-6422-IAD-IAH	12/26/2011 9:55PM EST			12/27/2011 12:20AM CST		
airtravelcenter	UA-6422-IAD-IAH		12/26/11 10:02 PM (-05:00)			12/27/11 12:00 AM (-06:00)	
myrateplan	UA-6422-IAD-IAH		12/26/11 10:02 PM (-05:00)			12/27/11 12:00 AM (-06:00)	
helloflight	UA-6422-IAD-IAH		12/26/11 10:02 PM (-05:00)			12/27/11 12:00 AM (-06:00)	
flytecomm	UA-6422-IAD-IAH		12/26/11 10:02 PM (-05:00)			12/27/11 12:00 AM (-06:00)	
flightaware	UA-6422-IAD-IAH	2011-12-26 09:55PM EST	2011-12-26 10:02PM EST	 A2B 	2011-12-26 11:53PM CST	2011-12-26 12:00AM CST	
