Flight_Num,Scheduled_Dept,Actual_Dept,Scheduled_Arrival,Actual_Arrival
2011-12-18-AA-616-DFW-DTW,9:05,9:00,12:35,12:28
2011-12-18-AA-431-MIA-SFO,8:35,8:31,11:50,11:24
2011-12-18-AA-3756-ORD-SLC,12:15,12:16,2:45,2:31
2011-12-18-AA-2050-ORD-MIA,10:40,12:45,2:45,4:18
2011-12-18-AA-3804-PHL-ORD,2:35,2:25,4:05,3:40
2011-12-18-AA-1664-MIA-ATL,10:15,10:30,12:10,12:23
2011-12-18-AA-789-ORD-DEN,1:05,1:03,2:35,2:38
2011-12-18-AA-1733-ORD-PHX,7:45,7:46,10:30,December 18; 2011     
2011-12-18-AA-1733-ORD-PHX,7:45,7:46,10:30,December 18; 2011     
2011-12-18-AA-4277-CVG-JFK,12:10,12:51,2:15,2:58
2011-12-18-AA-2312-DFW-DTW,8:25,December 18; 2011     ,11:50,December 18; 2011     
2011-12-18-AA-85-JFK-SFO,3:05,7:47,6:30,December 18; 2011     
2011-12-18-AA-404-MIA-MCO,6:45,6:41,7:45,7:43
2011-12-18-AA-446-DFW-PHL,11:50,11:54,3:50,4:05
2011-12-18-AA-2268-PHX-ORD,7:15,7:05,11:35,11:14
2011-12-18-AA-4344-ORD-DTW,11:45,11:43,2:00,1:58
2011-12-18-AA-484-DFW-MIA,4:15,4:17,7:55,8:09
2011-12-18-AA-3979-CVG-ORD,7:30,7:57,8:00,8:23
2011-12-18-AA-3063-SLC-LAX,8:20,8:08,9:20,8:54
2011-12-18-AA-3859-IAH-ORD,7:10,7:09,9:40,9:56
2011-12-18-AA-3842-MSP-ORD,6:00,5:58,7:30,7:48
2011-12-18-AA-1544-SAN-ORD,11:25,11:29,5:25,5:52
2011-12-18-AA-649-ORD-SNA,1:30,December 18; 2011     ,3:50,December 18; 2011     
2011-12-18-AA-1640-MIA-MCO,6:30,December 18; 2011     ,7:25,December 18; 2011     
2011-12-18-AA-518-MIA-JFK,6:30,6:35,9:15,9:19
2011-12-18-AA-2525-DFW-MIA,7:25,7:20,11:10,10:52
2011-12-18-AA-1279-DFW-PHX,1:00,1:46,2:35,3:18
2011-12-18-AA-1522-SFO-ORD,11:55,December 18; 2011     ,5:50,December 19; 2011     
2011-12-18-AA-1434-DFW-MCO,7:15,7:06,10:35,10:31
2011-12-18-AA-59-JFK-SFO,7:10,8:06,10:45,December 18; 2011     
2011-12-18-AA-415-BOS-ORD,8:35,8:47,10:40,10:30
2011-12-18-AA-222-LAX-BOS,7:10,7:08,3:30,3:23
2011-12-18-AA-3823-LAX-DEN,9:00,December 18; 2011     ,12:15,December 19; 2011     
2011-12-18-AA-1165-JFK-MIA,6:59,6:54,10:34,9:51
2011-12-18-AA-3786-IAH-ORD,4:00,3:50,6:40,6:23
2011-12-18-AA-4330-CVG-ORD,3:35,3:27,4:00,3:49
2011-12-18-AA-3468-CVG-MIA,7:00,6:53,9:55,9:40
2011-12-18-AA-204-LAX-MCO,11:25,December 18; 2011     ,6:55,December 19; 2011     
2011-12-18-AA-466-IAH-MIA,6:00,6:07,9:20,9:22
2011-12-18-AA-3-JFK-LAX,12:00,11:55,3:15,3:07
2011-12-18-AA-1007-MIA-PHX,4:55,4:46,8:05,7:36
2011-12-18-AA-271-MIA-LAX,11:35,11:35,2:25,2:14
2011-12-18-AA-643-MIA-ORD,7:10,9:38,9:35,11:49
2011-12-18-AA-4198-ORD-CLE,10:40,10:39,12:55,12:52
2011-12-18-AA-400-DFW-JFK,10:40,10:44,2:59,3:01
2011-12-18-AA-1886-BOS-MIA,10:45,10:42,2:20,1:47
2011-12-18-AA-1917-JFK-MCO,2:55,2:54,5:55,5:48
2011-12-18-AA-3809-PHX-LAX,6:00,5:58,6:40,6:17
2011-12-18-AA-2957-DFW-CVG,7:55,8:09,11:05,11:12
2011-12-18-UA-1500-IAH-GUA,8:50,9:10,11:43,12:02
2011-12-18-UA-3515-IAD-MSP,8:19,8:12,10:09,10:18
2011-12-18-UA-664-ORD-PHL,1:35,1:42,4:38,4:39
2011-12-18-UA-414-LAX-SFO,7:05,7:01,8:30,8:27
2011-12-18-UA-257-JFK-SFO,2:30,2:29,6:14,5:48
2011-12-18-UA-62-IAH-EWR,2:30,3:54,6:59,8:26
2011-12-18-UA-843-LAX-ORD,2:07,2:02,8:12,8:02
2011-12-18-UA-248-PHX-ORD,12:52,12:52,5:12,5:12
2011-12-18-UA-248-PHX-ORD,12:52,12:56,5:12,5:17
2011-12-18-UA-397-JFK-SFO,8:25,8:23,12:14,11:39
2011-12-18-UA-2704-DTW-PHX,11:15,11:15,1:40,1:21
2011-12-18-UA-3373-IAD-PHL,8:30,8:28,9:25,9:26
2011-12-18-UA-2906-PHL-MCO,3:50,Sun; Dec 18 Cancelled,6:23,6:11
2011-12-18-UA-938-DEN-ORD,3:55,3:57,7:18,7:06
2011-12-18-UA-3099-PHX-PHL,11:55,11:55,6:17,6:23
2011-12-18-UA-3925-IAD-ORF,8:42,8:40,9:55,9:39
2011-12-18-UA-5487-SFO-MRY,10:30,10:58,11:17,11:37
2011-12-18-UA-3050-PHX-CLT,11:05,11:05,4:57,5:01
2011-12-18-UA-828-SFO-ORD,11:13,11:13,5:15,5:15
2011-12-18-UA-2830-MCO-CLT,3:27,3:33,5:05,5:21
2011-12-18-UA-37-EWR-MCO,1:29,1:41,4:22,4:17
2011-12-18-UA-37-EDI-EWR,9:05,9:17,11:53,12:37
2011-12-18-UA-2708-EWR-CLT,2:55,2:55,4:53,4:31
2011-12-18-UA-233-LAX-JFK,4:25,4:25,12:44,12:44
2011-12-18-UA-2726-FLL-PHL,4:00,4:00,6:46,6:34
2011-12-18-UA-2945-PHL-CLT,12:00,12:00,1:45,1:31
2011-12-18-UA-6273-YYC-SFO,7:45,7:45,9:53,10:05
2011-12-18-UA-2314-ATL-PHL,2:55,2:55,5:00,5:04
2011-12-18-UA-382-IAD-LAX,12:20,12:18,3:08,2:44
2011-12-18-UA-382-IAD-LAX,12:20,12:18,3:08,3:13
2011-12-18-UA-858-PVG-SFO,1:45,1:36,8:27,8:11
2011-12-18-UA-854-SFO-IAH,7:35,7:36,1:30,1:09
2011-12-18-CO-1586-IAH-MCO,7:00,7:37,10:12,10:36
2011-12-18-CO-1694-LAX-IAH,7:41,7:41,12:44,12:44
2011-12-18-CO-1088-CLE-IAH,8:35,8:31,10:48,10:35
2011-12-18-CO-16-LAX-EWR,10:25,10:26,6:29,6:36
2011-12-18-CO-58-DEN-IAH,11:33,11:48,2:59,2:55
2011-12-18-CO-1193-EWR-MCO,9:20,9:14,12:19,12:17
2011-12-18-CO-1023-IAH-DEN,11:40,11:39,1:23,12:57
2011-12-18-CO-1250-MIA-IAH,2:49,2:50,4:50,4:45
2011-12-18-CO-62-IAH-EWR,2:30,3:54,6:59,8:26
2011-12-18-CO-52-IAH-LAX,7:35,7:42,9:30,9:12
2011-12-18-CO-1614-LAX-IAH,12:30,12:50,5:36,5:50
2011-12-18-CO-89-IAH-EWR,6:00,5:58,10:20,10:15
2011-12-18-CO-1090-BOS-IAH,9:10,9:07,12:40,12:06
2011-12-18-CO-45-EWR-MIA,4:50,5:00,8:05,7:49
2011-12-18-CO-63-EWR-IAH,5:25,5:27,8:30,8:32
2011-12-18-CO-50-CLE-EWR,2:55,2:53,4:53,4:18
2011-12-18-CO-1561-PHX-IAH,8:05,8:06,11:37,11:35
2011-12-18-CO-47-IAH-LAX,7:00,7:15,8:56,8:33
2011-12-19-AA-1221-MCO-ORD,8:00,7:54,9:50,9:41
2011-12-19-AA-4307-ORD-DTW,6:45,6:43,9:10,9:10
2011-12-19-AA-616-DFW-DTW,9:05,9:04,12:35,12:23
2011-12-19-AA-431-MIA-SFO,8:35,8:31,11:50,10:56
2011-12-19-AA-3756-ORD-SLC,12:15,1:06,2:45,3:20
2011-12-19-AA-2050-ORD-MIA,10:40,11:13,2:45,3:19
2011-12-19-AA-3804-PHL-ORD,2:35,2:28,4:05,3:43
2011-12-19-AA-1664-MIA-ATL,10:15,10:15,12:10,12:10
2011-12-19-AA-789-ORD-DEN,1:05,1:04,2:35,2:41
2011-12-19-AA-1733-ORD-PHX,7:45,7:51,10:30,December 19; 2011     
2011-12-19-AA-1733-ORD-PHX,7:45,7:51,10:30,December 19; 2011     
2011-12-19-AA-4277-CVG-JFK,12:10,12:02,2:15,2:09
2011-12-19-AA-2312-DFW-DTW,8:25,December 19; 2011     ,11:50,December 19; 2011     
2011-12-19-AA-85-JFK-SFO,3:05,3:09,6:30,6:27
2011-12-19-AA-404-MIA-MCO,6:45,6:54,7:45,7:57
2011-12-19-AA-446-DFW-PHL,11:50,11:49,3:50,3:50
2011-12-19-AA-2268-PHX-ORD,7:15,December 19; 2011     ,11:35,December 19; 2011     
2011-12-19-AA-4344-ORD-DTW,11:45,11:42,2:00,1:53
2011-12-19-AA-3979-CVG-ORD,7:30,7:24,8:00,7:30
2011-12-19-AA-3063-SLC-LAX,8:20,8:14,9:20,December 19; 2011     
2011-12-19-AA-3859-IAH-ORD,7:10,7:05,9:40,9:16
2011-12-19-AA-3842-MSP-ORD,6:00,6:02,7:30,7:32
2011-12-19-AA-1544-SAN-ORD,11:25,11:50,5:25,5:36
2011-12-19-AA-649-ORD-SNA,1:30,December 19; 2011     ,3:50,December 19; 2011     
2011-12-19-AA-1640-MIA-MCO,6:30,December 19; 2011     ,7:25,December 19; 2011     
2011-12-19-AA-518-MIA-JFK,6:30,6:24,9:15,9:13
2011-12-19-AA-2525-DFW-MIA,7:25,9:01,11:10,12:41
2011-12-19-AA-1279-DFW-PHX,1:00,1:09,2:35,2:48
2011-12-19-AA-1522-SFO-ORD,11:55,December 19; 2011     ,5:50,December 20; 2011     
2011-12-19-AA-1434-DFW-MCO,7:15,7:08,10:35,10:33
2011-12-19-AA-59-JFK-SFO,7:10,7:07,10:45,10:33
2011-12-19-AA-415-BOS-ORD,8:35,8:28,10:40,10:33
2011-12-19-AA-222-LAX-BOS,7:10,7:09,3:30,3:18
2011-12-19-AA-3823-LAX-DEN,9:00,December 19; 2011     ,12:15,December 20; 2011     
2011-12-19-AA-1165-JFK-MIA,6:59,6:58,10:34,10:14
2011-12-19-AA-3786-IAH-ORD,4:00,4:40,6:40,6:49
2011-12-19-AA-4330-CVG-ORD,3:35,3:37,4:00,3:45
2011-12-19-AA-3468-CVG-MIA,7:00,6:54,9:55,9:29
2011-12-19-AA-204-LAX-MCO,11:25,December 19; 2011     ,6:55,December 20; 2011     
2011-12-19-AA-466-IAH-MIA,6:00,6:03,9:20,9:13
2011-12-19-AA-3-JFK-LAX,12:00,11:56,3:15,3:16
2011-12-19-AA-1007-MIA-PHX,4:55,4:44,8:05,7:21
2011-12-19-AA-271-MIA-LAX,11:35,11:34,2:25,2:12
2011-12-19-AA-643-MIA-ORD,7:10,7:56,9:35,9:58
2011-12-19-AA-4198-ORD-CLE,10:40,10:36,12:55,12:45
2011-12-19-AA-400-DFW-JFK,10:40,10:39,2:59,2:53
2011-12-19-AA-1886-BOS-MIA,10:45,10:46,2:20,1:57
2011-12-19-AA-1917-JFK-MCO,2:55,2:54,5:55,5:40
2011-12-19-AA-3809-PHX-LAX,6:00,5:52,6:40,6:12
2011-12-19-AA-2957-DFW-CVG,7:55,7:53,11:05,10:53
2011-12-19-UA-1500-IAH-GUA,8:50,9:04,11:43,11:49
2011-12-19-UA-3515-IAD-MSP,8:19,8:28,10:09,10:34
2011-12-19-UA-664-ORD-PHL,1:35,1:36,4:38,4:40
2011-12-19-UA-414-LAX-SFO,6:00,5:57,7:26,7:15
2011-12-19-UA-257-JFK-SFO,2:30,2:25,6:14,5:27
2011-12-19-UA-62-IAH-EWR,2:30,2:50,7:03,7:10
2011-12-19-UA-843-LAX-ORD,2:09,2:24,8:11,8:30
2011-12-19-UA-248-PHX-ORD,12:52,12:52,5:13,5:13
2011-12-19-UA-248-PHX-ORD,12:52,12:45,5:13,4:49
2011-12-19-UA-397-JFK-SFO,8:25,8:26,12:14,11:50
2011-12-19-UA-2704-DTW-PHX,11:15,11:15,1:40,1:30
2011-12-19-UA-2515-DFW-CLT,7:00,7:19,10:26,10:52
2011-12-19-UA-3373-IAD-PHL,8:30,8:30,9:25,9:40
2011-12-19-UA-2906-PHL-MCO,3:50,4:20,6:23,6:31
2011-12-19-UA-938-DEN-ORD,3:54,3:55,7:17,7:29
2011-12-19-UA-3099-PHX-PHL,11:55,11:55,6:17,6:13
2011-12-19-UA-3925-IAD-ORF,8:42,8:47,9:55,9:46
2011-12-19-UA-5487-SFO-MRY,10:37,10:36,11:24,11:21
2011-12-19-UA-3050-PHX-CLT,11:05,11:05,4:57,5:16
2011-12-19-UA-828-SFO-ORD,11:13,11:13,5:15,5:15
2011-12-19-UA-2830-MCO-CLT,3:27,3:27,5:05,4:59
2011-12-19-UA-37-EWR-MCO,1:29,1:33,4:22,4:07
2011-12-19-UA-37-EDI-EWR,9:05,9:14,11:53,12:34
2011-12-19-UA-2708-EWR-CLT,2:55,2:55,4:53,4:31
2011-12-19-UA-233-LAX-JFK,4:25,4:25,12:44,12:44
2011-12-19-UA-2726-FLL-PHL,4:00,4:00,6:46,6:16
2011-12-19-UA-2945-PHL-CLT,12:00,3:11,1:45,1:31
2011-12-19-UA-6273-YYC-SFO,7:45,9:28,9:53,11:09
2011-12-19-UA-2314-ATL-PHL,2:55,2:55,5:00,5:02
2011-12-19-UA-382-IAD-LAX,12:20,1:01,3:08,3:24
2011-12-19-UA-382-IAD-LAX,12:20,1:01,3:08,3:19
2011-12-19-UA-858-PVG-SFO,1:45,1:38,8:27,7:55
2011-12-19-UA-854-SFO-IAH,7:35,7:31,1:30,1:34
2011-12-19-CO-1586-IAH-MCO,7:01,7:24,10:13,10:39
2011-12-19-CO-1694-LAX-IAH,7:41,7:41,12:44,12:44
2011-12-19-CO-1088-CLE-IAH,8:35,8:39,10:55,10:30
2011-12-19-CO-16-LAX-EWR,10:25,10:21,6:39,7:09
2011-12-19-CO-58-DEN-IAH,11:30,11:40,2:56,3:11
2011-12-19-CO-1193-EWR-MCO,9:15,9:56,12:16,12:30
2011-12-19-CO-1023-IAH-DEN,11:40,11:49,1:20,1:14
2011-12-19-CO-1250-MIA-IAH,2:50,3:08,4:48,5:19
2011-12-19-CO-62-IAH-EWR,2:30,2:50,7:03,7:10
2011-12-19-CO-52-IAH-LAX,7:35,7:45,9:30,9:15
2011-12-19-CO-1614-LAX-IAH,12:30,1:02,5:36,6:09
2011-12-19-CO-89-IAH-EWR,6:00,5:58,10:20,10:13
2011-12-19-CO-1090-BOS-IAH,9:50,9:50,1:20,1:13
2011-12-19-CO-45-EWR-MIA,3:50,3:48,7:05,6:34
2011-12-19-CO-63-EWR-IAH,5:25,5:25,8:30,8:35
2011-12-19-CO-50-CLE-EWR,2:55,3:45,4:53,5:25
2011-12-19-CO-1561-PHX-IAH,8:05,8:01,11:37,11:33
2011-12-19-CO-47-IAH-LAX,7:10,7:54,9:06,9:18
2011-12-20-AA-1221-MCO-ORD,8:00,7:57,9:50,9:27
2011-12-20-AA-4307-ORD-DTW,6:45,6:38,9:10,9:04
2011-12-20-AA-616-DFW-DTW,9:05,9:02,12:35,12:40
2011-12-20-AA-431-MIA-SFO,8:35,8:43,11:50,11:30
2011-12-20-AA-3756-ORD-SLC,12:15,12:15,2:45,2:36
2011-12-20-AA-2050-ORD-MIA,10:40,10:58,2:45,2:54
2011-12-20-AA-3804-PHL-ORD,2:35,2:28,4:05,3:45
2011-12-20-AA-1664-MIA-ATL,10:15,10:22,12:10,12:19
2011-12-20-AA-789-ORD-DEN,1:05,1:02,2:35,2:16
2011-12-20-AA-1733-ORD-PHX,7:45,7:55,10:30,December 20; 2011     
2011-12-20-AA-1733-ORD-PHX,7:45,7:55,10:30,December 20; 2011     
2011-12-20-AA-4277-CVG-JFK,12:10,12:05,2:15,1:49
2011-12-20-AA-2312-DFW-DTW,8:25,December 20; 2011     ,11:50,December 20; 2011     
2011-12-20-AA-85-JFK-SFO,3:05,3:28,6:30,6:34
2011-12-20-AA-404-MIA-MCO,6:45,6:51,7:45,7:54
2011-12-20-AA-446-DFW-PHL,11:50,11:53,3:50,3:47
2011-12-20-AA-2268-PHX-ORD,7:15,7:11,11:35,11:14
2011-12-20-AA-4344-ORD-DTW,11:45,11:42,2:00,1:50
2011-12-20-AA-484-DFW-MIA,4:15,4:55,7:55,8:56
2011-12-20-AA-3979-CVG-ORD,7:30,7:25,8:00,7:32
2011-12-20-AA-3063-SLC-LAX,8:20,8:26,9:20,December 20; 2011     
2011-12-20-AA-3859-IAH-ORD,7:10,7:03,9:40,9:15
2011-12-20-AA-3842-MSP-ORD,6:00,6:00,7:30,7:13
2011-12-20-AA-1544-SAN-ORD,11:25,11:37,5:25,5:55
2011-12-20-AA-649-ORD-SNA,1:30,December 20; 2011     ,3:50,December 20; 2011     
2011-12-20-AA-1640-MIA-MCO,6:30,December 20; 2011     ,7:25,December 20; 2011     
2011-12-20-AA-518-MIA-JFK,6:30,6:27,9:15,9:13
2011-12-20-AA-2525-DFW-MIA,7:25,7:27,11:10,11:11
2011-12-20-AA-1279-DFW-PHX,1:00,1:05,2:35,2:32
2011-12-20-AA-1522-SFO-ORD,11:55,December 20; 2011     ,5:50,December 21; 2011     
2011-12-20-AA-1434-DFW-MCO,7:15,7:14,10:35,10:37
2011-12-20-AA-59-JFK-SFO,7:10,7:03,10:45,10:07
2011-12-20-AA-415-BOS-ORD,8:35,8:33,10:40,10:29
2011-12-20-AA-222-LAX-BOS,7:10,10:46,3:30,7:16
2011-12-20-AA-3823-LAX-DEN,9:00,December 20; 2011     ,12:15,December 21; 2011     
2011-12-20-AA-1165-JFK-MIA,6:59,7:05,10:34,10:13
2011-12-20-AA-3786-IAH-ORD,4:00,3:55,6:40,6:28
2011-12-20-AA-3468-CVG-MIA,7:00,6:59,9:55,9:26
2011-12-20-AA-204-LAX-MCO,11:25,December 20; 2011     ,6:55,December 21; 2011     
2011-12-20-AA-466-IAH-MIA,6:00,6:02,9:20,9:22
2011-12-20-AA-3-JFK-LAX,12:00,11:52,3:15,2:28
2011-12-20-AA-1007-MIA-PHX,4:55,4:54,8:05,7:49
2011-12-20-AA-271-MIA-LAX,11:35,11:44,2:25,2:10
2011-12-20-AA-643-MIA-ORD,7:10,7:04,9:35,9:05
2011-12-20-AA-4198-ORD-CLE,10:40,10:36,12:55,12:50
2011-12-20-AA-400-DFW-JFK,10:40,10:36,2:59,2:31
2011-12-20-AA-1886-BOS-MIA,10:45,11:02,2:20,2:29
2011-12-20-AA-1917-JFK-MCO,2:55,2:52,5:55,5:36
2011-12-20-AA-3809-PHX-LAX,6:00,5:54,6:40,6:22
2011-12-20-AA-2957-DFW-CVG,7:55,8:08,11:05,11:19
2011-12-20-UA-1500-IAH-GUA,8:50,9:38,11:43,12:25
2011-12-20-UA-3515-IAD-MSP,8:19,8:26,10:09,10:18
2011-12-20-UA-664-ORD-PHL,1:35,1:39,4:38,4:25
2011-12-20-UA-414-LAX-SFO,6:00,5:55,7:26,7:07
2011-12-20-UA-257-JFK-SFO,2:30,2:25,6:14,5:10
2011-12-20-UA-62-IAH-EWR,2:30,2:47,7:03,7:22
2011-12-20-UA-843-LAX-ORD,2:10,2:18,8:12,8:36
2011-12-20-UA-248-PHX-ORD,12:46,12:46,5:07,5:13
2011-12-20-UA-248-PHX-ORD,12:46,12:37,5:07,4:53
2011-12-20-UA-397-JFK-SFO,8:25,8:22,12:14,11:11
2011-12-20-UA-2704-DTW-PHX,11:15,11:15,1:40,1:13
2011-12-20-UA-2515-DFW-CLT,7:00,7:06,10:26,10:19
2011-12-20-UA-3373-IAD-PHL,8:30,8:27,9:25,9:36
2011-12-20-UA-2906-PHL-MCO,3:50,3:50,6:23,6:26
2011-12-20-UA-938-DEN-ORD,3:54,4:00,7:17,7:35
2011-12-20-UA-3099-PHX-PHL,11:55,11:55,6:17,6:16
2011-12-20-UA-3925-IAD-ORF,8:42,11:27,9:55,12:23
2011-12-20-UA-5487-SFO-MRY,10:37,10:41,11:24,11:21
2011-12-20-UA-3050-PHX-CLT,11:05,11:05,4:57,4:52
2011-12-20-UA-828-SFO-ORD,11:13,11:13,5:15,5:15
2011-12-20-UA-2830-MCO-CLT,3:27,3:40,5:05,5:14
2011-12-20-UA-37-EWR-MCO,1:29,1:58,4:22,4:39
2011-12-20-UA-37-EDI-EWR,9:05,8:54,11:53,11:50
2011-12-20-UA-2708-EWR-CLT,2:55,2:55,4:53,4:43
2011-12-20-UA-233-LAX-JFK,4:25,4:25,12:44,12:44
2011-12-20-UA-2726-FLL-PHL,4:00,4:26,6:46,6:50
2011-12-20-UA-2945-PHL-CLT,12:00,9:11,1:45,1:42
2011-12-20-UA-6273-YYC-SFO,7:45,7:37,9:53,9:37
2011-12-20-UA-2314-ATL-PHL,2:55,3:00,5:00,4:43
2011-12-20-UA-382-IAD-LAX,8:35,8:29,11:28,11:01
2011-12-20-UA-858-PVG-SFO,1:45,1:37,8:27,8:23
2011-12-20-UA-854-SFO-IAH,7:35,7:38,1:30,1:34
2011-12-20-CO-1586-IAH-MCO,7:15,7:28,10:27,10:35
2011-12-20-CO-1694-LAX-IAH,7:41,7:41,12:44,12:44
2011-12-20-CO-1088-CLE-IAH,8:35,8:40,10:55,11:08
2011-12-20-CO-16-LAX-EWR,10:25,10:31,6:39,6:42
2011-12-20-CO-58-DEN-IAH,11:30,11:32,2:56,2:52
2011-12-20-CO-1193-EWR-MCO,9:15,9:13,12:16,12:07
2011-12-20-CO-1023-IAH-DEN,11:40,12:06,1:20,1:26
2011-12-20-CO-1250-MIA-IAH,2:50,2:47,4:48,4:34
2011-12-20-CO-62-IAH-EWR,2:30,2:53,7:03,7:22
2011-12-20-CO-52-IAH-LAX,7:35,7:44,9:30,9:23
2011-12-20-CO-1614-LAX-IAH,12:30,2:40,5:36,7:48
2011-12-20-CO-89-IAH-EWR,6:00,5:58,10:20,10:09
2011-12-20-CO-1090-BOS-IAH,9:50,9:57,1:20,1:47
2011-12-20-CO-45-EWR-MIA,3:50,4:00,7:05,6:55
2011-12-20-CO-63-EWR-IAH,5:25,5:24,8:30,8:12
2011-12-20-CO-50-CLE-EWR,2:55,2:52,4:53,4:12
2011-12-20-CO-1561-PHX-IAH,8:05,8:02,11:37,11:30
2011-12-20-CO-47-IAH-LAX,7:10,7:16,9:06,9:04
2011-12-22-AA-1221-MCO-ORD,8:00,8:30,9:50,9:57
2011-12-22-AA-4307-ORD-DTW,6:45,6:48,9:10,9:10
2011-12-22-AA-616-DFW-DTW,9:05,8:59,12:35,12:18
2011-12-22-AA-431-MIA-SFO,8:35,8:51,11:50,11:45
2011-12-22-AA-3756-ORD-SLC,12:15,12:17,2:45,2:44
2011-12-22-AA-2050-ORD-MIA,10:40,10:44,2:45,2:45
2011-12-22-AA-3804-PHL-ORD,2:35,2:27,4:05,3:53
2011-12-22-AA-1664-MIA-ATL,10:15,10:47,12:10,12:51
2011-12-22-AA-789-ORD-DEN,1:05,2:01,2:35,3:56
2011-12-22-AA-1733-ORD-PHX,7:45,December 22; 2011     ,10:30,December 22; 2011     
2011-12-22-AA-1733-ORD-PHX,7:45,8:49,10:30,December 22; 2011     
2011-12-22-AA-4277-CVG-JFK,12:10,12:05,2:15,1:57
2011-12-22-AA-2312-DFW-DTW,8:25,December 22; 2011     ,11:50,December 22; 2011     
2011-12-22-AA-85-JFK-SFO,3:05,3:36,6:30,7:15
2011-12-22-AA-404-MIA-MCO,6:45,6:44,7:45,7:39
2011-12-22-AA-446-DFW-PHL,11:50,11:46,3:50,3:29
2011-12-22-AA-2268-PHX-ORD,7:15,7:12,11:35,11:21
2011-12-22-AA-4344-ORD-DTW,11:45,12:11,2:00,2:48
2011-12-22-AA-484-DFW-MIA,4:15,4:21,7:55,8:30
2011-12-22-AA-3979-CVG-ORD,7:30,7:23,8:00,7:46
2011-12-22-AA-3063-SLC-LAX,8:20,8:19,9:20,December 22; 2011     
2011-12-22-AA-3859-IAH-ORD,7:10,7:13,9:40,9:24
2011-12-22-AA-3842-MSP-ORD,6:00,5:59,7:30,7:27
2011-12-22-AA-1544-SAN-ORD,11:25,11:49,5:25,5:46
2011-12-22-AA-649-ORD-SNA,1:30,December 22; 2011     ,3:50,December 22; 2011     
2011-12-22-AA-1640-MIA-MCO,6:30,December 22; 2011     ,7:25,December 22; 2011     
2011-12-22-AA-518-MIA-JFK,6:30,6:29,9:15,9:17
2011-12-22-AA-2525-DFW-MIA,7:25,7:27,11:10,11:24
2011-12-22-AA-1279-DFW-PHX,1:00,1:46,2:35,3:14
2011-12-22-AA-1522-SFO-ORD,11:55,December 22; 2011     ,5:50,December 23; 2011     
2011-12-22-AA-1434-DFW-MCO,7:15,7:10,10:35,10:44
2011-12-22-AA-59-JFK-SFO,7:10,7:05,10:45,11:06
2011-12-22-AA-415-BOS-ORD,8:35,8:33,10:40,10:42
2011-12-22-AA-222-LAX-BOS,7:10,7:51,3:30,3:58
2011-12-22-AA-3823-LAX-DEN,9:00,December 22; 2011     ,12:15,December 23; 2011     
2011-12-22-AA-1165-JFK-MIA,6:59,6:56,10:34,10:20
2011-12-22-AA-3786-IAH-ORD,4:00,4:28,6:40,6:50
2011-12-22-AA-4330-CVG-ORD,3:35,4:33,4:00,4:46
2011-12-22-AA-3468-CVG-MIA,7:00,6:53,9:55,9:32
2011-12-22-AA-204-LAX-MCO,11:25,December 22; 2011     ,6:55,December 23; 2011     
2011-12-22-AA-466-IAH-MIA,6:00,6:44,9:20,9:58
2011-12-22-AA-3-JFK-LAX,12:00,11:56,3:15,3:11
2011-12-22-AA-1007-MIA-PHX,4:55,5:47,8:05,December 22; 2011     
2011-12-22-AA-271-MIA-LAX,11:35,11:38,2:25,2:31
2011-12-22-AA-643-MIA-ORD,7:10,7:02,9:35,8:58
2011-12-22-AA-4198-ORD-CLE,10:40,10:40,12:55,12:54
2011-12-22-AA-400-DFW-JFK,10:40,10:41,2:59,2:40
2011-12-22-AA-1886-BOS-MIA,10:45,10:43,2:20,2:15
2011-12-22-AA-1917-JFK-MCO,2:55,3:00,5:55,6:07
2011-12-22-AA-3809-PHX-LAX,,December 22; 2011     ,,December 22; 2011     
2011-12-22-AA-2957-DFW-CVG,7:55,7:52,11:05,10:49
2011-12-22-UA-1500-IAH-GUA,8:50,8:53,11:43,11:36
2011-12-22-UA-3515-IAD-MSP,8:19,,10:09,
2011-12-22-UA-664-ORD-PHL,1:35,1:34,4:38,4:18
2011-12-22-UA-414-LAX-SFO,6:00,5:51,7:26,7:26
2011-12-22-UA-257-JFK-SFO,2:30,2:27,6:14,5:49
2011-12-22-UA-62-IAH-EWR,2:30,2:32,7:03,6:50
2011-12-22-UA-843-LAX-ORD,2:10,2:09,8:12,8:08
2011-12-22-UA-248-PHX-ORD,12:52,12:52,5:13,5:05
2011-12-22-UA-248-PHX-ORD,12:52,1:39,5:13,5:59
2011-12-22-UA-397-JFK-SFO,8:25,8:21,12:14,11:47
2011-12-22-UA-2704-DTW-PHX,11:15,11:15,1:40,1:36
2011-12-22-UA-2515-DFW-CLT,7:00,7:00,10:26,10:17
2011-12-22-UA-3373-IAD-PHL,8:30,8:34,9:25,9:23
2011-12-22-UA-2906-PHL-MCO,3:50,3:50,6:23,6:36
2011-12-22-UA-938-DEN-ORD,3:54,4:33,7:17,7:53
2011-12-22-UA-3099-PHX-PHL,11:55,11:55,6:17,5:58
2011-12-22-UA-3925-IAD-ORF,8:42,8:40,9:55,9:34
2011-12-22-UA-5487-SFO-MRY,10:37,10:40,11:24,11:22
2011-12-22-UA-3050-PHX-CLT,11:05,11:05,4:57,4:48
2011-12-22-UA-828-SFO-ORD,11:13,11:13,5:15,5:15
