akaname,inspectionid,city,state,results,longitude,latitude,inspectiondate,risk,location,license,facilitytype,address,inspectiontype,dbaname,zip
CHECKERS #6358,1465252,CHICAGO,IL,Pass w/ Conditions,-87.73460202,41.90988759,20151109,Risk 2 (Medium),(41.909887590812296,2263410,Restaurant,4320 W NORTH AVE ,Canvass,CHECKERS #6358,60639
GODIVA CHOCOLATIER,1419155,CHICAGO,IL,Out of Business,-87.63250419,41.88167476,20151109,Risk 2 (Medium),(41.88167475683708,21304,Restaurant,10 S LA SALLE ST ,Canvass,GODIVA CHOCOLATIER,60603
POPEYES FRIED CHICKEN,1465251,CHICAGO,IL,Fail,-87.7630188,41.90951865,20151109,Risk 1 (High),(41.90951865138598,11362,Restaurant,5500 W NORTH AVE ,Short Form Complaint,POPEYES FRIED CHICKEN,60639
DAMATO BAKERY #1,1454297,CHICAGO,IL,Fail,-87.65573434,41.89120814,20151109,Risk 1 (High),(41.891208139796774,1768530,Restaurant,1124 W GRAND AVE ,Canvass,DAMATO BAKERY #1,60642
FRIENDSHIP ON THE LAKE,1419154,CHICAGO,IL,Out of Business,-87.61292611,41.88575165,20151109,Risk 1 (High),(41.88575164585066,2021534,Restaurant,200 N LAKEFRONT DR ,Canvass,FRIENDSHIP ON THE LAKE,60601
,1419153,CHICAGO,IL,Out of Business,-87.62438467,41.88656737,20151109,Risk 3 (Low),(41.886567370886944,2088648,Grocery Store,233 N MICHIGAN AVE ,Canvass,GATEWAY NEWS STANDS,60601
OLD WORLD BAKERY,1588221,CHICAGO,IL,Out of Business,-87.67755853,41.97594853,20151109,Risk 2 (Medium),(41.97594853391421,2255560,,1927 W FOSTER AVE ,Canvass,OLD WORLD BAKERY,60640
UPTOWN PANTRY,1588219,CHICAGO,IL,Out of Business,-87.65467406,41.96904667,20151109,Risk 2 (Medium),(41.969046674717234,2121108,Grocery Store,4759 N SHERIDAN RD ,Canvass,UTOWN PANTRY INC.,60640
ROOM SERVICE,1584148,CHICAGO,IL,Out of Business,-87.62431278,41.89214078,20151109,Risk 1 (High),(41.892140783720365,33856,Restaurant,540 N MICHIGAN AVE ,Canvass,CHICAGO DOWNTOWN MARRIOTT,60611
FAT SANDWICH,1584152,CHICAGO,IL,Fail,-87.64593223,41.923574,20151109,Risk 2 (Medium),(41.9235739992025,2432188,Restaurant,2273 N LINCOLN AVE ,License Re-Inspection,FAT SANDWICH,60614
INTELLIGENTSIA COFFEE AND TEA,1454296,CHICAGO,IL,Pass,-87.66789341,41.90323156,20151109,Risk 2 (Medium),(41.903231564276545,2294369,Restaurant,1609 W DIVISION ST ,Canvass Re-Inspection,INTELLIGENTSIA COFFEE AND TEA,60622
EL BURRITO AMIGO,1465250,CHICAGO,IL,Pass,-87.75726362,41.91729672,20151109,Risk 1 (High),(41.917296724880934,1576638,Restaurant,5238 W GRAND AVE ,Complaint,EL BURRITO AMIGO,60639
GOLDEN BULL RESTAURANT INC.,1584150,CHICAGO,IL,Pass,-87.63376069,41.85293752,20151109,Risk 1 (High),(41.8529375153687,26296,Restaurant,242 W CERMAK RD ,Short Form Complaint,R G LEE CORP,60616
CENTER STAGE/MAIN STAGE CAFE,1425159,CHICAGO,IL,Pass w/ Conditions,-87.65721013,41.99833537,20151109,Risk 2 (Medium),(41.998335369336324,2055100,Restaurant,1020 W SHERIDAN RD ,Canvass,ARAMARK,60660
JOE'S CHICKEN,1584151,CHICAGO,IL,Fail,-87.60492672,41.74542534,20151109,Risk 1 (High),(41.745425337423235,2263991,Restaurant,8211 S COTTAGE GROVE AVE ,Canvass,JOE'S CHICKEN,60619
XIPPO,1584147,CHICAGO,IL,Pass,-87.67850589,41.95046614,20151109,Risk 1 (High),(41.950466140039374,1139359,Restaurant,3759 N DAMEN AVE ,Canvass,REVOLVER,60618
DUNKIN DONUTS,1547575,CHICAGO,IL,Pass,-87.70691863,41.81230749,20151109,Risk 2 (Medium),(41.81230749019629,1803815,Restaurant,4453 S ARCHER AVE ,Canvass,DUNKIN DONUTS,60632
BOMBON CAKE GALLERY AND DESIGN,1584143,CHICAGO,IL,Fail,-87.71919209,41.8444306,20151109,Risk 2 (Medium),(41.844430599129666,2341006,Bakery,3748 W 26TH ST ,Canvass,BOMBON CAKE GALLERY AND DESIGN,60623
MURRAY'S FISH AND CHICKEN,1584146,CHICAGO,IL,Fail,-87.71063937,41.87352017,20151109,Risk 2 (Medium),(41.873520167592474,2060861,Restaurant,3357 W HARRISON ST ,Complaint,MURRAY'S FISH AND CHICKEN,60624
LA TORTA CHILANGA,1584145,CHICAGO,IL,Pass,-87.68039534,41.85221316,20151109,Risk 1 (High),(41.85221316094893,2320536,Restaurant,2152 W CERMAK RD ,Canvass,LA TORTA CHILANGA,60608
DOMINOS PIZZA,1516666,CHICAGO,IL,Pass,-87.80144211,41.79392295,20151109,Risk 2 (Medium),(41.79392294638772,2004448,Restaurant,5401 S HARLEM AVE ,Canvass,DOMINOS PIZZA,60638
BISTRO CAFE (EMPLOYEE CAFE),1584144,CHICAGO,IL,Pass,-87.62431278,41.89214078,20151109,Risk 1 (High),(41.892140783720365,33845,Restaurant,540 N MICHIGAN AVE ,Canvass,CHICAGO DOWNTOWN MARRIOTT,60611
LAS PALMAS MEXICAN RESTAURANT,1584141,CHICAGO,IL,Pass w/ Conditions,-87.72707113,41.94034702,20151109,Risk 1 (High),(41.94034702113589,2398957,Restaurant,3243 N PULASKI RD ,Complaint,LAS PALMAS OF CHICAGO ON PULASKI,60641
MS. D'S CANDY SHOP,1584142,CHICAGO,IL,Pass,-87.63626563,41.70689238,20151109,Risk 2 (Medium),(41.706892384197566,2179704,Grocery Store,519 W 103RD ST ,Canvass,MS. D'S CANDY SHOP,60628
Mc DONALDS # 25509,1465249,CHICAGO,IL,Pass,-87.74199187,41.93148359,20151109,Risk 2 (Medium),(41.931483591781685,1520640,Restaurant,4601 W DIVERSEY AVE ,Canvass,Mc DONALDS # 25509,60639
SOUTH DEERING FOOD,1584139,CHICAGO,IL,Pass,-87.55974771,41.70268583,20151109,Risk 2 (Medium),(41.702685826640845,2354858,Grocery Store,10600 S TORRENCE AVE ,Canvass,SOUTH DEERING FOOD,60617
HOMETEAM PIZZA,1584140,CHICAGO,IL,Pass,-87.66197642,41.89238207,20151109,Risk 2 (Medium),(41.892382070571905,2373942,Restaurant,1363 W OHIO ST ,License Re-Inspection,HOMETEAM PIZZA,60642
BANQUET/BALLROOM,1584138,CHICAGO,IL,Pass,-87.62431278,41.89214078,20151109,Risk 1 (High),(41.892140783720365,33841,Restaurant,540 N MICHIGAN AVE ,Canvass,CHICAGO DOWNTOWN MARRIOTT,60611
DENNIS'S CARRY OUT,1584137,CHICAGO,IL,Pass,-87.72001231,41.84442296,20151109,Risk 2 (Medium),(41.84442295897313,44964,Restaurant,3806 W 26TH ST ,Canvass,DENNIS'S CARRY OUT,60623
,1584135,CHICAGO,IL,Pass,-87.62843006,41.88913727,20151109,Risk 1 (High),(41.88913727056584,2341538,Restaurant,9 W KINZIE ST ,Complaint,STK CHICAGO,60654
CHRIST THE KING,1584133,CHICAGO,IL,Fail,-87.67466784,41.72529871,20151109,Risk 2 (Medium),(41.725298706335714,2247643,School,9240 S HOYNE ,Canvass,CHRIST THE KING,60620
LITTLE CAESARS,1516665,CHICAGO,IL,Pass,-87.80130039,41.79004397,20151109,Risk 2 (Medium),(41.790043968551885,1999082,Restaurant,5601 S HARLEM AVE ,Canvass,LITTLE  CAESARS # 1744,60638
AUNT PATTY'S COFFEE SHOP,1584132,CHICAGO,IL,Pass w/ Conditions,-87.80453038,41.92280359,20151109,Risk 2 (Medium),(41.922803593187815,2307615,Restaurant,2360 N NEVA AVE ,Canvass,AUNT PATTY'S COFFEE SHOP,60707
SEASHELL RESTAURANT,1547574,CHICAGO,IL,Fail,-87.66442912,41.78685601,20151109,Risk 2 (Medium),(41.78685601118665,2129036,Restaurant,1600 W 59TH ST ,Canvass,SEASHELL RESTAURANT,60636
K TOWN FOOD I,1584131,CHICAGO,IL,Pass w/ Conditions,-87.73542838,41.87502775,20151109,Risk 2 (Medium),(41.87502775205632,2064310,Grocery Store,402 S KOSTNER AVE ,Complaint,K TOWN FOOD I,60624
J & D DELI MARKET,1584129,CHICAGO,IL,Out of Business,-87.62475348,41.7652327,20151109,Risk 2 (Medium),(41.76523270092728,2013839,Grocery Store,7107 S STATE ST ,Canvass,J & D DELI MARKET,60619
GREEN TEA JAPANESE RESTAURANT,1583973,CHICAGO,IL,Pass,-87.63854595,41.92214605,20151105,Risk 1 (High),(41.922146045915134,1044031,Restaurant,2206 N CLARK ST ,Canvass,GREEN TEA JAPANESE RESTAURANT,60614
JORDAN VALLEY,1584127,CHICAGO,IL,Pass,-87.57628573,41.76262377,20151109,Risk 2 (Medium),(41.76262377222808,54266,Grocery Store,1976 E 73RD ST ,Canvass Re-Inspection,JORDAN VALLEY,60649
NEVERIA LA FLOR DE MAYO 2,1584130,CHICAGO,IL,Fail,-87.67174259,41.85212642,20151109,Risk 1 (High),(41.85212641996553,2374391,Restaurant,1819 W CERMAK RD ,Canvass,NEVERIA LA FLOR DE MAYO 2,60608
CHICAGO STEAK HOUSE,1584126,CHICAGO,IL,Out of Business,-87.62030818,41.80921386,20151109,Risk 2 (Medium),(41.809213860173834,2134720,Restaurant,219 E 47TH ST ,Canvass,CHICAGO STEAK HOUSE,60653
TRADITION,1584124,CHICAGO,IL,Pass,-87.63553583,41.88480929,20151109,Risk 1 (High),(41.8848092897636,1678249,Restaurant,160 N FRANKLIN ST ,Complaint Re-Inspection,TRADITION,60606
HERBAL LIFE,1584123,CHICAGO,IL,Pass w/ Conditions,-87.73310706,41.84030863,20151109,Risk 2 (Medium),(41.840308630351636,2277462,Grocery Store,2802 S KOLIN AVE ,Canvass,HERBAL LIFE,60623
ARAMARK - BOEING,1584121,CHICAGO,IL,Out of Business,-87.63876082,41.88326585,20151109,Risk 1 (High),(41.88326585294655,1879345,Restaurant,100 N RIVERSIDE PLZ ,Canvass,ARAMARK CORPORATION,60606
ST. RITA HIGH SCHOOL,1584125,CHICAGO,IL,Pass,-87.6830596,41.75266946,20151109,Risk 1 (High),(41.75266945682804,2247638,School,7740 S WESTERN AVE ,Canvass,ST. RITA HIGH SCHOOL,60620
EL GALLO BRAVO,1584113,CHICAGO,IL,Pass w/ Conditions,-87.72425158,41.93902061,20151109,Risk 1 (High),(41.93902060786903,1352481,Restaurant,3909 W BELMONT AVE ,Canvass,EL GALLO BRAVO,60618
TASTE OF CHICAGO,1584122,CHICAGO,IL,Pass w/ Conditions,-87.64151373,41.67039443,20151109,Risk 2 (Medium),(41.67039442848964,2262823,Restaurant,12303 S HALSTED ST ,Canvass,TASTE OF CHICAGO,60628
JOHNNIE AND THE FAMILY,1584119,CHICAGO,IL,Out of Business,-87.64157648,41.6722696,20151109,Risk 3 (Low),(41.67226959743144,1516627,,12201 S HALSTED ST ,Canvass,JOHNNIE AND THE FAMILY,60628
TONY'S FINER FOODS,1584120,CHICAGO,IL,Pass w/ Conditions,-87.74269899,41.93899382,20151109,Risk 1 (High),(41.93899382433603,1717532,Grocery Store,4608 W BELMONT AVE ,Canvass,TONY'S FINER FOODS ENTERPRISES,60641
HALSTED OUICK MART & CELLULAR,1584118,CHICAGO,IL,Out of Business,-87.64157648,41.6722696,20151109,Risk 2 (Medium),(41.67226959743144,2134031,Grocery Store,12201 S HALSTED ST ,Canvass,HALSTED QUICK MART & CELLULAR,60628
PANDA EXPRESS,1584117,CHICAGO,IL,Out of Business,-87.64099297,41.88014436,20151109,Risk 1 (High),(41.880144356026875,1649699,Restaurant,113 S CLINTON ST ,Canvass,PANDA EXPRESS,60661
EINSTEIN  BROS BAGELS,1386552,CHICAGO,IL,Fail,-87.58891828,41.80018633,20151109,Risk 1 (High),(41.80018633323197,2432879,Restaurant,5225 S HARPER AVE ,License,EINSTEIN BROS BAGEL HYDE PARK,60615
LA CAFFE,1584116,CHICAGO,IL,Pass,-87.80709676,41.94359089,20151109,Risk 2 (Medium),(41.943590892507416,25534,Restaurant,3502 N HARLEM AVE ,Canvass,LA CAFFE LTD,60634
200 LIQUORS,1584115,CHICAGO,IL,Pass,-87.6209518,41.80942389,20151109,Risk 3 (Low),(41.8094238941323,48663,Grocery Store,204 E 47TH ST ,Canvass,200 LIQUORS,60653
NAANSENSE,1584114,CHICAGO,IL,Fail,-87.64099297,41.88014436,20151109,Risk 1 (High),(41.880144356026875,2428168,Restaurant,113 S CLINTON ST ,License,NAANSENSE CLINTON LLC,60661
BP/SUBWAY,1584112,CHICAGO,IL,Pass,-87.6755623,41.85207113,20151109,Risk 1 (High),(41.852071127711035,75290,Restaurant,1955 W CERMAK RD ,Canvass,BP,60608
MANOLOS TAMALES,1516664,CHICAGO,IL,Fail,-87.7401305,41.77856521,20151109,Risk 1 (High),(41.77856521317874,1873306,Restaurant,4706 W 63RD ST ,Complaint,MANOLOS TAMALES,60629
QUICK BITE,1584109,CHICAGO,IL,Out of Business,,,20151109,Risk 3 (Low),,1594986,,3901 S DR MARTIN LUTHER KING JR ,Canvass,QUICK BITE,60653
DAVIDS TEA,1584110,CHICAGO,IL,Pass,-87.66413731,41.94609558,20151109,Risk 2 (Medium),(41.946095578194154,2188922,Restaurant,3530 N SOUTHPORT AVE ,Canvass,DAVIDS TEA,60657
LA MICHOACANA PREMIUM,1584108,CHICAGO,IL,Fail,-87.71623497,41.9682625,20151109,Risk 2 (Medium),(41.968262495340646,2362911,Restaurant,3509 W LAWRENCE AVE ,Canvass,LA MICHOACANA PREMIUM,60625
MCDONALD'S RESTAURANT,1584111,CHICAGO,IL,Pass,-87.78352148,41.99287544,20151109,Risk 2 (Medium),(41.9928754427605,1225984,Restaurant,6125 N MILWAUKEE AVE ,Canvass,MCDONALD'S RESTAURANT,60646
QUICK BITE,1584107,CHICAGO,IL,Out of Business,-87.61684858,41.82377698,20151109,Risk 3 (Low),(41.82377697840096,1516326,,3901 S DR MARTIN LUTHER KING JR DR ,Canvass,QUICK BITE,60653
TONG'S,1583972,CHICAGO,IL,Pass,-87.63199264,41.8552817,20151105,Risk 1 (High),(41.85528170377401,2412332,Restaurant,2002 S WENTWORTH AVE ,License,TONG'S RESTAURANT INC,60616
LINDBLOOM MATH/SCIENCE ACADEMY,1547573,CHICAGO,IL,Fail,-87.67169858,41.7820428,20151109,Risk 1 (High),(41.78204279759414,46511,School,6130 S Wolcott Ave (1900W) ,Canvass,LINDBLOOM MATH/SCIENCE ACADEMY,60636
QUICK BITE,1584103,CHICAGO,IL,Out of Business,-87.61684858,41.82377698,20151109,Risk 3 (Low),(41.82377697840096,1243186,,3901 S DR MARTIN LUTHER KING JR DR ,Canvass,QUICK BITE,60653
RESTAURANT & POZOLERIA SAN JUAN,1584105,CHICAGO,IL,Pass,-87.72633397,41.9088169,20151109,Risk 1 (High),(41.90881690342746,80690,Restaurant,1523 N PULASKI RD ,Short Form Complaint,RESTAURANT & POZOLERIA SAN JUAN,60651
HOA NOM CO,1584106,CHICAGO,IL,Pass w/ Conditions,-87.65783318,41.9731613,20151109,Risk 2 (Medium),(41.973161299916654,8425,Grocery Store,1101-1103 W ARGYLE ST ,Canvass,HOA NOM CO,60640
LA MICHOACANA DE ISABELLA,1584101,CHICAGO,IL,Out of Business,-87.71623497,41.9682625,20151109,Risk 2 (Medium),(41.968262495340646,2309241,Restaurant,3509 W LAWRENCE AVE ,Canvass,LA MICHOACANA DE ISABELLA,60625
CUERNAVACA BAKERY,1584099,CHICAGO,IL,Pass w/ Conditions,-87.70306059,41.85190611,20151109,Risk 2 (Medium),(41.85190611236992,2054096,Bakery,3104 W CERMAK RD ,Canvass,CUERNAVACA BAKERY,60623
SNARF'S SANDWICHES,1584095,CHICAGO,IL,Pass,-87.65325614,41.92163238,20151109,Risk 1 (High),(41.92163237713568,2405536,Restaurant,955 W WEBSTER AVE ,License,SNARF'S SANWICHES,60614
CATALPA KITCHEN,1583971,CHICAGO,IL,Fail,-87.69757835,41.92857498,20151105,Risk 1 (High),(41.928574981125955,2379834,Restaurant,2800 W LOGAN BLVD ,Complaint,CATALPA CAFE,60647
NORTH WESTERN CAFE,1584102,CHICAGO,IL,Pass w/ Conditions,-87.62012822,41.89668041,20151109,Risk 2 (Medium),(41.896680409679945,2138469,Restaurant,303 E CHICAGO AVE ,Canvass,SODEXO AMERICA,60611
SEWARD BRANCH,1584098,CHICAGO,IL,Fail,-87.66974853,41.81097969,20151109,Risk 2 (Medium),(41.81097968500936,25302,School,4541 S Wood (1700W) ,Canvass,SEWARD BRANCH,60609
THE PEASANTRY,1584104,CHICAGO,IL,Fail,-87.64451901,41.93203023,20151109,Risk 1 (High),(41.932030227499915,1647518,Restaurant,2723 N CLARK ST ,Canvass,THE PEASANTRY,60614
JEWEL FOOD STORE #3514,1584100,CHICAGO,IL,Pass,-87.64652486,41.94638465,20151109,Risk 1 (High),(41.94638465155411,1385,Grocery Store,3531 N BROADWAY ,Canvass,JEWEL FOOD STORE #3514,60657
Seward,1584097,CHICAGO,IL,Pass,-87.66880778,41.81029632,20151109,Risk 1 (High),(41.810296318834936,25301,School,4600 S Hermitage (1732W) ,Canvass,Seward,60609
GREENLINE COFFEE,1386551,CHICAGO,IL,Pass,-87.5897276,41.79964732,20151109,Risk 2 (Medium),(41.79964732360029,2431971,Restaurant,1452 E 53RD ST ,License,GREENLINE COFFEE,60615
ST. SABINA ACADEMY,1584096,CHICAGO,IL,Pass,-87.65524498,41.75225135,20151109,Risk 2 (Medium),(41.752251353988434,2247641,School,7801 S THROOP ST ,Canvass,ST. SABINA ACADEMY,60620
BIG SAMS MINI MART,1584089,CHICAGO,IL,Pass,-87.6234615,41.69991347,20151109,Risk 3 (Low),(41.69991346998185,1969482,Grocery Store,10658 S STATE ST ,Complaint,BIG SAMS MINI MART,60628
NEA AGORA PACKING COMPANY,1584093,CHICAGO,IL,Pass,-87.65325852,41.86958372,20151109,Risk 2 (Medium),(41.86958371785205,3206,butcher shop,1056 W TAYLOR ST ,Canvass,NEA AGORA PACKING COMPANY,60607
CITY FRESH MARKET,1506794,CHICAGO,IL,Pass,-87.70940736,41.99727847,20151109,Risk 1 (High),(41.9972784744174,1479959,Grocery Store,3201 W DEVON AVE ,Canvass,CITY FRESH MARKET,60659
DUNKIN DONUTS / BASKIN ROBBINS,1584088,CHICAGO,IL,Pass,-87.78695613,41.95302136,20151109,Risk 2 (Medium),(41.95302136277807,69607,Restaurant,6408 W IRVING PARK RD ,Canvass Re-Inspection,DUNKIN DONUTS / BASKIN ROBBINS,60634
V & V MINI MART,1584087,CHICAGO,IL,Out of Business,-87.67821915,41.8538683,20151109,Risk 2 (Medium),(41.85386830200632,2397485,Grocery Store,2059 W 21ST ST ,Canvass,V & V MINI MART,60608
DURANGO BAKERY 1,1584086,CHICAGO,IL,Pass,-87.71803965,41.96846146,20151109,Risk 2 (Medium),(41.968461460813835,2327431,Bakery,3554 W LAWRENCE AVE ,Canvass,DURANGO BAKERY 1,60625
LA PARADA EN PILSEN,1584085,CHICAGO,IL,Pass,-87.67821915,41.8538683,20151109,Risk 2 (Medium),(41.85386830200632,2432857,Restaurant,2059 W 21ST ST ,License,LA PARADA EN PILSEN,60608
KUROWSKI SAUSAGE SHOP & RICH,1584084,CHICAGO,IL,Pass,-87.71786011,41.93530555,20151109,Risk 1 (High),(41.93530555224116,58973,Grocery Store,2976-2978 N MILWAUKEE AVE ,Canvass Re-Inspection,KUROWSKI SAUSAGE SHOP & RICH,60618
CREATIVE KIDS DAYCARE CENTER INC.,1547572,CHICAGO,IL,Pass,-87.7085134,41.79333004,20151109,Risk 1 (High),(41.79333004477491,2397674,Children's Services Facility,3401-3403 W 55TH ST ,License Re-Inspection,CREATIVE KIDS DAYCARE CENTER INC.,60632
THE MUSEUM OF CONTEMPORARY ART,1448071,CHICAGO,IL,Fail,-87.62193403,41.89687696,20151106,Risk 1 (High),(41.89687696199614,22864,Restaurant,220 E CHICAGO AVE ,Canvass,THE MUSEUM OF CONTEMPORARY ART,60611
MCDONALD' S # 5618,1425158,CHICAGO,IL,Pass,-87.65709387,41.94771192,20151106,Risk 2 (Medium),(41.94771192275855,1960250,Restaurant,3620 N CLARK ST ,Canvass Re-Inspection,MCDONALD' S # 5618,60613
DUNKIN DONUTS,1454295,CHICAGO,IL,Pass,-87.66767409,41.90452396,20151106,Risk 2 (Medium),(41.90452395740259,32534,Restaurant,1244 N ASHLAND AVE ,Canvass,DUNKIN DONUTS,60622
HELLO SUSHIBAR & THAI CUISINE,1425157,CHICAGO,IL,Pass,-87.66981876,41.99797536,20151106,Risk 1 (High),(41.9979753576967,2342293,Restaurant,1553 W Devon AVE ,Short Form Complaint,HELLO SUSHIBAR & THAI CUISINE,60660
STARBUCKS COFFEE #10957,1419150,CHICAGO,IL,Pass,-87.6226127,41.88462845,20151106,Risk 2 (Medium),(41.88462844513973,1743553,Restaurant,150 E RANDOLPH ST ,Canvass,STARBUCKS COFFEE #10957,60601
WOLFGANG PUCK CATERING/MCA,1448070,CHICAGO,IL,Out of Business,-87.62193403,41.89687696,20151106,Risk 1 (High),(41.89687696199614,76132,Restaurant,220 E CHICAGO AVE ,Canvass,WOLFGANG PUCK CATERING/MCA,60611
CHICAGO KERNEL,1419149,CHICAGO,IL,Pass,-87.62260337,41.88416745,20151106,Risk 2 (Medium),(41.88416745447802,2103776,Restaurant,151 E Randolph ST ,Canvass,CHICAGO KERNEL,60601
Hunter & Tails,1454293,CHICAGO,IL,Out of Business,-87.69430044,41.89577762,20151106,Risk 1 (High),(41.89577762053548,2263375,Restaurant,2700 W CHICAGO AVE ,Canvass,Hunter & Tails,60622
BAR MARTA,1454294,CHICAGO,IL,Pass,-87.69430044,41.89577762,20151106,Risk 1 (High),(41.89577762053548,2263375,Restaurant,2700 W CHICAGO AVE ,Canvass,BAR MARTA,60622
LAKESHORE SPORT & FITNESS,1419148,CHICAGO,IL,Pass,-87.62216627,41.88602728,20151106,Risk 1 (High),(41.886027277677655,2359175,Restaurant,211 N STETSON AVE ,Canvass,LAKESHORE SPORT & FITNESS,60601
PUCK'S CAFE,1448069,CHICAGO,IL,Pass,-87.62210388,41.8901115,20151106,Risk 2 (Medium),(41.89011149652908,2271544,Restaurant,450 N CITYFRONT PLAZA DR ,Canvass,STUDENT LOUNGE,60611
CARNICERIA Y TAQUERIA TIERRA,1454292,CHICAGO,IL,Fail,-87.70990705,41.91018536,20151106,Risk 1 (High),(41.91018535990397,2428138,Grocery Store,3312-3314 W NORTH AVE ,License,CARNICERIA Y TAQUERIA TIERRA,60647
,1448068,CHICAGO,IL,Pass,-87.62210388,41.8901115,20151106,Risk 1 (High),(41.89011149652908,2271537,Restaurant,450 N CITYFRONT PLAZA DR ,Canvass,THE MIDWAY CLUB,60611
Dunkin Donuts,1454291,CHICAGO,IL,Pass,-87.67270437,41.91796074,20151106,Risk 2 (Medium),(41.91796074174603,2202879,Restaurant,1768 W ARMITAGE AVE ,Canvass,Dunkin Donuts,60622
LA GONDOLA,1584083,CHICAGO,IL,Pass,-87.66862497,41.93467889,20151106,Risk 1 (High),(41.93467889167928,1336561,Restaurant,2914 N ASHLAND AVE ,Canvass Re-Inspection,LA GONDOLA,60657
THE ROOF CROP,1584082,CHICAGO,IL,Fail,-87.66509875,41.8875236,20151106,Risk 3 (Low),(41.88752359761481,2378859,URBAN FARM,1516 W CARROLL ST ,License,THE ROOF CROP,60607
BOCKWINKEL'S,1419147,CHICAGO,IL,Pass,-87.61560396,41.88475054,20151106,Risk 1 (High),(41.884750538499375,44759,Grocery Store,155 N HARBOR DR ,Canvass,BOCKWINKEL'S,60601
HEBA'S FINER INC,1584061,CHICAGO,IL,Fail,-87.57708099,41.73714625,20151106,Risk 2 (Medium),(41.737146253946285,1093813,Grocery Store,1924 E 87TH ST ,Canvass,AM-PM FOOD MART&CELLULAR,60617
TRIPLE JAYS CARIBBEAN,1584081,CHICAGO,IL,Pass,-87.63127912,41.75866791,20151106,Risk 1 (High),(41.758667911476415,2340459,Restaurant,7448 S VINCENNES AVE ,Complaint Re-Inspection,TRIPLE JAYS CARIBBEAN,60621
MCDONALD'S,1425156,CHICAGO,IL,Pass,-87.66900616,41.9839522,20151106,Risk 2 (Medium),(41.983952200630576,1968755,Restaurant,5614 N CLARK ST ,Canvass,MCDONALD'S,60660
STARBUCKS COFFEE #2479,1584078,CHICAGO,IL,Fail,-87.7638592,41.99743743,20151106,Risk 2 (Medium),(41.99743743042588,1095196,Restaurant,5400 W DEVON AVE ,Canvass,STARBUCKS COFFEE #2479,60646
PARKWAY SUPER MARKET INC.,1386550,CHICAGO,IL,Fail,-87.6154079,41.77737411,20151106,Risk 2 (Medium),(41.777374105922846,1591829,Grocery Store,6435 S DR MARTIN LUTHER KING JR DR ,Canvass,PARKWAY SUPER MARKET INC.,60637
ANGELS 'R' US KIDZ ACADEMY INC,1584077,CHICAGO,IL,Pass,-87.62142025,41.82237019,20151106,Risk 1 (High),(41.82237019007892,2216065,Daycare (2 - 6 Years),3941-3943 S INDIANA AVE ,Canvass Re-Inspection,ANGELS 'R' US KIDZ ACADEMY INC,60653
DOMINO'S PIZZA,1584079,CHICAGO,IL,Pass w/ Conditions,-87.6443689,41.68494314,20151106,Risk 2 (Medium),(41.68494313726917,2298633,Restaurant,857 W 115TH ST ,Canvass,DOMINO'S PIZZA,60643
THE GRIND COFFEE LOUNGE,1584076,CHICAGO,IL,Pass,-87.81216071,41.94527534,20151106,Risk 2 (Medium),(41.94527534321835,2069192,Restaurant,7406 W ADDISON ST ,Canvass,THE GRIND COFFEE LOUNGE,60634
,1584080,CHICAGO,IL,Pass w/ Conditions,-87.61106096,41.75107396,20151106,Risk 1 (High),(41.75107396052602,2379780,Restaurant,537 E 79TH ST ,Canvass,SLUGO'S TACO'S LLC,60619
WHITEY'S STEAK & SEA FOOD,1584074,CHICAGO,IL,Out of Business,-87.80662717,41.93876633,20151106,Risk 1 (High),(41.938766325661774,2232948,Restaurant,3225 N HARLEM AVE ,Canvass,WHITEY'S STEAK & SEA FOOD INC.,60634
YURI'S TAQUERIA,1584075,CHICAGO,IL,Pass,-87.70115111,41.87349155,20151106,Risk 1 (High),(41.873491553288396,2423031,Restaurant,606 S SACRAMENTO BLVD ,Complaint,YURI'S TAQUERIA,60612
MIRABELL RESTAURANT,1584072,CHICAGO,IL,Fail,-87.71494918,41.94663959,20151106,Risk 1 (High),(41.946639592877055,1766,Restaurant,3454 W ADDISON ST ,Canvass,MIRABELL RESTAURANT,60618
LAILA'S GRAND GAME ROOM INC,1584073,CHICAGO,IL,No Entry,-87.80308394,41.92364865,20151106,Risk 2 (Medium),(41.923648647963255,24567,Restaurant,7110 W GRAND AVE ,Canvass,LAILA'S GRAND GAME ROOM INC,60707
P C BEEF & FRIED RICE,1584071,CHICAGO,IL,Out of Business,-87.75775505,41.8804472,20151106,Risk 3 (Low),(41.88044719736798,45804,,5300 W MADISON ST ,Canvass,P C BEEF & FRIED RICE,60644
ROCKS NORTHCENTER,1584069,CHICAGO,IL,Pass,-87.68086072,41.95692025,20151106,Risk 1 (High),(41.95692025391941,1998392,Restaurant,4138-4142 N LINCOLN ,Canvass Re-Inspection,ROCKS NORTHCENTER,60618
DUNKIN DONUTS & BASKIN ROBINS,1516662,CHICAGO,IL,Pass,-87.72094571,41.73585224,20151106,Risk 2 (Medium),(41.73585223621957,1446432,Restaurant,3977 W COLUMBUS AVE ,Canvass,DUNKIN DONUTS & BASKIN ROBINS,60652
Grissom,1584032,CHICAGO,IL,Pass,-87.55334334,41.66245712,20151106,Risk 2 (Medium),(41.66245712367201,23361,School,12810 S Escanaba (2900E) ,Canvass Re-Inspection,Grissom,60633
