akaname,inspectionid,city,state,results,longitude,latitude,inspectiondate,risk,location,license,facilitytype,address,inspectiontype,dbaname,zip
McDONALDS,1953431,CHICAGO,IL,Not Ready,-87.91442844,42.0085364,20160830,Risk 2 (Medium),(42.008536400868735,2487935,,11601 W TOUHY AVE ,License,McDONALDS #  17278,60666
PUBLIC CHICAGO HOTEL,1953443,CHICAGO,IL,Pass,-87.62859787,41.90586939,20160830,Risk 1 (High),(41.90586939179599,2482987,Restaurant,1301-1309 N STATE PKWY ,License,PUBLIC CHICAGO HOTEL AND PUMP ROOM,60610
PIERROT GOURMET,1953433,CHICAGO,IL,Pass,-87.62498814,41.89583964,20160830,Risk 1 (High),(41.89583963820686,1092376,Restaurant,108 E SUPERIOR ST ,Canvass,PENINSULA CHICAGO,60611
McDONALD'S  (T1-B11),1953432,CHICAGO,IL,Not Ready,-87.91442844,42.0085364,20160830,Risk 1 (High),(42.008536400868735,2487934,Restaurant,11601 W TOUHY AVE ,License,McDonald's,60666
NEPAL HOUSE,1953429,CHICAGO,IL,Pass,-87.69482177,41.99753534,20160830,Risk 3 (Low),(41.99753534020119,2469409,Restaurant,2601 W DEVON AVE ,License,NEPAL HOUSE- NAPALESE CUISINE,60659
WHOLE FOODS MARKET,1953427,CHICAGO,IL,Pass w/ Conditions,-87.58782605,41.80182963,20160830,Risk 1 (High),(41.80182963116751,2368402,Grocery Store,5118 S LAKE PARK ,Complaint,WHOLE FOODS MARKET,60615
MAIN KITCHEN,1953423,CHICAGO,IL,Pass w/ Conditions,-87.62498814,41.89583964,20160830,Risk 1 (High),(41.89583963820686,1091966,Restaurant,108 E SUPERIOR ST ,Canvass,PENINSULA CHICAGO,60611
NEPAL HOUSE,1953426,CHICAGO,IL,Pass,-87.69482177,41.99753534,20160830,Risk 1 (High),(41.99753534020119,2469408,Restaurant,2601 W DEVON AVE ,License,NEPAL HOUSE- NAPALESE CUISINE,60659
FRITE STREET,1953424,CHICAGO,IL,Pass,-87.63325591,41.87679744,20160830,Risk 1 (High),(41.876797440785374,2451560,Restaurant,400 S FINANCIAL PL ,Canvass,FRITE STREET,60605
TREASURE ISLAND FOODS,1953430,CHICAGO,IL,Pass w/ Conditions,-87.64589349,41.94482827,20160830,Risk 1 (High),(41.94482826560603,1311,Grocery Store,3460 N BROADWAY ,Canvass,TREASURE ISLAND FOODS,60657
PJ'S PANTRY,1953420,CHICAGO,IL,Pass w/ Conditions,-87.64806068,41.95377406,20160830,Risk 3 (Low),(41.953774064116395,1515326,Grocery Store,3930 N PINE GROVE AVE ,Canvass,PJ'S PANTRY,60613
RYUU ASIAN BBQ,1953419,CHICAGO,IL,Pass,-87.71141818,41.93137064,20160830,Risk 1 (High),(41.93137063973293,2458480,Restaurant,2766 N MILWAUKEE AVE ,License,RYUU ASIAN BBQ,60647
DUNKIN DONUTS/BASKIN ROBBINS,1953415,CHICAGO,IL,Pass,-87.68600251,41.86464673,20160830,Risk 2 (Medium),(41.86464672961594,1473123,Restaurant,2401 W OGDEN AVE ,Short Form Complaint,DUNKIN DONUTS/BASKIN ROBBINS,60608
SANDWICHED CHICAGO,1953422,CHICAGO,IL,Fail,-87.65499361,41.91498953,20160830,Risk 1 (High),(41.91498953039437,2487689,Restaurant,1863 N CLYBOURN AVE ,License,SANDWICHED,60614
TACO BURRITO KING,1953250,CHICAGO,IL,Pass,-87.78920248,41.90920757,20160826,Risk 1 (High),(41.90920757341338,1870339,Restaurant,6518-6520 W NORTH AVE ,Complaint,TACO BURRITO KING,60707
MCDONALD'S  (T1-C10),1953414,CHICAGO,IL,Fail,-87.91442844,42.0085364,20160830,Risk 1 (High),(42.008536400868735,2013208,Restaurant,11601 W TOUHY AVE ,Canvass,McDonald's,60666
THE PRIORITY BAR AND KITCHEN,1953416,CHICAGO,IL,Pass,-87.68926689,41.97501792,20160830,Risk 3 (Low),(41.975017917226396,2463253,Restaurant,5130 N WESTERN AVE ,License,THE PRIORITY BAR AND KITCHEN,60625
EL FIRULETE,1953412,CHICAGO,IL,Fail,-87.68057589,41.90302249,20160830,Risk 1 (High),(41.90302248623744,2487925,Restaurant,2121 W DIVISION ST ,License,EL FIRULETE INC.,60622
RYUU ASIAN BBQ,1953411,CHICAGO,IL,Pass,-87.71141818,41.93137064,20160830,Risk 1 (High),(41.93137063973293,2458479,Restaurant,2766 N MILWAUKEE AVE ,License,RYUU ASIAN BBQ,60647
GO! GROCER,1953409,CHICAGO,IL,Pass,-87.64806068,41.95377406,20160830,Risk 3 (Low),(41.953774064116395,2464262,Grocery Store,3930 N PINE GROVE AVE ,License,GO! GROCER,60613
SOCIALE AND CAFE PRESS,1953410,CHICAGO,IL,Pass,-87.63075578,41.8721644,20160830,Risk 1 (High),(41.87216439605228,2386130,Restaurant,800 S CLARK ST ,Canvass,SOCIALE AND CAFE PRESS,60605
FISHERMAN'S ISLAND,1953407,CHICAGO,IL,Pass,-87.70585686,41.8677234,20160830,Risk 1 (High),(41.867723400173524,2487876,Restaurant,1116 S KEDZIE AVE ,License,FISHERMAN'S ISLAND,60612
PRET A MANGER,1951215,CHICAGO,IL,Pass,-87.62802165,41.88342264,20160830,Risk 1 (High),(41.88342263701488,2487952,Restaurant,108 N STATE ST ,License,PRET A MANGER,60602
GO! GROCER,1953408,CHICAGO,IL,Pass,-87.64806068,41.95377406,20160830,Risk 3 (Low),(41.953774064116395,2464259,Grocery Store,3930 N PINE GROVE AVE ,License,GO! GROCER,60613
WEST LAWN FOODS,1953417,CHICAGO,IL,Pass,-87.72313003,41.78660841,20160830,Risk 1 (High),(41.786608409502335,1591726,Grocery Store,5838 S PULASKI RD ,Complaint,WEST LAWN FOODS,60629
MANOLOS TAMALES,1953401,CHICAGO,IL,Pass w/ Conditions,-87.7034796,41.79595669,20160830,Risk 1 (High),(41.79595669469915,1873308,Restaurant,5341 S KEDZIE AVE ,Canvass Re-Inspection,MANOLOS TAMALES,60632
FAMILY MEAT MARKET,1953404,CHICAGO,IL,Pass,-87.72592866,41.88464314,20160830,Risk 2 (Medium),(41.88464314058556,2262589,Grocery Store,236 N PULASKI RD ,Complaint Re-Inspection,FAMILY MEAT MARKET,60624
CHICAGO CHILDREN'S HOUSE,1953400,CHICAGO,IL,Pass,-87.63558372,41.89466267,20160830,Risk 1 (High),(41.894662670242106,2483176,Daycare Above and Under 2 Years,233 W HURON ST ,License,CHICAGO CHILDREN'S HOUSE,60654
McDONALD'S  (T1-B11),1953402,CHICAGO,IL,Fail,-87.91442844,42.0085364,20160830,Risk 1 (High),(42.008536400868735,2013206,Restaurant,11601 W TOUHY AVE ,Canvass,McDonald's,60666
ALBERTO'S PIZZA,1953399,CHICAGO,IL,Pass,-87.66481712,42.00803845,20160830,Risk 1 (High),(42.00803844718281,6475,Restaurant,1326 W MORSE AVE ,Complaint,ALBERTO'S PIZZA,60626
,1953229,CHICAGO,IL,Out of Business,-87.64390459,41.75098985,20160826,Risk 3 (Low),(41.75098985200617,2196383,Grocery Store,7855 S HALSTED ST ,Complaint,FIVE STARZ FOOD MART COMPANY,60620
ROSCOE'S TAVERN,1938222,CHICAGO,IL,No Entry,-87.64951705,41.94344291,20160621,Risk 1 (High),(41.94344291172199,31223,Restaurant,3354-3356 N HALSTED ST ,Canvass,ROSCOE'S TAVERN LTD,60657
SOHO HOUSE,1953398,CHICAGO,IL,Pass,-87.6484324,41.8835571,20160830,Risk 1 (High),(41.883557097965046,2298788,Restaurant,113-125 N GREEN ST ,Complaint Re-Inspection,SOHO HOUSE,60607
THE PRIORITY BAR AND KITCHEN,1953397,CHICAGO,IL,Pass,-87.68926689,41.97501792,20160830,Risk 1 (High),(41.975017917226396,2463252,Restaurant,5130 N WESTERN AVE ,License,THE PRIORITY BAR AND KITCHEN,60625
THE MEDICI,1953522,CHICAGO,IL,Pass,-87.59353805,41.79136675,20160830,Risk 2 (Medium),(41.79136675478766,1248608,Restaurant,1331 E 57TH ST ,Canvass,THE MEDICI,60637
SOHO HOUSE,1953393,CHICAGO,IL,Pass,-87.6484324,41.8835571,20160830,Risk 1 (High),(41.883557097965046,2307956,Restaurant,113-125 N GREEN ST ,Complaint Re-Inspection,SOHO HOUSE,60607
FRESHII,1953390,CHICAGO,IL,Pass w/ Conditions,-87.63652434,41.87779165,20160830,Risk 1 (High),(41.877791648104406,2423999,Restaurant,311 S WACKER DR ,Canvass,FRESHII,60606
GARLIC & CHILI THAI CUISINE,1953349,CHICAGO,IL,Pass,-87.63310113,41.90484145,20160829,Risk 1 (High),(41.904841451218275,68311,Restaurant,1232 N LA SALLE DR ,Canvass,GARLIC & CHILI THAI CUISINE,60610
THE MEDICI,1953513,CHICAGO,IL,Fail,-87.59370039,41.79136503,20160830,Risk 1 (High),(41.7913650295286,3642,Restaurant,1327 E 57TH ST ,Complaint,THE MEDICI,60637
JIBEK JOLU CENTRAL ASIAN CUISINE,1752256,CHICAGO,IL,Fail,-87.69131446,41.9731385,20160830,Risk 1 (High),(41.973138498067996,1904287,Restaurant,5047 N LINCOLN AVE ,Canvass,JIBEK JOLU,60625
KING SWEETS,1953388,CHICAGO,IL,Pass,-87.68784769,41.99787482,20160829,Risk 1 (High),(41.997874816989075,1226628,Restaurant,2308 W DEVON AVE ,Complaint Re-Inspection,KING SWEETS,60659
WOLFGANG PUCK (T3 K1),1953387,CHICAGO,IL,Out of Business,-87.91442844,42.0085364,20160829,Risk 1 (High),(42.008536400868735,34173,Restaurant,11601 W TOUHY AVE ,Canvass,WOLFGANG PUCK,60666
BUSY BEE SUPERMARKET,1953385,CHICAGO,IL,Pass w/ Conditions,-87.66434507,41.79048002,20160829,Risk 1 (High),(41.79048001939005,1974525,Grocery Store,5659 S ASHLAND AVE ,Complaint,BUSY BEE SUPERMARKET,60636
ZAM ZAM MIDDLE EASTERN GRILL,1953371,CHICAGO,IL,Pass,-87.65463471,41.94508056,20160829,Risk 1 (High),(41.9450805637441,2327015,Restaurant,3461 N CLARK ST ,Canvass Re-Inspection,ZAM ZAM MIDDLE EASTERN GRILL,60657
POPEYE'S CHICKEN,1937252,CHICAGO,IL,Pass,-87.7063942,41.81262899,20160621,Risk 1 (High),(41.812628989174634,1121856,Restaurant,4431 S ARCHER AVE ,Complaint,POPEYE'S CHICKEN,60632
DEVON SEAFOOD GRILL,1953383,CHICAGO,IL,Fail,-87.62670544,41.89658772,20160829,Risk 1 (High),(41.89658772205973,1649163,Restaurant,39 E CHICAGO AVE ,Short Form Complaint,DEVON SEAFOOD GRILL,60611
GOLDEN HOUSE RESTAURANT,1953379,CHICAGO,IL,Pass,-87.65981645,41.96849072,20160829,Risk 1 (High),(41.968490719713,1443483,Restaurant,4742-4744 N RACINE AVE ,Canvass,GOLDEN HOUSE RESTAURANT,60640
THE BAGELERS UNDERGROUND,1953380,CHICAGO,IL,Pass,-87.62781527,41.87784339,20160829,Risk 2 (Medium),(41.87784338811841,2476220,Bakery,312 S STATE ST ,License,THE BAGELERS UNDERGROUND-JACKSON RED,60604
LOKAL,1953382,CHICAGO,IL,Fail,-87.66835948,41.92705136,20160829,Risk 1 (High),(41.92705136177427,2391658,Restaurant,2500 N ASHLAND AVE ,Canvass,LOKAL CONTEMPORARY EUROPEAN,60614
THE CHICAGO RIB HOUSE,1953375,CHICAGO,IL,Pass,-87.62294655,41.82404275,20160829,Risk 1 (High),(41.824042753773746,2458555,Restaurant,3851 S MICHIGAN AVE ,Complaint,FOOD EXPRESS RESTAURANT,60653
ROOM FORTY THREE,1953366,CHICAGO,IL,No Entry,-87.60025634,41.81677869,20160829,Risk 2 (Medium),(41.81677868564627,1766122,Restaurant,1041-1043 E 43RD ST ,Complaint,ROOM FORTY THREE,60653
STARBUCKS COFFEE,1953364,CHICAGO,IL,Pass w/ Conditions,-87.6300569,41.90381264,20160829,Risk 2 (Medium),(41.903812639001785,23045,Restaurant,39 W DIVISION ST ,Canvass,STARBUCKS COFFEE #236,60610
ED'S FOOD MART,1951185,CHICAGO,IL,Pass,-87.62041276,41.67958373,20160826,Risk 2 (Medium),(41.67958373431513,1939028,Grocery Store,11809 S MICHIGAN AVE ,Canvass,ED'S FOOD MART,60628
TOM YUM CAFE,1953370,CHICAGO,IL,Pass w/ Conditions,-87.64475457,41.93800688,20160829,Risk 1 (High),(41.938006880423615,2354911,Restaurant,608 W BARRY ,Canvass,TOM YUM RICE & NOODLE,60657
HUAMAO RESTAURANT INC.,1953369,CHICAGO,IL,Pass,-87.66378097,41.86919502,20160829,Risk 2 (Medium),(41.86919501552379,2469466,Restaurant,1453 W TAYLOR ST ,License Re-Inspection,HUAMAO RESTAURANT INC.,60607
MILLER'S PUB & RESTAURANT,1953362,CHICAGO,IL,Pass,-87.62629031,41.87994706,20160829,Risk 1 (High),(41.87994705990922,25676,Restaurant,134 S WABASH AVE ,Short Form Complaint,MILLER'S PUB & RESTAURANT,60603
GINGERSNAP SWEETS & SUCH,1953360,CHICAGO,IL,No Entry,-87.66491711,41.95445545,20160829,Risk 2 (Medium),(41.95445545298766,2153123,Bakery,1416 W IRVING PARK RD ,Canvass,GINGERSNAP SWEETS & SUCH,60613
SKY LAKE CHINESE KITCHEN,1791220,CHICAGO,IL,Pass w/ Conditions,-87.62623926,41.69265703,20160829,Risk 1 (High),(41.69265703428748,2027332,Restaurant,108 W 111TH ST ,Complaint,SKY LAKE CHINESE KITCHEN,60628
FIZZ BAR & GRILL,1953357,CHICAGO,IL,No Entry,-87.66923761,41.94026958,20160829,Risk 1 (High),(41.94026958072296,55325,Restaurant,3220 N LINCOLN AVE ,Canvass,FIZZ BAR & GRILL,60657
PIZZA CAPRI,1953356,CHICAGO,IL,Pass,-87.58904626,41.79943426,20160829,Risk 1 (High),(41.79943425904436,39084,Restaurant,1501 E 53RD ST ,Short Form Complaint,PIZZA CAPRI,60615
AFRICAN SUPERMARKET & LIQUOR,1953361,CHICAGO,IL,Fail,-87.73030601,41.88077997,20160829,Risk 2 (Medium),(41.880779974868965,28149,Grocery Store,4156-4158 W MADISON ST ,Complaint,AFRICAN SUPERMARKET & LIQUOR,60624
RAVIKABAB HOUSE,1953368,CHICAGO,IL,Pass w/ Conditions,-87.69175252,41.99759057,20160829,Risk 1 (High),(41.997590570651774,1331324,Restaurant,2447 W DEVON AVE ,Canvass,RAVIKABAB HOUSE,60659
ROCKING HORSE,1953354,CHICAGO,IL,Pass w/ Conditions,-87.70459704,41.92749258,20160829,Risk 1 (High),(41.92749257880225,1898920,Restaurant,2535 N MILWAUKEE AVE ,Short Form Complaint,ROCKING HORSE,60647
THE ATLANTIC BAR & GRILL,1752255,CHICAGO,IL,Pass,-87.69181746,41.97341239,20160829,Risk 1 (High),(41.97341239266947,12594,Restaurant,5062 N LINCOLN AVE ,Canvass,THE ATLANTIC BAR & GRILL,60625
BELLA NOTTE,1953353,CHICAGO,IL,Pass,-87.66195668,41.89114149,20160829,Risk 1 (High),(41.89114149453451,1379731,Restaurant,1374 W GRAND AVE ,Complaint Re-Inspection,BELLA NOTTE,60642
WING STOP # 894,1953372,CHICAGO,IL,Pass,-87.70320431,41.7863412,20160829,Risk 2 (Medium),(41.78634119819243,2398793,Restaurant,5859 S KEDZIE AVE ,Canvass,WING STOP # 894,60629
BONFIRE GRILL,1953355,CHICAGO,IL,Fail,-87.60558403,41.76571673,20160829,Risk 1 (High),(41.76571672629447,2231773,Restaurant,7100 S SOUTH CHICAGO AVE ,Complaint,BONFIRE GRILL,60619
EXPRESS FOOD MARKET,1953351,CHICAGO,IL,Pass,-87.68347479,41.76784475,20160829,Risk 3 (Low),(41.76784475060497,1648188,Grocery Store,6914 S WESTERN AVE ,Short Form Complaint,EXPRESS FOOD MARKET,60636
Mc DONALD'S  (T3  L4),1953350,CHICAGO,IL,Fail,-87.91442844,42.0085364,20160829,Risk 2 (Medium),(42.008536400868735,2487937,Restaurant,11601 W TOUHY AVE ,License,McDONALD'S # 17274,60666
FRESHII,1953342,CHICAGO,IL,Pass w/ Conditions,-87.61156988,41.89209414,20160829,Risk 1 (High),(41.892094136861786,2437087,Restaurant,600 E GRAND AVE ,Canvass,FRESHII,60611
FOUR SHADOWS,1953343,CHICAGO,IL,Fail,-87.66853724,41.93231273,20160829,Risk 1 (High),(41.93231272553404,1675140,Restaurant,2758 N ASHLAND AVE ,Canvass,FOUR SHADOWS,60614
SUBWAY,1953335,CHICAGO,IL,Pass,-87.62429156,41.86706145,20160829,Risk 1 (High),(41.86706145293373,2032865,Restaurant,1212 S MICHIGAN ,Canvass Re-Inspection,SUBWAY,60605
POCKETS,1953336,CHICAGO,IL,Fail,-87.59461606,41.79936856,20160829,Risk 2 (Medium),(41.79936856037866,2153361,Restaurant,1309 E 53RD ST ,Canvass,POCKETS HYDE PARK,60615
MCGUIGANS,1953337,CHICAGO,IL,Pass,-87.66890905,41.9432951,20160829,Risk 1 (High),(41.94329510166934,2246714,Restaurant,3358 N ASHLAND AVE ,Canvass,MCGUIGANS,60657
Salpicon,1953329,CHICAGO,IL,No Entry,-87.63468086,41.90543301,20160829,Risk 1 (High),(41.905433007908826,1914762,Restaurant,1252 N Wells ST ,Canvass,Salpicon,60610
MCGUIGANS,1953331,CHICAGO,IL,No Entry,-87.66890905,41.9432951,20160829,Risk 1 (High),(41.94329510166934,2246714,Restaurant,3358 N ASHLAND AVE ,Canvass,MCGUIGANS,60657
YOLIS TAMALES,1933154,CHICAGO,IL,Pass,-87.68441497,41.80281073,20160621,Risk 3 (Low),(41.80281073000951,2464877,Mobile Prepared Food Vendor,5002 S WESTERN AVE ,License,YOLIS TAMALES,60609
TISCOAF FOOD MARKET AFRICAN,1953324,CHICAGO,IL,Fail,-87.65576865,41.96299036,20160829,Risk 3 (Low),(41.96299035567779,2470261,Grocery Store,4445 N BROADWAY ,License,TISCOAF,60640
ROYAL T,1953321,CHICAGO,IL,Fail,-87.69202089,41.9737255,20160829,Risk 1 (High),(41.97372549869574,1980200,Restaurant,5074-5076 N Lincoln AVE ,Canvass,LIBERO CAFE,60625
MCDONALD'S   (T3- L4),1960932,CHICAGO,IL,Pass,-87.91442844,42.0085364,20160829,Risk 1 (High),(42.008536400868735,2016727,Restaurant,11601 W TOUHY AVE ,Canvass,MCDONALD'S,60666
BURGER KING #17392,1953322,CHICAGO,IL,Pass,-87.72453224,41.84855902,20160829,Risk 2 (Medium),(41.84855901864004,2368813,Restaurant,2345 S PULASKI RD ,Complaint,BURGER KING #17392,60623
NOODLES & COMPANY,1953315,CHICAGO,IL,Fail,-87.63516406,41.88190275,20160829,Risk 1 (High),(41.88190275050587,2263045,Restaurant,1 S FRANKLIN ST ,Canvass,NOODLES & COMPANY,60606
CAFE VIENNA,1953290,CHICAGO,IL,Pass,-87.64204436,41.92848737,20160829,Risk 1 (High),(41.928487374216466,2484194,Catering,2523 N CLARK ST ,License,CAFE VIENNA,60614
BRICKS,1953317,CHICAGO,IL,Pass,-87.63652447,41.91684811,20160829,Risk 1 (High),(41.91684810981031,10486,Restaurant,1909 N LINCOLN AVE ,Complaint Re-Inspection,BRICKS,60614
63RD QUICK STOP,1953325,CHICAGO,IL,Fail,-87.68470664,41.77913305,20160829,Risk 1 (High),(41.77913304503548,2374769,Grocery Store,2423 W 63RD ST ,Canvass,63RD QUICK STOP,60629
GARFIELD CITGO,1953314,CHICAGO,IL,Out of Business,-87.63306376,41.79462283,20160829,Risk 3 (Low),(41.79462282901127,2055195,Grocery Store,300 W GARFIELD BLVD ,Canvass,GARFIELD CITGO,60609
STEAK AND HOAGIE,1953312,CHICAGO,IL,Pass,-87.68334058,41.7629663,20160829,Risk 2 (Medium),(41.762966299223166,2487433,Restaurant,7158 S WESTERN AVE ,License Re-Inspection,STEAK AND HOAGIE,60636
EDWARDO'S ENOTECA,1953310,CHICAGO,IL,Pass,-87.63014525,41.90434217,20160829,Risk 1 (High),(41.90434217031261,25104,Restaurant,1212 N DEARBORN ST ,Canvass,EDWARDO'S PIZZA,60610
EL TACO AZTECA,1953307,CHICAGO,IL,Pass,-87.68031325,41.8519948,20160829,Risk 1 (High),(41.85199480423206,2458576,Restaurant,2151 W CERMAK RD ,License,EL TACO AZTECA,60608
GREEK DELIGHT INC,1953308,CHICAGO,IL,Pass,-87.60951805,41.89224916,20160829,Risk 1 (High),(41.892249163400116,1492165,Restaurant,700 E GRAND AVE ,Canvass,GREEK DELIGHT INC,60611
CONNIES PIZZA,1931613,CHICAGO,IL,Pass,-87.6410584,41.84937922,20160525,Risk 3 (Low),(41.849379215218015,2458534,Mobile Food Dispenser,2373 S ARCHER AVE ,License,CONNIES PIZZA,60616
MACARONI GRILL (T3-K2),1953304,CHICAGO,IL,Pass,-87.91442844,42.0085364,20160829,Risk 1 (High),(42.008536400868735,34220,Restaurant,11601 W TOUHY AVE ,Complaint,MACARONI GRILL,60666
NEW ENGLAND SEAFOOD COMPANY,1953313,CHICAGO,IL,Fail,-87.67051293,41.94257282,20160829,Risk 1 (High),(41.942572824782836,2108692,Restaurant,3341 N LINCOLN AVE ,Canvass,NEW ENGLAND SEAFOOD COMPANY FL,60657
Chicago DQ Grill and Chill,1953301,CHICAGO,IL,Pass w/ Conditions,-87.62618266,41.8760741,20160829,Risk 1 (High),(41.87607409944023,1959931,Restaurant,436 S Wabash AVE ,Canvass Re-Inspection,Chicago DQ Grill and Chill,60605
GARFIELD300 INC.,1953303,CHICAGO,IL,Pass,-87.63306376,41.79462283,20160829,Risk 3 (Low),(41.79462282901127,2476346,GAS STATION,300-310 W GARFIELD BLVD ,License,GARFIELD300 INC.,60609
CITGO,1953296,CHICAGO,IL,Not Ready,-87.6841337,41.79188471,20160829,Risk 2 (Medium),(41.79188471462005,2476352,Grocery Store,5616 S WESTERN AVE ,License,WESTERN5616 INC.,60636
CAFE VIENNA,1953295,CHICAGO,IL,Out of Business,-87.64204436,41.92848737,20160829,Risk 1 (High),(41.928487374216466,2447148,Catering,2523 N CLARK ST ,Canvass,VIENNA SERVICES,60614
DYETT HIGH SCHOOL,1953291,CHICAGO,IL,Pass w/ Conditions,-87.61192836,41.80204982,20160829,Risk 1 (High),(41.802049821529806,66021,School,555 E 51st St(5100S) ,Canvass,DYETT HIGH SCHOOL,60615
QUESADILLAS Y HUARACHES JUMBO,1953294,CHICAGO,IL,Not Ready,-87.69299833,41.77923236,20160829,Risk 1 (High),(41.779232357598445,2487620,Restaurant,2750 W 63RD ST ,License,QUESADILLAS Y HUARACHES JUMBO,60629
DUNKIN DONUTS,1953289,CHICAGO,IL,Pass w/ Conditions,-87.63454503,41.88309943,20160829,Risk 2 (Medium),(41.88309943005073,2283543,Restaurant,223 W WASHINGTON ST ,Canvass Re-Inspection,DUNKIN DONUTS,60606
CITGO,1953285,CHICAGO,IL,Fail,-87.6841337,41.79188471,20160829,Risk 2 (Medium),(41.79188471462005,2093495,Grocery Store,5616 S WESTERN AVE ,Canvass,CITGO BIG CITY MART,60636
SEEDS OF JOY DAYCARE AND FITNESS CENTER,1953287,CHICAGO,IL,Pass,-87.65171856,41.96652845,20160829,Risk 1 (High),(41.96652845322141,2221638,Daycare (2 - 6 Years),850 W EASTWOOD AVE ,Canvass,SEEDS OF JOY DAYCARE AND FITNESS CENTER,60640
BIG CITY MARKET CITGO,1953282,CHICAGO,IL,Out of Business,-87.6841337,41.79188471,20160829,Risk 3 (Low),(41.79188471462005,1947461,,5616 S WESTERN AVE ,Canvass,BIG CITY MARKET CITGO,60636
HB HOME BISTRO,1952214,CHICAGO,IL,Pass,-87.64952689,41.94378575,20160829,Risk 1 (High),(41.94378575479629,2340636,Restaurant,3404 N HALSTED ST ,Canvass,HB HOME BISTRO,60657
STARBUCKS,1953280,CHICAGO,IL,Pass,-87.62741623,41.90088671,20160829,Risk 1 (High),(41.9008867067491,2142220,Restaurant,1003-1005 N RUSH ST ,Canvass Re-Inspection,STARBUCKS COFFEE,60611
BOCKWINKELS,1951213,CHICAGO,IL,Pass,-87.62083615,41.88633942,20160829,Risk 1 (High),(41.886339416011204,1491357,Grocery Store,222 N COLUMBUS DR ,Short Form Complaint,BOCKWINKELS,60601
WINDY CITY MARKET,1953283,CHICAGO,IL,Pass w/ Conditions,-87.72741518,41.94184004,20160829,Risk 1 (High),(41.94184003934502,2451871,Grocery Store,3334-3348 N PULASKI RD ,Short Form Complaint,WINDY CITY MARKET,60641
POPEYES,1951182,CHICAGO,IL,Pass,-87.71278165,41.86621302,20160826,Risk 1 (High),(41.86621301898216,2341021,Restaurant,3457 W ROOSEVELT RD ,Complaint Re-Inspection,POPEYES,60624
K BUENA,1953277,CHICAGO,IL,Pass,-87.73095337,41.77138332,20160829,Risk 1 (High),(41.771383319839934,1999075,Grocery Store,4322-4324 W MARQUETTE RD ,Canvass Re-Inspection,K BUENA,60629
GROUNDSWELL COFFEE ROASTERS,1953274,CHICAGO,IL,Pass,-87.65698671,41.88172877,20160829,Risk 1 (High),(41.88172877191658,2469903,Restaurant,1168 W MADISON ST ,License,GROUNDSWELLCOFFEE ROASTERS,60607
BARNES & NOBLE BOOKSELLERS#2922,1953269,CHICAGO,IL,Pass w/ Conditions,-87.62861376,41.90274617,20160829,Risk 2 (Medium),(41.90274616662431,68790,Restaurant,1130 N STATE ST ,Canvass Re-Inspection,BARNES & NOBLE BOOKSELLERS#2922,60610
HANUL FAMILY ALLIANCE,1953275,CHICAGO,IL,Pass,-87.70873682,41.97240584,20160829,Risk 1 (High),(41.972405843174876,2487637,Golden Diner,5008 N Kedzie AVE ,Canvass,HANUL FAMILY ALLIANCE,60625
DUNKIN DONUTS,1953265,CHICAGO,IL,Fail,-87.61511273,41.75143029,20160826,Risk 2 (Medium),(41.75143029426537,2179270,Restaurant,7850 S DR MARTIN LUTHER KING JR DR ,Short Form Complaint,DUNKIN DONUTS,60619
BARN & COMPANY,1953266,CHICAGO,IL,Fail,-87.65333792,41.92912424,20160826,Risk 1 (High),(41.929124235504766,2308003,Restaurant,950-952 W WRIGHTWOOD AVE ,Canvass,BARN & COMPANY,60614
ARGO TEA UCH,1953257,CHICAGO,IL,Out of Business,-87.60508472,41.78961185,20160826,Risk 1 (High),(41.78961184518281,1681884,Restaurant,5758 S MARYLAND AVE ,Canvass,ARGO TEA UCH,60637
MCDONALD'S,1953255,CHICAGO,IL,Pass,-87.62681268,41.76915534,20160826,Risk 2 (Medium),(41.76915533533597,1490035,Restaurant,6900 S LAFAYETTE AVE ,Short Form Complaint,MCDONALD'S,60621
MARIANO'S,1951181,CHICAGO,IL,Pass,-87.64445647,41.93733844,20160826,Risk 3 (Low),(41.93733843730944,2447000,Grocery Store,3030 N BROADWAY ,License Re-Inspection,MARIANO'S #8538,60657
MARIANO'S,1951178,CHICAGO,IL,Pass,-87.64445647,41.93733844,20160826,Risk 3 (Low),(41.93733843730944,2446999,Grocery Store,3030 N BROADWAY ,License Re-Inspection,MARIANO'S #8538,60657
SOLID FOUNDATION KIDS CARE INC.,1953256,CHICAGO,IL,Fail,-87.68625823,41.86931832,20160826,Risk 1 (High),(41.86931831972721,2215970,Daycare Above and Under 2 Years,1000 S WESTERN AVE ,License,SOLID FOUNDATION KIDS CARE INC.,60612
NORTHDOWN,1952212,CHICAGO,IL,No Entry,-87.66961181,41.94081095,20160826,Risk 1 (High),(41.94081095314402,2069995,Restaurant,3244 N LINCOLN AVE ,Canvass,NORTHDOWN CAFE & TAPROOM,60657
WINDY CITY INN,1953660,CHICAGO,IL,No Entry,-87.6858102,41.95394237,20160826,Risk 2 (Medium),(41.95394237168946,47870,Restaurant,2255-2257 W IRVING PARK RD ,Canvass,WINDY CITY,60618
ROCKWOOD,1953260,CHICAGO,IL,Pass,-87.65504219,41.94515977,20160826,Risk 1 (High),(41.9451597671042,1167794,Restaurant,3466-3470 N CLARK ST ,Canvass Re-Inspection,ROCKWOOD,60657
