akaname,inspectionid,city,state,results,longitude,latitude,inspectiondate,risk,location,license,facilitytype,address,inspectiontype,dbaname,zip
,1751817,chicago,il,pass,-87.66357132,41.92829664,20160412,risk 1 (high),(41.928296636787316,2443313,restaurant,2542-2548 n southport ave,license,the crossing tavern,60614
entertaining company,1751816,chicago,il,pass,-87.66859588,41.88623899,20160412,risk 1 (high),(41.886238989108286,1647969,grocery store,1640 w walnut st,canvass,entertaining company,60612
mercado viveros,1537564,chicago,il,not ready,-87.75794836,41.93857446,20150501,risk 3 (low),(41.938574459987244,2392080,grocery store,5231 w belmont ave,license,mercado viveros,60641
gerald delgado kanoon elementary,1751815,chicago,il,pass,-87.70507547,41.85077575,20160412,risk 1 (high),(41.85077574719224,29071,school,2233 s kedzie (3200w),canvass,gerald delgado kanoon elementary,60623
carniceria ricardo,1751813,chicago,il,pass,-87.73757251,41.93154075,20160412,risk 1 (high),(41.93154074689428,35191,grocery store,4419-4425 w diversey ave,canvass,carniceria ricardo,60639
budlong elementary school,1751811,chicago,il,pass,-87.69660443,41.97572652,20160412,risk 1 (high),(41.97572651851171,22391,school,2701 w foster ave,canvass,lyman a budlong elementary,60625
la cocina mexican grill,1751808,chicago,il,pass,-87.63554689,41.8852892,20160412,risk 1 (high),(41.8852892005056,1926507,restaurant,178 n franklin st,canvass,la cocina mexican grill,60606
my fit foods,1751807,chicago,il,pass,-87.63393075,41.91105208,20160412,risk 1 (high),(41.91105208254684,2229578,restaurant,157 w north ave,canvass,my fit foods,60610
parts and labor,1751810,chicago,il,pass,-87.70947505,41.93019094,20160412,risk 1 (high),(41.930190942014534,2240274,restaurant,2700 n milwaukee ave,complaint re-inspection,parts and labor,60647
crossing,1751806,chicago,il,out of business,-87.66357132,41.92829664,20160412,risk 1 (high),(41.928296636787316,1991301,restaurant,2542-2548 n southport ave,canvass,the crossing tavern,60614
crossing,1751805,chicago,il,out of business,-87.66357132,41.92829664,20160412,risk 1 (high),(41.928296636787316,1991299,restaurant,2542-2548 n southport ave,canvass,the crossing tavern,60614
brobagel,1751804,chicago,il,fail,-87.67633341,41.91039495,20160412,risk 1 (high),(41.910394950817256,2349338,restaurant,1931 w north ave,canvass re-inspection,brobagel,60622
palace grill,1751812,chicago,il,pass,-87.66234899,41.88164121,20160412,risk 1 (high),(41.8816412064292,3941,restaurant,1408 w madison st,canvass,palace grill,60607
taqueria la fiesta,1751803,chicago,il,pass,-87.80558157,41.93087267,20160412,risk 1 (high),(41.9308726678483,1799983,restaurant,7146 w diversey ave,canvass re-inspection,taqueria la fiesta,60707
q-bbq lakeview,1751802,chicago,il,fail,-87.64724608,41.93286388,20160411,risk 1 (high),(41.932863882151885,2263245,restaurant,714 w diversey pkwy,canvass,q-bbq lakeview,60614
captain hooks fish & chicken,1751800,chicago,il,pass,-87.60503051,41.73882204,20160411,risk 1 (high),(41.73882204029658,1169578,restaurant,8550 s cottage grove ave,canvass,captain hooks fish & chicken,60619
paddy macs,1751801,chicago,il,pass w/ conditions,-87.72757202,41.95715498,20160411,risk 1 (high),(41.957154975326574,7098,restaurant,4157 n pulaski rd,canvass,paddy macs,60641
su taqueria el rey del taco,1751797,chicago,il,fail,-87.67477437,42.01256119,20160411,risk 1 (high),(42.01256119339587,2293964,restaurant,7138-7140 n clark st,canvass,su taqueria el rey del taco,60626
pepes mexican restaurant,1751799,chicago,il,pass,-87.57507779,41.73717523,20160411,risk 1 (high),(41.73717523061694,2138320,restaurant,2014-2024 e 87th st,canvass,pepes mexican restaurant,60617
el cid tacos #2,1751795,chicago,il,pass w/ conditions,-87.70722323,41.92976286,20160411,risk 1 (high),(41.92976286483289,1948872,restaurant,2645 n kedzie ave,canvass,el cid tacos #2,60647
grand lux cafe,1751798,chicago,il,pass w/ conditions,-87.62481244,41.89321622,20160411,risk 1 (high),(41.89321622302089,1228221,restaurant,111 e ontario st,complaint,grand lux cafe,60611
david jenson - personal chef,1751793,chicago,il,no entry,-87.65623946,41.85657427,20160411,risk 1 (high),(41.85657426972989,1987043,restaurant,1901 s racine ave,canvass,david jenson - personal chef,60608
bombon -n- catering,1751723,chicago,il,pass,-87.66690084,41.87895938,20160411,risk 1 (high),(41.87895938457235,2404707,restaurant,138 s ashland ave,canvass,bombon cake gallery and design,60607
flash taco,1751796,chicago,il,fail,-87.67761701,41.91027897,20160411,risk 1 (high),(41.910278971100325,2254157,restaurant,1570-1/2 n damen ave,canvass,ft fast food,60622
little wok,1751792,chicago,il,pass,-87.62247432,41.80189344,20160411,risk 1 (high),(41.80189343717976,2203621,restaurant,103 e 51st st,canvass,little wok,60615
subway,1689314,chicago,il,fail,-87.62905002,41.88563898,20160411,risk 1 (high),(41.885638980759765,2093683,restaurant,29 w lake st,canvass,subway #51581,60601
strings,1751790,chicago,il,pass,-87.63334565,41.85344447,20160411,risk 1 (high),(41.853444466613134,2263755,restaurant,2141 s archer ave,short form complaint,strings,60616
little kitchen,1764216,chicago,il,pass,-87.65476211,41.95701306,20160411,risk 1 (high),(41.95701305646824,2299403,restaurant,4104 n sheridan rd,canvass,little kitchen,60613
smarty pants early learning center,1751709,chicago,il,pass,-87.60848474,41.80961593,20160408,risk 1 (high),(41.809615926101415,2252871,daycare above and under 2 years,710 e 47th st,license,smarty pants early learning center,60653
chans king wok,1751794,chicago,il,pass w/ conditions,-87.68492409,41.88107532,20160411,risk 1 (high),(41.88107532038358,2320986,restaurant,2323 w madison st,canvass,chans king wok,60612
nueva italy pizzeria,1751891,chicago,il,no entry,-87.67434399,42.01173221,20160411,risk 1 (high),(42.011732207053896,2109422,restaurant,7109 n clark st,canvass,nueva italy,60626
parisis drive in,1751791,chicago,il,pass,-87.77717745,41.77786303,20160411,risk 1 (high),(41.777863025694934,3523,restaurant,6216 w 63rd st,canvass,parisis drive in,60638
meson del taco,1751789,chicago,il,pass,-87.7860694,41.9378603,20160411,risk 1 (high),(41.93786030231027,2032536,restaurant,3144 n narragansett ave,canvass,meson del taco inc,60634
mayne/act one,1751888,chicago,il,no entry,-87.66489552,42.00803722,20160411,risk 2 (medium),(42.008037223103784,2003847,restaurant,1328-1330 w morse ave,canvass,mayne/act one cafe,60626
papa charlies,1751785,chicago,il,pass,-87.76580522,41.90235982,20160411,risk 1 (high),(41.90235982307286,1675267,restaurant,1206 n central ave,canvass,papa charlies,60651
churchs chicken # 1315,1751786,chicago,il,pass,-87.68320837,41.768707,20160411,risk 2 (medium),(41.76870699564607,1273285,restaurant,6849 s western ave,short form complaint,churchs chicken # 1315,60636
fresh mart foods,1751787,chicago,il,pass,-87.61468749,41.74392291,20160411,risk 1 (high),(41.743922906387006,1953434,grocery store,400-404 e 83rd st,canvass,fresh mart foods,60619
moms old recipe mexican restaurant,1751782,chicago,il,fail,-87.77748161,41.98614682,20160411,risk 1 (high),(41.98614682246569,81066,restaurant,5760 n milwaukee ave,canvass,moms old recipe mexican restaurant,60646
presto,1751784,chicago,il,pass,-87.64111967,41.88418751,20160411,risk 1 (high),(41.884187507127805,2087731,restaurant,131 n clinton st,canvass,presto,60661
sharks fish & chicken,1751783,chicago,il,not ready,-87.62256559,41.80189222,20160411,risk 2 (medium),(41.80189221533366,2458340,restaurant,101 e 51st st,license,sharks express of kenwood,60615
kaisertiger,1751781,chicago,il,fail,-87.66305613,41.88404873,20160411,risk 1 (high),(41.884048725151324,2359936,restaurant,1415 w randolph st,canvass,kaiser tiger,60607
bonivinos inc,1751788,chicago,il,pass w/ conditions,-87.63106138,41.87677124,20160411,risk 1 (high),(41.87677124480492,7004,restaurant,109 - 111 w van buren st,canvass,bonivinos inc,60605
a midwest kitchen,1751779,chicago,il,no entry,-87.77712907,41.98576297,20160411,risk 1 (high),(41.985762969681936,2114895,bakery,5740 n milwaukee ave,canvass,a midwest kitchen,60646
marcos drive inn,1751780,chicago,il,pass,-87.77614439,41.92392941,20160411,risk 1 (high),(41.92392940853074,36329,restaurant,6008 w fullerton ave,canvass,marcos drive inn,60639
coco pazzo,1751777,chicago,il,pass w/ conditions,-87.63559786,41.89007262,20160411,risk 1 (high),(41.890072617091896,1446680,restaurant,300 w hubbard st,canvass,coco pazzo,60610
sabor a cafe,1751774,chicago,il,pass w/ conditions,-87.6910996,41.9903811,20160411,risk 1 (high),(41.990381095595595,1193489,restaurant,2435 w peterson ave,canvass,sabor a cafe inc,60659
golden fish & chicken,1751776,chicago,il,pass,-87.65957953,41.6849578,20160411,risk 1 (high),(41.684957804390336,2299453,restaurant,1474 w 115th st,canvass,golden fish & chicken,60643
la michoacana in logan square,1751773,chicago,il,pass,-87.72111624,41.92466148,20160411,risk 1 (high),(41.92466148001528,2328569,restaurant,3740 w fullerton ave,canvass,la michoacana in logan square,60647
double bubble,1727258,chicago,il,pass,-87.66047397,41.99191242,20160411,risk 2 (medium),(41.99191242477542,6539,restaurant,6036 n broadway,canvass,double bubble,60660
andrisis,1751775,chicago,il,pass,-87.79045984,41.7776491,20160411,risk 1 (high),(41.77764909899739,6292,restaurant,6746 w 63rd st,canvass,richard andrise,60638
popeyes fried chicken,1465265,chicago,il,pass,-87.7630188,41.90951865,20151116,risk 1 (high),(41.90951865138598,11362,restaurant,5500 w north ave,complaint re-inspection,popeyes fried chicken,60639
china phoenix chinese restaurant,1751772,chicago,il,pass,-87.68867106,41.88102049,20160411,risk 1 (high),(41.881020491797024,2094246,restaurant,2459 w madison st,canvass,china phoenix chinese restaurant,60612
pazzos,1751771,chicago,il,pass w/ conditions,-87.63652434,41.87779165,20160411,risk 1 (high),(41.877791648104406,1092264,restaurant,311 s wacker dr,canvass,pazzos,60606
perez restaurant,1751770,chicago,il,pass w/ conditions,-87.6556769,41.8578563,20160411,risk 1 (high),(41.85785630086293,1518855,restaurant,1163 w 18th st,complaint,perez restaurant,60608
,1751769,chicago,il,pass w/ conditions,-87.64111967,41.88418751,20160411,risk 1 (high),(41.884187507127805,2004436,restaurant,131 n clinton st,canvass,k-kitchen,60661
seven star chinese cuisine,1751768,chicago,il,pass,-87.70431938,41.80670751,20160411,risk 1 (high),(41.80670750866157,1914170,restaurant,3209 w 47th pl,canvass re-inspection,seven star chinese cuisine,60632
pasadita express,1751767,chicago,il,fail,-87.70184233,41.95384693,20160411,risk 1 (high),(41.95384693184404,2020800,restaurant,2925 w irving park rd,canvass,pasadita express,60618
taqueria pasadita express,1751762,chicago,il,not ready,-87.70184233,41.95384693,20160411,risk 1 (high),(41.95384693184404,2458220,restaurant,2925 w irving park rd,license,taqueria pasadita express,60618
the pepper canister,1751761,chicago,il,pass,-87.6339097,41.8911158,20160411,risk 1 (high),(41.891115798430455,1272603,restaurant,509 n wells st,canvass re-inspection,the pepper canister,60610
lillies q,1751764,chicago,il,fail,-87.67487609,41.91063613,20160411,risk 1 (high),(41.91063613478286,2048510,restaurant,1856 w north ave,canvass,lillies q,60622
see thru chinese kitchen,1751758,chicago,il,pass,-87.60483675,41.74226463,20160411,risk 1 (high),(41.742264630727,1245305,restaurant,8357 s cottage grove ave,canvass,see thru chinese kitchen,60619
la cecina # 1,1751765,chicago,il,fail,-87.67361893,41.80863043,20160411,risk 1 (high),(41.808630431592775,2341257,restaurant,1934 w 47th st,canvass,la cecina # 1,60609
table fifty-two,1751757,chicago,il,no entry,-87.63050299,41.90325605,20160411,risk 1 (high),(41.90325604516536,1869952,restaurant,52 w elm st,canvass,table fifty-two,60610
dabsolute restaurant & catering,1751763,chicago,il,pass,-87.75499043,41.95343525,20160411,risk 1 (high),(41.95343525460883,1443178,grocery store,5106 w irving park rd,canvass,dabsolute restaurant & catering,60641
d and m cafe,1751755,chicago,il,out of business,-87.6049052,41.74463072,20160411,risk 1 (high),(41.744630715329514,1933670,restaurant,8239 s cottage grove ave,canvass,d and m cafe,60619
asahi roll & noodles,1751759,chicago,il,fail,-87.66080018,42.00568707,20160411,risk 1 (high),(42.00568707320046,2411850,restaurant,6803 n sheridan rd,canvass,asahi roll,60626
windys deli,1751760,chicago,il,pass,-87.60076745,41.79930029,20160411,risk 1 (high),(41.79930029340142,14737,restaurant,1013 1/2 e 53rd st,canvass,windys deli,60615
ts paisans pizza & grill ii,1727257,chicago,il,pass,-87.65832086,41.99016589,20160411,risk 1 (high),(41.99016589063192,1868701,restaurant,1100-1102 w thorndale ave,canvass,ts paisans pizza & grill ii,60660
nori chicago,1751756,chicago,il,fail,-87.65364479,41.93275204,20160411,risk 1 (high),(41.932752035812285,1981196,restaurant,954 w diversey pkwy,canvass,nori chicago,60614
beth-anne place,1751752,chicago,il,pass,-87.75071295,41.90175626,20160411,risk 1 (high),(41.901756264831086,1329843,long term care,1143 n lavergne ave,canvass,beth -anne place,60651
clark catering,1751750,chicago,il,no entry,-87.58598341,41.74541896,20160411,risk 1 (high),(41.74541895614782,1224108,grocery store,8218 s stony island ave,canvass,clark catering,60617
smart start day care,1751744,chicago,il,pass,-87.76727145,41.89471708,20160411,risk 1 (high),(41.89471707693221,2437677,daycare above and under 2 years,5649 w chicago ave,license re-inspection,smart start development center 2 llc,60651
uncommon ground,1764215,chicago,il,pass w/ conditions,-87.65979513,41.95106405,20160411,risk 1 (high),(41.951064053085005,2108171,restaurant,3800-3804 n clark st,canvass,uncommon ground,60613
jimenez  restaurant,1751754,chicago,il,pass w/ conditions,-87.76946868,41.93134202,20160411,risk 1 (high),(41.931342018106,1573479,restaurant,5716 w diversey ave,canvass,jimenez  restaurant,60639
our lady of grace school,1751749,chicago,il,pass,-87.72084137,41.92593933,20160411,risk 1 (high),(41.92593932824181,2112668,school,2446 n ridgeway ave,canvass,our lady of grace school,60647
kennys ribs & dusties express,1751748,chicago,il,out of business,-87.58510331,41.738691,20160411,risk 1 (high),(41.73869100380115,2177147,restaurant,8601 s stony island ave,canvass,kennys ribs & dusties express,60617
xando coffee & bar / cosi sandwich bar,1751747,chicago,il,pass,-87.63476909,41.88331786,20160411,risk 1 (high),(41.88331785985083,62,restaurant,230 w washington st,canvass re-inspection,xando coffee & bar / cosi sandwich bar,60606
pret a manger,1751746,chicago,il,pass,-87.62759359,41.88120239,20160411,risk 1 (high),(41.8812023900134,2162294,restaurant,33 s state st fl,canvass,pret a manger,60603
taqueria la lagartija,1751745,chicago,il,fail,-87.6669,41.87914037,20160411,risk 1 (high),(41.87914036826553,2033170,restaurant,132 s ashland ave,canvass,taqueria la lagartija,60607
dore elementary school,1751751,chicago,il,pass,-87.78764009,41.78092716,20160411,risk 2 (medium),(41.78092716332793,23001,school,6108 s natoma (6632w),canvass,dore elementarty school,60638
food 4 less midwest #789,1751741,chicago,il,pass,-87.6751157,41.80966853,20160411,risk 1 (high),(41.80966852800657,1272529,grocery store,4620 s damen ave,canvass,food 4 less midwest #789,60609
olive-harvey college,1674216,chicago,il,fail,-87.59229973,41.71290861,20160411,risk 1 (high),(41.71290861476263,2419092,restaurant,10001 s woodlawn ave,canvass,olive-harvey college,60628
artopolis bakery,1751739,chicago,il,fail,-87.64738599,41.87772114,20160411,risk 1 (high),(41.87772113783411,78836,restaurant,306-308 s halsted st,canvass,artopolis bakery,60661
subway,1751737,chicago,il,pass,-87.77598653,41.9093585,20160411,risk 1 (high),(41.90935850137094,1873203,restaurant,6016 w north ave,canvass,subway,60639
mt carmel high school,1751738,chicago,il,pass,-87.58905451,41.7786604,20160411,risk 1 (high),(41.778660400587114,1981927,school,1459 e 64th st,canvass,mt carmel high school,60637
under 55,1751735,chicago,il,pass,-87.6256435,41.88068788,20160411,risk 1 (high),(41.880687878501604,1472957,restaurant,55 e monroe st,canvass,under 55,60603
st. thomas the apostle,1751734,chicago,il,pass,-87.5964175,41.79602399,20160411,risk 1 (high),(41.79602398723629,6355,school,5467 s woodlawn ave,canvass,st. thomas the apostle,60615
alain locke charter academy,1751736,chicago,il,fail,-87.70524106,41.87722085,20160411,risk 2 (medium),(41.87722084710827,2206680,school,3141 w jackson blvd,canvass,alain locke charter academy,60612
chappell school,1751731,chicago,il,pass,-87.68325438,41.975867,20160411,risk 1 (high),(41.97586700298142,22681,school,2135 w foster ave,canvass,chappell school,60625
alphonsus academy,1751730,chicago,il,pass,-87.66523836,41.93598425,20160411,risk 1 (high),(41.93598424806026,2225057,school,1439 w wellington ave,canvass,alphonsus academy,60657
brobagel,1751733,chicago,il,fail,-87.67633341,41.91039495,20160411,risk 1 (high),(41.910394950817256,2349338,restaurant,1931 w north ave,canvass,brobagel,60622
carnitas  tzararacua,1751727,chicago,il,out of business,-87.66598567,41.85737245,20160411,risk 1 (high),(41.85737245053378,31712,restaurant,1813 s ashland ave,canvass,carnitas  tzararacua,60608
ins market,1689315,chicago,il,no entry,-87.62928951,41.88382421,20160411,risk 3 (low),(41.8838242127101,2458355,grocery store,127 n dearborn st,license,ins market,60602
epic burger,1561775,chicago,il,pass,-87.62747312,41.87531384,20150731,risk 2 (medium),(41.875313842367994,1904806,restaurant,517 s state st,complaint re-inspection,epic burger,60605
bartolome de las casas uno charter school,1751724,chicago,il,fail,-87.66794196,41.85947665,20160411,risk 1 (high),(41.859476650640005,2208691,school,1641 w 16th st,canvass,bartolome de las casas charter school,60608
oh hen mart,1751729,chicago,il,pass,-87.58490874,41.72989496,20160411,risk 1 (high),(41.72989496218228,2411263,grocery store,9053 s stony island ave,canvass,white hen mart,60617
st. margaret mary school,1751722,chicago,il,pass,-87.68767735,42.01466042,20160411,risk 1 (high),(42.01466042299597,1710,school,7318 n oakley,canvass,st. margaret mary school,60645
marianos fresh market,1689313,chicago,il,pass,-87.61898671,41.88539005,20160411,risk 1 (high),(41.88539004666972,2083833,grocery store,333 e benton pl,complaint,marianos fresh market #8503,60601
corner bakery cafe,1751726,chicago,il,pass,-87.62426987,41.89071448,20160411,risk 1 (high),(41.89071448025997,1905110,restaurant,444 n michigan ave,canvass,corner bakery cafe,60611
7-eleven,1751732,chicago,il,fail,-87.65380149,41.932749,20160411,risk 1 (high),(41.932748996008655,1873311,grocery store,958 w diversey pkwy,canvass,7-eleven,60614
mahs mini mart,1751728,chicago,il,fail,-87.60473157,41.72672452,20160411,risk 2 (medium),(41.72672451923874,2446562,grocery store,9224 s cottage grove ave,license,mahs mini mart,60619
salem christian school,1751720,chicago,il,pass,-87.70015888,41.91807991,20160411,risk 1 (high),(41.91807990878775,2112674,school,2018 n richmond ave,canvass,salem christian school,60647
potbelly sandwich works,1751719,chicago,il,pass,-87.63463655,41.88435558,20160411,risk 1 (high),(41.88435557962178,1801888,restaurant,225 w randolph st,canvass,potbelly sandwich works,60606
shilas restaurant,1751721,chicago,il,pass,-87.74744675,41.95276148,20160411,risk 1 (high),(41.952761479601065,2313774,restaurant,3938 n cicero ave,canvass,shilas restaurant,60641
dunkin donuts,1751824,chicago,il,pass w/ conditions,-87.62585314,41.79484656,20160411,risk 2 (medium),(41.794846557345785,2424109,restaurant,5454 s state st,complaint,dunkin donuts,60609
pizza hut,1561774,chicago,il,pass,-87.6594439,41.92516757,20150731,risk 2 (medium),(41.925167568690945,2398578,restaurant,1225 w fullerton ave,license,pizza hut,60614
wrigleyville rooftop,1764214,chicago,il,pass,-87.65628225,41.94912182,20160411,risk 1 (high),(41.94912182113475,2446543,restaurant,1048 w waveland ave,license re-inspection,wrigleyville rooftop,60613
the halal guys,1751718,chicago,il,pass w/ conditions,-87.63049359,41.90380744,20160411,risk 1 (high),(41.90380743789834,2412662,restaurant,49 w division st,complaint,the halal guys,60610
blair early childhood ctr,1751725,chicago,il,pass,-87.79056836,41.77652935,20160411,risk 1 (high),(41.776529354028284,30071,school,6751 w 63rd pl,canvass,blair early childhood ctr,60638
grand food market,1751717,chicago,il,pass,-87.75604133,41.91706775,20160411,risk 1 (high),(41.917067746493494,1221783,grocery store,5202 w grand ave,canvass,grand food market,60639
st agatha,1751716,chicago,il,pass,-87.70505247,41.86240593,20160411,risk 2 (medium),(41.862405931591645,1878448,school,3151 w douglas blvd,canvass,st agatha catholic school,60623
starbucks coffee,1751715,chicago,il,out of business,-87.66117219,41.96543519,20160408,risk 2 (medium),(41.965435189323436,23122,restaurant,4600 n magnolia ave ste c,canvass,starbucks coffee #2397,60640
7-eleven,1751714,chicago,il,out of business,-87.66827046,41.98156518,20160408,risk 2 (medium),(41.981565182899864,1381046,grocery store,5457 n clark st,canvass,7-eleven,60640
crowbar lounge,1751713,chicago,il,pass,-87.52694018,41.70258228,20160408,risk 1 (high),(41.70258228222225,6010,restaurant,4001 e 106th st,canvass,crowbar lounge,60617
insomnia cookies,1751712,chicago,il,not ready,-87.67590978,41.90952655,20160408,risk 2 (medium),(41.90952654956761,2438071,restaurant,1537 n milwaukee ave,license,insomnia cookies,60622
rice cafe,1751711,chicago,il,pass,-87.66441305,41.9217767,20160408,risk 1 (high),(41.921776704433334,1803589,restaurant,2203 n clybourn ave,canvass re-inspection,rice cafe,60614
orange garden restaurant llc,1764213,chicago,il,pass,-87.6780333,41.95427602,20160408,risk 1 (high),(41.954276019666246,1942679,restaurant,1942 w irving park rd,canvass,orange garden restaurant llc,60613
starbucks,1751710,chicago,il,not ready,-87.63963862,41.87815352,20160408,risk 2 (medium),(41.87815352261035,2452033,restaurant,500 w jackson blvd,license,starbucks coffee #27508,60661
las delicias,1751708,chicago,il,pass,-87.72830969,41.96105046,20160408,risk 1 (high),(41.96105045799908,2299372,restaurant,4010-4012 w montrose ave,canvass re-inspection,las delicias latinas,60641
mcdonalds,1751707,chicago,il,fail,-87.65514777,41.97628306,20160408,risk 2 (medium),(41.97628305591404,11136,restaurant,5130 n sheridan rd,complaint,karavites rest inc,60640
papa joes pizza,1751700,chicago,il,pass w/ conditions,-87.77730483,41.98595467,20160408,risk 1 (high),(41.98595467056788,71767,restaurant,5750 n milwaukee ave,canvass,papa joes pizza,60646
bar cafe san francesco,1751706,chicago,il,fail,-87.80700291,41.94938962,20160408,risk 1 (high),(41.94938961660852,17161,restaurant,3815 n harlem ave,canvass,bar cafe san francesco,60634
shop & save  market #2100,1751673,chicago,il,pass,-87.78763712,41.99598529,20160408,risk 1 (high),(41.99598528606219,2327448,grocery store,6312 n nagle ave,complaint re-inspection,shop & save market #2100,60646
panaderia  evita,1751703,chicago,il,pass,-87.67376367,42.00877825,20160408,risk 1 (high),(42.00877825384109,29345,bakery,6975 n clark st,canvass re-inspection,hernandez enterprises inc,60626
jade palace,1751705,chicago,il,pass w/ conditions,-87.70489989,41.84483539,20160408,risk 1 (high),(41.84483539012294,2333768,restaurant,2551 s kedzie ave,complaint,jade palace,60623
bull & bear,1751702,chicago,il,pass,-87.6338824,41.89002468,20160408,risk 1 (high),(41.89002468212031,1822834,restaurant,431 n wells st,canvass,bull & bear,60654
j& a grill,1751697,chicago,il,pass,-87.63393693,41.74257762,20160408,risk 1 (high),(41.742577617335286,2458195,restaurant,8331 s stewart ave,license,j & a grill,60620
cafe mustache,1751695,chicago,il,pass w/ conditions,-87.69785017,41.92335589,20160408,risk 1 (high),(41.92335589370734,2378811,restaurant,2313-2315 n milwaukee ave,canvass,cafe mustache,60647
volare,1751677,chicago,il,pass,-87.62260381,41.89165221,20160408,risk 1 (high),(41.89165221441017,2141813,restaurant,201 e grand ave,short form complaint,volare,60611
yo fresh,1751693,chicago,il,fail,-87.64411406,41.93596932,20160408,risk 2 (medium),(41.93596932044773,2437268,restaurant,2935 n broadway,complaint,yo fresh,60657
prime bar,1751701,chicago,il,pass w/ conditions,-87.63668236,41.88461562,20160408,risk 1 (high),(41.88461561705127,1999183,restaurant,155 n wacker dr,canvass,prime bar,60606
ruk sushi n thai cuisine,1751692,chicago,il,pass,-87.7550994,41.96155384,20160408,risk 1 (high),(41.96155384444727,2108163,restaurant,4431 n milwaukee ave,canvass,ruk sushi and thai,60630
jims original,1751694,chicago,il,pass,-87.64521477,41.86578454,20160408,risk 2 (medium),(41.865784541221885,1620411,restaurant,1250 s union ave,complaint,jims original,60607
taqueria  el mexicano,1751699,chicago,il,pass,-87.70688981,41.77902176,20160408,risk 1 (high),(41.779021764665195,1772067,restaurant,3332 w 63rd st,canvass re-inspection,fast food el mexicano,60629
sakura teppanyaki and sushi,1751698,chicago,il,pass w/ conditions,-87.6477375,41.93285532,20160408,risk 1 (high),(41.93285532207793,2064355,restaurant,730 w diversey pkwy,complaint,sakura teppanyaki and sushi,60614
subway,1751689,chicago,il,pass,-87.74956739,41.954759,20160408,risk 1 (high),(41.95475899602634,1495371,restaurant,4070 n milwaukee ave,complaint,subway #25073,60641
judys,1751691,chicago,il,fail,-87.63393693,41.74257762,20160408,risk 1 (high),(41.742577617335286,2141725,restaurant,8331 s stewart ave,canvass,judys,60620
mila 1,1751696,chicago,il,pass w/ conditions,-87.64127583,41.88196645,20160408,risk 1 (high),(41.8819664487557,2391266,restaurant,540 w madison st,canvass,mila 1,60661
la barca el taconazo,1751688,chicago,il,pass,-87.72995037,41.90994655,20160408,risk 1 (high),(41.90994655026227,2437524,restaurant,4124 w north ave,license,la barca el taconazo,60639
papas cache sabroso inc,1751687,chicago,il,fail,-87.69018293,41.90287692,20160408,risk 1 (high),(41.90287691997627,1648605,restaurant,2517 w division st,canvass,papas cache sabroso inc,60622
birrieria ocotlan inc,1751690,chicago,il,pass,-87.52664793,41.70258057,20160408,risk 1 (high),(41.70258056673329,1620284,restaurant,4007 e 106th st,canvass,birrieria ocotlan inc,60617
el chisme,1751704,chicago,il,pass,-87.6846962,41.81266091,20160408,risk 1 (high),(41.81266091150673,1332717,restaurant,4440 s western ave,canvass,el chisme,60609
primo pizza,1727256,chicago,il,pass w/ conditions,-87.66891302,41.98352014,20160408,risk 1 (high),(41.983520143421664,33440,restaurant,5600 n clark st,canvass,primo pizza inc,60660
kindred chicago-central hospital,1751668,chicago,il,pass w/ conditions,-87.7295461,41.94008298,20160408,risk 1 (high),(41.94008298285754,2206262,restaurant,4058 w melrose st,canvass,kindred chicago-central hospital,60641
sub brother,1751686,chicago,il,fail,-87.66663652,42.00778458,20160408,risk 1 (high),(42.007784582884355,1165545,restaurant,1417 1/2 w morse ave,canvass,sub brother,60626
noodles & company,1689312,chicago,il,pass,-87.62463473,41.88525377,20160408,risk 1 (high),(41.885253768653754,1873401,restaurant,180 n michigan ave,canvass,noodles & company,60601
fiesta del sur,1751683,chicago,il,out of business,-87.72995037,41.90994655,20160408,risk 1 (high),(41.90994655026227,1964476,restaurant,4124 w north ave,canvass,el taconazo restaurant,60639
rib place,1751681,chicago,il,fail,-87.76543552,41.88710618,20160408,risk 1 (high),(41.887106177538534,2017189,restaurant,5607 w corcoran pl,canvass,rib place inc.,60644
the nook,1751682,chicago,il,pass,-87.62817097,41.85594421,20160408,risk 1 (high),(41.85594420862269,2457525,childrens services facility,1929 s archer ave,license re-inspection,the nook,60616
tierra mar,1751685,chicago,il,pass,-87.77911601,41.79319309,20160408,risk 1 (high),(41.79319308656029,2319929,restaurant,6316 s archer ave,canvass re-inspection,tierra mar,60638
j k kabab house,1751684,chicago,il,pass,-87.69492729,41.9980729,20160408,risk 1 (high),(41.99807290400519,61504,restaurant,6412 n rockwell st,canvass,j k kabab house,60645
marcellos market & deli,1751679,chicago,il,pass,-87.63668236,41.88461562,20160408,risk 1 (high),(41.88461561705127,2049306,restaurant,155 n wacker dr,canvass re-inspection,marcellos market & deli,60606
diamante  azul  restaurant,1727255,chicago,il,pass,-87.66894907,41.98506583,20160408,risk 1 (high),(41.98506583014987,2115332,restaurant,5661 n clark st,canvass,diamante  azul  restaurant,60660
centers for new horizons at dawson technical institute,1751676,chicago,il,pass,-87.62627976,41.82362189,20160408,risk 1 (high),(41.82362189116429,2215668,daycare above and under 2 years,3901 s state st,license,centers for new horizons at dawson technical institute,60609
inspiration corporation,1751675,chicago,il,pass,-87.65740624,41.96503885,20160408,risk 1 (high),(41.96503884726066,81578,restaurant,4554 n broadway,canvass,inspiration corporation,60640
